잡지명	개벽
발행일	1925년 04월 01일
기사제목	南國行 (Journey to the Southern Country)
필자	尙進
기사형태	소식 (News/Report)

南國行
						尙進 (Sang Chin)

山謠一曲 淚添巾 (A mountain song, tears soak the handkerchief)
Although the past affairs of Sŏngsan Kaya (星山伽倻) find no one to answer when asked, and no trace can be found even when searched for, could anyone have imagined that Sŏngju (星州), once a great stronghold (雄州) of Yŏngnam province, which at one time administered 14 counties (縣) and until recently was the seat of a Provincial Governor (牧使), would become this desolate and bleak (蕭條)? Time and tide (物換星移) have their limits. The market streets look as if an autumn wind has swept through, the roads are unkempt, the only centers for goods distribution are a few shops owned by foreigners (外人), and the only gathering organization is a Youth Association (靑年會) that smells of the gentry and bureaucracy. Nevertheless, claiming to raise basic funds for assembly, the young men organize processions mimicking old official progresses (원노름 - 舊式의 守令行次를 倣하야) and go around villages soliciting donations. Is this satirizing or longing for the extortion of public wealth (民財討索) by the officials of a ruined nation (亡國 官吏輩)? It's impossible to know their true intention. So, what is the standard of living like? Sŏngju, exhausted by the calamities of war from the Tonghak Rebellion (東學) and the Righteous Army (義兵), suffered adding frost to snow (雪上加霜) with the Great Flood of 1910 (庚戌의 大洪水). The debt owed to the Chiksangŭnhaeng (殖産銀行 - Industrial Bank) alone is over 800,000 Wŏn for the entire county. Generally speaking, it's a pathetic situation, and adding to that the gap between rich and poor (貧富의 懸隔), a common ill in southern Korea (南鮮通弊), the life of the masses is imaginable without saying (不言可想). As former provincial governor Chŏn Sŏngo (全省吾) said, it is the reality that the people lack a spirit of progress (無進就之氣像). What might the future hold?
Pointing out the Sŏngsan Fortress site (星山城址) while crossing Sŏngch'i (星峙 - Star Pass), the evening sun filters through the pine grove. Just then, the long-drawn-out mountain song (山謠一曲) of a woodcutter boy strikes the eardrums too sorrowfully and mournfully (哀切悽切). The sound waves permeate the heart and liver like an electric current, turning into cold tears that fall.

琴韻寥寥 石蒼苔 (The zither's echo faint, moss green on the stones)
Koryŏng (高靈), consisting of 9 myŏn, 97 villages (洞里), 9,400 households, and 52,000 people, might be considered a small county in a mountain gorge by anyone who sees it, but tracing back its ancient history, it was the proud capital of the Great Kaya Kingdom (大伽倻國) for 520 years. How many times have flowers bloomed and leaves fallen in the dense Kŭmrim forest (錦林)? How many tens of thousands have come and gone by the deep green Royal Well (御井)? Although the creation of the Kayagŭm (伽倻琴) holds great value in our music history, the fact that only the place name (Kŭmgok - 琴谷) is passed down makes it hard to suppress tears of reminiscence (懷古) (It is said that during the reign of King Kasil (嘉悉王) of Great Kaya, a musician created the 12-string zither in this valley). Is it not heartbreaking that ancient relics like stone pillars (石柱), stone Buddhas (石佛), and stone lanterns (石燈) are simply left to the mercy of wind and rain (風磨雨洗)?
Here too, the lingering effects of the 1910 flood (庚戌의 洪水餘孼) have not yet allowed recovery (蘇回). The population (戶口) has decreased, debt has increased, and the "3 myŏn, 1 school" system (3面 1校制) only holds hope of being realized this spring. The Youth Association's meeting hall (會舘) is even facing questions of survival due to debt issues; how can this not be a significant problem for the rise and fall of the region (地方興替)? <53> It's hard not to feel sympathy for the few young sprouts (二三몽모) struggling and gasping. At the same time, one cannot but urge them to fight passionately (熱烈한 奮鬪). County Magistrate Kwŏn Chungik's (權重翼) effort to organize a Grain Storage Promotion Association (貯穀實施共勵會) as a countermeasure against the Chiksangŭnhaeng debt is also commendable. If only that effort could be sustained persistently, it might become a rescue measure in the worst case. Also, I am grateful to Mr. Cho Pyŏnguk (趙秉郁) who works for our Kaebyŏk Movement (開闢運動) whenever he has time. Consequently, it is no small regret that I could not meet him on this trip.

小金剛裡大藏經 (In Little Kŭmgang, the Great Sutra Repository)
『伽倻山景問松落老僧曰紅流洞口花吹笛峯頭月』 (Asking about Kayasan's scenery, the pine-shedding old monk says: "At Hongnyudong entrance, flowers play the flute; on the peak, the moon.") This is a poem about Haeinsa Temple (海印寺) by Master Ch'oe Ch'iwŏn (崔致遠). Then, should those like me who come when there are no flowers and no moon say they haven't seen the scenery of Kayasan (伽倻山)? No. I have seen it. I saw a scene purer (淸楚) and more sublime (高潔) than that. Namely: At Hongnyudong entrance, pines play the flute; on the peak, snow. Readers might perhaps call this a forced argument. However, I think if one wants to see flowers, the vicinity of a city is better, and the beauty of the moon is far superior on the coast or the banks of a great river. At the very least, I believe that seeking deep mountains and visiting ancient temples is valuable in that one seeks to taste not splendid beauty (華麗美) or bright beauty (明朗美), but rather a secluded (幽寂) and transcendental (超世間的) sublime beauty. Is that all? The rushing water overflowing from the dark green deep pools (靑黑한 深潭) leaps loudly over ice like piles of blue jade (碧玉堆), and the ice and snow cover the messy carved names on the rocks, eliminating that musty human smell – how magnificent a view (絶景)! If anything, the scholar-official-like (志士的) green pines and clumps of bamboo here and there, showing composure (顔色自若) amidst any wind and snow, how much they gladden the heart! Enough idle talk, let's briefly discuss Haeinsa.
This temple, founded 1,124 years ago during the reign of Silla King Aejang (新羅 哀莊王) by Great Master Sunŭng (順應大師), is a major temple (大刹) counted among the foremost not just in Kyŏngsangnam-do but in Korea (朝鮮), and the location of the famous Tripitaka Koreana woodblocks (大藏經板閣). It's no wonder that visitors come and go incessantly (絡繹不絶) for the spring flowers and autumn maples, and everyone knows that the woodblocks themselves are a great source of pride in our cultural history. Completed 625 years ago, the 86,003 (팔만육천삼매) wooden blocks contain 1,571 titles (部秩) and 7,146 volumes (卷) of Buddhist scriptures (佛經). The wood is birch (樺 - 거재나무), coated entirely with lacquer (染) to prevent decay (腐蝕), and the corners are decorated with copper and iron to prevent damage (파손); one can see the meticulous planning (周到한 用意) of the time. It is also considered a miracle that although this temple has experienced the calamity (劫運) of fire six times, the flames and soot (焰塵) did not touch the blocks, and birds do not nest (烏雀의 棲息이 업슴) inside the repository. However, it is said that because the police manage the repository, observation is often inconvenient. (Though I saw it immediately upon arrival.) Since I'm writing, let me briefly note Haeinsa's recent state. Just a few years ago, there was a temple-run private elementary school, an educational institution for local scholars (地方學林), which guided many <54> boys, but now it is just a desolate old temple. Is that all? The entire temple is facing questions of survival, and the remaining monks are frowning and struggling. According to what I heard, the former abbot Yi Hoegwang (李晦光) wasted temple assets (寺財), and his subordinate Chin Ch'angsu (陳昌洙) also incurred substantial debt (多大한 起債) under Yi's name, which is now tied to Haeinsa's fate. The Kwanghwamun Financial Cooperative (京城 光化門金融組合) in Seoul (京城) has placed attachment notices (差押의 紅紙) on the temple's treasures and implements for a matter of 4,500 Wŏn. A debt of 77,000 Wŏn from the Chiksangŭnhaeng, borrowed using the pretext of the Chŏng-dong Mission Hall (貞洞 布敎堂) in Seoul, has already been decided to be repaid in annual installments (年賦償還) of 10,000 Wŏn each year. The land price of 130,000 Wŏn for that site was barely cancelled. Other debts incurred through Yi's promissory notes, totaling over 100,000 Wŏn, are reportedly still under litigation along with the Chin Ch'angsu affair. It requires no lengthy discussion (贅論) that Yi Hoegwang forcefully occupied the abbot's chair for over ten years and committed tyranny (橫暴) through various means, causing numerous disturbances not only at Haeinsa but also in the Korean Buddhist world (朝鮮 불교계), and repeatedly provoking public opinion (社會公論). However, thinking that the extreme lack of awareness (각성) and weakness (柔弱) of Korean monks (朝鮮의 승려) led to today's situation, one cannot suppress a sigh (一歎). At the same time, I urge all Buddhist disciples (佛弟子 諸氏) to strive so that there will be no second or third Yi Hoegwang.

見牛未見羊의 永川郡廳 (Seeing the Ox but Not the Sheep at Yŏngch'ŏn County Office)
In Yŏngch'ŏn (永川) County's Hwadong-myŏn (華東面) area, the local wealthy men Mr. Yi (李某) and Mr. Chŏng (鄭某) occupy most of the land. The tenant farming system (小作制) has been based on fixed rent (定賭). During last year's drought (早害), on fields that were nearly barren (赤地), the ox-like landlords (소 가튼 地主) demanded payment according to the previous example (依前例). The tenant farmers stopped harvesting and went to the Myŏn office (面所) several times to plead their case (陳情의 哀願). The County office (郡廳) pretended to be most sympathetic and sent a Farmers' Association technician (農會技手) to tell the assembled tenant farmers that paying the fixed rent this year was indeed unfair (冤抑), and declared that on a certain day (某日), the Farmers' Association would definitely dispatch someone to attend (立會) the harvest site and ensure a half-share division (半分하도록 하리라). However, on that appointed day (期日), the tenant farmers waited all day in front of the Myŏn office, but saw neither hide nor hair (形影) of the supposed attendee then or for several days after. Ah, these sheep-like (羊가치), merely gentle tenant farmers, still wanting only to avoid losing their tenancy rights for the next year, did as the wicked landlords (惡地主) demanded. The general public criticizes the County authorities (郡當局), saying they completely ignore (頓不顧見) the sheep-like tenant farmers while only looking up to the ox-like rich guys (소가튼 부자 놈).

若合符節의 兩地靑年 (Youth of Two Places, Like Matching Tally Halves)
Last January, when observing the general meeting of the Ilchik Youth Association (一直靑年會) in Andong County (安東郡), the deepest impression was that those young people were focusing their efforts (專力) on educating propertyless children (無産兒童敎育). They had established small-scale labor night schools (勞働夜學) in each of the 11 villages (洞里) and were educating about 400 laborers. This time, passing through Ulsan (蔚山), I heard that the Sidae Youth Association (時代靑年會) in Sangnam-myŏn (上南面) is doing exactly the same thing through 19 myŏn (面), also passionately educating about 400 laborers in 11 locations.<55> Grasping onto the declining rural villages, their efforts mixed with blood and tears are so commendable, and the fact that even the numbers match (數字까지 符合됨) cannot but be called a miraculous story (奇蹟的 이약이거리).

不如無書의 通度山門 (Better No Writing at the T'ongdo Mountain Gate)
Looking towards Yŏngch'wisan (靈鷲山) from Sinp'yŏng-ri (新平里) and walking for a while, there are two stone pillars (石柱) erected, with phrases like "Great Head Temple of Buddhism, T'ongdosa" (佛刹 大本山 通度寺) and "Mountain Gate Prohibits Pungent Foods and Alcohol" (山門禁葷酒) written large and specially carved (大書特刻). Anyone here would imagine a place of pure Buddhist law (淸淨法界의 道場) and feel reverence. While strolling leisurely for several ri (里) through the dense green pine forest (蒼鬱한 松林), I felt a sense of spiritual purification (神思의 灑落). However, upon reaching the temple gate (寺門), seeing a large-scale tavern (規模宏大한 술집), abundant fish side dishes (豊備한 생선안주), a cauldron of fishy-smelling (腥臭나는) bluefish soup (靑魚국), and a tobacco retail shop (煙草小賣商店), I felt the same unpleasantness as passing by a back-alley tavern in Seoul. Perhaps this is designed for the convenience of lay visitors (俗客). The monks themselves, of course, must practice the prohibition of pungent foods and alcohol (禁葷禁酒)? However, if the calligraphy (法書) of the Great Zen Master (大禪師) and current abbot (現住持) (though the brushwork is lawless and formless - 無法無軆 - let's leave that aside) turns out to be such empty words (虛文), then truly, it is "better no writing" (不如無書).

亦或一道의 富豪事業 (Perhaps Also One Way: A Rich Man's Enterprise)
Mr. Kim Kyo-hwan (金敎桓), a wealthy man (富豪) in Yangsan County (梁山郡), concerned about the slump in Korean industry (朝鮮 實業界의 不振) and aiming to alleviate the difficulty elementary school graduates face in entering higher education (入學難), established a private agricultural and industrial school (私立農工學校) in Sangnim-ri, Sangbuk-myŏn (上北面 上森里), where his residence is located. For now, using temporary classrooms (假敎室), he has donated 10,000 Wŏn for establishment costs (6,000 Wŏn burdened by him, 4,000 Wŏn from other influential people) and approximately 10,000 p'yŏng of land for agricultural practice (農業實習地) (5,000 p'yŏng of fields, over 4,000 p'yŏng of paddy). He will also bear 4,000 Wŏn annually for maintenance costs. His son, Chŏng-p'yo (正杓), a promising local youth, is determined to realize this ideal and has already hired (雇聘) Mr. Chi Yŏngnin (池泳鱗), a graduate of Suwŏn Higher Agricultural School (水原高農), and is busy preparing for the school opening this April. The public praises Mr. Kim's admirable deed (美擧) while simultaneously considering its remote location a point of regret (遺憾).<56> <53-56>

**Summary**

This article by Sang Chin recounts his observations during a journey through southern Korea in early 1925, visiting Sŏngju, Koryŏng, Kayasan (Haeinsa), Yŏngch'ŏn, Andong, Ulsan, T'ongdosa, and Yangsan. He contrasts the past glories of these places (former administrative centers, ancient Kaya capitals, renowned temples) with their present state of decline, characterized by economic hardship (heavy debt, poverty, effects of floods and uprisings), decaying infrastructure, and social problems like the widening gap between rich and poor. He criticizes the indifference or corruption of local authorities (Yŏngch'ŏn), the financial mismanagement and moral decay within major Buddhist temples like Haeinsa and T'ongdosa, but also highlights hopeful signs like the dedicated efforts of youth associations in Andong and Ulsan establishing night schools for laborers and philanthropic initiatives like the private school founded by Kim Kyo-hwan in Yangsan.

For historians, the article offers a valuable ground-level perspective on rural Korean society under Japanese rule in the mid-1920s. It vividly documents the economic distress, the legacy of historical events (Tonghak, Righteous Army, 1910 flood), the functioning (or malfunctioning) of colonial-era administration and institutions like the Chiksangŭnhaeng (Industrial Bank) and local government offices, the struggles within the Buddhist community, and the emergence of grassroots social movements focused on education and community uplift. The candid critique of both traditional elites/institutions and colonial structures, alongside praise for nascent activism, provides insight into the complex social dynamics and consciousness of the period.

**Named Entities**

尙進	상진	Sang Chin
이 절은 距今 1,124년전 新羅 哀莊王時 順應大師의 創建으로 慶南 아니 朝鮮에 屈指하는 大刹이요 유명한 大藏經板閣의 소재지이다. 春花秋楓에 來賓去客이 絡繹不絶함도 괴이치 안커니와 經板 그것은 우리 文化史上에 一大 자랑거림은 누구나 다 아는 바이다. 距今 625년 전에 준공된 것으로 8만6천3枚의 木版이 1천571종의 部秩, 7천146권의 佛經을 雕造한 것이다. 木材는 樺(거재나무)로 全板에 染을 塗하야 腐蝕을 예방한 것이나 四角에 銅鐵로 장식하야 파손의 憂가 업도록 한 것이 당시의 周到한 用意를 볼 수 잇스며 此寺가 6回나 화재의 劫運을 經하엿스되 焰塵이 犯치 못하고 閣內에 烏雀의 棲息이 업슴은 또한 기적이라 안이치 못할지라. 다만 本閣의 관리를 警官이 하는 관계로 관찰의 불편이 종종 잇다 한다. (나는 오든 즉시로 보앗지마는) 쓰는 김이라 海印의 近日狀態도 略記하쟈. 수년 전만 해도 寺營인 私立小學校, 地方學林의 敎育機關이 잇서 만흔＜54＞ 소년을 敎導하든 것이 지금은 아주 蕭條古刹 뿐이다. 그뿐인가. 全寺가 存廢問題로 남어 잇는 승려들은 이마ㅅ살을 찝흐리고 허덕어리는 판이다. 내용을 듯건대 前住持 李晦光이 寺財를 낭비하고 그 부하인 陳昌洙까지 李의 명의로 多大한 起債를 한 것이 곳 海印의 운명과 관계되야 京城 光化門金融組合에서 4천5백元의 件으로 寺內의 보물, 器具에 差押의 紅紙를 貼付하여 노코, 京城 貞洞 布敎堂을 구실로 起債(殖産銀行) 7만7천元은 매년 萬元식 年賦償還하기로 旣히 결정하엿고 該基地代 13만元은 僅僅 해약하엿스며 기타 李의 手形으로 十數萬元의 債金을 起한 것은 역시 陳昌洙사건과 共히 소송 중에 잇다 한다. 李가 십여 년 住持의 의자를 强占튕�고 가진 수단으로 橫暴를 肆行한 것은 海印 뿐 안이라 朝鮮 불교계에 幾多한 파란을 니르키고 社會公論까지 여러 번 喚起한 것은 贅論할 필요가 업거니와 朝鮮의 승려가 넘우나 각성이 적고 柔弱한 것이 곳 今日의 狀을 招致함을 생각하면 또한 一歎을 禁키 어렵다. 同時 佛弟子 諸氏를 향하야 第2 第3의 李晦光이 업도록 노력하기를 囑한다.

見牛未見羊의 永川郡廳
永川 華東面 일대 토지는 該郡 巨富 李某 鄭某가 대부분을 점령하엿다. 小作制는 定賭로 하여 왓는데 작년가튼 早害에 거의 赤地된 전답에도 소 가튼 地主는 依前例로 밧겟다 하니 소작인들은 수확을 정지하고 面所로 가서 멧 번이나 陳情의 哀願을 하엿다. 군청에서 가장 同情하는 척하고 農會技手를 보내 일반 소작인에게 말하기를 금년은 定賭대로 내기가 정말 冤抑하니 某日에는 꼭 農會에서 出張하야 收穫場에 立會하고 半分하도록 하리라고 聲明하엿다. 그러나 그 期日에 소작인들은 면사무소 압헤서 해를 지우고 立會한다든 자의 形影은 그 후 幾日에 볼 수 업섯다. 아- 이 羊가치 순하기만 한 소작인들은 그래도 다음해 소작권이나 빽기지 안을 양으로 惡地主의 하자는대로 하엿다. 一般은 郡當局을 評하되 羊가튼 소작인은 頓不顧見하고 소가튼 부자 놈만 치어다 본다고.

若合符節의 兩地靑年
지내간 1월에 安東郡의 一直靑年會總會를 구경할 때 가장 인상을 깁히 가진 것은 그 청년들이 無産兒童敎育을 專力하야 11개 洞里에 각각 소규모의 勞働夜學을 설립하고 약 4백명 노동자를 교육식힌다는 것이엿다. 今番 蔚山을 지내다가 上南面 時代靑年會에서 전자와 똑가튼 19面을 통해서 역시 11개소 약 4백명의 노동자교육을＜55＞ 열성으로 한다니 쇠퇴하여 가는 농촌을 부여잡고 피ㅅ석기고 눈물 석긴 그들의 노력이 얼마나 고마우며 數字까지 符合됨이 또한 奇蹟的 이약이거리라 안이 할 수 업다.

不如無書의 通度山門
新平里서 靈鷲山을 바라보고 한참 가면 2개 石柱를 세우고 佛刹 大本山 通度寺, 山門禁葷酒 등 文句를 大書特刻한 것이 잇다. 누구나 여긔서는 淸淨法界의 道場을 연상하고 경건한 생각을 가지리라. 蒼鬱한 松林 사이로 數里를 緩步하는 동안은 그럴 듯 하게 神思의 灑落을 늣기엇다. 그러나 及其 寺門에 이르러서 規模宏大한 술집을 보고 豊備한 생선안주며 腥臭나는 靑魚국 가마를 볼 때나 煙草小賣商店을 볼 때는 서울서 골목 술집 근방을 지내는 듯한 불유쾌를 맛보앗다. 아마 이것은 俗客의 편의를 圖함인 모양이다. 승려 그분들이야 물론 禁葷禁酒를 실행할 터이지? 그러나 大禪師요 現住持의 法書(筆法은 無法無軆이지마는 그것까지는 그만 두고)가 그럿케 엄청나게도 虛文이 될 바에는 이야말로 不如無書.

亦或一道의 富豪事業
梁山郡의 富豪 金敎桓씨는 朝鮮 實業界의 不振을 근심하며 小學校 졸업생의 入學難을 구제할 취지로 자기의 주택잇는 上北面 上森里에 私立農工學校를 설립하엿다. 아즉은 假敎室에 설립비 1만元(6천圓은 負擔 4천圓은 他有力者)과 農業實習地 약 만평(田 5천 평 沓 4천여 평)을 기부하고 그 유지비로 年 4천圓을 부담하겟다 한다. 其子 正杓君은 지방에 유망한 청년으로 기어이 이상을 실현하겟다 하며 벌서 水原高農 출신인 池泳鱗君을 雇聘하야 오는 4월 중의 개학 준비에 奔忙하다. 一般은 氏의 美擧를 칭찬함과 동시에 위치가 一隅임을 유감으로 생각한다고.＜56＞ ＜53-56＞
