Magazine Title: 삼천리 제9호
Publication Date: 1930년 10월 01일
Article Title: 아하, 아버지 李甲, 그의 따님 李正熙女史 訪問記 (Ah, Father Yi Kap, A Record of a Visit with His Daughter, Ms. Yi Chŏnghŭi)
Author: 漢陽學人
Article Type: 대담·좌담 (Interview/Discussion)

Ah, Father Yi Kap, A Record of a Visit with His Daughter, Ms. Yi Chŏnghŭi
						Hanyang Hak'in

Having heard from a certain person (某氏) that the only blood relative of Mr. Yi Kap (李甲), who passed away unfortunately in Siberia (西伯利亞), his daughter Ms. Chŏnghŭi (正熙), and her husband Mr. Yi Ŭngjun (李應俊) are currently in Sŏul (서울), I visited Yongsan (龍山) on a clear early autumn holiday in 1930. Mr. Yi Ŭngjun, during the old Korean era, attended the Military Academy (武官學校) where No Paengnin (盧伯鱗), then an Army Colonel (陸軍正領, equivalent to the current Colonel - 大佐), was the principal. He then entered the Japanese Military Academy (日本士官學校), graduated, served as an officer in the Tokyo (東京) Azabu (麻布) 3rd Regiment (第3聯隊), was dispatched to Siberia with the Anglo-American allied forces, and returned to Korea seven or eight years ago, now stationed with the Yongsan army (龍山軍隊). His current position is Army Captain (陸軍大尉), serving as a company commander in the 79th Infantry Regiment (보병 제79연대). At home live Mr. Yi Kap's widow, the couple, their 10-year-old son Ch'angsŏn (昌善), and their 7-year-old daughter. I sought him out at the Army Barracks (陸軍官舍) located amid the dense woods along Hangan-t'ong (漢江通). At the gate, a soldier, seemingly on an errand from the Regiment (聯隊), stood rigidly at attention, awaiting the company commander's orders. Soon after, we sat facing each other in a simply furnished reception room. Mr. Yi, appearing before my eyes for the first time, seemed much younger than his nearly 40 years, which seemed almost unbelievable. I was surprised that his appearance was not that of a rugged, valiant general who charges across battlefields commanding legions, but rather that of a senior figure who might sit contemplating the path of Buddhism. Shortly thereafter, Mr. Yi Kap’s daughter, Ms. Chŏnghŭi, who brought in tea and refreshments, also appeared much younger than her 30 years, with a clear face devoid of wrinkles. Moreover, as she was once known for her eloquence and beauty, renowned alongside the daughter of the famous Yi Tonghwi (李東輝) as one of the two beautiful "Koryŏ flowers" (高麗꼿) blooming in Siberia, her stunning beauty widely celebrated both at home and abroad, the lady seated elegantly in Korean attire (朝鮮服) possessed a rare beauty. When the conversation turned to the circumstances of Mr. Yi Kap's final moments, starting from Myurin Station (뮤린驛) on the Chinese Eastern Railway (中東線) and reaching Nikolsk (니코리스크), the lady's face clouded with immense sadness as she spoke thus:

"The place where father finally passed away was the city of Nikolsk (「니코리스크」市) in Siberia. It was late spring, 16 years ago, when the white snow outside the window was melting heap by heap, indifferently. My father, who had suffered for many years from an incurable illness, departed this world entirely at the age of 41. Originally, due to paralysis <49> affecting his whole body, he couldn't move his limbs, of course, and even his speech was unclear, so he left no final words. At his deathbed were my mother, myself, and several fellow Koreans from there. His remains were interred in the White People's Cemetery on the hill behind, from where one could overlook Nikolsk at a glance and also gaze towards the old homeland he had so yearned for in life. After we left, we couldn't even visit the grave once for rites, but about 14 years ago, when my husband (밧갓 어룬) happened to be deployed to Siberia, he visited the grave and left a bouquet. He said that although several years had passed since father's death, it seemed some thoughtful brethren there still visited, as several dew-moistened bouquets lay by the grave. Hearing this back here, I wept alone."

"How did he come to suffer from total paralysis?"
To my question, she replied:
"Well, I was young then, so I don't know the details well, but Father went to St. Petersburg (聖彼得堡) in Russia (露都) and contracted an endemic disease. After that, intending to cross over to America, he took a ship to San Francisco (桑港), but due to issues with his travel permit, he had to turn back. Being originally of an impatient temperament, he became intensely frustrated, and it seems he developed a nervous disorder concurrently... The direct cause apparently was one morning while sharpening a pencil with a knife, the knife tip slightly touched the end of his thumb, and suddenly the muscle (緊肉) at the tip of that thumb couldn't move freely. Then it spread from the finger to the fist, from the fist to the arm, and gradually the muscles (緊肉) throughout his body lost their elasticity (伸縮), leaving him almost completely disabled. Afterwards, he sought out famous doctors in Berlin (伯林) and Paris (巴里), trying everything to cure his illness, but there was no effect at all, so eventually he came to be at Myurin (『무린』) Station on the Chinese Eastern Railway. At that time, Mr. Yi Kwangsu (李光洙) came from Shanghai (上海) and stayed constantly by Father's side, serving as a conversation partner and writing many letters for him by dictation. For about a month... Before that, I used to write the letters. Just as Father dictated. But at that time, I <50> was only fourteen or fifteen and had only briefly attended Chinmyŏng Girls' School (進明女學校) in Sŏul, so how well could I have written letters?"

"What was your father, Mr. Yi Kap's, personality like?"
"Well, when we were in Korea, I was young, so I just thought of him as a stern adult. But when we went to Siberia and I lived with him, I came to think of him as a very affectionate and sorrowful (多情多恨) adult. Because he cried easily and laughed easily too. And what always angered him was how Koreans who went abroad would split into factions, saying 'That's the P'yŏngan Province (平安道) group,' 'This fellow is the Kyŏngsang Province (慶尙道) group,' constantly engaging in partisan squabbles day and night. He was most indignant about this and seemed to strive for mutual understanding and sincerity (肝膽相照) among them. After going abroad, his closest friend was that elder, Yi Tonghwi (李東輝). I heard him and Father sometimes pounding the desk in the room, likely having heated discussions (激論) due to disputes over these factions. That elder, Yi Tonghwi, never failed to visit our house two or three times a day. Truly, in my eyes, the two seemed like elders who shared life and death together."

"Did he cherish his friends greatly?"
"Yes, when it came to friends, it seemed he would truly give even a part of himself. If someone caught even a cold, he would ask for medicine to be prepared and sent, worrying morning and evening no less than for his own siblings (仝氣). What I remember most vividly is when my uncle in Sukch'ŏn (肅川), P'yŏngan Province, heard news that we were suffering from illness (病苦) in Siberia, he sold ten days' worth of ploughing land (열흘가리) in Sukch'ŏn that belonged to Father – I think it was 2,000 or 3,000 won – and sent the money to Nikolsk. Father, though bedridden, used that money to buy land. About half was registered under Mr. An Ch'angho's (安昌浩) name and given to Mr. An, almost another half was designated for the son of Mr. Yu Tongyŏl (柳東悅) living there, a young man, and only about a tenth, if that, was registered under the name of one of his friends. Besides this, there were very many instances where he acted for his friends. In any case, once he befriended someone, it seems he only thought of sharing life and death with them."

Wishing to change the sorrowful mood, I asked about the couple's marriage romance. The wife blushed, smiled silently (含笑而), and her husband, Mr. Yi Ŭngjun, who was seated with us, spoke up instead. "Well, it happened like this. When my father-in-law, Mr. Yi Kap, was in Siberia, word reached me while I was at the military academy in Tokyo. So I thought, 'Looks like I'm getting married.' I first met this person (pointing to his wife) when I first came up to Sŏul from P'yŏngan Province and was staying at an inn near Sup'yo Bridge (水標橋). It seems Mr. Yi Kap was close with the innkeeper and often came by to visit. Then one day, for whatever reason he saw me – perhaps thinking I was a promising young man – he acted like a father with a daughter looking for a son-in-law prospect (사위가음), (at this, the couple laughed heartily) and told me to come stay at his house. At that time, he was Vice Minister of War (陸軍大臣副官) and wielded considerable influence. So, while staying at his house, I met this person, who was tiny back then (his wife), and we often played together and quarreled quite a bit too. I was then enrolled as a first-generation student at Posŏng School (普成學校), which was considered the first modern school in Korea at the time. Later, under Mr. Yi Kap's direction, I spent a year at the Military Academy before going off to the Japanese Military Academy. Meanwhile, around the time of the annexation, I saw in a Tokyo newspaper that figures like An Ch'angho, No Paengnin, and Yi Tonghwi had gone abroad, and Mr. Yi Kap's whereabouts were unknown. Then, several years later, upon hearing the news from Myurin, it turned out he had mentioned our engagement as part of his last wishes shortly before passing away. At that time, the Siberian Intervention (西伯利亞 出兵) occurred. So, attached to the Headquarters (司令部), I went to Siberia. On the way, I stopped off in Nikolsk and spent a night looking for that person. Turns out, she was quite eager herself; she had already gone out looking for me, reaching Wŏnsan (元山) or somewhere, all by herself. Being a 21-year-old spinster, <51> it wasn't unreasonable that she felt pressed for time, hahaha......"

"Oh my, you came rushing all the way to Siberia like an old bachelor on fire. Hohoho."
The couple, quite excited by the sweet memories of their engagement days, continued the story.
"So, I stayed there overnight, visited my father-in-law's grave to pay respects, and then came back with the withdrawing troops. We held the wedding ceremony in my hometown, Sukch'ŏn in P'yŏngan Province. That was already 10 years ago. Life truly flows by quickly."

"By the way, how much truth is there to the story about the six-shooter (六穴砲) incident with Min Yŏnghwi (閔泳徽)?"
"I know that story well too. I heard it several times from my father-in-law during his lifetime. Originally, Yi Kap's father was reportedly one of the wealthiest men in P'yŏngan Province. When Yi Kap passed the civil service examination (科擧) in his youth and became a Chinsa (進士), Min Yŏnghwi, who came as the Provincial Governor (監司) of P'yŏngyang, arrested Yi Kap's father and subjected him to all sorts of harsh torture (惡刑), accusing his son, Yi Kap, of obtaining his Chinsa title by deceiving the king. So, he was forced to give up 40 'days' worth of ploughing' land (40日耕) – one 'day's ploughing' (一日耕) there is 5,000 p'yŏng (평), so that's 200,000 p'yŏng. After handing over that vast land, he was released safely. Yi Kap found it outrageous, but what could he do then? He immediately rushed up to Sŏul, joined the Independence Club (독립협회), and began harboring different intentions. However, when even the Independence Club collapsed amidst the turmoil involving the Peddlers' Guild (褓負商), he cast everything aside and jumped over to Japan. He worked his way through Seijō Middle School (成城中學) and graduated. At that time, the Korean government (韓國政府) decided to send students to the Japanese Military Academy, and he was chosen along with eight others, including Messrs. No Paengnin and Kim Ŭngsŏn (金應善). After graduating from that school, when the Russo-Japanese War broke out, he went to Manchuria (滿洲) as an official military observer (觀戰武官). During that time, he was called back to the Korean government (韓國政府) and served as a young officer in the army, eventually becoming Vice Minister of War (陸軍大臣 副官). At that time, Min Yŏnghwi held the illustrious title of Poguk (輔國) and, in military rank, was an Army Lieutenant General (陸軍中將). Yi Kap, a young officer burning with thoughts of revenge (復雜之念), actually bought a six-shooter (六穴砲), went alone to Min's house, and confronted him. He demanded the return of the fields stolen long ago, as well as all the money earned from harvests over the past 10-odd years. There was much talk of killing and being killed, but Min, perhaps genuinely fearing for his life, secretly fled to Shanghai (上海). But Mr. Yi Kap followed him all the way to Shanghai, secured a pledge for the return of the land, apprehended him, and returned to Korea. With that money, he founded the Sŏbuk Hakhoe (西北學會) and the Osŏng School (五星學校). In any case, he seemed quite passionate (激情的) and resourceful (知略)."
He then told several other stories besides that. I arrived a little past 11 in the morning and stayed until after 3 in the afternoon, enjoying a long conversation and even being treated to lunch personally prepared by the lady. As I was about to leave, the lady spoke again of her father, saying she hoped to find an opportunity someday to visit his grave (展墓) in Nikolsk. Her face was filled with sincere emotion, thinking of her relative who had passed away in unfortunate circumstances. <52>

**Summary**

This 1930 article recounts an interview by "Hanyang Hak'in" with Yi Chŏnghŭi, the daughter of the late independence activist Yi Kap, and her husband Yi Ŭngjun, a Japanese-trained Korean army officer. Yi Chŏnghŭi shares poignant memories of her father's final years in Siberian exile, his debilitating illness, death in Nikolsk, and his character—passionate, emotional, angered by factionalism among Koreans abroad, and deeply loyal to friends like Yi Tonghwi and An Ch'angho, even giving away money meant for his own care. Yi Ŭngjun recounts their courtship, initiated by Yi Kap, their engagement arranged shortly before Yi Kap's death, and Yi Kap's dramatic confrontation with Min Yŏnghwi to reclaim family land, which funded educational institutions like the Sŏbuk Hakhoe and Osŏng School.

For historians, this article offers valuable personal perspectives on prominent figures of the Korean independence movement in exile (Yi Kap, Yi Tonghwi, An Ch'angho, Yi Kwangsu) and their interactions. It provides details about Yi Kap's later life, illness, and personality, his views on Korean factionalism abroad, and the specific incident involving Min Yŏnghwi, linking personal grievance to nationalist activity. The interview also sheds light on the lives of Korean elites navigating the colonial period, including military service under Japan (Yi Ŭngjun) and maintaining connections across borders.

**Named Entities**

李甲	이갑	Yi Kap
잇섯지요	있었지요	Was (polite, older spelling)
현위	현위	Illustrious position/Rank
잇섯드람니다	있었답니다	Reportedly was (polite, older spelling of 있었답니다)
복잡지념	복잡지념	Thought of revenge (complex feeling)
사가지고	사가지고	Buying (older spelling)
뛰어들어가	뛰어들어가	Rushing into
담판하엿담니다	담판하였답니다	Reportedly negotiated/confronted (polite, older spelling of 담판하였답니다)
빼앗아 간	빼앗아 간	Stolen/Taken away
밧흔	밭은	Field (object marker, older spelling)
내노라고	내놓으라고	Demanding to put out/return (older spelling)
살닌다	살린다	Will kill (older spelling)
만엇는데	많았는데	There was much, but... (older spelling)
찻기로	찾기로	Deciding to find/reclaim (older spelling)
붓잡고	붙잡고	Apprehending/Holding onto (older spelling)
세웟지요	세웠지요	Founded/Established (polite, older spelling of 세웠지요)
엇잿뜬	어쨌든	Anyway/In any case (older spelling)
격정적	격정적	Passionate/Fiery
지략	지략	Resourcefulness/Strategic skill
잇서	있어	Having (older spelling)
박게	밖에	Besides/Other than (older spelling)
이러서려할	일어서려할	When about to stand up (older spelling)
어더	얻어	Getting/Obtaining (older spelling)
전묘	전묘	Visiting an ancestral grave
찻섯다	찼었다	Was full (older spelling of 찼었다)


---------------------------


잡지명	삼천리 제9호
발행일	1930년 10월 01일
기사제목	아하, 아버지 李甲, 그의 따님 李正熙女史 訪問記
필자	漢陽學人
기사형태	대담·좌담

아하, 아버지 李甲, 그의 따님 李正熙女史 訪問記
						漢陽學人
西伯利亞에서 불우하게 도라가신 李甲선생의 다만 한낫 혈육인 그 따님 正熙씨와 그의 남편되는 李應俊씨가 현재 서울에 계시단 말을 某氏에게서 듯고 나는 1930년 맑게 개인 첫 가을 어느 공일날 龍山을 차젓다. 李應俊씨는 녯날 한국시대에 陸軍正領(현재의 大佐) 盧伯鱗씨가 교장으로 잇든 武官學校를 다니다가 일본사관학교에 드러가 그곳을 마치고 東京麻布 第3聯隊 사관으로 잇다가 西伯利亞에 영미연합군과 함께 출전을 한 뒤 다시 7,8년 전에 조선에 도라나와 龍山군대에 잇는 터이다. 現職은 陸軍大尉로 보병 제79연대 중대장으로 잇는데 가정에는 李甲씨 미망인과 그의 夫妻와 10살에 나는 昌善이란 아들과 7살에 나는 따님이 잇다. 蒼鬱한 漢江通 수풀 속에 잇는 陸軍官舍로 氏를 차즈니 마츰 문전에는 聯隊로부터 심부름 온 듯한 병정 한 명이 直立不動의 자세로 서서 중대장의 명령을 기다리고 잇섯다. 우리는 조곰 뒤에 간결하게 차린 응접실에 마조 안젓는데 그때에 나의 눈에 처음 비최는 氏는 40이 갓갑다 하는 것이 거짓말일상 십게 아직 훨신 젊어 보엿고 風貌도 전장을 馳驅하며 萬軍을 叱咤하는 그러한 우락부락한 勇將이라기 보다도 佛道나 닭고 안젓슬 듯한 선배다운 분임에 놀랏다. 조곰 잇다가 茶菓를 가지고 드러오는 李甲씨 따님 正熙씨도 30이라 하나 주름살 한 점 업게 맑게 개인 그 얼골로 보아서 훨신 더 젊으신 듯이 보엿다. 더구나 한때는 연설 잘하고 또 一色으로 유명하든 저 李東輝씨 따님과 함께 西伯利亞에 핀 아름다운 두 떨기의 高麗꼿이라고 그 수려한 미모를 內外에 널니 날니든 터이니만치 朝鮮服을 단아하게 차리고 안즌 그 부인은 이 세상에 드물다 할 容色을 가지시엇다. 말이 中東線 뮤린驛으로부터 다시 「니코리스크」에 이르러 李甲선생의 임종 광경에 미치자 부인은 무한히 슬푼 빗을 얼골에 띄이며 이러케 말한다.

「아버지가 마즈막 도라가신 곳은 西伯利亞 「니코리스크」市엇슴니다. 그때가 16년 전의 느진 봄날이 되어 창 밧게는 힌 눈이 한고치 두고치 시름 업시 녹아가고 잇는 때에 그만 불치의 병으로 여러 해 고상하시든 아버지는 41세를 一期로 아조 이 세상에서 떠나 버리고 마럿슴니다. 원래 전신이 不隨한＜49＞ 탓으로 사지를 꼼작 놀니지 못하신 것은 물론 말슴조차 잘 번지지 못하여서 아무런 유언도 업섯슴니다. 임종의 병상에는 어머니와 저와 그곳 동포 여러 분들이 와 잇섯지요. 유골는 「니코리스크」를 一目에 俯瞰할 수 잇슬 뿐더러 생전에 그러케도 그립어 하시든 녯 땅을 바라다 보실 수 잇는 뒷산의 白人共同墓地에 모섯지요. 그러고 우리들이 나온 뒤 한번도 성묘라고 못하엿는데 14년 전인가 밧갓 어룬이 西伯利亞로 마츰 出戰을 하섯슬 때 그 무덤을 차저 꼿다발을 드리고 왓다 함니다. 그때 도라가신지 여러 해 되건만 어느 뜻잇는 그곳 형제들이 아직도 차저와 주섯슴인지 무덤가에는 이슬에 저즌 꼿다발 여러 개가 노여 잇섰드람니다. 저는 그 소리 듯고 이곳에서 혼자 울엇슴니다.」
「엇지하시다가 全身不隨까지 되섯슴니까」
하는 나의 질문에
「글세요. 저는 어렷슬 때이기 잘 모름니다만은 아버지는 露都 聖彼得堡에 가섯다가 풍토병을 엇으시고 그런 뒤 다시 미국을 건너가실 작정으로 배를 타고 桑港까지 가섯스나 그만 여행증이 문제가 되어서 다시 도로 나오신 뒤 원래 성정이 급하신 분이라 그만 울화가 나는데 신경병을 겸하신 듯...직접 원인은 엇든 날 아츰에 칼로 연필을 깍고 안젓다가 칼끗이 조곰 엄지 손끄락 끗에 다이드니 그만 그 손끄락 끗 緊肉이 자유롭지 못하여지더람니다. 그러더니 손까닭에서부터 주먹으로 주먹에서부터 팔로 그래서 차츰 전신의 緊肉이 伸縮이 업서지며 아조 폐인되다십히 되섯대요. 그런 뒤 伯林, 巴里로 명의 차저 다니며 병 고치려고 가진 애를 다 하섯스나 一向 효험이 업서서 나종에는 中東線랑 『무린』驛에 와 계섯담니다. 그때에 李光洙씨가 上海로부터 오서서 아버지 겻헤 늘 계서 주시면서 이약이 동무도 되어 주시고 편지도 만히 代書하여 주섯지요. 약 한달 동안이나...그 전까지는 제가 편지를 썻지요. 아버지 불느시는 대로요. 그러나 그때는 제＜50＞ 나히도 열사오 밧게 아니 되고 서울 잇슬 때 進明女學校를 겨우 다니엇슬 뿐임으로 편지를 쓰면 얼마나 잘 썻겟슴니까?」
「아버지 李甲선생의 성격은 엇더 하섯서요?」
「글세요. 본국 잇슬 때는 나히도 어림으로 그저 무서운 어룬이다라고만 생각하엿지요. 그러다가 西伯利亞에 가서 함께 모시고 잇게 되매 퍽은 多情多恨한 어룬이다.-그러케 생각이 됩데다. 잘 우시고 또 잘 웃스시니까요. 그러고 늘 분개하시는 일은 밧게 나간 조선 사람들이 저것은 平安道패다 이놈은 慶尙道패다 하고 밤밤낫 당파 싸홈이 만하엿지오. 그 일에 제일 분개하여 하시고 또 피차에 肝膽相照하기를 힘쓰시는 모양입데다. 밧갓헤 나간 뒤 제일 절친한 친구는 李東輝 그 어룬이엇는데 그 분과 아버지는 각금 방안에서 책상을 두드리며 아마 이러한 파벌의 시비 때문에 激論하시는 것을 들엇슴이다. 이동휘 그 어룬은 날마다 우리 집에 두 세 차레씩 아니 오시는 때가 업섯슴니다. 실로 생사를 가치 하시는 어룬가치 두 분은 제의 눈에도 비치엇슴니다」
「친구를 대단히 조와 하심니까?」
「네 친구라 하면 실로 당신 몸까지 떼어 주실 듯하엿슴니다. 누가 감기라도 아르면 약지어다가 주라 하시고는 아츰 저녁 근심하심이 仝氣의 형제에 못지지 안엇습니다. 더구나 기억에 나는 일은 平安道 肅川의 우리 백부가 西伯利亞에서 우리들이 病苦로 고생한다는 기별을 듯고 아버지 소유로 잇든 肅川 땅 열흘가리를 팔어 2,000원이든가 3,000원이든가 한 돈을 만들어 「니코리스크」에 보내주섯서요. 그것을 병석에 계신 아버지는 그 돈으로 모다 땅을 사서 약 절반은 安昌浩씨 명의로 하여 安선생에게 주고 남어지 거진 절반은 또 그곳에서 사는 柳東悅씨의 아드님 되는 청년에게 주기로 하고 겨우 10分之1이나 되나마나한 것을 당신의 친구 명의로 하엿슬 뿐이엇슴니다. 이밧게도 친구를 위하든 일이 퍽으나 만흐섯서요. 엇재든 한번 사괴인 벗과는 의례 생사를 가치 하실 것만 생각하신 듯 하엿슴니다.」

슬푼 생각을 돌니게 하고저 나는 두 분의 결혼 로맨쓰를 청하니 부인은 낫츨 붉히며 含笑而 잠잠하시고 동석하엿든 그의 남편 李應俊씨가 대신 입을 연다. 「그야 이러케 되엇지요. 나의 장인 李甲씨가 西伯利亞에 계실 때 동경의 사관학교에 잇는 나에게 기별이 왓습데다. 그래서 장가들게 되나 보다 하엿지요. 처음 이 사람(부인을 가르치며)을 알게 된 것은 내가 平安道에서 서울로 처음 올나와 水標橋 엇든 여관집에 묵고 잇는데 그 여관집 주인과 親近하시든 모양으로 李甲씨가 각금 놀너 오시더구만. 그러다가 하로는 나를 엇더케 보시고 그러는지 將來 有望한 청년쯤이다 생각하섯는지 딸 둔 아버지 본색으로 사위가음을 엇엇다고(그때 夫婦大笑) 그러시는 격이지 자기 집에 와 잇스라고 합데다. 그 분이 그때는 陸軍大臣副官으로 세력이 당당하든 때엇지요. 그래서 그 집에 가 잇스면서 그 당시는 쪼고마한 이 사람(부인)을 맛나게 되어 갓금 놀다가도 토닥토닥하고 싸홈지거리도 꽤 잘하엿지오. 나는 그때 조선서는 처음 학교라 하든 普成學校 第1期生으로 입학하엿지요. 그러다가 李甲씨 지휘로 무관학교에 1년 동안 잇다가 일본사관학교로 가버렷지요. 그러는 사이에 합병이 되자 그를 전후하여 安昌浩, 盧伯麟, 李東輝씨 등이 해외에 나가고 李甲씨도 행방불명이 되엇다는 신문을 東京에서 보게 되엇슴니다. 그런 뒤 몃 해 뒤에 무린에서 그런 기별을 듯자 얼마 아니가서 우리 둘의 약혼 말슴을 유언 삼아 하시고 도라가섯더람니다. 그때 西伯利亞 出兵이 잇섯지요. 그레서 나는 司令部附로 西伯利亞에 갓든 길에 「니코리스크」에 내리어 하로 밤 자면서 저 사람을 차젓지요. 그랫더니 저 사람도 웬간히 급하엿든 모양으로 글세 나를 차저 벌서 元山인가 어대인가 재 혼자가 나가 잇섯더래요. 스물한살 나는 노처녀엇스니까 한 시가＜51＞ 급하엿든 것도 무리는 아니엇겟스나 하하하......」
「아이그 당신이 로총각이 되어 불이야 불이야 서백리아까지 차저 오시군. 호호호」
두 분은 녯날 약혼시대의 달큼한 추억에 상당히 흥분되시는 양 이약이는 다시 계속된다.
「그래서 나는 그곳에 하로밤 留하면서 장인의 무덤을 차저 성묘하고 그러고 撤軍과 가치 나와서 고향인 平安道 肅川서 예식을 거행햇지요. 그것이 벌서 10년이 되엇슴니다 그려. 인생은 참 빨니 흘너요」
「그런데 閔泳徽와의 六穴砲사건이라고 전하는 것이 어듸까지 참말임니까」
「저도 그 일은 잘 암니다. 장인 되시는 분한테서 생전에 수차 이 이약이를 들엇지요. 원래 李甲氏 부친은 平安道서도 屈指하는 큰 재산가엇담니다. 그런데 李甲氏가 소년時 科擧하여 進士가 되었는데 平壤監司로 온 閔泳徽가 李甲씨 부친을 잡어다가 가진 惡刑을 다하며 아들되는 李甲씨의 進士를 거짓 임굼을 속이고 어든 버슬이라고 가진 惡刑을 다하엿담니다. 그래서 부득이 소유하엿든 땅 40日耕, 거기는 一日耕이 5,000평이라니 20만평이지요. 그 큰 땅을 바치고 무사히 나왓드람니다. 李甲씨 생각하니 긔가 막히나 그때야 엇더케 함니까 그 길로 서울로 뛰어 올나와 독립협회에 드러가서 딴 뜻을 품게 되엇더람니다. 그러나 그 독립협회조차 褓負商 란리판에 다 바서지자 이것 저것 다 뿌리치고 일본으로 뛰어들어가 成城中學을 고학으로 다녀 맞추엇슬 때 그때 한국정부에서 일본사관학교에 유학생을 보내게 되어 그 판에 盧伯麟, 金應善 등 제씨와 가치 여덜이 뽑히어 그 학교를 마치고 日露전쟁이 이러나자 滿洲로 觀戰武官이 되어 갓더람니다. 그럴 때에 한국정부에 불니어 군대의 청년사관으로 잇다가 陸軍大臣 副官으로 잇섯지요. 그때 閔泳徽는 輔國이란 顯位에 잇고 軍職으로는 陸軍中將에 잇섯드람니다. 복잡의 念에 불타는 청년사관 李甲은 정말 六穴砲를 사가지고 單身 閔의 집을 뛰어들어가 담판하엿담니다. 녯날 빼아서 간 밧흔 물론 10여 년 간 추수하여 먹은 그 돈을 전부 내노라고. 그래서 죽인다 살닌다 하는 말이 만엇는데 閔은 정말 신변의 위급을 생각하엿든지 몰내 上海로 도망하엿슴니다. 그런 것을 李甲씨가 上海까지 또 따라가 그 땅을 도로 찻기로 맹세 밧고 붓잡고 귀국하엿지요. 그 돈으로 西北學會와 저 五星學校을 세웟지요. 엇잿뜬 그 분은 퍽으나 격정적이고 지략이 잇서 보엿슴니다.」
그리며 그 박게 여러 가지 이약이를 들려 준다. 나는 아츰 11점이 좀 지나서 가서 오후 3점이 넘도록 부인께서 손소 차려주시는 점심까지 대접 밧으며 장시간 말슴을 들엇다. 내가 이러서려할 때 부인은 아버지 말슴을 다시 하시며 언제든지 기회를 어더 「니코리스크」로 아버지 展墓가시겟다고 한다. 그의 얼골 빗에는 불우하게 도라가신 육친을 생각하는 진정에 가득 찻섯다.＜52＞
＜49-52＞
