**Header Section:**
Magazine Title: 개벽 (開闢)
Publication Date: 1934-11-01
Article Title: 南米漫遊記 (A South American Travelogue)
Author: 鄭仁果 (Chŏng In'gwa)
Article Type: 기행문 (Travelogue)

**Body Text Translation:**
A South American Travelogue
						By Chŏng In'gwa

Although more than a year has passed since I returned from South America, and I intended to write some travel impressions whenever I had the chance, I have been constantly busy with this and that, and haven't managed to write even once. Then, recently, Mr. Cha, the chief editor of Kaebyŏk Publishing Company (開闢社 主幹 車先生), earnestly requested it. After postponing day after day, I've found a little leisure time (小閑) and intend to write a few lines, if not a full account of my South American journey, then at least fragmented impressions.

South America is one of the Americas located south of the equator, and as everyone knows well, travel there is inconvenient. However, with the recent perfection of transportation networks, direct routes have opened from Europe, North America, and Asia, enabling regular travel, and consequently, the number of people traveling there has gradually increased. Now, there are three ways (方途) to depart from Asia: first, board a ship in Yokohama, disembark in the United States of North America, go directly to New York, and then take a regular ship between North and South America, which is convenient; second, taking a regular ship that travels between Japan and various ports on the west coast of South America is also convenient; and third, taking the Osaka Shosen Kaisha (大阪商船會社) regular line (bound for South America) is also convenient. Among these, I chose the third method for my journey.

Now, I will recount my journey in order from my departure from Kyŏngsŏng. The day I left Kyŏngsŏng station was June 5, 1932; the weather was very good, and amidst the warm send-offs (殘送裏) of many friends and relatives, I set off on a pleasant journey. Thus, embarking on a long life as a traveler, I composed myself and boarded the train energetically through the window. Traveling without rest, I arrived in Kobe on the third day and set sail (出帆) from Kobe the next day, arriving in Shanghai on the sixth day. During the journey to Shanghai, there wasn't a breath of wind in Japan's Inland Sea, and the weather was clear, creating a very pleasant feeling (*快). In the cabin, half the passengers were Japanese immigrants heading straight for Brazil, so having about 800 companions made for interesting (滋味스런) conversations. Discussions about Japanese affairs and politics were intriguing, and hearing about their new hopes as they headed for Brazil was also interesting (滋味스러웟다). In Shanghai, due to the Incident (事變關係), we were not allowed to disembark (下陸), so we passed straight through, arriving in Hong Kong on the ninth day, Saigon (Annam's capital) on the tenth day <76>, Singapore on the sixteenth day, Colombo on the twenty-second day, reaching Durban harbor in South Africa on the thirty-fourth day. On the thirty-sixth day, we left Durban harbor, arriving the next day at Port Elizabeth. On the thirty-ninth day, we arrived in Cape Town, which is located at the southern tip of Africa and is a producer of gold and diamonds. On the fortieth day of the journey, we departed Cape Town, rounded the Cape of Good Hope, crossed the Atlantic Ocean, and on the fiftieth day, reached our destination, Rio de Janeiro, the capital of Brazil. Now, calculating the distance traveled: Kyŏngsŏng to Pusan 280 miles (哩), Pusan to Shimonoseki 120 miles, Shimonoseki to Kobe 384 miles, Kobe to Moji 384 miles, Moji to Shanghai 448 miles, Shanghai to Hong Kong 859 miles, Hong Kong to Saigon and Singapore 1440 miles, Singapore to Colombo 1,560 miles, from Colombo, crossing the equator to Durban harbor, South Africa 3,640 miles, Durban to Cape Town 817 miles, from Cape Town around the Cape of Good Hope, South Africa, across the Atlantic Ocean to Rio de Janeiro, the capital of Brazil, South America 3,330 miles. Thus, the total distance from Kyŏngsŏng to Brazil would be 13,262 miles.

I. General Overview of South America

At the time of my departure, I held boundless interest and intended to make detailed observations regarding the scenery of the southern lands, as well as geographical, industrial, cultural aspects, and customs (風數). However, due to lack of time, I regret not being able to see everything thoroughly. Nevertheless, it felt like a much larger continent than what I had imagined when learning about South America in the classroom. Compared to the area of France (佛國), it is 32 times larger, and compared to all of Europe, it is 1.75 times larger. Since Columbus (콜럼보쓰) set foot in South America in 1498, by 1693, many Spaniards and Portuguese from Europe had immigrated and begun to live there.
The total area is 6.8 million square miles (方里), divided into about 20 countries. The largest among them is Brazil, which is 3.3 million square miles. The smallest country is Honduras, which is 8,598 square miles. Despite this vast land area, the population is still sparse. Combining Central and South America, the population as of 1931 was about 80 million. Among these, the most populous country is again Brazil, with about 40,272,650 people, while the least populous country is said to have 2,375 people.
The largest river in South America is the Amazon River, which is 3,000 *ri* [likely referring to a traditional Korean unit, or possibly leagues/miles, context suggests a very long river] long. If you combine its tributaries, it provides irrigation (灌漑) to an area of 3,686,400 square miles, and it is a world-class great river navigable by steamship for over a thousand *ri*. The common vernacular spoken in South America is generally similar to Spanish.

II. A Grand View (大觀) of Brazil

Brazil's area and population were briefly described above; in any case, Brazil is a renowned country that we know too well. When I arrived (July 24th), it was summer in our northern temperate zone, with people sweating profusely, but since Brazil is south of the equator, <76> it was winter (冬節), making it an unexpected trip to escape the heat. However, although it was winter, it wasn't cold. Rio de Janeiro, the capital of Brazil, is indeed a beautiful city possessing absolutely superb scenery. This city is a port, with magnificent streets (莊嚴佳麗한 街頭), grand (宏大) buildings, and especially the night view reflected in the water is even more impressive. Besides that, in all aspects—harbor, mountains, rivers, waterfalls—for a traveler (客子) who has come from one end of the earth to the other, it could be called the world's number one scenic spot, leaving nothing to be desired. The said harbor is 15 miles long, 7 miles wide at its widest, and 2 miles at its narrowest.
This harbor has many small inlets within it, so the coastline stretches for many tens of miles. The entrance to the harbor is very narrow, seemingly difficult for two ships to enter or exit simultaneously. On the cliffs of large, strange rocks and bizarre stones (奇岩怪石) that form like a gate on the left and right, pavilions (亭閣) have been built, visited by tourists day and night without cease (晝夜不絶).
Also, near this harbor are famous mountains: Sugarloaf Mountain is 1,600 feet high, and Corcovado Mountain is 2,300 feet high. Even on such high peaks, beautiful buildings line up, forming mountain cities, while trams and cars run continuously, truly creating a great park of mountains and sea. The area of this city, Rio de Janeiro, is 60 square miles, but including the incorporated neighboring towns, it is 440 square miles, and the population is around 730,000. I disembarked at this port and stayed at the Avenida Hotel, where the lodging cost was 10 to 20 *wŏn* per night. There, I visited the botanical garden, zoo, and national library. Indeed, being near the tropics south of the equator, the botanical garden had over 6,000 species of plants, the zoo had many animals I saw for the first time in my life, and the library, founded in 1810, housed over 500,000 books, most written in Portuguese. Additionally, in museums and art galleries, I discovered art superior even to that of Britain and America. Besides Rio de Janeiro, other cities worth seeing in Brazil include Santos and São Paulo. Particularly in Santos, over 120,000 Japanese immigrants reside (居生), which we found interesting. In São Paulo, a large amount of the world's coffee (伽俳茶) is produced, which travelers also find interesting. In Brazil, Portuguese people are the most numerous, and quite a few Italians and Germans from Europe also live there. Besides these, many Black and Red [Indigenous] people reside there. Regarding customs, what is seen as unique compared to North America is that people intermarry without racial discrimination, a fact that travelers take note of (괄목할 일이다). The decoration of the city streets is splendid, unlikely to be inferior anywhere in the world. On places like Avenida Rio Branco, palm trees (棕梠나무) over a hundred feet tall stand in rows on both sides, and the wide avenues are unparalleled in the world (世界無比). Coffee houses (伽俳茶室) are lined up continuously, and the sight of groups of gentlemen and ladies drinking tea while feeling the warm breeze from the northern tropics is also one of the grand spectacles.
The Brazilian government adopted a republican system in 1823, becoming a republic and forming a federal state by uniting over 20 provinces, but it is said that the government is still provisional, and domestic revolutions are incessant.
During my stay, I was caught between clashes between revolutionary forces and government troops and was in danger, <77> but fortunately, I avoided harm (避免).
Regarding Brazil's industry, as mentioned above, it carries the nickname "Coffee Country" (伽俳國). It is said to produce three-quarters of the world's supply. Besides coffee, large quantities of products like rubber, cocoa, tobacco, and hides are exported to North America and Europe. In addition, there are many mines for gold, silver, copper, iron, coal, etc., making Brazil quite the production nation. Investigating exports and imports, as of 1930, the annual export value was 657,700,000 *wŏn*, and the import value was 536,190,000 *wŏn*. However, this country has large debts to various foreign countries, so the profits from production mostly flow out to foreign countries. Investigating the approximate debt:
Debt to Britain: 2,873,067,500 *wŏn*
Debt to the United States: 398,260,000 *wŏn*
It is said there are also considerable debts to other countries.

III. South America and Our Relationship

Brazil is the world's largest land [referring perhaps to its potential, or size relative to population/development], and furthermore, it is a country without racial discrimination, and also a country that welcomes Japanese immigrants. Therefore, I rejoiced, thinking there would be great opportunities for us [Koreans] too to emigrate to this boundless land. However, time flies, and international circumstances change rapidly; it is regrettable that in less than two years, opposition to Japanese immigration arose in Brazil (伯國). When I was there, I saw many resident Koreans in Japan who had taken advantage of the Japanese immigration opportunity to go and live there, and I also saw many who had come down from North America and Mexico to engage in commerce (營商). I can only greatly hope that the path for immigration will open again in the future.
Finally, I wanted to write a more satisfactory travelogue about the countries and famous cities of South America, but originally, I am not good at writing, and also because I am too busy with many things, I apologize (謝過) for concluding this rambling (要領不得) travelogue like this. Now, for those who might be curious about travel expenses, I will mention it for reference. Traveling first class on a round-the-world ship from Japan costs about 3,600 *wŏn* or more, and traveling third class costs about 2,000 *wŏn* or more. This time, I circled the globe, passing through the Pacific, Atlantic, Indian, and Southern Oceans (南氷洋), and the Panama Canal. I consider myself fortunate to have undertaken this journey, which is not easy to accomplish. <78>

**Summary**

The author, Chŏng In'gwa, recounts his 50-day sea journey from Kyŏngsŏng (Seoul) to Rio de Janeiro, Brazil, in 1932 via a Japanese ship, detailing the route and distances. He provides an overview of South America and a more detailed description of Brazil, noting its vast size, sparse population, natural beauty (especially Rio), major cities (Rio, Santos, São Paulo), resources (coffee, minerals), multi-racial society without discrimination, political instability, and significant foreign debt. He mentions the large Japanese immigrant population and expresses hope, later tempered by regret due to changing policies (anti-Japanese sentiment in 1934), for Korean emigration opportunities to Brazil, noting Koreans already living there who arrived via Japanese channels or from North America/Mexico.

From a Korean colonial history perspective, the article is interesting as it's written by a Korean intellectual (and known independence activist) traveling as a subject of the Japanese Empire in 1932. His observations on Japanese emigration to Brazil, and the presence of Koreans utilizing these routes or migrating from elsewhere, highlight the limited options and complex realities faced by Koreans seeking opportunities abroad during this period. His noting of Brazil's racial tolerance implicitly contrasts with the discrimination prevalent elsewhere, including potentially within the Japanese Empire itself. The mention of Brazil's later restriction on Japanese immigration (which affected Koreans) underscores the precariousness of such migration paths tied to Japan's international relations.

**Named Entities**

南米	남미	South America
余는 출발당시 무한한 흥미를 갖이고 남국의 풍광과 아울러 지리적 산업적 문화적 風數등에 관하야 상세한 시찰을 하리라는 의도를 갖엇지마는 시간의 여유가 없은 관계로 낯낯이 보지 못함은 유감이였으나 여하간 교실에서 南米洲란 지리를 배울 때에 사유하던 것보다는 대단히 큰 대륙으로 感하여젔다. 佛國면적에 비하면 32배나 더 크고 전유롭에 비하면 1,75나 되는 큰 대륙이다. 1498년 콜럼보쓰가 南米에 接足한 이래 1693년에 至하야 유롭으로부터 西班牙인과 葡萄牙人이 많이 이만되여 살기 시작하였다.
총면적은 680만方里인대 20여개국으로 분하여 있다. 그중 가쟝 큰 나라는 뿌라질인대 330만方里나 된다. 또 가장 적은 나라는 혼두라쓰인대 8,598方里이고 이렇게 지면이 넓은데 인구는 아직 희박한 상태에 있다. 中米와 南米를 합하야 1931년 현재로는 약 8,000만인구가 되였다. 其中 가장 인구 많은 나라는 역시 뿌라질인대 40,272,650인쯤 된다 하며 가장 인구 적은 나라는 2,375인되는 곧이 있다 한다.
南米에 가장 큰 江은 아마손강인대 3,000리나 되는 강이고 그 강의 지류를 합하면 3,686,400方哩의 지면에 灌漑를 준다 하면 천리이상이 기선통행할 수 있는 세계적 대강이다. 南米에서 쓰는 방언은 보통으로 西班牙語에 근사한 말을 쓴다.

二. 뿌라질의 大觀

뿌라질의 면적인구는 이상에 약술하였거니와 여하간 뿌라질은 吾人이 너무 잘 아는 저명한 나라이다. 余가 갓을 때는 (7월24일) 바야흐로 우리 북온대지방에서는 비지땀을 흘리던 여름이지만 뿌라질은 적도남방인 관계로＜76＞ 冬節이여서 뜻하지 않은 피서여행이 된 것이었다. 그러나 冬節이라 하지만 춥지는 안었다. 뿌라질의 도성 리오, 띠, 제너로는 과연 絶勝한 풍경을 갖인 아름다운 도시이다. 이 도시는 항구인데 莊嚴佳麗한 街頭의 宏大한 건물이며 더구나 물속에 빗최이는 야경이 더욱 그럴듯하다. 그밖에도 港灣山川瀑布 모든 것에 있어서 따끝에서 따끝을 찾어 온 客子로서 조곰도 아쉬움없는 세계 제일명소라 할 것이다. 同港은 長이 15哩이오 廣이 넓은 곳은 7哩이오 좁은 곳이 2哩이나 된다.
此港은 항내에 小港이 많아서 해안선은 여러 十哩나 된다. 항구로 드러오는 입구는 매우 좁아서 二隻의 船이 동시 출입키는 어려우리만치 좁고 문과 갗이 된 좌우의 큰 奇岩怪石절벽우에는 亭閣을 지어 놓고 유객이 晝夜不絶한다.
또 此港부근으로 저명한 산들이 있는대 수갈로푸산은 1,600尺이나 되고 코코배도산은 2,300尺이나 된다. 이렇게 높은 山峯에도 올라가며 아름다운 건물이 니어서서 山上市街가 되는 동시에 전차와 자동차가 끈임없어 과연 山海의 일대 공원이 되여 있다. 此 리오, 띠 제너로 시 면적은 60方哩인대 편입된 부근도시까지 합하면 440方哩요 입구는 73만가량이다. 余는 此港에 하륙하여 애비니다호텔에 留하었는데 숙박비는 일박에 10원내지 20원이였다. 거긔서 식물원 동물원 국립도서관을 구경하였는대 과연 적도이남열대 가까운 곳인지라 식물원에는 6천종이상의 식물이 있고 동물원은 평생 처음 보는 동물이 많고 도서관은 1810년에 창립하엿는대 50만부이상의 서적이 쌓여 있엇는대 대개가 다 葡萄牙言으로 기록된 것이다. 其外 박물관 미술관에서도 英 米의 미술보다도 우수한 것도 잇음을 발견하였다. 뿌라질에서 이 리오, 띠 제너로外에도 볼만한 도시는 싼토쓰와 싸폴로시등인대 특히 싼토쓰에는 12만명이상의 日本이민이 居生하는 관계로 我輩는 취미를 부치게 되고 싸플로에는 세계에서 쓰는 伽俳차가 다량생산됨으로 여행가는 또한 취미있게 본다. 뿌라질은 葡萄牙人이 가장 많고 유롭으로부터 伊太利, 獨逸인도 상당히 와서 살며 其外는 黑人과 紅人이 많이 산다. 풍속에 대하야는 北米와 특이하다고 보는 것은 인종의 차별이 없이 互相 결혼하며 사는 것은 여행가의 괄목할 일이다. 시가의 장식는 세계에 손색이 없으리만치 화려하다. 애비니다 리오, 뿌랭코시 같은데는 좌우에 백 척이상 되는 棕梠나무가 병립하였고 넓다란 가로는 世界無比인대 伽俳茶室이 계속적으로 있어 북열대로 부러오는 더운 바람결을 맞으면서 차를 마시고 잇는 남녀신사떼도  장관 중에 하나이다.
뿌라질정부는 1823년에 공화제도를 채용하여 공화국이 되고 20여주를 합하야 연방제국가를 조성하였으나 아직까지 정부는 임시정부로 되여 국내혁명은 끈임없다 한다.
余가 잇을 당시에도 혁명군과 정부군과의 충돌하는 사이에 끼여서 위태하엿으나＜77＞ 다행히 避免하였다.
뿌라질의 산업계로 말하면 상술한 바와 如히 伽俳國이란 일명을 갖고 잇다. 전세계용량의 4분지 3을 산출한다 하며 伽俳외에도 고무와 코코아와 煙草와 피혁 등의 대량의 생산품이 北米와 유롭으로 수출된다. 其外에도 금 은, 동, 철, 석탄 등 광산도 많고 아조생산국으로의 뿌라질이다. 수출입을 조사한 바에 의하면 1930년 현재로
1년 수출액 657,700,000원 수입액 536,190,000이라 하나 이 나라는 諸外國 부채가 많음으로 생산의 이익은 殆히 외국으로 유출하고 만다. 이제 그 부채를 대략 조사한 바에 의하면
英國부채 28억7천3백6만7천5백원
米國부채 3억9천8백2십6만원
其外제국에도 상당히 많다고 한다.

三, 南米와 우리의 관계

뿌라질은 세계제일 넓은 땅이오 따라서 인종차별이 없는 나라인지라 또는 日本이민을 환영하는 나라인지라 한없는 넓은 땅에 우리도 크게 이민할 기회가 있는 줄 알고 기뻐하엿드니 세월은 빠르고 국제정제는 급변하야 불과 2년미만에 伯國에 日本이민반대안이 이러남은 유감으로 사유한다. 余가 잇을 때에는 日本이민기회를 이용하여 日本거류 조선인도 가서 사는 것을 많이 보앗고 又는 北米와 墨西哥로부터 下來하야 營商하는 사람도 많이 보앗다. 장래에 있어서 이민의 길이 또 다시 열리기를 대망할 뿐이다.
끝으로 南米제국과 유명한 도시에 대해서 좀더 원만한 기행문을 쓰고저 햇지만 원래 필자는 글을 잘 쓰지 못하고 또는 너무 다망한 일이 있어서 이렇게 要領不得한 여행기를 마추게 된 것을 謝過한다. 이제 참고로 여비에 대하여 궁굼해 하실 이가 게실 듯하야 말슴한다. 日本서 세계일주하는 배를 타고 일등여행한다면 약 3,600원이상이고 삼등으로 여행한다면 약 2,000원이상이면 된다. 필자는 今回 太平洋, 大西洋, 印度洋, 南氷洋, 四洋과 파나마운하를 지내서 일주를 한 것인 바 용이치 못한 이 여행을 필자로 한 것에 대하야 다행으로 역인다.＜78＞
＜75-78＞
