잡지명	개벽 신간 제1호
발행일	1934년 11월 01일
기사제목	世界的 危機와 歐洲政局 (Global Crisis and the European Political Situation)
필자	辛日鎔
기사형태	논설 (Editorial/Essay)

Global Crisis and the European Political Situation
						By Sin Il-yong

That the entire world is now facing a catastrophic crisis is a kind of obsession consciously or unconsciously harbored by almost all nations and peoples in common.

Then, what exactly is the true nature of that crisis?

Is it because the revision issues of the Nine-Power Treaty and the London Naval Treaty, whose terms expire in '36 [1936], lie ahead? Or is it due to the expectation that Japan's legal withdrawal from the League of Nations will take effect in '36, simultaneously raising the South Seas Mandate issue? Is it because the Disarmament Conference ruptured due to Nazi Germany's demand for arms equality? If one grasps the global crisis in this way, it is merely following journalistic sensationalism or is nothing more than an idealistic observation focusing on the formal diplomatic stage.

The "crisis" as an obsession that stubbornly refuses to leave the minds of the world's people requires analysis based on more serious, fundamental facts.

Therefore, facing the crisis itself, we must focus on and investigate these fundamental facts.

The true nature of the crisis can be said to be the inevitable fact that the chain of the international economy, which had existed outside the global system, was decisively thrown into disequilibrium due to the terminal panic since '31 [1931]—the malignant agricultural crisis and industrial cycle causing an imbalance in the supply/demand process of agricultural and industrial products and international trade—along with the anguish stemming from the fact that all countermeasures by various countries to remedy and correct this situation failed to bring the light of resolution.

The fact that relations in production and trade, both domestically and internationally, have lost balance and are diverging contradictorily, making people's lives unstable and nervously shaking international relations the most; the currently most intense international tariff war is also due to this; the crude political situations in the great powers, which cannot avoid making major reforms to political and economic structures; the re-division of the world market through the formation of blocs; and the fact that international diplomatic relations, which have been mutually confronting and repelling each other chronically and spasmodically since the end of the Great War, are suddenly worsening convulsively—all stem from this.

To explain more concretely, the London Economic Conference held in June last year not only yielded no results over its 70-odd days but merely strengthened economic nationalism—this is still a vivid fact in our <8> memory. With that conference as a watershed moment, the most blatant tariff war unfolded among the great powers, with each frantically striving to protect domestic industries and prevent social dumping, while simultaneously planning to expand and strengthen blocs encompassing their respective political spheres of influence. Furthermore, armed offensives in the struggle for markets targeting colonial and semi-colonial countries surrounding the Pacific Ocean began to be expressed with unprecedented insidiousness. And on the other hand, taking advantage of the slight recovery in domestic economies facilitated by tariff barriers, bloc formation, the advance of the munitions industry, and inflation policies, they are daringly undertaking a re-examination of the entire political and economic structure based on Fascist ideology. Not only Fascist Italy or Nazi Germany are dictatorial Fascist states; virtually every country, large or small (excluding the Soviet Union), is governed by Fascist political thought. Britain's National Government, Japan's interim cabinet, America's N.R.A., and France's new cabinet all signify the relative victory of Fascist ideology.

With such upheavals in the political and economic structures of the world's major countries, it is an unavoidable fate that trade treaties between nations based on liberalism are trampled and abolished, and it is not strange that capitalist international diplomacy, which held cooperativism as its golden rule, consistently ends in confrontation and breakdown. Furthermore, as a strong military background is required in intending to strengthen blocs and secure markets, it is an inevitable conclusion that the disarmament conference failed and an unprecedented era of military expansion emerged. In short, the fundamental driving force currently intensifying the undercurrent of crisis in the world's political situation, moment by moment, originates from the grave pathology of the contradictory divergence between production and trade, which is the central problem of the terminal economic crisis.

We have generally investigated the essence of the global crisis. However, we must go a step further and strictly define the current stage of the European political situation, which is a "point" of the world crisis, to grasp the essence of the crisis comprehensively.

Recently, European journalism is said to be popularly using the phrase "Europe is the Balkans of the world." This is a startling remark that most concisely expresses the chaotic and entangled interests and confrontations among the European powers today, and it extremely sharply stimulates the nerves of the world's people, especially Europeans, who are dominated by the obsession of crisis. Why is this? Because the word "Balkans" has traditionally been interpreted by the general public as synonymous with an international situation like an active volcano, or like a terrifying danger signal of international conflict.

If we recall that we once referred to the Korean Peninsula as the "Balkans of the East" around the time of the Russo-Japanese War, and also propagandized Manchuria as the "Balkans of the Far East" before the 9/18 [Manchurian] Incident, we can guess that it is by no means unreasonable for them to be nervous about the phrase "Europe is the Balkans of the world."

So, in what state is the European political situation now that it is said to have become comparable to the "Balkans," the cancer of the world?

The state of confusion in the European political situation that we see through recent news reports can truly only be described as hysterical. <9> The shifting alliances reminiscent of China's Warring States period are being reenacted today, with treaties concerning security guarantees, ententes, alliances, non-aggression, etc., literally changing morning and evening, centered around the great powers like France, Germany, Italy, the Soviet Union, and Britain, along with the smaller countries moving like satellites around them. Meanwhile, visits by important politicians from various countries are also quite frequent, creating an atmosphere where some major event seems bound to erupt at any moment. Even as I write this, Hitler, at the 20th-anniversary ceremony of the Great War for Nazi Germany, vehemently denounced the humiliating peace treaty with soaring spirits, and the League of Nations Secretariat laments that the current military strength of European nations has increased astonishingly compared to before the outbreak of the Great War, and that barracks and arsenals are replenished. Not only that, but reports convey rumors of a security treaty alliance among Germany, Czechoslovakia, the Soviet Union, and other Eastern European seven nations (Poland, Estonia, Latvia, Lithuania) as a countermeasure against the Franco-Soviet rapprochement; a rumor of a German-Japanese non-aggression treaty mediated by Britain; and a rumor of Franco-Little Entente solidarity strengthening to counter Germany, Austria, and Italy.

And on the other hand, the Anglo-American preliminary naval talks raise expectations of many future troubles, depending on how they unfold.

Although the fundamental cause of these trends in the European political situation, which dazzle the world's eyes, can ultimately be summarized as the conflict of interests arising from the contradictory divergence between production and trade explained in the previous section, we cannot be satisfied with such a principled view alone. Without analyzing and clarifying the conflicting interests, at the very least, we cannot make a judgment about the present and future European political situation.

However complex the European political situation may seem, like a tangled skein, if analyzed systematically, it can be observed from two aspects: the repetition of traditional European political peculiarities and rivalries handed down historically, and the unrest caused by the establishment of new power relations.

From the traditional aspect, important items include the fact that borders are complexly subdivided and historical rivalries are entangled; Britain's so-called "splendid isolation" policy—aiming to maintain hegemony in Europe by manipulating the Franco-German rivalry; France's security policy, a product of its Germanophobia (恐獨病); Franco-Italian rivalry for supremacy in the Mediterranean and the Danube basin; and the political interests of Britain, France, Italy, etc., in the Balkans and the Near East.

Next, from the aspect of unrest due to the establishment of new forces, one could list the formation and instability of the anti-Soviet front resulting from the emergence and growth of the Soviet Union, and the impact of Germany's Nazification on the Danube organization issue and the Balkans.

However, providing explanations for each of these complex aspects is not possible in such a short essay. Especially since they have inseparable causal relationships and do not permit vague arguments, here I must be content with providing the reader with a conceptual understanding.

Europe, having managed to almost completely emasculate Germany and Austria through the Treaty of Versailles, showed a temporary lull. However, during this period of calm, the Anglo-French rivalry and Franco-Italian discord suddenly surfaced. Britain, accustomed to commanding the European continent through splendid isolation by manipulating the balanced Franco-German rivalry, grew suspicious of France's potential European supremacy brought about by <10> Germany's submission. Italy, having lost its means (in Germany, Austria, or the Balkans) to check France's ascendancy, simultaneously felt uneasy about France's success—all plausible from a self-interested standpoint. However, there was one issue that caused common anxiety for Britain, France, and Italy: the existence of the international heretic, the Soviet Union. The Soviet Union did not just remain a heretic but constantly sowed the seeds of "reddening" (赤化) within their countries, plotting internal collapse, thus inevitably becoming a greater concern than weakened Germany. Consequently, they each, or jointly, devoted themselves to strengthening the anti-Soviet front. Britain, directly and indirectly, acted as the leader of the Western anti-Soviet front, joining hands with the Polish government, linking the Baltic states and Scandinavian states to form a large anti-Soviet front, and still did not neglect direct military and diplomatic intervention. France, despite succeeding in encircling Germany with the Little Entente countries, feared a German-Soviet rapprochement and never hesitated to undertake joint anti-Soviet actions with Britain. Italy, frantically focused on establishing a Fascist dictatorship domestically, could not but emerge as a champion in restraining and suppressing its sole ideological enemy, the headquarters of Communism (the Soviet Union). In a word, the central issue of post-Great War European international diplomacy was a concerto of the contradictory development of Anglo-Franco-Italian anti-Sovietism and their respective conflicts of interest.

Had the common enemy, the Soviet Union, not existed, the rivalries among those European powers might have escalated at a sharper angle, and the deterioration of the situation might have progressed that much faster. Originally shrewd in calculating their interests, they never neglected to consider the geographically and materially enormous Soviet Union whenever their mutual interests clashed. Soviet foreign policy itself—skillfully exploiting their contradictory rivalries—also proved effective, but whenever their mutual interests conflicted and reached an impasse, they sent overtures (秋波) to the Soviet Union, leading to the paradoxical result of enhancing its international status. Objectively viewed, Germany's rapid Nazification was a byproduct of the anti-Soviet front. The German people, internationally in a semi-colonial state, had no choice but to oppose France's status quo policy above all else, whether by turning left or right, to break down the current situation. Thus, seizing the opportunity presented by the somewhat relaxed French pressure after the Ruhr withdrawal, national thought rushed to extremes. One could guarantee that without the British and French-led anti-Soviet policy, a Communist revolution would not have broken out in Germany. However, Britain, being greatly interested in Germany's domestic political situation as a check on France, had a deep understanding of and sympathy for Hitler's right-wing movement and fostered its growth—this is a well-known fact. Therefore, the author boldly argues that Germany's Nazification was a byproduct of the European anti-Soviet movement. (Of course, this does not negate the view previously mentioned that the economic crisis is the general cause of the global trend towards Fascism). If this phrasing is acceptable, the anti-Soviet policy can be called the political cause of Germany's Nazification. (To be continued) <11>

**Summary**

The article analyzes the pervasive sense of global crisis in 1934, identifying its root cause not in superficial political events but in the fundamental breakdown of the international economic system since 1931—specifically, the imbalance between production and trade. This imbalance fuels economic nationalism, tariff wars, the formation of political blocs, and the rise of Fascism across major powers (except the USSR). The author then focuses on Europe, deemed the "Balkans of the world" due to its complex web of traditional rivalries (UK-France-Germany-Italy) exacerbated by new forces like the USSR and Nazi Germany. A key argument is that the major European powers' anti-Soviet policies, while ostensibly uniting them, paradoxically elevated the USSR's international standing and significantly contributed to the rise of Nazism in Germany, potentially fostered by British strategic interests aimed at counterbalancing French power.

*Historical Significance:* This article, penned by a Korean intellectual (Sin Il-yong) for a Korean audience during Japanese rule, demonstrates significant engagement with complex global geopolitics. It reveals an awareness of international economic and political theories (analyzing the depression's impact, rise of Fascism, power blocs) and offers a sophisticated, somewhat critical perspective on great power maneuvers. Historians might find it interesting for its insight into the intellectual climate of colonial Korea, showing how global events were interpreted and analyzed, possibly reflecting subtle critiques of imperialism and power dynamics relevant to Korea's own situation. The specific argument linking European anti-Soviet policies to the facilitation of Nazism represents a notable contemporary analysis from a non-Western viewpoint.

**Named Entities**

世界的 危機	세계적 위기	Global Crisis
근래 歐洲의 쩌나리즘은 「歐洲는 世界의 빨칸이라」는 말을 유행적으로 사용하고 잇다한다. 이것은 현하 歐洲 열국간의 혼란 錯綜한 利害關係 밋 대립상태를 가장 단적으로 표현한 驚句으로서 강박관념에 지배되고 잇는 세계인 더욱히 歐洲人의 신경을 극도로 날카롭게 자극하는 것이다. 웨그러냐햐면 종래 빨칸이란말이 활동을 개시한 활화산과 가튼 국제정세의 대명사로서 혹은 무서운 국제적 충돌의 위험신호와 가치 일반에게 해석되엿든 까닭이다.
우리가 일즉 日露戰爭 전후에 朝鮮半島를 「東洋의 빨칸이라 指稱하든 것과 9·18사건전의 滿洲를 또한 「극동의 빨칸이라」 宣傳하든 것을 상기하면 그들이 「歐洲를 世界의 빨칸」이라하는 말에 신경을 날카롭게 하는 것이 결코 무리가 아닐 것을 짐작할 것이다.
그러면 歐洲의 정국은 지금 엇더한 상태에 잇서서 세계를 癌이라는 빨칸에 비할 만콤 되엿다고 하는가.
요새 우리가 新聞情報를 통하야 보는 歐洲政局의 混亂相은 정말 히스테리칼 하다고 밧게 형용할 수 업는 것이 사실이다.＜9＞ 中國戰時代后의 連衡離合이 그대로 연출되야 오늘에 佛, 獨 伊, 蘇, 英 등 대국을 중심으로 하고 그 주위에서 衛星과 가치 움즉이는 小國側과 아울러 안전보장, 協商, 同盟, 不侵略 등등의 조약이 문자 그대로 朝變夕改되는 반면에 각국의 중요정치가들의 내왕도 자못 빈번한 바 잇서 금새 무슨 중대 사건이 勃發치 안코는 마지 아니할 분위기를 보이고 잇다. 이 글을 쓰고 잇는 중에도 나치쓰獨逸의 大戰20週年 紀念式에서 히틀러가 만장의 氣熖으로 굴욕적 평화조약을 痛詈하고 國際聯盟事務局이 현재의 歐洲諸國의 병력은 大戰勃發前보다도 可驚할 만콤 증대되고 兵營과 軍器庫의 충실된 것을 탄식한다. 그 뿐 아니라 佛蘇의 근접에 대한 索制策으로서 獨·첵크·蘇 外波, 에스트니아 라트비아 리트바니아 등 東歐 七國의 안전보장조약체결동맹설 英國의 斡旋에 의한 獨日의 不侵略條約 締結說 佛小協商國側과 結束强化에 의한 獨, 墺, 伊의 對抗說 등을 전한다.
그러고 一方으로는 또 英米의 海軍豫備交涉이 엇더한 전개를 보이게 될건지 前途의 만흔 파란을 예상하게 한다.
이와 가치 세계의 안목을 眩恍케 하는 歐洲政局의 동향도 그 근본적 원인을 추구하여 본다면 결국 前段에서 說破한 바 생산과 교역의 모순적 乘離로 인한 이해관계의 충돌이라는 사실에 요약되는 바이지만은 우리는 그와 가튼 원칙적 견해에만 만족할 수 업다. 적어도 그 이해관계의 충돌되는 바를 分析闡明치 안코는 현재 밋 장래의 歐洲政局에 대한 판단을 내릴 수 업는 것이다.
그런데 아무리 亂麻와 가튼 歐洲政局일지라도 이것을 條理 잇게 분석하여 본다면 전통적으로 나려오는 歐洲자체의 정치적 특수성 밋 대립관계가 반복되는 것과 새로운 세력관계의 성립에 의한 동요와의 두 방면으로 관찰할 수 잇는 것이다.
전통적 방면으로 보면 원래 국경이 복잡하게 세분되야잇서 역사적으로 대립관계가 錯綜되야 잇는 것 英國의 소위 명예의 孤立-佛, 獨의 對立操縱하면서 歐洲의 覇權을 保持하랴는-정책 佛國의 恐獨病의 산물인 安全保障政策, 地中海 及 따늅유역에 잇서서의 佛伊의 爭覇, 빨칸과 近東에 대한 英, 佛, 伊 등의 정치적 관심 등을 중요 항목으로 들 수 잇다.
다음 新勢力성립에 의한 動搖의 방면으로 보면 蘇聯의 출현에 성장에 의한 反蘇戰線의 結成 밋 그것의 동요, 獨逸의 나치스化로 인한 따늅組職問題 及 빨칸의 영향을 들 수 잇을 것이다.
그러나 이와 가튼 錯雜한 국면의 개개에 대한 해설을 加하는 것은 이런 小論으로써 가능한 者이 아니다. 어둑히 그것들이 상호불가분의 인과관계를 가지고 잇서 막연한 논단을 許치 안는 者이니 여긔서는 부득이 그 개념적 이해를 독자에게 제공하는 것으로써 만족할 수 밧게 업다.
벨사이유條約으로써 獨逸 墺地利를 거의 완전히 去勢함을 得한 歐羅巴는 일시적 소강상태를 보이엇다. 그런데 이 소강시기에 잇서서 英佛의 대립과 佛伊의 반목은 급작히 表面化 하게 되엿나니 佛獨의 균형적 대립을 操縱하면서 명예의 고립으로써 歐洲大陸을 호령하고 잇든 英國이 獨逸의 굴복으로써 齋來된 ＜10＞ 佛國의 歐洲制覇를 猜疑하게 되는 것이나 獨墺 혹은 빨칸에다 손을 내밀어 佛國의 跋扈를 견제하여 오는 伊太利가 속잡이를 이러버리는 동시에 佛國의 得意에 불안을 가지게 될 것은 모다 自利的 입장으로 보아 그러듯한 일이다. 그런데 그 보다도 英佛伊 공통으로 불안을 늣기는 문제가 하나인 것이니 그것은 국제적 異端者 蘇의 존재이다. 蘇聯은 異端者로 존재하는데 긋치는게 아니라 늘 그들의 국내에다 적화의 씨를 뿌리어 내부적 붕괴를 책동하는지라 발떼여논 게(蟹)와 가튼 獨逸보다도 더큰 관심거리가 되지 아니할 수 업섯다. 따라서 그들은 각기 혹은 공동적으로 反蘇戰線의 강화에 腐心하게 되엿나니 英國은 直接 間接으로 反蘇西部戰線의 리더-로서 波蘭政府와 손을 잡고 빨덕沿岸諸國 스칸듸나諸國를 연결하야 大反蘇戰線을 결성하고도 오히려 직접으로 군사적 외교적 간섭을 게을니하지 아니하엿다. 그러고 佛國은 獨逸을 포위한 小國協國의 결성에 성공하엿슴에 불구하고 獨蘇의 근접을 저어하야 英國과의 反蘇共同動作을 언제나 사양치 아니하엿다. 또 伊太利는 국내적으로 팟쇼독재의 수립에 혈안이 된지라 그의 유일한 사상적 敵國 공산주의의 本尊을 掣肘壓迫하는데 勇者로서 등장치 아니할 수 업섯다. 一言으로 폐하면 대전종식이래 歐洲국제외교의 중심문제는 英 佛 伊의 反蘇와 각개의 이해충돌과의 모순적 발전의 合奏曲이엇다.
만일 蘇聯이란 공동의 적이 존재치 아니하엿든들 그들 歐洲열강간에는 고다 더 急銳한 각도로 대립되야 국면의 악화가 그만콤 더 급속히 진전하고말엇슬지 모른다. 元來利害의 타산에 泠悧한 그들은 상호의 이해가 干格될 때에는 언제나 지리적 물직적으로 거대한 존재인 蘇聯을 이해하는데 소홀치 아니하엿든 것이다. 蘇聯 자체의 외교정책-그들의 모순적 대립관계를 기술적으로 이용하는-도 奏效된 바인것이지만은 상호간의 이해가 대립되야 난관에 봉착될 때마나 蘇聯에 秋波를 보내어 그의 국제적 지위를 향상식히는 역결과를 보이게 되엿다. 객관적으로 보면 獨逸의 급격한 나치스는 反蘇戰線에 잇서서의 한 부산물이 잇나니 국제적으로 반식민지 상태에 잇다. 獨逸의 국민들은 左하거나 右하거나 그 현상을 타파하는 것으로써 무엇보다도 佛國의 現狀維持主義에 대항할 수 밧게 업섯다. 그리하야 루얼撤丙이후 幾分間 완화된 佛國의 압박의 틈을 타서 국민사상은 재극단으로 질주하고 말엇다. 만일 英佛의 주도한 反蘇政策이 업섯으면 獨逸에서 共産主義的 혁명이 勃發치 아니하엿스리라고 보증할 것이다. 그러나 英國은 佛國의 견제정책으로서 獨逸 국내의 政情에 만흔 관심을 가지고 잇섯든 만콤 히틀러 一派의 右翼運動에 대하야 깁흔 이해와 동정을 가지고 그 성장을 조장하엿든 것은 周知의 사실이다. 그럼으로 필자는 獨逸의 나치스化를 歐洲反蘇運動의 부산물이라고 대담히 논단코자한다. (물론 前述한 바와 如한 경제적 공황이 팟쇼化하면서 잇는 世界思潮의 일반적 원인이란 견해를 抹殺하는 것은 아니다) 만일 이런 句語가 용인된다면 反蘇政策을 獨逸의 나치스化에 대한 정치적 원인이라 할 수 잇슬 것이다. (未完)＜11＞
＜8-11＞
