잡지명	동광 제17호
발행일	1931년 01월 01일
기사제목	臺灣의 過去와 現在, 그 政治的 産業的 地位 (Taiwan's Past and Present, Its Political and Industrial Position)
필자	黃崗
기사형태	소식 (News/Report)

Taiwan's Past and Present, Its Political and Industrial Position
						Hwanggang

The sudden revolt of the "raw savages" (生蕃人) has brought the situation in Taiwan under the spotlight (白光下). How important an industrial position does Taiwan under Japanese rule occupy, and how are the class formation and political relations of its islanders developing? This short essay outlines these aspects.

Taiwan is an island facing China's Fujian Province (福建省), with an area of 2,333 square ri (方里), no larger than a single province of Joseon (朝鮮). However, due to its abundant natural resources (天然富源) and important geographical location, various colonial powers competed to possess it in modern times.

Back in the 17th century, when the Dutch established the East India Company, they occupied this "Ilha Formosa," meaning "beautiful island," expelled their competitors, the Spanish (西班人), and constructed the present-day Tainan (臺南) and Anping Fort (安平城). In 1662, the Ming loyalist (明遺臣) Zheng Chenggong (鄭成功) established a base in Taiwan, expelled the Dutch, and the Zheng dynasty ruled until it was subjugated (討滅) by the Qing Dynasty (淸朝) in 1683. Afterwards, for over 200 years, Taiwan became a dependency (屬地) of the Qing (淸).

Entering the 19th century, England (英) and France (佛) coveted (춤을 흘렷스나) Taiwan, but as a result of the Sino-Japanese War (日淸戰爭), Taiwan and the Penghu Islands (澎湖島) became Japanese territory (領地) in 1895.

When the Treaty of Shimonoseki (下關條約) was decided, the Qing Dynasty's Governor (巡撫) of Taiwan, Tang Jing-song (唐景崧), raised troops (兵을 擧하야) and established a republican government in Taipei (臺北), calling the country the Taiwan Democratic State (臺灣民主國), but it was short-lived, lasting merely 20 days before being subjugated (討滅) by the Japanese army. This was a time when Japan was seeing rapid capitalist development, spanning the periods of the Sino-Japanese and Russo-Japanese Wars (日露 兩役). In this trend, Taiwan's resources also became a great help in promoting the development of Japanese capital. Land ownership was reorganized, enterprise developed, and the currency system and financial institutions advanced; Taiwan had already undergone (經過한 것이엇다) the process of capitalization that Joseon is currently experiencing during this period. Thus, capitalist enterprises followed the necessary steps from expelling foreign capital to establishing monopolies and expanding outwards. During this time (그間에 잇서서), various ethnic issues (民族的 諸問題) and the resulting political instability wove the recent history (最近世史) of Taiwan.

Today, Taiwan's total trade volume reaches 425 million won (Shōwa 1 [1926]), and its enterprises, led by organizations like the Taiwan Sugar Industry Association (臺灣糖業聯合會), are unified into numerous<16> monopolistic forms, constituting a significant part of Japanese capitalism. Thus, among the objectives for possessing Taiwan, the industrial one is becoming even more important today than the military one. Important export items (輪出品) are:
Tea, coal, sugar, cotton textiles, camphor, ramie, alcohol, cement, etc. The order of outgoing shipments (移出品) is:
Sugar, bananas, rice, alcohol, camphor, hinoki cypress lumber, camphor oil, dried sweet potatoes, pineapples, coal, imitation Panama hats, dried bonito (鰹節), salt.
Imported goods (輪入品) are:
Oil cake, fertilizer, sugar, soybeans, opium, gunny sacks (가니囊), timber, medicines, rice, petroleum, packing mats (包蓆).
Incoming shipments (移入品) are, in order:
Rice, cotton and silk fabrics, ironware, fertilizer, machinery, dried fish, salted fish, wheat flour, ramie, paper, medicines, gunny sacks (가니囊), metal products, timber, refined sake (淸酒), beer, cigarettes, cotton yarn, knitted goods (메리야쓰), coal briquettes (석냥), canned goods, petroleum, woolen fabrics.

The races of Taiwan can be roughly divided into three: the Japanese race (日本族), the Chinese race (中國族), and the native race (本土族). The Chinese race can be divided by their place of origin into the Min people (閩族), i.e., Fujianese (福建民), and the Yue people (奧族), i.e., Cantonese (廣東民). The native race is called "aborigines" (蕃人), with distinctions made between "raw savages" (生蕃) and "cooked savages" (熟蕃) (including civilized savages 及化蕃). According to statistics from the end of Shōwa 2 (1927):
Taiwan's population is approx. 4.33 million, of which
Mainlanders (本島人), i.e., Chinese, are 4,009,000 (92%)
Japanese are 203,000
Aborigines (蕃人) are 87,000
Foreigners are 38,000
Thus, the Chinese race, the former colonizers, holds an absolute majority.

Taiwan's politics gives an impression of being even more autocratic (專制的) than Joseon's. The Governor-General not only has the power to issue decrees (制令), but the advisory bodies such as the Governor-General's Council (總督府評議會), Provincial Councils (州協議會), and City/Town/Village Councils (市街, 庄協議會) are all entirely appointed by the government (官選). Special appointment of high officials is limited to Local Magistrates (地方理事官). However, the implementation of the Petitions Law (訴願法) for administrative relief came earlier.

Taiwan's finances are completely independent. The education system accommodates about 60% of children. There are still no newspapers published by Mainlanders (本島人).

The education system was reformed in Taishō 11 (1922) to align uniformly with the Japanese system, and at the same time, co-education (共學制) was adopted for all schools at the middle school level and above; consequently, the enrollment rate for Mainlanders (本島人) actually decreased.

Taiwan's class relations show a unique state where labor-capital relations (勞資關係) and ethnic relations (民族的 관계) are intertwined (互相錯雜하야). Generally speaking:
(1) Government officials (官公吏), capitalists, and company/bank employees are a monopoly of the Japanese, backed by the power of Japanese capitalists and the government.
(2) Farmers (農民) and laborers (노동자) are mostly Mainlanders (本島人) (Chinese).
(3) In the middle merchant/industrialist class, Japanese and Mainlanders compete, and in the liberal professions, both coexist (竝立한다).
(4) Thus, within the middle class, Japanese people ethnically attach themselves (附着하고) to big capitalists and the government, while Mainlanders join (합류하야) with farmers and laborers, becoming their leaders. In this way, the ethnic confrontation of Japanese versus Mainlanders simultaneously becomes a political confrontation of rulers versus ruled, which also coincides with the confrontation of capitalists versus farmers/laborers.<17>

It is inevitable that ethnic problems arise when one nation tries to rule another.
Originally, even when the Qing state (淸國) ruled Taiwan, the legacy (遺風) of the Ming loyalist Zheng Chenggong remained, and the rebellious spirit of the populace was very strong, so the saying "a big revolt every five years, a small revolt every three years" (5년大反 3년小反) was no lie. After Japan took possession of Taiwan, resistance in the style of former Qing officials (舊淸國官吏) and righteous armies (義兵) continued, and between Meiji 31 (1898) and the great subjugation of Meiji 35 (1902), 11,950 people were executed by firing squad (총살되엇다). Afterwards, as Japanese capital gradually consolidated its power, resistance against this capitalization arose, as well as movements stimulated by the Chinese revolution. Starting with the Hokuho Incident (北埔事件) in Meiji 40 (1907), there were incidents like the Lín Qǐpǔ Incident (林杞埔事件) in Meiji 45 (1912), and until Taishō 4 (1915), there were about 10 cases of government office destruction. The Xilai Temple Incident (西來庵事件) in Taishō 4 (1915) was the largest.

In Taishō 7 (1918), the Association for the Abolition of Law No. 63 (63法撤廢期成會) was formed, centered around students studying in Tokyo (동경), and in Taishō 9 (1920), the organ "Taiwan Youth" (臺灣靑年) was published, leading to increased political activity.

From Taishō 10 (1921), the Council Establishment Petition Movement (議會設置請願運動) emerged, but the Government-General suppressed even this by applying the Peace Police Law (치안경찰법).

From Taishō 15 (1926), the movement of young people with Marxist tendencies gradually grew (漸興하야), eventually leading to the formation of the Taiwan People's Party (臺灣民黨) on May 19, Shōwa 2 (1927), with the platform of "the political, economic, and social liberation of all Taiwanese people," but it was immediately ordered to disband.

From this time, farmer and laborer movements also gradually arose (발흥하게 되엇다). The above describes the political movements of the so-called Mainlanders (本島人), i.e., those of Chinese descent, and of course, not the Aborigines (蕃人) who recently caused the revolt.<18>

**Summary**

This 1931 article by Hwanggang discusses Taiwan under Japanese rule, prompted by a recent indigenous uprising. It outlines Taiwan's history of colonization (Dutch, Zheng Chenggong, Qing, Japan), Japan's acquisition in 1895, and its subsequent capitalist development, noting Taiwan's resources fueled Japan's growth and that Taiwan underwent capitalization earlier than Korea. The piece details Taiwan's economic importance (trade, industry), demographics (Han Chinese majority), autocratic political system (compared unfavorably to Korea's), and social structure where ethnic (Japanese vs. Han Chinese), political (ruler vs. ruled), and class (capitalist vs. worker/farmer) conflicts align. It chronicles Han Chinese resistance from Qing times through Japanese rule, including armed uprisings, political movements like the Council Establishment Petition, and the rise of socialist influences culminating in the suppressed Taiwan People's Party (1927), explicitly distinguishing these from the recent indigenous revolt. For historians of Korean colonial history, the direct comparison of Taiwan's and Korea's capitalization processes under Japan is significant ("朝鮮이 경험하고 잇는 자본화의 과정을 臺灣은 이 시기에 이미 經過한 것이엇다"). The analysis linking ethnicity, class, and political power provides a framework potentially applicable to Korea, while the detailed account of Taiwanese resistance movements offers comparative insights into colonial subject responses and Japanese suppression tactics.

**Named Entities**

臺灣	대만	Taiwan
발행일	1931년 01월 01일
기사제목	臺灣의 過去와 現在, 그 政治的 産業的 地位
필자	黃崗
기사형태	소식

臺灣의 過去와 現在, 그 政治的 産業的 地位
						黃崗
生蕃人의 돌연한 반란은 臺灣의 사정을 白光下에 들어내엇다. 日本통치하의 臺灣은 산업적으로 얼마나 중요한 지위를 차지하고 잇으며 그 島民의 계급형성과 정치관계는 어떠케 전개되는가. 이 소론은 그 윤곽을 그려 놓은 것이다.
臺灣은 中國福建省과 대치하야 잇는 섬으로 면적 2,333方里로 朝鮮의 一道만 밖에 아니하나 그 天然富源이 풍부하고 또 지리적 위치가 중요한 까닭에 근세에 와서 각 식민국이 경쟁하야 이를 占有하고저 햇다.
멀리 17세기에 和蘭 사람들이 東印度會社를 설립하매 이 「일라 포모사」즉 『아름다운 섬』을 점유하야 경쟁자인 西班人을 驅逐하고 현재의 臺南과 安平城을 축조햇다. 1662년에 明遺臣 鄭成功이 臺灣에 雄據하야 和蘭人을 驅逐하고 鄭氏는 1683년 淸朝에 討滅된 후 200여년간 臺灣은 淸의 屬地가 되엇다.
19세기에 들어와 英佛各國이 臺灣에 춤을 흘렷스나 日淸戰爭의 결과 臺灣 及 澎湖島가 日本의 영지가 되니 이것이 1895년의 일이다.
下關條約이 결정되매 淸朝의 臺灣巡撫唐景崧은 兵을 擧하야 臺北에 공화정부를 설립하야 국호를 臺灣民主國이라 햇으나 僅僅 20일의 단명으로 日本군에게 討滅을 당햇다. 日淸, 日露 兩役을 기간으로 하야 日本은 때마츰 자본주의의 급격한 발달을 보든 때다. 이 대세에 잇서서 臺灣의 富源도 또한 日本자본의 발달을 조장하는 큰 도음이 되엇다. 토지의 소유가 정리되고 기업의 발달, 화폐제와 금융기관의 발달 등 현재 朝鮮이 경험하고 잇는 자본화의 과정을 臺灣은 이 시기에 이미 經過한 것이엇다. 그리하야 자본가적 기업은 외국자본의 驅逐으로부터 독점의 확립, 외부로의 발전까지 밟을 순서를 밟아 올라간 것이다. 그間에 잇서서 민족적 諸問題와 이에 따른 정치동요가 臺灣의 最近世史를 짜내는 것이다.
今日의 臺灣은 무역총액이 4억 2,500만원(昭和 元年)에 달하며 또 그 기업이 臺灣糖業聯合會 등을 위시하야 幾多의＜16＞ 독점적 형태에 통일되어 잇어 日本의 자본주의의 적지안은 부분을 형성하게 되나니 臺灣 점유의 목적 중 군사적 그것보다 산업적 그것이 今日에 잇어서 일층 중요하게 되어잇다. 輪出品의 중요한 것은
茶, 석탄, 砂糖, 면직물, 樟腦, 역, 酒精, 세멘트 등이요 移出品의 순서는
砂糖, 芭蕉實, 米, 酒精, 樟腦 檜材, 樟腦油, 乾薯, 鳳梨, 석탄, 모조파나마, 鰹節, 食鹽
이며 輪入品은
油粕, 비료, 砂糖, 大豆, 阿片, 가니囊, 목재, 藥品, 米, 석유, 包蓆
移入品으로는
米, 綿織絹織, 鐵物, 肥料, 機械, 乾魚, 鹹魚, 小麥粉, 역, 紙, 약품, 가니囊, 금속제품, 목재, 淸酒, 맥주, 紙煙, 綿糸, 메리야쓰, 석냥, 통조림, 석유, 모직 등의 순서로 된다.
臺灣의 인종은 대략 3으로 난흘 수 잇스니 즉 日本族, 中國族, 本土族이다. 中國族을 그 원주지로 난호면 閩族, 卽福建民, 奧族, 卽廣東民 잇고 또 本土族은 蕃人이라고 칭하는데 生蕃과 熟蕃(及化蕃)의 구별이 잇다. 昭和 2년 말 통계는
臺灣人口                   약433만 중
本島人 즉 中國人     400만 9천(9할2분)
日本人                       20만 3천
蕃人                          8만 7천
外國人                        3만 8천
을 占하야 前日의 殖民者이던 中國族이 절대우세를 占하고 잇다.
臺灣의 정치는 朝鮮의 그것보다도 오히려 專制的인 感이 없지 아니하다. 총독이 制令을 發布할 권력이 잇는 것은 물론이요. 總督府評議會, 州協議會, 市街, 庄協議會 등의 諮問機關이 잇으나 전부가 官選이오. 高等官의 특별임용은 地方理事官에 限한다. 단 행정상의 구제를 위하야 訴願法이 실시된 것은 앞섯다.
臺灣의 재정은 완전히 독립이 되어잇고 교육상태는 6할 내외의 아동을 수용하게 되어잇고 本島人 발행의 신문은 아직 없다.
교육제도는 大正11년에 日本의 제도와 획일적으로 개정하는 동시에 中等程度 이상의 학교에 전부 共學制를 채용하얏음으로 도리어 本島人의 입학율은 감소하게 되엇다.
臺灣의 계급적 관계는 勞資關係와 민족적 관계가 互相錯雜하야 特有한 상태를 보인다. 대체로 보아
(1) 官公吏, 자본가及 회사은행원은 日本人의 독점이오 그 背後에는 日本의 자본가及 정부의 권력이 잇다.
(2) 農民及 노동자는 대부분 本島人(中國人)이다.
(3) 중산상공계급에 잇어서는 日本人과 本島人이 경쟁하며 자유직업에서도 양자가 竝立한다.
(4) 이리하야 중산계급중 민족적으로 日本人은 대자본가와 정부에 附着하고 本島人은 농민노동자와 합류하야 그 지도자가 된다. 이리하야 日本人 對 本島人의 민족적 대립은 동시에 정치적으로 지배자對 피지배자의 대립이 되매 資本者 對 농민노동자의 대립과도 일치하게 된다.＜17＞
一民族이 타민족을 통치하랴고 할 때에 민족문제가 발생하는 것은 필연의 일이다.
원래 淸國이 臺灣을 통치할 때부터 明遺臣 鄭成功의 遺風이 남아잇어 민중의 반항심이 매우 커서 「5년大反 3년小反」의 속담도 거짓말이 아니엇다. 日本이 臺灣을 영유한 뒤로 舊淸國官吏及 義兵式反抗이 계속되어 明治31년으로 35년 대토벌까지에 11,950人이 총살되엇다. 그 후에는 점차로 日本의 자본이 권력을 整齊하게 되매 그 자본화에 대한 반항, 또는 中國혁명에 자극된 운동으로서 明治40년의 北埔事件을 위시하야 45년에는 林杞埔事件 등이 잇섯고 大正4년까지에 관청파괴가 약 10건이 잇다. 大正4년에 잇은 西來庵事件이 최대의 것이엇다.
大正7년에는 동경유학생을 중심으로 한 63法撤廢期成會가 생기고 大正9년에 기관지 「臺灣靑年」을 발행하야 정치운동이 다사하게 되엇다.
大正10년 부터는 議會設置請願運動이 생겻는데 총독부는 이것까지도 치안경찰법을 적용하야 탄압을 가하얏다.
大正15년부터는 맑스주의적 경향을 가진 청년들의 운동이 漸興하야 마참내 昭和2년 5월19일에 『臺灣人 전체의 정치적 경제적 사회적 해방』을 강령으로 한 臺灣民黨이 생겨낫으나 즉시 해산을 당햇다.
이 때부터 농민, 노동자의 운동도 점차로 발흥하게 되엇다. 이상은 소위 本島人 즉 中國계통인의 정치운동이요 近者에 반란을 이르킨 蕃人이 아닌 것은 물론이다.＜18＞
＜16-18＞
