Magazine Title: 삼천리 제8권 제6호
Publication Date: 1936년 06월 01일
Article Title: 喜劇俳優 全景希와 石臥佛, 한 자리에 모이고, 一問一答記 (Comedy Actors Chŏn Kyŏnghŭi and Sŏk Wabul Gather in One Place, a Q&A Record)
Author: 相公 (Sanggong)
Article Type: 대담·좌담 (Interview/Discussion)

Comedy Actors Chŏn Kyŏnghŭi and Sŏk Wabul Gather in One Place, a Q&A Record
						Sanggong (相公)
『Chŏn Kyŏnghŭi (全景希)』
『Sŏk Wabul (石臥佛)』
Just hearing these two names makes one laugh instinctively. "Comedy" and "Chŏn Kyŏnghŭi, Sŏk Wabul" seem bound by an inseparable, deep connection; when thinking of "comedy," one naturally associates Chŏn Kyŏnghŭi and Sŏk Wabul, and when speaking of Chŏn Kyŏnghŭi and Sŏk Wabul, laughter precedes words.
Thus, we sought out Chŏn Kyŏnghŭi and Sŏk Wabul, who are exceedingly famous as comedy actors across the peninsula's mountains and rivers, at the Tongyang Theatre (東洋劇場) to hear their candid feelings and impressions from their 20 years on the comedy stage.
In early April, during a break in their extremely busy stage schedule—while garnering roars of laughter from the fans across the capital with their performances in "Chujŏng Pŏnggŏji" and "Hŭngbu Chŏn" (興夫傳) at the Tongyang Theatre—we finally met these two gentlemen for the first time in a quiet room in a corner upstairs. (Photo: Right is Chŏn Kyŏnghŭi, Left is Sŏk Wabul)<134>
Although I had seen their side-splitting performances on stage many times before, this was the first time I met them not as "Comedy Actors Chŏn Kyŏnghŭi and Sŏk Wabul" but simply as the individuals "Chŏn Kyŏnghŭi and Sŏk Wabul."
Facing these two in person, my preconception of them as "funny-looking people" vanished somewhere, and I discovered they were, unexpectedly, "dignified gentlemen."

Me - It's a great pleasure to have you both, who have become so famous as comedy actors that there's likely no one throughout the three thousand *ri* of Korea who doesn't know the names Chŏn Kyŏnghŭi and Sŏk Wabul, sitting together here today. Today, I'd like to hear many interesting stories without reservation—about how you can make the audience laugh better, and the joys and sorrows of being a comedy actor. I hope you'll candidly share the thoughts you've kept bundled up in your hearts today.
Sŏk - Yes, thank you.
Chŏn - ... (Just smiling)
Me - First, what kind of qualifications must a person have to become a comedy actor?
Sŏk - Someone who knows how to make people laugh brazenly, I suppose.<135>
Chŏn - That is to say, someone born with the innate talent to make people laugh. Haha...
Me - Then, do you both believe you were initially born with the talent to be comedy actors?
Chŏn - I don't know for sure, but it seems likely. Hahaha. But one can't definitively say just that. After all, if you meet a good mentor but can't properly develop your innate talent, it's impossible...
Sŏk - But in my opinion, things like talent or genius are secondary issues. It seems to work if you just earnestly and constantly research, thinking, "How can I make the audience laugh well?", create new funny lines and movements, and actually try them out on stage.
However, it might also be impossible for someone completely lacking comedic talent. So, in the end, I'd say it has to be someone who progresses steadily with half talent, half research...
Me - What kind of personality and disposition should one have to become a comedy actor?
Sŏk - I always think this... there's no one as unattractive as a comedy actor. Of course, they might be lacking as human beings in general, but in appearance (外貌), they are particularly unattractive individuals. As you can see, where else can you find such unattractive fellows as comedy actors? It wouldn't be wrong to say that handsome people are 'knocked out' from the potential pool of comedy actors. So, first, it's someone whose face, build, and behavior all combine to look like a simpleton. Hahaha.
Chŏn - Hey now, but they say the world-famous comedy actor Chaplin (촤푸린) is a handsome gentleman once he completely removes his makeup. Is that right? Besides, if the handsome men of Chosŏn hear this, suicides by drowning will occur one after another out of despair, so please refrain from such talk! Especially since I'm still unmarried, are you saying this because I'm all done trying to get married? Hahaha...
Sŏk - Well, of course, there are some handsome ones among them. Can there never be a 'special exception'? Haha....
Me - At what moments during a comedy does the audience often burst out laughing?
Sŏk - The biggest weapons a comedy actor has to make the audience laugh well are, first, 'speech,' second, facial expression, and third, movement. When any one of these—the actor's speech, expression, or movement—is particularly well-executed, hitting the mark so precisely as to prick the audience's heart, or in other words, move their heartstrings,<136> the audience laughs, clapping their hands and holding their stomachs in admiration. Among these, only when speech, movement, and expression are all perfectly aligned and natural does the audience truly find themselves unable to resist bursting into laughter (抱腹絶倒).
Me - What would you say is the secret technique of a comedy actor for making the audience laugh?
Sŏk - Everyone probably has what could be called a kind of secret technique for a comedy actor, aiming to be funnier than others. But that secret is something only they know; it's not something one can reveal. However, generally speaking, because the life of a comedy actor, more than other actors, lies solely in making the audience laugh, they constantly think about comedic material day and night—while walking, eating, or at any time—driven by the ambition and responsibility of "How can I make them laugh better this time than before?" and mutter lines to themselves. Thus, the actor personally undertakes the invention and research, thinking, "This time, I'll try to make the audience laugh in this way." I believe comedy is the most demanding genre among all forms of theater. For example, if you say "Samp'unhaess'o" (三十分했소 - meaning "It's thirty cents/minutes," a pun on "Panhaess'o" - 반했소, meaning "I've fallen for you") upon seeing a beautiful woman (녀자), it's clearly a comedic line, but this only works once or twice; by the third time, the audience feels no interest at all. No matter how good a comedy actor is, who would even smirk now if they used the "Samp'unhaess'o" line for "Panhaess'o"? Therefore, constantly creating new, fresh lines is the primary and most important task. Herein lie the agony and sorrow of the comedy actor.
Chŏn - Truly, the suffering of a comedy actor is immense. The public might casually think, "A comedy actor just needs to dress up ridiculously, come on stage, and spout some nonsense!" but the suffering is greater than for any other type of actor. For tragedy, the script (脚本) itself is already tragic from the start, and just reciting the lines (臺辭) can naturally bring tears. But is comedy like that? If you just read through the lines (臺辭), it's utterly bland, like a "Nŭngnado watermelon" (綾羅島수박 - implying tastelessness). So, making people laugh is the job; what is one to do! Thus, working tirelessly to create funny lines (臺辭), expressions, and movements to make people's laughter burst out – how hard must it be! Sometimes my head aches and my bones feel weary!
Me - Indeed, it must be so!... By the way,<137> what path have you both walked from your first appearance on stage until today?
Sŏk - My real name is Sŏk Hŭngjo (石興祚), and my hometown is Ch'unch'ŏn (春川) in Kangwŏn Province (강원도). It was already 20 years ago. Joining the "Ch'wijasŏng" (聚星座) troupe, run by Mr. Ch'ŏn Hansu (千漢洙) at that time, was the first step that led to today's "comedy actor Sŏk Wabul."
Me - So, what's the origin of the name Sŏk Wabul (石臥佛)? It seems quite fitting for a comedy actor's name. Haha...
Sŏk - That name was also given by Mr. Ch'ŏn Hansu (千漢洙). Sŏk (石) is my surname, and Wabul (臥佛) means "reclining Buddha," implying stability and strength. Being flawed from the name itself was fitting for a comedy actor. Haha. After that, I passed through the "Chosŏn Kŭguhoe" (조선극우회) and joined hands with this Mr. Chŏn during the "Sin Mudae" (新舞臺) era. My prowess as a comedy actor also began from the Sin Mudae period, I'd say. At that time, Mr. Sin Pulch'ul (申不出) was there, and things proceeded very interestingly, but it became desolate after Mr. Sin Pulch'ul quit.
After that, I went through several other places before coming to the current "Hŭigŭkchwa" (喜劇座).
Me - During that time, which plays made the audience laugh the most?
Sŏk - Was it 6 or 7 years ago? During the Sin Mudae era, "Nakamura-sama" (中村樣) and "P'ukbalt'ang" (푹발탕 - Explosion Soup?) were probably quite good. Reflecting on these, I thought that rather than facial expressions or movements, my comedic specialty might be speech, particularly making the audience laugh using languages other than Korean. However, one cannot ignore the movements and expressions that accompany speech, of course—
Me - And Mr. Chŏn Kyŏnghŭi?
Chŏn - My hometown is Kaesŏng (開城). My family ran an inn (旅舘業). At that time, Im Sŏnggu (林聖九) and his troupe came to Kaesŏng and stayed at our inn. Back then, at my mother's earnest request, I was studying to become a pharmacist (藥製師) in the outer room of some traditional doctor's (漢醫) house, but I took the opportunity of Im Sŏnggu's troupe's arrival to make a sharp turn towards the stage (舞臺).
In the 20 years of stage life (舞臺生活) since then, I've tread the boards of almost every theater troupe (劇團) imaginable—Hyŏksindan (革新團), Sin'gŭkchwa (新劇座), Kinjasŏng (緊星座 - likely related to Ch'wijasŏng?), Yŏn'gŭksa (硏劇舍), Sin Mudae (新舞臺), Hwan'gŭmjwa (黃金座), Yewŏnjwa (藝苑座), etc.—and now I'm a member of Hŭigŭkchwa (喜劇座). There were many difficult times and many joyful moments during that period. When the entire audience responds to one's performance with laughter, there's no greater feeling of refreshment. But once, something like this happened. During the Sin Mudae period, we went to perform in Inch'ŏn (仁川). We were supposed to perform a comedy called "Hamat'myŏn" (하마트면 - Almost), which Sŏk and I were in. Due to circumstances, other scripts (脚本) were frequently interrupted, and a performance scheduled to end at midnight <138> was going to finish at 10:30 PM. That night, the organizers approached us and pleaded, saying we had to drag out "Hamat'myŏn" until midnight so the audience wouldn't leave; otherwise, there would be big trouble. They begged us to extend it by several tens of minutes to finish at midnight. So, we had to stretch a 40-minute piece to an hour and a half, which was incredibly difficult.
Me - By the way, you both must have many funny nicknames (別名). Please tell us about them.
Sŏk - As I mentioned briefly earlier, after performing "Nakamura-sama" (中村樣), many people started calling me "Nakamura-sama." Also, sometimes people distort the word "Wabul" (臥佛) and call me "Kkabul" (까불 - meaning frisky or cheeky). Haha...
Chŏn - Once in P'yŏngyang (平壤), during some comedy, I sang a song that went "Punkkaro punkkaro..." (분까로 분까로...). Afterwards, when I went back to P'yŏngyang, several people called me "Punkkaro." Also, perhaps because the name "Chŏn Kyŏnghŭi" (全景希) sounded like it, some people occasionally call me "Chŏnggaengi" (정갱이 - shin). Hahaha...
Me - What are your attitudes and behaviors when you are at home (日常家庭) or meeting friends? Are you still comedic like on stage? Haha...
Chŏn - N-no. At home, I act quite dignified. But when meeting friends two or three times, we drink, sing, and have a great time...
Sŏk - We don't act like the irresponsible fools (망난이) the public might imagine! But when meeting friends and having fun, we sometimes practice comedy too. Haha...
Me - You both must be good at drinking and singing?
Sŏk - This Mr. Chŏn is very good at folk songs (民謠). Among them, "Hŭng T'aryŏng" (흥타령) is probably his best. As for drinking, both Mr. Chŏn and I are heavy drinkers! We also like to have fun...
Chŏn - Hey, you're revealing too much... Don't do that... You'll prevent me from getting married... Haha... (End) <139>

**Summary**

This 1936 interview from *Samch'ŏlli* magazine features two prominent Korean comedians, Chŏn Kyŏnghŭi and Sŏk Wabul, discussing their careers and craft. They talk about the qualifications for comedians (a mix of innate talent and dedicated research), the difficulty of constantly creating new material, their respective entries into the theater world, the troupes they worked with (Ch'wijasŏng, Sin Mudae, Hŭigŭkchwa, etc.), memorable performances, nicknames, and their off-stage personas, which they claim are more dignified than their stage characters suggest. The interview provides a candid look into the lives and thoughts of popular entertainers during the colonial period.

From a historical perspective, the article offers valuable insights into the Korean popular entertainment scene of the 1930s. It names specific actors, theater troupes (like Sin Mudae, Hŭigŭkchwa), and plays, painting a picture of a vibrant, albeit challenging, theatrical environment under Japanese rule. The actors' discussion about the hardship of creating original comedic content, the pressure to perform, and their career paths through various troupes illuminates the working conditions and artistic struggles of performers. The mention of Charlie Chaplin ("촤푸린") shows the awareness and influence of international figures even in colonial Korea. Historians might find the specific names, troupe affiliations, play titles ("Nakamura-sama," "Hamat'myŏn"), and the actors' personal reflections useful for understanding cultural life, performance practices, and the emergence of modern comedy in Korea during this era.

**Named Entities**

全景希	전경희	Chŏn Kyŏnghŭi
全-참으로 희극배우의 고통이란 대단하지요. 일반은 얼는 생각하기에 「희극배우야 모양이나 우숫광하게 채리고 무대에 올너와서 된 말 안된 말 짓거리면 되는걸!」 할넌지도 몰으지마는 , 어느 배우들보다도 고통이 만치요. 비극이라면, 벌서 脚本의 臺부터가 비극적이고 그 臺辭만 외여내려가면 눈물이 제절로 나올만 하지마는 희극이야 어데 그러슴니까! 臺辭를 쭉 읽어내려가면 그야말로 승겁기가 「綾羅島수박」이지요. 그러니 사람을 웃기는 것이 즉 업인데, 이 일을 어떡함니까! 그래서 그놈을 가지고 어떠게 사람들의 우슴통을 터트리도록만 열심히 우수운 臺辭며 표정이며 동작을 맨들어 내노라니 오직 하겟슴니까! 엇던 때는 골머리가 압흐고 뻬가 저려오지요!
나-참 그러켓서요!...그런데 두분이<137> 처음 무대에 나서서 오늘날까지 거러온 길은 엇더하엿서요?
石-내 본 일홈은 石興祚고, 고향은 강원도 春川이지요. 벌서 20년 전의 일임니다. 그 때 千漢洙氏가 經營하든 「聚星座」에 처음으로 들어가게 된 것이 오늘의 「희극배우 石臥佛」로 된 첫출발이엿서요.
나-그런데 石臥佛이란 일홈은 어떤 由來를 가지셧나요? 퍽으나 희극 배우의 일홈으로는 그럴 듯한 일홈 갓군요. 하하...
石-그 일홈도 千漢洙氏가 지어둔 일홈이지요. 石은 내 性이고 臥佛은 「누은 부쳐」처럼 평탄하고 튼튼하다는 意味지요. 벌서 일홈부터 덜된 것이 희극배우로 알마젓지요. 하하. 그 뒤 「조선극우회」를 거처 「新舞臺」 시절에 이 全君과 비로서 握手하게 되엿지요. 그런데 나의 희극배우로서의 力量도 新舞臺 時節부터이엿다고 하겟지요. 그 때는 申不出氏가 잇서서 퍽으나 재미잇게 進行되다가 申不出氏가 그만 둔 다음부터는 쓸쓸하엿지요.
그 뒤에도 여러 곳을 것처 지금의 「喜劇座」로 오게 되엿서요.
나-그 동안 가장 많이 관중을 웃기든 연극은 엇던 것이엿섯나요?
石-6,7년 전인가 新舞臺 시절에 하든 『中村樣』과 『푹발탕』이 아마 조흔 편이엿지요. 이것을 보고 생각하기를 나는 표정, 동작보다도 나의 희극의 특점은 말, 그 중에서도 조선말이 아닌 딴 곳의 말로 관중을 웃기는 것이 가장 효과적이 아닌가도 생각해 보앗지요. 그러나 역시 말에 따르는 동작, 표정을 무시할 수는 업는 일이지요마는-
나-全景喜씨는요?
全-開城이 고향이지요. 우리집에서는 旅舘業을 하엿지요. 그 때에 林聖九, 一行이 開城에 왓다가 우리 旅舘에서 들엿드군요. 그 때에 나로 말하면 어머님의 간곡한 부탁으로 藥製師가 될 양으로 어느 漢醫의 사랑방으로 단이다가 林聖九 一行이 옴을 긔회 삼어 나는 단연히 舞臺에로 急傳向을 하엿지요.
그 오늘날까지 舞臺生活 20년 간에 革新團, 新劇座, 緊星座, 硏劇舍, 新舞臺, 黃金座, 藝苑座 등 劇團이란 劇團은 모조리 밟어 지금 喜劇座의 一員까지 되엿서요. 그 동안 곤난한 경우도 많엇고 깃부든 때도 많엇지요. 자긔의 연긔에 만당의 관중이 우슴으로 활영하여 줄 때에는 여간 마음 상쾌한 일이 아니지요. 그런데 한번은 이런 일이 잇섯지요. 新舞臺 時, 仁川에 出演을 갓는데 石君과 내가 맛튼 「하마트면」이라는 희극을 하겟는데, 다른 脚本은 사정으로 中斷이 만히 되고 해서 밤 12시에<138> 끝맛추랴든 演劇이 10시 반에 끗맛출 경우가 되여서, 그날 밤 主催者 측에서 우리에게, 말하여 오기를 12시까지는 이 「하마트면」을 가지고 끄을어 나가야 관중이 헤여저가지 그러치 안흐면 큰 일이 날 터이니지 제발 멧 10분을 늘여서 12시에 끗을 맛추게 해여달나는 것이엿지요. 그래서 40분에 끗을 막을 것을 1시간 반 동안이나 끄으러 가노라고 무한한 고생을 하든 일도 잇섯서요.
나-그런데, 두분은 우수운 별명(別名)이 많을 것임니다. 그것을 말슴해 주셔요.
石-앗가도 잠간 말하엿지만 「中村樣」을 한 뒤부터는 나를 「中村樣」이라고 블느는 사람이 많드군요, 또 「臥佛」이라는 말이 변해서 『까불』이라고 불느는 사람도 간혹 보지요. 하하...
全-나는 언젠가 平壤에서 「분까로 분까로...」하는 노래를 어느 희극을 할 때에 햇는데, 그 뒤에 평양에 가니 여러 사람들이 「분까로」라고 불느드군요. 또 「全景希」라는 말이 그러케 들엿든지 『정갱이』라고 불느는 사람도 혹 잇서요. 하하하...
나-두 분이 日常家庭에서나 동무를 맛나서는 어더한 태도와 동작을 가지시난지요? 역시 무대서와 갓치 희극적인가요? 하하...
全-아-니지요. 집안에서야 퍽 점잔케 하지요. 그러나 두 번 맛나고 세 번 맛나는 동무끼리야 술 먹고 노래 부르며 멋지게 놀기도 하지마는...
石-일반이 생각하는 바와 갓치 그러케 주책 업는 망난이 짓은 안하니까요! 그러나 동무 맛나 유쾌하게 놀 때에는 희극연습도 간혹 하게 되지요. 하하...
나-두분이 술과 노래는 잘 하실 걸요?
石-이 全君은 民謠를 아주 잘 하지요. 그 중에서도 「흥타령」이 제일일걸요. 술은 全君이나 나나 무주니까요! 또 놀기도 조와하지요...
全-이 사람 넘우 부는데...그러지 말게...괜이 장가도 못들게...하하...(끝) <139>
<134-139>
