**Header Section:**
Magazine Title: 삼천리 第八卷 第六號
Publication Date: 1936년 06월 01일
Article Title: 日本에 無産黨內閣이 出現할 날이 도라올가 (Will the Day Come When a Proletarian Party Cabinet Appears in Japan?)
Author: 咸尙勳 (Ham Sanghun), 金若水 (Kim Yaksu), 元世勳 (Wŏn Sehun), 李如星 (Yi Yŏsŏng), 李寬求 (Yi Kwangu), 徐廷禧 (Sŏ Chŏnghŭi), 朴浣 (Pak Wan), 柳光烈 (Yu Kwangnyŏl)
Article Type: 설문 (Survey)

**Body Text Translation:**
Will the Day Come When a Proletarian Party Cabinet Appears in Japan?
The Day the Third Force Retreats

Ham Sanghun (咸尙勳)

The recent situation in mainland Japan is unique compared to other countries. A new force, unprecedented in foreign countries, called the "Third Force" (第三勢力), has emerged to overcome the impasse of capitalism. As long as this "Third Force" continues to exist for the time being, there will be absolutely no prospect for the advance of the proletariat.
The advance of the Proletarian Party in the recent election is a temporary phenomenon, and with this alone, it is understood that they will definitely not be able to counter this "Third Force," which has achieved temporary success in extending capitalism and is receiving a certain degree of national support.
However, while the domestic situation may be so, making it difficult for the Proletarian Party to gain power easily, in today's world where everything is influenced by the international situation, the international situation will be the most noteworthy point of discussion. Looking at the international situation today, it seems that in the not-too-distant future, there will inevitably be extraordinary actions among the capitalist powers as they try to resolve their self-contradictions.
On the day that happens, if this "Third Force" succeeds, the prospect of a Proletarian Party government will be hopeless, but on the day the "Third Force" collapses and retreats, it is certain that a Proletarian Party cabinet will surely be established. I believe that time is a matter of the not-too-distant future.

A Proletarian Party Cabinet is a Carapace-like Existence

Kim Yaksu (金若水)

...Nevertheless, synthesizing various viewpoints, just as the emergence of a fascist regime<49> in Japan belongs almost to the realm of impossibility, its future political situation will likely manifest as a regime interwoven with the two forces of fascism and liberalism as the superficial power. Facing this situation, the current legal Proletarian Party, although showing some potential for advancement, will also find it difficult to establish its own independent regime and will likely be absorbed into a so-called coalition cabinet, eventually being pushed out as a mere carapace-like existence in the final political stage.

An Unexpected Political Form

Wŏn Sehun (元世勳)

Asking when a Proletarian Party will ever seize power and form a cabinet in the political world of the East seems too roundabout and detached from reality. Only after parliamentary politics becomes effective can one speak of party cabinets, and only where party cabinets replace each other can one discuss cabinets of the propertied or proletarian parties. Now, even after three generations of National Unity Cabinets (擧國一致內閣), the time when a party cabinet will replace the National Unity Cabinet is still uncertain. Even if a party cabinet were to succeed and replace the National Unity Cabinet, the time until power passes to the fledgling (毛羽未成) Proletarian Party is even more uncertain. Looking at the general trend, liberal parliamentary politics seems to be on the path of decline. If so, future changes are more likely to bring about a political form unexpected by the current question. Either way, it cannot be predicted, nor do I wish to predict it.

The Era of the Proletarian Party Cabinet Will Surely Come

Yi Yŏsŏng (李如星)

It is believed that the day the Proletarian Party takes power will surely come. No matter how much the forces of fascism (팟쇼) are rising currently, this is merely a temporary phenomenon, and in the not-too-distant future, a Proletarian Party cabinet will surely be established. Just as political tides follow certain stages, from my perspective, although I cannot specify the timing like 10 years or 20 years, it is seen as a firm fact lying in the near future, not dragging on for a long time.

The Establishment of a "Proletarian Party" Cabinet is Merely a Dream

Yi Kwangu (李寬求)

The question of how many years later it might be possible for a "Proletarian Party" to form a cabinet in mainland Japan seems like something close to a mere dream.<50>
In today's transitional society, it seems to be the general trend to adopt dictatorial political forms between the left and right extremes. Therefore, parliamentary politics will inevitably fade away gradually in the future.
The fact that the various factions of the "Proletarian Party" made greater advances than before in the previous general election is proof of how significant the power of the "Proletarian Parties" is even in today's unstable society, while at the same time, it is seen as a slight advance based on the sentiment of "this is still better than that..." In reality, it is highly questionable how genuinely the so-called "Proletarian Party" works for the interests of the proletarian masses.
Therefore, unless there is a special political upheaval, the idea of a liberal, parliamentary "Proletarian Party" gaining power is considered a problem that cannot even be entertained.

Surely After Twenty Years from Now

Sŏ Chŏnghŭi (徐廷禧)

The national situation in mainland Japan is somewhat different from that of other countries in the world. Therefore, looking at the current situation today, it doesn't seem likely that a Proletarian Party cabinet will come about easily. However, after passing one crisis like the current situation, and leaping over another similar crisis, it is believed that a Proletarian Party cabinet will surely be realized at least around 20 years from now.

When the "Proletarian Party" Cabinet Comes

Pak Wan (朴浣)

Judging by the example of the British Labour Party cabinet, one might assert that the establishment of a Proletarian Party cabinet in Japan is an event of the not-too-distant future, but the national situation in mainland Japan today is distinctly different from that of Britain. Furthermore, even in Britain, where capitalism is developing in its most complete form, the necessity for a Labour Party cabinet is already fading today, making it even more impossible in Japan.
Then, is a Proletarian Party cabinet eternally impossible? Not necessarily. Seen from the perspective of the historical development process, it is a fact that it must inevitably come once.
That time, as long as no social upheaval occurs, will surely be impossible. On the day there is a radical change in the social system, it is certain that it will surely arrive. However, that timing is neither a distant matter of a century or half a century, nor can it be asserted<51> as 5 or 10 years. Whatever the case, it is believed to be a matter of the near future.

Using the British Labour Party as an Example

Yu Kwangnyŏl (柳光烈)

Judging by the example of the British Labour Party, which gained 3 members in Parliament in 1910 and formed a Labour Party cabinet with the esteemed MacDonald (맥드날드) as its head just 10 years later, if the Proletarian Party in mainland Japan develops smoothly and quickly, it seems likely to happen within the next 10 years.
However, even if it happens later, they will likely hold power once after 20 or 30 years.<52>

**Summary**

This 1936 survey article gathers opinions from eight Korean intellectuals on the likelihood of a Proletarian Party (socialist/communist) cabinet forming in Japan. Opinions vary widely: some see it as impossible due to the rise of a unique Japanese "Third Force" (often interpreted as militarism/fascism) and the decline of parliamentary politics (Ham, Kim, Wŏn, Yi K.). Others believe it's inevitable, citing historical trends or the example of the British Labour Party, though disagreeing on the timeframe – some predict it soon after the "Third Force" collapses or after social upheaval (Ham, Yi Y., Pak), while others suggest timelines ranging from 10 to 30 years (Yu, Sŏ). Several commentators express skepticism about the current Proletarian Party's effectiveness or genuineness (Kim, Yi K.).

From a Korean colonial history perspective, this article is revealing. It shows Korean intellectuals closely observing and analyzing Japanese internal politics, understanding its potential impact. Their discussion of Japanese fascism ("Third Force," "파쇼"), the perceived weakness of Japanese parliamentary democracy, and the potential for radical social change reflects the turbulent political climate of the era. The varying degrees of hope or pessimism about a proletarian government in Japan implicitly touch upon hopes for change in the colonial situation, as shifts in Japanese power structures could potentially alter colonial policy, though this is not explicitly stated. The engagement with international examples (British Labour Party) demonstrates their awareness of broader global political trends.

**Named Entities**

日本	일본	Japan
漸漸	점점	Gradually; increasingly
그림자	그림자	Shadow
없어짐	없어짐	Disappearance
免치 못할	면치 못할	Cannot avoid; inevitable
前般	전반	Previous; last time
總選擧	총선거	General election
諸派	제파	Various factions/groups
大進出	대진출	Great advance; significant entry
함은	함은	The fact that...; doing...
不安定	불안정	Unstable
힘	힘	Power; strength
얼마나	얼마나	How much; how great
커다란	커다란	Large; great; significant
인가	인가	Is it...? Whether it is...
證左	증좌	Evidence; proof
同時	동시	Simultaneously; at the same time
이것보다는 저것이 그래도	이것보다는 저것이 그래도	"Still, that one is better than this one..." (Comparing options)
程度	정도	Degree; extent
利益	이익	Benefit; interest
위하느냐	위하느냐	Works for; acts for the sake of
심히	심히	Greatly; extremely
疑問	의문	Doubt; question
이외다	이외다	It is... (Older polite ending)
特別	특별	Special; particular
變動	변동	Change; fluctuation; upheaval
議會主義的	의회주의적	Parliamentary (system based)
許치	허치	Permit; allow (Older spelling/form of 허락지/허용치)
問題	문제	Problem; question; issue
國情	국정	National situation; state of affairs
남다른	남다른	Different from others; unusual
現情勢	현 정세	Current situation
쉽사리	쉽사리	Easily
달아올	다가올	Approach; come (Older spelling/form of 다가올)
갓지가 안타	같지가 않다	Doesn't seem like; unlikely (Older spelling/form of 같지가 않다)
한고비	한 고비	One crisis; one critical moment/phase
뛰여 넘어서	뛰어넘어서	Leap over; overcome (Older spelling/form of 뛰어넘어서)
적어도	적어도	At least
前後하여서는	전후하여서는	Around; about (that time)
일우워질	이루어질	Be achieved; realized (Older spelling/form of 이루어질)
미더진다	믿어진다	Is believed (Older spelling/form of 믿어진다)
勞働黨內閣	노동당 내각	Labour Party Cabinet
例	예	Example
미루어 본다면	미루어 본다면	Judging from; considering
斷言	단언	Assertion; declaration
할넌지 몰으겟스나	할는지 모르겠으나	Might assert, but... (Older spelling/form)
判異	판이	Distinctly different
더구나	더구나	Furthermore; moreover
完全	완전	Complete; perfect
形態	형태	Form; shape
發展	발전	Development; progress
必要	필요	Necessity; need
안느니만치	않으니만치	As it is not...; since it is not... (Older form)
더 한층	더 한층	Even more; further
永永	영영	Forever; eternally
그러치는 안타	그렇지는 않다	It is not so (Older spelling/form of 그렇지는 않다)
歷史的	역사적	Historical
發展過程	발전 과정	Development process
必然的	필연적	Inevitable; necessary
激變	격변	Upheaval; radical change
동안에는	동안에는	During; as long as
社會制度	사회 제도	Social system
急激	급격	Rapid; drastic; radical
變遷	변천	Change; transition
밧듯이	반드시	Surely; certainly (Older spelling/form of 반드시)
確實	확실	Certain; sure
一世紀	일세기	One century
半世紀	반세기	Half a century
단언할 수는 업는 일이다	단언할 수는 없는 일이다	It is something that cannot be asserted/declared (Older spelling)
어찌되엿건	어찌 되었건	Anyway; be that as it may (Older spelling/form of 어찌 되었건)
갓차운	가까운	Near; close (Older spelling/form of 가까운)
미더진다	믿어진다	Is believed (Older spelling/form of 믿어진다)
議員	의원	Member of parliament/assembly
어든	얻은	Gained; obtained (Older spelling/form of 얻은)
불과	불과	Only; merely; just
後	후	After
堂堂	당당	Majestic; imposing; esteemed
首班	수반	Head (of cabinet); premier
順調	순조	Smooth; favorable
速히	속히	Quickly; rapidly
금후	금후	Henceforth; from now on
만약	만약	If
늣게	늦게	Late; belatedly (Older spelling/form of 늦게)


---------------------------


잡지명	삼천리 제8권 제6호
발행일	1936년 06월 01일
기사제목	日本에 無産黨內閣이 出現할 날이 도라올가
기사형태	설문

日本에 無産黨內閣이 出現할 날이 도라올가
第三勢力이 退却하는 날

咸尙勳

日本內地의 最近情勢는 다른 나라와는 特異한 情勢에 노여잇다. 資本主義의 유끼쯔마리를 「第三勢力」이란 外國에서 類例업는 새로운 勢力이  擡頭되여 이를 開拓하엿스니 當分間 이 「第三勢力」이 存續되는 동안에는 到底히 無産의 進出이란 可望이 업슬 것이다.
今番 選擧에 잇서서 無産黨의 進出이란 一時的 現象으로 이를 가지고서는 到底히 資本主義延長에 當分間의 成功을 이루워 國民的 어느 程度의 支持를 밧고 잇는 이 「第三勢力」을 對抗할 수는 업슬 줄로 안다.
그러나 國內情勢로는 그러하나, 아무리 國內勢力이 無産黨의 正權을 容易치 안케 한다 하더래도 國際的 情勢에서 모든 것이 左右되는 今日에 잇서서 國際情勢가 가장 注目 할 論點이 될 것이다. 그러면 오늘날 國際情勢로 미루워 보아 머지안흔 앞날에 列强資本主義諸國間에는 반듯이 自己矛盾을 解決할야는 尋常치 안흔 行動이 잇서질 것 갓다.
그리되는 날 이 「第三勢力」이 成功을 한다면 無産黨의 正權은 絶望이 되겟지마는 「第三勢力」이 沒落退却되는 날에는 반듯이 無産黨內閣이 成立될 것은 確然한 줄로 안다. 그 時期는 머지안흔 앞날의 問題일 줄로 안다.

無産黨內閣은 甲殼的 存在

金若水

...그러타드라도 여러가지 觀點을 綜合하면 日本에 잇서서<49> 파쇼政權의 出現은 거의 不可能에 屬한 것 만치 今後의 그 政局은 파쇼, 自由主義의 兩勢力으로서 交織된 政權이 表面的 勢力으로서 呈出될 것이다. 이러한 情勢 앞에 노혀 잇는 現下의 合法的 無産黨은 비록 若干의 進出性을 보일지라도 그도 또한 獨自的 政權樹立은 困難하고 所謂 聯立的 內閣에 吸收되여서 政治的 最後段階上에 한 개의 甲殼的 存在로 내치게될 것이올시다.

意外의 政治形態가

元世勳

東洋政界에서 無産黨이 언제나 政權을 잡ㅅ고 內閣을 組織하겟는가? 하는 設問은 너무나 迂濶하고 現實에서 떠난 設問인가 한다. 議會政治가 有能한 뒤에라야 政黨內閣을 云云할 수가 잇고 政黨內閣이 互相代替하는 곳에서라야 有産黨 혹은 無産黨의 內閣을 話題로 할 수가 잇는 것이다. 이제 擧國一致內閣이 三代나 나려오고도 아즉 擧國一致內閣이 政黨內閣으로 代替될 時間이 漠然하다. 設或 政黨內閣이 擧國一致內閣을 繼承하야 代替한다 하더라도 毛羽未成한 無産黨에게 政權이 次例되기까지는 더욱 漠然하다. 大勢로 보아서 自由主義的 議會政治가 沒落途中에 잇다고 할 것이다. 그럿타면 未來의 變化에 의하야는 至今 設問하는 意外의 政治形態가 생기기가 도리어 쉬운 것이다. 이러나 저러나 總히 預言할 수도 업고 預言하고도 싶지 아니하다.

無産黨內閣時代는 반듯이 온다

李如星

無産黨이 政權을 잡는 날은 반듯이 다라올 것으로 미더진다. 現今 아모리 팟쇼의 勢力이 擡頭하고 잇다 하드래도 이는 다만 一時的 現象이오 머지안흔 앞날에는 반듯이 無産黨內閣이 成立될 것이다. 政治的 潮流란 一定한 어떤 段階가 서잇느니만큼 나의 見地에서는 10년, 20년, 이러케 그 時期가 발켜 말 할 수는 업서도 오랜 時日까지 끄을지 안흘 갓가운 앞날에 노여 잇는 確乎한 事實이라고 보게 된다.

「無産黨」內閣成立은 한갓 夢想

李寬求

日本內地에 「無産黨」이 內閣을 組織하자면 今後 멧 해 후인면 可能할가? 하는 무르심은 한갓 夢想에 갓가운 일이 아닌가 생각됨니다.<50>
오늘날 過渡期의 社會에 잇서서는 左右 兩端間에 獨裁的 政治形態를 取해가는 것이 一般의 傾向인 듯이 생각됨니다. 그럼으로 議會政治는 今後로 漸漸 그림자가 없어짐을 免치 못할 것입니다.
前般 總選擧에서 「無産黨 諸派가 전보다 大進出를 하엿다 함은, 오늘날 不安定한 社會에 잇서서도 「無産黨」들의 힘이, 얼마나 커다란 것인가 함을 證左하는 同時에 이것보다는 저것이 그래도...」하는 程度의 것으로서, 若干의 進出을 본 것이다. 事實에 있어서는 所謂 「無産黨」이란 얼마나한 眞實性으로 無産大衆의 利益을 위하느냐 함도 심히 疑問이외다.
그럼으로 特別한 政治的 變動이 없는 한 自由主義的 議會主義的인 「無産黨」의 政權은 到底히 생각조차 許치 안는 問題인줄로 생각됨니다.

今後 二十年 뒤에는 반듯이

徐廷禧

日本內地의 國情은 世界의 다른 나라와는 좀 남다른 情勢에 노여 잇는 것이다. 그럼으로 今日의 現情勢로 보아서는 無産黨內閣이란 쉽사리 달아올 것 갓지가 안타. 그러나 지금과 같은 情勢가 한고비 넘어가서 또 이와 近似한 한고비를 뛰여 넘어서, 今後 적어도 20년 前後하여서는 반듯이 無産黨內閣이 일우워질 것으로 미더진다.

「無産黨」內閣이 올 때는

朴浣

英國의 勞働黨內閣의 例로 미루어 본다면 日本의 無産黨 內閣 成立을 머지안흔 앞날의 일이라고 斷言 할넌지 몰으겟스나, 오늘날 日本內地의 國情은 英國의 國情과는 判異한 것이며, 더구나 資本主義가 가장 完全한 形態로 發展하고 잇는 英國에 잇서서도 오늘에 와서는 벌서 勞働黨內閣의 成立을 必要로 하지 안느니만치 日本에 잇서서는 더 한층 不可能의 일일 것이다.
그러면 無産黨內閣은 永永 不可能의 것일까? 그러치는 안타. 이는 歷史的 發展過程으로 보아서 한 번은 必然的으로 올 것이 사실이다.
