Magazine Title: 삼천리 제8권 제6호
Publication Date: 1936-06-01
Article Title: 愛人 다리고 갈 사랑의 『하이킹 코-스』 (Love's "Hiking Courses" to Take Your Lover To)
Author: 李瑞求
Article Type: 잡저 (Miscellaneous writing/Essay)

Love's "Hiking Courses" to Take Your Lover To
						Yi Sŏgu
Spring has come. Let's go out for spring fun, to the mountains and waters. Flower viewing and drinking parties will surely spring up everywhere. A flood of people, a great chorus of spring songs – escaping the noise of spring, leaving the stares of the crowd, one person, one person's loving hands clasped together – where are the places laid out for just the two to enjoy the green grass and clear sky, places for just the two to sing? By the kind request of the Samch'ŏlli editor, let me try introducing a few places that come to mind, centered around Kyŏngsŏng.

Take the streetcar. The one bound for Tongdaemun – get off at Tongdaemun and enter the two-story Western-style building rising to the south. It's the station for the narrow-gauge train (긔동차) going to Ttuksŏm. It departs once every 30 minutes. 10 chŏn to Ttuksŏm Resort! You arrive in 25 minutes. At Ttuksŏm Resort, cross the sandy field for five or six chŏng (町 - approx. 109m each), and there's the Han River, flowing like oil. Instead of flower petals, white sails will beckon. Willow branches will offer greetings, and the spring breeze will bring smiles.<94> Take the ferry boat. It's 3 chŏn per person to cross! To the north, a corner of Samgaksan Mountain will rise like a picture. In the village across the river, shrouded in haze, if the scene of figures in dimly visible crimson skirts doing laundry appears, it will be like flowers placed upon silk. When you get off the ferry, ask the white-haired old man mending nets by the riverside for directions. If the white-haired old man isn't there, ask the boatman. If the boatman is young, please, the gentleman lover shouldn't ask, but the lady companion should ask. This I earnestly request. Oh, dear, I forgot to say what you should ask for...

"Pongŭn Temple (봉은사)"

It's a temple. Across the water, Pongŭn Temple – lotus flowers bloom in the front yard, there's the Hall of a Thousand Buddhas (千佛殿), spring water above the Main Buddha Hall (大雄殿), and beneath the zelkova tree, golden grass; lift your head, and luxuriant pine trees soar freely into the blue sky...
The magnificent embrace of Pongŭn Temple nestled in the woods. By the pond, there's a house selling meals. Though you won't hear the voice of a lovely young lady saying
"Have a drink,"
and you can't smell grilling fish, there are clean rooms, tasty vegetable dishes, and friendly "service" (써비쓰) prepared. The meal price is 70 chŏn per person. As you walk from the ferry landing, you cross one hill and there's also a field, albeit narrow. It's close enough that even a lady walking in high-heeled shoes won't get sore feet, let alone ankles. If just buying a meal seems dull, or if you want a snack while the meal is being prepared, it seems they also have quince tea (모과수통), beer bottles, and cider.

Streetcar fare: 20 chŏn
Narrow-gauge train: 40 chŏn
Ferry fare: 12 chŏn
Meal cost: 140 chŏn
Total: 212 chŏn

For 2 wŏn and 12 chŏn, you can have a day's spring outing. Whether there's a human landslide at Ch'anggyŏngwŏn or a chaotic crowd heading to Uidong, there's likely no better place than this for a spring outing spot where just two people can stroll without hindrance. Why couldn't you race on the sandy field? And why couldn't you sing while crossing the hill? It's a situation where you can relax, stretch out, and enjoy a day's spring outing, a hike of love. It would be a touching thing for the love of two people to be tied early, praying before the great statue of Sakyamuni Buddha to let them meet at the wedding ceremony hall (전안청), applying rouge and wearing the groom's cap (사모). It would also be meaningful to pray fervently at the Hall of a Thousand Buddhas for stubborn parents to quickly change their minds and approve the love of the two. Those who have such needs should definitely prepare about 20 chŏn in coins separately. Nowadays, it costs money even to make a request to the Buddha. There's a wooden box covered with a latticed lid; when you toss money in,
*Clang!*
it makes a sound as the money rolls in. The
*Clang!*<95>
sound, the more lively and loud it is, the more generous the heartfelt blessing (心祝) of the head monk listening will likely be. I think it might have a greater effect than inserting paper money that makes no sound.

Another course. Namsan Mountain, which you look up at morning and evening.
"I wish I could go up there just once."
"How far could it be?"
Anyone might harbor such thoughts. Samgaksan and Pugaksan are not unattractive, but they might be tiring for a lady's pace. So, those gentlemen who lack the strength to carry their lady down the mountain should choose the Namsan course. If the lady weighs over 12 kwan (貫 - approx. 45kg), even the strongest man will find it painful to carry her down a rough mountain. If fate turns cruel and you tumble, it's two corpses. Two deaths without even a will –
a love suicide (情死)!
Listeners might find it intriguing, but wouldn't it be regrettable once you're dead? At Kyŏngsŏng Shrine on Namsan, turn west, and there's the Land Survey Monument (土地調査記念碑), and below the hill behind it is a spring called "Puŏng Bawi" (부엉바위 - Owl Rock). It's been a famous spring since the 500 years of the Yi Dynasty. First, quench your thirst. As you walk up holding hands, sweat might have formed on your hands; dipping them in the clear water refreshes even the heart. Ask the child selling snacks at Puŏng Bawi,
"Where is Waryongdang (와룡당)?"<96>
They will point and say,
"It's right back here."
Namsan Waryongdang is a shrine for praying for blessings, a place once highly regarded by the powerful families of the northern and southern villages, and even now, women coming to offer devotional prayers (치성) are ceaseless. After going up to Waryongdang and praying,
"May it not rain..."
"May my lover's heart always be like today's,"
find the mountain path bit by bit and head up towards the signal fire mound (봉수). It's not unknown to anyone, but climbing one corner reveals more of the plain, and conquering one hill makes the capital city seem that much lower. Once you reach the midway point, human presence fades, and only the sound of the wind in the pines and birdsong reach your ears. Even if a squirrel startled by your footsteps gets its tail accidentally stepped on, please don't try to catch it. Spring is surely a good thing for them too. Even resting on the way, you can easily reach the Namsan signal fire mound within an hour. Though the path isn't wide, it's clearly visible, so you can leave worries about getting lost at home. I don't know if the shaman's house (당즉이집) is still there after the National Shrine (국사당) at the Namsan signal fire mound disappeared, but the spring couldn't possibly have dried up. Spread out the packed sandwiches (산도윗치 - sandwich), fruits, and snacks, take the gourd flask that was hanging from the gentleman lover's backside, and draw water to drink. The gentleman lover should find a place to sit, and the lady should go fetch the water. Although the signal fire mound looks pointed from below, when you go up, you find level ground amidst overgrown old trees, and in the gaps of the golden grass, yellow and red flowers are smiling shyly. Looking south, Kwanaksan Mountain crawls into view right before your eyes, and looking north, Samgaksan Mountain lies spread beneath your feet. What always catches the eye first are Ch'angdŏk Palace, the French Catholic Church (불란서 교당), and whether or not you hear the plaintive spring laments of those sighing in Sŏdaemun Prison, the cherry blossoms filling the base of Namsan, the dense cherry blossoms in Ch'anggyŏngwŏn, the flower clouds hanging over the hill behind Kyŏngsŏng Middle School – even without looking at them, it would be a top-tier spring outing spot. Take a nap on the grassy field. Climb a tree and play hide-and-seek. Who is there to stop you? Whose gaze would hinder your fun? Who would say anything if you act as if you're playing in your own backyard?
"Oh my goodness. There's another couple in the shade of that tree over there!"
"Look, there's another one beneath that collapsed fortress wall!"
Love's hike knows no 'us' or 'them'. The desire to enjoy it just between two is common to everyone, so what does it matter if there's another group over the ridge? Is that all? They are people walking the same path of youth and love. If one group plays a harmonica or sings a song, wouldn't it be wonderful if everyone gathered together smiling from this forest and that hillside, and perhaps even did the social dancing that's causing such a stir downtown?<97> Play at the Namsan signal fire mound until about an hour before sunset, then follow the fortress wall eastward, pass the site of Namsomun (South Small Gate), and through the pine forest path, Changch'ungdan Park comes into view. Descending to Changch'ungdan and returning by streetcar is fine. Or, if time permits and your pockets are heavy (around 2 Wŏn), head towards Hangang-ri and descend the southern mountain slope, where young boatmen and newly built ferry boats are waiting. Renting a boat and singing boat songs as you head down to Hangang Bridge or Samgae Ferry would also add to the excitement.

Bentō (벤도 - boxed lunch): 120 chŏn
Fruit: 20 chŏn
Chocolate (초코렛트): 20 chŏn
Drops (도롭프 - candies): 10 chŏn
Boat fare: 200 chŏn
Total: 370 chŏn

If you don't take the boat and return by streetcar, it costs 1 wŏn 80 chŏn. Put the drops in your mouth instead of rock candy while hiking. If, by mistake,<98> a leftover candy the gentleman was eating happens to fly into the lady's mouth, since there are no witnesses, submitting a protest has no chance of success.
"Oh my, that's delicious!"
Preparing to laugh cheerfully in advance is considered proper, both morally and hygienically.

Another course. For those who cannot spend the whole day playing, a simple course. Get off the streetcar in front of the former Kyŏnggi Provincial Office site (경긔감영) (Takezoe-chō crossroads - 竹添町四거리). Go over the hill path with rows of modern houses (문화주택) in the back alleys of Naengdong (冷洞). You will come out at the site of Yŏnhŭi Palace (연희궁터). Crossing the hill from the Yŏnhŭi Palace site and walking the path through the dense woods is the climax (크라이맑스) of this course. Ewha Womans Professional School (리화뎐문), Yonhi College (연희뎐문), and the nursery/orphanage (육아홈) are all nestled within these woods. Here and there among the pine trees, on cushions of golden grass with azalea folding screens set up, swarms of butterflies will flutter about as if welcoming the bride and groom; choose a spot as you wish and talk to your heart's content. Argue, reconcile, flirt, cry and then laugh; when you get hungry, find Sinch'on Station and take the train (trains run frequently) back to Kyŏngsŏng. If you have time left, take the narrow-gauge train (긔동차) to Tangin-ri (唐人里) and try walking upstream along the Han River. Shepherd's purse flowers abound, weeping willows have put out their green curtains, and on the Han River flowing like silk, the poetic mood will ripen with boat songs drifting from Panghwado Island. As you walk up along the riverbanks through Hajung-ri (賀中里), Kamŭndol (玄石里 - Hyŏnsŏk-ri), T'ojŏng-ri (土亭里), scenes unfamiliar to your eyes at every ferry landing will surely provide you with 120% satisfaction.

Another course. Take the streetcar to Ch'ŏngnyangni. Then, enter the side road by the police substation (순사주재소) and take the main road going to the Forestry Experiment Station (림업시험장). Go over "Ojum Kogae" (오줌고개) – do you all know Ojum Kogae? If not, go ask at the nearby motor pool (자동차부). To the west side, there's a narrow path through the woods. Enter this path, and the affairs of Seoul are forgotten.
"Ah, this is nice."
Such words will surely escape from the lips of one of the two. Walk along this cozy path through the woods, where flowers bloom, butterflies fly, and birds sing, as if dreaming, singing songs. Wherever you end up, be it a rice paddy ridge or a hillside slope, if you don't head west, you'll emerge in front of Posŏng College (보성뎐문학교) in Chongam-ni before covering even 5 ri (里 - approx. 2km). Here lies the tomb of Princess Myŏngon (명온공주), and in the large tile-roofed house resembling her tomb shrine, hangs a plaque reading "Yŏnsu Pavilion" (延壽閣). This place offers baths and simple Japanese and Chinese cuisine. It's clean and quiet. For about 1 wŏn 50 chŏn per person,<99> you can spend several hours playing, have a meal, and return. On the hill behind Yŏnsu Pavilion, there's a gently sloping hill covered in golden grass, truly well-maintained like a golf course (꼴푸장). Rolling around here for just an hour will make the fatigue from walking from Ch'ŏngnyangni vanish like clouds. What burden is the 15-minute walk back to the streetcar line?

Another course. Take the streetcar. Get off at the Hyojadong terminus and go outside Chihamun Gate. Apple blossoms are in full bloom, and clear water flows over a bed of jewel-like white rocks. Even worries that burdened you while crossing the pass will surely be cleared away by just one listen to this water's sound. Segŏmjŏng is also nice, and going beneath the hill enshrining the stone Buddha to pledge that the two will not change their minds is also a memorable act. Don't worry if your clothes get wet while catching crayfish in the rock crevices. The gentle spring breeze will surely dry a wet silk skirt hem in no time. Around here, it seems there won't be much scolding even if you pick some flowers to take back; feel free to pick a handful of red azaleas or rhododendrons and return. There's also one place that sells meals. However, I advise you to ask the price beforehand and then eat. For the return, go out via Hongjewŏn and take the bus (뻐쓰); crossing Muhakchae Pass brings you to Hyŏnjŏdong. The fare, including the city streetcar transfer ticket, is 8 chŏn. For enjoying the charm of beautiful rocks and water (수석) and the scenery deep in the mountains, it gets full marks! However, although the path isn't very long, the round trip might be about 15 ri (approx. 6km), so I advise you to demand grim determination from a young lady wearing high-heeled shoes. Of course, for this course, you can reverse the starting and ending points. Well, this seems to cover most of the worthwhile places to go from Kyŏngsŏng. Now, have fun and return safely.<100>

**Summary**

This 1936 article by Yi Sŏgu in Samch'ŏlli magazine suggests several "hiking courses" near Kyŏngsŏng (colonial Seoul) suitable for young lovers seeking privacy and natural beauty during spring. It details routes involving combinations of streetcars, narrow-gauge trains, ferries, and walking to places like Pongŭn Temple, Namsan Mountain (including Waryongdang shrine and the signal fire mound), the Sinch'on/Yŏnhŭi area, the Forestry Experiment Station near Ch'ŏngnyangni, and the area beyond Chihamun Gate towards Segŏmjŏng. The author provides practical advice on transportation, costs, food options (including packed lunches or local eateries), and activities, emphasizing quiet spots away from crowds where couples can enjoy nature and each other's company, even suggesting prayers for their relationship's success or playing hide-and-seek. The tone is lighthearted and encouraging, offering specific directions and estimated expenses for each outing.

From a historical perspective, the article offers a fascinating glimpse into middle-class leisure activities and dating culture in colonial Seoul. It reveals the transportation infrastructure (streetcars, trains, buses, ferries) available and its cost, the blend of traditional Korean sites (temples, shrines, palace grounds, historical markers) with colonial/modern elements (Western-style buildings, Japanese place names like Takezoe-chō, Kyŏngsŏng Shrine, Forestry Experiment Station, modern colleges, mentions of Sŏdaemun Prison, Japanese food like 'bentō'), and changing social norms allowing young men and women to go on unaccompanied outings. The mention of specific costs, the suggestion of praying for parental approval for relationships, the casual reference to "social dancing," and the description of picnic spots reflect the evolving urban lifestyle and aspirations under colonial rule.

**Named Entities**

李瑞求	이서구	Yi Sŏgu
무르녹으오리다	무르녹으리다	Will ripen/mellow (older form)
오르랴면	오르려면	If one intends to go up
마다	마다	Each, every
님의	임의	Your (archaic/poetic 'lover's')
익지	익지	Familiar
안튼	않던	Was not (older spelling)
드리오리라	드리리라	Will give (humble, older form)
엽길노	옆길로	Into the side road (older spelling)
드러서서	들어서서	Entering (older spelling)
너머스면	넘어서면	If one crosses over (older spelling)
아심니가	아십니까	Do you know? (older spelling)
모르시거든	모르시거든	If you don't know (honorific)
갓가운	가까운	Nearby (older spelling)
무러보십시요	물어보십시오	Please ask (older spelling)
짝	쪽	Side
이저짐니다	잊어집니다	Is forgotten (older spelling)
조타	좋다	Is good (older spelling)
흘너	흘러	Flowing, escaping (older spelling)
좀은	좁은	Narrow (older spelling)
알들한	알뜰한	Cozy, neat, frugal
브르며	부르며	Singing (older spelling)
닥치는	닥치는	Reaching, encountering
두렁	두렁	Ridge (between fields)
비탈	비탈	Slope
안가시면	안 가시면	If you don't go (older spelling)
나스게	나서게	To emerge, come out (older spelling)
압흐로	앞으로	To the front of (older spelling)
묘막	묘막	Tomb-side hut
패	패	Plaque, sign (牌)
달엿슴니다	달렸습니다	Is hanging (older spelling)
정갈하고	정갈하고	Neat and clean
압헤	앞에	Per (person) (older spelling)
가량이면	가량이면	If it is approximately
몃	몇	Several, a few (older spelling)
노시다가	노시다가	Playing and then (honorific)
뒤	뒤	Behind
그야말노	그야말로	Truly, indeed (older spelling)
손질	손질	Tending, maintenance
해 노흔	해 놓은	Having done (maintenance)
꼴푸장	골프장	Golf course (loanword adaptation)
깔닌	깔린	Spread, covered (older spelling)
노헛슴니다	놓였습니다	Is laid out (older spelling)
뒹굴면	뒹굴면	If one rolls around
것치듯	걷히듯	As if clearing up (clouds)
걸니는	걸리는	Taking (time) (older spelling)
벅차겟슴니가	벅차겠습니까	Would it be burdensome? (older spelling)
종뎜	종점	Terminus, end point (older spelling)
밧글	밖을	Outside (older spelling)
나스시요	나서시오	Please go out (imperative, older form)
능금꼿	능금꽃	Crabapple blossom (older spelling)
백옥	백옥	White jade
바탕	바탕	Base, foundation
우흐로	위로	Over, above (older spelling)
흘너나림니다	흘러내립니다	Flows down (older spelling)
넘든	넘던	Which one crossed (older spelling)
진땁	진땀	Sweat from effort/exertion
풀닐	풀릴	Will be resolved/relieved (older spelling)
뫼신	모신	Enshrined, attended (older spelling)
안키	않기	Not doing (older spelling)
맹세	맹세	Oath, vow
긔념될만한	기념될 만한	Worth commemorating
돌틈	돌틈	Crevice between rocks
가제	가재	Crayfish
저젓다고	젖었다고	Saying it got wet (older spelling)
말녀	말려	Drying (older spelling)
놋코	놓고	Putting, leaving (older spelling)
꺽거	꺾어	Breaking off, picking (flowers) (older spelling)
꾸즈람	꾸지람	Scolding, rebuke
업슬	없을	Will not be (older spelling)
뜻	듯	As if, likely
빨갓케	빨갛게	Redly (older spelling)
철죽	철쭉	Royal azalea (older spelling)
자시기를	잡수시기를	To eat (honorific, older spelling)
귀로	귀로	On the way back (歸路)
뻐쓰	버스	Bus (loanword adaptation)
너머	넘어	Crossing over
이름니다	이릅니다	Reaches, arrives at
료금	요금	Fare, fee (older spelling)
승환권	승환권	Transfer ticket
껴서	껴서	Including (older spelling)
수석	수석	Beautiful rocks and water (often scenic)
빗	빛	Light, color, scenery (older spelling)
만뎜	만점	Full marks, perfect score
머지는	멀지는	Not far (older spelling)
안으나	않으나	Although not
왕복	왕복	Round trip
뒤축	뒤축	Heel (of a shoe)
놉흔	높은	High (older spelling)
비장한	비장한	Determined, resolute (tragic undertone possible but likely just 'firm' here)
결심	결심	Decision, determination
강요하시기를	강요하시기를	To compel, demand
것구로	거꾸로	Reversely, backwards (older spelling)
돌녀도	돌려도	Even if turned/reversed (older spelling)
빼지	빼지	Omitting (older spelling)
안은	않은	Not (older spelling)
무양히	무양히	Safely, without incident (無恙-)


---------------------------


잡지명	삼천리 제8권 제6호
발행일	1936년 06월 01일
기사제목	愛人 다리고 갈 사랑의 『하이킹 코-스』
필자	李瑞求
기사형태	잡저

愛人 다리고 갈 사랑의 『하이킹 코-스』
						李瑞求
봄은 왓다. 산으로 물노 봄노리를 가자. 꼿구경 술타령은 곳곳이 버러지리라. 사람의 홍수 봄노래의 대합창- 봄의 소음을 버서나 무리의 눈총을 떠나 한 사람, 한 사람의 사랑의 두손길- 프른 잔듸 맑은 하늘 두리만 즐길 곳, 두 사람 만이 노래 부를 곳은 어대어대 벌녀 잇나. 삼천리 편즙장의 은근한 주문- 생각나는대로 몃 곳, 경성을 중심으로 소개해 보기로 하자.
뎐차를 타시요. 동대문행- 동대문서 나리시거든 남편에 소사잇는 이층 양관으로 드러가시요. 뚝섬가는 긔동차의 정거장임니다. 30분에 한 번식 발차기 됨니다. 뚝섬유원디까지 10전! 25분만에 도착함니다. 뚝섬유원디에서 모래밧을 오륙뎡 가로 건너가면 기름 가치 흐르는 한강. 꼿닢대신 흰돗대가 손짓을 하오리다. 버들가지가 인사를 드리고 봄바람이 우슴을 치오리다.<94> 나루배를 타시요. 한 사람 건느는데 3전! 북으로 삼각산의 한모통이가 그림갓치 소사잇사오리다. 아즈랑이에 자옥싸힌 강 건너 마을에는 어렴풋이 다홍치마 자리들의 빨내하는 풍경이 보히면은 비단 우에 꼿을 언즌 세음되리다. 나루배를 나리시거든 강가에서 그물을 꾀매는 백발 노인에게 길을 무르시요. 백발 노인이 안게시거든 배사공에게 무르시요. ㅣ배사공이 점거든 사랑양반이 무러 보시지 말고 안악양반이 무러 보십시요. 이것만은 신신 부탁임니다. 아차, 차, 무엇을 무르시라는 말슴을 뺏슴니다 그려...
『봉은사』
절임니다. 물 건너 봉은사이라면 압뜰에 연꼿이 피고 천불전(千佛殿)이 잇고 대웅뎐 위에 약물이 잇고 느틔나무 밋헤는 금잔듸 고개를 들면 프른 하늘에 마음것 소슨 락락장송...
숩속에 안겨 잇는 봉은사의 장엄한 배포. 연못가에는 밥파는 집이 잇슴니다. 어엿븐 자근 아씨네의
한 잔 드십시요.
소리는 업고 고기 굽는 냄새는 맛흘 수 업스나 깨끗한 방과 맛가로은 채소와 다정한 『써비쓰』가 갓추어 잇슴니다. 밥갑은 일인분 70전- 나루에서 거러가시는 데로 언덕도 하나 넘고 좁으나마 벌판도 잇슴니다. 안악네가 굽놉흔 구쓰로 거러도 발 커냥 발목도 아프지 안을 만콤 갓갑슴니다. 밥만 사먹기 심심하시거나 밥 지을 동안 주전부리를 하시랴면 모과수통도 잇고 맥주병 사이다도 잇는 모양임니다.
뎐차삭 20전
긔동차 40전
선가 12전
밥갑 140전
합계 212전
2원 12전이면 하로의 봄노리가 됨니다. 창경원에 사람의 사태가 나든 우이동으로 떼난리가 나든 단 두 사람의 거릿낄 곳 업는 봄노리 터로는 이만한 곳이 업겟슴니다. 모래밧헤서 경주인들 못하며 고개를 넘을 때 노래인들 못부를 배안 이니 마음 놋코 긔펴고 하로의 봄노리 사랑의 하이킹, 두 사람의 사랑이 일즉암치 매듭저서 연지 찍고 사모 쓰고 전안청에서 마조 보게 해달나고 석가여대불상 압헤 긔도를 드려 보는 것도 감격한 일이겟고 완고한 부모가 속히 마음을 돌녀 두 사람의 사랑을 승인하도록 해달나고 천불뎐에 웅원을 비는 것도 의미 잇는 일일 것임니다. 이러한 필요가 잇는 분은 반다시 동전을 20전 가량 따로히 준비를 해  가지고 가십시요. 요사히는 부처님께 청을 드리는데도 돈이 듬니다. 나무궤짝에 창쌀 뚜겅이 덥혀 잇서 돈을 던지면
쩽그렁!
소리가 나며 돈은 굴너드러 감니다. 이
쩽그렁!<95>
소리가 활발하고 요란할사록 귀를 기우리고 잇는 주지스님의 심축(心祝)이 후해질 것임니다. 소리 안나는 지전을 넛는 이상의 효과가 잇슬가 함니다.
또 한 코-쓰. 조석으로 치어다 보는 남산.
「저긔나 한번 올나가 보왓스면」
「얼마나 멀가」
누구든지 이가튼 생각을 가지고 게실 것임니다. 삼각산 북악산도 그립지 안은 배 안이나 안악네 행보로는 괴로울는지 모르니 산을 나릴 때 아가씨를 업고 나려올 긔운이 업는 분은 남산 코-스를 택하십시요. 안악네가 12관 이상만 되시면 아모리 건장한 분이시라도 업고서 험산을 나리시기는 고통이시리다. 팔자 사나워 딍구는 날이면 두 주검남니다. 유언장도 업는 두 죽엄
정사!
듯는 이는 자미 잇슬지 모르나 죽고 보면 원통치 안켓슴니다. 남산경성신사에서 서편으로 도라스면 토지 조사 긔념비가 잇고 그 뒤 언덕 밋흐로는 『부엉바위』라는 약물터가 잇슴니다. 리조 500년 래로 유명한 약물터임니다. 우선 목을 추기시요. 손목을 잡고 올나가시는 동안에 손에 땀도 낫스려니 맑은 물에 손을 담그면 마음까지 쇄락해짐니다. 부엉바위에서 과자 파는 아해에게
『와룡당이 어듸냐』<96>
무르시면
『바로 요 뒤올시다』
가릇키리다. 남산 와룡당이라면 복을 비는 신당, 남북촌 재상가에서 한참 세우든 곳이요 지금도 치성하러 오는 안악네가 끈이지 안슴니다. 와룡당에 올나가
「비가 오지 안토록...」
「애인의 마음이 늘 오늘 갓도록」
축수발원을 하신 뒤 차근차근 산길을 차저 봉수로 올나가기로 하십시오. 누가 모를 바가 안이나 한모룽이를 올느면 한 벌판이 더 보히고 한 언덕을 정복하면 장안은 한 언덕 만콤 얏하짐니다. 중턱만 올나스면 인적은 끈치고 솔바람 새소래만이 귀에 들님니다. 발자최에 놀낸 다람쥐의 꼬리가 잘못 발길에 발피드라도 항여 잡지는 마십이요. 봄은 그네들에게도 조흔 일 것이외다. 남산 봉수까지 쉬여 올나도 1시간이면 넉넉히 올나감니다. 길은 널지는 못하나마 분명히 보히는 지라 길 몰나 오지 못할 걱정은 댁에다가 내던지고 가시어도 좃슴니다. 남산 봉수에 『국사당』이 업서진 뒤로는 당즉이집이 그저 잇는지 모르나 약물터은 말넛슬니가 만무하니 싸가지고, 갓든, 산도윗치, 실과, 과자를 펼처 놋코 사랑 양반의 꽁문이에 걸녓든 표주박을 떼어서 물을 떠 잡수십시요. 안즐 자리는 사랑 양반이 잡으실 일 물은 안악네가 뜨러 가실 일, 보기에는 봉수가 뽀족해 보혀도 올나가 보면 로목이 욱어진 곳에 평지가 벌녀 잇고 금잔듸 틈틈이 누릇 꼿 붉은 꼿이 수접게 웃고 잇슴니다. 남쪽을 보면 관악산까지 눈 압헤 긔어 들고 북쪽을 보면 삼각산까지 발 아래에 깔녓슴니다. 언제 보와도 눈에 몬저 띄우는 것은 창덕궁과 불난서 교당 서대문 형무소에서 한숨 짓는 이들의 처량한 봄타령이야 들녀오든마든 남산 밋헤 가득찬 벗꼿 창경원에 욱어진 벗꼿 경성중학 뒤 언덕에 어리운 꼿구름 안바라보와도 봄노리터로서는 특등일 것임니다. 잔듸밧헤서 낫잠이라도 주무시요. 나무 우에 올나가 숨박곡질이라도 하십시요. 누가 잇서서 못하며 누구의 눈이 끄려서 못노시릿가. 당신네의 후원에서 노시는 심치신들 누가 무엇이라 하오릿가.
「아이그머니나. 저편 나무 그늘에도 잇구료」
「저런 저 허무러진 성 밋헤도 잇구료」
사랑의 하이킹은 너나가 업다. 두리만 즐기랴는 욕심은 너나가 업스니 등너머에 또 한패가 잇기로서니 상관이 잇겟슴니가. 그나 그 뿐임니가. 가튼 청춘 가튼 사랑의 길을 것는 사람들이니 한패가 하모니까나 불고 노래를 불너주거든 이 숩속 저 언덕 밋헤서 싱글벙글 모도 모혀서 산밋헤서 한참 말성 만흔 사교춤이라도 추는게 멋드러지지나 안켓슴니가.<97> 남산 봉수에서 해질머리 1시간만 남기고 노시다가 성을 끼고 동으로 향하면 남소문(南小門) 터를 지나 송림 사히길 장충단이 보힘니다. 장충단으로 나려서 뎐차로 도라와도 좃코 시간이 남고 주머니가 묵직하거든(2圓 가량 한강리로 향해 남쪽 산비탈노 나리시면 절문 사공과 새로 지은 나루배가 대령을 하고 잇슴니다. 배 한 척을 비러 타고 배노래나 불너가며 한강교이나 삼개나루로 나리시는 것도 흥을 도을만 할 것 임니다.
벤도(나무갑에 담은 것) 120전
실과 20전
초코렛트 20전
도롭프 10전
선가 200전
합계 370전
배를 타지 안코 뎐차로 도라오시면 1원 80전이면 됨니다. 도롭프는 등산할 때 어름사탕 대신 입에 무십시오. 잘못<98> 실수해서 사내 냥반이 자시다 남은 사탕이 안악네 입으로 튀어들드라도 증거인이 업는 이상 항의를 제출해야 익일 가망이 업스니.
아이고 고것은 너 맛나다.
명랑히 우슬 준비를 미리 하고 가시는게 도덕상으로든지 위생상으로든지 지당하다고 생각함니다.

또 한 코-스. 하로 해를 다 노지 못할 분들을 위하야 간단한 코-스. 경긔감영(竹添町四거리)
압헤서 뎐차를 나리십시요. 냉동(冷洞) 뒤골목으로 문화주택이 즐비한 언덕길을 넘으십시요. 연희궁터로 나가게 됨니다. 연희궁터에서 언덕을 넘고 욱어진 숩 사히길을 것는 동안이 이 코-스의 크라이맑스임니다. 리화뎐문 연희뎐문 육아홈이 다 이 숩 사히에 안겨잇슴니다. 이곳 저곳 송림 사히에 금자듸 보료에 진달네 병풍을 치고 색시 신랑을 마지하노라 나븨떼가 소짓을 하리니 소원대로 골나서 실토록 이약이 하십시요. 쌈도 하고 하회도 하고 꺼들느기도 하고 울고 나서 우서도 보다가 배가 곱흐거든 신촌정거장을 차저가 긔차를 타고 (긔차는 자조 잇슴니다) 경성으로 도라 오십시요. 만일 시간이 남으시거든 당인리(唐人里)까지 긔동차로 가시어서 도보로 한강을 거슬녀 올나보십시요. 장다리꼿이 욱어지고 수양버들이 유록장을 첫는데 비단갓치 흐르는 한강에는 방화도에서 떠오는 배노래에 시취가 무르녹으오리다. 하중리(賀中里) 감은돌(玄石里) 토정리(土亭里) 강가로 지나 오르랴면 나루마다 강 님의 눈에 익지 안튼 풍경이 반다시 12분의 만족을 드리오리라.

또 한 코-스. 청량리까지 뎐차로 가십시요. 그리하야 순사주재소 엽길노 드러서서 림업시험장으로 가는 큰 길노 드러스십시요. 『오줌고개』를 너머스면 여러분 오즘고개를 아심니가. 모르시거든 갓가운 곳에 잇는 자동차부에 가 무러보십시요. 서편짝 숩 사히로 좁은 길이 잇슴니다. 이 길를 드러스면 서울 일은 이저짐니다.
아-조타.
소리가 두 분 중 누구의 입에서든지 흘너 나올 것 임니다. 숩 사히 좀은 길 꼿도 피고 나븨도 날고 새도 우는 알들한 이 길를 꿈 꾸듯이 노래를 브르며 행진하십시요. 닥치는 곳이 논두렁이거나 언덕비탈이거나 서편으로 안가시면 5리도 못가서 종암리 보성뎐문학교 압흐로 나스게 됨니다. 이곳에는 명온공주님의 산소가 잇고 그 묘막 갓치 된 큰 기와집에는 연수각(延壽閣)이라는 패가 달엿슴니다. 이 집에는 목욕도 잇고 일본요리 청요리의 간단한 음식도 됨니다. 정갈하고 조용한 곳임니다. 한 분 압헤 1원 50전 가량이면<99> 몃 시간이고 노시다가 식사까지 하고 도라오실 수가 잇슴니다. 연수각 뒤 언덕에는 그야말노 손질 잘 해 노흔 꼴푸장 가튼 금잔듸 깔닌 언덕이 비슷이 노헛슴니다. 여긔서 1시간만 뒹굴면 청량리에서 거러온 피곤은 구름 것치듯 할 것이니 뎐차길까지 거러나가는데 15분 쯤 걸니는 수고야 무엇이 벅차겟슴니가.
