잡지명	개벽 제5호
발행일	(Not specified in text)
기사제목	最近의 詩壇(月評) -羊鳴, 步星, 耀翰, 春園, 春城 諸君의 詩를 읽고- (The Recent Poetry Scene (Monthly Review) -After Reading the Poems of Messrs. Yangmyŏng, Posŏng, Yohwan, Ch'unwŏn, Ch'unsŏng-)
필자	黃錫禹
기사형태	문예평론 (Literary Criticism)

The Recent Poetry Scene
(Monthly Review) -After Reading the Poems of Messrs. Yangmyŏng, Posŏng, Yohwan, Ch'unwŏn, Ch'unsŏng-
						By Hwang Sŏk-u

Preface

There is no one as lonely as a writer who is not followed by criticism. A work without criticism is like a single person without a partner among humans. If one were to speak of art from a biological viewpoint, a work without criticism could be called half a unit of art. Just as a single person unites with someone of the opposite sex to gain a complete personality as a human unit, harmony of gender, and reproductive ability, a single work gains its true value only when united with the opposite sex called criticism. Recently, among our educated young men and women, there are many without partners. The reasons are said to be, first, the inability to achieve mutual understanding; second, individual vanity and vain desires; and third, individual arrogance. Perhaps the absence of criticism in the Chosŏn literary world stems from similar reasons? Indeed, the reasons for the lack of criticism in our literary world can be said to be: first, the inability to gain understanding among the writer, the critic, and the reader. That is, if a critique becomes somewhat harsh, emotional problems arise to the point where the friendship between the critic and the writer is severed, and consequently, readers try to gauge the closeness or distance between the writer and the critic based on the leniency or harshness of the critique. Second, the writer always tries to receive criticism worth thousands or millions of times more than the value of the work, while the critic holds the vanity and malicious desire to enhance their own reputation through criticizing others' works. Third, without any conditions or reasons, the writer distrusts criticism, and the critic looks down on others' works.

Although such phenomena are unavoidable in a society in transition, the so-called criticism of others' works that one often hears in magazines or newspapers, or in gatherings of people, is entirely derived from private intentions, personal dislikes, or the usual impure and unclean preconceived notions and utilitarian motives of seeking to elevate oneself. It is
only untrue<89> non-artistic worthless criticism (駄評) and malicious criticism. Originally, in our literary world, there is not a single person who possesses a systematic and deeply rooted cultivation in any one field, be it poetry or novels. Because they readily adopt and utilize any new phrase they see in others' magazines or writings, what they say after one hour differs from what they say after two hours, and what they say after two hours differs from what they say after three hours. Consequently, their criticism of others' works is also like this. Their so-called "critique" is not done with reason or any penetrating artistic eye, but, as mentioned earlier, primarily based on feelings about the person. Therefore, yesterday's genius and masterpiece become zero or less than zero today. Not only is the criticism like this, but the so-called works themselves are also unworthy of receiving others' critiques. So-called novels are all like advertisements for delinquent youths' seduction of the opposite sex, or like public letters to that effect, and so-called poems are merely like collections of colored letters assembled like a child's colorful wrapping cloth. Amidst this, they act like Tolstoy (톨스토이然), like Shakespeare (沙翁然), like Ibsen (입센然), like great poets (大詩人然), like great thinkers (大思想家然), putting on airs as if their noses reached the sky. Even if a trustworthy critic were hiding somewhere, what could they possibly throw their brush of criticism at in such a place?

Putting on airs (like a naive scholar living in an uninhabited mountain gorge who, having learned a thousand characters, boasts of being the greatest writer and literary figure in the world) might, depending on its nature, still have points deserving sympathy and endearment. However, among them, there are even petty thieves, smaller and uglier than those who steal others' shoes or short canes (短杖), who steal others' essays or poems and pass them off as their own, posting them prominently in major newspapers to deceive and sell to the public.

This might seem like a digression, but the other day, a friend told me, "Among those singled out in the society of students studying abroad, you were pointed out as one of the complainers."
This might perhaps be an apt critique of me. Yes. I know that my long-standing dissatisfaction has brought about my current adversity. Until now, I have cursed and looked down upon all sorts of low-minded individuals and short-sighted people in all segments of Chosŏn society—the so-called talented class, the prominent figures class, the intellectual class—whenever I encountered them. To be honest, I am not refraining from cursing even now. But how could one not curse these base and unclean elements who lack conscience and character?

Without needing to elaborate further, I simply hope for the Chosŏn literary world, more than the emergence of great works, firstly the refinement of the writers' character as human beings, and also that proper criticism, which does not hinder the growth and development of all kinds of emerging works, will flourish
day by day<90> alongside those works.

Poems by Various Gentlemen Appearing in Recent Monthly Publications

I have often received requests from friends to write monthly poetry reviews, but as readers know, the various magazines—if there are five types a month, five types, if six types, six types—do not all come out at the end of the month at once. Some come out once every three or four months, and in severe cases, some magazines shamelessly feign innocence without any news for half a year or a year after publishing just one or two issues. Thus, attempting a monthly review in the current state of the magazine world is like waiting with a sharpened pencil to transcribe the honeymoon stories of a kindergarten child after they reach adulthood.

However, the various magazines published between July, August, and September—*Sŏgwang* (曙光), *Kaegwan* (開關), *Sŏul* (서울), *Ch'angjo* (創造), *Kongje* (共濟), *Haksaenggye* (學生界), *P'yehŏ* (廢墟), etc.—provided enough material to attempt a monthly review, rather than just the convenience for it. Although it is called "enough material," not only its quality but even its quantity, the total amount of poetry published by several people over three months, does not reach even half of the work published by a single person in a Japanese monthly literary magazine. Despite this, I also cannot understand the hearts of those who often complain, "There are too many people writing poetry in the Chosŏn literary world."

Poems by Mr. Yangmyŏng

Your poem "New Life" (새 生命), published in *Kongje* No. 1, sings of the crimson agony of a popularized superman—a superman powdered with the common folk's dust. The spirit that rebukes modern humanity, which climbs to the false, sunlit peak of human nature only to breathe air like stagnant, dark-blue pond water, is indeed vivid and heroic. However, the plea, "Oh, sun of divine wisdom (神智), divine love (神愛), I pray, make me faint! Burn me to death!" is too primitive and crude for the sentiment of a modern poet.

Flaws as an Artwork
1. Too epigrammatic.
2. Too fragmentary.

Poems by Mr. Posŏng

Your poem "Who is He" (그가 뉘냐), published in the same *Kongje* No. 1, has more flaws than merits. Firstly, I believe the title "Who is He" itself is mistaken. The character presented in the poem is only "a naked child calling for its mother sinking like smoke beneath the blue waves of eternity." Then, the characters are only you, who sees this, and that
naked child,<91> just two people. Isn't it impossible to use the third person "he" here? And, as I always say when I meet you, you have a tendency to try to create moods through "words" rather than using "words" as vessels to contain moods. Examples include phrases like "In the mysterious breast, distant waves dance to a brilliant melody" or "the blue waves of eternity" (프른 永遠의 물결).

However, whenever I encounter your poetry, there is always a feeling like looking down into a sea darker than lacquer, where waves that seem to shake the heavens churn.

Also, your poem "Sparrow Bitten by a Snake" (배암에 물린 참새), written in the same journal, similarly has flaws like the indiscriminate use of phrases that seem like set idioms, such as "the shed feather of love" (戀愛의 흘른 어미의 깃), "the joy of hope" (希望의 歡喜), or "the dew of despair" (絶望의 이슬).

However, this poem is a work surprisingly rich in symbolic elements for you, who are originally an opponent and spitter-upon of "aristocratic culture."

Your poem "Sound of Your Footsteps" (네 발자국 소리), written in *P'yehŏ* No. 1, depicts the deep-seated, burning inner torment (苦惱) of modern man, like witnessing the fearsome, painful, sad, momentary frenzy and sobbing madness (狂姿) of a crow, heavy with the sin of greed from having devoured every single magpie chick in all the villages, as it tries to transform into a quiet, lonely "cicada."

However, here too lies your chronic ailment: your unique artistic language (藝語), such as "dew of longing" (憧憬의 이슬), "trembling vibration" (戰慄의 微動), "night of terror" (恐怖의 밤), "mysterious crow" (神秘의 가마귀), "iron chains of oppression" (壓迫의 쇠사실), etc.

Poems by Mr. Yohwan

Your "Life and Death" (生과 死), written in *Ch'angjo* No. 7, is a poem softer and kinder than colors, possessing a feminine beauty like being brushed on the cheek by fine threads of rain falling carried by a fragrant breeze like the light honey (淡蜜) of a spring evening. Its technique is orderly, its sensibility delicate, unconsciously stealing a passionate kiss from the reader.

The sections (1) and (2) under "Life" (生) in that poem are like listening to the sad romance of a young, blue-clad widow without children or parental home. Enduring unbearable abuse, contempt, and slander from her cruel and wicked mother-in-law and brother-in-law, she attaches her heart solely to the cute "chirping" of the neighboring children—living aimlessly day by day, weeping like rootless duckweed (浮萍草), wrapped in long, cold, "fleeting" sorrow.

And below that, like a person at death's door, limbs limp from opium addiction (鴉片), or like a powerless, weak, pitiful candle flickering on a hillside on a winter night fanned madly by a storm,<92> gazing up at the dawn of eternal life arrayed with stars like diamond fragments, you sigh, throat choked. The dear, beautiful face (姿) of "Death" (死), singing as if greeting you, as if embracing you, with pure eyes like spring water and a clear, melodious voice, flickers before my eyes, unbearably.

However, reading any of your poems, there is always the suspicion that they lack the painful, bitter, sharp, strong, and deep inner torment, as if refined by a knife or tempered by a hot iron (火鐵). Instead, they often employ words driven by a shallow mood and light talent carried by the wind. (Not that there isn't beauty there). You are, to whatever extent, a person who values sensation. However, I wonder how it would be if you "added deeper contemplation."

In terms of depth of mood, the poem "Loneliness" (외로움), published in *Ch'angjo* No. 6, is better than "Life and Death." I hope you do not abandon that path but proceed along an even deeper one.

Poems by Mr. Ch'unwŏn

I am quite glad that Mr. Ch'unwŏn has found the leisure to become a person of the literary world again. However, his poem "Spring in Kangnam" (江南의 봄), written at the beginning of *Ch'angjo* No. 7, does not seem to have been written as poetry, no matter how much I think about it. Since you originally enjoy mischief (작난), perhaps you wrote it sarcastically for the current Chosŏn populace (朝鮮民衆) with their childish literary appreciation, saying, "You pathetic fools! Enjoy reading something like this." However, speaking with
full sympathy, it could be called a masterpiece of initial resolve (初心), written while reminiscing about your childhood when you made a military cap (軍帽) out of a cigarette box (卷烟箱子), carried a conch shell trumpet (喇叭) and a bamboo gun (竹銃), played war, and cheerfully strode boldly (大步·濶步) along the rice paddy ridges under the village willow trees. Beyond this, I cannot write anything more.

Poems by Mr. Ch'unsŏng

I read with interest both your poem "Excursion on the Han River" (漢江遊) in *Sŏul* No. 5 and "Moonlight" (月色) in *Haksaenggye* No. 2. How wonderful it would have been if they were not simple poems about a boat trip (船遊) or moonlight, but poems depicting the author's inner landscape (心像). However, even if these are simple descriptive poems (寫生詩) of moonlight or a boat trip, I cannot help but admire your pure (淸醇), ardent (烈熱), noble (高貴) sentiment (情操)—your fire-like longing (憧憬) and honey-like affection (愛着) for nature—seeming as though you wouldn't hesitate to commit love suicide (情死) even with a single butterfly (蝴蝶) or bird.

However, its greatest flaw is that its mood and tone have not yet sufficiently escaped the realm of Chinese poetry (漢詩) and old Korean songs (朝鮮古歌).<93>

Besides these, there are poems by Mr. Wŏlt'an and Mr. Tongwŏn, but due to fatigue, I will postpone their critique to next month and stop here for now.

-On the way to Japan (東渡), at an inn in Taegu (大邱客舍)-<94>

**Summary**

Hwang Sŏk-u delivers a sharp critique of the early 20th-century Korean literary scene, lamenting the absence of meaningful criticism due to personal sensitivities, vanity, and mutual distrust between writers, critics, and readers. He decries the poor quality of contemporary works, likening novels to seduction ads and poetry to childish collections of words, while writers pretentiously act like literary giants. He then provides brief, often harsh, reviews of recent poems by Yangmyŏng, Posŏng, Yohwan (Kim Ki-jin), Ch'unwŏn (Yi Kwang-su), and Ch'unsŏng (Pyŏn Yŏng-no), praising occasional strengths but mostly pointing out flaws like superficiality, stylistic tics, lack of depth, or lingering traditional influences. Historians might find Hwang's acerbic tone, his specific criticisms of major literary figures (including a dismissive jab at Yi Kwang-su), and his description of the literary world's immaturity and infighting valuable for understanding the passionate, often contentious, development of modern Korean literature and criticism under the constraints and pressures of the colonial period. His mention of specific magazines like *Ch'angjo* and *P'yehŏ* also anchors the critique in the context of important literary movements.

**Named Entities**

黃錫禹	황석우	Hwang Sŏk-u
君의 創造 7號에 쓴 「生과 死」는 마치 봄 저녁의 淡蜜과 가튼 香긔러운 바람을 업고 떨어지는 비단실의 타레(束) 가튼 細瀧에 뺨을 스치우는 듯한 女性的 美를 가진 軟하고 상냥한 技巧 整頓되고 感覺의 纖妙한, 不覺에 讀者의 뜨거운 接吻을 뺏는 色갈보다 맛조흔 詩다.
그 詩의 「生」의 (1), (2)는 마치 子女도 親家도 업는 새파란 少年 孀婦가 奸慳, 殘惡한 媤母, 媤兄에게 견대기 어려 온갓 虐待, 侮蔑, 讒誣를 當하면서 한갓 그 이웃집 어린 兒孩들의 귀엽운 「지적임」에 마음을 부티고- 길고 찬 「하까나이」 哀愁에 싸히어 산 보람도 업시 浮萍草가티 그날 그날을 울어 지내는 그 슯흔 로-맨쓰를 듯는 것 갓다.
그리고 그 알에에 鴉片에 中毒된 四肢 百體가 풀어진 臨終의 사람가티 또는 暴風의 미치게 부채질하여 가는＜92＞ 겨을밤의 언덕 우에 끔벅어리는 힘업고 弱한 哀처러운 燭火가티 金剛石의 조각 가튼 星辰이 羅列한 永生의 새벽을 우러러 목이 턱턱 맥히어 歎息하는 君을 반기는 듯 안으려는 듯 샘물 가튼 淨한 눈瞳子, 嚠喨한 목소리로 노래하듯이 부르는 그 『死』의 情다운 고흔 얼골(姿)이야말로 眼前에 어릿거려 못견대겟다.
그러나 君의 詩는 어느 詩를 읽어보던지 무슨 칼로 익이고 火鐵로 단근질됨과 가튼 압흐고 쓰리고 날낸 强하고 깁흔 그런 內的 큰 苦惱가 아니고 恒常 야튼 氣分 바람에 날리는 가벼운 才氣로써 말을 驅使하여 잇는 嫌疑가 잇다. (그곳에 또한 美가 업는 바는 아니지마는) 君은 어대까지던지 感覺을 重히 여기는 사람일다. 그러나 나는 君에게 「좀 더 깁흔 思索을 加하여 바닷스면」 어떨가 한다.
氣分이 깁흔 點으로는 「生과 死」보다 돌이여 創造 6號에 올른 「외로움」이란 詩가 조흔 줄 안다. 그런 길을 버리지 말고 그보다 더욱더욱 깁흔 길로 나가주기를 바란다.
春園君의 詩
나는 春園君이 다시 文壇의 사람이 될 餘暇를 가진 것을 퍽 깃버한다. 그러나 創造 7號 卷頭에 쓴 「江南의 봄」이란 詩는 암만 생각하여 보아도 詩로서 쓴 것 같지는 아니하다 本來 작난 조하하는 君이니까 或 文藝의 鑑賞力이 幼稚한 現下 朝鮮民衆에게 「이 疾漢들! 이런 것이나 보고 즐겨라.」하는 皮肉으로 썻는지도 모르겟다. 그러나 그것을 
흠뻑 同情하야 말하면 君의 卷烟箱子로서 軍帽를 해 쓰고 소라 喇叭에 竹銃을 메고 戰爭 흉내를 내어 시골 버드나무 밋 논두렁으로 大步·濶步로 愉快하게 쏘단이던 幼年時代를 回顧하면서 쓴 初心의 名作이라 하겟다. 이 밧게는 더 무엇이라고 쓸 수 업다.
春城君의 詩
「서울」 5號의 「漢江遊」란 詩와 「學生界」 2號의 「月色」이란 君의 詩는 모다 興味깁게 읽엇다. 萬一 그것이 船遊나 月色의 單純한 詩가 아니고 作者의 心像을 그리는 詩엇더면 얼마나 조핫슬른지 모르겟다. 그러나 이것이 月色이나 船遊의 單純한 寫生詩라 하더래도 君의 自然에 對한 불 가튼 憧憬 꿀 가튼 愛着을 가진- 한마리의 蝴蝶이나 새와도 오히려 情死를 辭讓치 안할 듯한 그 淸醇, 烈熱, 高貴한 情操에는 感服 안할 수 업다.
그러나 그 가장 큰 缺點은 그 氣分과 調子가 아즉 充分히 漢詩와 朝鮮 古歌의 領域으로부터 벗어나지 못한 것이라＜93＞ 하겟다.
此外에는 月灘君과 東園君의 詩가 잇스나 몸이 疲困하여 그것의 評은 後月로 밀고 爲先 이만 끈친다.
-東渡의 길 大邱客舍에서-＜94＞
＜89-94＞
