잡지명	동광 제37호
발행일	1932년 09월 01일
기사제목	記者生活 10년 秘史, 朝鮮 新聞의 草創時代 (Secret History of 10 Years of Reporter Life, The Founding Era of Korean Newspapers)
필자	柳光烈
기사형태	회고·수기 (Memoir/Recollection)

Secret History of 10 Years of Reporter Life, The Founding Era of Korean Newspapers
						Yu Kwang-yŏl (柳光烈)

Time flies indeed. To think it has already been over 10 years since I started my life as a newspaper reporter. In the time spent moistening manuscript paper with an iron pen and moving amidst stacks of type, more than 10 years have already flowed by. I have spent my prime youthful years, from age 21 to my early 30s, in this reporter's life.

Before becoming a newspaper reporter, I greatly yearned for the life of a reporter. At the same time, I yearned for the life of a student. Though it’s a bit of a tangent, I longed for student life for a long time. When I was 12 or 13 in my home village, I greatly envied the children from the neighboring village who attended elementary school (普通學校). A black durumagi coat and a student cap! That was what I dreamed of back then. Having only learned classical Chinese for about three years in a village Seodang (漢文書堂 - traditional school) before the age of ten, I don't know how desperately I wished to learn the so-called new learning (新學問) at that time. By the time I was 15 or 16 and past the age for elementary school, I greatly yearned for the life of a middle school student, wearing brass buttons and a student cap. However, as my circumstances were so impoverished that student life was utterly impossible, I sat futilely wrestling with middle school correspondence course materials (中學講義錄).

When I first started my life as a newspaper reporter, my thought was, being only 21, if I could earn a salary as a reporter and have some surplus, I would use that as a basis to study abroad in Japan (日本) or elsewhere, skipping over the elementary and middle school life I missed, and try living the life of a university student—a beautiful fantasy I envisioned.

But how could I have known? That I would end up spending the noon of my life through more than 10 years of reporter life!

Anyway=My life as a newspaper reporter started from such motivations. Until then, I had been a clerk (書記) at a small township office (面所) in front of Ilsan Station (一山驛) on the Kyŏngŭi Line (京義線). <27> During the 3 or 4 years I was at this township office, I cannot describe how much I wandered in the futile fantasies of youth and tormented myself with anguish (懊惱).

It's a dream common in adolescence. Right behind the township office, there was a small mountain, and climbing that mountain offered a distant view of the lower Han River. Looking at the Han River, I would think, the river flows! Time passes, the spring of my youth fades away in vain. How many times did I let out such sighs!

Thus, even while at the township office, I frequently traveled back and forth to Kyŏngsŏng (京城 - Seoul) and got involved in various activities; for instance, I lent a hand (一臂의 力) to the Youth Club (青年俱樂部) and the publication of 'New Youth' (新青年).

Coming to Kyŏngsŏng with 10 Won, Monthly Salary Barely 10 Won

Then, on August 17, 1919, the year I turned 21, I got a job at the Keijō Nippō-sha (京城日報社 - Kyŏngsŏng Ilbo). On a day when the scorching sun (熱日) beat down fiercely, I received notice from Kyŏngsŏng to come for the job. This was arranged by Mr. Chin Hak-mun (秦學文), who was then at the Kyŏngsŏng branch of the Osaka Asahi Shinbun (大阪朝日新聞), speaking to Mr. Nakamura (中村) of the Maeil Sinbo (每日申報) and gaining his approval.

No matter how tedious it was, leaving a place I had been for a long time felt somewhat sad. It was a small rural market town, so I even knew the people who ran small stalls (座市). I intended to bid them farewell and also pay off all my outstanding debts, even if just a few won each. This was because I thought there shouldn't be any complaints after I left the place where I had stayed for 3 or 4 years. However, most of them sincerely congratulated me on moving to the capital and refused to accept payment for the debts. Thus, contrary to my expectations, I ended up with a surplus of 6 or 7 won from my monthly salary of about 10 won. Also, it was customary among the township head (面長) and clerks (書記) to share farewell drinks when someone transferred, and they were about to do the same for me, but then decided,
“Going to unfamiliar Kyŏngsŏng, it’s better for him to have the money than to share drinks for a moment.”
So, I came up to Seoul with a total of about 10 won. Even now, thinking back, I am grateful for their thoughtfulness.

Coming to the Keijō Nippō-sha, my job was proofreading (校正) for the Maeil Sinbo. The first task I got my hands on was quite different from the reporter life I had longed for, and I was quite discouraged. At that time, Mr. Yi Sang-hyŏp (李相協), who had been at the Maeil Sinbo-sha for a long time, had left, and Mr. Min T'ae-wŏn (閔泰瑗) and several other staff members (社員) were often absent. At that time, the head of the society section was Mr. Paek Tae-jin (白大鎭), and in the society section were Messrs. Kim Hyŏng-yun (金炯允), Yu Chi-yŏng (柳志永), and Chŏng U-t'aek (鄭禹澤). In the politics and economics section were Messrs. Sŏ Sŭng-hyo (徐承孝) and Kim Ki-jŏn (金起田).

I went daily to the Maeil Sinbo-sha, located where the Kyŏngsŏng City Hall (京城府廳) now stands. With the money I brought, I paid 7 won and some tens of jeon to rummage through a second-hand shop in Hwanggŭmjŏng (黃金町 - Koganechō) and bought a used Western suit to wear.

However, I eventually grew tired of just sitting and proofreading, so after only a few months, I quit the newspaper job I had obtained after so much longing and distress.

Reporting on Student Trials as a Manjū Nippō Reporter

I had met Mr. Yi Sang-hyŏp (李相協) once before at Kwangmunhoe (光文會) before I started my reporter life, and met him once again at the Keijō Nippō-sha. After not seeing him for a long time, I ran into him on the street again. Mr. Yi was carrying something wrapped in a cloth bundle and said,
“I’m trying to start a small printing company.” displaying a very indifferent attitude. His “printing company” was actually the plan for the newspaper company that would publish the Tonga Ilbo (東亞日報).

After leaving the Keijō Nippō-sha, I went to work at the Kyŏngsŏng branch of the Manjū Nippō (滿洲日報). <28> The Manjū Nippō-sha was a small newspaper published in Fengtian (奉天), Manchuria (滿洲) by Mr. Sen Kosan (鮮子日 - Sŏn Cha-il, likely a Japanese name or alias) who had left the Maeil Sinbo-sha then. Its Kyŏngsŏng branch was located in Seodaemun-jŏng (西大門町), and the special correspondent was Mr. Kim Maru (金丸 - possibly Kanemaru), who is now with the National Association (國民協會). When I asked him how to handle outside reporting (外勤), he replied,
“How should I know? Just do as you see fit,” while gulping down large bowls of alcohol as if drinking water from a basin. What he wrote were editorials or commentaries, while I was in charge of outside reporting.

I finally got to do the outside reporting I had longed for, but I didn't know how to do it properly, so I asked Mr. Chin Hak-mun (秦學文).
“Go see Mr. Chŏng U-t'aek (鄭禹澤),” he suggested.
At that time, Mr. Chŏng was known at the Maeil Sinbo-sha for his police station beat reporting. However, I didn't gain much from visiting him either.

It was right after the March 1st Movement (己未運動), so society was greatly agitated. About 5,000 to 6,000 students had participated in the movement, and among them, 400 key figures were brought to public trial (公判). I went to observe these trials, which were held every other day. Perhaps because there were few newspaper reporters in Kyŏngsŏng at the time, there were no press seats set up in the courtroom, so I listened from the general public gallery (旁聽席). As the students ranged from 16 or 17 to 24 or 25 years old, the content of their testimonies was often very passionate and full of youthful vigor. I selected the important parts of these observations (旁聽記) and sent them to the main office in Manchuria. At that time, the only Korean-language newspapers in the city were the Maeil Sinbo-sha and the Manjū Nippō. Since the Maeil Sinbo did not handle such articles in that way, this news was exclusively reported by the Manjū Nippō. It was quite amusing to see citizens holding the newspaper and eagerly reading the articles I had written.

Explosion (爆聲) at Namdaemun Station Head (驛頭)

While things were going on like this, September 2nd arrived. I went to Kyŏngsŏng Station to greet OO [likely Saitō Makoto] arriving inside Kyŏngsŏng Station that day XXXX. Kyŏngsŏng Station at that time was completely different from now; it wasn't two stories but a single-story flat building (平家), its name was Namdaemun Station (南大門驛), and there was a VIP room (貴賓室) on the south side.

Around 4 PM, the special train carrying Mr. OO arrived. The security that day was truly intense (三嚴); from Namdaemun Station to Waesŏngdae (倭城臺 - Japanese castle site), soldiers bearing frost-like bayonets (銃劍) formed double and triple layers, creating a special wall, giving a sense of traversing mountains of swords and waters of blades (刀山劍水). And cavalry troops, carrying rifles with bayonets, galloped ceaselessly from street to street.

The scorching sun (熱日), which seemed capable of melting white sand (白砂), was hidden behind layered clouds that day, creating a gloomy atmosphere. Rumors were rampant among the citizens that day, and from Namdaemun Station through the streets, tens of thousands of people milled about restlessly, enveloped in an air of inexplicable apprehension and anxiety.

Inside the station premises, various foreign consuls stationed in the capital, high officials of the OO [Government-General] administration, Korean aristocrats (朝鮮貴族), civilian figures, and newspaper reporters lined up in order, as OO was arriving after a long time.

The scheduled time arrived. As the special train carrying OO pulled in, Mr. OO, dressed in a snow-white (雪白) naval admiral's uniform, descended and politely bowed to each person welcoming him as he passed by.

Mr. OO immediately passed through the VIP room and boarded a horse-drawn carriage. Photographers from each newspaper company and special correspondents from various newspapers rushed forward, competing to capture the new OO on camera. From Namsan Park (南山公園), ceremonial cannons (禮砲) boomed as if to overpower the entire city. Just as the cannon salute finished and the carriage carrying OO was about to depart, a sound like sudden thunder—*ttadang- ttang- kwang-*—erupted. The ground shook violently, and a flash of fear like lightning passed through everyone's chest. Suffocating anxiety and heart-stopping shock (驚駭) struck simultaneously. Japanese newspaper reporters who had been moving forward turned back with bloodshot <29> eyes, shouting “Dynamite! Bomb! Bomb!” (『따아나마이트』 바꾸단 바꾸단 - Tainamait'ŭ! Pakkudan! Pakkudan!) and jumped up and down frantically where they stood, having nowhere else to run.

The bomb thrown by the assailant (下手者) was aimed at the carriage carrying OO but fell to the ground and exploded, felling about 30 people. Gendarmes and police officers on guard immediately drew their swords and rushed in. However, the assailant had disappeared. The 30 seriously and lightly injured (重輕傷者) were quickly loaded up and taken to the hospital, while only the carriage carrying OO rolled steadily away. It was said that only a fragment grazed and burned OO's belt (革帶).

The foreign consuls remaining inside the station gathered in various corners, whispering amongst themselves in apprehension.

The shock (驚駭), which passed like lightning, like a storm, left everyone's face pale. At the scene, the ground was deeply gouged, and thick blood (鮮血) pooled. In some spots, blood had clotted into chunks. Even the faces of the aristocrats sitting in the VIP room showed signs of panic and agitation (蒼惶焦燥). One person warned fearfully,
“Your Excellency (大監), we must leave before this security cordon is lifted. Once this cordon is gone, who knows what trouble might occur today.”
Only Mr. Yi Wan-yong (李完用) faced the wall, biting his fingernails, remaining silent. (End) <62>
<27-29, 62>

**Summary**

This memoir by Yu Kwang-yŏl recounts his entry into journalism in colonial Korea around 1919. Initially aspiring to become a student but hindered by poverty, he took a job as a proofreader at the *Maeil Sinbo* via the *Keijō Nippō*, a role he found dissatisfying. He then moved to the Kyŏngsŏng branch of the *Manjū Nippō*, where he finally got to do reporting, covering the trials of students involved in the March 1st Movement. The narrative culminates in his eyewitness account of the September 2, 1919 bombing attempt on the newly arrived Governor-General Saitō Makoto at Namdaemun Station (former Seoul Station), detailing the chaos, fear, and the immediate aftermath of the explosion. The article provides a personal perspective on the early struggles of Korean journalists under Japanese rule and captures the tense atmosphere of Seoul following the March 1st Movement. Historians might find valuable the description of the nascent Korean press landscape (including mentions of *Maeil Sinbo*, *Tonga Ilbo*'s planning stages, and *Manjū Nippō*), the coverage of student trials, and the vivid firsthand account of the significant anti-colonial assassination attempt on Saitō Makoto.

**Named Entities**

柳光烈	유광렬	Yu Kwang-yŏl
그때는 己未運動 직후라 사회가 몹시 동요되엇섯다. 그리고 그 운동에 참가하엿든 학생이 5, 6천명이엇는데 그 중에서 수모자 4백명이 공판에 회부되엇다. 나는 격일하야 열리는 이 공판에 방청을 갓으니 그때는 京城에 신문기자가 적엇든 까닭인지 법정 안에 기자석의 설비도 없을 때라 보통 방청석에서 듣고 잇엇다. 16, 7세로부터 24, 5세까지의 학생들이니만콤 그 진술의 내용도 매우 혈기에 흐르는 열정적의 것이 많엇다. 나는 이 방청기를 중요한 것만 따서 滿洲 본사로 보내는 것이다. 그때에 시내에 朝鮮文으로는 每日申報社와 滿洲日報만 잇는데 每日申報에서는 이런 기사를 그러케 취급하지 아니하엿으므로 이 기사만은 滿洲日報의 독점이요 시민들이 신문 들고 앉어 자기가 쓴 기사를 열심낭독하는 것이 퍽 재미잇엇다.

南大門 驛頭 爆聲
그럭저럭 하는 동안에 9월 2일이 되엇다. 나는 XXXX일 京城驛 안에 내리는 것을 맞으러 京城驛에 나갓다. 京城驛도 그때는 지금과는 아조 달러서 2층이 아니요 단층 平家이며 이름도 南大門驛이요 남측으로 귀빈실이 잇엇다.
오후 4시경 OO씨가 탄 특별열차는 닿엇다. 이 날의 경계는 실로 삼엄하엿으니 南大門驛으로부터 倭城臺까지 서리 같은 총검을 메인 병사가 이중삼중으로 특별의 성을 쌓어 刀산검水의 감이 잇엇다. 그리고 기병대는 총검을 메이고 말을 달려 가로에서 가로로 간단없이 질주하얏다.
白砂를 녹일 듯 하든 열일도 이 날은 층운 속에 감추이고 음울한 기분이 잇엇다. 이 날의 시민 간에는 유언비어가 성행하야 南大門驛부터 가로까지는 수만의 군중이 술렁술렁 우왕좌왕하며 알 수 없는 의구불안의 공기에 싸이엿엇다.
역 구내에는 오래간만에 OO이 온다 하야 재경 각국 영사, OO부 고관, 조선귀족 及 민간인사, 신문기자가 차레로 나열하엿섯다.
정각은 되엇다. OO을 실은 특별열차가 들어 닿더니 雪白의 해군대장복을 입은 OO 씨가 내리며 공순이 모든 출영인에게 일일히 경례를 하고 지나간다.
OO씨는 곳 귀빈실을 지나 마차에 올랏다. 새 OO을 카메라에 넣으려고 각 신문사 사진반과 각 신문특파원들이 앞을 다투어 나간다. 남산공원에서는 전시를 위압하는 듯이 예포가 울린다. 예포가 마치고 OO이 탄 마차가 떠나려는 순간에 따당- 땅- 쾅- 하는 급전 같은 소리가 나더니 대지가 울근울근 울리며 모든 사람의 가슴에는 전광 같은 일말의 공포가 지난다. 숨이 막힐듯한 불안과 심장이 선듯한 驚駭가 일시에 엄습한 것이다. 앞으로 나가든 일본인 신문기자들이 상혈된(제62頁에 계속)＜29＞ 눈을 크게 뜨고 『따아나마이트』 바꾸단바꾸단 하면서 뛰어 나갈데가 없으니까 제 섯든 자리에서 길길이 뛴다.
하수자가 던진 폭탄은 OO이 탄 마차를 향하야 던지자 곳 땅에 떠러저 폭발되며 30여명이 거꾸러지니 경계하든 헌병과 경관이 일제히 칼을 빼가지고 달려들엇든 것이다. 그러나 하수자는 없어젓다. 30명 중경상자는 곳 실어 병원으로 가게 되고 OO이 탄 마차만은 홀홀히 뚤뚤뚤 굴러 갓다. 다만 비탄이 OO의 혁대를 마치어 태엇다고 한다.
역 구내에 남어 잇든 외국영사들도 이구석 저구석에 뫃여서서 의구 중에 수근수근한다.
전광 같이, 폭풍 같이 지나간 驚駭는 모든 사람의 얼골을 창백케 하엿다. 현장에는 땅이 깊이 패이고 선혈이 굿득 고이엇다. 혹 피가 뭉텅이로 엉기인데도 잇다. 귀빈실에 앉엇는 귀족의 얼골에도 창황초조의 빛이 보인다. 어는 사람은
『대감, 그래도 이 경계선이 걷치기 전에 어가서야지 이 경계선만 걷치면 오늘 무슨 변이 잇을른지 모릅니다.』
하고 공포에 싸힌 경고를 발한다. 李完用만 氏은 벽을 향하야 손톱을 씹으며 고요히어 잇엇다.(끝)＜62＞
＜27-29, 62＞
