Magazine Title: 개벽 제46호
Publication Date: 1924년 04월 01일
Article Title: 名勝과 古蹟 (Famous Sites and Historic Remains)
Author: Not specified
Article Type: 기행문 (Travelogue)

Famous Sites and Historic Remains

Ssangsu Sanseong, also called Kongju Sanseong (now Sansŏng Park), is located northeast of Kongju County, overlooking the cliffs above the Kŭmgang River. It was built 1442 years ago when King Munju of Paekche moved the capital to Ungjin, and served as the kingdom's capital city for 68 years through five reigns until King Sŏng. 120 years later, when Emperor Kao-tsung of Tang established the Ungjin Commandery (熊津都督府), it was also repaired, making it a strategic point of ancient defense (Circumference 3,000 *ch'ŏk*, Height 39 *ch'ŏk*). South of the fortress stands a pavilion called Chinnamnu. Following the winding stone path up to the left, a pavilion perches gracefully on a high hill; this is Ssangsujŏng. In the *kapcha* year (1624), 233 years after the founding of the Joseon Dynasty, during the rebellion of Yi Kwal, King Injo took refuge here. One day, leaning against twin trees on the hill and gazing distantly toward Hanyang, he happened to see news of victory arrive. Greatly pleased, he enfeoffed the twin trees as *T'ongjŏngchangbu* (a civil official rank). After returning to the capital, he issued a royal command to build Ssangsujŏng Pavilion to commemorate the events of his stay. Looking east from the pavilion towards the mountain peak, there is a brightly painted multi-storied pavilion called Ungsim'gak (titled by Governor-General Terauchi during his southern tour in Taishō 2 [1913]). Below it, amidst a pine forest, stand three ancient-looking stone monuments. These are commemorative steles marking the victory of the Ming general Yi Yosong over the Japanese general Konishi Yukinaga during the Imjin War. Also, crossing the mountain path to the north and reaching the Kŭmgang River, there is an old temple named Yŏngŭnsa (founded approximately 500 years ago). North of it, on the Kŭmgang River, stands a pavilion, namely Kongbungnu. Today, the fortress walls have largely fallen into ruin, and one can hardly see the former appearance of this strategic defense point. However, the mountains and waters remain unchanged in form, compelling visitors to lament the past and feel sorrow for the present. The vast Kŭmgang River curves around the mountainside like a half-moon, and the dense pine forest reflects beautifully against the white sands of the opposite bank, adding another layer of interest. To the southwest, the town of Kongju appears and disappears below, while to the northeast, the peaks of Ch'ŏngyang and Yesan wander beyond the clouds, making one forget to return home.

Magoksa Temple is located in Sagok-myŏn, 5 *ri* west of Kongju, and is the largest temple in this province. It was founded 1302 years ago, in the 17th year of Tang Zhenguan (643 AD), by Master Chajang. The important halls include Taeungjŏn, Taegwangbojŏn, Ungjinjŏn, Sim'gŏmdang, Yŏngsanjŏn, and Maehwadang. Also, a multi-storied pagoda (多寶塔) stands in the front courtyard of Taegwangbojŏn, also built at the time of the temple's founding. (The temple is called Magok [Hemp Valley] because, it is said, the assembly of monks at the time was so numerous they resembled tangled hemp.)

Ungjin (common name Komnaru) is located northwest of Kongju, in Chuoe-myŏn, Yongdang-ri, and is the ferry crossing between Kongju and Hongsŏng. In ancient times, when King Hyŏnjong of Koryŏ fled south to escape the Khitan invasion, Military Commissioner Kim Ŭnbo welcomed the king at this place. The king composed a poem: "I have heard of the fairyland Kongju in the southern land, exquisite and eternally tireless / <145> Arriving here, my heart is joyful and happy / Let king and ministers gather and cast off a thousand worries." Because of this poem, its name became famous throughout the land.

On'yang Hot Springs are located in front of On'yang Station in On'yang-myŏn, the center of Asan County (this is Old On'yang, 3 *ri* 21 *chŏng* from Ch'ŏnan Station). These hot springs were already discovered in the Goryŏ Dynasty, and Kings T'aejo, Sejong, and Sejo of the Joseon Dynasty all made royal visits to bathe here. Later, when King Hyŏnjong was bathing, he saw a white egret with a broken leg flying in the woods. While trying to catch it, he accidentally discovered the hot spring gushing out. He had it excavated and secured the source, which is said to have a circumference of 1,758 *ch'ŏk*. Until the *kyŏngo* year (1870) of Emperor Gojong, there were the Naejŏngjŏn (Inner Main Hall, 16 *kan*), Chŏngjŏn (Main Hall, 12 *kan*), and 51 buildings offered by various counties. However, with the passage of time, most fell into ruin, and only relics from that time like Hyep'ajŏng Pavilion, Hamnaktang Hall, the bathhouse (湯室), the Sinjŏngbi stele, and Yŏnggoetae terrace barely remain. This hot spring originally belonged to the Royal Household Department (宮內府). In the 5th year of Kwangmu (1901), the Department had Ye Chong-sŏk manage it. After undergoing numerous troubles, it passed into Japanese hands in the 4th year of Yung Hŭi (1910). Since then, the so-called "On'yang Hot Springs Co., Ltd." (株式會社 溫陽溫泉) came to manage it (Capital: 100,000 won). The spring water is odorless and clear, with a temperature suitable for the human body. According to the analysis report by Dr. Tawara Yoshizumi, head of the Tokyo Hygienic Laboratory of the Japanese Ministry of Home Affairs in Meiji 39 (1906), the therapeutic effects of bathing in this spring include treating joint rheumatism, spinal cord fatigue, hemiplegia, chronic diseases of female reproductive organs, hysteria, chronic eczema, and glandular pain. Taken internally, it treats mild stomach catarrh, stomach pain, and diarrhea-promoting intestinal catarrh. Additionally, it is noteworthy that this hot spring is alkaline, making it remarkably effective for washing clothes. After bathing, a very thin mucus adheres, making the skin smooth. <146>

Yusŏng Hot Springs are located 2 *ri* from Taejŏn Station on the road to Kongju. The temperature is 120 degrees Fahrenheit, it is alkaline, and contains a large amount of carbonic acid.

Tŏksan Hot Springs are located in Old Tŏksan, about 4 *ri* from Yesan Station. There are both cold and hot springs, and with convenient automobile access, bathers come continuously throughout the four seasons.

Hyangch'ŏnsa Temple's Thousand Buddhas (千佛體) - Hyangch'ŏnsa Temple is located 8 *chŏng* from Yesan Town, in the northeast mountains. Founded in the Koryŏ Dynasty, it suffered destruction by fire and fell into ruin, but was rebuilt about 400 years ago. Its Ch'ŏnbuljŏn (Thousand Buddha Hall) enshrines countless Buddha images, called Ch'ŏnbulch'e (Thousand Buddha Bodies), which are famous in Ch'ungch'ŏngnam-do. According to the monks' legend, these Buddha images were brought on a Chinese ship during a great flood in ancient times. At that time, a pair of golden crows (金烏) flew around, so they were enshrined as miraculous Buddhas, and consequently, the mountain behind Yesan was named Kŭmosan (Golden Crow Mountain).

Kaesimsa Temple is an old temple founded about 1300 years ago by the eminent Baekje monk Master Hyegam. It is located on the mid-slope of Kayasan Mountain, 4 *ri* south of Sŏsan Town. Because the streams and mountains are secluded and profound, and the temple halls are grand, literary figures and scholars who enjoy strolling with canes visit continuously during the seasons of spring flowers and autumn leaves.

Pusŏksa Temple - The date of its founding is unknown, but it is an old temple from before the Joseon Dynasty. It overlooks the mid-slope of Tobisan Mountain, southwest of Sŏsan Town. The various islands within Asan Bay are clearly visible within calling distance, and the charm of the misty waves and the beauty of the scenery are truly difficult to describe.

Kangdangsa Temple is located east of Kaesimsa Temple in the Sangwangsan valley. It was a large temple of the Koryŏ period in the past, but now the halls are completely dilapidated. The Iron Buddha (鐵佛) was moved to the Yi Royal Household Museum in Taishō 7 (1918), and only the five-story stone pagoda and two flagpole supports (幢竿) remain, looking ancient and serene amidst the deep valley and lingering sunlight.

Kyŏngijŏng Pavilion - Soaring gracefully in Tongmun-ri, T'aean-myŏn, Sŏsan County, is Kyŏngijŏng Pavilion. It is said to have been a resting place for envoys dispatched to Nanjing of Ming China in the past. Now, sponsored by the Chinhŭnghoe (振興會 - Promotion Society), a labor night school has been established, serving as a place of education for woodcutters and shepherds.

Large Iron Cauldron (大鐵釜) and Five-Story Pagoda (五重塔) - Located on a hill southeast of Old Yŏnsan Town, 19 *chŏng* east of Yŏnsan Station in Nonsan County. The iron cauldron has a diameter of 9 *ch'ŏk* 3 *ch'on*, depth of 3 *ch'ŏk* 9 *ch'on*, thickness of 1 *ch'on*, and circumference of 2 *chang* 9 *ch'ŏk* 6 *pun*; it is one of the giant objects of the Hoseo region. The stone pagoda is also quite skillfully carved. Both <147> are relics of the former great Koryŏ temple, Kaet'aesa. This iron cauldron was originally buried in a paddy field about 10 *chŏng* southwest of Old Yŏnsan Town and was moved when local volunteers established Yŏnsan Park around September of Taishō 1 (1912).

Ŭnjin Mirŭk (Eunjin Maitreya) - About 1 *ri* southeast of Nonsan Station, on Panyasan Mountain, is Kwanch'oksa Temple. Within its grounds stands a large stone statue of Maitreya. This was erected about 950 years ago, in the 19th year of King Kwangjong of Koryŏ (968 AD), by the monk Hyemyŏng. The height is 5 *chang* 4 *ch'ŏk*, circumference 3 *chang*, ear length 8 *ch'ŏk*, distance between eyebrows 5 *ch'ŏk*, mouth corners 3 *ch'ŏk*, halo diameter 4 *ch'ŏk*, crown height 7 *ch'ŏk*, large canopy 1 *chang*, small canopy 8 *ch'ŏk*; it is made of granite. Its imposing figure is famous throughout the country and is also one of the giant objects of the Hoseo region. Especially on the 5th day of the 5th lunar month, visitors from near and far reach several thousand, creating a grand spectacle.

Wŏnsu San (Marshal Mountain) - Located in Namban-ri, Yŏn'gi County Town. During the reign of King Ch'ungnyŏl of Koryŏ, Han Hiyou led native troops and Yuan soldiers, stationed them on this mountain, and greatly defeated the Khitan, hence acquiring this name.

Tomb of King Kyŏnhwŏn of Later Paekche (後百濟王甄萱墓) - Located in Kŭmgok, Kujagok-myŏn, Nonsan County. It is commonly called Wangmyo (King's Tomb).

Eight Sights of Puyŏ (扶餘八景) - Panwŏlsŏng, Ch'ŏnjŏngdae, Choryongdae, Nakhwaam, Chaondae, Koransa Temple, P'yŏngjet'ap, and P'ajinsan are the so-called Eight Sights of Puyŏ, famous scenic spots in Ch'ungch'ŏngnam-do, all historical sites of Paekche. Their details are generally recorded in annotations to Chinese poems, so they are omitted here. <148>

**Summary**

This travelogue from 1924 describes various famous sites (名勝) and historical remains (古蹟) primarily in the Chungcheongnam-do province of Korea. It covers fortresses like Ssangsu Sanseong (Gongju Sanseong), temples such as Magoksa, Hyangch'ŏnsa, Kaesimsa, Pusŏksa, Kangdangsa, and Kwanch'oksa (with the famous Ŭnjin Mirŭk statue), notable locations like Ungjin (Komnaru), several hot springs (On'yang, Yusŏng, Tŏksan), pavilions like Kyŏngijŏng, historical artifacts like the iron cauldron of Kaet'aesa, and tombs like that of King Kyŏnhwŏn. The descriptions often include historical anecdotes related to Paekche, Koryŏ, and Joseon dynasties, as well as details about the sites' founding, significance, and contemporary state (as of 1924). From a colonial history perspective, the article is interesting for its mention of Japanese involvement: the inscription by Governor-General Terauchi at Ungsim'gak, the takeover of On'yang Hot Springs management by a Japanese company (株式會社 溫陽溫泉) after passing from Korean royal control, the citation of an analysis by a Japanese doctor from the Tokyo Hygienic Laboratory, and the relocation of the Iron Buddha from Kangdangsa to the Yi Royal Household Museum (potentially under Japanese influence or administration during the colonial period). The mention of the Chinhŭnghoe sponsoring a night school at Kyŏngijŏng also reflects social activities during that era.

**Named Entities**

雙樹山城	쌍수산성	Ssangsu Sansŏng
잔존하얏슬 뿐이다	잔존하였을 뿐이다	Only barely remained (older form)
속하얏다가	속하였다가	Belonged to, but then (older form)
경영케 하더니	경영케 하더니	Had (someone) manage it, and then (older form)
허다의	허다의	Numerous; many
파란	파란	Ups and downs; troubles (lit. waves)
經하야	경하여	Undergoing; experiencing (older form)
手에 歸한 후	수에 귀한 후	After falling into the hands of
소위	소위	So-called
경영하게 되얏다	경영하게 되었다	Came to manage (older form)
자본금	자본금	Capital fund
泉質	천질	Quality of the spring water
무취투명하야	무취투명하여	Being odorless and transparent (older form)
온도	온도	Temperature
인체	인체	Human body
적합한데	적합한데	Being suitable, and
보고에 의하면	보고에 의하면	According to the report
醫治效用	의치효용	Therapeutic effect
浴用	욕용	For bathing use
筯關節 루마지스	근관절 루마지스	Joint rheumatism (筯=筋)
脊髓勞	척수로	Spinal cord fatigue (tabes dorsalis?)
半身不隨	반신불수	Hemiplegia; paralysis of one side
婦人生殖器	부인생식기	Female reproductive organs
慢性諸病	만성제병	Various chronic diseases
히스데리	히스테리	Hysteria
慢性濕疹	만성습진	Chronic eczema
腺痛	선통	Glandular pain (scrofula?)
내용	내용	For internal use (drinking)
輕症胄加答兒	경증위가답아	Mild stomach catarrh (胄=胃)
胄痛下痢催進의 腸加答兒	위통하리최진의 장가답아	Intestinal catarrh with stomach pain and diarrhea promotion
此外에	차외에	Besides this; in addition
特記할 것	특기할 것	Thing to specially note
알칼리성	알칼리성	Alkalinity
有함으로	유함으로	Because it has
세탁	세탁	Washing clothes; laundry
현저한	현저한	Remarkable; noticeable
效가 有하고	효가 유하고	Has effect (有하다=있다)
浴後	욕후	After bathing
극히	극히	Extremely; very
희박한	희박한	Thin; dilute
粘液	점액	Mucus; slime
付着하야	부착하여	Adhering; sticking to (older form)
피부	피부	Skin
膩滑한 것	니활한 것	Being smooth and glossy (older term)
街道	가도	Road; highway
往하는	왕하는	Going towards
華氏	화씨	Fahrenheit
含有하얏다	함유하였다	Contained (older past tense form)
約	약	Approximately
冷, 溫 泉	냉, 온 천	Cold and hot springs
有하고	유하고	There are (有하다=있다)
自動車	자동차	Automobile
便	편	Convenience; means (of transport)
사시	사시	Four seasons; all year round
浴客	욕객	Bathers; visitors to a spa
不絶한다	부절한다	Does not cease; is continuous
東北山岳	동북산악	Northeast mountains
問距邑 8丁	문거읍 8정	8 *chŏng* distance from the town (問距 seems unusual, maybe typo for 約距?)
祝融의 災	축융의 재	Disaster of Zhu Rong (god of fire); fire disaster
罹하야	이하여	Suffering (from disaster) (older form)
再創하얏다	재창하였다	Rebuilt; re-established (older form)
무수	무수	Countless
佛體	불체	Buddha image/body
안치하고	안치하고	Enshrining
稱하니	칭하니	Is called, and
著多한 것	저다한 것	Famous one; well-known one
僧	승	Buddhist monk
전설	전설	Legend
古昔 大洪水 時	고석 대홍수 시	At the time of the great flood in ancient times
積載하고	적재하고	Loading; carrying
來到하얏는데	내도하였는데	Arrived, and (older form)
一雙	일쌍	One pair
金烏	금오	Golden crow (mythological bird)
飛回하얏슴으로	비회하였으므로	Because (they) flew around (older form)
靈佛	영불	Miraculous Buddha
仍하야	잉하여	Consequently; therefore (older form)
後山	후산	Mountain behind (a place)
명하얏다 한다	명하였다 한다	It is said it was named (older form)
高僧	고승	Eminent monk
係한	계한	Related to; attributed to
古刹	고찰	Old temple
南方	남방	Southward; southern part
中腹	중복	Mid-slope (of a mountain)
位하야	위하여	Being located (older form)
溪山	계산	Streams and mountains; scenery
幽邃하고	유수하고	Secluded and profound
殿堂	전당	Temple halls
웅위함으로	웅위함으로	Because it is grand and imposing
春花秋葉際	춘화추엽제	Season of spring flowers and autumn leaves
文人墨客	문인묵객	Literary figures and scholars
杖을 曳하는 자	장을 예하는 자	Those who drag a cane (i.e., stroll leisurely)
不絶한다	부절한다	Does not cease; is continuous
其	기	Its; the
年代	연대	Era; date
미상하나	미상하나	Is unknown, but
西南方	서남방	Southwestward
臨하니	임하니	Overlooking, and
淺水灣	천수만	Asan Bay (lit. Shallow Water Bay)
內의	내의	Inside; within
諸島	제도	Various islands
역역히	역역히	Clearly; distinctly
指呼의 間에 在하야	지호의 간에 재하여	Being within calling distance (older form)
烟波	연파	Misty waves; watery expanse
趣致	취치	Charm; appeal
風光	풍광	Scenery; landscape
艶麗	염려	Beauty; splendor
실로	실로	Truly; indeed
형언키 難하다	형언키 난하다	Difficult to describe in words (older form)
東方	동방	Eastward
昔日	석일	In former days; past
거찰	거찰	Large temple
殿堂	전당	Halls
전부	전부	Entirely; completely
頹廢되야	퇴폐되어	Becoming dilapidated (older form)
但히	단히	Only; merely
石塔	석탑	Stone pagoda
兩柱	양주	Two pillars
幢竿	당간	Flagpole supports (in a temple)
殘存하야	잔존하여	Remaining (older form)
深谷殘照	심곡잔조	Deep valley and lingering sunlight
間에	간에	Amidst; between
창연할 뿐이다	창연할 뿐이다	Is just ancient and serene (older form)
聳出한 자	용출한 자	Thing that soars up
往昔	왕석	In the past; olden times
差遣하는	차견하는	Dispatching (as envoy)
사절	사절	Envoy; mission
휴게소	휴게소	Resting place
云하는 바	운하는 바	What is said to be
今에는	금에는	Nowadays; currently
주최로	주최로	Sponsored by; hosted by
勞働夜學	노동야학	Labor night school
設하야	설하여	Establishing (older form)
樵童牧叟	초동목수	Woodcutters and shepherds (lit. woodcutting boys and shepherding old men)
敎養所	교양소	Place for culture/education
되얏다	되었다	Became (older form)
直徑	직경	Diameter
深	심	Depth
厚	후	Thickness
周圍	주위	Circumference
巨物	거물	Giant object
頗히	파히	Quite; rather
교묘하니	교묘하니	Is skillful/exquisite, and
兩者	양자	Both
皆	개	All; entirely
往時	왕시	Past times; former days
유물이다	유물이다	Are relics
原來	원래	Originally
埋藏되얏던 것	매장되었던 것	Thing that had been buried (older form)
郡內 有志	군내 유지	Local volunteers/influential people within the county
設置할 時	설치할 시	At the time of establishing
이전한 것	이전한 것	Thing that was moved
許	허	Approximately
境內	경내	Within the precincts/grounds
大石像	대석상	Large stone statue
彌勒	미륵	Maitreya (Buddha of the future)
잇스니	있으니	There is, and (older form)
建碑한 것	건립한 것	Thing that was erected
身長	신장	Height (of a person/statue)
周圍	주위	Circumference
耳長	이장	Ear length
眉間	미간	Distance between eyebrows
口角	구각	Corners of the mouth
火光徑	화광경	Diameter of the halo (Buddhist)
冠高	관고	Height of the crown
大蓋	대개	Large canopy
小蓋	소개	Small canopy
蓮花枝長	연화지장	Length of the lotus branch
花崗岩	화강암	Granite
成하얏다	성하였다	Is made of; completed (older form)
其姿	기자	Its form/figure
웅대하기로	웅대하기로	For being grand/imposing
전국	전국	Entire country
유명하니	유명하니	Is famous, and
亦	역	Also
特히	특히	Especially
陰曆	음력	Lunar calendar
遠近	원근	Near and far
參觀者	참관자	Visitors; spectators
達하야	달하여	Reaching; amounting to (older form)
일대 성황	일대 성황	A great spectacle; grand occasion
呈한다	정한다	Presents; shows
솔하고	솔하고	Leading; commanding (troops)
주둔하야	주둔하여	Stationing; encamping (older form)
대패한 고로	대패한 고로	Because (they) greatly defeated
此名	차명	This name
得하얏다	득하였다	Obtained; acquired (older form)
俗稱	속칭	Commonly called; alias
事實	사실	Facts; details
漢詩註	한시주	Annotations to Chinese poems
槪記하얏기	개기하였기	Because it is generally recorded (older form)
玆에 略한다	자에 약한다	Is omitted here (玆=이에)
-e 

---------------------------


잡지명	개벽 제46호
발행일	1924년 04월 01일
기사제목	名勝과 古蹟
기사형태	기행문

名勝과 古蹟
雙樹山城 일명은 公州山城(今山城公園)이니 公州郡의 東北에 在하야 錦江上絶壁을 臨하얏다. 距今 1442년 전에 百濟의 文周王이 熊津에 천도할 時에 此를 築하야 聖王까지 凡 5대 68년간을 國의 도성으로 삼엇고 爾後 120년을 經하야 唐 高宗이 熊津都督府를 置할 時에 또한 此를 修築하얏스니 古昔 關防의 요지다(周圍 3천 척 高 39 척) 城南에 一樓가 有하니 鎭南樓라 칭하고 石逕들 迂回하야 左로 上하면 高丘上에 一亭이 翼然이 臨하얏스니 此는 즉 雙樹亭이다. 李朝 개국 233년 甲子 李适 亂時에 仁祖大王이 此地에서 難을 피할새 一日온 丘上 雙樹에 의하야 遙히 漢陽을 望하다가 우연이 첩보가 來함을 見하고 大喜하야 雙樹를 封하야 通政丈夫를 삼고 京師애 還御한 후 칙명으로 雙樹亭을 建하야 其時 駐驛의 事둘 기념하얏다. 亭의 東으로 山顚을 遙望하면 丹碧의 屢樓가 有하니 曰 雄心閣이오(大正 2년 寺內總督南遊時所題) 其下 송림 중에는 고색이 창연한 三基의 碑가 立하얏스니 此는 壬辰亂에 明將 李如松이 日將 小西行長을 격파한 기념비다. 또 北으로 山逕을 越하야 錦江에 抵하면 一字의 古刹이 有하니 曰 靈隱寺오(距今 略 500년전 창건) 其北 錦江 上에 一樓가 有하니 즉 拱北樓다. 今에 城堞은 殆히 頹廢에 歸하야 往昔關防의 요지이던 면목을 가히 復見치 못하나 山容水態는 의구히 其 形을 改치 안이하야 登臨하는 人으로 하야금 懷古傷今의 歎을 禁치 못할 뿐 안이라 洋洋한 錦江은 山腰를 繞하야 반월을 描하고 울창한 송림은 對岸의 白沙와 相暎하야 일층의 흥미를 助하며 西南으로는 公川의 시가가 眼下에 출몰하고 東北으로는 靑陽 禮山의 諸峯이 雲外에 배회하야 歸笻을 忘케 한다.
麻谷寺 公州의 西 5리 되는 寺谷面에 在하니 本道의 제일 巨刹이다. 距今 1302년 전 즉 唐貞觀 17년에 慈藏法師의 창건한 바이니 堂宇의 중요한 자는 大雄殿, 大光寶殿, 應眞殿, 尋釰堂, 靈山殿, 梅花堂이오. 又 12층의 多寶塔이 大光寶殿 前庭에 有하니 또한 本寺 창건 時에 건설한 것이다(寺名을 麻谷이라 함은 其時 관중이 甚多하야 亂麻와 如한 고로 因名云)
熊津(속명 곰나루) 公州의 西北, 州外面 龍堂里에 在하니 즉 公州 洪城 간의 渡船場이다, 古昔 高麗 顯宗이 契丹의 亂을 피하야 南奔하얏슬 時에 節度使 金殷甫가 此地에서 王을 迎함매 王이 「曾聞南地有公州仙境玲瓏永未休 ＜145＞ 到此心情歡樂處, 君臣其會放千愁」의 詩를 題한 고로 其名이 世에 著하얏다.
溫陽溫泉 牙山郡의 中央 溫陽面 溫陽驛前에 在하니(舊溫陽地니 距天安驛 3리 21정) 此 溫泉은 往昔 高麗朝에 旣히 발견되야 李朝의 太祖, 世宗, 世祖가 다 巡幸留浴하얏고 其後 顯宗大王이 입욕할 時에 折脚된 白鷺一羽가 林中에서 飛翔함을 見하고 此를 捕하랴다가 우연이 溫泉이 용출함을 발견하고 굴착하야 湯源을 得하얏는데 其 주위가 1,758척이라 云한다. 高宗太皇帝 庚午 이전까지는 內正殿,(16間 正殿, (12間) 各郡으로부터 供奉하는 건축물 51棟이 有하얏스나 星霜의 변천을 隨하야 대개 폐멸에 歸하고 당시 유물인 惠波亭, 涵樂堂, 湯室, 神井碑, 靈槐臺가 僅히 잔존하얏슬 뿐이다. 本 溫泉은 원래 宮內府에 속하얏다가 光武 5년에 同府에서 芮宗錫으로 하야금 此를 경영케 하더니 허다의 파란을 經하야 隆熙 4년에 日本人의 手에 歸한 후 소위 「株式會社 溫陽溫泉」에서 此에 경영하게 되얏다. 「자본금 10만원」 其 泉質은 무취투명하야 온도가 인체에 적합한데 明治 39년에 日本 內務省 東京衛生試驗所長 藥學博士 純田原良氏의 분석 보고에 의하면 本泉의 醫治效用은 浴用으로는 筯關節 루마지스, 脊髓勞, 半身不隨, 婦人生殖器의 慢性諸病, 히스데리, 慢性濕疹, 腺痛 등이오. 내용은 輕症胄加答兒, 胄痛下痢催進의 腸加答兒이라 하얏다. 此外에 又 특기할 것은 本 溫泉은 알칼리성이 有함으로 세탁에 현저한 效가 有하고 浴後는 극히 희박한 粘液이 付着하야 피부가 膩滑한 것이다.＜146＞
儒城溫泉 太田驛으로부터 公州街道에 往하는 2리의 地에 在하니 온도는 화씨 120도오 알칼성이 有하고 다량의 탄산을 함유하얏다.
德山溫泉 禮山驛으로부터 약 4리의 地 舊德山에 在하니 冷, 溫 2泉이 有하고 자동차의 便이 有하야 사시 浴客이 不絶한다.
香泉寺千佛體 禮山邑 東北山岳 問距邑 8丁에 香泉寺가 有하니 高麗朝에 창건한 바로 祝融의 災에 罹하야 폐멸에 歸하얏다가 距今 약 400년 전에 再創하얏다. 其 千佛殿에는 무수의 佛體를 안치하고 此를 千佛體라 칭하니 忠南의 著多한 것이다. 僧의 전설에 의하면 此 佛體는 古昔 大洪水 時에 支那의 船이 此를 積載하고 來到하얏는데 其時 一雙의 金烏가 飛回하얏슴으로 靈佛이라 하야 안치하고 仍하야 禮山의 後山을 金烏山이라 명하얏다 한다.
開心寺 距今 약 1300년 전 百濟의 고승 慧鑑禪師의 창건에 係한 고찰이니 瑞山邑의 남방 4리 伽倻山 中腹에 位하야 溪山이 幽邃하고 殿堂이 웅위함으로 春花秋葉際에 文人墨客의 杖을 曳하는 자가 不絶한다.
浮石寺 其 창건의 연대는 미상하나 李朝 이전의 고찰이다. 瑞山邑 西南方 島飛山 中腹에 臨하니 淺水灣 內의 諸島가 역역히 指呼의 間에 在하야 烟波의 趣致, 風光의 艶麗 실로 형언키 難하다.
講堂寺 開心寺의 東方 象王山谷에 在하니 昔日 高麗 시대의 거찰로 今에 殿堂이 전부 頹廢되야 鐵佛은 大正 7년에 李王職 博物館으로 移去되고 但히 5층의 석탑과 兩柱의 幢竿만 잔존하야 深谷殘照의 間에 고색이 창연할 뿐이다.
憬夷亭 瑞山郡 泰安面 東門里에 翼然이 聳出한 자는 憬夷亭이니 往昔에 明의 南京에 差遣하는 사절의 휴게소라 云하는 바 今에는 振興會 주최로 勞働夜學을 設하야 樵童牧叟의 敎養所가 되얏다.
大鐵釜及五重五塔 論山郡 連山驛 東方 19町 되는 舊 連山邑 東南丘上에 在하니 鐵釜는 직경 9척 3촌, 深 3척 9촌, 厚 1촌, 주위 2장 9척 6분이니 湖西巨物의 一이오. 又 석탑은 조각이 頗히 교묘하니 兩者는＜147＞ 皆 往時 高麗 거찰 開泰寺의 유물이다. 此 鐵釜는 원래 舊 連山邑 西南 약 10町되는 水田 중에 매장되얏던 것을 大正 元年 9월 경에 郡內 有志가 連山公園를 설치할 時에 이전한 것이다.
恩津彌勒 論山驛 東南 약 1리 許般若山에 灌燭寺가 잇고 境內에 大石像의 彌勒이 잇스니 此는 距今 약 950여년 전 즉 高麗 光宗 19년에 僧 慧明의 건립한 것이다. 신장이 5장 4척, 주위가 3장, 耳長이 8척, 미간이 5척, 口角이 3척, 火光徑 4척 冠高 7척, 大蓋 1장, 小蓋 8척, 蓮花枝長 1장이니 화강암으로 成하얏다. 其姿가 웅대하기로 전국에 유명하니 亦 湖西 巨物의 一이다. 특히 음력 5월 5일에는 원근의 참관자가 수천에 달하야 일대 성황을 呈한다.
元帥山 燕岐郡邑 南半里에 在하니 高麗 忠烈王 시대 韓希愈가 본국군과 元兵을 솔하고 此山에 주둔하야 契丹을 대패한 고로 此名을 得하얏다.
後百濟王甄萱墓 論山郡 九子谷面 金谷에 在하니 속칭 王墓라 하는 자다.
扶餘八景 半月城, 天政臺, 釣龍臺, 落花岩, 自溫臺, 臯蘭寺, 平濟塔, 破陣山은 소위 扶餘八景으로 忠南 유명의 勝地니 皆 百濟의 고적이라 其 사실은 漢詩註에 槪記하얏기 玆에 略한다.＜148＞
＜145-148＞
