잡지명	개벽 제46호
발행일	1924년 04월 01일
기사제목	追憶과 希望 (Recollections and Hope)
필자	閔泰瑗
기사형태	문예기타 (Literary Miscellaneous)

追憶과 希望 (Recollections and Hope)
						閔泰瑗 (Min T'aewŏn)


The other day, at 2 PM, a busy time in the newspaper editing room, a call came from Brother Kim Soch'un of Kaebyŏk Publishing Company. "This time, we're writing about Ch'ungnam (South Ch'ungch'ŏng Province) for the Kaebyŏk regional supplement, and since you were born in Ch'ungnam, please write something," was the command.
Although I was born in Ch'ungnam, it has already been 15 or 16 years since I left home as a child, so I repeatedly protested that I had no knowledge about Ch'ungnam worthy of dedicating precious pages, but Brother Soch'un showed no sign of readily retracting the order once given.
Ch'ungnam is my cradle, the place where my parents, brothers, nephews, and nieces currently live, yet I have rarely thought specifically about Ch'ungnam affairs. When youthful hopes flickered before my eyes, I was mesmerized by those phantom-like hopes and had no leisure to look back at other things. After the changes of the world appeared before my eyes with some reality, dealing with them became a burden like the cross. Occasionally, when I had leisure, my weak soul, weary of the past and disgusted with reality, like a bat flying at dusk, heard its vast wingbeats in a future devoid of any light.
Since the March First Movement, how many waves has our life endured, and what severe changes have there been? There was a bursting, trembling tension, but also a stagnation like the bottom of the sea of death. When the efforts of construction and the movements of destruction bit each other's tails in anguish, how much did the blood of all us young people boil, and how much did our limbs tremble? Thinking about it, the changes in thought were quite intense. We, wandering in search of a way out of a stuffy cave, had no choice but to advance heedlessly if there was an open path. After hitting our foreheads many times and turning back, the result of ceaseless wandering is that the vanguard of our great column has now shifted its steps towards the path of the left. At least, that's how it appears to my eyes.<150>
Being a member of this multitude swept along in the current, I was too busy to think separately about the affairs of my hometown. However, Brother Soch'un's command gave me a moment of leisure and brought back pleasant memories of carefree play under the warm care of my parents.
Whether the morning sun crossed Kayasan (Mount Kaya) or the red light of the setting sun hung on Tobisan (Mount Tobi), the waves of Ch'ŏnsu Bay (Asan Bay) were always calm and gentle. Silver waves reflected on the nearby sea surface, and single and double sails came and went on the horizon, while the blue color of Anmin Island became a dreamlike backdrop. Morning dew and evening mist dotted this scene, and midday roosters and roosting crows were heard at this time. Our home was at the deepest head of Ch'ŏnsu Bay, that is, the southwestern coast of Sŏsan County.
Although my young heart was thoughtless, being enveloped in this tranquil nature and gazing at the endless sea surface, I felt a faint loneliness and an elusive poetic charm. The little bird of imagination flew through the boundless heavens like a white gull over the sea. In the deep autumn night, when the egret nestled in the seaside pines cried out as if longing for something, while I lay using my mother's lap as a pillow, there were many times I even felt a sense of sorrow.
While recording these recollections, I am enveloped in a clear dreamlike state. I feel as if I have recovered a land of happiness that can never return. For this, I cannot help but thank Brother Soch'un once again.

After leaving my hometown at the age of 16, I only briefly returned home (歸覲) during the summer vacation each year. Furthermore, since I traveled back and forth by waterway (水路), not only did I not experience anything along the route, but after returning home once, apart from enjoying the family reunion (團圞) as a beloved son and brother, I had no social context to feel any other emotions. However, during the summer vacation the year before last, I had the opportunity to travel around various counties in Ch'ungnam giving lectures. Thus, I saw the town centers (邑地) of several districts and interacted with the youth. Of course, that too was merely like viewing mountains from a galloping horse (走馬看山), but what first startled our eyes and ears was that, just as seen in Kyŏngin (Seoul-Incheon area) or other cities, the pivotal locations (樞要地) in each county were entirely occupied by Japanese people. And I heard that most of them were successful through usury, or were currently engaged in the business of usury. I also saw generally robust young men from farming villages loitering idly in the town taverns (邑底酒幕) and drinking and brawling late into the night. Seeing this on one hand and that on the other, my heart <151> grew cold. Though this might not be a phenomenon limited to Ch'ungnam, seeing such clear reality, I could not help but be shocked anew.
I cannot see any particular strengths or weaknesses unique to the people of Ch'ungnam, nor do I have anything specific to demand or advise of them. However, whenever I think about the habits of Ch'ungnam people, I am reminded of the warning Elder Yi Sang-jae once gave us at the Hoso Student Friendship Association (湖西學生親睦會). "Traditionally, people from Hoso (the region including Ch'ungch'ŏng provinces) are known to feel obligated to send down at least a calendar in winter or a fan in summer to their homes back in the countryside, even while living hand-to-mouth residing in the capital (留京). From now on, you must abandon such habits." This was Elder Yi Sang-jae's warning. Although this is just a simple example, I thought it well described a certain aspect of the Ch'ungnam people. They did not know well how to eat by the sweat of their brow. This might be called a common failing (通幣) of Koreans, or narrowing the scope, a common failing of the Korean yangban (aristocracy), but it is imaginable that this fault would be particularly severe among the people of Ch'ungnam, who boasted of their aristocratic lineage (班鄕) during the 500 years of the Yi Dynasty. They are skilled in rituals (儀式) and accustomed to social interaction, and consequently, their formal speech (辭令) is clever, but they are ignorant of practical matters (실지). At least, a certain segment among them even gave the impression that outward appearance (外飾) and saving face (體面) constituted their entire life.
Some years ago, such a tragedy occurred in a certain aristocratic family (班家) in Myŏnch'ŏn. The family's fortunes had declined (가세가 빈한하야), and they hadn't seen rice for several days. The housewife, an old wife (老妻), obtained rice from a neighboring house (隣家) and first offered it to her husband. The husband, also tormented by starvation (기아), received the meal without asking its origin. However, after finishing the meal and hearing where it came from, he declared it shameful for a scholar (선비) to fill his stomach with begged food (乞飯) and committed suicide by hanging (結項自盡하엿다). Seeing this, with what face and what joy could the old wife continue living? She immediately followed her husband in death (하종하고). Their son and daughter-in-law (嗣子의 內外) also followed suit. Thus occurred the tragedy where four members (四口) of a single family perished at once.
How should one evaluate this? The local acquaintances (향리의 인사) who heard of it praised the firmness of their integrity (操守) and lamented (哀하야) their pitiful circumstances (처우), and condolence messages (挽詞) and memorial addresses (祭文) flooded in. This actual example also seems to explain well a certain psychology and way of thinking of the Ch'ungnam people.
Why couldn't he take off his scholar's robes (의관) and till the land? Yet how could he act so uprightly fastidious (介潔한 체)? It is something rather unthinkable for a modern person.
Such was the past life of the Ch'ungnam people, and such is the present situation (현상) of Ch'ungnam. However, this is gradually receding into the past. At least, <152> I have seen many among the youth eagerly seeking modern knowledge and striving to adapt to the times. When we went on our lecture tour (巡講), they showed a sincere (眞摯한) effort to acquire anything new. The generally burgeoning passion for learning (향학열) was seen arising everywhere, sometimes through the establishment of study centers (강습소), as self-cultivation institutions of Youth Associations (靑年會), or through movements like the Hongsong High School Establishment Committee (洪城의 高普期成會). As this intensely manifested hunger for knowledge (知識의 飢餓症) is gradually satisfied, the longstanding ills (經來의 병폐) will hopefully be eradicated, and one sees the pulsing of new life (새 생명의 약동) there. I find a thread (一縷) of hope in this and am satisfied for myself.
However, this is satisfaction in hope, not satisfaction in reality (현실). We must all work with our hands and walk forward with our feet in tense silence. We must seek practical benefit (실익) rather than face (체면), fruit rather than flowers (꼿). We must learn how to manage our own affairs with our own hands and be brave in carrying out our beliefs (소신). Thus, waiting for the day when many hopes are fulfilled, I lay down my pen.
Kapcha Year (1924), March 24th <153>

**Summary**

Min T'aewŏn reflects on his birthplace, Ch'ungnam province, juxtaposing idyllic childhood memories with observations from a recent visit. He notes the troubling economic dominance of Japanese settlers, often involved in usury, and the idleness and despair among rural youth. He criticizes the traditional Ch'ungnam yangban mindset, exemplified by a tragic story of a scholar choosing suicide over "begged" food, valuing face (체면) and propriety over practical survival. Despite these criticisms and bleak realities, Min finds hope in the younger generation's fervent desire for modern knowledge and self-improvement, evident in educational movements, believing this pursuit will overcome past failings and lead to a new vitality. For historians, the article offers a valuable glimpse into colonial Korean society, highlighting the socio-economic impact of Japanese settlement, internal critiques of traditional Korean (specifically yangban) values hindering adaptation, the anxieties and aspirations of the Korean intellectual class, and the growing emphasis on education and self-reliance as paths toward national revitalization amidst colonial constraints. The mention of a leftward shift among the "great column" of youth is also noteworthy.

**Named Entities**

開闢社	개벽사	Kaebyŏk Publishing Company
得할지며	득할지며	Will be able to obtain/achieve and... (Older grammar)
약동	약동	Pulsing, vibrant movement
一縷	일루	A single thread
스사로	스스로	Oneself, by oneself (Older spelling)
그리나	그러나	However, but (Older spelling)
꼿보다	꽃보다	Than flowers (Older spelling)
실익	실익	Actual profit, practical benefit
베워야	배워야	Must learn (Older spelling)
소신	소신	One's belief, conviction
붓을	붓을	The brush (pen) (Older spelling)
-e 

---------------------------


잡지명	개벽 제46호
발행일	1924년 04월 01일
기사제목	追憶과 希望
필자	閔泰瑗
기사형태	문예기타

追憶과 希望
						閔泰瑗


日前 오후 두 시 신문사 편집실로는 한참 밧분 때에 開闢社 金小春 兄으로부터 전화가 걸녀 왓다. 『이번에는 開闢 지방부록에 忠南 일을 쓰겟는대 너는 忠南 출생이니 무엇이던지 좀 써보아라』 하는 명령이엇다.
나는 忠南 출생이지만은 어려서 집을 떠난 뒤로 벌서 15,6년이 됨으로 忠南 일에 대하야 귀중한 지면을 할애밧을 만한 아모 지식이 업노라고 再三防塞을 하여 보앗스나 小春 兄은 일차 나린 명령을 客易히 철회하랴는 기색이 업섯다.
忠南은 나의 搖籃地이며 父兄弟侄이 지금에 사는 곳이언만은 忠南의 일을 따로히 생각하여 본 적은 별로 업섯다. 철 업는 희망이 눈 압헤 어른거릴 때에는 그 환영가튼 희망에 현혹하야 달은 것을 돌어불 여가도 업섯고 세상의 변천이 얼마간 현실성을 가지고 목전에 나타난 뒤로는 또 그것의 應酬가 十十字架짐가튼 부담이엇스며 간혹 여가가 잇스면 과거에 물니고 현실에 진절이 치는 약한 영혼이 황혼에 날치는 박쥐와 가티 그의 거윽한 활갯 소리를 아모 광명 조차 업는 미래 중에 들니고 잇섯다.
三一運動이 잇슨 후로 우리 이 생활은 얼마나 만흔 파도를 격것스며 얼마나 심한 변천이 잇섯든가. 터지고 떨듯한 긴장미도 잇섯스나 죽엄의 해저가튼 沈滯도 잇섯다. 건설의 노력과 파괴의 운동이 꼬리를 마조 물고 번민할 때에 우리들 모든 청년의 피가 얼마나 끌엇스며 팔달이가 얼마나 떨녓는가. 생각하면 사상의 변천도 어지간히 격렬하엿다. 갑갑한 굴 속에서 생로를 차저 헤매는 우리는 통한 길만 잇스면 不計하고 전진할 수 밧게 업섯다. 몃 번이나 이마바지를 당한 뒤에 다시 발길를 돌니여 間斷업시 헤매인 결과가 이제 우리 大縱隊의 선두는 左傾의 길로 보조을 옴기지 안엇나. 적어도 나의 눈에는 그러케 보인다.＜150＞
이 대중과 가티 추이되는 와중의 일원이 故鄕의 일을 따로 생각하기에는 너무 분주하엿다. 그러나 小春 兄의 이 명령은 나에게 잠시 間暇한 기회를 주엇스며 땃뜻한 부모의 슬하에서 철 몰으고 뛰놀던 질거운 기억을 나에게 돌녀보냇다.
일은 아침 햇빗이 伽倻山을 넘을 때와 낙조의 붉은 빗이 島飛山에 걸닌 때에 淺水灣의 海波는 언제던지 靜穩하엿다. 갓가운 해면에는 銀波가 반사되고 수평선 상에는 孤帆雙帆이 드나들 제 安民島의 풀은 빗은 꿈 속 가튼 배경이 된다. 朝露暮煙이 이 사이에 點綴하고 午鷄棲鴉가 이때에 들녀오니 우리집은 淺水灣의 제일 깁흔 灣頭 즉 瑞山郡의 西南海邊이엇다.
어린 가슴에 생각이 업건만은 이 長閒의 자연 중에 싸여서 끗업는 해면을 발아불 때에 열분 적막과 끌어 잡을 수 업는 詩趣를 늣긴 것이다. 공상의 적은 새는 해상의 白鷗와 가티 無限際의 천지를 날은 것이엇다. 가을 밤 깁흔 때에 해송에 깃들인 따옥이가 무엇이 그리운 듯 우지질 때에 어머니 무릅은 베개 삼아 등 밋헤 누엇슬 때에는 애수의 감정조차 늣겨본 때가 만엇다.
이러한 회고를 기록할 때에 나는 말큼한 몽환경에 싸여 잇다. 다시 돌어오지 못할 행복의 나라를 恢復한 것 가티 늣긴다. 이에서 나는 小春 兄을 다시 한 번 감사할 수 밧게 업다.



내가 16세에 고향을 떠난 뒤로는 매년 하기 방학에 잠시 歸覲할 뿐이엇스며 그 역시 水路로 往復하야 沿路에 感觸되는 것이 업섯슬 뿐 아니라 일차 歸覲한 뒤에는 愛子愛弟로 가정의 團圞을 맛보는 이외에 아모 것도 달은 감정을 늣겨불 사회가 업섯다. 그러나 재작년 하기 방학 때에는 忠南 각군에 강연여행을 할 기회가 잇섯다. 그래서 몃 골의 邑地도 보앗스며 청년과도 접촉한 일이 잇다. 물론 그 역시도 走馬看山에 불과하엿스나 위선 우리의 이목을 놀내든 것은 각군의 樞要地 京仁이나 기타 도회에서 보던 것과 가티 전부 日本人에게 점령된 일이엇다. 그리고 그네의 대부분은 고리대금의 성공자이며 현재 고리대금을 영업하는 자이란 말을 들엇다. 또 邑底酒幕에서는 대개 健敏한 농촌 청년들이 일이 업시 逗留하는 것과 야심토록 飮酒喧嘩하는 것도 보앗다. 한편으로 이것을 보고 한편으로 저것을 불 때에 나는 가슴이＜151＞ 선뜩하엿다. 이것이 忠南에 限한 현상이랴만은 너무도 분명한 현실을 볼 때에 새삼스러히 놀나지 아니할 수가 업섯다.
나는 忠南 사람의 특별한 長處와 특별하 短處도 볼 수가 업고 특별히 忠南 사람에게 요구할 것도 충고할 것도 업다. 그러나 忠南 사람의 습성을 생각할 때마다 李商在 노인이 언제 湖西學生親睦會에서 우리에게 경고하던 말을 생각하게 된다. 『고래로 湖西 사람이란 것은 맨주먹 쥐고 留京을 하면서도 겨울이면 책력 한 권 여름이면 부채 한 자루라도 시골 집에 나려보내야 쓸 줄로 알고 지낸 사람이다. 이제부터는 그런 버릇을 벌여야 되겟다』 이것이 李商在 노인의 경고엿다. 나는 이말이 비록 간단한 일례에 불과하나 忠南人의 엇던 一面을 잘 形容한 말이라 하고 생각하엿다 그네들을 이마에 땀흘리고 밥먹을 줄을 잘 몰랏다 이것은 조선인의 通幣라 할는지 범위를 좀 줄이면 조선 양반의 通幣라 할것이지만은 李朝 5百年來에 班鄕을 자랑하던 忠南人에게 더욱이 이 폐단이 심할 것은 상상할 수 잇는 일이다. 그네는 儀式에 嫺熟하고 교제에 익으며 딸어서 辭令은 교묘하나 실지에는 어둡다. 적어도 그네 중의 엇던 부분은 外飾과 體面이 생활의 전부인 눗김까지 주엇다.
年前에 沔川 엇던 班家에서 이러한 비극이 잇섯다. 가세가 빈한하야 밥을 못 본지 수일만에 주부된 老妻는 隣家에서 밥을 구하야 위선 그 남편에게 권하얏다. 남편 역시도 기아에 쪼긴 몸이 밋처 출처를 뭇지 안코 밥상은 밧엇스나 상을 물닌 뒤에 그 출처를 듯고 선비가 乞飯으로 充腹함은 수치라 하야 結項自盡하엿다. 이 모양을 본 老妻가 무슨 면목과 무슨 낙으로 생존하랴. 즉시에 남편의 뒤를 딸어 하종하고 그 嗣子의 內外도 뒤를 딸엇다. 그래서 일가의 四口는 일시에 몰사한 비극이 잇섯다.
이를 무엇이라 평하면 조흘는지 이를 들은 향리의 인사는 그 操守가 견고함을 칭찬하고 그 처우가 가련함을 哀하야 挽詞와 祭文이 답지하엿다. 이 실례도 忠南人의 엇던 심리와 사상을 잘 설명하는 것갓다.
그는 웨 의관을 벗고 땅을 파지 못하엿나. 그러면서도 엇지 그리 介潔한 체는 하는가. 좀 현대인으로는 생각한 수 업는 일이다.
忠南人의 과거 생활이 이러하고 忠南의 현상이 이러하다. 그러나 이는 차차 과거에 속하여 간다. 적어도＜152＞ 그 중의 만흔 청년들은 현대 지식을 갈구하며 시대 순응에 노력하는 것을 보앗다. 우리가 巡講할 때에 그네들은 무엇이고 새것을 엇고자 하는 眞摯한 노력를 보엿스며 일반으로 澎漲한 향학열은 혹 강습소의 설치로 靑年會의 수양기관으로 또는 洪城의 高普期成會 가튼 운동으로 도처에 발기됨을 보앗다. 이와 가티 熱烈히 들어나는 지식의 飢餓症이 차차 충족됨을 딸어서 經來의 병폐는 일소됨을 得할지며 그곳에 새 생명의 약동을 본다. 나는 一縷의 희망을 이에서 발견하고 스사로 만족한다.
그리나 이는 희망으로 만족할 뿐이요. 현실로 만족할 것은 아니다. 우리는 다 가티 긴장한 침묵 중에 손으로 일을 하고 발를 걸어 나가야 될 것이다. 꼿보다 더 열매를 체면보다는 실익을 구하여야 될 것이다. 자기 일은 자기 손으로 처치하는 법을 베워야 될 것이며 소신을 실행하기에 용감하여야 될 것이다. 이와 가티 하야 만은 희망의 성취되는 날을 기다리며 붓을 던진다.
甲子 3月 24日＜153＞
＜150-153＞
