잡지명	개벽 제46호
발행일	1924년 04월 01일
기사제목	鷄龍山아 (To Kyeryongsan Mountain)
필자	香爐峰人
기사형태	소식 (News/Report)

鷄龍山아
						香爐峰人

Kyeryongsan, ah, Kyeryongsan! They say you are a famous mountain of Ch'ungnam Province. No, they say you are one of the few famous mountains in Chosŏn. Your height reaches 2,200 *ch'ŏk* (feet) above sea level, and your extent stretches for hundreds of *ri*, straddling the counties of Kongju, Nonsan, and Taejŏn. On your mid-slopes lie famous temples like Kapsa, Tonghaksa, and Sinwŏnsa, and there are also scenic spots like Tongp'okp'o (East Waterfall) and Sŏp'okp'o (West Waterfall). (Tongp'okp'o is also called Ungp'ok [Male Waterfall] and is located in the western mountain valley of Sŏkkyeri; Sŏp'okp'o is also called Chap'ok [Female Waterfall] and is also located west of Sŏkkyeri). Nam Su-mun praised you, saying, "The thousand peaks of Kyeryak (Chicken Peak) float green in the sky," and Sŏ Kŏ-jŏng sang, "The towering rocks of Kyeryak pierce the blue-green sky, its auspicious energy winding from Changbaek (Paektu Mountain)." However, you lack the clear, elegant, and outstanding spirit of Kŭmgangsan (Diamond Mountain), you lack the majestic, rich, substantial, and great form of Chirisan, you are less misty and mysterious than Hallasan, and less winding and twisting than the Taebaek and Sobaek Mountains. You have no forests and no minerals. The entire area is barren land, the soil is poor, and there is much sand and gravel, making it unsuitable for farming. Moreover, there are no long rivers, making it utterly dry and desolate. Let alone being the national capital people talk about, even individuals cannot live well there. So why do people all long for you, worship you, and place such expectations on you? Why do they even go so far as to ruin their families and fortunes to seek you out? Why are there false emperors (假天子) appearing out of nowhere using you as a pretext, and so many Daoist masters and strange people exploiting you to suck the blood and sweat of our pitiful compatriots? No matter how much I research and think, I cannot understand it. There is only one reason. Your form is primitive, secluded, deep, quiet, and elegant; comparing it to a painting, it is exactly like a Chinese-style landscape painting spread out; comparing it to a person, it is like a sinister old monk sitting with eyes closed in meditation, silent and wordless, as if contemplating some scripture. It is simply shaped perfectly for ambitious men or swindlers to lure ignorant, superstitious people.

The first person to use you to deceive the ignorant masses was Yi T'aejo. <127> When Yi T'aejo first gained the throne, the people had not yet submitted wholeheartedly, and considering that remaining in Kaesŏng, the capital of the Wang clan for several hundred years, or establishing the capital near Kaesŏng in Kyŏngsŏng (Seoul) was indeed problematic for the hundred-year plan of the state. Therefore, he resolved to establish the capital in a distant place that had not received much of the Wang clan's virtuous influence and lacked hereditary vassals and resentful populace. Thus, in the year Kye-yu, the 2nd year of T'aejo's reign, he went to Kongju, surveyed the area south of Kyeryongsan, now called Sindonae, and began construction. However, being meticulous in all matters, he quickly realized that you could not become the site of the royal capital. Yet, fearing that stopping the construction without a pretext would affect his prestige and cause unrest among the people, he concocted the tale of a divine person appearing in a dream. "A divine person appeared in a dream, saying, 'If you establish the capital here, the dynasty will perish in less than 80 years. If the Yi clan wishes to preserve the nation eternally, they must select another site. Go to the vicinity of Kwanaksan, to a place called Wangsimni, where a woman will be drawing water. If you establish the capital within ten *ri* centered on that woman's location, you can reign over the country for 500 to 800 years.'" After proclaiming these words, he stopped the construction and established the capital anew in Hanyang (Seoul). (Relics from that time, 43 foundation stones measuring about 6 *ch'ŏk* long, 3 *ch'ŏk* wide, and 3 *ch'ŏk* thick, still exist in the fields at the western end of present-day Sŏkkyeri. Ruins of T'alribong Peak, Chongnodae Terrace, Kasuwŏn, and the East, West, South, North Gates also remain.)

Also, regarding the figure known as Tosŏn, whether he was a real person or not, and whether his so-called Secret Records (秘記) were made by the real Tosŏn or a fake Tosŏn, is unknown, but within those Secret Records, you are spoken of thus: "After Songdo's (Kaesŏng's) five hundred years, the Yi clan will seize the country and move the capital to Hanyang for four hundred years. Then the Chŏng clan will usurp state power and build the capital at Kyeryong. The mountains and rivers of the new capital are abundant, the court and countryside are broad, the people are well-governed, and all are obedient. This is a place for an 800-year capital."

Next, the *Chŏnggamnok* states: "The Yi clan has a minor cycle of three hundred years, possibly reaching four hundred, but not beyond reason. Perhaps your (referring to Yi Sim) descendants will perish after four hundred years, and the Chŏng clan will emerge from Kyeryongsan to replace the Yi clan as kings for up to eight hundred years."

Furthermore, the *Sipsŭnggi* (Ten Victories Record) by the strange figure Kyŏgam Nam Sa-go says: "Between Yu and Ma, the two waters, is a place to escape war." (Yu refers to Yugu in Kongju, Ma refers to Magok, both near Kyeryongsan).

Moreover, on the face of a rock atop Yŏnjŏnbong peak in your mid-range, someone inscribed "方百馬角口或禾生". (These 8 characters are from the end of the *Wŏn'gwangak Yugyŏl* [Wonkwangak's Parting Words], and someone likely carved them reusing this prophecy. Its meaning is difficult to know, but 口或禾生 is generally interpreted as 'nation moves' (國移) (* is an old form of 移), while 方百馬角 has yet to be interpreted by anyone. However, at the time of the Japan-Korea Annexation in Kyŏngsul year, the 4th year of Yung-hŭi [1910], it was propagated among the public that an 8-character strange writing, "方夫人戈口或禾生", had appeared on the rock at Kyeryongsan's Yŏnjŏnbong peak, which many interpreted to mean <128> the 'nation moves in Kyŏngsul' (庚戌國移).) Besides this, in the vicinity of Yŏn'gi County, around the time of the annexation, yet another person carved on a rock face: "Ch'ungch'ŏngnam-do Kyeryongsan Pangch'ŏn Sŏgak Ku Hok Ta Hwa So Yuk P'al Nyŏn Yi Hwa Nak Chi" (忠淸南道鷄龍山方天鼠角口或多禾小六八年李花落地 - roughly implying the Yi dynasty falls around the 6th-8th year). And in recent years, in the Samnam region (three southern provinces) and near Kyŏngsŏng (Seoul), the prophecy "四熙七月李花落, 六大九月海運開" (The Yi flower falls in the 7th month of Yunghŭi 4, sea fortune opens in the 9th month of Taishō 6) became popular. (The first phrase means the annexation happened in the 7th month of Yung-hŭi 4 [1910], and the second phrase is interpreted by many to mean that Mr. Chŏng will emerge from an island in the sea in Taishō 6 [1917] and establish his capital at Kyeryong).

Thus, centered around you, Kyeryongsan, many have fabricated false words and absurd tales. There were even those who saw the Honam railway line open with trains running, and the deforestation causing landslides, and deceived the world and fooled the people by claiming it fulfilled the *Chŏnggamnok*'s saying, "When Kyeryongsan's rocks turn white, boats will travel to Ch'op'o (Grass Inlet)."

As the proverb goes, "If the forest is good, goblins gather quietly." Because you became such a den of superstition and a target for fantasies, anyone in the world wanting to engage in some scheming or deceive the ignorant masses has all headed towards you. Mup'ung Taesa, like the Liangshan Marsh band in the *Water Margin*, went there (Mup'ung was originally a monk from Kangwŏn Province, calling himself a practitioner of the Zen sect, leading seventeen disciples, residing in a subsidiary hermitage of Kapsa, aged seventy-odd). Im Myŏng-jo from Chŏnbuk, calling himself an emissary of Emperor Guan Sheng (關聖帝使者), went there (around Taishō 2 [1913]). Ch'a Il-bu, head of the Ch'ŏnhwangjigyo religion, also went there (Ch'a Il-bu also called himself Ch'a Ch'ŏnja [Emperor Cha], but was of a different faction from the Poch'ŏn'gyo's Ch'a Ch'ŏnja). The Ch'ungnam branch of the Sungsin'in Chohap (崇神人組合 - Worshipful Man Association), with the Japanese Komine Gensaku (小峯源作) as association head and Kim Chŏng-mok as chief, also went there (around May, Taishō 11 [1922]; at that time, they gathered female shamans (巫女) and fortune tellers (賣卜者), collected membership fees of 3 Won each, before being disbanded). And recently, even Kim Ch'ŏnja (Kim Heavenly Son) of Sich'ŏn'gyo went there and built a grand false palace (假宮闕). Is that all? All sorts of quasi-religious groups have gathered there. Let's list them:

Religious Sect          Number of Believers    Location
Kim Faction Sich'ŏn'gyo    3,320              Tumamyŏn, Sŏkkyeri
Pure Land Sect Mission Post    1,076              Ibid., Punalli
Taegok Faction Tongmyŏnggyohoe 3,172              Ibid.
Seventh-day Adventist Church    30                Chinjammyŏn, Namsŏlli
Tan'gun'gyo Ch'ungnam Branch    17                Tumamyŏn, Yongdongni
Taehwagyo Mission Post        80                Chinjammyŏn, Namsŏlli

Besides these, about 40 households of female shamans and fortune tellers reside on the mountainside in parts of Yongdongni and Ujŏktong. Also, how many people are migrating to your so-called Sindonae? Let's list this too:

Year         No. of Households  Population   ꠐ          Total at Year End
Migrants before Taishō 7 [1918]      70     350     End of T7    585 HH    2,667
During Taishō 8 [1919]         91     455     End of T8    676 HH    3,122
During Taishō 9 [1920]     142     710     End of T9    816 HH    3,832
During Taishō 10 [1921]   610    2,443   End of T10   1,428 HH   6,275 <129> (Note: discrepancy in population total for T10, text says 62,775, but sum is 6,275)
During Taishō 11 [1922]   148     744    End of T11   1,576 HH    7,019
During Taishō 12 [1923]    63     237    End of T12   1,639 HH    7,256
Total Migrants      1,124   4,939            Total Pop. 30,171 (Note: the final household count 6,722 is inconsistent with 1,639; the population sum 30,171 seems to be a cumulative total including existing population, not just the migrants)

Among these, by province, Hwanghaedo has the most with 373 households. By religion, Sich'ŏn'gyo believers are the most numerous with 2,012 people. By occupation, there are 72 households of religious missionaries, 28 households of female shamans, 36 households of fortune tellers, 530 households of laborers, and 711 households of farmers. Looking at their living conditions, out of the total 1,639 households, only 250 households face almost no difficulty in living, 650 households barely manage to sustain themselves, and 739 households are extremely poor, struggling to get by day to day.

Kyeryongsan, you are a lump of sin. Because of you, how many have dissipated their family fortunes and weep in poverty? Because of you, how many do nothing but dream of becoming high officials, waste their years, and lament their poor huts on a cold mountain in their old age? Because of you, how many call themselves Emperor or Heavenly Son and suck the lifeblood (膏血) of ignorant and unenlightened compatriots? And how many more will there be in the future? If I had the mountain-uprooting strength of Xiang Yu (項羽), I would want to pull you out. If I had the courage of the Five Strong Men (五丁力士), I would want to smash you like the mountains of Shu (蜀山). If there were foolish men like those of the past, I would tell them to go further away. I wish for an earthquake like the one in Tokyo (東京) to happen and erase you. But in reality, what sin do you possess? You merely stand there silently, unchanging for thousands of years. As they say, "the mountain colors are the same in ancient and modern times," even your hue does not change. It is those dreadful devils, the ambitious men and swindlers, who sell you out, giving you a bad name. If you had a spirit, you would surely reject them. You must be truly suffering too. If, like Kŭmgangsan, fashionable tourists gathered, it would at least not be boring and have some charm. But instead, lumps of superstition all flock together, digging up and eating every single blade of grass root and tree bark on you, picking every fruit before it can ripen, urinating and defecating carelessly here and there. Your ears must ache from the sound of Sich'ŏn'gyo followers chanting morning and evening, and you must be fed up with the awkward Hwanghae, P'yŏngan, and Sŏdo dialects. If you acted on your anger, you would cause a landslide to bury those crowds. You would give them gold and silver mines so they could afford to leave. You would send tigers and bears to threaten them. If not, wanting to see none of these sights, you would abandon all these hideous humans and wish to go to the middle of the Pacific or Indian Oceans, becoming an immortal mountain shrouded in misty haze where no humans reach. Kyeryongsan, is being in Ch'ungch'ŏngnam-do, Chosŏn, fortunate or unfortunate for you? <130>

**Summary**

The author, Hyangnobongin, vehemently criticizes Kyeryongsan mountain not for its physical nature, which is described as unremarkable compared to other famous Korean mountains, but as a symbol and breeding ground for superstition and exploitation. The article argues that prophecies, particularly those related to the *Chŏnggamnok* and the idea of a future capital, combined with the mountain's secluded atmosphere, have attracted numerous swindlers, self-proclaimed messiahs, dubious religious sects, and desperate, impoverished migrants. The author expresses deep frustration at how these beliefs lead people to ruin and how charlatans prey on the vulnerable, wishing the mountain itself could somehow expel these unwelcome inhabitants. From a historical perspective, the article is significant for its contemporary account of the syncretic religious fervor and millenarian beliefs prevalent in colonial Korea, particularly centered around Kyeryongsan. The detailed lists of religious groups, migration statistics (including origins and occupations), and named figures involved provide valuable social data on the impact of these beliefs and the diverse composition of the communities forming around the mountain in the early 1920s.

**Named Entities**

鷄龍山	계룡산	Kyeryongsan
해산 (解散)	해산	Dissolution, disbandment
근일 (近日)	근일	Recently, these days
굉대 (宏大)	굉대	Grand, magnificent
가궁궐 (假宮闕)	가궁궐	False palace
유사 (類似)	유사	Similar, quasi-
단체 (團體)	단체	Group, organization
열기 (列記)	열기	To list, enumerate
신도수 (信徒數)	신도수	Number of believers
위치 (位置)	위치	Location
포교소 (布敎所)	포교소	Mission post, propagation center
동 (仝)	동	Ibid., the same as above
교회 (敎會)	교회	Church, religious assembly
지부 (支部)	지부	Branch (of an organization)
차외 (此外)	차외	Besides this, in addition
일부 (一部)	일부	Part, section
거주 (居住)	거주	Residence, dwelling
이주 (移住)	이주	Migration, relocation
기중 (其中)	기중	Among them/these
도별 (道別)	도별	By province
종교별 (宗敎別)	종교별	By religion
직업별 (職業別)	직업별	By occupation
포교사 (布敎師)	포교사	Missionary, religious teacher
복자 (卜者)	복자	Fortune teller
노동자 (勞働者)	노동자	Laborer (older Hanja for 動)
농민 (農民)	농민	Farmer, peasant
생활상태 (生活狀態)	생활상태	Living conditions
곤란 (困難)	곤란	Difficulty, hardship
과무 (過無)	과무	Almost none, very little (lit. exceeding none)
근 (僅)	근	Barely, merely
유지 (維持)	유지	Maintenance, sustenance
극빈 (極貧)	극빈	Extreme poverty
조석 (朝夕)	조석	Morning and evening; daily meals
난계 (難繼)	난계	Difficult to continue/sustain
죄악 (罪惡)	죄악	Sin, crime, evil
덩어리	덩어리	Lump, mass
탕패 (蕩敗)	탕패	Dissipation, waste, ruin
빈한 (貧寒)	빈한	Poverty and cold; destitution
읍 (泣)	읍	To weep, cry
몃이며	몇이며	How many (older spelling)
몽상 (夢想)	몽상	Dream, fantasy
세월 (歲月)	세월	Time, years
허송 (虛送)	허송	To waste (time)
백수 (白首)	백수	White hair; old age
한산 (寒山)	한산	Cold mountain; desolate place
궁려 (窮廬)	궁려	Poor hut, humble dwelling
비탄 (悲嘆)	비탄	Lamentation, grief
황제 (皇帝)	황제	Emperor
천자 (天子)	천자	Son of Heaven; Emperor
무지몽매 (無知蒙昧)	무지몽매	Ignorant and unenlightened
동포 (同胞)	동포	Compatriots, fellow countrymen
고혈 (膏血)	고혈	Fat and blood; lifeblood, substance (extracted through exploitation)
흡취 (吸取)	흡취	To suck, absorb, exploit
장차 (將次)	장차	In the future
잇슬 터이냐	있을 터이냐	Will there be? (older spelling)
발산 (拔山)	발산	Uprooting mountains (strength)
십다	싶다	To want to (older spelling)
용기 (勇氣)	용기	Courage, bravery
파쇄 (破碎)	파쇄	To smash, shatter
전일 (前日)	전일	Former days, the past
우부 (愚夫)	우부	Foolish man
지진 (地震)	지진	Earthquake
업새 버리기를	없애 버리기를	To get rid of, eliminate (older spelling)
발안다	바란다	Wish, hope for (older spelling)
실상 (實相)	실상	Reality, true state
묵묵무언 (黙黙無言)	묵묵무언	Silent, speechless
산색 (山色)	산색	Mountain colors/scenery
고금동 (古今同)	고금동	Same in ancient and modern times
빗도	빛도	Even the color/light (older spelling)
변치	변치	Not changing (contraction)
몹슬	못쓸	Wicked, bad, useless (older spelling)
악마 (惡魔)	악마	Devil, demon
누명 (陋名)	누명	Bad reputation, stigma (here implies undeserved blame)
령 (靈)	영	Spirit, soul
반듯시	반드시	Surely, certainly (older spelling)
배척 (排斥)	배척	Rejection, exclusion
하이카라	하이칼라	High collar; fashionable, modern (loanword from English via Japanese)
유람객 (遊覽客)	유람객	Tourist, sightseer
오히려	오히려	Rather, preferably
운치 (韻致)	운치	Charm, elegance, atmosphere
미신덩이	미신덩이	Lump of superstition (derogatory)
초근목피 (草根木皮)	초근목피	Grass roots and tree bark
캐먹으며	캐먹으며	Digging up and eating
과실 (果實)	과실	Fruit
익어 볼 새 업시	익어 볼 새 없이	Without time to even see it ripen (older spelling)
대소변 (大小便)	대소변	Urine and feces
함부로	함부로	Carelessly, recklessly
누고	누고	Excreting (older spelling/form of 누고)
아츰	아침	Morning (older spelling)
주문 (呪文)	주문	Incantation, chant
압푸며	아프며	Hurting, aching (older spelling)
스투른	서투른	Awkward, clumsy (older spelling)
황평량서말 (黃平兩西-)	황평양서말	Dialects of Hwanghae, P'yŏngan, and Western regions (likely P'yŏngan/Hamgyŏng)
졍이 떠러질	정이 떨어질	To become disgusted/fed up with (older spelling)
분 (忿)	분	Anger, resentment
매장 (埋葬)	매장	Burial
금은광 (金銀鑛)	금은광	Gold and silver mine
노자 (路資)	노자	Travel expenses
위협 (威脅)	위협	Threat, intimidation
그럿치	그렇지	(If) not so (older spelling)
이꼴 저꼴	이꼴 저꼴	This sight and that sight (unpleasant sights)
추악 (醜惡)	추악	Ugly, hideous
인간부도 (人間不到)	인간부도	Where humans cannot reach
표묘연하 (縹渺烟霞)	표묘연하	Misty haze, ethereal atmosphere
선산 (仙山)	선산	Immortal mountain, mythical mountain
십풀 것이다	싶을 것이다	Would probably want to (older spelling)
행 (幸)	행	Fortune, luck
불행 (不幸)	불행	Misfortune, unluckiness
-e 

---------------------------


잡지명	개벽 제46호
발행일	1924년 04월 01일
기사제목	鷄龍山아
필자	香爐峰人
기사형태	소식

鷄龍山아
						香爐峰人
鷄龍山아 너는 忠南의 명산이라 한다. 안이 朝鮮에 몃재 안이가는 명산이라 한다. 네의 놉히는 해발 2,200尺에 달하고 네의 延袤는 수백 리에 至하야 公州, 論山, 大田 등 列郡을 跨하얏다. 네의 中腹에는 甲寺, 東鶴寺, 新元寺 등의 名刹이 잇고 또 東瀑布, 西瀑布의 勝景이 잇다(東瀑布는 일명 雄瀑이니 石溪里 西方 山谷 중에 在하고 西瀑布는 일명 雌瀑이니 역시 石溪里 西方에 在함) 南秀文은 「千重鷄岳翠浮天」이라고 너를 찬미하얏고 徐居正은 「鷄岳岩嶢揷蒼碧, 淑氣蜿蜓自長白」이라고 노래하얏다. 그러나 너는 金剛山과 가티 淸灑秀拔한 기상이 업고 智異山과 가티 雄富厚大한 자세가 업고 縹緲神秘하기는 漢挐山만 못하며 逶迤屈曲하기는 大小白山만 못하다. 삼림도 업고 광물도 업다. 전부가 불모지지로 地味가 척박하고 砂礫이 만어서 농작에도 부적당하다. 더구나 長遠한 하천이 업서서 아조 건조 적막하다. 세상 사람의 떠든는 國都는 고사하고 개인도 잘 살 수가 업다. 그런데 엇지하야 세상 사람은 모다 너를 동경하고 너들 숭배하고 너를 그다지 기대하너냐. 심지어 傾家破産을 하고 너를 차저가기까지 하너냐. 너를 빙자하고 無中突出한 假天子가 다 잇고 너를 이용하야 가련한 동포의 피와 땀을 빼먹는 道士 異人이 퍽 만으냐. 아모리 연구하고 생각하야도 알 수가 업다. 다만 한 가지 이유는 잇다. 네의 형체가 원시적으로 되고 幽邃閒雅하야 그림으로 치면 완연이 支那式 山水畵를 펴논 것과 갓고 사람으로 比하면 음흉하 노승이 無言無語하고 무슨 念道나 하는 듯시 瞑目하고 잇는 것 갓다. 야심가나 詐欺漢이 蒙眛 미신의 人을 유인하기 조케만 생긴 까닭이다.
첫재에 너를 이용하야 우민을 기만한 이는 李太祖다.＜127＞ 李太祖는 츠음으로 왕위를 得함매 인민이 아즉 心服치 안이 하고 본즉 王氏의 幾百年 都城인 開城에 仍都하거나 開城의 近地 京城에 都하는 것은 국가 백년의 計에 대하야 과연 문제이엿다. 그럼으로 王氏의 德化를 그다지 만이 입지도 안이하고 世祿之臣과 보복의 民이 업는 隔遠의 地에 定都하랴고 결심하얏섯다. 이에 太祖 2년 癸酉에 公州에 幸하야 鷄龍山 南 今 소위 新都內을 相하고 役을 始하얏다. 그러나 만사에 주도한 그는 즉시 너가 王都之地 될 수 업는 것을 깨다럿다. 그러되 無名色으로 공사를 중지하면 자기 위신에 관계도 될뿐더러 인심의 동요가 생길가 염려하야 이에 神人現夢說을 做出하얏다. 「卽 神人이 現夢하되 此地에 定都하면 불과 80년에 멸망할지니 李氏가 만일 영원히 보국하랴면 타지를 선정하되 冠岳山 부근 往十里라는 곳에 가면 婦人이 水를 汲할 터이니 그 夫人의 소재지를 중심으로 하야 十里 이내에 定都하면 500년 내지 800년을 가히 享國하리라」 운운하얏다고 言을 선포한 후 공사를 정지하고 漢陽에 다시 定都하얏다(今石溪里 西端 原野 중에 당시 유물인 長 6척, 幅 3척, 厚 3척 가량의 초석 43개가 잇고 又 脫履峯, 鍾路垈, 假水原, 東西南北 四門의 유적이 尙存함)
또 道詵이라 하는 이는 과연 엇더한 인물인지 그의 소위 秘記는 眞者 道詵이가 맹긴 것인지 假者 道詵이가 맹긴 것인지는 알 수 업다만은 그 秘記 중에는 너를 이와 갓티 말하얏다. 「松都五百年李氏 奪其國遷都漢陽四百年鄭氏簒奪國權築都鷄龍, 新都山川豊厚, 朝野廣, 人民治, 皆遜順是八百年都邑之地」
其次에 鄭勘錄에는 「李氏三百年有小運則可至四百年, 不過理外, 或汝(指李沁)子孫四百年而滅, 鄭氏出鷄龍山代王李氏以至八百」이라 云하고
又 異人格菴南師古十勝記에는 「維麻兩水之間爲避兵之地」라 云하얏고(維는 公州維鳩, 麻는 麻谷이니 皆 鷄龍山 부근)
尙且 너의 中腹連巓峯頭巖石面에는 엇던 자의 소위인지 「方百馬角口或禾生」이라고 색이고 (此 8자는 元光嶽遺訣篇末에 有한 者인데 혹자가 此 讖語를 仍用하야 刻한 것이다. 其意는 知키 難하나 口或禾生은 대개 國移라 解하고(*은 移의 古字인 故)로 方百馬角은 아즉 解하는 者가 無하다. 然而 隆熙 4년 庚戌 日韓合倂 時에 세간에 선전하기는 鷄龍山 連顚峯岩石에 「方夫人戈口或禾生」이라 8자 異書가 現하얏는데 此는 庚戌國移의＜128＞ 意라고 解한 者가 多하얏다) 此外 燕岐郡 附近地에는 合倂 당시에 또 엇던 者가 巖面에다가 「忠淸南道鷄龍山方天鼠角口或多禾小六八年李花落地」라고 刻하얏고 近年 三南 及 京城 부근에서는 「四熙七月李花落, 六大九月海運開」라는 讖語가 유행하얏다(前句는 隆凞 4년 7월에 합병이 되고 後句는 大正 6년에 鄭氏가  海島 중에서 出하야 鷄龍에 都한다 解한 者가 多함)
이와 가티 鷄龍山 너 한아를 중심으로 하야 가지고 虛言妄說을 做出한 者가 만엇고 심지어 湖南線鐵道가 개통되야 기차가 단이고 수목이 無하야 沙汰나는 것을 보고 鄭勘錄에 소위 「鷄山石白, 草浦行船」이라고 惑世誣民한 者까지 잇섯다.
속담에 숩이 조흐면 독갑이 가만이 모혀든다고 네가 그럿케 미신의 마굴이 되고 虛誕의 準的이 된 까닭에 세상에 여간 狹雜이나 하고 愚民을 농락하랴는 자는 모도 너를 향하야 갓다. 水滸誌에 梁山泊派와 가튼 無風大師도 가고(無風은 元江原道僧自稱禪宗行者率徒十七人居甲寺附屬草菴年七十餘) 自稱關聖帝使者라는 全北 출생 林命祚도 가고(大正 2년경 事) 天黃地敎主 車一富도 가고(車一富亦自稱車天子而與普天敎車天子異派) 日本人 小峯源作을 조합장으로 하고 金正黙을 주임으로 한 崇神人組合 忠南支部도 갓다(大正 11년 5월경 事 其時 巫女 賣卜者를 紏合하고 회비 3圓식을 收合하다가 해산 당함) 且 근일에는 侍天敎 金天子까지 가서 宏大한 假宮闕을 건축하얏다. 그뿐이냐 여간 유사 종교단체도 다 모혀 들엇다. 이것을 列記하야 보자.

宗 敎 別    信 徒 數   位   置
金派侍天敎    3,320  豆磨面石溪里
淨土宗布敎所    1,076  仝    夫南里
大谷派同明敎會         3,172  仝
第七日安息日耶蘇再臨會       30    鎭岑面南仙里
檀君敎忠南支部       17  豆磨面龍洞里
大華敎布敎所            80  鎭岑面南仙里

此外에 龍洞里, 禹跡洞 일부 산상에는 巫女賣卜者가 약 40호가 거주한다. 또 너의 소위 新都內로 이주하는 자는 얼마나 되는냐. 이것도 列記하야 보자.

年   別  戶 數  人 口  ꠐ          各 年 末 現 在
大正 7년 이전 移居者      70   350     7年末    585戶    2,667
大正 8년 中       91   455     8年末    676戶    3,122
大正 9년 中   142   710     9 年末    816戶    3,832
大正10년 中   610  2,443   10 年末   1,428戶   62,775＜129＞
大正11년 中   148   744    11年末   1,576戶    7,019
大正12년 中    63   237    12年末   1,639戶    7,256
計         1,124   4,939            6,722戶    30,171

其中에 道別로는 黃海道 373호가 제일 만코 宗敎別로는 侍天敎徒 2012人이 제일 만으며 職業別로는 宗敎 布敎師 72호, 巫女 28호, 卜者 36호, 勞働者 530호, 農民 711호오. 또 생활 상태를 보면 전 호수 1639호 중에 생활상 곤란이 過無한 자가 僅히 250호 겨우 생활을 유지하는 자가 650호 극빈하야 조석을 難繼하는 자가 739호다.
鷄龍山아 너는 죄악의 덩어리다. 너로 하야 가산을 蕩敗하고 貧寒에 泣하는 자가 몃이며 너로 하야 아모 것도 안이하고 判事大臣되기를 몽상하고 돌아단이다가 세월을 허송하고 白首寒山에서 窮廬를 비탄하는 자가 몃이며 너로 하야 皇帝니 天子이니 하고 무지몽매한 동포의 膏血을 吸取하는 자가 몃이냐. 또한 장차 얼마나 잇슬 터이냐. 내가 만일 項羽의 拔山하는 힘이 잇다 하면 너를 뽑아 버리고 십다. 五丁力士의 용기가 잇스면 蜀山과 가티 파쇄하고 십다. 前日의 愚夫가튼 이가 잇다 하면 더 가라고도 하겟다. 東京가튼 지진이라도 나서 너를 업새 버리기를 발안다. 그러나 실상이야 네가 무슨 죄악이 잇스랴. 너는 몃천 년이 가도록 묵묵무언하고 잇슬 뿐이다. 산색은 古今同이라고 빗도 변치 안는다. 그 몹슬 악마의 야심가, 사기한들이 너를 팔어 먹음으로 누명을 쓰는 것이다. 네가 만일 靈이 잇슬 것 가트면 그것을 반듯시 배척할 것이다. 너도 참 괴로울 것이다. 金剛山 모양으로 하이카라의 유람객이나 모혀들엇스면 오히려 심심치 안코 운치나 조켓지만 미신덩이들이 모도 모혀 들어 네게 잇는 草根木皮까지 한아 남기지 안이 하고 다 캐먹으며 과실 한아 익어 볼 새 업시 다 따 먹으며 이곳 저곳에 다 대소변을 함부로 누고 아츰 저녁에 侍天敎人의 주문 읽는 소리에 귀가 압푸며 스투른 黃平兩西말에 졍이 떠러질 것이다. 네가 忿나는 대로 할 것 가트면 沙汰라도 나서 그 무리들을 매장식힐 것이다. 金銀鑛을 주어서 노자라도 해 보낼 것이다. 호랑이나 곰을 보내서 위협이라도 할 것이다. 그럿치 안으면 이꼴 저꼴 다 안이 보고 이 추악한 인간을 다 버리고 太平洋이나 印度洋 중으로 가서 人間不到하는 縹渺烟霞에 싸여 잇는 仙山이 되고 십풀 것이다. 鷄龍山아 너는 朝鮮의 忠淸南道에 잇는 것이 幸이냐 不幸이냐.＜130＞
＜127-130＞
