Magazine Title: 삼천리 제17호
Publication Date: 1931년 07월 01일
Article Title: 最近印度의 統計 (Recent Statistics of India)
Author: 金東煥 編 (Compiled by Kim Tong-hwan)
Article Type: 소식 (News/Report)

Recent Statistics of India
						Compiled by Kim Tong-hwan
Laborer Statistics

In recent years in India, the economic struggle of laborers against the enforcement of industrial rationalization has been gradually advancing. Looking at the strike statistics:
Year      Personnel
1926   131,655
1927   186,811
1928   507,000
1929   531,000
Also, the number of labor union members has increased. In the Bombay Presidency (뽐베-管區), there were 59,000 members in 1926, 75,000 in 1927, 95,000 in 1928, and it reached 200,000 in 1929. According to an investigation by the Red Labor Union (Profintern, 푸로핀턴), the number of organized laborers throughout India was 400,000 in 1929.

Peasant Movement

It is generally acknowledged that all conditions in India are advancing towards agricultural XX. Furthermore, the peasant struggle in 1930, whose plight was exacerbated by the agricultural crisis, was fierce. In July 1930, there was a widespread peasant uprising in the Bengal (벤갈) region. It primarily targeted moneylenders (貸金業者); the houses of moneylenders spread across a 500-square-mile area <52> were burned down, and debt certificates were destroyed. The military police dispatched for suppression even resorted to gunfire in their efforts to quell the uprising, but it had not ceased by the end of the year. According to reports from Bengali newspapers, more than 6,000 peasants were imprisoned in connection with this incident. Also, according to a report from the London Times (론돈「타임쓰」), riots broke out in Burma (삐루마) due to the fall in rice prices. "The peasants employ partisan surprise attacks and hide in the forests. In this movement, 300 peasants were killed, 200 were injured, and 300 were captured. Peasants are refusing to pay rent and taxes to landlords and the government, leading to frequent clashes between peasants and police." There is also the "Forest Movement" by the National Congress Faction (國民會議派). Tens of thousands of peasants go to forested areas, graze their livestock there, and then fell the forests. The forests are monopolized by the government, and grazing livestock and felling trees are prohibited. Due to this mass action against the Forest Law (森林法), clashes between the police and peasants are incessant.

India's Political Structure

The Governor-General of India, currently ruling the treasure trove of India with 320 million people and 1.8 million square miles, is Lord Irwin (어-윈卿), who drew attention by opposing the federal plan proposed by the Simon Commission (싸이몬委員會) before the Anglo-Indian Round Table Conference (英印圓卓會議). Lord Irwin, the head of this entire Indian administrative body, is appointed by the British Emperor, with a term of 5 years (though unwritten). Thus, firstly, he is the King's deputy; secondly, he is the representative of the British government <53>; and thirdly, he is the head of the Indian government.
The Governor-General's administration, except in special cases, is conducted through the consensus of the Council (參事會), organized by the heads of the six administrative departments: Education, Home Affairs, Finance, Commerce, Industry & Labor, and Justice. Foreign Affairs are under the direct jurisdiction of the Governor-General himself, and Military Affairs are handled by the Commander-in-Chief of the forces stationed in India. Among the Council members, there are three Indians; specifically, the heads of the Education, Industry & Labor, and Justice departments are appointed Indians.

Indian Parliament

Like other democratic countries, India has upper and lower houses in its legislative body. The Upper House consists of 60 members (34 elected, 36 nominated, each with a 5-year term), and the Lower House has 144 members (104 elected, 40 nominated, with a 3-year term). This parliament legislates laws and has the right to assent to the budget, but, perhaps the sorrow of a colony (殖民地), the government is not only not responsible to the parliament, but the Governor-General can also reject parliamentary resolutions and convene or dissolve it at will. The right to vote starts at age 21, and eligibility for election starts at age 25. India is divided into 15 administrative districts. In nine of these provinces, a Governor appointed by the King serves as the chief administrator, while in the remaining six provinces, a Chief Commissioner appointed by the Indian government is placed.

Astonishing Agricultural Produce

Wherein lies the source of wealth of the treasure trove (寶庫) India, which could be called the very foundation <54> upon which British imperialism sustains itself? The first thing to count is its abundant agricultural produce. Farmers constitute 71% of the total population, and if livestock breeders are included, it exceeds 73%. From 280 million acres (英反) of cultivated land, all sorts of produce such as cotton (棉花), rice (米), wheat (麥), tea (茶), opium (阿片), jute (黃麻), sugarcane (甘蔗), and coffee (琲珈) are produced. Among these, the major ones are:
Rice cultivation occupies about one-third of the total cultivated land. Being a tropical region, it is harvested three times a year, with an annual production of 30 million tons (噸). Wheat also yields 10 million tons annually. The area planted with sugarcane is 3.5 million acres. Coffee production is 28 million pounds (封度).
And cotton is a major producing region second only to the United States, with an annual production reaching 5.5 million bales (俵). Of this, 2 million bales are used domestically, and 3.5 million bales are exported abroad, with half of that actually being exported to Japan. The close relationship between the Indian cotton industry and the Japanese spinning industry is clear from this point. However, today's (June 20th) foreign telegram reports that Gandhi (간띄-) has organized opposition to the export of cotton yarn to Japan and Britain, so the outcome cannot but attract attention.
And jute, its annual production reaches 12 million bales, accounting for 20% of the total export value.

Export of Products

Where do all the products, produced by the blood and sweat of Indian farmers and laborers, go? <55> Looking first at cotton, half of the production volume is consumed within India, and of the remaining total export amount, 50% goes to Japan, and the rest to Italy (伊太利), Germany (獨), Belgium (白), and France (佛). India's cotton export value in 1929 was 660 million rupees (루비-).
Next, looking at grains, out of the 430 million rupees export value in 1927, the majority was rice. The leading export country was Germany with about 340,000 tons, valued at 50 million rupees. Following that are Japan, the Straits Settlements (海峽殖民地), Holland (和蘭), etc. Besides rice, the annual production of wheat, wheat flour, and beans is 300,000 tons, worth 45 million yen (圓), almost all of which is exported to Britain (英國).
Besides these, jute worth 320 million rupees goes to Britain, the United States (米國), China (中國), Chile (智利), etc. Looking at imports, the main import item is cotton goods (綿製品), including cotton cloth, cotton yarn, knitted goods (메리야), etc., with an annual import value of 650 million rupees, corresponding to 26% of total imports. Furthermore, regarding the countries exporting to India, until a few years ago, Britain accounted for almost all, about 90%. Recently, however, against Britain's 65%, Japanese goods account for 30%. Moreover, for items like knitted goods, Japanese products rank first, accounting for 12.5 million rupees, while the US accounts for 300,000 rupees and Britain only 100,000 rupees. Now, looking at exports and imports with major trading partners:
Trade Table As of 1928
Country   Import   Export
Britain   1,132   690
USA    169   361
Japan    177   344<56>
Germany    158   323
Hawaii (布哇?)    164   -
Belgium (白耳義)   72   134
Italy   74   152
Straits Settlements   51  -
France     48   178
Other    488   981
(All units are in Million Rupees)

Aspects of Modern Industry

India, possessing an annual cotton production of 5.5 million bales, inevitably had to consider the cotton industry as the highlight of Indian industry. Indeed, this can be seen from the fact that exports of cotton yarn and cotton products to Britain alone amount to 250 million rupees. Currently, the cotton industry is concentrated in cities like Bombay (뽐페-) and Ahmedabad (아메-그바-드), etc. Among these, the most prosperous is Bombay, where more than 180 out of the total 260 cotton yarn factories in India are gathered.
Bombay's factory spindle count is 7 million, loom count 124,000, worker count 350,000, annual production of cotton yarn 600 to 700 million pounds (封度), cotton cloth 1.5 billion yards (야-ㄹ).
Originally, India was a place where handicrafts (手工業) flourished representatively, but with the beginning of British rule, it gradually declined (凋落하엿다). The reasons for this include the downfall of the Indian royal families, the establishment of foreign dominance, and competition from foreign machine-made industrial products.
However, it goes without saying that the majority of investors in the aforementioned cotton industries in Bombay and other places are British bourgeoisie (뿌루조아-지), and the millions of factory laborers are low-wage proletarians (푸로레타리아-). <57>
Furthermore, it should be known that everything else follows suit, such as the 1.8 million tons of jute produced in 93 jute factories nationwide, valued at 1 billion rupees, or the iron manufacturing industry, publicly stated to have a total investment of 165 million rupees.
In any case, present-day India is a country rich in raw material production. When the day comes that it becomes a manufacturing country, won't the prosperity of its industry promise the happiness of the Indian people?

India's Army

India has the Regular Army (British troops), the Indian Auxiliary Force (British volunteers), the Indian Native Territorial Army (印度土人地方軍), and an Air Force. In 1929, the total military strength was 280,223 personnel, with enormous expenses of 550 million rupees (approximately 450 million won (圓)).
Among these, the Regular Army, occupying the foremost position with 60,000 troops, consists of regular British Army units dispatched on rotation. It includes 45 infantry battalions, 5 cavalry regiments, various artillery units totaling 67 batteries, 8 armored car companies, 4 engineer companies, 16 signal corps companies, 22 motor transport companies, etc.
Besides this, there are 24,000 military police and border guards providing double defense. Furthermore, about 600 princely rulers maintain private troops totaling approximately 42,000, which are outside the Indian government's budget. A fact that comes to mind here is that during the European Great War (歐洲大戰, WWI), India, believing in Britain's political promises (which later turned out to be cunning falsehoods and stratagems, 奸妙한 虛僞, 計畧), mobilized 1.5 million troops, sending one million of them to the battlefields <58>
(Hereafter, pages 59-62 are missing - National Institute of Korean History)
<52-62>

**Summary**

This 1931 article, compiled by Kim Tong-hwan for the Korean magazine *Samch'ŏlli*, presents statistics on British India. It covers rising labor strikes and union membership (particularly in Bombay) and describes fierce peasant movements against moneylenders and colonial policies like the Forest Law, citing uprisings in Bengal and Burma. The piece outlines India's colonial administrative structure under the British Governor-General and the limited powers of its bicameral legislature. It highlights India's vast agricultural wealth (rice, wheat, cotton, jute) and details its trade patterns, emphasizing the large export of raw cotton to Japan and imports of cotton goods, increasingly from Japan challenging British dominance. Finally, it touches upon modern industries like cotton and jute mills, largely British-owned, and provides figures on the British Indian Army's composition and cost, mentioning India's contribution to WWI.

For Korean colonial history, this article is interesting as it reflects a Korean perspective on another major Asian colony under imperial rule. It details anti-colonial resistance (labor strikes, peasant revolts) and economic exploitation (resource extraction, trade imbalances favouring the colonizer and increasingly Japan), themes resonant with Korea's own experience under Japan. The specific mention of the significant India-Japan cotton trade would have been particularly relevant to Koreans, given Japan's industrial activities in Korea and the broader East Asian economic sphere controlled by Japan. Historians might find the detailed statistics, the description of resistance movements, and the framing of India as both a "treasure trove" and a site of struggle valuable for understanding contemporary Korean views on colonialism and anti-colonial movements elsewhere.

**Named Entities**

金東煥	김동환	Kim Tong-hwan
其他    488   981
(모다 單位는 百萬루비-)

近代工業의 姿態

5백5십萬俵의 年産 綿花를 가진 印度는 스사로 綿業으로써 印度工業의 白眉로 치지 안을 수 업섯다. 實로 英國에만 綿絲 及 綿製品의 輸出이 2억5천만루비-를 算하는 것을 보아도 알 것이다. 現在 綿業은 뽐페-, 아메-그바-드等 各 都市에 集中되어 잇는데 그중 가장 殷盛을 極한 것으로는 뽐페-로 全 印度 綿絲工場 260中 180以上이 이곳에 몰니어 잇다.
뽐페-이의 工場種數는 7백만, 機數 12만4천, 職工數 35만, 年産額 綿絲 6억 乃至 7억封度, 綿布 15억야-ㄹ.
元來 印度는 代表的이라하리만치 手工業이 全盛하든 곳이나 英國의 統治가 始作하면서 漸次 凋落하엿다. 그 原因은 印度王族의 沒落, 外國支配權의 確立, 外國機械工業品의 競爭等을 들 수 잇다.
그런데 前記 뽐페이 等 各 綿業産業에 投資한 者의 大部分은 英國 뿌루조아-지들임은 勿論이요 數百萬을 헤이는 工場勞働者가 賃銀이 低兼한 푸로레타리아-등임은<57> 더 말할 必要조차 업스리라.
또 全國 93個의 黃麻工場에서 産出되는 180만噸, 그 價格 10억루비-의 黃麻라거나 投資總額 1억6천5백만루비-를 公言하는 製鐵業等 모든 것이 餘皆傍此임을 알어야 한다.
엇재든 現在의 印度는 豊富한 原料生産國이다. 이제 製造國이 되는 날 그네의 工業의 隆盛은 印度人民의 幸福을 約束함이 아닐가.

印度의 軍隊

印度에는 正規軍(英人隊), 印度補助軍(英人義勇隊), 印度土人地方軍 及 空軍이 잇는데 1929년도 總兵力은 28만2백2십3人, 그 經費 5억5천만루비(約4억5천만원)의 巨額이다.
그런데 그중 가장 首位를 차지하는 正規軍 6만명은 英米國의 正規軍으로 交代 派遣되는 것으로 步兵 45大隊, 騎兵 5聯隊, 各種 砲兵 合하야 67中隊, 裝軍自働車 8中隊, 工兵 4中隊, 通信兵16中隊, 自働車隊 22中隊 등이다.
이밧게 憲兵 及 國境守備兵 2만4천명이 잇서 二重으로 防衛하고 잇다. 또 그러고 이밧게 王侯 約6백人이 手兵 合計 約4만2천명을 가지고 잇는데 이것은 印度政府의 豫算 外이다. 이때에 생각나는 事實은 印度는 歐洲大戰當時에 英國의 政治的 公約(뒷날 바라보니 奸妙한 虛僞, 計畧인 것을)을 밋고 150만의 兵員을 動員하여 其中 百萬人을 戰地에 <58>
(이하 59-62쪽 缺-국사편찬위원회)
<52-62>
