잡지명	개벽 제11호
발행일	1921년 05월 01일
기사제목	開拓生活 (Pioneering Life)
필자	金惟邦
기사형태	문예기타 (Literary Miscellany)

開拓生活
						金惟邦

It was noon one day. Near where I live, I saw a naked young child, covered in dirt, following older children with immature steps, mumbling something incomprehensible, yet seemingly declaring, "I too am an indispensable friend among you," playing without a shred of fear. The moment I saw that child, I was suddenly reminded of a turkey chick not long after hatching. However, I realized the child's expression was strangely familiar in my memory.

I soon knew the child was the third son of a certain friend of mine.

When that child was born, I was lodging together with the child's father—that is, my friend.

From time to time, the child's father would look down upon the owner of that mysterious and incomprehensible life, writhing in the afterbirth, and bestow an unknowable smile upon the small, red face—barely formed.

That was merely a few years ago. Seeing this child now, I certainly cannot recall even dimly the expression from that time. Only now, seeing this young child before me, covered in dirt, playing with all the other children with an expression completely natural, as if saying, "I too am one of these other children, no, one person among all humanity, possessing the right to dwell in this universe," and realizing how that expression is unmistakably similar to his father's—my friend's—expression, I then connected the turkey chick to the newborn life crying in the afterbirth several years ago.<92>

"Oh, the mystery of human 'life'!"

As if experiencing human 'life' for the first time, I watched the child playing with eyes of wonder.

"Humans live..." What is that? I do not intend to ask whether there is any value in it or not. Furthermore, I know that even if I were to ask, there would be no one who could answer.

I merely wish to ask what the significance of "humans live..." is. The absolute mystery of 'life' must surely possess some significance.

What is the significance of "humans live..."? What meaning does that strange mystery signify? Is it no different from the so-called 'life' possessed by all organisms that dwell in this universe—that is, everything that "lives"? If so, then for what significance do all those lives continue their 'life'? Within the curtain enclosing that mystery, must there not be something we must realize, something we cannot help but realize? When I see the 'light' of that life which lives, I always see in its expression the ceaseless cry of 'demand'. I feel this most acutely, its color most intense and its cry most profound, not just in the so-called 'life' possessed by all organisms, but specifically in "humans live...".

The walls of conventional morality, which not only denied one's own existence but also obstructed the desire for 'life' of all humankind, repeatedly fought fierce battles against the absolute power of the 'demand' of "humans live," until its strength to resist was exhausted, forced to acknowledge the sorrow of being trampled. However, the demand of human 'life' surely does not lie solely in trampling morality, solely in destroying morality. Then where does it lie? Like flowing 'water,' constantly moving forward from a new place to yet another new place without even momentary stagnation—this must be the crying demand of 'life.' What is advancing forward? Is it upward progress? Or downward decline? No one can know. Merely abandoning the known for the unknown, discarding the present for the future, endlessly repeating construction and destruction—this must be the desire of life itself. This is an irresistible 'force' striving to pioneer something for the sake of its own life, for the sake of the will to 'live.'

However, the utilitarians (功利主義者) of the world attack this, calling it misguided egoism (利己主義). Of course, it may be a fact<93> that it is egoism. But it is also a fact that it is not misguided. This is because it is the true intention of the irresistible demands, both physical and mental—the form and content of the genuine 'life' of all humankind.

In the world, I see no hypocrite possessing such cruel contradictions as the utilitarian. True egoism, while annihilating misguided utilitarianism, will allow perfect public benefit (公利) to be established before humankind. "All humans, each relying on the demands of their own 'life,' should pioneer something for themselves" — this is telling all humankind to constantly advance without stagnation from a new place to yet another new place. Whether you call it progress, development, or transcendence, it means not stagnating in one place but advancing toward some other place. It is a natural and human principle based on the will to live, which cannot be distorted. Utilitarians, unable to grasp this, merely view it objectively or partially, seeking only to defile the true meaning of egoism.

However, these so-called utilitarians, who claim a different viewpoint, are always characterized by their arrogance. They merely utilize a certain era, trend, or populace, seeking by some means to satisfy their physical desires—that is, aiming for a kind of victory, a position based on falsehood or opposed to the will to 'live.' To rephrase, they utilize some opportunity and are satisfied with the position of reward received merely through those means, the position of utility (功利), from which arises their great arrogance. Satisfaction is stagnation. When flowing water stagnates, mold inevitably grows on it. It develops a stench. Duckweed covers it. This is the miserable phenomenon that utilitarians inevitably create for themselves.

But the true egoist is always humble. Because he always perceives some flaw within himself. He is never satisfied with the existing frame. Forward, ever forward, relying solely on the demands of his own life, he seeks to pioneer something...

This must be the inviolable norm of nature. The form and content of the demand for 'life' is not a 'point' that rests static anywhere. The meaning of 'life' must signify a 'line' that intends to pass ceaselessly through an infinite process like a revolving lantern (走馬燈). If there is anyone who violates this—anyone who halts their mental pioneering in some manner—they cannot but be a<94> rebel against nature, ignoring the will to live.

If the true meaning of 'life' signifies an infinite, progressive 'line,' then that 'line' must be a mental activity signifying process. Mental activity signifying process must inevitably be an endless pioneering life. Then that endless pioneering life must be for the sake of each person's own demand for 'life.' The purpose of demand must be some kind of value. Pioneering life, seen philosophically, must be the entire value of human 'life.' However, lacking sufficient philosophical knowledge, I cannot make evaluative judgments. Therefore, I call mental pioneering life simply the will to live. Whether it is upward or downward progress—just as humans inevitably mature after birth—I say it is merely a natural norm of advancing forward.

The demand for 'life' must inevitably possess the dual meaning of destruction and construction. Therefore, this is infinite progress. Infinite progress cannot but be infinite pioneering.

From a new place to another new place, from destruction to new construction... This is the demand of each individual's life, and at the same time, it must be egoism. And while being egoism, it must also be non-partial egoism, that is, humanism (人性主義, 휴맨이즘).

When we desire something, it is only during the time we have not yet fully obtained it—that is, only during the time we are trying to obtain something—that the concept of longing (憧憬) arises, that we yearn (思慕) for it, and that our entire being is in tension (緊張). However, once that something we desired becomes reality before us, nothing remains in our entire being but satisfaction. Satisfaction is mental rest (休息) where longing, yearning, and tension disappear. Rest signifies 'death.' Human 'life' will surely never grant infinite rest. Year after year, month after month, day by day, hour by hour, minute by minute, second by second, the demand of human life never permits even momentary or instantaneous stagnation but desires to face forward, ever forward—the will to live. This is something everyone must acknowledge.

The time to delight in the teachings of sages and worthies (聖賢), the time to yearn for them, holds value only during the period one did not know them. Once we have pursued their limits, nothing remains but a lump of tribute in the form of formal worship (崇拜), with nothing to replace it. If a person's entire being stagnates in this concept of worship and does not attempt to pioneer something<95> new, then in the next moment, everything will atrophy (萎縮), creating one who knows nothing again. Therefore, by endlessly repeating between a certain starting point and endpoint, eventually, nothing but the sorrow of weariness (倦怠) will remain.

Look at us in this transitional period (過渡期). They must have, within a certain era, understood well the teachings of Confucius and Mencius (孔孟), pursued their limits, leaving no room for further exploration. However, because their entire being stagnated in the formal moral concept called worship, they did not think of pioneering new life but clung fast within the rest called satisfaction. Consequently, in the next moment, everything atrophied, merely shuttling back and forth between the same starting point and the same endpoint, ultimately giving birth to us, crying in weariness, nearly idiotic (白痴). Worship may be necessary. It is the endless footprint of the past process of the pioneer. But do not cling (執着) to it. This is surely rebellion against the will to 'life.'

Satisfaction is rest. Rest is 'death.' Clinging to this 'death' of rest called satisfaction, where longing, yearning, and tension—that is, mental activity—are absent, is truly a greatly fearful thing that ignores the meaning of life called humanity.

The reason Korean Christianity (朝鮮의 基督敎) is still vigorous and its advance knows no bounds is simply because it is still in such a chaotic era (混沌時代), saying, "God (한우님) calls us. We seek Paradise (樂園) after death." Because the feeling of longing is still overflowing, the sense of yearning is ever stronger, and the mental activity filled with tension permeates the entire being. If the interpretation reaches the pinnacle where "God is within the spirit (心靈) of every person" and "Ask, and it shall be given to you" are fully understood, and the religious person offers the self to the realm of spiritual life, creating God themselves and constructing heaven in the real world, thus achieving that ideal—if the interpretation of the Bible reaches such a height, then they must either destroy present Christianity and construct something new, or else, if they stagnate there, they will inevitably repeat between the first starting point and endpoint, ultimately facing the fate of crying in atrophied weariness.

Saying "Blessed are the poor in spirit" ("마음이 비인者는 幸福이니라") can arguably be interpreted without error as "You possess the meaning of 'life' only through your dissatisfaction." Then it must mean nothing more than "Do not stagnate; constantly pioneer new things." In this,<96> it is a fact that Christ (基督) cannot be interpreted as a hypocrite advocating falsehood. If what Christ said is interpreted based on the meaning of life, then "Love others" must inevitably mean "Others will love you." "Judgment is near. Those who love one another will gain life, but those who do not will die." If the Bible cannot be interpreted this way, so be it; but if it can also be interpreted with this meaning, then it must also mean nothing more than "For you to live, love others." Therefore, those who attack Christ as a hypocrite are also those who have lost their subjectivity. This must be philanthropy (博愛) composed solely of true egoism based on human nature (人性). However, he who sacrificed himself solely for that principle is also undeniably a great man. Therefore, the footprint of Christ's pioneering will forever have its light.

True egoism is indeed like this. Because it cannot betray the will to 'life.' If we do not premise this thing called the will to 'life,' then it's uncertain, but if the basis of everything is the irresistible desire that "humans live," then there is no philanthropist who is not egoistic, no sage or worthy, no inventor, no great philosopher, no great artist—none who did not have egoism as their foundation. Mental pioneering carries the great meaning of egoism that conforms to nature, nurturing one's own life. Constantly promoting the will for one's own 'life' and striving to pioneer something is the characteristic of the true egoist.

Utilitarians, who view this great meaning of human nature—this egoism that strives to advance constantly without stagnation—merely through a mistaken objective or partial lens, fail even to interpret its true meaning and merely attempt contradictory attacks. This is not an attack on the principle of egoism itself, but an attack on its name—such is its superficial meaning. If there were no one nurturing their own life, the 'life' of all humankind would inevitably wither and become desolate, like vegetation parched in a drought (旱灰). Furthermore, misguided morality and contradictory utilitarianism, which not only ignored one's own existence but also obstructed the life-will of all humankind, have absorbed the blood of humanity's life-will, removed its vitality, and only given 'life' the sorrow of autumn.

Pioneering life is by no means the principle of destroying others (他滅主義). However, all the products of empty convention surrounding it, and all the sediments (沈澱物) arising from wicked jealousy (猜忌心),<97> carry the fate of self-destruction. The only thing that will forever leave its path is the process of the pioneering life composed solely of egoism. That is, that process is the footprint of destruction and construction emerging from the will to 'life.' It cannot but be the infinite 'line' recording the pioneering of humankind. All sages, all heroes, great philosophers, great inventors, great artists—all these people invariably created this infinite 'line' of process. This cannot but be the record of their pioneering lives, repeating construction upon destruction, and again construction upon that destruction. However, beneath the great chariot wheels (大輪軌) of all those who left such records, haven't billions of evils, trillions of falsehoods, shed copious fresh blood and become miserable vengeful spirits (寃魂)? These were merely the sedimented ones (沈澱者) who stagnated in the process of others, stuffing themselves until full (滿胞肌腹). They were merely skeletons resting in satisfaction, lacking the tension of their faculties. To respect the self means to seek the self out of this sedimentation. It certainly does not mean to destroy others and establish oneself upon them. To build the process of 'life'—which will be eternally recorded, from pioneering to further pioneering, from a new place to another new new place, spurred by the will to 'life'—this must be the true meaning of egoism.

Humans can see the meaning of life only within infinite longing, infinite yearning, infinite tension. This is mental activity. Mental activity inevitably creates mental pioneering. Those without this cannot but be 'death' possessing living flesh (活肉). This must be a great misfortune ignoring nature, arising from the mental rest called satisfaction.

However, in the world, there are not a few who often misinterpret this. Many understand activity merely in the sense of physical activity, running east and west (東奔西走). They do not know that physical activity, if detached from mental activity, is merely 'death' where the will to 'life' has stagnated. This must be the mistaken action of those who ignore mental activity, namely utilitarians. They utilize a certain era, social structure, or trend to place themselves in a certain position, at which point they will stagnate in the rest called satisfaction.

This cannot but be the undeniable characteristic of the utilitarian. Therefore, starting from self-satisfaction, all longing, all yearning, all tension disappears, and what remains is merely the arrogant concept of victory, looking down on everything (睥睨). But they do not realize the stench already emanating from their own heart. Thus, between person and<98> person, they engage in nothing but struggles for empty positions. This struggle merely exposes base jealousy. Such struggles not only occur over positions but their ripples extend even to artists, who are mental life practitioners entirely unrelated. That is, utilitarians, who interpret the activity of 'life' solely as physical activity, try to deny the existence of artists, who signify mental activity. However, this is an utterly fruitless endeavor, a struggle for emptiness that does not even yield the results of fighting for position among utilitarians themselves. Why? Because no matter how much an artist makes mental activity the essence of their life, if they lack progress—that is, mental pioneering—their fate will be no more than a morning dewdrop, even without the attacks of utilitarians. Conversely, for the artist who signifies mental pioneering, even if tens of millions of utilitarians launch a general attack, their process will eternally retain its 'light.' Therefore, this struggle is said to be an even emptier, more meaningless struggle than the fight for position between utilitarians.

"Only nurture yourselves upon the will of your own 'life.' And do not interfere (干涉) with others." This must be the absolute declaration of the egoist.

When each individual views this subjectively, it cannot but be the true desire pushing all humankind forward. "For you to live, love others." "For you not to be hated, do not hate others." "And merely contend with the pioneering before you." How can this not be a true cry?

The infant crying its first cry wrapped in the afterbirth, not by human artifice but relying solely on the demand composed of the will to live, pioneers mentally moment by moment. From a place of not knowing, it comes to understand everything on its own. However, once one becomes a so-called adult (成人), gradually buffeted by the pressure of the social atmosphere, stagnating due to paralyzed fear (恐怖心), base desire for honor (名譽心), and other base ambitions (野慾), one merely confuses the meaning of life. Could this not be the phenomenon of our real society? Therefore, those who are confused by this and stagnate are the living dead who have departed from the will to 'life,' while those who, without any such confusion, pioneer something for their own sake will become those who leave behind a process of true 'life' conforming to the will to live. With this, I conclude [my thoughts on] the Pioneering Life.
(March, 1921)<99>

**Summary**

Kim Wibang argues that the essence of human "life" (삶) is a constant, forward-moving "pioneering" (개척) driven by an innate, irresistible life-will or "demand" (요구). He champions "true egoism" (진실한 이기주의) – the focus on individual self-realization and progress through endless cycles of destruction and construction – as natural, vital, and ultimately beneficial for humanity. He contrasts this with stagnant "utilitarianism" (공리주의) and blind adherence to tradition (like Confucianism or misunderstood Christianity), which he condemns as hypocritical, arrogant, and leading to decay, weariness (권태), and "death-in-life." The core message is to avoid satisfaction and stagnation, embrace constant mental activity (longing, yearning, tension), and perpetually pioneer for oneself, which paradoxically forms the basis of true humanism and progress.

From a historical perspective, this 1921 article is significant. Written during Japanese colonial rule, its strong emphasis on individual will, self-reliance ("pioneer for yourself"), progress, and the critique of stagnation and restrictive traditions (including Confucianism, often associated with the old Joseon order) can be interpreted as a call for national awakening and modernization, albeit framed in philosophical terms. The advocacy for "true egoism" as the engine of progress, while potentially controversial, could reflect a desire to break free from perceived collective passivity or subservience and foster a dynamic, self-determined spirit among Koreans under colonial oppression. Historians might find the explicit discussion of egoism, humanism, and the critique of both traditional Korean values and potentially Western influences (like utilitarianism and certain interpretations of Christianity) revealing of the intellectual currents among Korean thinkers grappling with modernity and national identity under colonial constraints.

**Named Entities**

金惟邦	김유방	Kim Wibang
朝鮮의 基督敎가 아즉도 意氣鞏健하야 그 邁進의 極이 업슴은 다못 『한우님은 우리를 부르나니라. 우리는 死後에는 樂園을 찻느니라.』하는 이러한 混沌時代에 잇는 까닭에 아즉도 憧憬의 念은 充湓하고 思慕의 感은 더욱 굿세며 또한 全 性能에는 緊張이 充溢한 心的 活動이 잇는 까닭이다. 만일 『한우님은 모든 사람의 心靈안에 잇느니라.』 또한 『求하는 者에게 주리라.』한 것을 完全히 解釋하여 宗敎家는 自我로써 精神生活의 乾坤에 提供하야 스스로 神을 創造하며 天國을 現實界에 建設하야써 비롯오 그 理想을 達하리라는 聖書解釋의 極致가 된다하면 그이들은 반듯이 現在 基督敎를 破壞하고 다시 새로운 무엇을 建設커나 그러치 아니하고 그에 停滯가 되면 그이들은 반듯이 첫 번 起點에서 終點사이를 反覆하다가 畢竟은 오즉 萎縮된 倦怠에서 울음우지 아니할 수 업는 運命을 지을  것이겟다.
『마음이 비인者는 幸福이니라.』함은 『너이는 오즉 滿足치 못함으로써 「삶」의 意義를 가지느니라.』하는 解釋이 그릇되지 안타하여도 無妨하겟다. 그러면 그는 반듯이 『너이는 停滯치 말고 恒常 새로운 것을 開拓하여라.』 하는 意味에서 지나지 아니할 것이겟다. 이에＜96＞ 基督은 決코 虛僞를 主唱한 僞善者라고 解釋치 못할 것은 事實이다. 만일 基督이 말한 것을 삶의 意義를 標準하여 解釋할진대 『사람을 사랑하여라.』한 것은 반듯이 『그 다른 사람은 너를 사랑하리라.』하는 意味가 아닐 수 업겟다. 『審判은 가까워온다. 서로 사랑하는 者는 삶을 어드려니와 그러치 못한 자는 죽느니라.』 聖書로써 만일 이와가티 解釋이 될 수가 업다면 已어니와 이가튼 意味도 解釋이 될 수가 잇다면 그는 반듯이 『너는 네가 살기 爲하야 그 다른 사람을 사랑하여라.』하는 意味에서 지날 것이 또한 업겟다. 그럼으로 基督을 僞善者라고 攻駁하는 者는 亦是 그 主觀을 일흔 者라 하겟다. 이는 반듯이 人性을 標準으로 한 眞實한 利己主義로만 모인 博愛가 아닐 수 업겟다. 그러나 또한 그 主義로만 모여 自身을 犧牲한 그는 亦是 偉人이 아닐 수 업다. 그럼으로 基督의 開拓의 足跡은 永遠히 그 빗이 잇스리라.
眞實한 利己主義는 果然이러하다. 이는 『삶』의 意欲을 背反치 못하는 까닭이다. 이「삶」의 意欲이라하는 것을 前提로 하지 아니한다면 모르거니와 모든 것이 『사람이 산다.』하는 不可抗할 意欲이 그 根底라 할진대 어느 博愛主義者가 利己가 아님이 업고 어느 聖賢이 또한 어느 發明家가 또는 어느 大 哲學者, 어떤 大 藝術家가 모다 利己를 根底로 하지 아니한 者는 업슬것이겟다. 心的 開拓이라함은 오즉 自己生命에 북도다 주는 自然에 順應하는 큰 利己의 意味를 가젓겟다. 압흐로 自己自身의 「삶」의 意欲을 助長하야 恒常 그 무엇을 開拓하려함은 오즉 利己主義者의 特色이니라.
이러한 人性의 어그러치지 못한 큰 意味를 가지고 恒常 그 停滯가 업시 나아가랴는 利己主義를 한갓 그릇된 客觀視 或은 部分視를 하는 功利主義者들은 그 眞意의 解釋부터 못하고 다못 矛盾된 攻駁을 試驗한다. 이는 利己主義라는 그 主義를 攻駁함이 아니요. 그 名稱을 攻駁하는 이러한 不徹底한 意味를 가젓다. 만일 自己生命에 북돗는 者- 업스면 全 人類의 「삶」은 오즉 旱灰에 枯渴한 草木과 가티 한갓 枯渴하야 卑廢됨을 免치 못하겟다. 또한 自己自身의 存在만 無視할 뿐 아니라 全 人類의 生命의 意欲을 阻碍하던 그릇된 道德, 또한 矛盾된 功利主義는 어대까지 人類의 삶의 意欲의 血液을 吸收하야 그 潤澤을 엄시하고 오즉 「삶」으로 하야금 秋色의 서름을 주어왓다.
開拓生活은 決코 他滅主義가 아니다. 그러나 그 周圍에 잇는 모든 空虛된 因襲의 産物, 또한 邪惡한 猜忌心에서＜97＞ 發生된 그 모든 沈澱物은 스스로 그 自滅할 運命을 가젓다. 다못 永遠히 그 行路를 남길 것은 오즉 利己主義로만 모인 開拓生活의 過程밧게는 아모 것도 업다. 卽 그 過程은 「삶」의 意欲으로부터 나온 破壞와 建設의 足跡이겟다. 그것은 오즉 人類의 開拓을 記錄한 無窮한 「線」이 아닐 수 업다. 모든 聖賢, 모든 英雄, 大 哲學者, 大 發明家, 大 藝術家, 이 모든 사람은 반듯이 無窮한 이 過程의 「線」을 짓지 아니한 자-업섯다. 이는 모다 建設우에 破壞, 다시 그 破壞우에 建設을 거듭한 그이들의 開拓生活의 記錄이 아닐 수 업다. 그러나 이러한 記錄을 남기고 간 그 모든 者들의 大輪軌미테는 幾億萬의 邪惡, 幾億兆의 虛僞가 淋漓한 鮮血을 흘리고 無慘한 寃魂이 되지 안핫는가? 이는 다못 他人의 過程에서 停滯되어 滿胞肌腹하던 沈澱者뿐이엇다. 오즉 性能의 緊張이 업는 滿足에 休息된 骸骨이엇다. 自我를 尊重히 하라함은 이 沈澱에서 나를 求하라 하는 意味겟다. 決코 남을 滅하고 나를 그 우에 세우라하는 意味가 아니다. 「삶」의 意欲에 북도져서 새로운 곳에서 다시 새로운 곳으로 開拓에서 또한 開拓으로 永遠히 記錄될 「삶」의 過程을 지어라 하는 것이 即 利己主義에 本意가 아닐 수 업다.
사람은 無限한 憧憬, 無限한 思慕, 無限한 緊張 알에서 오즉 그 生命의 意義를 볼 수가 잇다. 이것은 即 心的 活動이다. 心的 活動은 반듯이 心的 開拓을 짓는다. 이것이 업는 者는 오즉 活肉을 가진 「죽음」이 아닐수 업다. 이는 반듯이 滿足이라는 心的 休息에서 發生하는 自然을 無視한 一大不幸이겟다.
그러나 世上에서는 往往 이를 그릇 解釋하는 者- 적지아니하다. 活動이라면 다못 東奔西走하는 肉的 活動의 意味로 아는 자가 만타. 肉的 活動이로되 오즉 心的 活動을 떠난 그것은 한갓 「삶」의 意欲이 停滯된 「죽음에서 지나지 못함을 모르는 者-만타. 이는 오즉 功利主義라는 心的 活動을 無視한 者의 誤錯된 行動이겟다. 이는 오즉 어떤 時代, 어떤 社會의 組織 或은 風氣를 利用하야써 自己自身으로 하야금 어떠한 地位에 處케 할 때에 滿足이라는 休息에 停滯될 것이겟다.
이는 功利主義者로써 否定할 수 업는 自己自身의 特色이 아닐 수 업겟다. 그럼으로 이는 스스로 滿足함에 비롯하야 모든 憧憬, 모든 思慕, 모든 緊張이 업서지고 남는 것은 다못 傲慢된 勝利의 觀念으로 모든 것을 睥睨할 뿐이겟다. 그러나 그는 自己自身의 心臟에서 이미 내음새 남을 못깨닷는다. 이리하야 이는 사람과＜98＞ 사람 사이에서 오즉 空虛된 地位의 爭鬪밧게는 일삼는 것이 업다. 이 爭鬪는 오즉 野卑된 猜忌心을 暴露할 뿐에서 지나지 아니한다. 이러한 爭鬪는 오즉 그 地位에서 뿐만 아니라. 全然히 關係가 업는 心的 生活者되는 藝術家에게까지 그 餘波를 끼친다. 即 「삶」의 活動을 肉的 活動으로만 그 意味를 解釋하는 功利主義者들은 心的 活動을 意味하는 藝術家의 存在를 否認하려한다. 그러나 이것은 아모런 利益이 업는 오히려 公利者와 公利者 間에서 그 地位를 다툼만 한 結果도 가지지 못한 오즉 空虛의 爭鬪를 일삼으려 한다. 웨그런고 하면 아모리 心的 活動으로써 그 生活의 本意로 하는 藝術家라 할지라도 다못 進展이 업는 即 心的 開拓이 업는 藝術家는 功利主義者의 攻駁이 업다 할지라도 그의 運命은 一點朝露에서 지나지 못할 것이겟다. 그에 反하야 心的 開拓을 意味하는 藝術家는 幾千萬의 功利主義者들이 總攻擊을 한다 할지라도 그의 過程은 永遠히 그 「빗」을 일치 아니할  것이겟다. 그럼으로 이 爭鬪는 오즉 功利主義와 功利主義者間에서 그 地位를 다투는 以上 더욱 空虛한 無意味한 爭鬪라 한다.
『오즉 너이는 너이 自身의 「삶」의 意欲우에 북도두어라. 또한 그 다른 者를 干涉치 말아라. 이것이 利己主義者의 絶對 斷言이겟다.
이를 各 個人이 主觀視할 때에는 이는 全 人類의 압흐로 推移하는 眞實한 意欲이 아닐 수 업다. 『너이는 너이가 살기 爲하야 남을 사랑하여라.』 『너이는 너이가 미움을 밧지 안키 爲하야 남을 미워하지 말아라.』『그리고 다못 너의 압헤 잇는 開拓으로써 다투어라.』 이것이 어찌 眞實한 부르지즘이 아닐 수 잇슬가.
産褥에 쌔워 첫 고함치던 어린아이는 決코 人爲的이 아닌 오즉 生의 意欲으로만 모인 要求에 依支하야 時時刻刻이 心的 開拓을 한다. 아지 못하던 곳에서 스스로 모든 것을 깨달아 온다. 그러나 한 번 所謂 成人이 되면 漸次 社會的 空氣의 壓迫에 부닷기어 痲痺된 恐怖心과 野卑한 名譽心, 其他 모든 野慾에 停滯가 되어 오즉 삶의 意義를 混沌한다. 이것이 우리의 實社會의 現象이 아닐수 잇슬가. 그럼으로 이에 混沌하여 停滯되는 者는 오즉 그 「삶」의 意欲에서 벗어난 活肉을 가진 죽은 者이며 이에서 아모런 混沌이 업시 自己自身을 爲하야 그 무엇을 開拓하는 者는 生의 意欲에 順應한 眞實한 「삶」의 過程을 남기는 者- 될 것이겟다. 나는 이로써 開拓生活의 끗을 맷는다.
(1921年 3月 日)＜99＞
＜92-99＞
