Magazine Title: 삼천리
Publication Date: 1931-10-01
Article Title: 李堈殿下 國境出走秘史, 全協 鄭雲復 羅昌憲들과 손을 맛잡고 (The Secret History of His Highness Yi Kang's Border Escape Attempt, Joining Hands with Chŏn Hyŏp, Chŏng Un-bok, and Na Ch'ang-hŏn)
Author: Unspecified
Article Type: 회고·수기 (Memoir/Recollection)

The Secret History of His Highness Yi Kang's Border Escape Attempt, Joining Hands with Chŏn Hyŏp, Chŏng Un-bok, and Na Ch'ang-hŏn

It was the night of November 9th in the year Kimi (己未年 - 1919). His Highness Yi Kang hastily fled through the rear gate of his residence and vanished into the dark night.

In that year, the mountains and rivers of the peninsula were boiling over, and it wasn't long after the aristocrat Kim Ka-jin, along with his son Kim Ŭi-han, had escaped to Shanghai in early October. Following them, where was His Highness Yi Kang headed? The source of all these ingenious schemes and clever plans was the Daedongdan (大同團), with Chŏn Hyŏp as its leader (圍長) and Kim Ka-jin as its president (總裁).

The Daedongdan was a secret society that arose on March 1st and intended to continue the March First Movement (OO운동) that had swept across all of Chosŏn until the end of April. They planned to distribute secret publications and constantly encourage demonstration movements. Whether His Highness Yi Kang fell into this organization's scheme (術中) or how much of a tacit understanding (黙契) His Highness had with the group, the numerous strategies mixing truth and falsehood (虛虛實實) lie hidden behind the deep curtain of the incident, destined to remain an eternal secret. Who am I, the author, to dare leak this profound mystery (玄機)?

Now, turning back to the story (却說): On the night of November 11th, a truly deep autumn night, the cries of cheap goods hawkers from the night market (夜市) boiled like devilfish soup. People in snow-white clothes (雪白의 白夜人) walked in rows along both sides of the street. Streetcars still passed by, and automobiles still passed by. It was a peaceful and bustling night, a night like any other. Yet, having left his residence, His Highness Yi Kang hurried to a detached house (別宅) in Insadong, called for the rickshaw puller Kim Sam-bok, whispered a few words to him, and immediately got into the rickshaw, which then disappeared towards a certain house in Kongp'yŏngdong.

A few hours before this occurred, Chŏng Un-bok, famous as a high-level detective (高等探偵) in the current Police Affairs Bureau (警務局), quietly left his home in Samgakch'ŏn and also vanished somewhere.

Chŏng Un-bok was formerly a reporter for the Taehan Maeil Sinbo (大韓每日申報) and a leading figure of the anti-Japanese faction, renowned for both his writing and speaking abilities. Since being misled by the vague phrase "so-called decisive measures," he lamented, "The times are unfavorable, and Dapple won't run" (時不利兮騅不逝), and perhaps unable even to meet the boatman at Wu River (烏江亭長), he had become a retainer (食客) at the Police General Headquarters (警務總監部), wielding <52> his sharp (辛竦) skills.

At a certain house in Kongp'yŏngdong:
The current Royal Prince (王宗) His Highness Yi Kang
The current Police Affairs Bureau consultant (囑託) Chŏng Un-bok
The leader of the secret society Daedongdan Chŏn Hyŏp
Daedongdan members Na Ch'ang-hŏn, Han Ki-dong, Tong Ch'ang-nyul, Yi Chae-ho, Kim Chung-ok
gathered in one place under a bright electric light, sharing a cup of wine and exhaustively discussing the affairs of the world. It was past 11 o'clock at night. Inside the room, voices were low but spoke in forceful tones, while outside the door, several young men stood guard (派守), holding pistols.

Late in the night, Daedongdan leader Chŏn Hyŏp and His Highness Yi Kang left by rickshaw for outside Ch'angŭimun gate. Following them, Chŏng Nam-yong, Han Ki-dong, Yi Chae-ho, Na Ch'ang-hŏn, along with Chŏng Un-bok, taking Kim Sam-bok, also went out beyond Ch'angŭimun gate.

These two rickshaws went to a small house in the mountains outside Ch'angŭimun. Amidst the deserted midnight, only the faint sound of a stream (溪聲) could be heard, and all around was deathly quiet.

On the following day, the night of the 10th, His Highness Yi Kang wore a *t'anggon* (탕건 - horsehair skullcap) and a *kat* (갓 - traditional hat), a Korean *turumagi* (두루막이 - overcoat), and *chipsin* (집신 - straw sandals), appearing exactly like a farmer or country rustic (田夫野人). At night, he walked to Susack Station (水色驛) and boarded a third-class carriage there. It was a quiet, small station (幽閑한 小驛), so no one would have dreamed that His Highness Yi Kang would board dressed as a farmer from this little station. Accompanying him on the train were Chŏng Nam-yong, Yi Il-gyu (李二奎), Song Se-ho, and several others.

The train reached Andong County (安東縣) without incident, but upon disembarking at Andong Station (安東驛), they were discovered by vigilant police officers. His Highness Yi Kang was made to return, Chŏng Nam-yong was caught, and Yi Il-gyu (李乙奎) escaped. Thus, the attempt to escort His Highness Yi Kang out of the country (擁走) ended in failure.

According to the official documents based on statements given to the authorities at the time, Han Ki-dong intended to make a reservation for the Yi Royal Family's fishery (李堈家 漁場) for 30,000 won and introduced Chŏng Un-bok to arrange a meeting, whereupon they suddenly threatened His Highness with a pistol, forcing him to go along. However, readers who have read the preceding account from beginning to end will judge for themselves. The truth behind the secret society's logbook remains unknown. <53>

Thinking about it now, it seems laughable, but Daedongdan leader Chŏn Hyŏp was a figure whose head was filled with the dregs (殊滓) of feudalism. The idea that if they enthroned His Highness Yi Kang and commanded the world, the people's hearts would largely follow, was merely imitating the old trick (故智) of Kim Ok-kyun of the three-day reign (3日天下) who tried to move Emperor Kojong (高宗帝) to a Japanese warship in Inch'ŏn. Their intention was based on the idea, "If we just hold onto this king, we'll find a way. Seize the prince to command the lords (挾王子以令諸侯)."

It was recorded that Chŏng Un-bok, seeking a 150 won commission for the aforementioned fishery deal, acted as an introducer but was then threatened, forced into a rickshaw, gagged, bound hand and foot, and taken away. However, that Chŏng, earning a salary of several hundred won, would undertake the great risk of luring out His Highness Yi Kang for 150 won, and then follow along out of fear as far as outside Ch'angŭimun gate, is also a question whose front and back do not connect (압 뒤 등이 닷지 안는 - i.e., it doesn't make sense).

After the Yi Kang incident, the police were in a great uproar. At that time, I went to the Chongno Police Station (鍾路署), where Mr. Sam'yung (三輪씨), now famous for arresting major criminals, was still a section member (係員), and the head of the High-Level Affairs Section (高等係主任) was a certain Okamoto (岡本某). I requested Mr. Okamoto and asked him about it.

"Regarding that incident, due to my responsibility, I cannot say a single word," he said, remaining silent.

To a certain Korean detective:
"I heard Mr. Chŏng Un-bok was called in?"
The detective nonchalantly pointed to a stout, elderly figure (寬原長者) in Korean clothes (朝鮮服) sitting nearby and said,
"That is Chŏng Un-bok."
I asked,
"Are you Mr. Chŏng Un-bok?"
"Yes!"
"Why did you go outside Ch'angŭimun gate?"
"Who? By crazy guys— I was tricked—"
He mumbled, puffing away vigorously on a long bamboo pipe (長竹).

Several years after that incident occurred, I saw Mr. Mori Rokuji (森六治君), who had been the chief of Chongno Police Station, and asked him,
"I heard you escorted His Highness Yi Kang back. How did you do it?"
"What can I say? I just went before His Highness and cried," he replied, laughing.

Time has passed. Mr. Chŏn Hyŏp has died, Mr. Chŏng Un-bok has died, and Messrs. Okamoto and Mori, who investigated the incident back then, have also retired from the police force. <54>

**Summary**

This 1931 memoir recounts the failed attempt by Prince Yi Kang, a member of the former Korean royal family, to escape Korea in November 1919. Organized by the nationalist secret society Daedongdan, led by Chŏn Hyŏp, the plan involved smuggling the prince, disguised as a farmer, out via train to Andong near the border. The article details the clandestine meeting before the escape, involving Yi Kang, Daedongdan members, and Chŏng Un-bok, a former anti-Japanese journalist turned police consultant. The escape failed when the prince was recognized and detained in Andong. The author questions the official narrative that Chŏng Un-bok was coerced, suggesting his involvement might have been more complex, and reflects on the feudalistic thinking behind the Daedongdan's plan to use the prince as a figurehead.

For historians, the article offers a contemporary (though retrospective) perspective on nationalist activities shortly after the March First Movement, particularly the strategies and internal dynamics of groups like the Daedongdan. It highlights the complex position of figures like Yi Kang and Chŏng Un-bok, caught between nationalist aspirations, personal survival, and Japanese surveillance. The author's skepticism towards the official police account and the descriptions of the atmosphere surrounding the event provide valuable context on colonial-era politics and resistance, as well as the ambiguous roles some Koreans played within the colonial system.

**Named Entities**

李堈	이강	Yi Kang
미친 놈	미친 놈	Crazy guy/bastard (colloquial, offensive)
속아서	속아서	Being deceived/tricked
어물어물하다	어물어물하다	To mumble, speak indistinctly
長竹	장죽	Long bamboo tobacco pipe
담베	담배	Tobacco, cigarette (older spelling)
펄석펄석	펄석펄석	Puffing vigorously (onomatopoeia)
피인다	피운다	Smokes (older spelling/form of 피운다)
잇슨지	있은지	Since it happened/was (older spelling)
잇던	있던	Who was, which was (older spelling)
어떠케	어떻게	How (older spelling)
잇서야지요	있어야지요	What can I say? / There's nothing to say (contextual meaning; lit. 'must there be something?') (older spelling)
압페	앞에	In front of (older spelling)
작고	자꾸	Repeatedly, keep doing (here implies continuous crying)
울엇지요	울었지요	I cried (colloquial/storytelling ending)
세월	세월	Time, years
검거하다	검거하다	To arrest, round up
경찰계	경찰계	The police world/circles
물러낫다	물러났다	Retired, withdrew (older spelling)
<54>	<54>	Page number marker


---------------------------


잡지명	삼천리 제3권 제10호
발행일	1931년 10월 01일
기사제목	李堈殿下 國境出走秘史, 全協 鄭雲復 羅昌憲들과 손을 맛잡고
기사형태	회고·수기

李堈殿下 國境出走秘史, 全協 鄭雲復 羅昌憲들과 손을 맛잡고
때는 己未年 11월 9일 밤이다. 李堈 殿下는 황망히 自邸 후문으로부터 出走하야 어두운 밤에 사라지고 마럿다.
이 해에 반도산하는 부글부글 끌엇고, 10월 상순에 귀족 金嘉鎭이 其子 金義漢과 함께 탈출하야 上海로 가 버린지도 얼마 안되든 때이다. 뒤를 이어 李堈 殿下는 어대로 향하엿는고? 이 모든 奇計妙策의 출처는 全協을 圍長으로 金嘉鎭을 총재로 한 大同團의 所爲이엇다.
大同團은 3월 1일에 이러나 4월 말까지 전조선을 휩쓸든 OO운동을 계속 진행하려든 비밀결사이다. 비밀출판물을 배포하고 시위운동을 隨時 慫慂 하려던 것이다. 李堈 殿下가 이 단체의 術中에 빠졋는지 또는 殿下가 同단체와 얼마나한 黙契가 잇섯는지 虛虛實實의 幾多 책략은 사건의 깁흔 장막 뒤에 숨어 千古의 비밀로 남을 것이니 필자 어찌 질기어 이 玄機를 漏하려는 者리요.
却說=11월 11일 夜 가을도 正히 깁흔 밤이라 악마구리 끌틋하는 夜市의 싸구려 외치는 소리 모시옷 입은 雪白의 白夜人은 街路 좌우로 열을 지어 걸어간다. 전차도 여전히 지나가고 자동차도 여전히 지나간다. 이 평화하고 번화한 밤=아모러치도 안은 밤이엇만=自邸를 나오신 李堈 殿下는 황황히 仁寺洞 別宅에 들러 人力車夫 金三福을 불러 몃 마듸의 말을 소군소군 뭇더니 즉시 인력거를 타고 公平洞 어느 집으로 그 인력거는 사라지고 말엇다.
이 일이 잇기 몃 시간 전에 現 警務局高等探偵으로 유명한 鄭雲復이 고요히 三角町 自己의 집에서 나와서 역시 어대로인지 사라젓다.
鄭雲復은 이전 大韓每日申報 기자요 排日派의 거두로 筆舌이 俱說하던 名流이다. 『소위 단호한 처치』라는 애매한 一句로 致誤된 이래 時不利兮騅不逝를 부르짓고 烏江亭長도 못 맛던지 警務總監部의 식객으로 잇스며＜52＞ 그 辛竦한 手腕을 놀리엇다.
公平洞 어느 집에서는
現   王   宗     李堈 殿下
現警務局囑託     鄭雲復
秘社大同團長     全協
大同團員      羅昌憲, 韓基東, 董昌律, 李在浩, 金中玉이 一席에 모히어 밝은 전등 알에 一盃酒를 나누며 천하를 絶論하엿다. 밤은 11시가 지낫다. 방안에서는 목소리는 적으나 힘잇는 어조로 이약이 하는데 문 밧게는 몃몃 청년이 권총을 들고 派守를 본다.
밤이 깁흔 후에야 大同團長 全協과 李堈 殿下는 인력거로 彰義門 밧그로 나가고 뒤를 니어 鄭南用, 韓基東, 李在浩, 羅昌憲 등은 鄭雲復과 함께 金三福을 다리고 역시 彰義門 밧그로 나간다.
이 兩 대의 인력거는 彰義門 外 山中 小家屋으로 들어갓다. 無人中夜의 溪聲만 은은하고 四面은 죽은 듯이 적적하엿다.
李堈 殿下는 그 이튿날 10일 夜에 싀골사람 가치 탕건을 쓰고 갓을 쓰고 조선 두루막이에 집신을 신으니 완연한 田夫野人과 가탓다. 밤에 걸어서 水色驛까지 나가서 거긔서 3등 객실에 오르니 幽閑한 小驛이라 누구든지 이 小驛에서 李堈 殿下가 농부로 올를 줄은 꿈도 안 꾸엇슬 것이다. 同車한 이는 鄭南用, 李二奎, 宋世浩 등 몃 사람이엇다.
기차는 一路 無恙히 安東縣에 다앗는데 安東驛에서 하차 하엿다가 警戒하는 경관에게 발각되어 李堈 殿下도 도로 도라 오시게 되고 鄭南用은 붓들리고 李乙奎는 도주하엿다. 이리하야 李堈 殿下의 擁走는 실패에 돌아갓다.
당시 관헌에게 진술된 공문서에는 李堈家 漁場을 韓基東이가 3만원에 예약하고자 鄭雲復을 소개하야 모아노코 별안간 권총으로 위협하야 殿下는 따라 가시게 되엇다고 한다. 그러나 이것은 前記 사실의 自初至終을 읽은 독자가 스사로 판단할 것이다. 비밀단체 일사록 그 정체는 모르게 된다.＜53＞
지금 생각하면 우수운 일이지만 大同團長 全協은 봉건주의의 殊滓가 머리에 가득한 인물이다. 李堈 殿下를 옹립하야 천하를 호령하면 민심이 만히 따라오리라 하는 것은 3日天下의 金玉均이 仁川 日本軍艦으로 高宗帝를 播遷 식히려든 故智를 답습한 것이다. 『이 임금만 봇들고 잇스면 수가 난다. 挾王子以令諸侯』를 한다는 것이 그들의 의도이다.
鄭雲復은 前記 어장사건에 수수료 150원을 먹으려고 소개하엿다가 위협으로 인력거에 태어 재갈을 물리고 수족이 결박되어 잡혀 갓다고 기술되엇스나 수백원의 급료를 먹는 鄭이 150원에 李堈 殿下를 誘出하는 대모험을 하다가 무서워서 彰義門 外까지 따라 나갓다는 것도 압 뒤 등이 닷지 안는 1 의문이다.
李堈 殿下 사건 후 경찰은 대소동이엇다. 필자는 그때 鍾路署에를 가니 지금에 대사건 검거로 유명한 三輪씨도 아즉 係員으로 잇섯고 高等係主任은 岡本某라고 하엿섯다. 岡本씨를 請하야 물어보니.
『그 사건에 대하야서 책임상 한 마듸도 말할 수 업습니다』 하고 침묵한다.
어떤 조선인 형사에게
『鄭雲復씨가 불리엇다지요?』
하니 그 형사는 무심히 엽헤 안진 朝鮮服의 寬原長者를 가르치며
『저이가 鄭雲復이외다』 한다.
필자는
『당신이 鄭雲復씨라지요』
『네!』
『彰義門 밧게는 웨 나가섯소』
『누가? 미친 놈들에게 ― 속아서 ―』
어물어물하고 긴 長竹에 담베만 펄석펄석 피인다.
그 사건이 잇슨지 몃 해 지나서 종로서장으로 잇던 森六治君을 보고
『당신이 李岡 殿下를 모시어 왓다니 어떠케 하엿소』 하고 물으니
『무슨 말을 할 수가 잇서야지요. 그저 전하 압페 가서 작고 울엇지요』 하고 웃는다.
세월이 흘러서 全協씨도 죽고 鄭雲復씨도 죽고 그때 그 사건을 검거하던 岡本森씨도 경찰계에서 물러낫다.＜52＞
＜52-54＞
