잡지명	개벽 제41호
발행일	1923년 11월 01일
기사제목	一瞥 (A Glimpse)
필자	十目生
기사형태	소식 (News)

A Glimpse
						Simmoksaeng

Reforming the Affairs of the Youth Federation – By What Means Do They Plan to Build New Strength?

In recent days, which feel somewhat desolate as various individuals who advocated socialism, bustling around organizations such as the Puksŏnghoe (North Star Society), Nodong Yŏnmaenghoe (Labor League), Nodong Kongjehoe (Labor Mutual Aid Society), and Sŏul Ch'ŏngnyŏnhoe (Seoul Youth Association), have either been arrested (拘囚) or have fled (奔竄), the Seoul Chosŏn Youth Federation suddenly held an executive committee meeting, re-elected its officers, and resolved on new matters such as holding regional conferences and a tenant farmers' conference, aiming to reform its affairs. Mr. Kim Ch'ŏlsu, newly elected as the executive committee chairman this time, previously expressed a part of his aspirations through a newspaper reporter, stating that he intends to strive to work for society with a spirit of devotion (奉貢的) for justice and humanity, transcending all classes, whether proletarian or propertied.

Regarding how many youths this Youth Federation currently unites, or what it intends to do by uniting them in such a way, is not the ultimate point we wish to discuss here. However, since the association's authorities have voluntarily put forth a platform, we cannot help but say a word first.

It is said that they will transcend the propertied and proletarian classes and work for society solely from the standpoint of justice and humanity. Doesn't transcending the propertied and proletarian classes mean, in other words, working by viewing both the propertied and proletarian classes as equal counterparts, without questioning their status? And doesn't it mean, yet again, fundamentally affirming the current social phenomena and working this way or that way underneath them?

If this is indeed the case, or if this is all there is to it, isn't that platform too ambiguous and vague? Doesn't it lack any power or inspiration? Can this truly provide the new strength to cry out again to today's youth associations, which have become utterly meaningless, separate from political and social movements, as the association's officials themselves have stated?

However, there is one thing to consider here. That is, platforms, in general, should not be considered that important, and especially in our circumstances, they inevitably become so. That is to say, our platforms cannot be viewed in the same way as declarations from other places or other people. Furthermore, isn't the platform being discussed now not something formally put forward by the Youth Federation itself, but merely the opinion expressed by one member of the executive?<110>

Just as even a single rolling stone (拳石) has its origin, how could the birth of the Chosŏn Youth Federation be without meaning? In short, the Youth Federation must have already possessed some kind of principle (主義) or mission at the time of its own birth. It seems there would be no great error if it simply strives forward based on that. For now, I trouble myself with a word to pray for the meaningful development of that association (yes, it must truly be a meaningful development).

A Major Bad Precedent in the Education World? – The Principal Issue at Posŏng College

As Mr. Ko Wŏnhun, the principal of Posŏng College (普成專門學校), submitted his resignation, the school's board of directors accepted his resignation letter. However, the entire student body, asserting that there must be some hidden reason behind the acceptance of Principal Ko's resignation, initiated a movement to retain the principal and, first, declared a joint class boycott (同盟休學).

Although the school authorities vehemently declare that Principal Ko's reason for resignation is solely based on Mr. Ko's personal circumstances, third-party observations already differ, concluding that behind the scenes, there was an underlying motive by Mr. Kim Kit'ae, the representative director of the school's board, to install his confidant (心腹人).

As generally acknowledged, Mr. Ko not only served continuously at the school for over ten years, but his dedicated efforts (盡瘁) were truly utmost (至切) during the establishment of the incorporated foundation (財團法人) previously. However, causing such an issue now without any special reason, simply due to the personal feelings (私感) of some influential person (有權者), cannot be overlooked from any perspective. That is, if the school principal is changed under such hidden circumstances (裏情), this (一) sets a major bad precedent (要例) in the education world. In today's social system, among those involved in private schools, the most influential person cannot help but be the one who contributed a lot of money. If such a person, by virtue of having contributed much money, like a major shareholder in a for-profit company (營利社會), controls the entire situation within the school, and if it is deemed acceptable for them to do so, this is truly a great stain (汚點) on the education world. For Posŏng College to now set such an example is something that should not be heard by others. And (二) although Posŏng College may have completed the procedures for becoming an incorporated foundation, actually settling the affairs related to it still requires considerable time. Therefore, replacing the current principal, who is directly involved in that area, midway is also not savory (滋味스럽지 못한) for the future prospects (前程) of the school.

In short, this matter at Posŏng College, whether viewed as a social issue or<111> as an issue for the school itself, has no small impact. Therefore, not only those related to the school but also the general public need to pay close attention to how this matter unfolds.

The Results of the Vice Industry Expo – What Did It Give to Koreans?

The Chosŏn Vice Industry Expo (朝鮮副業共進會), held by throwing 200,000 yen from the insufficient budget of the Government-General, safely and successfully concluded on the 24th of last month.

It is generally understood (斟酌) that this Vice Industry Expo, after much hesitation (躕躇) due to the earthquake disaster in Tōkyō, was fortunately held amidst extreme haste and much anxiety. Perhaps because of that reason, or perhaps due to inherent insincerity from the beginning, it goes without saying that the facilities (施設) of this expo showed indescribable poverty (貧弱). Despite this, considering that it maintained such a level of activity (景況), one can see how interventionist and organized the mobilization of official power (官力) (regarding the recruitment of sightseeing groups 求景團募集) was, reaching every village (面面村村) in each region.

What influence did the Chosŏn Vice Industry Expo ultimately have on Koreans? The issue lies here. That it promoted the momentum for vice industry development – certainly, a correct statement. That it increased the revenues of the South Manchuria Railway Company (滿鐵會社) and the Kyŏngsŏng Electric Company (京電會社), and allowed the first worship service (禮拜) at the new Government-General Office Building (新總督府 廳舍) being newly built within Kyŏngbok Palace – this is also not a lie. However, there must be a statement truer than that or this. What is that statement? It is that Japanese products were advertised to Koreans in every village without special advertising fees, thereby increasing the purchasing desire (購買心) of the local people. In other words, besides the "vice job" (副業) of "vice industry promotion," this Vice Industry Expo had the "main job" (正業) of "advertising Japanese products."

Japan's power (political and economic) over Chosŏn has now become quite organized. It is a net cast in all directions (四面); one gets caught if one moves (음즉하면). It is a well placed in the middle; water flows in with a gush (수르륵 하면). There is nothing that can be done (엇지 하는 수가 업다).

People of Chosŏn! The time has come to live the most basic life (맨 밋층의 생활). It starts from now. If true resolve (참 각오) is to emerge, it will. Think about it, we once died in comfort (安樂), but now is the time to come alive in hardship (憂患). Only in hardship can we come alive.

The Anxiety (焦慮) of Japanese Living in Chosŏn

The recent earthquake disaster in Japan, which caused a loss of one-eighth of Japan's total national wealth, is above all an economic blow. Consequently, its impact directly extends to the financial world (財界) of Chosŏn, which shares the same <112> economic sphere (經濟域) as mainland Japan. This first threatens to affect the Government-General's budget and has caused disruptions in the financial circulation (金融融通) of various banks. Since the earthquake disaster, banks within Chosŏn have become extremely cautious about lending, and Chosŏn's financial world has suddenly faced difficulties (困境). Who wouldn't receive this impact, but among them, the severely affected group is the Japanese residing in Chosŏn (在朝鮮 日本人派), who strive to be highly active and exploit much. They are now frantic (눈이 벌개서 뒤도는 판이다). They are anxious (焦慮) that the foundation (根柢) of the mother country people's development in the colony might be fundamentally shaken. Their bustling (奔走) during the past October was truly spectacular. They held an Industrialists' Conference (産業者大會), a Federation of Chambers of Commerce Conference (商業會議所聯合會), and citizens' rallies (市民大會), making a fuss in various ways.

One. Do not eliminate the supplementary funds from the general account for Chosŏn.
Two. Do not change the business plans funded by public bonds (公債支辨).
Three. The government should have the special financial institutions (特殊金融機関) in Chosŏn further exert their functions to promote the easing of finance (金融緩和) in the Chosŏn financial world.
Four. Do not allow the branch banks of mainland Japan in Chosŏn to let funds deposited within Chosŏn flow out to Japan.

These few points are the focus of their desperate cries (絕叫). Particularly, the Federation of Chambers of Commerce devised three conditions: non-austerity (不緊縮) for the Chosŏn budget, completion (期成) of the Chosŏn railway network (鐵道網), and countermeasures for financial bottlenecks (金融梗基對策), and are pressing the authorities (當路者).

Of course, the Japanese entrepreneurs within Chosŏn, receiving the grand purpose (大旨) of the Japan-Korea annexation (日韓倂合), are responsible for Japanese-style development within Chosŏn. Therefore, their desires (所欲) are simultaneously the desires of the current authorities, and their discussions with the authorities are nothing more than a kind of lovers' quarrel (사랑싸홈). It goes without saying that the government will comply with their demands as far as its spare capacity (餘力) allows. The only point we wish to make is, while they are so engrossed in promoting their self-centered economic development within Chosŏn, what kind of thoughts should the Korean people have regarding this? Truly, what kind of thoughts should they have? For now, we only raise the question.

The Worsening Situation by the Sŭngŭi Girls' School Authorities – The Root of the Problem Lies There, Not Here

The entire student body of Sŭngŭi Girls' Middle School (崇義女中學校) in P'yŏngyang, managed by the missionary side of the Presbyterian Church of Jesus (耶蘇敎長老敎會 宣敎師側), excluding a few 5th-year students, staged a joint class boycott (同盟休學) citing reasons such as (一) upgrading the school's status, (二) harsh dormitory rules (同寄宿舍의 規則 苛酷), and (三) the inhumane restraint (非人格的 拘束) by the dormitory supervisor (同舍監), Ms. Najin'gyŏng (羅眞敬). <113> While awaiting a magnanimous disposition (雅量잇는 處分) from the school authorities, on the 25th of last month, the said school authorities heartlessly (無道하게) cut off the electricity and water supply as a method to expel the students still remaining in the dormitory, and sealed all dormitory doors, creating a scene of utter desolation (殺風景). Furthermore, it is reported that they declared, "The rights and wrongs of the house supervisor (舍監者) are a separate issue; the students' act of disobedience alone is wicked (납분) behavior," and they are resolved not to hesitate even to fundamentally close the school unless the students submit obediently (唯唯自服). Generally, it is acknowledged by oneself and others (自他가 共認) that schools belonging to Christian missionary management are commonly inadequate in substance (內容이 不備) and excessive in oppression (壓迫뿐이 太甚), frequently causing issues. Among these, the management of girls' schools has even more severe aspects, merely adding to the age of girls with boundless futures (萬里前程), which is lamented (慨嘆) by anyone aware of the situation there. Even if this is unavoidable for schools of that type, which primarily focus on church propagation (敎會의 宣傳), if the managers had even the slightest sincerity regarding education, it could be improved to some extent. Alas, their attitude does not arise from this. When there are direct demands from the students' side or the parents' side, they claim that Chosŏn students do not obey, or that Chosŏn people do not know gratitude (恩義), and thus practice their self-indulgent oppression and irrationality without hesitation (忌憚업서). This is truly regrettable for them, who are clergy (敎役者). And furthermore, their actions are their actions, but those who are Korean people, those who are Korean Christians (基督敎徒), must have a new general awareness and resolve regarding this. In short, if the Korean people, the Korean Christians, do not first rise up (奮起), there is no way they [the missionaries] will change either. Therefore, the root of the problem lies here [with Koreans], and not there [with the missionaries].<114>

**Summary**

This article compiles several news briefs critical of contemporary issues in colonial Korea (1923). It discusses the Seoul Youth Federation's attempt at revitalization amid socialist crackdowns, questioning its vague platform. It covers a conflict at Posŏng College where students protest the forced resignation of the principal, allegedly due to internal politics, fearing it sets a bad precedent for private education. The author critiques the recent Vice Industry Expo as primarily serving Japanese commercial interests rather than benefiting Koreans. It notes the anxiety among Japanese residents in Korea due to the economic fallout from the Great Kantō Earthquake and their lobbying efforts. Finally, it details a student strike at the missionary-run Sŭngŭi Girls' School in P'yŏngyang against harsh conditions and authoritarian management, calling on Koreans, especially Christians, to address such issues fundamentally.

From a historical perspective, the article is valuable for its snapshot of diverse social and political tensions in 1920s Korea. It highlights the nascent socialist movement and its suppression, conflicts within the Korean educational sphere (both private and missionary-run institutions), critiques of colonial economic policies perceived as exploitative, the economic anxieties linking Korea to Japan, and a call for Korean agency and self-reflection, particularly within the Christian community, in response to perceived injustices by foreign missionaries.

**Named Entities**

北星會	북성회	Puksŏnghoe
日本 전 國富의 八分一을 손실케 한 先者 日本의 震災는 무엇보다도 경제상의 타격이 되는 것이다. 즉 日本 內地와＜112＞ 經濟域을 가티한 朝鮮의 財界에도 그 영향이 고대로 파급한다. 이것은 몬저 총독부의 예산에 禍가 밋츠려 하고 각 은행의 금융융통에 지장을 주엇다. 一自 震災이후의 朝鮮내 각 은행은 極途로 대출을 경계하야 朝鮮의 財界는 문득 곤경에 迫햇다. 이 영향을 누구가 안바드랴만는 其中에도 심한 축은 만히 활동하야 만히 착취하려하는 在朝鮮 日本人派이다. 그들은 지금 눈이 벌개서 뒤도는 판이다. 식민지의 母國人 發展의 根柢가 근본적으로 동요되지나 아늘가 하야 焦慮하는 중이다. 지난 10月中의 그들의 奔走는 실로 장관이엿다. 産業者大會를 열고, 商業會議所聯合會를 열고, 시민대회를 열어써 가지가지로 법석을 하는 중이다.
一. 朝鮮에 대한 일반회계의 보충금액을 소멸처 말나.
二. 公債支辨에 의한 사업계획을 변경치 말나.
三. 정부는 朝鮮에 잇는 특수금융기관으로 하여금 일층 그 기능을 발휘케하야 朝鮮財界의 금융완화를 圖케 하라.
四. 朝鮮에 잇는 日本內地의 지점은행으로 하여금 朝鮮 안에서 예입된 자금을 日本으로 유출케 하지말나.
이 몃가지는 그들의 절규한 眼目인 중, 특히 商議聯合會에서는 朝鮮예산의 不緊縮, 朝鮮 鐵道網의 期成, 金融梗基對策의 3條件을 案出하야 當路者에 迫하는 중이다.
물론 朝鮮안에 잇는 日本人기업가는, 日韓倂合의 大旨를 밧아써, 朝鮮내에서의 日本적 발전을 책하는 그들인즉, 그들의 所欲이 즉 現 당국자의 所欲인 동시에, 그들이 당국자와 더브러 엇저니 엇저니 하는 것은 일종의 사랑싸홈예 지내지 안는 것이라, 정부의 여력이 밋츠는 대로 그들의 요구에 응할 것은 더 말할 것도 업는 바이다. 다못 우리가 말코저 하는 바는, 그들은 朝鮮내에서 自家 본위의 경제적 발전을 促키 위하야 그와가티 열중하는대, 朝鮮사람은 이에 대하야 엇더한 생각을 가저야 可할가 하는 그것뿐이다. 정말 엇더한 생각을 가저야 可할 것인가 爲先 問題만 제출헤 둔다.

崇義女學校 당국의 악화-문제의 근본은 在彼 不在此

耶蘇敎長老敎會 宣敎師側의 경영인 平壤 崇義女中學校의 5學年생 몃 사람을 제외한 학생일동은 (一) 학교의 승격, (二) 同寄宿舍의 規則 苛酷, (三) 同舍監 羅眞敬여사의 비인격적 구속을 이유로 하야 동맹휴학을 단행하고,＜113＞ 학교 당국의 아량잇는 처분을 기다리든 중, 지난 25日에는, 同校당국자는 無道하게도, 아즉 기숙사에 남어잇는 생도를 逐出하는 방법으로 전기와 수도를 끈고, 기숙사의 각 문을 폐쇄하야, 일대의 殺風景을 연출하엿스며, 또 가로되 舍監者의 잘잘못은 별문제이오 학생의 불복종하는 一事만 납분 행위라 하야, 학생들이 唯唯自服지 안는 한에는 학교의 근본적 폐쇄까지라도 사양치 아니할 결심이라고 전한다. 대개 基督敎宣敎師側 경영에 속한 학교가 일반으로 내용이 不備하고 압박뿐이 太甚하야, 각금 문제가 야기되는 것은 자타가 공인하는 바인 중, 여학교의 경영에 잇서는 오혀려 심한 것이 잇서, 다못 萬里前程을 가진 여자들의 연령만을 더하게 한다 함은, 그 편의 소식을 아는 인사의 누구나 慨嘆하는 바이라. 이것이 비록 교회의 선전을 주로 하는 그 종류의 학교로의 면치 못할 바라 할지라도, 그 경영자의 측에 족음만치라도 교육에 관한 성의가 잇스면, 어느 정도까지는 개선할 수가 잇는 것이어늘, 슬프다 그들의 태도는 이에 나지 아니하고, 時或 학생측 혹은 학부형측으로의 직접 요구가 잇스면, 朝鮮학생은 복종하지를 안나다 커니, 朝鮮사람은 恩義를 몰은다 커니 하야, 자기 방종의 압박과 무리를 忌憚업서 자행함과 如함은, 실로 敎役者인 그들을 위하야 섭섭한 일이라. 그리고 또 그들의 행위는 그들의 행위이거니와, 朝鮮의 사람된 자, 朝鮮사람으로의 基督敎徒된 자는, 이에 대하야 일반의 새로운 주의와 각오가 업지 못할 바이라, 요컨대 朝鮮사람, 朝鮮사람 敎徒된 이가 몬저 奮起하지 아느면, 그들이 역시 변해질 리가 업는 것인즉, 문제의 근본은 이에 잇고, 뎌에 잇지 아니한 것이다.＜114＞
＜110-114＞
