Magazine Title: 삼천리 제13권 제3호
Publication Date: 1941년 03월 01일 (March 1, 1941)
Article Title: 우리 新劇運動의 回顧, 朝鮮演劇協會結成紀念 『演劇과 新體制』 特輯 (A Look Back at Our New Theater Movement, Commemorating the Formation of the Chosŏn Theater Association: Special Feature on 『Theater and the New System』)
Author: 徐恒錫
Article Type: 회고·수기 (Reminiscence/Memoir)

A Look Back at Our New Theater Movement, Commemorating the Formation of the Chosŏn Theater Association: Special Feature on 『Theater and the New System』
						Sŏ Hang-sŏk


At this time when all sectors such as politics, economy, culture, and education are being reorganized and mobilized under the new system, various movements conforming to this are also perceived in the field of theatrical culture. Consequently, the form and future course of theater are being newly discussed.

However, looking at the current Chosŏn theater world, the constituent groups of the Chosŏn Theater Association (朝鮮演劇協會) are all so-called commercial theater troupes (흥행극단), and perhaps due to the extreme stagnation and dispersion of new theater groups over the past one or two years, not a single one is listed among them. As things stand, there is concern that the future of Chosŏn theater may become distorted. Of course, it is expected that the existing troupes, while remaining commercial, will become much more purified and sound than before. Nevertheless, since old shells (舊殼) are difficult to shed completely, the concern that elements of traditional commercial theater will be significantly inherited is likely not just groundless worry (杞憂). In my view, if the task of the theater world now is the establishment of a national theater (국민연극), then it should rather inherit more elements from the past new theater movement. Therefore, looking back at our new theater movement (신극운동) is necessary given the current situation.

In the history of Chosŏn theater, the budding elements of new theater can already be found in the theatrical activities of Mr. Yi Ki-se and Mr. Yun Paeng-nam, and in the early T'owŏrhoe (土月會). However, it was with the emergence of the Kŭgyesul Yŏn'guhoe (극예술연구회 - Theater Arts Research Society) that the term "new theater" (신극) gained a clear meaning and its achievements corresponded to it. Therefore, a retrospective of Chosŏn's new theater movement must begin with the Kŭgyŏn (劇硏). And it must focus mainly on the Kŭgyŏn. Why is this? Because in the first half of the new theater movement period, there was only the Kŭgyŏn, and although two or three groups proceeded side-by-side in the latter half, <169> the Kŭgyŏn still led the way. Thus, it is no exaggeration to say that the history of our new theater is mostly a record of the Kŭgyŏn's arduous struggle.

The Kŭgyesul Yŏn'guhoe was a group formed on July 8, 1931, under a fellowship system by twelve individuals: Kim Chin-sŏp, Yu Ch'i-jin, Yi Hŏn-gu, Yun Paeng-nam, I Ha-yun, Chang Ki-je, Chŏng In-byŏn, Cho Hŭi-sun, Ch'oe Chŏng-u, Ham Tae-hun, Hong Hae-sŏng, and the author. Most of these were promising young students of theater who, unable to stand idly by as the quality of commercial theater declined day by day, vigorously rose up with utmost sincerity and conscientiousness to drive out low-brow entertainment and commercialism from the theater and establish the highest quality plays and stage art there. Holding high the banner of establishing new theater, they began vibrant and powerful activities. The term "new theater" referred to theater that was more artistic, detached from profit, and intense in its spirit of pursuing truth, and their movement for the establishment of such theater was similar to the modern theater movements in various foreign countries.

How necessary the emergence of such a movement was can be easily understood by glancing at the state of the theater world at that time. Even today, commercial theater struggles to fill theaters with pointless laughter and forced tears, unable to transcend its old boundaries, but at that time, it was even worse, enough to elicit frowns from concerned individuals (有心人). The theater was too far removed from being a place that stimulates thought and cultivates emotion. Theater had become a slave to commercialism, stopping at nothing to raise box office results, yet still having to navigate constant difficulties, its decline knowing no bounds. It was at such a time that the rise of the Kŭgyŏn and its principles were sufficient to serve as a corrective measure (適應劑) for the theater world. However, because the illness of the theater world was severe, the path of the Kŭgyŏn could only be a path of thorns (荊棘).

The Kŭgyŏn, intending to rebuild Chosŏn theater from the ABCs, held lecture meetings to deepen societal understanding, gathered research students to focus on honing skills, and simultaneously did not neglect the study of dramatic arts for its own cultivation.

Thus, on May 4, Shōwa 7 (1932), they held their first performance at the Chosŏn Kŭkchang (조선극장), staging Gogol's "The Inspector General" (檢察官), making the first shining record in Chosŏn new theater history. Afterward, the Kŭgyŏn gained new courage from success and accumulated new experience from failure, steadily walking the right path. By April 1939, they had left a record of 24 performances in total (plus 3 provincial tours), before fading away due to the drastic change in circumstances (情勢). <170>

Looking back, the period until Shōwa 11 (1936) was the Kŭgyŏn's period of isolated struggle (孤軍奮鬪期). Entering Shōwa 12 (1937), new groups like Nangmanjwa (浪漫座) emerged, and four groups participated in the first theater competition hosted by the Tong-a Ilbosa (東亞日報社). From this point began the diverse period (多彩期) of new theater.

Previously, new theater gained the understanding of some enthusiasts (誠者) and primarily received the admiration (憧憬) of students, gradually expanding its base of devoted audiences. Around the time of that competition, however, it suddenly gained a certain degree of familiarity even among the general public. This was partly due to the new theater practitioners' skills becoming more refined, and the competition was also a great help.

From around this time, new theater not only held a fresh appeal for the audience but also evoked intense longing (熾烈한 동경) among theater professionals. The fact that the Chungang Mudae (중앙무대), which initially advocated for intermediate theater, later joined the ranks of the new theater movement, and that some outstanding performers from commercial troupes transformed into new theater actors, eloquently speaks to the situation at the time.

However, this new theater, which seemed destined for prosperity (隆運), saw its diverse period end after the participation of four groups—Kŭgyŏnjwa (劇硏座), Nangmanjwa (浪漫座), Chungang Mudae (中央舞臺), and Yeu Kŭkchang (藝友劇場)—in the second theater competition in Shōwa 14 (1939).

After barely managing to pull together from a state of stagnation, dispersion, wandering, and sluggishness (沈滯 散漫 彷徨 不振) in each group to hold the second competition, they simply fizzled out. While each group likely had its own internal reasons, the drastic change in external circumstances (外部的 情勢) seems to have been a major contributing factor across the board.

In May of Shōwa 13 (1938), the Kŭgyesul Yŏn'guhoe, though thinking it premature, felt compelled to call for the professionalization and commercialization of new theater, rebranding itself as Kŭgyŏnjwa (劇硏座), and other groups also embarked on the path of professionalization. Consequently, these troupes, lacking dedicated theaters, frequently attempted ill-prepared provincial tours. Already weakened by the departure of many capable collaborators due to the declaration of professionalization and commercialization, the decline in the quality of plays due to provincial tours, the fatigue of members, and the exhaustion of the troupes were compounded, and on top of that, management difficulties grew increasingly severe, leaving no group with a way to reverse the decline (頹勢).

Thus, entering last year, Shōwa 15 (1940), new theater groups barely managed to announce comebacks through occasional news reports, but did not present a single performance.

Among the aforementioned groups, not one is listed in the recently formed Chosŏn Theater Association. Has new theater completely died out now? No, the theater troupe Kohyŏp (高協) is making efforts towards new theater, so <171> does that mean new theater is still alive?

To think that the new theater world in Shōwa 16 (1941), the tenth year of the Kŭgyŏn, would be this desolate (蕭條)...

Even if new theater is currently extinct, the contributions of the past 10 years of the new theater movement to the improvement and development of Chosŏn theater cannot be erased. If one compares the commercial theater of 10 years ago with the commercial theater of today, no one can deny (앙탈하지 못할 것이다) that it has advanced and become purified far beyond the level it would have reached through its own natural growth, largely thanks to the stimulus (刺戟) of the new theater movement. Examples can readily be cited in terms of play standards and stagecraft.

Furthermore, the past new theater movement possessed various strengths that the theater of the future should inherit.

What kind of theater will the future theater be? Specific discussion on this will be necessary, but generally, there seems to be no room for objection (異議) that it will be a sound national theater (국민연극) adapted to the new system (신체제).

If so, the future theater must learn from the past new theater movement its sincere (眞摯) and conscientious attitude towards dramatic art, and it must inherit the spirit of pursuing truth detached from profit.

Taking it a step further, the leading role in future theater should be expected from the comeback of new theater practitioners. Indeed, if they completely shed their past liberal attitudes and mobilize towards the direction of national theater, they will achieve notable results in the establishment of national theater theory and its practice.

Looking at the composition of the current Chosŏn Theater Association, one feels a deficiency in that area. Therefore, for the launch and development of future theater, I specifically point this out. (End) <172>

**Summary**

The author, Sŏ Hang-sŏk, reflects on the Korean "New Theater" (Sin'gŭk) movement, primarily focusing on the Kŭgyesul Yŏn'guhoe (Kŭgyŏn), founded in 1931. He contrasts its artistic, non-commercial ideals with the low quality of prevailing commercial theater. Sŏ chronicles Kŭgyŏn's initial struggles, its peak around 1937-1939 when other groups emerged, and its subsequent decline and apparent disappearance by 1941, attributed to internal issues like premature professionalization and external pressures ("change in circumstances," i.e., the wartime mobilization under Japan's "New System"). He expresses concern that the newly formed Chosŏn Theater Association, composed only of commercial troupes, might lead to a skewed future for Korean theater. He argues that the future "National Theater," aligned with the "New System," should inherit the artistic sincerity and truth-seeking spirit of the Sin'gŭk movement and suggests that former Sin'gŭk practitioners should lead this effort, provided they adapt to the new political realities.

From a historical perspective, the article is significant as it documents the trajectory of an important modern Korean cultural movement (Sin'gŭk) during the colonial period. It reveals the tensions between artistic ideals and commercial pressures, and crucially, shows the impact of the escalating wartime political climate ("New System," "National Theater") on the arts, forcing cultural producers to align with state objectives. The author's careful phrasing about needing to shed "liberal attitudes" and embrace the "National Theater" direction, while simultaneously lamenting the loss of Sin'gŭk's artistic purity, highlights the constrained environment artists faced under late colonial rule and the co-option of cultural organizations like the Chosŏn Theater Association for state purposes.

**Named Entities**

徐恒錫	서항석	Sŏ Hang-sŏk
이때쯤부터는 신극은 단지 관객층에만 淸新한 매력을 가겼을 뿐아니라 극단인에게도 熾烈한 동경을 자아내었다. 저 중앙무대가 처음에는 중간극을 표방하다가 나종에는 신극진영에 參列한 것, 흥행극단의 우수한 연기자 중에 신극인으로 善變한 사람이 있는 것 등은 다 這間의 소식을 웅변하는 것이다.
그러나 이같이 隆運이 예상되던 신극도 昭和 14년의 제2회 연극콩쿨에 劇硏座
浪漫座
中央舞臺
藝友劇場 등 4개 단체의 참가를 보고는 그 다채기가 끝나고 말었다.
각 단체의 沈滯 散漫 彷徨 不振의 상태에서 겨우 수습하여 제2회 콩쿨을 치른 둬에는 그만 흐지부지된 것이다. 각단체
이에는 각단체의 내재적 원인도 각각 있을 것이지마는 一律로 외부적 정세의 격변이 큰 원인이었던가 한다.
극예술연구회는 昭和 13년 5월에 시기상조라고는 생각하면서도 신극의 전문화 기업화를 부르짖지 않을 수 없어 이를 표방하고 劇硏座로 개칭하였으며 여타 단체들도 다 직업화의 길로 나섰다. 그리하여 전용극장을 가지지 못한 이들 극단은 서투른 지방순회를 자주 시험하게 되었다. 이미 전문화 직업화의 표방으로 말미암아 유능한 동반자의 다수 후퇴를 보아 陳勢가 脆弱한데다가 지방순회로 인한 연극의 질적 저하, 단원의 疲勞, 극단의 疲弊가 겻들었고 그 우에 경영난은 갈스록 심하니 어느 단체이고 頹勢을 挽回할 길이 없었다.
그리하여 昨 昭和년에 들어와서는 신극단체는 가끔 소식으로만 재기를 전한 것이 고작이고 단 한번의 공연도 보여준 일이 없다.
최근에 결성된 조선연극협회에는 前記 諸團體 중에는 하나도 連名된 것이 없다. 이제 신극은 완전히 사멸하였는가. 아니 극단 高協이 신극에의 노력을 하고 있으니 <171> 그러면 신극은 오히려 살어있는 것인가.
劇硏 만 10년인 昭和 16年년의 新劇界가 이렇게 蕭條할 줄이야...



현재에 있어서 신극이 설사 절멸되어 있다 할지라도 과거 10년 신극운동이 조선연극의 향상발전에 기여한 공적을 말살할 수 없으리라. 試하여 10년전의 흥행극과 금일의 흥행극과를 비교하여 본다면 그것이 그 자체의 자연성장적 발전으로 도달하였을 정도보다 훨신 전진하여 있고 정화되어 있는 것은 신극운동의 刺戟에 힘닙음이 많음을 누구나 앙탈하지 못할 것이다. 그 희곡수준에 있어서, 그 무대미술에 있어서 실례를 얼마던지 들 수 있다.
다시 과거의 신극운동은 금후의 연극이 계승하여야 할 여러 가지 長處를 가겼었다.
금후의 연극이 어떤 연극일까, 이에 대하여서는 구체적인 논의가 필요할 것이지만 대체로는 신체제에 적응한 건전한 국민연극일 것은 異議를 揷할 여지가 없을까 한다.
그러타면 금후의 연극은 과거의 신극운동에서 그 극예술에 대한 眞摯하고 양심적인 태도를 배워야 할 것이오 영리를 떠나 진실을 추구하는 정신을 계승하여야 할 것이다.
그보다 한 걸음 더 나아가서는 금후의 연극의 지도적 역할은 신극인의 재기에 기대할 것이니, 진실로 그들이 과거의 자유주의적인 태도를 완전히 청산하고 국민연극의 방향으로 동원된다면 국민연극 이론의 수립과 그 실천에 현저한 공과를 내일 것이다.
현재의 朝鮮演劇協會의 구성분자를 볼 때 저 방면에 결여함이 있슴을 느끼게 되므로 장래할 연극의 발족과 발전을 위하여 특히 이 점을 示唆하여 둔다. (끝) <172>
<169-172>
