Magazine Title	三千리 제13권 제3호
Publication Date	1941년 03월 01일
Article Title	戰時下의 獨伊의 演劇運動, 特히 獨伊의 移動演劇隊를 論함 (Discussion of Germany's Theatre Movement Under Wartime Conditions, Especially Germany's Mobile Theatre Troupes)
Author	玄潤 (Hyŏn Yun)
Article Type	논설 (Editorial/Essay)

戰時下의 獨伊의 演劇運動, 特히 獨伊의 移動演劇隊를 論함
						玄潤 (Hyŏn Yun)

One, Joy Amidst Labor

Recently in the Mainland (内地 - i.e., Japan proper), there has been talk of rural theatre and Mobile Culture Troupes, but discovering the unique characteristics or features of each region is the urgent task first.
In that respect, the Nazi government established the Ministry of Propaganda and embarked on cultural control, but within that, it put great effort (力瘤) into protecting and fostering local folk songs, folk dances, and theatre, establishing planned promotion policies.
First, having done this, they decided to send mobile theatre or establish permanent movie theatres in regions lacking any entertainment or in newly developed towns.
From the author's observation, things like Germany's KDF mobile theatre are, more than we think, related to national land planning.

Two, Germany's Theatre Facilities

In Germany, they loudly proclaim "Joy and Labor." Germany is originally a country where opera and theatre flourish, and traditionally, not only the capitals of each state but even cities with populations around 30,000 or 40,000 invariably have state, city, or provincial opera or theatre houses. For example, an industrial city with a population of 300,000 typically has splendid municipal theatres for opera and drama. Germany, with its nationwide theatre facilities, utilizes these theatres 100 percent for wartime joy and labor. That is, since 1933, the KDF organization was implemented, allowing all working classes to enter at low prices to see movies, concerts, and even the highest-class theatre and opera.
Despite having such excellent theatre facilities fully equipped, the problem of theatre culture being concentrated in cities was not corrected. Thus, mobile performing arts and others were sent to remote farming, mountain, and fishing villages. Furthermore, since last year, they completed the so-called mobile tent theatre and began touring, drawing worldwide attention. Although Germany already has many theatres, the existing national, public, and private theatres across the country cannot accommodate all the audiences, so the construction of dozens of large KDF-directly managed theatres, planned in proportion to the population in various locations, is currently underway.
Also, to provide first-rate theatre and entertainment, no less than that in major cities, to small towns with populations under 20,000, remote military base locations, rural villages, mining areas, workers at automobile road construction sites in mountainous regions,<216> and workers in munitions factories, the gap in cultural life between large cities and remote areas has been reduced. Thus, things like this tent theatre were realized. As a result, people do not need to take a train to a nearby city, and several times a year, they can experience splendid productions no different from those in the cities.

Three, The Activities of KDF

KDF is the abbreviation for "Kraft durch Freude," meaning "Strength Through Joy."
The DAF organization was formed based on the new ideology of labor when the National Labor Law was enacted in 1934, resolving the continuous disputes of German labor unions. By the following year, 1935, 23 million members had joined. This new ideology discarded the conventional thinking of a relationship between those who give labor and those who receive it, positing instead that all involved in labor are comrades, and only the relationship between leaders and followers exists.
Through this, the hell of unemployment was splendidly resolved. What is noteworthy here is the emphasis that simply giving jobs to the unemployed is insufficient; one must enjoy the work, be satisfied with one's duty, and work with the joy of participating in creation.
To put this ideology into practice and allow people to experience it, various facilities were implemented, costing vast sums. Among these are national insurance, legal counseling, vocational training, housing facilities, and also KDF theatre and KDF travel. Within this, the line "Strength Through Joy" is strongly displayed, notably allocated mainly for the beneficial use of the leisure time of workers in general. Among these, KDF theatre used funds of 10 million Marks in the first year, 1934.
"Strength Through Joy" stabilizes the lives of workers, relieves the fatigue of daily labor, and helps recover new energy for tomorrow. For this, housing facilities are provided, hiking and sports are encouraged, luxury ships travel to Scandinavia, Spain, and Italy, new seaside resorts are built, and open-air theatres are erected.
In general, the task of promoting local culture, especially theatre and music culture, became the sole responsibility of KDF, proceeding under the following plan. The system, especially noticeable regarding permanent theatres, which opened up first-class opera and theatre to workers at uniformly low prices, stands out.
Touring stages operate with subsidies from local autonomous bodies and the national treasury, based on directives from various organizational conferences. Audience mobilization<217> is the responsibility of the local KDF branches, ensuring performances are shown at the lowest possible price. When the touring stage does not come, or for workers in regions it cannot reach, KDF strives to arrange group outings to nearby towns and villages with theatres. What cannot be overlooked here is how well-organized the audience leagues (관객연맹) are.
KDF's audience leagues belong directly to the Labor Front (노동전선 - DAF) and plan and act according to its directives, while also forming close ties with autonomous bodies and providing mutual assistance.

Four, The Splendid Tent Theatre

Simultaneously with the start of the war, Germany's KDF supplied theatre not only to the home front (銃後) but also to the battlefields (戰地). Last year, even during the war, the Bayreuth Festival, founded by the musical saint Wagner, was held splendidly, and KDF invited tens of thousands of soldiers as guests of Führer Hitler.
As Robert Ley (로-벨트·타이), the overall commander of the Labor Front, and the Nazi stalwart Rosenberg (로-젠벨끄) say, "The idea that the muses of art must fall silent when the cannons roar no longer holds validity." This is something only Germany could first proclaim, and it is a statement the Empire of Japan during wartime should also deeply consider. Recently, a letter sent by Mr. Konoe Hidemaro (近衛秀磨), currently in Germany, mentioned that the appearance of the Mobile Tent Theatre, which can also be seen in Ufa newsreels, is magnificent.
This tent theatre looks like a hangar from afar, with a total length of 44 meters, a width of 14 meters, a height of 7.5 meters, a stage opening (舞臺間口) of 7 meters, a depth of 9 meters, and seating comfortably for 788 people—an ideal small theatre. The tent is made of dark-colored canvas (帆布), the poles are duralumin (뜌랄민) and light metal, and it's conveniently handled by disassembling its hinged structure (蝶番式). When erected, it can easily withstand wind speeds up to 10 meters per second. It was designed and manufactured by the Zeppelin Company (쳇펠링會社) on the shores of Lake Constance (보-덴湖畔). Twenty workers erect, transport the tent theatre, and handle all the stage props. Erection takes two days, and dismantling takes one day.
Its transport involves 20 vehicles and tow trucks, which naturally also serve as living quarters and passenger cars for the actors, musicians, and administrative staff.
Germany built a total of 41 such large tent theatres, one for each prefecture nationwide. For the premiere performance on February 14th last year, the location was the industrial area of Borsigwalde (볼식크왈떼) on the outskirts of Berlin (伯林). It was severely cold, down to minus 22 degrees Celsius. However, inside the tent theatre, boasting excellent facilities, the temperature rose to 27 degrees Celsius, making Propaganda Minister Goebbels (겟벨쯔), who was present, and Dr. Ley (라이), the midwife (産婆役 - i.e., originator/key figure) of the project, very proud (코를 높이 들게 했다 - literally "made their noses high").

Five, Italy's Dopolavoro

Generally speaking, Italian theatre,<218> setting aside ancient Rome, has been in decline in modern times. This is evident even when looking at dramatic literature. On the other hand, opera has prospered year after year, making one think of opera when Italy is mentioned. Moreover, being a land with good weather, open-air theatre has inherently flourished. However, there isn't much to say artistically about this open-air theatre.
But after Mussolini established the Dopolavoro (또포라보-로) in 1923, labor and recreation were re-examined, and new facilities gradually emerged. Of course, opera, film, and theatre also took various new steps under the directives of the Ministry of Propaganda, following the totalitarian ideology of Fascist Italy. Films are under strict control, opera sets aside days for mass viewing at low prices, and first-rate singers are mobilized for Dopolavoro activities.
Dopolavoro translates to "National After-Work Association" (國民勞働後協會). The Fascist labor union federation implemented this movement, establishing ways for workers and the employee class to use their after-work hours beneficially. Managers also participate, and Dopolavoro branches are established in each region. Even in remote areas, they share responsibility and cooperate on matters related to education, rest, and recreation, providing technical and other assistance.
It goes without saying that cinema plays an active role in entertaining the labor front. At the same time, the Ministry of National Culture promoted the organization of entertainment and the activities of after-work theatre hobby groups, mobilizing various musical troupes scattered throughout the regions and groups with mobile sound vehicles (嚫子移動車 - possibly 'sound trucks' or 'music wagons') for the popularization of theatre and the recreation of local people.
Here are some figures for the mobile entertainment troupes under the National After-Work Association in the Fascist year 15, i.e., 1937:
Prose drama (散文詩적 연극) Car No. 1: 62 performances in 46 regions, audience 85,000. Car No. 2: 62 performances in 45 regions, audience counted at 80,000.
Lyrical Sound-Drama Car (抒情嚫子劇車 - perhaps operetta or musical theatre): 75 performances in 51 regions, mobilized an audience of 433,200 people.

Six, Cremona's Light Comic Opera Troupe

One can imagine the vigorous activity of "Thespis's Cart" (테스피의 車), which has become familiar to Italians. Among these, Cremona's Light Comic Opera Troupe (꾸레모나의 輕喜歌劇隊) deserves special mention. This can be called a masterpiece of Italy's welfare movement (厚生運動).
Cremona's Light Comic Opera Troupe was active when the centennial festival for Stradivari (스토라지바리) (the famous violin maker - actually maker, not player) was held in Cremona the previous year. Thanks to the efforts of the Fascist local administrator in fostering it, it became even more superior (우열한 - likely means 'excellent' here) and came to play a major role in the artistic sphere of modern Italy.<219>
This opera troupe not only performs concerts and choral recitals but also directs and guides light comic opera, consolidating and unifying the desires and preferences of the populace to pioneer new fields. Cremona has many young people blessed with talent for opera and music. Cremona, which produces these opera geniuses, previously had connections to Verdi (벨띠-) and also produced concertos (콘체리). It is not uncommon for outstanding artists to emerge from local song competitions (콩쿨), namely those guided by Dopolavoro, such as the light opera. For instance, the baritone singer Bellucci(?) (벨눗지이), famous in the contemporary Italian opera world, is one such prominent figure. In any case, through this, songs and dances developed in certain regions are beloved and sung everywhere, and true recreation is provided. Because people work while enjoying themselves, this "Thespis's Cart" is greatly welcomed wherever it goes. Even among mobile theatre troupes, one should note that the Italian side, as mentioned before regarding Cremona, has a much stronger musical domain (음악적 영역이 勝해있다). These mobile vehicles have recently increased further, resulting in over 2,000 entertainment performances nationwide each year, with 32,000 amateur actors (素人배우) performing 25,000 times in a year. -End-<220>

**Summary**

This 1941 article by Hyŏn Yun discusses the state-sponsored theatre movements in Nazi Germany and Fascist Italy during wartime. It highlights the KDF ("Strength Through Joy") in Germany and Dopolavoro ("After Work") in Italy, focusing on their efforts to bring theatre, opera, and entertainment to workers, rural populations, and even soldiers via permanent theatres with subsidized tickets and, notably, innovative mobile tent theatres and "Thespis's Carts." The author praises these initiatives for bridging the cultural gap between cities and remote areas, boosting morale, and integrating culture with labor under totalitarian regimes, suggesting these are models to be emulated (implicitly by Japan/Korea). From a Korean colonial history perspective, the article is significant as it reflects the adoption and promotion of Axis cultural mobilization strategies within the Japanese empire. Written by a Korean author for a Korean readership under Japanese rule, it showcases the ideological alignment sought during the period, using European fascist models to implicitly endorse similar state control and mobilization of culture for national goals, including managing the populace through controlled recreation ("Joy Amidst Labor").

**Named Entities**

獨伊	독일	Germany
대체로, 지방 문화, 특히 연극과 음악의 문화촉진의 일은 KDF가 유일의 기관으로 이에 담당케 되였으며, 다음과 같은 기획하에 진행되고 있다. 상설극장에 대해서도 일류 오페라와 연극을 均一 低料金으로 근로자를 위해 해방된 제도가 특히 눈에 띠인다.
순회무대는 각지 단체회의의 지령에 基하여 각 자치단체와 국고의 助成金으로 경영한다. 관객의 동원은 KDF의 지방지부가<217> 책임지고, 될 수 있는대로 安價로 보이도록 한다. 巡廻舞臺가 오지 않는 때엔, 또는 오지 못하는 지방의 근로자를 위해서는 KDF가 그 부근에 극장이 있는 거리와 촌에 단체구경을 가도록 힘쓴다. 여기에서 보아 버릴 수 없는 것은, 관객연맹의 조직이 실로 잘 정돈돼 있다는 것이다.
KDF의 관객연맹은 직접 노동전선에 속했으며, 그 指令에 의해서 기획하며 행동함과 함께, 자치단체와 밀접한 결탁을 짓고 서로 원조하고 있다.

四 훌륭한 天幕劇場

독일의 개전과 동시에 KDF에선 銃後의 활약만이 아니라 戰地에도 연극을 공급하고 있다. 작년에도 전쟁중에 樂聖 와그너-창시에 의한 바이로이트의 축제극이 화려하게 개최되였었으며, KDF는 수만의 兵丁을 히틀러-총통의 客으로 초대했다.
勞働戰線의 총지휘로- 벨트·타이와 나치스의 중진 로-젠벨끄가 말하듯이 「大砲가 나설 때에는 예술의 여신들은 침묵하지 않아서는 않된다는 것은 벌써 타당성을 가지지 못한다」고 한 것은 독일이니깐 처음 부르짖을 수 있는 것이오, 전쟁 중의 일본 제국도 크게 맛볼 말이다. 최근, 在獨中의 近衛秀磨씨가 보낸 편지에 「우-파」의 뉴-스 영화에도 볼 수 있는 移動 天幕劇場의 출현은 훌륭한 것이라 했다.
이 천막극장은 멀리서 보면 格納庫와 같해 보이며, 全長 44메돌, 幅이 십사메돌, 높이 7메돌 半, 舞臺間口가 7메돌, 속기리가 9메돌, 좌석은 넉넉히 7백8십8인이 앉을 수 있는 이상적 소극장이다. 텐트는 濃色의 帆布, 기둥은 뜌랄민과 輕金屬이여서 蝶番式으로 분해하면 취급하기가 편리하고 건립하면 풍속 10메돌까지도 넉넉히 견디는데, 이는 보-덴湖畔의 쳇펠링會社의 고안제작이다. 20인의 노동자가 천막극장을 세우고 운반하고, 무대의 도구의 일까지 힘쓰는데, 세우는 것에는 2일이 걸리고 거두는 데는 하루가 걸린다.
이것의 운반은 20대의 차량과 견인차로 이동하며, 이들 차량은 배우, 음악가, 사무원 등의 주거가 되고 승용차가 되기도 하는 것은 물론이다.
독일에서는 이와 같은 큰 천막극장을 전국 各縣에 1개씩, 합계 41個를 만들었다. 작년 2月 14日, 初공연때는 그 장소가 伯林郊外의 공업지 볼식크왈떼였는데 영하 22도까지의 嚴寒이였었다. 그러나 설비의 우수를 자랑하는 이 천막극장 내는 기온 27도까지 올라가서 臨席의 겟벨쯔宣傳相과 産婆役의 라이박사의 코를 높이 들게 했다.

五, 伊國의 또포라보-로

大體, 이태리의 연극이라고 하는 것은<218> 로마의 옛날은 그만 두고, 근세에 이르러서는 衰微한 형편에 있다. 이 증거로서는 극문학을 보아도 판명되지만, 그 반면 오페라는 年年이 隆昌해저서 이태리라고 하면 오페라를 생각케 한다. 게다가 기후가 좋은 토지여서 野外劇은 본래부터 성행하고 있다. 그렇지만 이 야외극이 예술적으로 이렇다 저렇다함은 없다.
그러나 1923년에 뭇소리니에 의해서 또포라보-로가 설정된 후로는, 여기에 勤勞와 오락이라고 하는 것이 재검토되고 새로운 시설이 점차 생겼다. 물론, 오페라나 영화나 연극도 파시스트·이태리의 전체주의적 이념 밑에 宣傳省의 指令에 의해서 各樣의 새로운 계단을 취한다. 영화가 엄중한 통제를 받고, 또 오페라는 대중 低料金 관람일을 설정하기도 하며, 일류 가수를 또포라보-로에 활약시키기도 한다.
또포라보-로는 「國民勞働後協會」라고 번역되나, 이것은 파시스타 노동조합연맹이 이 운동을 실행케 하였으며, 노동자와 使用人階級을 위해 노동 후의 시간을 유익하게 사용한는 방법을 제정하게 되였다. 관리도 참가하고, 각 지방에 또포라보-로 支部를 설치해서 어떠한 遠隔한 지방에라도 교육과 休養과 慰樂에 관한 문제를 分擔協力하여 기술 기타의 援助를 주기로 되었다.
勞働線의 慰樂을 위해서 영화가 활약하고 있는 일은 상상할 필요도 없지만, 동시에 國民文化省은 흥행의 조직화와 勞働後 연극동호회의 활동을 促하여, 지방에 散在한 각종의 음악적 극단과 嚫子移動車의 그뤂을 연극대중화와 지방민의 위락을 위해서 총동원시킨 것이다.
파시스타 15년, 즉 1937년의 국민노동후협회 관하의 이동연예대의 수자의 일부를 들면 다음과 같다.
散文詩적 연극 第 1 號車는 46지방에서 62흥행, 관객 8만5천 人, 同 第 2 號車는 45지방에서는 62흥행, 관객 8만을 算한다.
抒情嚫子劇車는 51지방에서 75흥행, 觀客 四十三萬三千二百人을 동원했다.

六, 꾸례모나의 輕喜歌劇隊

여기에 伊太利人의 친근함이 된 「테스피의 車」의 맹렬한 활약이 상상되리라. 그 중에도 특필할 것은 「꾸레모나의 輕喜歌劇隊」일 것이다. 이것은 伊太利의 厚生運動의 걸작이라 해도 좋다.
꾸레모나의 輕喜歌劇隊는 전년 스토라지바리(유명한 提琴演奏家)의 그 百年祭가 꾸레모나에서 개최되였는데, 그때 이 가극단이 활약하고, 또 그것을 파시스트의 同地方行政官이 육성에 힘쓴 값이 있어서 더욱 우열한 것이 되였고, 현대 伊太利의 예술영역에 큰 역할을 하게<219> 되였다.
이 가극단은 음악회와 합창회의 공연만 하는 것이 아니라, 輕喜歌劇의 감독이라든가 지도를 하여 민중의 待望하고 좋아함을 종합통일해서 새로운 분야를 개척하는 것이오, 꾸레모나이  젊은이들은 가극과 음악의 재능에 혜택받은 자가 매우 많다. 이 가극의 천재를 낳는 꾸레모나는 그 전에는 벨띠-에 관계가 있었고, 콘체리도 내여 놓았다. 지방의 가곡 콩쿨, 즉 또포라보-로가 誘導하는 輕歌劇으로부터 優劣한 예술가를 산출하는 것도 적지 않으나, 예컨대 현대 이태리 가극계에 유명한 바리톤가수 벨눗지이도 그 쟁쟁한 한사람일 것이다. 어쨋든 일부 지방적에 발달되였던 노래와 춤이 이것에 의해서 각지에 애창되며 또 참 慰樂이 주어지는 것에 의해서, 즐겨하면서 일을 하기 때문에 이 「테스피의 車」는 이르는 곳마다 대환영이다. 같은 이동 연극대라고 해도 伊太利측에서는 前述한 바와 같이 꾸레모나의 경우처럼 매우 음악적 영역이 勝해있다는 것을 주의할 것이다. 이 이동차는 최근 다시 증가되여 매년 전국 2,000여의 연예회가 되고, 32,000인의 素人배우가 1년간에 25,000회의 공연을 행한다고 한다. -끝-<220>
<216-220>
