Magazine Title	삼천리 제7권 제3호
Publication Date	1935년 03월 01일
Article Title	新村동산에 爛然하게 핀 大梨花의 푸로폣사들, 梨花女敎授陣 (The Professors of Great Ewha Blooming Brightly on Sinch'on Hill, The Ewha Women's Professorial Staff)
Author	金八蓮
Article Type	소식 (News/Report)

The Professors of Great Ewha Blooming Brightly on Sinch'on Hill, The Ewha Women's Professorial Staff
						Kim P'allyŏn

There are eight female teachers at Ewha Womans Professional School. Of course, besides these, there are also several male teachers.
To become a professor at a professional school, one must have graduated from the highest level of schooling domestically or abroad to be qualified. Thus, we see that all these eight female teachers are graduates of universities in America.
Although there are many men's professional schools in Chosŏn, this "Ewha," as the sole women's professional school, is truly a shining and proud existence. Moreover, before the professional school ordinance was issued long ago, "Ewha" was called a "College." As a women's university, "Ewha" at that time sent out many workers into the women's society of this land. Today, most of those who are pointed out by name in society are graduates of Ewha College. Many shone brightly in education, music, or literature.

Now, Ewha is constructing a splendid and magnificent new school building in the Sinch'on forest, spending a huge sum of several hundred thousand won. In this season, March of spring, when a hundred flowers compete to bloom, amidst this forest where the pine wind blows gently,<133> like a white crane descending upon a field of green pines and white sands, it will reveal its elegant form, making the hearts of the young women of the peninsula's rivers and mountains leap. The "pride" of the young female professors holding the teaching pointer in the lecture hall of a school bearing this fine building and this fine history must be great and lofty. Anyway, let us now look at the eight female professors. The first to come into view is the already socially renowned

Ms. Kim Hwallan. Ms. Kim Hwallan must have been teaching at Ewha Professional School for over 10 years already. She is now the Vice-Principal under the Western Principal, Ms. Appenzeller, and is actually in charge of all internal and external affairs of the school. Her hometown is originally Inch'ŏn. She entered Ewha College in the same era as Ms. Pak Indŏk and others, finished all departments at Ewha with excellent grades, went to America, and graduated from Columbia University. After returning to Korea, she immediately took up teaching at her alma mater, and subsequently traveled to America several times for school affairs. Then, perhaps 5 years ago, she surprised the academic world of Chosŏn by returning with an American doctorate in agriculture.
The lady is still unmarried. She also attended the Pan-Pacific Conference held in Hawaii along with Messrs. Yun Ch'iho, Song Chin'u, and Yu Ŏkkyŏm. As a female orator, she speaks so well that today Ms. Pak Indŏk and Ms. Kim Hwallan are called the two greats.
At school, she teaches core ethics. In the lecture hall, she says things like this:
"The problems are large. There is much work. At this time, when it seems not the time for conflict, clash of opinions, or asserting self-interest, isn't our society focusing too much on small things? Aren't there many bigger problems than disputes over position and self-assertion?
Let us serve the leader. In other words, let us guide the leader with hidden strength. Let us give strength to the leader and set the direction. Only when there is support with such hidden strength can the leader solve all our problems in a unified and organized manner. A leader who receives the support of such strength will also make efforts of self-negation.
This is by no means a return to the hero worship of old times. Nor is it saying that certain individuals should become leaders and lead oppressively. What is meant here is that if we want a leader who focuses on the work and the entire group to truly achieve success in that work, we should help that leader to do that work."
From this, we can understand how sincere and lofty her words of advice to the young female students are. Her age is likely exactly 33 or 34.

Ms. Pak Mariya's hometown is Kaesŏng, Kyŏnggi Province. After finishing Holston Girls' High School, she entered Ewha Professional School, graduated with good grades, then went straight to America, finished "Peabody College for Teachers," returned, and now teaches "Ethics" and "English" at her alma mater.
Her age might be 27 or 8.
One point Ms. Pak emphasizes when advising students is the phrase "The Continuing Power of a Pressured Life" <134> (壓力的 生의 繼續力). What does this mean? "The type of pressure will differ according to individuality. Some pressures come from various difficult problems and responsibilities entangled in business (e.g., the President entrusted with the important role of a nation, or the Principal administrating a school). Other pressures can be said to come from personal expectations of work and continuous toil, for example, doctors, nurses, social workers, clergy, etc.
While there are external pressures as mentioned above, it is the internal pressure—pain, sorrow, heartbreak—that is more difficult and delivers a greater blow to people.
We live and move in this reality. In smooth life, we can easily control ourselves, but when there is severe external or internal stimulation, we are often overwhelmed by this pressure and conquered. Here, even when facing unexpected situations, we must not become the conquered, but have a way to calmly maintain the balance of the self, the appropriateness of the self, without losing it." Thus, she advises never to lose the light, whatever the time.

Ms. Kim Sinsil is a young lady originally born in Sŏul. She finished Ewha Womans Professional School and went to America, graduating from Oberlin College.
Lining up the tall professional school female students like Hu horses (胡馬 - *refers to horses from northern nomadic regions, implying tall/strong*) and commanding "one, two, one, two," nodding arms, shaking legs—this scene of physical exercise might not seem like such a pleasant task (physical education is usually something one learns and enjoys teaching in the middle school era), but Ms. Kim Sinsil's belief is different: "A beautiful national character can be cultivated through exercise. That is to say, social cooperative spirit, loyalty to the group, obedience to rules and order, respecting the authority of others, acknowledging the strengths of others, respecting others' opinions and the rules of exercise, etc. Through an orderly life of physical training, one can make good use of leisure time. Using leisure time beneficially and properly is the biggest problem of all, and there are many kinds of interesting programs for using leisure time. For example, according to individual hobbies, there are drama, literature, music, art, science, physical education, and social recreation. Specifically regarding exercise programs, encouraging intramural sports events or social recreation programs, and learning skills in various fun games allows one to utilize leisure time with sports that can be played during school days and even after growing up, such as tennis, football (풋뽈 - likely meaning volleyball or basketball in this context), badminton, pool (푸 - likely billiards), fencing (격검), boxing (권투), judo (유도). For individual exercise programs too, by cultivating skills and interest, one can use leisure time with activities one can always do alone, such as swimming, skating, skiing, mountain climbing, rowing, camping (천막생활), archery (활쏘기), tumbling (텀불링), dancing (땐싱).
Physical education also has a great influence on cultivating virtue." Thus, she stated her aspirations and vision lie in national prosperity and social cooperative spirit. These are trustworthy words. Her age is unknown.

Ms. Yun Sŏngdŏk = Siblings are both teaching at the same school, moreover in the same Music Department. The elder sister is the renowned Ms. Yun Simdŏk. She played the piano well, acted well, and then this artist of passion,<135> like "La Dame aux Camélias" (椿姬 - Tsubaki-hime), vanished while yearning for the skies of Italy, due to love and art. Following her, the younger sister, Ms. Sŏngdŏk, also returned from America and came to stand in the music department lecture hall filled with memories. The American university is remembered as likely being in "Chicago." Her hometown is P'yŏngyang, her age is also unknown, but likely around 30.

Ms. Kim Merye is also a professor in the Music Department, like Ms. Yun Sŏngdŏk. That she received much praise and popularity by playing the piano and holding a recital at the Hasegawa-chō Public Hall (長谷川町 公會堂) just the other day is still fresh in the public's memory. Her hometown is Sŏul, she graduated from Michigan State University in America, and according to someone who attended the recital that night, "She really played the piano stylishly well."

Ms. Kim Maepi is a graduate of the University of Toronto.
Her hometown is Inch'ŏn. Her age is unknown.
Among the various departments at Ewha Professional School, such as Literature and Music, only the Home Economics Department has not yet received designation (指定 - official accreditation/recognition). With the new school building being erected in Sinch'on, they are set to receive designation for the "Home Economics Department." Anyway, there is criticism that the young ladies of Ewha Professional School don't even know how to cook side dishes or mend their own skirts when they get married. Breaking free from their Western intoxication, they must be taught to know, at least by name, things like "sesame salt (께소곰), soybean paste stew (된장쩌개), garlic (마늘)," etc., and "beef bone soup (설넝탕), earthenware pot for soup (뚝박이), wooden basin (함지박)," etc., and how to make cubed radish kimchi (깍둑이) and sew padded socks (버선) worn with traditional shoes (갓신).

Ms. Song Nakkyun, born in Kangso, P'yŏng'an Province, graduated from the University of California, and is also in charge of the Home Economics Department along with Ms. Kim Maepi. Her age is unknown.

Ms. Pang Sinyŏng = Her name is too famous to require further introduction. Originally from Tokyo, her "Chosŏn Culinary Methods" (朝鮮料理製法) is extremely famous through her writings and lectures. The lady mainly teaches (Cooking - 割烹) within the Home Economics Department. However, some sharp tongues say that if you make food according to Ms. Pang Sinyŏng's "Culinary Methods," "if it's not salty, it's bland, and if it's not burnt, it's undercooked." This must just be sharp-tongued joking. Let's mostly end it here.<136>

**Summary**

This 1935 article from *Samch'ŏlli* magazine introduces eight female professors at Ewha Womans Professional School (soon to be college), highlighting its unique status as the sole institution of higher education for women in colonial Korea. It details the background of each professor, emphasizing that most were educated in the United States at prestigious universities like Columbia, Oberlin, Peabody, Michigan State, Toronto, and California. The author praises their qualifications and the school's expansion with a new campus in Sinch'on. Profiles include Kim Hwallan (Vice-Principal, PhD), Pak Mariya (Ethics, English), Kim Sinsil (Physical Education), Yun Sŏngdŏk and Kim Merye (Music), Kim Maepi, Song Nakkyun, and the famous culinary expert Pang Sinyŏng (Home Economics). The article touches upon their teaching philosophies, ranging from leadership and resilience to the importance of physical education and practical home economics skills, sometimes including anecdotal remarks or criticisms.

For historians, this article offers valuable insights into the elite education of Korean women during the colonial period, the significant influence of American missionary education and Western academic credentials, and the evolving role of women in Korean society. The profiles reveal the aspirations tied to Ewha, framing it as a source of national pride and future female leaders. The discussion around Kim Hwallan's views on leadership and Kim Sinsil's emphasis on national character through physical education subtly reflects underlying nationalistic sentiments within the constraints of colonial rule. The mention of the Home Economics department seeking official designation and the critique of students lacking practical skills also points to contemporary debates about the purpose and content of women's education.

**Named Entities**

新村	신촌	Sinch'on
氏가 학생에게 타일느는 요점 중 한 가지는 「壓力的 生의 繼續力」<134>이란 一語가 잇다. 무슨 말인가고 하면 『그 압력종류는 개성을 따라 各異할 것이니 어떤 것은 사업상 얼키인 여러 難問題와 책임에서 오는 압력(예를 들면 一國의 중역을 맡은 大統領 혹은 한 학교를 管轄하는 校長 등등)이오. 또 어떤 것은 사업의 개인적 기대와 계속적 수고에서 오는 압력이라고 할 수 있으니 예를 들면 의사 간호원 사회사업가 敎役者 등이다.
이상에 말한 바와 같은 외적 압력이 잇거니와 그 보다도 사람에게는 內的 壓力-苦痛 悲哀傷心-이 더 어럽고 큰 타격을 주는 것이다.
우리는 이러한 현실에 살고 動하니 순조로운 생활에서는 容易히 제어할 수 있으나 외적으로나 내적으로 심한 자극이 잇을 때에는 이 압력에 눌리여 정복을 당하는 때가 많다. 여기서 우리는 불의의 경우를 당할 때에도 피정복자가 되지 많고 의연히 平穩한 자아의 균형법 자아의 적합성을 잃지많을 방도가 잇어야 할 것이다.」하야 엇든 때든지 광명을 일치 말나고 타일느신다.
金信實氏 =는 원래 서울 태생의 아가씨이다. 이화여전을 마치고 미국 들어가서 오버린 대학을 마치엇다.
胡馬가치 큰 전문학교 여학생들을 나열하여 노코 한나둘, 한아둘하며 팔도 껏덕껏덕 다리도 흔들흔들 이 체조광경이 그러케 유쾌한 일이 아닐 것이로되 (체조란 원래 중학생 시대에나 배우기도 하고 가르칠 맛이 잇지만) 그러나 金信實씨의 신조는 그러치 안아 「아름다운 국민성을 운동함에서 양성할 수 있다. 즉 말하자면 사회적 협동정신, 단체에 대한 충실 규칙과 순서에 복종하는 마음, 타인의 권위를 존중함, 타인의 장점을 인정하고 타인의 의견과 운동의 법칙을 존중하는 등이다. 질서잇는 체육적 생활로써 시간여유를 잘 이용할 수 있게 된다. 여유잇는 시간을 유익하게 정당하게 쓰는 것이 무잇보다도 제일 큰 문제인대 여유잇는 시간을 이용하기에 여러가지 종류의 취미잇는 순서가 많다. 가령 각자의 취미를 따라 혹은 劇, 文學, 音樂, 美術, 科學, 體育과 사교적 유히 등이 그것이다. 특별히 운동순서를 말할 것 가트면 교내운동회 순서나 사교적 유히 순서를 장려하고 여러 재미있는 유희에서 기술을 배울 수 있어서 학교 시대나 장성한 후에도 능히 할 수 잇는 운동인 庭球, 풋뽈, 뺀민톤, 푸, 격검, 권투, 유도 등의 운동으로 한가한 시간을 이용할 수 잇다. 개인 운동순에 잇어서도 기술을 기르고 취미를 붙치여 자기 혼자서 언제나 할 수 있는 수영, 스켓틩, 스케잉, 등산, 배젓기, 천막생활, 활쏘기, 텀불링, 땐싱 등으로 시간여유를 사용할 수 잇다.
덕성을 涵養함에도 체육에 다대한 영향을 준다.』이라하야 그 포부와 경륜이 민족의 번영과 사회적 협동정신에 잇다하엿다. 미듬성 잇는 말슴이다. 芳紀는 不明
尹聖德氏 = 형제분이 다 가튼 학교에 더구나 가튼 音學科에 교편을 들고게시다. 형이라 함은 저 저명한 尹心悳여사의 일이라. 피아노 잘 치고 연극 잘하고 그러다가 이 정열의<135> 예술가는 「椿姬」모양으로 사랑 따문에 예술 때문에 이태리의 하늘을 그리면서 그양 사라젓다. 그 뒤를 이어 동생되는 聖德씨가 또한 미국서 도라와서 추억 많은 음악과 강당에 서게 되엇다. 미국 대학은 아마 「시카코」이든 듯이 기억된다. 고향은 평양, 芳紀는 亦 不明이나 30내외이리라.
金메례씨 = 도 尹聖德씨와 같이 음악과 교수이다. 요 일전 長谷川町 公會堂에서 피아노도 치고 演奏會를 하여 많은 칭찬과 인기를 어덧슴은 아직 세인의 기억에 새로 배운 바이다. 고향이 서울 미국 미시간주립대학을 마치섯는데 그날밤 연주회에 드러온 某씨의 말에 「피아노 한가지는 정말 멋지게 잘 치더라」고-.
金袂芾氏 = 는 토론토 대학의 출신이다.
고향은 인천. 芳紀는 불명
梨專의 문과 음악과 등 여러 과 중에 아직 가사과만은 指定을 밧기 못햇다. 이번 新村에 새 校舍가 서짐을 기회로 「家事科」의 지정을 밧기로 되엿다는데 엇잿든 梨專의 아가씨 님네들은 시집가도 반찬지을 줄도 제 치마를 꾀매 입을 줄도 모른단 비난이 있으니 西洋 心醉의 그 머리를 깨처서 物名으로 적어도 「께소곰 된장쩌개 마늘」 등과「설넝탕 설넝탕 뚝박이 함지박」 등을 알게하고 깍둑이 당글 줄 갓신에 바처 신는 버선 등속은 꾀줄 알게 교수하서야 할  것이다.
宋樂均氏 = 는 평안도 江西출생으로 加州대학을 마치신 분인데 역시 金袂芾씨와 함께 家事科를 마터 게시다. 芳紀 불명
方信榮氏 = 여사의 일홈은 너무 유명하기 더 소개치 안으려 한다. 東京출신으로 그 「朝鮮料理製法」은 저서와 강연을 통하야 너무도 유명하다. 여사는 가사과 중에도(割烹)을 주로 가르친다. 그런데 엇든 險口의 말이 方信榮여사의 「料理製法」대로 음식을 만들어 보면 「짜지많으면 슴겁고 타지 많으면 설더라」고. 이것은 오직 弄談석긴 險口일 뿐이겟지. 대개 이것으로 긋치려 한다.<136>
<133-136>
