Magazine Title:	삼천리 제15호
Publication Date:	1931년 05월 01일
Article Title:	楊子江畔에 서서 (Standing on the Banks of the Yangtze River)
Author:	洪陽明
Article Type:	기행문 (Travelogue)

Standing on the Banks of the Yangtze River
						Hong Yangmyŏng

Womb of the Newly Arising China
The turbulent, muddy flow of the great Yangtze River! It flows now as it did in ages past, without change. In its surging waters, clumps of fertile Central Plains soil, without even a moment to sink, rush day and night toward the West Sea.

Her fate, flowing and turning ceaselessly for millennia, for eons! It is truly like the Kunlun Mountains. The day she might wear away and vanish is beyond human knowledge, belonging to the realm beyond consciousness.

However, for those who cross the Yellow Sea, dyed with her colors, and come to the Central Plains—estimating her mouth's proximity by the concentration of yellow in the sea—who among them would not exclaim in admiration, "She is great! The Central Plains are vast!"?

Containing all, embracing all, discriminating none, fairly, generously holding everything in her bosom, silently, calmly flowing down—the Yangtze River! Whether in the ancient era of peace when Emperor Tianhuangshi ruled with the virtue of wood, or the Warring States period when the southeast wind fanned flames that soared to the heavens, or today in the 20th century when the common people wage guerrilla warfare (게리라戰爭) to create a Soviet (쏘벳트), at any time, her turbulent waters flow unchanged, brushing past the fertile fields of the Central Plains that nourish 400 million people, transporting the waste excreted by 400 million people—the Yangtze River!

She is truly the main artery and the great urinary tract of the venerable Central Plains, the symbol of chaotic Chinese society.

The Huangpu River—this small intestine within the great excretory system that is the Yangtze River—is where Shanghai, her China's lung, **** [text missing/obscured].

But how unfortunate she has been. In her, China's lung, the tangled suckers of malignant imperialist bacteria (帝國主義菌) are deeply rooted. <9>

The forest of warships and merchant ships flying dozens, hundreds of Stars and Stripes, Union Jacks, Hinomaru, Tricolours, etc., the gliding launches, the junks (戎克) like ancient slave ships ("Hurrah!"), the thousands of sampans... all are arrayed with this intention.

An astonishing gathering. A chaotic waterscape blending the 18th and 20th centuries.

Huangpu Bund—Nanjing Road
The newcomer, astonished by the immense number of large and small boats gathered on the Huangpu River, lands at Shanghai's largest wharf, the Huangpu Bund (黃浦灘), only to roll their eyes wide at the teeming, maggot-like throng of people.

Between directing curious gazes at the turbaned Indian police, the conical-hatted Annamese soldiers, and the pungent animal body odor of numerous Yankees (양코), the newcomer is already completely surrounded by the onslaught of swarming rickshaws (黃包車). If they manage to shout "Buyao!" (不要 - Don't want!) forcefully enough, playing the brief part of an old-timer, it might work; otherwise, while they hesitate even slightly,

"Dào shá dìfāng qù?" (등 사듸팡취아 - Where are you going?)
—comes the cry, and the newcomer's luggage is already loaded onto a rickshaw. The disordered competition of countless rickshaws! The uncontrolled nature of Chinese society!

The congested bustle near Sichuan Road and Beijing Road! If you ignore the traffic policeman's "Go, Stop" signals and walk cluelessly, eight or nine times out of ten, you will discover yourself groaning alone in a hospital corner some ten minutes later.

Nanjing Road (南京路)—Shanghai's Broadway and Montparnasse—stand quietly in a corner of Nanjing Road and observe the passersby.

Gentlemanly, sly, high-nosed British, Shanghai's privileged class; playful and recklessly brave American sailors; arrogant French; shabby Russians; greedy Jews; Filipinos (뿌릿빈人) imitating Yankees; Indians; Annamese; Japanese—people of all kinds, different colors, different languages, different appearances, mixed with a majority of Westernized Chinese and countless conservatives in traditional Eastern style, form a blended human race exhibition. It is a cosmopolitan city. A variant of the world. A miniature map! An epitome of the globe. The London of the East—one immediately nods in agreement that such descriptions are not unreasonable. However, seeing how each individual, backed by the power of their respective nations, acquired concessions, and the armies, warships, and state power protecting them, competes mutually, and how the power of each nation flows as an undercurrent centered on Shanghai, it is, in fact and in consciousness, a city assembled of extreme nationalistic individualists.

From the perspective of sovereignty and control, Shanghai is also virtually a nation unto itself. While Shanghai <10> is undoubtedly part of Chinese territory, the various foreign concessions are entirely outside the bounds of Chinese national governance, politically and economically. Needless to say about the French Concession, but considering the International Settlement, which occupies most of the concession area, politically it is under the international control of a governing body called the International Settlement Municipal Council (共同租界 工部局), a kind of small-scale, variant state. In political science terms regarding China, it occupies the position of *imperium in imperio*.

French Park
The famous French Park (佛蘭西公園), known for its history of posting a notice saying "Chinese and dogs not admitted," now allows anyone entry if they buy a one-yuan annual pass. The saying that Chinese, the natives of the country, cannot enter is a thing of the past. Nowadays, if things go wrong, on the day extraterritoriality is abolished and concessions are actively retroceded, these civilized people might instead see a notice stating:
"Foreigners are prohibited from entering Chinese territory."
However, I regret that I have yet to find a single oversensitive Yankee (양코백이) packing their bags and putting up "House for Sale" advertisements these days.

Liberte (自由) Egalite (平等) Fraternite (博愛)
As it is a park in the French Concession where the Tricolour, symbolizing these three slogans, flies, it is a park deeply connected to Koreans, where the footprints of thousands upon thousands of passionate Korean youth and long-standing pioneers are imprinted. This is still true today. The current Korean resident population in the French Concession is about 900.

Lie down on the lawn of the French Park for just a couple of hours, and you are bound to meet one or two Korean compatriots (*胞). It is a small but well-kept, clean park. Here, one can always have the honor of viewing dozens or hundreds of the finest examples of pretty French beauties, the most numerous Russian women, and Westernized new women of China. Among them, couples strolling arm in arm are certainly sights a solitary stroller should avoid viewing, but they are unavoidable here. Perhaps picking up a cute Western child's rolling ball and giving it back, then feeling pleased as if having done a great deed, saying "Come on!" cheerfully, is something that breaks the boredom of the solitary stroller? However, even in the French Concession, there is no Fraternite for communists. <11>

Insŏng School and the Inspector (Ticket Inspector)
This is an elementary school that teaches the children of resident Korean compatriots. It has over 70 students. Growing up overseas, moreover in the most Westernized metropolis in the East, their appearance and everything about them are extremely cheerful and pretty. The principal is Kim Tubong (金枓奉), one of Korea's foremost scholars of the Korean language. It is maintained by the efforts of compatriots in Shanghai's particular occupations: over 60 compatriots working as ticket inspectors for the foreign tram company, another 60 working as supervisors for the bus company, and over 50 working as conductors for the bus company.

Americanism on Avenue Joffre
One afternoon around 3 PM on Avenue Joffre (霞飛路), the central area of the French Concession, two American sailors, dead drunk, are making a scene on the street. Since the vicinity is a residential area for over ten thousand White Russians (白系 露人), hundreds of Russians gather around, making sport of the American soldiers who, drunk to the point of unconsciousness, get smeared with dirt, lie down and get up on the street, randomly kicking forwards and backwards, displaying their reckless bravado.

"Durak, Amerikanskiy!" (두락코, 아메리깐스끼 - Fool, American!)
"Ebitvoyumat'!" (이빗도요마찌 - F*** your mother!)
Some shout such insults. It stealthily feels like a matter concerning the honor of the American military.

Several US sailors approach from over there, pass by pretending not to notice. Another group of US sailors comes by, sees the drunken spectacle, stands blankly, laughs, and leaves. Seeing the drunken display, the two soldiers then get into someone else's car and start acting foolishly (지압을 벌닌다). The Russkies (투스끼) roar with laughter or curse.

Another group of US soldiers just looks and passes by. An officer also just looks and leaves.

I was surprised by the leisurely indifference of the American soldiers. Truly, *kkŭit'ensanagabichwiiida* (끠텐사나가비취이다 - unclear phrase, possibly nonsense or corrupted foreign phrase). It is night at the Café Reishin.

To observe the lifestyle and atmosphere of the White Russians concentrated on this street, I went with Chŏn Mugil (全武吉), who happened to be here, into the Russian Café Reishin, which specializes purely in Russian customers. Hundreds of Russian men and women were drinking vodka (윗까) etc., under the chandeliers (샨떼리아). When the jazz band (째쯔 뺀드) struck up, the saloon (살룬) transformed into a dance floor. The band finished. They returned to their seats to drink and eat. The band continued again. Another foxtrot (팍스튜로트). Occasionally, the Charleston (촬스톤) or Fandango (팬당고) was performed on stage. Eating, dancing, dancing, eating—thus it went without rest. "Eat, spin round and round, <12> eat, spin round and round. It's quite dull (싱겁소). Let's go,"
said Chŏn Mugil, and after settling the bill (삘) in clumsy Russian, we left. The life of the White Russians, pursuing momentary, instantaneous satisfaction without hope, ideals, or principles of life—a life akin to death throes (斷末魔的)—is said to be worsening day by day. Yet, it is a miracle that they somehow maintain three daily newspapers.
"Vsyo ravno, odin funt khleba... krasnyy... chyornyy" (쇼-로노, 아진푼트, 흐레브... 크라스늬... 초르노이 - It's all the same, one pound of bread... red... black), these people say.

Nighttime Shanghai is a City of Demons
The characteristic that a city's true face is revealed nakedly at night is perhaps most typical of Shanghai.

Shanghai at night! It is truly where a grand panorama of the night procession of a hundred demons (百鬼夜行) unfolds, and all social evils are enacted more profoundly than anywhere else. Befitting its name as the Paris or Chicago of the East, pleasure and crime flow from one extreme to the other.

As the criminologist Lombroso (로부소) said, pleasure deepens when it deviates from the rule of law; in this respect, Shanghai, where the rule of law is extremely lax, is a globally blessed city. Open opium dens (阿片窟), gambling, multifaceted brothels (賣淫窟), countless street prostitutes (野雞) on the roads at night, dog racing (競犬), dancing (舞跳)—to detail the dark side of this demonic city of Shanghai would require a separate opportunity, so I will omit it here. However, among the countless popular dance halls (딴스홀), three are managed by Koreans. Among Café Venus, Café Eden, and Café Bacchus on Hongjiang Road (虹江路?), the first is jointly managed by a Jewish person and a Korean named Joseph Edward Reed (쪼세프,에드,워드,리드) (born here, raised among Westerners, clumsy in Korean), and it is large-scale, accommodating hundreds of people with dozens of Korean, Japanese, Russian, and Chinese dancers (딴서) and a Filipino (比律賓) orchestra.

And so, we who pursue momentary satisfaction mechanically continue the rhythm of frenzy night after night, following the disordered noise of the passionate, frivolous (도후리스的), irrational jazz band, characterized by the saxophone's (색소픈) sound—like a plea, like weeping, like laughter—and the explosive beat of the large drum (太鼓). The number of Korean women (朝鮮女子) who have drifted into these streets of frenzy from here and there, wildly moving their hips and feet as dancers, has reached the astonishing number of 30. The aforementioned Venus has 5, and at another dance hall called New Babylon (뉴,바비리욘), Yi Wŏrhwa (李月華), once a star (花形) of the Chosŏn Theater (朝鮮劇場), is working as a dancer. I have not yet had the chance to investigate their backgrounds.

The city of demons is just now coming alive, but for the sake of tomorrow, one must sleep tonight for now. (Continued in next issue) <13>

**Summary**

This 1931 travelogue by Hong Yangmyŏng describes Shanghai as a chaotic, cosmopolitan, and dangerous city, the "womb" of modern China but heavily influenced and exploited by foreign powers. The author observes the overwhelming foreign presence (flags, ships, people, concessions), the stark contrasts between modernity and tradition, immense wealth and poverty, and the rampant social ills (crime, prostitution, opium, gambling) thriving in the city's largely ungoverned spaces, particularly at night. He notes the distinct communities, including Westerners, White Russians living a life of despair, and a significant Korean presence, detailing their occupations (inspectors, conductors), community institutions (Insŏng School led by Kim Tubong), and involvement in the city's nightlife (dance halls, dancers like Yi Wŏrhwa). The article portrays Shanghai as a microcosm of global power struggles and societal decay, yet also a place of dynamic, if dangerous, life.

For historians of Korean colonial history, this article is valuable for its firsthand account of the Korean diaspora community in Shanghai during a critical period. It highlights their integration into specific niches of the Shanghai economy (transport inspectors, nightlife), their efforts to maintain community and education (Insŏng School, Kim Tubong), and the presence of individuals from different backgrounds, including cultural figures (Yi Wŏrhwa). The author's perspective as a Korean colonial subject observing the dynamics of imperialism, nationalism (both Chinese and foreign), and social change in Shanghai offers insights into the complex identities and experiences of Koreans abroad during this era. The mention of Koreans managing and working in dance halls, including former actresses, also sheds light on the diverse and sometimes morally ambiguous paths taken by Koreans navigating life in this treaty port.

**Named Entities**

楊子江	양자강	Yangtze River
公公然	공공연	Openly / Publicly
阿片窟	아편굴	Opium den
賭膊	도박	Gambling
多面多帽	다면다모	Many faces, many hats / Diverse forms
賣淫窟	매음굴	Brothel
夜路途上	야로도상	On the streets at night
野雞	야계	Yejī (Chinese slang for street prostitute)
競犬	경견	Dog racing
舞跳	무도	Dancing (likely 舞踏)
暗黑面	암흑면	Dark side
詳述	상술	Detailed explanation
叙述	서술	Narrate / Describe
略하거니와	생략하거니와	Will omit here, but...
포퓨라	포퓰러	Popular (loanword)
딴스홀	댄스홀	Dance hall (loanword)
鮮	선	Korea/Korean (abbreviation)
日	일	Japan/Japanese (abbreviation)
露	노	Russia/Russian (abbreviation)
中	중	China/Chinese (abbreviation)
딴서	댄서	Dancer (loanword)
樂隊	악대	Band / Orchestra
色소픈	색소폰	Saxophone (loanword)
呼訴	호소	Appeal / Plea
울음	울음	Crying / Weeping
우슴	웃음	Laughter (old spelling)
爆發的	폭발적	Explosive
太鼓	태고	Large drum / Taiko
非理智的	비이지적	Irrational / Unreasoning
째쯔뺀드	재즈 밴드	Jazz band (loanword)
非整調	비정조	Out of tune / Disharmonious
騷音	소음	Noise / Din
狂亂	광란	Frenzy / Madness
律動	율동	Rhythm
器械的	기계적	Mechanical
흘너와서	흘러와서	Flowing in / Drifting in (old form)
허리 놀니고	허리 놀리고	Moving hips / dancing (old form)
발 놀니는	발 놀리는	Moving feet / dancing (old form)
狂進	광진	Advance madly / Rush wildly
朝鮮女子	조선 여자	Korean women
達한다	달한다	Reaches / Amounts to
花形	화형	Star / Leading figure
經路	경로	Route / Background / Circumstances
아즉	아직	Still / Yet (old spelling)
아러볼	알아볼	To find out / inquire (old spelling)
來日	내일	Tomorrow
爲先	우선	For now / First
자지 안니하면 안되겟다	자지 아니하면 안 되겠다	Must sleep (older negative construction)
以下次號	이하 차호	Continued in next issue


---------------------------


잡지명	삼천리 제15호
발행일	1931년 05월 01일
기사제목	楊子江畔에 서서
필자	洪陽明
기사형태	기행문

楊子江畔에 서서
						洪陽明
新興中國의 母胎
도도한 楊子江의 濁流! 녯이나 지금이나 다름업시 흐르고 잇다. 澎湃한 그 물길에 기름진 中原의 흙쪽이 沈潛할 사이도 업시 날마다 밤마다 西海를 향해 다름질친다.
千年이고 萬年이고 쉬지 안코 流轉하는 彼女의 運命! 이야말로 崑崙山이다. 다라저 업서질 날이 人類의 智識 以外임과 가튼 意識埒外에 屬한 일이다.
그러나 彼女의 彩色으로 물드러진 黃海를 건너 中原에 오는 者-바다의 黃色의 濃度를 따러 彼女의 아구리의 近接을 推定할 때 그 누구인들 彼女는 偉大하다. 中原은 넓다하고 感歎하지 안을 者이랴?
一切를 含有하고 一切를 包容하고 一切를 判別함 업시 公平하게 寬大하게 모든 것을 그 품안에 안어 黙黙하게 悠悠하게 흘너 네리는 楊子江! 太古라 天皇氏 木德으로 王한 平和時代나 東南風비터 火光이 沖天하든 戰國時代나 쏘벳트를 만들려고 賤民이 게리라戰爭을 하는 20世紀 오늘이나 그 어느 때나 滔滔한 그 물길은 다름도 업시 4億의 人民을 치는 中原의 沃野를 스치고 4億의 人民의 배앗는 堆廢物를 輸送하는 楊子江!
이야말로 中原長者의 大動脈이며 大泌尿管이며 混沌한 中國社會의 象徵이다.
黃浦江 - 이 長江이라는 大排泄系 中의 적은 小腸에 「上海」라는 彼女中國의 허페(肺)가 ****.
그러나 얼마나 不幸하엿드냐. 彼女中國의 허페에는 惡性의 帝國主義菌의 亂麻와 가튼 吸盤이 뿌리집히 네리워 잇다.＜9＞
數十 數百의 星條旗, 米字旗, 日章旗, 三色旗 등의 날리는 軍艦과 商船의 林立과 滑走하는 런치와 古代의 奴隷船 「허레이」와 갓튼 짠크(戎克)와 數千의 삼판과...等은 이러한 意圖에서 排列되고 잇다.
놀라운 聚集이다. 18世紀와 20世紀의 混沌한 水上雜景이다.

黃浦灘一南京路
黃浦江上에 雲集한 巨船小船의 엄청난 數에 놀낸 新參者는 上海의 最大碼頭 黃浦灘에 네리자마자 그 구데기가치 우굴우굴하는 人衆의 雜踏에 커다란 눈을 굴닌다.
手巾동인 印度巡警, 삿갓 쓴 安南兵丁 數만흔 양코들의 薰薰한 動物性 體臭에 新奇한 눈동자를 향하는 사이에 발서 新參者는 蝟集하는 黃包車의 습격에 完全히 包圍되고 만다. 「不要」쯤이나 힘차게 소리처 古參者風의 寸間劇에 奏効를 하면 旣어니와 그러치 안어 조고만 어름어름 하는 사이는
「등 사듸팡취아」-(어데가)-
하는 소리와 함께 新參者의 럭게지는 벌서 黃包車上에 설니워 잇는 것이다. 無數한 黃包車들의 無秩序한 競爭! 中國社會의 非統制性!
四川路, 東路京 附近의 混雜한 雜踏! 交通巡警의 「고-, 스텁」을 잘못 직히고 눈치업시 거러가다가는 十中八九는 10餘分後는 病院의 한구석에 외로히 呻吟하고 잇는 自己 自身을 發見할 것이다.
南京路 - 上海의 뿌로드웨이며 모빠르너스인 낭긴로-드의 한구석에 가만이 서서 往來人을 點考해보라.
紳士風 내고 능청맛고 코 놉흔 上海의 特權階級인 英國人, 장난 잘 치고 蠻勇한 아메리카 水兵 驕慢한 佛人, 너절한 露人, 慾心 사나운 猶太人, 양키 흉내 내는 뿌릿빈人, 印度人 安南人, 日本人 各種 各樣의 色 달느고 말 달느고 行色 다른 人間들이 양키化한 多數의 中人 東洋風 그대로의 無數의 保守黨에 석겨 混然한 人種展覽會를 이룬다. 코스모포리단의 都會다. 世界의 變形이다. 縮圖다! 地球의 縮寫體다. 東洋 론돈이다― 等等으로 입에 膾炙됨도 無理가 아니라고 대번에 首肯해 버린다. 그러나 그 各個의 人間들은 各自 所屬 國家의 威力과 獲得한 利權과 그들을 保護하는 軍隊, 軍艦, 國家權力 等을 背景으로 하야 相互 競爭하고 各國의 力이 上海를 中心으로 混然히 暗流하는 形勢를 보면 事實에 잇서서는 그 意識에 잇서서는 極端의 國家的 個人主義者들의 集合된 都會다.
上海는 또한 主權 統制란 點으로 보아서는 宛然히 一個의 國家이다. 上海가＜10＞ 中國 領土의 一部分임은 勿論이지만은 各國 租界는 全然 政治的 經濟的으로 中國 國家統治의 埒外에 잇스니 佛租界는 말할 것도 업고 租界 面積의 大部分을 占하는 共同租界를 論하면 政治的으로는 共同租界 工部局이라는 國際統制의 統治機關 下에 잇는 一種의 小規模의 變體國家로써 中國에 대하야 政治學上의 말로 말하자면 Impirium in imperio 의 地位를 占有하고 잇는 것이다.

佛蘭¥¿公園
「中國人과 개는 드러오지 말나」고 「노-틔스」를 써 부첫다는 歷史를 有함으로써 有名한 佛蘭西 公園도 이제는 一年一元也의 入園券만 사면 누구든지 드러간다. 本國人인 中國人은 드러 오지 못한다 하는 것도 녯날 말슴이요 只今은 잘못하다 가는 法權撤廢, 租界回收가 積極化하는 날에 이 文明人들은 도리혀
「外國人은 中國境內에 入함을 禁함」
이라는 노-틔스를 보게 될 날도 잇슬는지 모를 오늘이다. 그러나 나는 요새 보찜 싸고 집 팔겟다고 「House to sole」의 廣告를 내부친 그러한 神經過敏한 양코백이를 아즉 하나도 發見할수 업는 것을 遺憾으로 생각한다.
Liberte(自由) Egalite(平等) Fraternite(博愛)
의 三標語를 象徵하는 三色旗 날니는 佛租界의 公園인만큼 여기 朝鮮의 피끌는 靑年과 歷史오랜 先驅者들의 足跡이 數千數萬으로 찍히여 잇는 朝鮮人과 深切한 關係에 잇는 公園이다. 只今도 勿論 그러하다. 佛租界內의 朝鮮 居留民은 現在 約 9백인이다.
佛蘭西公園의 잔듸밧에 드러누어 두어 時間만 잇스면 朝鮮*胞의 1,2人은 반다시 만나게 된다. 조고만하나 規模잇³  깨긋한 公園이다. 이곳에서는 언제든지 어엽분 佛蘭西 美人 가장 數만흔 露西亞 女子 歐米化한 中國의 新女性의 粹를 언제든지 數十 數百으로 拜觀하는 光榮을 有할수 잇다. 그중에도 팔을 마조끼고 다니는 男女一對의 散步群은 孤獨한 散步者의 맛당히 忌避할 拜觀의 對象이지마는 역시 이곳에서는 피할 수 업는 일이다. 貴여운 西洋애들의 가지고 노는 공이 굴너오는 것쯤이나 주어주고는 큰 일이나 한 듯 컴언하고 愉快해 하는 것이 孤獨한 散步者의 無聊를 깨트리는 일이라고나 할가? 但 佛租界에 잇서서도 콤뮤니스트에게는 Fraternite가 업다.＜11＞

仁成學校와 인스펙터(Ticket inspecter)
朝鮮 居留同胞의 子弟들을 가르키는 小學校이다. 學生 70餘人. 海外에 **욱이 東洋에 잇서 가장 歐化한 大都市의 生長들인만큼 毛色과 모든 것이 大端히 快活하고 입부다. 校長은 朝鮮의 屈指하는 朝鮮語學者 金枓奉氏이다. 上海의 特殊한 職業엔 이곳 外國人 電車會社의 틔케트, 인스펙터(車票監督) 다니는 60餘 名의 同胞와 뻐스會社의 監督으로 다니는 60餘 名의 同胞와 뻐스會社의 車掌으로 다니는 50餘 名의 同胞의 힘으로 維持되고 잇다.

Avenue joffre의 아메리카니즘
佛租界의 中心地帶 霞飛路의 어느 날 午後 3時頃 술에 泥醉한 米國 水兵 두 녀석이 길가에서 銘酊을 한다. 附近은 萬餘의 白系 露人의 居留地인만큼이 人事不省하도록 醉해서 옷에 흙을 무치고 길가에서 드러 누엇다가 이러낫다가 맛나는 대로 닥치는 대로 압발질하고 뒷발질하고 蠻勇을 發揮하려는 아메리캔, 솔듸여를 놀님감으로 하야 數百의 露人들이 몰니어 서잇다.
「두락코, 아메리깐스끼」
「이빗도요마찌」
等等 罵倒의 聲을 내는 者도 잇다. 아메리카 軍人의 名譽에 關한 일가치 실그머니 생각된다.
저짝에서 數名의 米水兵이 와서 본체 만체 이곳을 通過한다. 또 一團의 米水兵이 지나오다가 이 銘酊하는 꼴을 보고 우드커니 서서 웃다가 간다. 銘酊하는 꼴을 보고 두 兵丁은 또 임자잇는 自動車에 타서 지압을 벌닌다. 투스끼들은 깔깔 웃고 或은 욕한다.
一團의 米兵이 또 보기만 하고 지나간다. 一名의 將校도 보기만 하고 간다.
아메리카 軍人들의 悠長한 無關心한 態度에 나는 놀내엿다. 참말 끠텐사나가비취이다. 카페 레-신의 밤이다.
나는 이 거리에 集中해 사는 白糸 露人들의 生活 雰圍氣를 觀察키 위하야 마침 이곳에 온 全武吉君과 先日 純露人客 專門의 露人카페, 레이신에 드레가 보앗다. 數百의 露人男女가 샨떼리아의 밋헤서 윗까 等을 마시고 잇다. 째쯔 뺀드가 울녀 나올 때 살룬은 舞踏場으로 變한다. 뺀드가 끗친다. 다시 자리로 도라와 마시고 먹는다. 뺀드가 또 繼續된다. 또 팍스튜로트이다. 때때로 촬스톤 팬당고를 舞台에서 한다. 먹고, 추고, 추고 먹고 이리하야 쉬임이 업다. 「먹고 삥삥 돌고 ＜12＞ 먹고 삥삥 돌고 참 싱겁소 갑시다」
하는 全武吉君과 나는 서투른 露語로 삘을 마치고 나와 버렷다. 希望도, 理想도, 生活原理도 업는 白系 露人들의 瞬間 瞬間의 刹那의 滿足을 追求하는 斷末魔的 生活은 나날이 더해 간다고 한다. 그러면서도 一方에 日刊新聞 三種이나 가지고 잇는 것은 奇蹟이다.
「쇼-로노, 아진푼트, 흐레브... 크라스늬... 초르노이」 (빵 한근은 붉엉이나 白이나 一般)라고 이 者들은 말한다.

밤의 上海는 妖魔의 都市이다
都市의 眞相은 밤에 赤裸裸하게 드러난다는 特性은 특히 上海에 잇서서 典型的일 것이다.
上海의 밤! 그야말로 百鬼夜行의 一大 파노라마가 演出되는 것으로써 모든 社會惡은 엇더한 다른 곳보담도 가장 深刻하게 演出된다. 東洋의 巴里 치카고라 함에 符合하리만큼 享樂, 犯罪는 極端에서 極端에 흐른다.
犯罪와 享樂과는 犯罪學者 로부소가 말한 것가치 享樂은 法治를 離脫함에서 深化되는 點에 잇서 法治生活의 極히 緩慢한 上海는 이러한 點에 잇서 全世界的으로 祝福된 都市이다. 公公然한 阿片窟, 賭膊, 多面多帽의 賣淫窟, 夜路途上의 無數한 野雞(賣淫婦) 競犬, 舞跳 等, 이 妖魔의 都市 上海의 暗黑面을 詳述함은 특히 叙述할 機會를 가지려 이에 略하거니와 無數한 그중의 一로 가장 포퓨라한 딴스홀 중에는 朝鮮人 經營의 것도 셋이나 잇다. 虹江路의 카페븨너스 카페에덴카 페박가스中 前者는 猶太人과 朝鮮人 쪼세프,에드,워드,리드(이곳 出生으로 西洋人間에서 生長하야 朝鮮말이 서투르다)의 共同經營인데 數十名의 鮮, 日, 露中 딴서와 比律賓 樂隊와 數百人員을 收容하는 大規模이다.
이리하야 刹那의 滿足을 追求하는 우리들은 색소픈의 呼訴함과 가튼 울음과 가튼 우슴과 가튼 自由로운 音響과 爆發的인 太鼓의 音에 의하야 特色을 發揮하는 激情的인 도후리스的인 非理智的인 째쯔뺀드의 非整調한 騷音에 따러 狂亂의 律動을 器械的으로 밤마다밤마다 게속하고 잇다. 이러한 狂亂의 거리에 이곳 저곳에서 흘너와서 허리 놀니고 발 놀니는 딴서 等으로 狂進하고 잇는 朝鮮女子는 30名의 놀라운 數에 達한다. 前記 븨너스에 5名 또 뉴,바비리욘이라는 딴스홀에는 一時 朝鮮劇場의 花形이라는 李月華가 딴서로 잇다. 이들의 經路등은 아즉 아러볼 機會를 못 가젓다.
妖魔의 都市는 이제로부터 活氣를 띄우는 時間이 되엿지마는 來日을 위히는 者는 來日을 위하야 오늘밤은 爲先 자지 안니하면 안되겟다.(以下次號)＜13＞
＜9-13＞
