Magazine Title: 개벽 제37호
Publication Date: 1923년 07월 01일
Article Title: 一瞥 (A Glance)
Author: Not specified in the provided text.
Article Type: 세태비평 (Social Commentary/Critique of the Times)

A Glance
Kang Myŏnghwa, the Former Gisaeng of Eternal Chastity?
When speaking of Kang Myŏnghwa's story, most Chosŏn people today likely know its background. When she was a gisaeng, she had one final lover; who was he? He was a young man named Chang Pyŏngt'ae, the son of the wealthy Chang Kilsang. It is said that during her gisaeng days, Kang shocked the eyes and ears of general society by cutting her hair short and even cutting off a finger as a woman. What was the motive that drove her to dare such harsh acts as cutting her hair and finger? It turns out, it is said, that she did it for her lover, Chang Pyŏngt'ae. Suspecting that Chang might not trust her word as a gisaeng, she cut her hair as a sign (削髮爲標) and cut her finger to declare her oath (斷指宣盟). As a result, she finally gained Chang's trust and came to live with him, making a hundred-year promise (百年佳約). However, "time was unfavorable, and the horse would not run" (時不利兮 斷不逝). Although she gained Chang's trust and achieved her goal of love, perhaps she lacked the ability to gain the trust of Chang's father. The father, who held the actual property rights, changed his mind midway and did not permit even a penny of financial support, which is why, it is said, she ultimately committed suicide due to the苦痛 (suffering) of financial hardship (生活難). Only after her suicide, it is said, did Chang's family call her a virtuous woman (烈女) of all ages (萬古), and her father-in-law (媤父), Chang Kilsang, prepared condolence rites (致奠) to comfort her lonely spirit (孤魂) after death. What pleasure could becoming an eternal virtuous woman after death bring her, and what relief could receiving condolence rites be? Generally, the conventional (因襲) morality of the East (東洋) employs such stratagems (術策) on the populace. No matter what abuse (虐待) those above inflict on those below, it is not considered an issue; only if someone below preserves their chastity (貞操) for someone above, even by dying, is it called righteous virtue (義烈), and they make a fuss (作亂) by erecting commemorative gates (旌門) and stone monuments (石碑) under the pretext of comforting a soul whose form cannot even be seen. If Chang Kilsang had provided living assistance during her life instead of the stratagem of offering condolences after death, which would have held true value?

While on the subject, I wish to say a word about the issue of romantic love (戀愛) before moving on. It seems there are increasingly many unfortunate incidents (不祥事) these days where young men and women commit suicide for love, calling it the sanctity (神聖) of love. Kang Myŏnghwa's death, too, can be said to be related to love if we speak of its cause. Leaving aside the separate question of whether love is sacred or not, isn't committing suicide, sacrificing one's precious <71> life for a single individual, Chang Pyŏngt'ae, due to a love relationship, too much of a weakness of human nature? Thinking broadly, a person should certainly not die for the love of a single individual. If one realizes the great subtle method of living on in the joy of human love among the billions of humankind in the vast universe, what reason is there to be bound by the narrow psychology of romantic love and interrupt the progressive force of life? I hope that young men and women anguishing (苦憫) over love will pioneer a way to a vast new life amidst the noble joy of love for humanity.

Modern Civilization, the Birthplace of Suicide
Among the new phenomena appearing in newspapers recently, the most tragic fact is the increasing phenomenon of suicide. Investigating the causes of suicide reveals that the primary motive is financial hardship (生活 困難), the second arises from romantic love between men and women, and the third stems from resentment and grief originating from the imperfections of the Chosŏn family system. This is generally speaking from the psychological motives of the individual suicide victim; it is not the actual cause. The actual cause of suicide truly lies in the problems of modern life. The fact that the number of suicides, previously nonexistent, is increasing further can also be called a benefit of modern civilization.
Modern civilization has complicated modern life; the complexity of modern life itself has given modern people terrible stimulation to their brain nerves; the stimulation of brain nerves ultimately causes people to lose their natural measure and reach the state of suicide. Among these factors, modern civilization, through its system, creates disparities between rich and poor and nurtures class dissatisfaction (不平), restricting people's freedom and vitality (活氣), which is a major cause of suicide. Therefore, the training ground for suicides (自敎者 養成所 - likely a typo for 自殺者, suicide victims) is actually modern civilization. If one were to view modern civilization from the perspective of a suicide victim or someone in a suicidal situation, modern civilization is humanity's cruel enemy (仇讐). It is a demon.
It is common practice for people in the world to ridicule (嘲笑) suicide victims, calling their actions cowardly. The reason is the belief that suicide victims lack the courage to fight against the world's suffering, ultimately committing suicide in a final state of self-surrender (降伏). On the other hand, it can also be seen as a lesson meant to set an example for future potential suicides. However, in a certain sense, it is no exaggeration to say that there are none with greater courage than a suicide victim. Why? Because among human desires (慾望), none surpasses the desire to live (生存慾). The desire to live is something one wouldn't trade even for the position of ten thousand chariots (萬乘之位). Those who overcome such a powerful desire in a single decision and carry out suicide are indeed the bravest of the brave (勇者), some might <72> say. Whether suicide is courage or cowardice is a separate issue, but regardless, suicide itself can be seen as a kind of sin (罪惡). Why? Because it obstructs (妨害) the progressive force of nature and the universe. However, blaming the suicide victim is rather blaming the superficial (皮相), and there is regret in not being able to blame the root (根本). If the root of suicide lies in the harms (弊害) of modern civilization, then rather than blaming the suicide victim, it seems right to blame modern civilization instead. It is right to loudly reprimand (叱咤) modern civilization. From this point, we want to offer this advice to those who have suicidal intentions: Since you have the courage to carry out suicide, why use that courage for an unfortunate incident like suicide? Instead, try using that act of desperation towards modern civilization, the enemy of suicide. This would be the effective application (活用) of suicide. It would be the beautification (美化) of suicide. Furthermore, the act of suicide is definitely not a pre-planned (預期的) act. It arises from a momentary, overly sensitive (過敏的) nervous stimulation (刺戟). That is why the Yongsan Police Station (龍山警察署) once hung up a warning sign on the Han River (漢江) railway bridge, the known origin point for suicides, saying, "Wait a moment." Suicide is truly a momentary thing. If it can be seen as identical to an act committed through a momentary lapse, then from this perspective, perhaps suicide can also be called a kind of self-inflicted mistake (自己 過失).

News Lacking from the Private Isolation Hospital
Fortunate if a Tiger Didn't Carry It Off
It must have been about 3 years ago. I heard news that over 50,000 won in funds were raised in Kyŏngsŏng to build a private isolation hospital (私立避病院). Since then, until today, there has been a complete silence (消息이 畓然하기에), making me wonder what happened. I found out that even before the isolation hospital could be established, disease germs had already entered the money (金錢) and melted it away. According to rumors, Mr. Chŏng Ŭngsŏl (鄭應卨氏), who was directly in charge of the isolation hospital facility, purchased the hospital site with that money, but his son (親子), said to be a wastrel (浪人), sold the land and squandered (浪費) the funds. From now on, if an infectious disease (傳染病) breaks out, we'll have to take the isolation patients to Mr. Chŏng Ŭngsŏl and his son. Is it innate (先天的) or acquired (後天的)? Why do the affairs of Chosŏn people end up being so socially untrustworthy (社會的 無信用)? The National Debt Repayment Movement (國儥報償事件) incident from years ago still remains in the minds of the people, and whenever a social joint (共同) endeavor is mentioned, that issue immediately becomes the premise (前提). Today, the first thing we Chosŏn people must pay attention to is making social credibility sincere, which seems to be the fundamental element (元素) for all enterprises (經營). Like the saying, "I wish to be born in a moneyless country, so I don't hear the sound of money, money" (願生無錢國하야 不聞錢錢聲이라), when will a moneyless country ever arrive to starve the money-eating worms to death? <73>

Ah, the Cleverness (怜悧) of the World
The Spring and Autumn Warring States Stratagem of "Using Barbarians to Control Barbarians" (以夷制夷)
The other day, a national archery (弓術) competition for all of Chosŏn was held at Kyŏngmudae (景武臺). To prevent people without admission tickets (入場券) from entering that day, several dozen working students (苦學生) were employed as guards (防備軍). The wage (雇價) for the day was said to be 1 won 50 jeon. For someone hearing this for the first time, it might seem like an unremarkable matter, but somehow I didn't want to think of it so simply. Why did they have to use students and set them up as guards? If they used ordinary laborers, 1 won would have been sufficient; why did they pay students 1 won 50 jeon to use them? Interpreting this favorably, one could see it as them employing the students partly to help with their school expenses. However, thinking differently, what was their motive for using students? It might be because these days, due to the trend (風潮) of animosity (反目) between labor and capital (勞資) or socialist motives, there are many disturbances (紛擾) among some youths trying to enter without paying admission fees. Therefore, they might have speculated (推測) that using working students would be effective in preventing this, employing the Chinese Spring and Autumn Warring States stratagem (術策) of "using barbarians to control barbarians" (以夷制夷). This is what is called the cleverness (怜悧) of the world. From the perspective of the employed working students themselves, becoming someone's hireling to guard against the entry of fellow propertyless people (無産者) is certainly something anyone would shed tears of sympathy (同情) for. But looking at it from another angle, the fact that they are guarding against the entry of fellow propertyless people with their own hands because of 1 won 50 jeon has aspects that can be seen as selling their integrity (自己賣節). Ah - money - the tears of this suffering for working students - how does it compare to the suffering of a virgin selling her chastity (貞節) to save her parents from financial hardship? It is entirely society's sin - will there ever be a day when we don't see this kind of situation?

Holding of the Youth Leaders Conference
It is said that the All-Chosŏn Youth Leaders Conference will be held, perhaps on July 23rd. Truly good news.
Where is the true Chosŏn? It lies with the youth (少年). Where is the true work? It also lies with the youth. If we divide the life of true humanity into 100 parts, 1 part belongs to the middle-aged (壯年), 9 parts belong to the young adults (靑年), and 90 out of 100 parts belong to the youth (少年).
The current middle-aged generation of humanity is, in terms of thought and activity, almost entirely busy (紛忙) dragging around corpses (尸體) dead on the northern mounds (北邙山 - ancient burial ground, metaphor for being outdated/spiritually dead) and removing (除却) the maggots (구덕이) on themselves. More than half of the current young adults have been infected (傳染) by maggots. As for the youth, they are the ones who still possess clean bodies onto which not a single maggot <74> has yet crawled. Preparing quickly so that maggots do not infect them is the true activity for humanity and for Chosŏn. O, so-called concerned gentlemen (有志 紳士)! Let us abandon all false (虛僞) activities and strive vigorously for the true youth movement. There may be various directions for guiding the youth, but primarily it can be seen as a movement for human reform (人間改造). It aims to guide the youth, the foundation (밋동) of humanity, in order to make human-like humans. The youth of today can truly be seen as fortunate.

Dr. Ŏ's 30th Anniversary Commemoration
The 30th anniversary commemoration for Dr. Ŏ Pis'in (魚丕信 博士) passed last month. We can never forget the efforts he, a foreigner, made for the Chosŏn people for 30 years. Seeing Dr. Ŏ's 30th commemoration ceremony brought one thought to mind. It is a fact that obstacles (障疑物) like ethnicity or nation block the development of love for all humanity. In other words, love for humanity and nationalism are terribly opposed. Humanity must someday transcend nations and ethnicities and live through the bond (結合) of love for humanity. If human oneness (人類 一家主義) is truly practiced for humanity to live a true life, then indeed "green mountains will be found everywhere a person goes" (人間 到處 有靑山). What need is there for a hometown, a home country, or home mountains? The place one encounters, the place one arrives at—that will be my hometown, my home country, my home mountains. From this perspective, a person like Dr. Ŏ can be seen as having actually practiced a part of the love for humanity.

Noteworthy Trend of a World Language
In the world today, there are none with narrower views than politicians. In the past, politicians were considered the ones with the broadest views among the populace and received the people's reverence, but today the world's values are completely overturned. The thoughts of politicians never leave their boundaries, whereas the thoughts of the populace are gradually becoming global—a strange phenomenon. Today, among the populace, there are few wise and sagacious (賢哲) minds who do not possess the idea of the realization of world brotherhood (四海一家) or the concept of global fellowship. While there are many approaches to realizing the principle of world brotherhood, unifying language first seems to be the most urgent task (急務). The wise people of the world who have realized this seem to be putting infinite effort into the development of a world language (世界語) these days. What is the world language? It is called Esperanto (에쓰폐란틋). <75>
The headquarters of the Esperanto Association (協會) is in Switzerland (瑞西), and it has branches (支會) in major cities worldwide, making the spread (普及) of the world language its sole mission. I hear that one can sufficiently communicate (通語) and read the script of the world language within one year. Compared to languages like English, which are ineffective without wasting (虛費) 5 or 6 years of specialized time, what a treasure it is for communication! In fact, there are none with such international despotic (專制) ambition (野心) as Britain and America (英米). Having gained the right of first possession (先得權) in language first, they implicitly treat this as their national treasure (國寶) and display international arrogance (傲慢). Therefore, even from the perspective of achieving true global equality (平等), the world language truly holds a kind of sacred value. The fact that the world's populace is competing to study the world language can be said to have arisen from the necessity (必然性) of love for humanity demanding global equality, and moreover, from this, one can understand how recent global trends (傾向) are developing.

From Tribal Politics to Communist Politics
Recently, in the Japanese political world (政界), there seems to be extremely frequent debate (討議 頻頻) regarding the issue of recognizing (承認) Russia (露國). Thus, except for a faction of hardliners (頑固派), it is said that there is consensus both in the government and among the people (朝野) that recognizing Russia under appropriate conditions is acceptable. Furthermore, they seek to conclude (締結) a negotiation treaty (協商條約), and rumors have even leaked (漏聞) of a Japan-Russia-Germany (日露獨) alliance. Whether Russia is recognized or not, it is a fact that world progress has already reached from tribal politics (部落政治) to communist politics (共産政治). It is a fact that we have progressed from tribal politics to absolute monarchy (君主專制政治), from absolute monarchy to constitutional monarchy (君主立憲政治), from constitutional monarchy to democratic republican politics (民主共和政治), and from democratic republican politics to worker-peasant communist politics (勞農共産政治). In the current state, constitutional monarchy, democratic republican politics, and worker-peasant communist politics seem to stand in a tripartite confrontation (鼎立). Thus, formally speaking, constitutional monarchy is the oldest (날근), and worker-peasant communist politics is the most advanced. Until anarchist politics (無政府政治) is realized, whatever others may think, communist politics holds the special privilege of boasting itself as pioneering (先覺者). If Russia receives formal international recognition, then there will be no need to debate whether ideas are dangerous (危險) or not. Just as no one considers democratic republican politics dangerous today, the day is near when, with the passage of time, communist politics will also not be viewed as dangerous. Just as the thought that viewed Shakyamuni (釋迦) and Christ (基督) as dangerous figures 2000 years ago has led to their reverence today as great sages and pioneers, future generations will likely look back and be unable to suppress a bitter smile (苦笑), wondering why our ancestors (祖先) viewed communism as dangerous back then. Such are human thoughts, and such is the world's trend of thought (思潮). "Meeting over wine ten years ago, you were a grown man, I was a boy; meeting over wine ten years later, I am a grown man, you have white hair." (樽酒相逢十載前에 君爲壯夫我少年, 樽酒相逄十載後 我爲壯夫君白首) The world is changing; the world of sitting in a well looking at the moon is already long gone. <76>
<71-76>

**Summary**

This multi-part social commentary from 1923 touches upon various perceived ills and trends in Korean society under Japanese rule. It begins by criticizing traditional notions of female virtue through the tragic story of Kang Myŏnghwa, arguing societal hypocrisy values post-mortem honors over practical support during life. The author then analyzes the rising suicide rates, attributing them not just to personal despair (poverty, love, family issues) but fundamentally to the pressures and inequalities of modern civilization itself, suggesting redirecting suicidal despair towards fighting societal problems. Further sections critique administrative incompetence and potential corruption (a failed hospital project), analyze complex social dynamics (using struggling students to control crowds at an event), advocate for focusing societal efforts on guiding the youth, praise internationalism exemplified by foreign missionaries (Dr. Avison) and the Esperanto movement, and finally, reflect on the inevitable progression of political ideologies, predicting that communism, then viewed as dangerous, would eventually become accepted like democracy.

From a historical perspective, the article is interesting for its candid critique of both traditional Korean norms (like the concept of *yeollyeo*) and the perceived negative impacts of 'modern civilization' (likely including aspects of colonial modernity) such as increased suicide and class disparity. The discussion of suicide causes, the critique of social hypocrisy, the promotion of youth movements, the interest in internationalism (Esperanto) as a counter to nationalism, and the open discussion of political evolution including communism offer valuable insights into the intellectual currents and social concerns among some Koreans during the colonial period. The author's call to challenge 'modern civilization' rather than succumb to despair reflects a form of resistance discourse.

**Named Entities**

康明花	강명화	Kang Myŏnghwa
7月 23日인가 全朝鮮少年指導者大會가 열린다 한다. 果然 好消息이다.
眞正한 朝鮮은 어대 잇느냐. 少年에게 잇다. 眞正한 事業은 어대 잇느냐. 亦是 少年에게 잇다. 眞正한 人類의 生活을 100分으로 논아 노코 보면 1分은 壯年에게 잇고 9分은 靑年에게 잇고 100分之 90分은 少年에게 잇다.
現在의 壯年 人類는 思想上 活動上 거의 全部가 北邙上 죽은 尸體를 끌고 다니며 自身上 구덕이 除却에 紛忙하는 中이며 現在의 靑年은 半 以上 구덕이의 傳染을 밧는다. 少年에 이르러는 아즉 하나의 구덕이도＜74＞ 옴지 안이한 깨끗한 身體를 가지고 잇는 그들이다. 그들에게 구덕이가 傳染되지 안토록 어서 準備하는 것이 人類를 爲하야 朝鮮을 爲하야 眞正한 活動이라 하겟다. 所謂 有志 紳士들이여 모든 虛僞의 活動을 버리고 참된 少年運動을 힘 잇겟하야 보자. 少年 指導方針이 열어 가지가 잇겟지만은 첫재는 人間改造의 運動으로 볼 수 잇다. 人間다운 人間을 맨들기 爲하야 人間의 밋동 되는 少年을 指導코저 하는 것이다. 今日의 少年이야말로 幸福者로 볼 수 잇다.

魚博士의 30年 紀念
魚丕信 博士의 30年 紀念이 지난 달에 지낫다. 그가 30年 동안이나 外國사람인 朝鮮人을 爲하야 努力한 点은 우리가 永遠히 니즐 수 업다. 魚博士의 30年 紀念式을 보고 나서 우리는 한 가지 생각난 것이 잇다. 人類에게는 民族이라든가 國家라든가 하는 障疑物이 全 人類愛의 發展을 막는 것은 事實이다. 다시 말하면 人類愛와 國家主義는 무서운 反對이다. 人類는 어느 날이든지 國家를 超越하고 民族을 超越하야 人類愛의 結合으로 살아가지 안으면 안 될 것이다. 萬若 人類가 眞正한 生活을 함에 人類 一家主義가 實行된다 하면 그제야 말로 人間 到處 有靑山이 될 것이다. 何必 故鄕이 무엇이며 故國이 무엇이며 故山이 무엇이랴. 當하는 곳 到하는 곳이다- 내의 故鄕이며 故國이며 故山일 것이다. 이 点에서 魚博士와 如한 人은 人類愛의 一端음 實地로 實行하엿다 볼 수 잇다.

注意할만한 世界語의 流行
只今 世上은 政治家와 가티 所見이 좁은 者들이 업시 되엿다. 己往으로 말하면 政治家라 하면 民衆의 中에서 第一 所見이 널분 者라 하야 民衆의 崇拜를 밧더니 오늘날 世上은 全혀 價値가 顚倒되엿다. 政治家의 思想은 어대까지든지 區域을 떠나지 못하되 民衆의 思想은 漸次 世界的으로 되야 가는 奇現象이다. 오늘날 民衆의 中에 賢哲한 頭腦를 가진 사람은 누구나 四海一家의 實現, 世界同胞의 觀念을 가지지 안은 者가 別로 업다. 그런데 四海一家主義의 實現으로는 여러 가지 方針이 만히 잇지만은 爲先 言語를 統一하는 것이 最先 急務가 될 것이다. 이것을 깨다른 世界의 賢者는 이즈음 世界語 發展에 對하야 無限의 努力을 하고 잇는 모양이다. 世界語는 무엇이뇨. 곳 (에쓰폐란틋)라는 것이다.＜75＞
에쓰폐란트 協會 本部가 瑞西에 잇서 가지고 世界的 各 重要 都市에는 그의 支會가 잇서 世界語의 普及으로 唯一의 事業을 하고 잇다. 듯건대 世界語는 1個年이면 넉넉히 通語가 되고 文字를 일글 수 잇다 한다. 이를 英語와 가티 5, 6個年의 專門的 時間을 虛費하지 안코는 效力이 업는 것에 比하야 얼마나 交通上 寶物이라 할 것인가. 事實- 英米와 가티 國際的 專制 野心을 가진 者는 업다. 그들은 爲先 言語에서 先得權을 가젓슴으로 이것으로써 隱然 自己네의 國寶를 삼으며 國除的 傲慢을 부리고 잇다. 그럼으로 眞實한 世界的 平等을 엇는 点으로 보아도 世界語는 實로 一種 神聖한 價値를 가지고 잇다. 世界 民衆이 닷토아 世界語를 硏究하는 것도 말하자면 世界的 平等을 要求하는 人類愛의 必然性으로 나온 일이라 하겟스며 더욱이 이것으로 最近 世界的 傾向이 엇지 되야 가는 것을 알 만하다.

部落政治로 共産政治까지
近日 日本 政界는 露國 承認 問題에 對하야 大端히 討議 頻頻한 모양이다. 그리하야 一部 頑固派를 除한 外에는 朝野를 擧하야 相當한 條件 下에서 露國을 承認함이 可하다는 理論이 一致하다 하엿스며 進하야 協商條約을 締結코저 하며 甚하야는 外聞에 日露獨 同盟說까지 漏聞이 된다. 露國의 承認이야 되든지 말든지 世界의 進步는 어느 듯 部落政治로 共産政治에까지 到達한 것은 事實이다. 部落政治로 君主專制政治, 專制政治로 君主立憲政治, 君主立憲政治로 民主共和政治, 民主共和政治로 勞農共産政治에까지 到達한 것은 事實이다. 現今 狀態로는 君主立憲政治와 民主共和政治와 勞農共産政治가 3角으로 鼎立한 모양이다. 그리하야 形式上으로 보면 君主立憲政治가 가장 날근 것이며 勞農共産政治가 가장 進步한 것이다. 無政府政治가 實現되기 前에는 남이야 엇지 알들지 共産政治가 先覺者로 자랑할 만한 特權을 가지고 잇다. 萬若 露國이 正式으로 國際承認이 잇고 보면 그제야 말로 危險 思想 不危險 思想을 論할 必要가 업다. 現今 民主共和政治를 뉘가 危險하다 生覺하지 안음과 가티 時間이 흐름에 따라 共産政治도 危險視 하지 안을 날이 在近하엿다. 마치 2000年 前 當時에 釋迦 基督을 危險 人物이라 보든 思想이 今日에 至하야는 그들로 大聖 先覺이라 崇拜하는 것과 가티 後世 사람으로 보면 當時에 우리 祖先이 何故로 共産主義를 危險視 하엿든가 하고 苦笑를 禁치 못할 것이다. 사람의 思想이란 이러한 것이며 世界의 思潮란 또한 우슨 것이다. 樽酒相逢十載前에 君爲壯夫我少年, 樽酒相逄十載後 我爲壯夫君白首, 變하야 가는 世上일이라 우물에 안저 달 보는 世上은 이미 멀어가고 말엇다.＜76＞
＜71-76＞
