잡지명	개벽 제37호
발행일	1923년 07월 01일
기사제목	地方通信 (Local Correspondence)
기사형태	세태비평 (Social Commentary)

Local Correspondence

Kaesŏng Jottings

Everyone must know of the National Association (國民協會). This association came down to Kaesŏng and held a large lecture meeting. Indeed, seemingly with government backing, they received substantial assistance from the Songdo Myeon Office, Kaesŏng County Office, and Kaesŏng Police Station. A crowd of over 100 people gathered at the Kaesŏngjwa Theater, where the usual high-level speakers gave their speeches. Mr. Kim Hwan (金丸) spoke on the theme of "Self-Awareness" (自覺), saying that engaging in the independence movement is rash and reckless action, that claiming the Japanese government practices misrule in Korea is a scheme of agitators, that although there is much interference from the Japanese government, it is all for the sake of the Korean people, meaning its policy is an interventionist protection policy. He urged people to awaken to the fact that the issue of life and death has arrived and to serve Japan well. Next, Mr. Ko Ŭi-jun (高義駿), after listing the names of various Western countries for some time, delivered an incomprehensible grandiloquent speech, like the words of a magician, stating that those who will strive for future world peace are none other than Koreans, and thus they must quickly obtain the right to participate in government. The audience's hissing sounds, scoffing snorts, and shouts of "Eloquent speech!" reportedly added to the spectacle inside the venue.

At the Kaesŏng Girls' Public Common School, a meeting of students' parents and guardians (學父兄會) was held on June 13th, and a Support Association (後援會) for the school was organized. Students were told, "If your father cannot come, tell your mother or older sister or anyone to come," so the attendees consisted of about 20 men and several hundred women. Even before the meeting began, criticisms like "What kind of Support Association is this for a public school?" were heard here and there. The meeting opened with an explanation of the purpose by the proposer, Mr. Cho Pong-sik (趙鳳植). As the proceedings progressed, apart from the 5 or 6 proposers, not a single person discussed the rights or wrongs of the matter; they merely observed. Meanwhile, almost all the women left, and inside the venue, about 10 men, accompanied by sparsely placed chairs, passed the regulations and elected several dozen officers. In the end, it was decided to collect an annual membership fee of 1 wŏn, or so it is said.

For whom is this membership fee, decided by a gathering of 10-odd people and the resolution of 5 or 6, being requested? Their thick skin, seeking to collect money from poor parents under the pretext that they have abandoned their rights, might be worth seeing once, but think about it. The monthly tuition, which was 30 chŏn until last year, became 50 chŏn this year and is expected to become 80 chŏn next year. If the Support Association fee of 1 wŏn is added on top of that, how can people facing difficulties afford to educate their children? Why are there three to four times<79> more applicants to this school each year than to other private girls' schools? What will become of the future of Korean daughters depending on their education? I offer a simple word to Messrs. Cho Pong-sik and Im Pong-sik (林鳳植), who are putting all their effort into this: "Rather than that, think of a way to educate the children of the propertyless. What is your esteemed opinion?"

On the 16th, at the Koryŏ Women's Hall (高麗女子舘), the Koryŏ Youth Association (高麗靑年會) held its second Oratorical Contest (雄辯大會). The speakers were mostly students, and the arguments they presented, aside from the humor of Mr. Pak Hŭi-jin (朴熙珍), were all reportedly about needing to find a livelihood (生). The current situation where even middle school students cannot help but worry about the people's way of living (生道). Should we call it commendable? Or pitiful?

The teachers at the Second Songdo Common School reportedly rejected their head teacher, Mr. Hŏ Hŭng-gi (許興起), submitted a resolution to the principal, and went on an allied strike (同盟休業). The principal, Mr. Yun Ch'i-ho (尹致昊), was said to have become angry, stating, "Even if you put up a scarecrow, if he is the head teacher, you must absolutely obey him." Ah, Mr. Yun, who was said to be the foremost in cleverness! Are you going to bury even the clue of the times so miserably in stubbornness?

The goodwill between the citizens of Kaesŏng and the Kaesŏng Electric Company (開城電氣株式會社), which had persisted through overlooking this and letting that pass because its organization was said to be entirely composed of Koreans, has gradually faded, and now the citizens' voices of complaint are growing louder. Firstly, their customer service is unfriendly and entirely bureaucratic. Secondly, perhaps due to faulty machinery, malfunctions frequently occur, causing unexpected difficulties. There are too many examples to enumerate, but let's illustrate with a real case.

At the Kim Yŏng-t'aek (金榮澤) Store in Pukpon-dong (北本町), they replaced a 25-candlepower electric lamp with a decorative 24-candlepower blue light bulb bought in Kyŏngsŏng (Seoul) to make it more beautiful. A company employee discovered it, immediately confiscated it, and caused a commotion demanding payment of a fine. The store subsequently submitted an application to discontinue the electric lighting and now uses gas lamps. If the company's regulations are indeed so, then so be it, but Mr. Kim is reportedly indignant that there is no such interference with Westerners and Japanese, only with Koreans. How is the bill collector who threatens to remove the lights if a poor household is delinquent on one month's electricity bill any different from the bailiff (執達吏) who attaches seizure notices (票紙) to furniture for tax delinquency?

Tano Day in May is a holiday for the women of Kaesŏng. The sounds of joyful laughter from the tens of thousands of women gathered at Kyŏngdŏk Palace (敬德宮), as if liberated from confinement, reached the heavens. Furthermore, it is welcome news that many women gathered from various regions. Isn't actively encouraging this day, which covets the people's pleasure once a year, something worth promoting?

Although there are many Korean-run traditional steam baths (汗蒸) in Kaesŏng, it was regrettable that there was no bathhouse (湯屋) business<80> (though there are Japanese-owned ones). However, it's reported that a Mr. Yi (李某) has been constructing one on P'unguch'ŏn-dong (楓友橋通) within the city for a month now. Seeing the building, the authorities allegedly told him the structure was weak and to rebuild it, and he is now suffering a loss of several thousand wŏn and undergoing reconstruction. The authorities might vehemently argue it wasn't their doing, but the world already knows. Not only that, but for years, the authorities have absolutely forbidden Koreans from operating bathhouses, so this incident is obvious without asking. While one cannot lack sympathy when considering the future livelihood of the mere thousand or so Japanese residents, imposing such harsh measures excessively on Koreans is surely not right!

Taking this opportunity, there is one thing that must be presented to the authorities.

"Demolish the Kaesŏngjwa Theater (開城座)!"
It's as simple as that. Look, it's a wooden building, weak as a willow (蒲柳), constructed 13 or 14 years ago. The capacity is said to be 600, but isn't it witnessed during lecture meetings, oratorical contests, and plays that when just over 150 people go upstairs, 2 or 3 people line up on both staircases, and signs say, "It's dangerous, do not come up"? Is this an act intended to crush several hundred lives? Of course, I know that it failed to pass the theater inspection on May 1st, and the matter was overlooked after adding a few lumps of mud to the roof and a few wooden planks to the entrance. Such an antique building should naturally be dealt with quickly for the city's aesthetic appearance, but does it mean that if it's owned by the Japanese police station chief, the danger of a public assembly hall is also condoned?

As the children's movement arises, it is currently popular for those interested in this field to mimeograph interesting stories and distribute them to young children. It is said that one magazine (mimeographed) even published and criticized the notorious Kim Kyŏng-bae Incident (金慶培事件). Will introducing such matters to weaned young children be beneficial for those children? The writers should also consider this carefully.

The sketch exhibition held on the upper floor of Namdaemun (South Gate) for three days starting June 16th had been collecting submissions for over 20 days prior. Many young students in and outside the city were seen talking amongst themselves and sketching. Since the venue used was the upper floor of Namdaemun, a place previously unthinkable for a Korean gathering, it achieved greater success than expected. Encouraging such sketching among children seems like a good thing.

From the 18th, the Youth Association (靑年會) established a newspaper and magazine reading room (新聞雜誌縱覽所) within its hall, making newspapers, magazines, and books donated by member volunteers available for public viewing. Such initiatives have existed before, but enthusiasm waned due to the small number of readers, leading to their discontinuation several times.<81> It is hoped that this effort will not be merely for temporary show but will persist to the end.

Rebuilding the Togyo Bridge (都橋), which caused suffering for several years, is nearing completion, and subsequently rebuilding the Tanggyo Bridge (堂橋) is entirely appropriate and appreciated. However, while we're at it, there is one more request: the P'ungugyo Bridge (楓友橋). It is Kaesŏng's largest bridge, located in the city center, but it is an extremely weak wooden structure. The damage worsening daily cannot truly be matched even by repairs. Who can one blame if they suddenly fall through the wood while crossing the unlit bridge? The passage of cows and horses is truly perilous. How can we even speak of the passage of the blind!

Traffic within the city is gradually becoming more frequent. People pass by. Processions pass by. Bicycles go by. Ox carts, horse carts, bicycles, automobiles. The road is dirt.
When an automobile passes once, yellow dust rises high (黃廛萬丈), obscuring displayed merchandise, pedestrians, horses, everything! One is choked by dust almost to the point of suffocation. In certain seasons, several water-sprinkling carts (撒水車) used to bustle about, but even those haven't been seen for several years. Is it taking a direction exactly opposite to the trend of the times?

The Namdaemun Post Office (南大門郵便所), for which dozens of Koreans and Japanese had campaigned for several years, seems to have finally been successfully bid on by a Japanese person, and reportedly began operations on the 16th. It's unknown if the campaigning Koreans were unreasonable, but among the dozens, what will be the future performance of Mr. Taira Shuntarō (平春太郞), who was selected?

Hamhŭng Jottings

During the cholera (虎列剌) epidemic two years ago, the so-called Self-Defense Group (自衛團), organized by influential local figures, collected several thousand wŏn in donations but provided no facilities whatsoever for infectious disease prevention or other sanitation projects, and the matter remains ambiguous to this day. There is much public doubt regarding the Self-Defense Group.

It is common everywhere for Korean government and public offices to employ many Japanese, but the Hamhŭng Myeon Office (咸興 面所) has an excessive number of them. If they were at least fresh personnel, they might perform their duties well, but only the old rejects discarded (陶汰) from the Provincial Office, County Office, and Police Station are hired. It's not a Myeon Office but a recycling center for Japanese rejects.

The assessment standards for local taxes within Hamhŭng Myeon are incomplete, resulting in an unfair burden on the people. Despite carrying out such unfair practices, even the slightest delay results in disposition for non-payment or enforcement actions. What crime have the people committed?

The famous things in Hamhŭng are flies (蠅) and bars with female entertainers (色酒家). There is a Chinju proverb, "See one kisaeng every three steps, see three flies in every spoonful" (三步見一妓一匙見三蠅). It would not be an exaggeration to say that in Hamhŭng, there are three such bars every step and 50 flies in every spoonful. Instead of just engaging in empty propaganda like "Fly Catching Day," how about the administrative authorities clean up the sources of flies, such as trash containers (塵箱) and sewers, and strictly regulate the bars that disrupt public morals?

The County Authorities<82> collected funds for urban area organization and improvement from the general public and also received a large subsidy from the province. However, when it comes to road repairs and urban organization, all efforts are focused on the Japanese residential area, the "new town," while the "old town," the Korean residential area, receives no repairs whatsoever, causing great inconvenience for traffic. This too is discrimination between Koreans and Japanese.

Although Hamhŭng is the only major city in northern Korea, there is still not a single girls' common school. Concerned individuals sought to establish one and requested donations of 15,000 wŏn from the public for the land purchase, but almost no one responded. However, the Chinese restaurant Kŭmgangnu (錦江樓) reportedly earns over 8,000 wŏn per month just from Korean customers. This is truly a great shame for the people of Hamhŭng.

Since the topic came up, let's talk more about it. Kŭmgangnu is located in the center of the old town, and even late at night, the sounds of drums and kisaeng songs do not cease, disrupting public morals and disturbing peaceful sleep. Furthermore, it is not far from the Women's Night School within the Chamber of Commerce, causing various kinds of disturbances, yet the police authorities seem to be asleep, silently overlooking it (黙然 看過).

The embankment construction (堤坊工事) for the Sŏngch'ŏn River (成川江) is a matter of life and death for the people of Hamhŭng. The authorities collect large sums of money from the public each year, claiming to build embankments for this annually flooding Sŏngch'ŏn River. When bidding (入札) for the contract (請負) for this construction was held, Korean contractors were kept unaware, and the contract was awarded to a certain Japanese person for 9,000 wŏn. That Japanese person has extended the construction deadline twice already and has not started any work. If a Korean had undertaken the contract, it would have cost no more than 1,500 wŏn and the deadline would not have been missed. It is unknown why they awarded the contract to a negligent Japanese person for an excessive amount, causing general anxiety.

Taegu Jottings

The Taegu Youth Association (大邱靑年會) has content that is too weak compared to its signboard. Among them, the assertion by its chairman, Mr. Sŏ Sang-il (徐相一), is truly laughable. He says that youth should possess nationalism; if they possess socialism, they are not Korean youth. Whether it's socialism or nationalism, it's unknown which ideology Mr. Sŏ adheres to among these two, but to the general public, he seems like a proponent of trumpetism (喇叭主義者), that is, a proponent of empty talk (虛言主義者).

The large building, Choyang Sŏn (朝陽鮮), in front of Talsŏng Park (達城公園), was initially built under the fine name of "Youth Hall" (靑年會舘), collecting numerous donations of sympathy. However, after completion, it was not used as a Youth Hall but became an entertainment venue for a few propertied individuals (有産者). It goes without saying that the discontent among general youth members is high, but the intentions of those who donated money are questionable.
In the vicinity of Namsan-dong (南山町) and Meiji-machi (明治町), signs saying "Beggars Strictly Forbidden" (乞人嚴禁) are plastered on every house gate. While they may not be able to provide relief to the pitiful homeless beggar (乞人) brethren, posting such heartless (野薄) words on the gate, preventing them from even receiving cold rice and alcohol, is truly a characteristic feature of Taegu. <83>
<79-83>

**Summary**

This "Local Correspondence" section from the July 1923 issue of *Kaebyŏk* magazine presents critical social commentary on conditions in Kaesŏng, Hamhŭng, and Taegu under Japanese rule. The Kaesŏng report details public dissatisfaction with a pro-Japanese organization's lecture, controversies surrounding a public girls' school's support association and fees, the poor state of the Kaesŏng Electric Company's service (especially towards Koreans), the dilapidated and dangerous condition of the Kaesŏngjwa Theater, and inadequate public works like bridge maintenance and dust control. The Hamhŭng section criticizes the handling of funds by a self-defense group, the employment of unqualified Japanese officials, unfair taxation, poor sanitation (flies and establishments linked to prostitution), discriminatory infrastructure development favoring Japanese areas, the lack of a girls' school despite money spent elsewhere, and irregularities in public works contracts. The Taegu piece mocks the local Youth Association leader's anti-socialist rhetoric while questioning the use of a building funded as a Youth Hall, and decries the harsh attitude towards beggars displayed by residents.

From a historical perspective, the article offers valuable ground-level insights into the socio-economic grievances and simmering discontent among Koreans during the 1920s "Cultural Rule" period. It highlights the perceived hypocrisy of pro-Japanese groups, the economic burdens placed on ordinary Koreans (school fees, taxes), discriminatory practices by authorities and businesses favoring Japanese interests, the poor state of public infrastructure and services in Korean areas, and social anxieties regarding education, public morals, and basic human dignity (treatment of beggars). Historians might find the specific examples of local corruption (Hamhŭng contracts), institutional failures (Kaesŏng theater safety), and overt discrimination (Kaesŏng Electric, Hamhŭng development) particularly revealing about the lived experience of colonial rule beyond official pronouncements. The contrast between public needs and official/elite priorities is starkly illustrated across all three cities.

**Named Entities**

國民協會	국민협회	Kungmin Hyŏphoe
盛行한다는데	성행한다는데	Reportedly is popular/prevalent
批判	비판	Criticism
젓 떠러진	젖 떨어진	Weaned (implies very young)
執筆者	집필자	Writer, author
充分히	충분히	Sufficiently, fully
考慮	고려	Consideration
必要	필요	Necessity
잇스리라	있으리라	There will be (older spelling)
開催된	개최된	Held, hosted
募集	모집	Recruitment, collection (of submissions)
豫想	예상	Expectation, anticipation
以上	이상	More than, above
大盛況	대성황	Great success, large turnout
일우엇다는데	이루었다는데	Reportedly achieved (older spelling)
獎勵	장려	Encouragement, promotion
조흔 일이라	좋은 일이라	Is a good thing (older spelling)
會舘	회관	Assembly hall, meeting hall
新聞雜誌縱覽所	신문잡지종람소	Newspaper and magazine reading room
設置	설치	Establishment, installation
會員	회원	Member
有志	유지	Volunteer, interested person
寄贈	기증	Donation
書籍	서적	Books
一般	일반	General public
縱覽케 한다는데	종람케 한다는데	Reportedly making available for public viewing
從來	종래	Conventionally, in the past
업섯슴이 안이나	없었음이 아니나	It's not that there wasn't (older spelling)
少數	소수	Small number
熱誠	열성	Enthusiasm, zeal
退하야	퇴하여	Receding, declining (older spelling)
이내	이내	Soon, before long
廢止	폐지	Abolition, discontinuation
願컨대	원컨대	Hopefully, I wish that
一時	일시	Temporary
表彰的	표창적	For show, commendatory
끗까지의	끝까지의	Until the end (older spelling)
改築	개축	Reconstruction
竣工	준공	Completion of construction
不日	부일	Soon, in a few days ('not many days')
至當한	지당한	Appropriate, rightful
感謝	감사	Gratitude, thanks
己往이면	기왕이면	While we're at it, since it's already happened
請할 것	청할 것	Thing to request
橋梁	교량	Bridge
至弱한	지약한	Extremely weak
破損되는	파손되는	Being damaged
傷處	상처	Wound, damage spot
實로	실로	Truly, indeed
修繕	수선	Repair, mending
當치 못하겟다	당치 못하겠다	Cannot match, cannot cope with (older spelling)
燈火	등화	Light, lamp
突然히	돌연히	Suddenly
빠지는	빠지는	Falling through
怨尤하랴	원망하랴	Whom to blame/resent?
牛馬	우마	Cows and horses
往來	왕래	Coming and going, traffic
危險千萬	위험천만	Extremely dangerous
盲人	맹인	Blind person
엇지 말하랴	어찌 말하랴	How can one even speak of? (older spelling)
頻繁하야진다	빈번하여진다	Becomes frequent
行列	행렬	Procession, line
自轉車	자전거	Bicycle
牛車	우차	Ox cart
馬車	마차	Horse cart
自動車	자동차	Automobile
黃廛萬丈	황진만장	Clouds of yellow dust rising high (idiom for extreme dustiness)
陳列 商品	진열 상품	Displayed merchandise
通行人馬	통행인마	Passing people and horses
絶息	절식	Suffocation, cessation of breath
撒水車	살수차	Water-sprinkling cart/truck
奔走히	분주히	Bustlingly, busily
단이더니	다니더니	Used to go around (older spelling)
數年來	수년래	For the past several years
時勢	시세	Trend of the times
正反對	정반대	Exact opposite
方面	방면	Direction, aspect
取함인지	취함인지	Is it taking/adopting? (older spelling)
數年	수년	Several years
運動 中	운동 중	In the midst of campaigning/lobbying
郵便所	우편소	Post office (smaller than 우체국)
겨우	겨우	Barely, finally, at last
落札된 모양으로	낙찰된 모양으로	Appears to have been successfully bid on
開始	개시	Start, commencement
無理	무리	Unreasonable, impossible
左右間	좌우간	Anyway, in any case
人選된	인선된	Selected (personnel)
手腕	수완	Skill, ability, performance
如何할는지	여하할는지	How will it be? What will it turn out like?
虎列剌	호열랄	Cholera (phonetic transcription)
流行	유행	Prevalence, epidemic
民間	민간	Civilian, private sector
有力者	유력자	Influential person
所謂	소위	So-called
自衛團	자위단	Self-Defense Group
其 時	기 시	At that time (older form)
寄附金	기부금	Donation money
募集	모집	Collection, fundraising
傳染病	전염병	Infectious disease
預防	예방	Prevention
其他	기타	Other
衛生	위생	Hygiene, sanitation
事業	사업	Project, enterprise, work
何等의	하등의	Any kind of
施設	시설	Facility, establishment, measure
尙今까지	상금까지	Until now (尙今 = still now)
瞹眛 中에 在하니	애매 중에 재하니	Remains in ambiguity/obscurity (older form)
疑問	의문	Doubt, question
甚多하다	심다하다	Is very numerous/many
官公署	관공서	Government and public offices
多數	다수	Large number
採用	채용	Employment, hiring
何地	하지	Any place, wherever
一般	일반	General, common
特히	특히	Especially
過多하다	과다하다	Is excessive
新線한 人物	신선한 인물	Fresh/new person (implies competent)
事務執行	사무집행	Execution of duties/affairs
陶汰한	도태한	Discarded, eliminated (through selection/weeding out)
老廢物	노폐물	Old waste material, reject
廢物 利用所	폐물 이용소	Waste utilization center (sarcastic)
地方費	지방비	Local expenses/budget
賦課稅	부과세	Assessed tax
標準	표준	Standard
調査	조사	Investigation, survey
不完全	불완전	Incomplete, imperfect
人民	인민	The people
負擔	부담	Burden
不合平하다	불합평하다	Is unfair, unequal (older form of 불공평하다)
如斯히	여사히	Like this, thusly (older form)
遲滯되면	지체되면	If delayed
滯納處分	체납처분	Disposition for non-payment/delinquency
執行	집행	Enforcement, execution (of seizure)
何罪	하죄	What crime/fault?
名物	명물	Famous product, specialty
파리(蠅)	파리	Fly (Hanja 蠅 provided)
色酒家	색주가	Establishment serving alcohol with female entertainers (often implies prostitution)
俗談	속담	Proverb
妓	기	Kisaeng, female entertainer/courtesan
繩	승	Fly (used here, likely typo for 蠅?) - context clearly means fly. Assume typo.
過言	과언	Exaggeration
行政當局	행정당국	Administrative authorities
蠅取데	승취데	Fly catching day (蠅 used again)
虛文	허문	Empty words, mere formality
宣傳	선전	Propaganda, advertisement
原産地	원산지	Place of origin
塵箱	진상	Dust box, trash container
下水溝	하수구	Sewer, drain
淸潔히	청결히	Cleanly
風紀	풍기	Public morals
紛亂케 하는	분란케 하는	Causing disorder/disturbance
嚴重	엄중	Strict, severe
取締	취체	Regulation, control, crackdown
市街地	시가지	Urban area, downtown
整理改善費	정리개선비	Organization and improvement expenses
補助金	보조금	Subsidy
受하얏스나	수하였으나	Received, but (older spelling)
及 其	급 기	And its..., when it came to...
道路 修繕	도로 수선	Road repair
新市街	신시가	New town/urban area
舊市街	구시가	Old town/urban area
交通	교통	Traffic, transportation
甚히	심히	Extremely, severely
不便	불편	Inconvenient
此 亦	차 역	This also
朝日	조일	Korea(n) and Japan(ese) (朝鮮 + 日本)
差別	차별	Discrimination
唯一한	유일한	Only, sole
大都會	대도회	Large city, metropolis
設立하랴고	설립하려고	Intending to establish
基地代	기지대	Land price/cost
請求	청구	Request, claim
應하는 者	응하는 자	Person who responds/agrees
別無하다	별무하다	There is none particularly
中國人	중국인	Chinese person
料理店	요리점	Restaurant (often higher-end Chinese/Japanese)
收入	수입	Income, revenue
朝鮮人側	조선인측	Korean side/customers
以上	이상	Above, more than
人士	인사	Figure, personage, gentleman
大羞恥	대수치	Great shame/humiliation
旣爲	기위	Since it has become so (archaic phrase starter)
낫스니까	났으니까	Since it came up (older spelling)
深夜	심야	Late night
장구 소리	장구 소리	Sound of the janggu (hourglass drum)
妓生	기생	Kisaeng
노래	노래	Song
끄치지 안이하야	그치지 아니하여	Not ceasing (older spelling)
一般	일반	General public
紊亂케 하고	문란케 하고	Disrupting, making disorderly
安眠	안면	Peaceful sleep
妨害하며	방해하며	Disturbing, hindering
婦人 夜學會	부인 야학회	Women's Night School
距離	거리	Distance
不遠하야	불원하여	Not being far
各種	각종	Various kinds
妨害	방해	Disturbance, obstruction
多하건만	다하건만	Although there are many
警察 當局	경찰 당국	Police authorities
睡眠	수면	Sleep
黙然 看過	묵연 간과	Silently overlooking/condoning
堤坊工事	제방공사	Embankment construction, levee work
死活 問題	사활 문제	Life-and-death issue
汎濫하는	범람하는	Flooding
修築한다고	수축한다고	Claiming to repair/build
金額	금액	Amount of money
徵收하고	징수하고	Collecting (taxes/fees)
工事	공사	Construction work
請負	청부	Contract, undertaking (for work)
入札	입찰	Bidding
請負者	청부자	Contractor
知치도 못하게 하고	알지도 못하게 하고	Without letting know (older spelling)
某에게	모에게	To a certain person
契約	계약	Contract
期限	기한	Deadline, period
延期하고	연기하고	Postponing
着手도 안이 한다	착수도 아니 한다	Does not even start work (older spelling)
萬一	만일	If by chance
不過	불과	No more than, only
充分하고	충분하고	Sufficiently
怠慢한	태만한	Negligent, lazy
遺케 함은	유케 함은	Causing to leave behind (here = causing anxiety)
何事인지 不知	하사인지 부지	It is unknown what matter/reason it is
看板	간판	Signboard
內容	내용	Content(s)
貧弱하다	빈약하다	Poor, weak, meager
其 中에	기 중에	Among them (older form)
主張하는 말	주장하는 말	Assertion, argument
可笑롭다	가소롭다	Laughable, ridiculous
民族主義	민족주의	Nationalism
萬一	만일	If by chance
社會主義	사회주의	Socialism
不知하거니와	부지하거니와	I do not know, but...
喇叭主義者	나팔주의자	Trumpetist (one who blows their own horn, boaster)
卽	즉	That is, namely
虛言主義者	허언주의자	Proponent of empty talk/lies
갓다	같다	Seems like, is like (older spelling)
建物	건물	Building
當初	당초	At the beginning, initially
美名 下에	미명 하에	Under the fine name/pretext of
同情金	동정금	Sympathy money, donation
竣工된 後	준공된 후	After completion of construction
使用치 안이하고	사용치 아니하고	Not using (older spelling)
幾個	기개	Several, a few
有産者	유산자	Propertied person, bourgeoisie
娛樂場	오락장	Place of entertainment/amusement
不平	불평	Complaint, discontent
勿論이어니와	물론이어니와	It goes without saying, but also...
寄附한	기부한	Donated
諸氏	제씨	Messrs., various people
意向	의향	Intention, inclination
疑問	의문	Question, doubt
附近	부근	Vicinity, neighborhood
一帶	일대	Area, zone
家家戶戶	가가호호	Every house and household
乞人嚴禁	걸인엄금	Beggars Strictly Forbidden
文字	문자	Characters, writing, text
부치엿다	붙였다	Attached, posted (older spelling)
無家無依	무가무의	Homeless and without support
可憐의	가련의	Pitiful, poor
乞人 同胞	걸인 동포	Beggar brethren/compatriots
救濟	구제	Relief, aid
못할지라도	못할지라도	Even if unable to
冷飯	냉반	Cold cooked rice
어더 먹지	얻어 먹지	Get and eat (older spelling)
野薄한	야박한	Insensitive, heartless, unkind
門頭	문두	Gate front, doorway
-e 

---------------------------


잡지명	개벽 제37호
발행일	1923년 07월 01일
기사제목	地方通信
기사형태	세태비평

地方通信
開城漫筆
國民協會라 하면 누구던지 다 알 것이다. 이 會에서는 開城에 나려와 一大 講演會를 開하얏는데 果然 政府의 後援이 잇는 듯하야 松都面 事務所 開城 郡廳 開城 警察署의 大大的 援助을 바다 無慮 100餘名의 衆이 모혀 開城座劇場에서 例의 高等 辯士들의 演說이 잇섯다. 金丸君은 「自覺」이란 題로 獨立運動을 함은 輕擧妄動이니 日本 政府가 朝鮮에 惡政을 한다 함은 妄動者의 術이니 日本政府의 干涉이 만키는 만흐나 그것이 모다 朝鮮人을 爲함이니 곳 그의 政策은 干涉主義 保護政策인 즉 이제 死活의 問題가 當到하얏쓰니 自覺하야 日本에 善히 奉事하라 하고 次에 高義駿君은 무어라고 한참 동안 西洋 各國 일홈을 列擧하더니 將次의 世界의 平和를 爲하야 努力할 者는 곳 朝鮮 밧게 업스니 速히 叅政權을 獲得하야겟다고 魔術師의 말가티 아지도 못할 大雄辯을 吐하얏는데 聽衆의 피- 피- 하는 소리와 嘲笑하는 코우슴 소리, 「雄辯이다」란 呌聲은 場內의 美觀을 더하얏다고.

開城女子公立普通學校에서는 去 6月 13日 學父兄會를 열고 同校後援會를 組織하얏다는데 學生들에게 말하기를 「아버지가 못 오시면 어머니나 누님이나 누구던지 오시라」고 하엿기 때문에 모힌 사람은 20餘名의 男子와 數百의 婦人이엇다. 開會하기 前부터 公立學校에 後援會는 무슨 後援會냐 하고 批難하는 소리가 이 구석 저 구석에 들리더니 發起人 趙鳳植君의 趣旨 說明으로 開會하야 議事를 進行할 새 發起人 5, 6人 外에는 一言一句의 是非를 論한 者도 無하고 다만 傍觀하는 中 婦人側는 거의 全部가 退場하고 場內에는 10餘人의 男子가 点点 노혀 잇는 椅子를 同伴하야 規則을 通過식히고 數十名 任員을 選擧하얏다는데 結局 決定된 것은 1年 1圓의 會費納入하기로 한 것이라던가.

10餘名의 會集 5, 6人의 議決, 이것으로 決定한 會費론 누구에게 請求한 세음인가? 自己의 權利를 抛棄하얏다는 口實 下에 貧寒 父兄에게 徵收코자 하는 面皮야 한번 볼만 하겟지만 생각하야 보라. 昨年까지 30錢이던 月謝金이 今年度부터 50錢이 되고 明年度에는 80錢이 되리라 하는 只今에 또 後援會費 1圓 加擔케 하면 어려운 사람이 어대 工夫식혀 보겟나! 每年 他 私立女學校보다 3, 4倍＜79＞ 以上의 入學 應募者가 잇슴이 何故인가. 將次의 朝鮮 子女의 敎育 딸아 그의 前途가 엇지 될 바인가? 이에 全力을 다하는 趙鳳植, 林鳳植 兩君에게 簡單한 한마대를 울린다. 「그 보다도 無産子女에게 敎育식힐 方法을 생각하야다고. 貴意가 如何.

仝 16日 高麗女子舘에서는 高麗靑年會 主催의 第2回 雄辯大會를 열엇다는데 演士는 거의 學生이엇고 吐하는 辯論은 朴熙珍君의 滑稽를 빼어 놋코는 또한 全部가 生“를 찻어야 겟다는 말이엇다 한다. 中學校의 學生으로서도 民衆의 生道를 爲하야 勞心 안이 할 수 업는 現狀. 고마웁다 할까? 가이 업다 할까?

第二松都普通學校의 敎員은 그의 敎務主任 許興起氏를 排斥하야 學校長에게 決議書를 提出하고 同盟休業을 하얏던 바 그 校長 尹致昊君은 「허수아비를 갓다 노아도 主任이면 그에 絶對 服從하야지」 하고 憤怒하얏다고. 아- 怜悧하기로 第一간다던 尹君! 때의 실마리는 그나마 無慘하게 頑固에 葬事 지내 버리고 말려는가?

그의 組織이 純全한 朝鮮人으로 된 것이라 하야 이것도 讓步 저것도 黙過, 이러케 지내오던 開城市民과 開城電氣株式會社와의 好意는 漸漸 엷어 가더니 이제는 市民의 怨聲이 커 간다고. 첫재는 그의 對客이 不親切하야 全혀 官僚式이라는 것, 둘재는 機械가 不完全함인지 故障이 頻出하야 不時의 困難을 밧게 한다는 것 等 枚擧하랴면 數多하겟스나 이제 그의 實例를 들어 말한다 하면

北本町 金榮澤 商店에서는 25燭의 電燈을 좀 더 아름다웁게 하기 爲하야 京城서 장식용 靑光 24燭 電球를 사다 끼엇던 바 社員이 發見하야 卽 押收하고 罰金을 내라는 等 말이 騷擾함으로 商店으로부터 곳 閉燈 申請을 提出하고 瓦斯燈을 使用한다는데 會社의 規定이 그러타 하면 己이어니와 西洋人과 日本人에게는 何等 干涉이 업시 朝鮮人에게만 如此히 한다는 것이 金氏의 憤慨한 바이라 한다. 貧寒한 家庭으로 단이며 1個月 電燈料를 滯納하면 燈 띄어 간다고 威脅하는 集金員 稅金滯納한다고 家具에 票紙 붓치고 가는 執達吏나 다를 것이 무엇이냐.

5月 端午는 開城 婦人의 노리날, 敬德宮에 모혓든 數萬 婦人은 監禁으로부터 解放에 이른 歡喜의 우슴소리가 한울에 이르럿섯다고. 더구나 各 地方으로부터 모힌 婦人이 만엇다 함은 반가울 만한 消息이겟다. 年中 1日의 民衆 歡樂을 貪하는 날 크게 勸獎할 만한 일이 안일까?

