잡지명 개벽 제54호
발행일 1924년 12월 01일
기사제목 時局維觀, 大戰以前을 聯想케 하는 英米의 政情 (Viewing the Current Situation: The Political Climate in Britain and America, Reminiscent of the Pre-Great War Era)
기사형태 논설 (Editorial/Commentary)

時局維觀, 大戰以前을 聯想케 하는 英米의 政情
(Viewing the Current Situation: The Political Climate in Britain and America, Reminiscent of the Pre-Great War Era)

That the incitement to rebellion by Mr. Campbell, who said, "Gentlemen of the Army and Navy, you should turn your gun barrels towards the capitalists and exploiters," was let go unquestioned was certainly an insult to British judicial power. Facing joint opposition from both the Conservative and Liberal parties, the British Labour Party government finally dissolved Parliament on October 9th and held a general election on the 30th of the same month. The result was that the Conservative Party, which had only 259 members, gained an absolute majority of 407, while the Labour Party's 192 members decreased to about 150. Consequently, the MacDonald cabinet tendered its collective resignation on November 4th, and Mr. Baldwin, the leader of the Conservative Party, formed a new cabinet once again.

As everyone thought, the British Labour cabinet succeeded the Conservative cabinet, gaining the approval of the Liberal Party, and came to power in January of this year. Now, less than 10 months later, it has again relinquished its position to the Conservative Party. The direct cause for this loss is twofold: firstly, the Liberal Party members, who initially supported the Labour cabinet, later frequently opposed it, even passing a motion to establish an investigation committee for the "Campbell" case, which was tantamount to a vote of no confidence; secondly, the psychology of the majority of the British people, for whatever reason, allowed the realization of a Labour cabinet once, but these ever-conservative British people were always monitoring the cabinet's actions and guarding against any eventuality. The so-called Campbell case became the sole ammunition for attacking the government of the time. Furthermore, the so-called Zinoviev Letter incident (a letter allegedly sent from Mr. Zinoviev, chairman of the Third Communist International, to the British Communist Party headquarters, instructing a communist revolution), which emerged just before this general election, greatly offended the sentiments of the British electorate. Many voters decided it was better to elect Conservative MPs and defend the history of the great empire<35> than to elect many Labour MPs and turn Britain into a second Russia. Ultimately, they sided with the Conservative Party, leading to the emergence of the Baldwin cabinet.

Mr. Baldwin, having previously served as Chancellor of the Exchequer in the Bonar Law cabinet and supported the construction of the Singapore naval base, budgeting a total cost of 10 million pounds, is naturally expected to revive the Singapore naval base plan that the previous cabinet halted. In addition, he seems poised to implement other long-standing issues like the construction of 14 cruisers and protectionist tariff policies, likely pushing the British Empire's aggressive policies to the extreme. If things proceed this way, Anglo-French relations, which had shown some basis for cooperation during the previous cabinet, may become difficult again. Unusual changes may also be seen in policies towards Japan, using the China problem as a pretext, and towards Russia, under the guise of preventing communization ('Red-ification'). Thus, the British public mood will increasingly shift towards the extremes of imperialism versus revolutionism. Following the British issue, another recent significant change in the world situation worth noting is the election of American President Mr. Coolidge.

Originally, the American political scene had long been dominated by the rivalry between the Republican and Democratic parties, leaving other political parties with no significant power. However, in 1912, when the late Mr. Roosevelt split from the Republican Party to form the Progressive Party, this temporarily benefited the Democratic Party. Although dissenting elements were not entirely absent within the Republican Party thereafter, there were no major disputes over candidates until this time. Mr. La Follette separated from the Republican Party and ran as a third-party candidate, backed by radical elements dissatisfied with the established Farmer-Labor parties. His popularity was quite formidable, especially since the Federation of Labor Unions (likely the AFL), led by Mr. Gompers and representing 70-80% of American labor unions, abandoned its traditional stance of not participating directly in politics but merely lobbying or checking legislators, and declared its decisive support for the third party. Furthermore, the Hearst newspapers also supported the third party, making Mr. La Follette's influence appear quite considerable. However, according to the vote count on election day, November 4th, Mr. Coolidge received 379 electoral votes, Mr. Davis (Democratic candidate) received 139, and Mr. La Follette garnered merely 13. Ultimately, the US presidency went to the Republican candidate, Mr. Coolidge. This shows how capitalistic the American people are today.

The Republican Party in America is known worldwide as a plutocratic party (金權黨), and its platform is thoroughly selfish and capitalistic. Let's look, for example, at the recent platform announced by President Coolidge:
1.  Convening a second naval disarmament conference.
2.  Absolutely no forgiveness regarding the Allied debts.
3.  Regarding the European situation, if America's vital interests<36> are endangered, it will not hesitate to cooperate or interfere in European politics.
4.  Regarding the China problem, interference will occur gradually as plans develop.
From this alone, one can see how assertive and capitalistic the policies of the US government are.

In short, today's world is, in a sense, the world of Britain and America. These two great nations were the instigators and concluders of the previous Great War. Once peace arrived after the Great War, America championed justice and humanity, while Britain claimed to practice social reform, each captivating the world for a time. However, in the recent present, they have suddenly turned reactionary, reverting to the pre-Great War imperialism and aggression. Tacitly and implicitly, Britain and America are colluding (the current British Prime Minister, Mr. Baldwin, has particular ties with America), looking towards the distant Chinese continent, glaring at Japan, and devising various schemes (陳謀). Who knows for whom their so-called second naval disarmament conference is intended as a check?

中國은 烏乎定? (China: Where Will It Settle?)
The great turmoil in China, reminiscent of the Romance of the Three Kingdoms, began three months ago. Amidst constant instability (顚沛無常) and undecided outcomes, the path to resolution has not yet been found, leaving the great question "China: Where will it settle?" (中國烏乎定).
Since the outbreak of the Chinese turmoil, this magazine has published analyses in October and November regarding its distant and recent causes, as well as the general situation. We wish to know how it will ultimately end, but as yet, there is no clear information to determine that. We can only note the current situation and wait for the new year to find out more.

When the curtain of war rose, the Chĕkiang Army (浙江軍 - Zhejiang Army), which initially showed some superiority, was fundamentally isolated and weak (勢孤力弱). Unable to withstand the fierce attacks of the well-supported Chihli Clique (直派 - Zhili Clique), namely the Kiangsu Army (江蘇軍 - Jiangsu Army), it suffered a complete defeat (一敗塗地) and fell into a desperate situation (窮途). Its commanders, No Yŏngsang (盧永祥 - Lu Yongxiang) and Ha P'ungnim (何豊林 - He Fenglin), fled to Japan. At that time, based on our impression (觸感), we thought, "Ah, Kiangsu and Chĕkiang (江浙) will become Ch'e Sŏbwŏn's (齊燮元 - Qi Xieyuan) domain." Also, as Son Mun's (孫文 - Sun Yat-sen) northern expedition proved to be his usual empty bluster (헛대포), and Chang Chakrim (張作霖 - Zhang Zuolin) of Pongch'ŏn (奉天 - Fengtian) was still stirring west of Sanhaegwan (山海關 - Shanhaiguan), we ignorantly assumed China would fall under the sway of O P'aebu (吳佩孚 - Wu Peifu), who seemed imposing with his southern campaigns and northern expeditions. Regardless of victory or defeat (何勝何敗), we simply hoped for a stable China along with the final outcome <37> of unification. But lo and behold! Like "Heaven has unexpected storms, people have sudden fortune or misfortune" (天有不時風雨, 人有朝夕禍福), the indecisive, wait-and-see general P'ung Ongsang (馮玉祥 - Feng Yuxiang) underwent a sudden change (豹變하야), seized Peking (北京 - Beijing) in one move (일거), and just like that, China seemed to become P'ung Ongsang's domain again.

Indeed, victory and defeat are uncertain. Could it be that O P'aebu, effectively the king of China just moments ago, suddenly has no place to hide (容身의 處), while P'ung Ongsang, who was dormant in a corner of T'ienchin (天津 - Tianjin), now controls China? The great upheaval centered around P'ung Ongsang—expelling the Sŏnt'ong Emperor (宣統帝 - Xuantong Emperor/Puyi), establishing connections with Red Russia (赤露 - Soviet Union), joining forces with Chang Chakrim, inviting Son Mun, and endorsing Tan Kyŏi (段祺瑞 - Duan Qirui)—is truly a fascinating new problem.
How the resolution of China by the so-called "Big Four"—Tan Kyŏi, Son Mun, Chang Chakrim, and P'ung Ongsang—will unfold is certainly a question. Will Tan truly become the Great President (Regent or Chief Executive)? Will Son Mun's policies actually be realized? Will clashes between P'ung and Chang truly be avoided? Today, the Red (赤色) atmosphere is thickening, talk of a Yangtze River (長江) alliance centered around O P'aebu is rising, and signs of Anglo-American interference are clear. Ah, how will China be settled? Let's await the outcome (하회를 보자).

日露交涉何時畢? (When Will Japanese-Russian Negotiations End?)
The negotiations between the continentals (Russians) and the islanders (Japanese), like a serpent and a lizard locked together (구렁이와 도마뱀이 맛붓튼 듯한), have shown no conclusion for nearly a year now. They seem set to greet the new year in the same state of push-and-pull, dragging on incoherently (지리멸렬한). Russian representative Mr. K'arahan (카라한 - Karakhan) reportedly rejected all of Japan's proposals as of November 11th and is now sitting tight-lipped, harboring secret intentions. Japan, too, finding such unlimited concessions impossible, has firmly refused and is just watching K'arahan's lips. The crux of the breakdown in these negotiations is said to be, above all, the issue of rights and interests (利權문제). Would a 50/50 split work? But how could half possibly be satisfactory (양이 차야지)? Let's also await the outcome of this (이 亦 하회를 보자)!

Looking again within Chosŏn (朝鮮 - Korea)
The P'och'ŏn'gyo (普天敎), a superstitious organization claiming a million followers, led by the self-proclaimed "Son of Heaven of the Great Era," Ch'a Kyŏngsŏk (車京錫), has faced attacks from general society and suffered internal strife (內訌), reaching the unfortunate fate of internal rupture. As a final desperate cry (비명), it dispatched key officials to Japan to seek understanding (양해를 구하고) from the central government and various political parties, and is attempting to foster (부식하랴) some kind of influence by coordinating with an alliance of eleven organizations and various sympathetic factions. Their reckless actions (妄行) are nothing more than absurdities (晝出魍魎), hardly worth discussing, yet we cannot but call them a disgrace (일수치) to our nation.<38>

This year in Chosŏn, besides the drought and flood disasters (旱亂 水亂), there was also newspaper turmoil (新聞亂). The changes in leadership at the Tonga Ilbo (東亞日報), the battle over publishing rights at the Sidae Ilbo (時代日報), and the change in management at the Chosŏn Ilbo (朝鮮日報) are major examples. Whether this is a result of progress in our newspaper world (報舘界) or something else, we do not know, but we hope they continue to develop more faithfully and soundly.

-Section deleted here (original text)-

...and the authorities should take note (알어두어라).

Furthermore, regarding the Government-General (총독부) officials, about whom rumors of large-scale dismissals (大馘首說) have been circulating for some time, Mr. Shimooka (下岡君) recently took the high seat on the symbolic gallows (絞首臺) atop Waesŏngdae (倭城臺上) and began wielding his sharp sword (猛刀). Already, those sentenced to dismissal (馘首 선고) within the Government-General alone number 50 high-ranking officials and over 260 officials treated as Hanninkan rank and hired employees (判任待遇 及 雇員). Including provincial offices, the number of high-ranking, Hanninkan, and hired personnel reaches over 6,000. The Government-General's officialdom is... (remainder deleted - original text)

Mr. Shimooka's (下岡君) arrival in Korea (來朝) brings a feeling like a harsh frost descending in early autumn (早秋에 嚴霜下降함과 如한 感), and he will not escape the resentment of the many dismissed officials (衆木群草의 원한).

Also, looking at the movement of the proletariat (無産者), there is a sense that it is gradually becoming more organized (구체화하는 感) compared to last year. A special phenomenon (특수현상) is that women have begun to stand on the front line of the movement (운동선에 立하기를 始한 것). (For example, the establishment of the Yŏsŏng Tonguhoe (女性同友會 - Women's Friendship Society))<39>

**Summary**

This 1924 editorial analyzes the shifting global political landscape, focusing on the conservative turn in British and American politics (Baldwin's rise, Coolidge's election), interpreting it as a return to pre-WWI imperialism and predicting increased Anglo-American assertiveness, particularly concerning China and potentially checking Japan. It then turns to the chaotic situation in China, highlighting the unpredictable power struggles between warlords like Feng Yuxiang, Wu Peifu, Zhang Zuolin, and Duan Qirui, and the uncertain future amidst internal conflict and potential foreign intervention. The stalled Japanese-Soviet negotiations are briefly mentioned. Finally, the article comments on domestic Korean affairs: the internal collapse of the controversial Poch'ŏn'gyo religious movement, turmoil within major Korean newspapers (Dong-A Ilbo, Sidae Ilbo, Choson Ilbo), large-scale dismissals of officials by the Japanese Government-General under the new Civil Administrator Shimooka Chūji, and the nascent, but growing, organization of the proletarian movement, including the notable emergence of women's activism.

From a colonial history perspective, the article is revealing in several ways. It shows Korean intellectuals closely monitoring international power dynamics and interpreting them through the lens of imperialism, particularly Anglo-American influence in East Asia and its potential impact on Japan and China, which directly affected Korea. The commentary on the dismissals within the Government-General provides insight into the administrative shake-ups under Japanese rule and the resentment they caused. The mention of the Poch'ŏn'gyo controversy and newspaper struggles reflects internal social and media developments, while the note on the proletarian and women's movements indicates the early stages of social organizing under colonial constraints. Historians might find the framing of global events, the specific details of colonial administration changes (Shimooka's actions), and the observations on nascent social movements particularly interesting.

**Named Entities**

英米	영미	Yeongmi (UK/US)
미국의 공화당은, 세계에 유수한 金權黨으로서, 그의 정강은 어대까지 이기적이며 자본적이니, 試하야 쿨니지 대통령의 성명한 최근의 정강이란 것을 보면
1. 제2 군축회의의 개최
2. 연합국의 채권에 대해서는 절대로 면제치 안흘 것
3. 歐洲의 시국에 관하야는, 만일 미국의 중대한 이익에＜36＞ 관하야 위험에 瀕하는 때에는, 歐洲정국에 협력 또는 간섭함을 不辭할 것
4. 중국 문제에 관하야는, 차츰 考案이 나는대로 간섭할 것.
대개 右와 가튼 바, 이로써서만 볼지라도, 미국 정부의 정책이 엇더케 적극적이오 자본주의적인 것을 알 수가 잇다.

요컨대, 오늘의 세계는, 어느 의미에 잇서 英米의 세계이다. 이 두 큰 나라는 먼져번의 大戰에 잇서도 그 제조자가 되고 결말자가 되엿스며, 한번 大戰이 평화됨에 밋처는, 미국은 정의 인도를 고창하고, 영국은 사회개조를 실천한다고 하야, 다-各히 한 세상을 풍미하엿다. 그러나 최근의 오늘에 와서는, 저들은 문득 반동화하야 大戰 이전의 제국주의, 침략주의로 복귀하며, 은연 암연중에 英米가 상통하야 (현 영국 수상 볼드윈씨는 특히 미국과 緣交가 잇다) 멀리 중국대륙을 바라 보고, 일본을 눈흘겨 보며, 각양의 陳謀를 做出하며 잇다. 아지 못게라, 저들이 말하는 소위 제2 군축회의라 함은 누구를 견제키 위함인고.

中國은 烏乎定?
三國誌를 보는 듯한 중국의 대동란은 닐어난지 발서 3개월에 顚沛無常, 勝負未決의 중에서 아즉 그-해결의 途를 엇지 못하고 「中國烏乎定」의 大의문 중에 잇다.
本誌는 중국 동란이 닐어나자부터 10월 11월에 연하야 그의 遠因 近因 또는 대세에 취하야 논단을 내려섯다. 이제 그-종국이 엇지될가를 알고 십흐나 아직까지는 그것을 알기에 무슨 똑똑한 자료가 업다. 다만 현황뿐 알아두고 신년을 기다려 알 수 밧게 업다.

戰幕이 열리자 다소 우세를 示하든 浙江軍은 원체 勢孤力弱한지라 후원 만흔 直派 즉 江蘇軍의 맹습에 할 수 업시 一敗塗地의 窮途에 陷하야 주장 盧永祥 何豊林 등이 일본으로 도피하기에 吾人은 그 때 觸感에서 「아-江浙은 齊燮元의 천하가 되나보다」하얏고 또한 無卒之將 孫文의 북벌이 예의 헛대포에 불과하고 奉天의 張作霖이 아직도 山海關 이 편에서 꿈틀거리기에 吾人은 멋도 모르고 중국은 南征北伐 기세당당의 吳佩孚 천하가 되나보다 하야 何勝何敗를 불문하고 다만 통일의＜37＞ 종국과 共히 안정의 중국만 촉망하얏더니 웬걸 「天有不時風雨, 人有朝夕禍福」격으로 갈팡질팡 觀望장군 馮玉祥 豹變하야 일거 北京入據에 그만 중국은 馮玉祥의 천하가 또 된 듯 십다.

과연 승패무상이다. 당장에 중국왕 격인 吳佩孚는 금시 곳 容身의 處를 未得하게 되고 天津 一隅에서 잠자든 馮玉祥이 금시 곳 중국을 좌우하게 된단 말가. 宣統帝를 축출하고 赤露와 기맥을 통하고 張作霖과 세를 합하고 孫文을 招來하고 段祺瑞를 추대하는 등 馮玉祥을 중심한 大作亂은 이야말로 새로 흥미 잇는 문제이다.
소위 4거두라 하는 段祺瑞 孫文 張作霖 馮玉祥의 중국 수습은 엇더게 전개되려는지 확실히 의문이다. 段이 과연 대총통(監政 又는 執政)이 될넌지 孫文의 정책이 과연 실현될넌지? 馮과 張의 충돌은 과연 업슬넌지? 赤色 기분이 농후해지는 금일이요 吳佩孚를 중심한 長江 연맹설이 고조되는 중이요 英米 간섭의 기미가 확실한 금일이니 아-중국은 엇더케 정하려는고? 하회를 보자.

日露交涉何時畢?
구렁이와 도마뱀이 맛붓튼 듯한 대륙놈, 섬놈의 교섭은 이제 1년이 다 지나도록 아모 끗이 안이 나고 그저 그 모양으로 당겻다 노앗다 지리멸렬한 그대로 신년을 마즈랴나보다. 露대표 「카라한」은 11월 11일로써 일본의 제안을 전부 거절하고 입 딱 담을고 안저 속꿍꿍이만 하고 잇다한다. 일본도 역시 그러케까지 무제한 양보는 도저 불능이라고 딱 제치고 안저 「카라한」의 입술만 처다보는 중에 잇다. 그런데 이 교섭의 파열의 핵심점은 무엇보다도 利權문제라고. 利權의 半分半分이면 엇지 될가하나 반분으로야 어대 양이 차야지. 이 亦 하회를 보자!

또다시 朝鮮 內를 살펴보면
소위 자칭 大時國 天子 車京錫을 교주로 한 號曰 백만의 미신단체 普天敎는 일반 사회의 공격을 受하고 內訌이 隨起하야 자체가 파열의 비운에 당한 바 최후의 비명으로 중요간부를 일본에 파견하야 중앙정부 及 각 정당에 양해를 구하고 11단체 각파 有志연맹과 호응하야 일종 세력을 부식하랴 무슨 운동을 하게 되얏다. 彼等의 妄行은 晝出魍魎에 불과한 사실인 즉 족히 논할 가치가 無하나 또한 우리 민족의 일수치라 云치 안이치 못하겟다.＜38＞

금년의 조선은 旱亂 水亂이 잇슨 외에 新聞亂이 또 잇섯스니 東亞日報의 간부 變更亂, 時代日報의 발행권 쟁탈전, 朝鮮日報의 경영자 변경 등은 其 중요의 현상이라 하겟다. 此는 우리 報舘界의 진보된 결과라 할지 무엇이라 할지 不知하거니와 더 충실 건전하게 잘 나아가기만 바란다.

-此間削除(원문)-

와 당국자는 알어두어라.

그리고 벌서부터 大馘首說을 전하던 총독부의 관리는 近日에 下岡君이 단행적으로 倭城臺上 絞首臺에 高坐하야 猛刀를 下하는데 벌서 馘首 선고를 受한 자가 총독부 내로만 고등관 50인 判任待遇 及 雇員 260여인이오 지방청으로 고등 及 判任官雇員 하야 6천여인에 달하야 총독부 관리계는 (이하삭제-원문)

下岡君의 來朝는 早秋에 嚴霜下降함과 如한 感이 有하야 衆木群草의 원한을 면치 못할 것이다.

또 無産者의 운동으로 보면 작년에 비하야 점차 구체화하는 感이 有한 중 여자 측에서 운동선에 立하기를 始한 것은 특수현상이라 云치 안이치 못하겟다. (例如 女性同友會 설립)＜39＞
＜35-39＞
