Magazine Title: 開闢 제45호
Publication Date: 1924년 03월 01일
Article Title: 自由通情 (Free Correspondence)
Article Type: 소식 (News/Updates)

自由通情 (Free Correspondence)

People of Yongsan, let us fight to the very end!
Yong Gongseol (龍公舌 - Mouthpiece of Yongsan?)

On this day when the fervor for entering school is swelling, while other schools within Kyŏngsŏng Prefecture (Seoul) are adding extensions or constructing new buildings to accommodate as many applicants as possible, Yongsan Public Normal School doesn't even dream of extensions or new construction. Furthermore, it limits new admissions for the boys' department first year to 60 students and recruits no students at all for the girls' department first year. While other schools are newly establishing girls' departments they didn't have before, Yongsan Public School is said to be eliminating the girls' department it already had. What on earth is the reason for this? Are the authorities, who advocate for impartiality (一視同仁), discriminating so severely in education? Don't the residents of Yongsan pay school fees just like others? Do we have the obligation to pay school fees but not the right to enroll our children? Can we, the residents of Yongsan, sweetly accept such unfair discriminatory treatment and just sit idly by? Therefore, the Yongsan Public Normal School Supporters' Association held an emergency meeting on the 14th, and as a result, decided to negotiate with the Kyŏngsŏng Prefecture authorities. They selected Representative Committee Member Kim Ch'ang-du and three others to inquire about the reason from the Kyŏngsŏng Prefecture authorities. The Prefectural Governor (府尹) used the lack of classrooms as an excuse, and Director of Internal Affairs T'aekch'on (澤村 內務部長) stated that instead of eliminating the girls' department in Yongsan, it was decided to newly recruit students in Hyoch'ang. When the representative committee members mentioned that there is a usable classroom (a warehouse that could be used as a classroom with minor repairs) and that young girls cannot commute to Hyoch'ang, the authorities, perhaps having no response to that, eventually cited a lack of budget. Because the authorities' words were so absurd, the representative committee members returned disheartened and immediately initiated a Yongsan Residents' Assembly. At the Yongsan Residents' Assembly held on the 24th at Yongsan Public Normal School, the following resolutions were made.

Resolution Draft
1. Limiting the number of newly enrolling children for the 1924 academic year (Taishō 13) at Yongsan Public Normal School to 60 for the boys' department first year and not recruiting any for the girls' department first year is deemed as disregarding education in Yongsan.
2. We aim for an increase in the recruitment of boys' department first-year children and the revival of the girls' department first year.
3. The method for implementing the above shall be entirely entrusted to five executive committee members according to the chairman's instructions.
The above is resolved.
February 24, Taishō 13 (1924) Yongsan Residents' Assembly
Chairman Min Yŏng-sun
Secretary Yi Hang-nae
Resident Representatives Pak Hyŏng-bae
Kim Ŭn-hyŏn
Pak Tong-gu
Based on this resolution, Executive Committee Members U Chong-hyŏn, P'yo Sang-hyŏp, Kim Ch'ang-du, Yi Sun-yŏng, and Yun U-yŏng (5 individuals) were designated to negotiate with the Kyŏngsŏng Prefecture authorities. While we trust that the executive committee will, of course, fulfill their responsibility by exerting their utmost effort on behalf of all us residents, we residents must possess the resolve to fight with consistent enthusiasm until the day the resolutions of this assembly are implemented as decided.

How is the "Historical Study of Korean Art" (朝鮮 美術의 史的考察) coming along?
Tongmo Ilsaeng (東慕一生)

Greetings. I hope for the health of everyone at your esteemed company and the increasing development of the beloved "Kaebyŏk" (開闢). The "Historical Study of Korean Art" (造船美術의 史的 考察 - *Translator note: Uses 造船 (Chosŏn), older way to write 朝鮮 (Chosŏn)*), which was serialized starting from your esteemed company's issue 22, has remained unfinished since May last year, issue 35, and we have been unable to see its conclusion until now. What is the reason for this? Please let me know whether it will be continued or not.

Editor: We are very sorry to have to tell you this upon your inquiry. It was unavoidably discontinued due to the writer's circumstances. We cannot yet determine whether it will be continued or not. <109>

Why did "Social Aspects of the Past Year" (最近1년의 社會相) stop midway?
Student from Sunch'ang Tamyang (淳昌 潭陽生)

(Excerpt) I read the January issue with great interest. Thank you very much. One thing I'd like to ask is, why did the article in the January issue, "Social Aspects of the Past Year (during the recent year)," only cover up to June and not continue? Synthesizing the recent movements in various fields of our society provides a comprehensive overview and likely offers considerable benefit to the reader. Please continue it through December if possible. Also,
Regarding the critique of the inside story of Mimun Kobo (微文高普) in this issue, I sympathize with it for the sake of our education sector, for Mr. Min's (閔氏) personal enterprise, and also for the many entrepreneurs who will emerge in Chosŏn's future. However, I feel there is a need for a bit more advice towards Principal Im (任氏) of the same school. To ask him to act like a principal.

Editor: We intended to continue it in the January and February issues if possible, but as both became enlarged issues, it was pushed back until now due to space constraints. Now, too much time has passed, making it impossible to bring up old matters anew. There is a Social Diary (社會日誌) recorded in each issue, so you will have to refer to that instead. Henceforth, we will put more effort into covering the social aspects that arise each month.

The Past and Present of Brothers in Beijing (在北京 兄弟)
Student K in Beijing (在北京 K生)

Shall I relay, at least roughly, the news of our brothers residing in Beijing? Since the year is still young and there are no remarkable conclusions to our endeavors yet, I'll postpone this year's news for the future and first inform you of the news of our brothers in Beijing up to the end of last year.
From the perspective of life's endless desires, one cannot say that we were particularly happy last year, but neither can one say we were particularly unhappy. On the social side, the establishment of new organizations like the Korean Club (韓人俱樂部) and the Christian Youth Association (基督敎靑年會 - YMCA); the great success of Korean support during China's May 7th Commemoration Day (五七紀念日), allowing for a grand propagation of our principles and assertions; the investigation and announcement of the actual situation of our compatriots (同胞) during the Japanese earthquake; the Student Association's (留學生會) annual March 1st Commemoration Meeting (三一祝賀會), National Humiliation Day (國恥紀念), National Foundation Day (開天紀念), and various other lectures and discussion meetings held; especially the grand event like the Spring Athletic Meet (春期 大運動)—these vividly demonstrate our vitality. Furthermore, Chang Cha-il's (張子一 君) outstanding graduation from the English Department of Peking University (北大); Sŏ Wal-bo's (徐曰甫 君) excellent completion of studies at the Peking Aviation School (北京航空學校); Pak Ki-bok's (朴基福 君) graduation from the Leather Department of Yenching University (燕大); all these are valuable achievements of our brothers last year. And one more thing is the increase in the number of international students, that is, the rapid improvement in our brothers' passion for education and learning. The number, which was merely 30-40 until the year before last, doubled last year, reaching 80-90. Given the circumstances, this is enough to boast that our brothers in Beijing are doing quite well, isn't it? I will inform you of this year's news later.

Editor: Thank you. Please inform us often. The brothers here in the homeland (內地) are very curious to hear news of the brothers abroad (外地). Especially when there are new developments, please be sure to let us know. <110>
<109-110>

**Summary**

This "Free Correspondence" section from the March 1924 issue of *Kaebyŏk* magazine presents several reader contributions and editorial responses. The main piece details the discriminatory actions of Japanese colonial authorities in Kyŏngsŏng (Seoul) against the Yongsan Public Normal School, specifically limiting new male students and eliminating the girls' department, citing spurious reasons like lack of classrooms or budget. It reports on the Yongsan residents' protest meeting and their resolve to fight this decision. Other sections include reader inquiries about the discontinuation of serialized articles on Korean art history and recent social trends, with editorial apologies citing writer issues and space constraints. The final piece is a positive report from a Korean student in Beijing, highlighting the establishment of Korean organizations (Korean Club, YMCA), participation in Chinese events, academic achievements of students at major universities (Peking University, Yenching University, Peking Aviation School), and a significant increase in the number of Korean students studying there. From a historical perspective, the article offers valuable insights into Korean resistance against colonial educational policies, the active engagement of readers with intellectual magazines like *Kaebyŏk*, and the burgeoning activities and academic pursuits of the Korean student diaspora in China during the 1920s, reflecting a growing nationalist consciousness and desire for education both at home and abroad. The mention of specific events like the May 7th Commemoration in China and the response to the Great Kanto Earthquake provides context for Korean activities within broader East Asian events.

**Named Entities**

龍山	용산	Yongsan
入學熱이 팽창한 오늘날에 京城府內의 다른 학교에 대하야는 校舍를 增築, 또는 新築을 해 가면서 入學志願者를 될 수 잇는 대로 수용하고 오죽 龍山公立 普通學校에는 校舍의 增築新築은 꿈도 꾸지 안코 新入學 兒童도 男子部 1學年은 60명에 한하고 女子部 1학년은 全然 募集치 아니한다. 다른 學校에는 업던 女子部를 新設도 하면서 龍山公立學校에는 잇던 女子部를 업샌다 한다. 이게 대체 무슨 이유이냐. 一視同仁을 표방하는 當局者로서 교육에 대한 차별을 이러케 심하게 하느냐. 龍山 住民도 남과 가티 學校費를 내지 안느냐. 學校費 낼 의무는 잇서도 子女 入學시킬 권리는 업단 말이냐 우리 龍山 住民은 이러한 不當한 차별 대우를 달게 밧고 거저 안졋슬 수야 잇느냐. 그래서 龍山公立普通學校後援會에서는 去 14日 緊急會議를 한 結果 京城府 當局者와 교섭해 볼 작정으로 代表委員 金昌斗외 3인을 꼽아서 京城府 當局者에게 그 이유를 질문하엿다. 府尹은 敎室不足으로 핑게하고 澤村 內務部長은 龍山에 女子部를 업새는 대신에 孝昌에서 새로 모집하기로 되엿다 한다. 代表委員의 말이 교실도 쓸만한 것이 (倉庫를 약간 수리만 하면 한 교실로 쓸만함)잇다. 孝昌에는 어린 女子가 통학할 수 업다 한 즉 當局者는 그 말에는 대답할 말이 업든지 나종에는 豫算不足이라 한다. 當局者의 말이 넘우도 어이업스니까 代表委員은 無聊히 돌아와서 곳 龍山住民大會를 發起하엿다. 去 24일에 龍山公立 普通學校에 열린 龍山住民大會에서는 左와 如한 결의가 잇섯다.

決議案
1. 龍山公立 普通學校 大正 13년도 新히 入學할 아동은 男子部 1학년 60명에 止하고 女子部 1학년을 全然 募集치 안는 일은 龍山의 교육을 無視하는 자로 認함.
2. 男子部 1학년 兒童增募 並히 女子部 1학년의 부활을 期함.
3. 右實行方法은 議長의 指示에 의하야 5명의 實行委員에게 一任함.
右決議함.
大正 13년 2월 24일 龍山住民大會
議長 閔泳純
書記 李恒來
住民代表 朴炯培
金殷鉉
朴同九
이 결의에 의하야 實行委員 禹鍾鉉
表相爕
金昌斗
李淳英
尹禹榮 5氏가 京城府 當局에 대하야 교섭하기로 되엿다. 實行委員이 물론 우리 住民 一同을 대신하야 最善의 노력으로 책임을 다 할 줄은 밋는다마는 우리 住民으로서는 이번 大會 決議案대로 實施되는 날까지 始終一貫한 열성을 가지고 奮鬪할 각오를 가저야 한다.

朝鮮 美術의 史的考察은 엇더케 되섯슴닛가
東慕一生

謹啓 貴社 諸氏의 건강하심과 귀여운 「開闢」이 日益發展되야 감을 仰賀하오며 貴社 第22號로부터 連載하든 造船美術의 史的 考察은 작년 5월 즉 35호까지에 未完으로 이 때까지 그 끗흘 볼 수 업스니 엇지된 까닭임닛가. 繼載與否를 알켜주시요.
編者. 무르시니 말슴어지 퍽 미안함니다. 筆者의 형편에 의하야 할 수 업시 中止되고 맛럿슴니다. 繼載與否를 아직 判定치 못하겟슴니다. ＜109＞

最近1년의 社會相은 왜 中途에 멈쳣슴닛가
淳昌 潭陽生

(前略) 1월호난 매우 흥미 잇게 읽엇슴니다. 참- 감사함니다. 한 말슴 엿줄 것은 1월호 과거 1년간 (최근 1년중의 社會相)은 왜 6월까지만 쓰고 계속치 안슴닛가. 우리 사회의 최근 各 方面의 운동을 종합 一見하는 동시에 아마 독자의 소득도 다대한 것이외다. 될 수 잇는 대로 12월까지 繼載하야 주십시오. 그리고
本號中 微文高普의 내막을 논평한 것은 우리 교육계를 위하야 閔氏 個人事業을 위한 동시에 또 조선장래에 만히 나올 事業家를 위하야 동감이외다. 그러나 同 校長 任氏에 대하야는 좀 더- 충고할 필요가 잇슬 것 갓습듸다. 校長다웁게 校長노릇을 하어 달나구요.

編者. 될 수 잇는 대로 1월호 2월호에는 계속하려 하얏드니 兩月號가 共히 增大號가 되야 지면의 관계로 그만 여태까지 밀녓슴니다. 이제는 時期가 넘우 지내서 새삼스럽게 묵은 일을 둘출 수 업게 됨니다. 號마다 記載한 社會日誌가 잇싸오니 그로서 參考하실 밧게 업슴니다. 압흐로는 달마다 이러나는 社會相에 좀더 든 힘써 드리겟슴니다.

在北京 兄弟의 今昔
在北京 K生

北京에 在한 우리 형제의 소식을 대강이나마 전해 들¼까요. 금년의 일은 아직 日이 淺할 뿐 아니라 事業의 현저한 歸結도 업스닛가. 그는 장래로 미루고 위선 작년 말까지의 北京에 在한 우리 형제의 소식을 알켜 드리겟슴니다.
人生의 한업는 欲望觀으로 보면 작년의 우리가 그닥 행복하다 할 수는 업스나 그러나 그닥 불행하엿다고도 할 수 업슴니다. 社會側으로 韓人俱樂部
基督敎靑年會 갓흔 우리 기관이 새로 조직된 것이라든지 中國의 五七紀念日에 韓人의 후원의 盛況으로 우리의 主義主張을 大宣傳한 것이라든지 日本震災 當時 同胞00의 실황을 調査宣佈한 것이라든지 留學生會의 年例에 의한 三一祝賀會 國恥紀念 開天紀念 其他 種種히 열닌 講演 及 討論會라든지 특히 春期 大運動 가흔 盛會가 有하얏든 것은 우리의 活氣를 역역히 사랑하구요. 그리고 張子一 君의 北大 英文科를 우수하게 맛친 것이라든지 徐曰甫 君이 北京航空學校를 優越하게 맛친 것이라든지 朴基福 君이 燕大 皮革科를 졸업한 것이라든지 그- 모 것이 우리 형제의 가치잇는 작년의 소득이외다. 그리고 또 한가지는 留學生의 증가 卽 우리 형제의 敎育熱 問學熱의 급격한 향상이외다. 再昨年까지 3, 40명에 불과하든 것이 작년에는 배나 느러 8, 90명에 달하얏슴니다. 이만하면 아직 형편으로 北京의 우리 형제도 어지간치 안타고 자랑할만 하지요. 今年의 소식은 뒤로 알켜 드리겟슴니다.

編者. 감사함니다. 종종 알켜 주십시요. 內地의 一般兄弟는 外地兄弟의 소식듯기에 퍽도 궁금해 함니다. 더구나 새로운 현상이 이슬 때는 期於히 알켜 주십시요. ＜110＞
＜109-110＞
