잡지명	삼천리 제8권 제4호
발행일	1936년 04월 01일
기사제목	民立大學創建經倫 (Discourse on Establishing a Private University)
기사형태	논설 (Editorial)

民立大學創建經倫
世界各國中 어느 大學을 理想으로 하는가 (Which University Among the World's Nations is Held as an Ideal?)

하-버드 대학이 施設이 優秀 (Harvard University's Facilities are Outstanding)

延禧專門學敎副敎長 兪億兼 (Vice-President of Yonhui Specialized School, Yu Ŏkkyŏm)
Speaking within the scope of what I know, because I spent some time in the United States, I would say I know the various universities in places like the United States or Canada to some extent, but when it comes to the universities in European countries, I know nothing at all. Therefore, if I speak here, I will inevitably speak only of American universities. Among American universities, it's not just me, but as anyone well knows, one cannot help but count Harvard University first. Speaking of this Harvard University, it has formed an astonishing foundation (資團) with a school endowment of approximately $300,000,000, and regarding its facilities, I think there are hardly any schools even in the various European countries today with facilities like these.
Firstly, the university library is known as the lifeblood of a university, not only in the United States but regardless of any country, and Harvard University has an enormous library that has gathered 2,000,000 volumes of books. Very many valuable and rare books that are hard to find anywhere in the world are gathered there, and notably, they have gathered 50,000 volumes of books just concerning the Orient, set up a separate library, and placed Chinese and other Orientals within it to specialize in research and collection. In this way, as a library too, no university in the world can likely match it. Next, although the American educational spirit is such, this university especially, in the sense of pursuing the three aspects of Knowledge (智), Virtue (德), and Body (體) concurrently, has also made tremendous facilities for physical education; the athletic grounds were made by spending $2,000,000 to accommodate 200,000 people. Thus, students can go out all at once and freely engage in their respective sports.
This university is a comprehensive university divided into various departments (科), but regarding the number of students, although the graduate school (硏究科) doesn't have that many, the College (「칼레이지」) alone has a fixed limit and is set at 2,000 students.
Speaking of the educational spirit, differing from the Orient, students possess a creative research attitude of their own*, so the teacher merely becomes the student's guide (引導者), and the students themselves research and study.

一億五千萬圓의 英國 「에듼보로」大學 (The UK's Edinburgh University with 150 Million Yen)

세부란쓰醫專校長 吳競善<35> (President of Severance Medical Specialized School, O Kyŏngsŏn) <35>
Since our school is a medical specialized school and my scope of knowledge is in the medical field, I intend to speak here only concerning medical colleges. Firstly, I would mention America's Johns Hopkins Medical College, and next, I could mention the UK's Edinburgh Medical College. Both of these universities are counted among the world's best as single-faculty medical colleges. Both of these universities have endowments around the level of 150,000,000 Yen (圓), and the number of students is also only around 1,000 or so. Other departments might be similar, but especially medicine must be taught with as few students as possible amidst substantial facilities. Furthermore, if we were to imitate or follow the facilities of such medical colleges, it is truly a heaven-and-earth difference (天壤之差異), something we absolutely cannot even conceive of.

歷史가 빗나는 伯林大學이 優秀 (Berlin University with its Shining History is Outstanding)

普成專門學校校長 金用茂 (President of Posŏng Specialized School, Kim Yongmu)
Since I have never been to any European or American countries at all, I cannot really say anything about universities in countries I haven't seen directly. However, if I were forced to speak even just within the scope of what I've heard from people who have directly visited those countries or learned through various means via publications, then regardless of whether it's Cambridge University or Oxford University in the UK or whatever, I would have to mention Germany's Berlin University, which has a long tradition and shining history.
Speaking of Berlin University, although it is said that some famous scholars were recently expelled abroad under the Nazi regime, nevertheless, its internal facilities, of course, and even its professors, are likely a model for the world.
Moreover, concerning research facilities for all sciences, no other country's university can likely match it. Especially, the completeness of the research labs provided to each professor is said to be truly astonishing.

現在의 朝鮮專門校施設程度觀<36> (A View of the Current State of Facilities at Chosŏn's Specialized Schools) <36>

基地三十萬平에, 돈二百萬圓을 모엿다 (On a Site of 300,000 Pyeong, Two Million Yen Has Been Gathered)

延禧專門學校副校長 兪億兼 (Vice-President of Yonhui Specialized School, Yu Ŏkkyŏm)
Speaking of our school, since it aimed from the time of its founding to eventually be completed as a university, regarding the school site (基地), we had already prepared this vast area of 300,000 pyeong in the current Yŏnhŭi-myŏn. However, the issue still remaining at present concerns the internal facilities for a university (comprehensive, of course). To clearly show the aspect of a university, at the very least, I know it to be impossible without a foundation (資團) of 6,000,000 Yen.
Speaking of our school's endowment, it is currently 2,000,000 Yen (total including site, buildings, etc.), and even speaking of the library, 50,000 volumes of books are currently gathered. Speaking of the educational spirit, it lies in the cultivation (涵養) of Virtue (德), Knowledge (智), and Body (體) based on the Christian spirit.
The departments (科) are divided into Arts, Commerce, Mathematics & Physics, and Theology (currently abolished), and the number of students across the three departments is close to about 400. We are also busy with various facilities such as a museum, science hall, product display hall, laboratories, etc., and what is particularly new is having an open-air theater (노천극장). Speaking of this open-air theater, while there are many in American universities, our school is still the only one in Chosŏn to possess one.
Besides this, we are putting equal effort into physical education as well.

四十年 歷史에 二百圓의 資本은 되엿다 (In Forty Years of History, an Endowment of Two Million Yen Has Been Achieved)

세부란쓰醫專校長 吳兢善 (President of Severance Medical Specialized School, O Kyŏngsŏn)
It has been 43 years now since our Severance Medical Specialized School was founded. At that time, the American oil and steel capitalist Mr. D. H. Severance (D·H·세부란쓰) first donated a huge sum of money, and this school was established. The president at that time was Dr. Avison (魚丕信 박사). Currently, our school's endowment is close to 2,000,000 Yen, and the number of students does not exceed the fixed quota, currently standing at 200.<37> As mentioned before, educating a suitable number of students thoroughly is our school's spirit. Of course, in terms of internal facilities, we cannot compare to renowned foreign schools, but we believe we are by no means inferior within Chosŏn.

六天石土地와 三萬卷藏書 (Land Worth 6,000 Sŏk and a Collection of 30,000 Volumes)

普成專門學校張 金用茂 (President of Posŏng Specialized School, Kim Yongmu)
Posŏng Specialized School (普專), initially established with a foundation (財團) of about 400,000 Yen, once reached the point of financial difficulty, but since the current school sponsor Mr. Kim Sŏngsu (金性洙) donated land worth 6,000 sŏk (六千石土地) and took over, it has come to achieve today's grand success (盛觀). Speaking of the site where the school building was newly constructed in Anam-ni, it is over 70,000 pyeong, which seems satisfactory for a specialized school campus.
With two departments, Commerce and Law, the number of students is over 570. There is nothing particularly special about the educational spirit. It's because we proceed under the fixed instructions of the authorities (당국의 指示).
Currently, there are about 30,000 volumes in the library, but on the day the newly constructed library is completed, it will become the number one (第一가는) large library even in the Orient. The book collection capacity (藏書量) will be 600,000 volumes, and about 10 professor research rooms (교수 연구실) will be separately established. Such a large project might be considered too big for a specialized school's library. Besides this, the large auditorium accommodating over 5,000 people and the gymnasium will commence soon, awaiting the completion of the library this July.

大學創建에 대한 腹案, 理想案 (Internal Plans and Ideal Plans for University Creation)

今后十年에 六百萬圓만 되면 綜合大學을 만들려고 (If We Get Six Million Yen in the Next Ten Years, We Intend to Create a Comprehensive University)

延禧專門學校副校長 兪億兼<38> (Vice-President of Yonhui Specialized School, Yu Ŏkkyŏm) <38>
Since our school is in an initial stage (初步階段) intending to eventually reach the path of university completion, on the day an endowment of about 6,000,000 Yen is established, we will immediately show the complete aspect of a university. We are always striving to realize this as quickly as possible (하루밧비) even now, but the essential point (要) is the funding issue. Recently, there seem to be many individuals interested in educational endeavors, and even for our school, there are many who donate. If the general trend in Chosŏn society continues just like this, it seems likely that within the next 10 years, we could sufficiently be completed as a university... So, currently, our school is striving in various ways to develop it day by day. Even for the library, as a 10-year plan, we intend to gather 100,000 volumes, and for the new library construction, with recent donations from interested individuals, an endowment of several hundred thousand Yen has been gathered, so in the near future, we will certainly (期於히) build a large library capable of storing 500,000 volumes. And the gymnasium will be newly completed within just 2 or 3 years. Next, as for future expansion plans, besides the current school building, we intend to spend about 100,000 Yen each to newly construct 3 school buildings, and we intend to build a large auditorium that can accommodate 5,000 people. Besides that, we want to realize the dormitory as soon as possible and accommodate all first-year students as much as possible, and also intend to set up cafeteria facilities on campus. So, if we just had 1,000,000 Yen in funds now, all these projects could gradually be realized.
The day these projects are realized in sequence could be called the eve (前夜) of the Private University, but I would say everything depends solely on the enthusiasm (熱意) of everyone in the general society.

三十三萬圓의 寄附를 土臺로 完美한 醫科大學 만들고저 (Intending to Create a Perfect Medical College Based on the 330,000 Yen Donation)

세부란쓰醫專校長 吳兢善 (President of Severance Medical Specialized School, O Kyŏngsŏn)
There is very welcome news for our school. That is, Mr. J. L. Severance (J·L세부란쓰), the son of the founder Mr. L. H. Severance (L·H·세부란쓰), has donated a huge sum of 330,000 Yen to our school this time (今番). Also, some time ago, our school purchased a school site (基地) of over 21,000 pyeong in Yŏnhŭi-ri, near the suburban Yonhui Specialized School. This site purchase also aimed at realizing a single-faculty medical university (醫科單科大學), but moreover, with the 330,000 Yen donation this time, we have gained strength and are striving to actively realize the single-faculty university. To realize a single-faculty university, a minimum reserve fund (적립금) of 500,000 Yen, a site worth 500,000 Yen, and internal facilities worth 1,000,000 Yen are needed. Then, even with our school's current endowment, it's not impossible, but it lies in further completing and enriching the internal facilities to create a Medical College that we wouldn't be ashamed (붓끄럽지 안흔) to present in any country. That will likely be a matter of the not-too-distant future (머지 안흔 앞날).

農, 文, 醫, 工의 順序로 普成大學을 만들고저 (Intending to Create Posŏng University in the Order of Agriculture, Arts, Medicine, Engineering)

普成專門學校長 金用茂 (President of Posŏng Specialized School, Kim Yongmu)
As mentioned before, the completion of the large library capable of storing 600,000 volumes or securing a vast site (廣大한 基地) in the quiet suburbs are all projects too large for just a specialized school, but our school's ultimate goal in the long run (長次로의 최고 목표) lies in the effort to try and reach the level of a University.
In that sense, the completion of the large library this time, the construction of the large auditorium, and the gymnasium (as a 30th-anniversary project) could be called the first start of that great project. Next is to increase the departments (科) more than currently; we plan to newly establish them in the order of Agriculture (農科), Arts (文科), Medicine (醫科), and Engineering (工科). A minimum of 3,000,000 Yen in funds (기금) is needed for this to be completed. Among these, what will be realized before long (머지 안허) is the Faculty of Agriculture. After that, if only the three faculties of Arts, Medicine, and Engineering are completed, our Posŏng Specialized School will become a complete comprehensive university worthy of the demands (要求할 만한) of Chosŏn society. However, as for when that time will be, that is a fantasy (空想). Recently, we can see that interested individuals, regardless of whether in Seoul or the countryside (京鄕을 물론하고), have great enthusiasm (熱意) for educational endeavors. If such a welcome phenomenon continues for several more years (멫년을), I am convinced that our Posŏng Specialized School (普專) too will become a complete university before long (오라지 안허). <40>

**Summary**

This 1936 article interviews the heads of three major private specialized schools in Seoul—Yonhui (Yu Ŏkkyŏm), Severance Medical (O Kyŏngsŏn), and Posung (Kim Yongmu)—about their aspirations to establish full universities. They discuss their ideal foreign university models (Harvard, Johns Hopkins/Edinburgh, Berlin, respectively), highlighting world-class facilities, endowments, and research focus. Each then details their own school's current status (site size, endowment, student numbers, existing facilities like libraries, labs, Yonhui's unique open-air theater) and outlines ambitious plans for expansion. Yonhui aims for a comprehensive university with a ₩6M endowment, Severance plans a top-tier medical university bolstered by a recent large donation, and Posung envisions a comprehensive university starting with Agriculture, then Arts, Medicine, and Engineering, centered around a massive new library. All emphasize the need for significant funding and rely on societal support and donations for realizing these "private/people's university" (民立大學) dreams.

From a colonial history perspective, the article reveals the strong desire among Korean educators for advanced, independent higher education institutions, despite operating under Japanese rule (alluded to by Kim Yongmu's mention of "authorities' instructions"). It highlights the reliance on Western models and, significantly for Yonhui and Severance, American missionary and philanthropic funding networks. The scale of ambition (multi-million Yen endowments, libraries rivaling Asian bests, comprehensive departments) contrasts sharply with the current specialized school status, underscoring the national aspiration for self-determined educational development and parity with international standards during a period of limited autonomy. Historians might find the specific financial figures, expansion plans, and the blend of nationalist aspirations with foreign influence particularly interesting.

**Named Entities**

延禧專門學敎	연희전문학교	Yŏnhŭi Chŏnmun Hakkyo
첫재 대학도서관이 米國뿐 만이 아니라 어느 나라를 勿論하고 그 大學의 생명으로 아는 것인데 「하버-드」대학에는 2,000,000권의 서적을 모와노흔 굉장한 圖書館이 잇서 세계에서 구하기 어려운 귀중하고 진기한 서적이 퍽으나 만히 모혀저 잇스며 특히 東洋에 관한 서적만도 50,000권의 서적을 모혀 노와 따로히 도서관을 맨들어 놋코는 中國人등 東洋人을 그 안에 두워 專門的으로 硏究蒐集케함니다. 이러틋 圖書館으로서도 世界의 어느 대학이 따르지 못할 것임니다. 다음에는 米國의 교육정신이 그러하지마는 특히 이 대학은 智, 德, 體의 3者를 兼行식혀 나간다는 의미에서 體育에 대해서도 굉장한 設備를 하여 노왓는데, 運動場은 2,000,000弗를 듸려 200,000명을 수용하게 맨들어 노왓습니다. 그래서 학생이 일시에 나가서 각기 자기의 운동을 자유로히 하게 되엿슴니다.
이 대학은 종합대학으로서 科는 여러 科로 나노여 잇스나 학생수에 잇어서는 硏究科는 그 럿치도 안치마는 「칼레이지」만은 일정한 제한이 잇서 2000명으로 되어 잇습니다.
교육정신으로 말하면 東洋과는 달러서 학생 자신의 독창적인 연구적 태도를 가짐으로* 선생은 다만 학생의 引導者가 될 뿐 학생 자신들이 연구하고 공부하여 나가게 됨니다.

一億五千萬圓의 英國 「에듼보로」大學

세부란쓰醫專校長 吳競善<35>
우리 學校가 의학전문학교이고 내 아는 범위가 의학방면이니만치 나는 이 자리에서 의과대학만을 가지고 말하려 함니다. 첫재 米國의 「짠스·하켄즈 의과대학을 들 것이며 다음으로는 英國의「에듼보로 의과대학을 들 수 잇슬 것임니다. 이 두 대학들은 모다 단과의과대학으로서는 세계적으로 屈指할 것임니다. 이 대학들은 모다 자본금이 150,000,000圓 정도의 것으로 학생수도 1,000여 명내외 박게 안됨니다. 다른 科도 역시 그러하겟지마는 더구나 의과만은 될수 잇는 대로는 적은 학생수로서 충실한 설비 가운데서 가르치지 안흐면 안됨니다. 또 이러한 의과대학의 설비를 우리들이 모방한다거나 따를야면 그야말로 天壤之差異로서 도저히 念頭에도 두지 못하는 것임니다.

歷史가 빗나는 伯林大學이 優秀

普成專門學校校長 金用茂
나는 歐米 諸國은 전혀 가본 일이 업는 관계로 해서 직접 보지도 못한 나라의 대학을 어떠타고 말할 수도 업는 일임니다. 그러나 혹은 그 나라에 직접 단여온 사람들에게서 듯거나 또는 여러 가지 방면으로 紙上을 통해서 아는 범위에서 만이라도 억지로 말할수 잇다고 하면 英國의 劍橋大學이니 牛津大學이니 무어니해도 역시 전통이 오래고 역사가 빗나는 獨逸의 伯林大學을 들게 되겟슴니다.
伯林大學으로 말하면 近者에 와서 나치스 治下에서 유명한 학자들이 다소 외국으로 遂放되여 갓다고는 하지마는 그래도 내용설비는 물론이요 교수들에 이르기까지 세계적으로 모범이 될 것임니다.
더욱이 모든 科學에 대한 연구적 설비로는 어느 나라의 대학도 이에 따르지 못할 것임니다. 특히 각 교수에게 제공되는 연구실의 완비는 실로 놀라운 것이라고 함니다.

現在의 朝鮮專門校施設程度觀<36>

基地三十萬平에, 돈二百萬圓을 모엿다

延禧專門學校副校長 兪億兼
우리 학교로 말하면 창설 당시에 벌서 장래로는 대학으로서 완성식힐 것을 목표로 한 것이기 때문에 학교 基地에 잇서서도 현재 이 延禧面에 300,000평이란 광대한 지역을 맨들어 노앗든 것임니다. 다만 현재에 잇서서 아직 문제되는 것은 대학(물론 종합)으로서의 내용설비에 잇슴니다. 적어도 대학으로서의 면모를 뚜럿이 나타낼야면은 그 자본금에 잇서서도 6,000,000圓의 資團이 업서가지고는 불가능할 쭐로 암니다.
우리 학교의 자본금으로 말하면 현재 2,000,000圓(基地, 건물등에 이르기까지 總合해서)이요 또한 도서실로 말하드래도 현재 50,000권의 서적이 모여저 잇슴니다. 교육정신으로 말하면 기독교정신에 基해서 德, 智, 體의 涵養에 잇슴니다.
科로는 文科, 商科, 數物科, 神學科(현재 폐지)로 나노여 잇스며 학생수는 3科를 합해서 약 400명 가까히 됨니다. 또한 박물관, 과학관, 상품진열관, 실험실 등 여러가지 설비에 奔忙하고 잇스며 특히 새로운 것은 노천극장을 가진 것임니다. 이 노천극장으로 말하면 米國 대학에는 만흔 것이나 아직 朝鮮에는 우리 학교가 하나 가젓슬 뿐임니다.
이박게 체육에 대해서도 역시 동일하게 힘을 쓰고 잇슴니다.

四十年 歷史에 二百圓의 資本은 되엿다

세부란쓰醫專校長 吳兢善
우리 세부란쓰의학전문학교가 창설된 지는 지금에서부터 43년전임니다. 당시 米國의 石油와 鋼鐵자본가인 D·H·세부란쓰씨가 비로서 처음 거대한 자금을 던저 이 학교가 설립된 것임니다. 그 당시의 교장으로는 魚丕信 박사이엿지요. 현재 우리 학교의 자본금은 2,000,000圓이 가까우며 학생수는 일정한 정원 박게는 더 수용치 안허 현재 200명임니다.<37> 앞에서도 말한 바이지만 적당한 학생수를 가지고 충실하게 교육식힘이 우리 학교의 정신이니까요. 물론 내용설비에 잇서서 외국의 有數한 학교를 따를 배는 못되지만 朝鮮에 잇서서는 조금도 손색이 업는 줄 암니다.

六天石土地와 三萬卷藏書

普成專門學校張 金用茂
普專은 최초에 40여만圓의 財團으로 一時는 경영난에까지 이르럿든 것을 現校主 金性洙氏가 6,000石土地를 寄附하고 引繼함으로부터 오늘의 盛觀을 이루게 되엿슴니다. 현재 安岩里에 校舍를 新築한 基地로 말하면 70,000餘 平이요 專門學校의 校舍로서는 이만하면 만족할 듯 함니다.
商科, 法科의 2科로서 학생수는 570여 명임니다. 교육정신이란 別般 특별한 것이 업슴니다. 일정한 당국의 指示 下에 나아가는 것이니까요.
현재 도서실에는 30,000여 권의 도서가 잇슴니다마는 지금 새로히 新築하는 도서관이 완성되는 날에는 東洋에서도 第一가는 大圖書館이 될 것임니다. 藏書量이 600,000卷은 될 것이며 10여개의 교수 연구실을 따로 두게 됨니다. 이만치 큰 사업은 전문학교의 도서관으로서는 넘우나 큰 것이라고 할 수도 잇슴니다 이 박게 5000여 명 수용의 대강당과 체육관은 금년 7월 도서관 완성을 기달여서 곳 착수하게 될 것임니다.

大學創建에 대한 腹案, 理想案

今后十年에 六百萬圓만 되면 綜合大學을 만들려고

延禧專門學校副校長 兪億兼<38>
우리 학교는 장래로는 대학 완성의 길을 得達코저 하는 한 初步階段이니 만치 6,000,000圓 정도의 자본금이 성립되는 날에는 곳 대학으로서의 완전한 면모를 나타낼 것임니다. 현재도 하루밧비 이를 실현할야고 늘 노력하는 중임니다마는 要는 자금문제로서 근자에 와서는 교육사업에 뜻을 두시는 인사들도 만흔 듯 해서 우리 학교만 하드래도 기부하시는 이들이 만슴니다. 朝鮮사회의 일반풍조가 이대로만 더욱 계속 된다면 今后 불과 10년 이내에는 넉넉히 대학으로서 완성될 듯도 십슴니다만...그래서 현재 우리 학교는 날로 발전식히기에 여러 방면으로 힘쓰고 잇슴니다. 도서관으로 말하드래도 10年計劃事業으로 100,000卷의 書籍을 모흘 작정이요 도서관 신축도 근자 뜻잇는 인사들의 기부로 數100,000萬圓 정도의 자본금이 모엿스니 今后 얼마 안가서는 期於히 500,000권의 서적을 藏置할만한 大圖書館을 신축하겟슴니다. 그러고 체육관은 불과 2, 3년 이내로 새로히 완성 될 것임니다. 그 다음 今后 확충 계획으로는 현재 校舍이외에 약 10여 만원式을 드려 3個校舍 新築을 할야고 하며 5000명을 수용할 수 잇는 대강당을 맨들야고 함니다. 그 박게도 기숙사는 하루 밧비 실현해서 1학년 학생은 되도록 전부 수용식힐야고 하며 교내 식당 설비도 할야고 함니다. 그래서 지금 1,000,000圓의 자금만 잇으면 이 모든 사업은 점차 실현되겟슴니다
이 사업이 次第로 실현되는 날이 民立大學의 前夜라고도 말할 수 잇슬 것임니다만 모든 것이 일반 사회 여러분의 熱意에 오즉 달여 잇다고 하겟슴니다.

三十三萬圓의 寄附를 土臺로 完美한 醫科大學 만들고저

세부란쓰醫專校長 吳兢善
우리 학교로서는 가장 반가운 사실이 잇슴니다. 그것은 L·H·세부란쓰(創設者)氏의 아드님 되시는 J·L세부란쓰氏가 今番 330,000원이라는 거대한 금액을 우리 학교에다 기부하여 주웟슴니다. 또한 얼마전 우리 학교는 시외 延禧專門校 가까이 延禧里에다 학교 基地로 21,000여 평을 買收 하엿슴니다. 이 基地를 매수함도 醫科單科大學 실현을 목표 햇섯지마는 더구나 今般 330,000圓의 기부로 해서 우리는 힘을 어더 적극적으로 單科大學<39>실현을 期코저 노력 하는 바 임니다. 단과대학을 실현할야면 최소한도로 적립금 500,000圓, 基地 500,000圓, 내용 설비 1,000,000圓은 필요함니다. 그러면 현재의 우리 학교 자본금으로도 못될바는 업지마는 더욱 내용설비의 완비 충실을 한 다음 어느 나라에 내여 노와도 붓끄럽지 안흔 醫科大學을 맨듬에 잇슴니다. 그야 머지 안흔 앞날의 일이겟지요.

農, 文, 醫, 工의 順序로 普成大學을 만들고저

普成專門學校長 金用茂
앞에서도 말하엿지마는 600,000권을 藏置할 수 잇는 大圖書館의 완성이나 조용한 시외의 廣大한 基地를 잡고 잇는 것이라든지 모다가 專門學校로서만은 넘우나 큰 사업이라고 하겟스나 우리 학교는 長次로의 최고 목표는 大學에까지 이르러 보겟다는 노력에 잇슴니다.
그런 의미에 잇서서 今般 大圖書館의 완성, 대강당, 체육관(30주년 기념사업)의 신축 등은 그 위대한 사업의 첫 출발이라고 하겟지요 그 다음으로는 科를 현재보다는 더 늘이는 것인데 새로히 農科, 文科, 醫科, 工科의 순서로 신설할 작정임니다. 이것이 완성됨에 최소한도로 3,000,000圓의 기금이 필요함니다. 그 중에서도 머지 안허 실현될 것은 農科임니다. 그 다음에 文科, 醫科, 工科 등 三科만 완성되면 우리 普成專門學校는 朝鮮사회에서 요구할 만한 완전한 종합대학이 될 것임니다. 그러나 그 시기가 언제나 되겟느냐 하면 그것은 空想임니다 近者 우리 사회에는 京鄕을 물론하고 뜻잇는 인사들이 교육사업에 대단한 熱意를 가지고 잇슴을 알 수 잇슴니다. 이와 같은 반가운 현상이 今後도 멫년을 계속한다면 우리 普專도 오라지 안허 완전한 대학으로 될 것을 확신하는 바임니다. <40>
<34-40>
