잡지명	개벽 제26호
발행일	1922년 08월 01일
기사제목	綠陰凉話 (Cool Talk under Green Shade)
필자	一記者
기사형태	소식 (News Tidbits)

綠陰凉話
						一記者
*Hŭkt'o*'s "Rebellious Koreans"
The Hŭkt'ohoe (Black Tide Society), organized by brethren in Tokyo, launched its monthly magazine *Hŭkt'o* (Black Tide) on July 10th. The main purpose stated for publishing this journal (in Japanese) is to introduce the "goings-on of the weak among humans, namely the so-called 'rebellious Koreans' (不逞鮮人), and the internal situation of Chosŏn" to many humane Japanese whose blood has not yet cooled. However, there is something in the journal that, at first glance, saddens our hearts. That is, among the dozen or so issues discussed, the phrase "Goings-on of the Rebellious Koreans" (「不逞鮮人이 動靜」). This was, of course, written scornfully, adopting the meaning intended by you Japanese when you say "so-called rebellious Koreans." But seeing "rebellious" (不逞) called "rebellious" instantly stirs up rebellious feelings.

Youth Baseball Tournament on the First Day of Dog Days (Ch'obok)
Furthermore, the Youth Baseball Tournament hosted by the Saedongmu-sa (New Friends Society) was held on the Central School's athletic field on July 21st, the terribly hot first day of the Dog Days (Ch'obok), when both men and horses collapse. It was generally wondered why, for a sports event purely for youths, not even for young adults or grown men, such a sweltering time was chosen among many possibilities <90>. But if you look into it, the Saedongmu magazine, which had been suspended, resumed publication in early July. The business tactic of that society is truly sharp and shrewd.

The Shamelessness of the Chagyot'em (Chagyo Team)
At the aforementioned Youth Baseball Tournament, where concerns lingered about how things might end up, recalling last year's dispute, an incident occurred involving the Chagyo team concealing ages. The situation was barely managed without incident by disqualifying that team. However, one thing that cannot be overlooked here is that despite receiving the disqualification penalty, the members of the Chagyo team lingered in groups of threes and fives, engaging in mischief on the athletic field, preventing the tournament matches from proceeding, until they finally left only after the arrival of sword-carrying police officers. Those people of the Chagyo team, who fear only the power of police officers but know nothing of the commands of their own conscience or the terrifying gaze of the public eye, are truly shameless (厚顔無耻).

The German Government's Reconstruction Policy
This truly seems to exemplify sharpness beyond description. While absolutely prohibiting the export of items that could reveal the country's internal situation, according to a private letter from society member Pak Sŭngch'ŏl, who is studying in that country, even a single medium-format photograph cannot leave the country without permission. In every aspect, they are fearsome people. <91>

The Critical Condition of Chonghyŏn Catholic Church
There is likely no one unfamiliar with the Catholic Church in Chonghyŏn. However, it is said that the church is now in critical condition. The reason is that until before the Great War, its maintenance costs were covered by France, its home country. But since the Great War, the home country has not had the capacity to look after it, and therefore, they are trying to sell this church for 700,000 wŏn this time. The calamity of the Great War is indeed great.

The Scholar Acting Like a Schemer!
Mr. Fukuda Tokuzō (福田德三君), a Japanese scholar (?), claimed to be the first in Japan to publish research on Marx's theories, but was shot down by Mr. Kawakami Hajime (河上肇君), becoming the talk of the Japanese academic world at the time. Yet, his boastful and dogmatic attitude seems to remain unchanged. Having come to Kyŏngsŏng (Seoul) this summer by invitation somewhere, besides giving the scheduled lectures, he is separately inviting or visiting Chosŏn personages, trying to learn the ways of Japanese Diet members who come to Chosŏn. A scholar (?) acting like a schemer (?)! Can one not live without doing so?

Red Ink Advertisements for a Memorial Service
Mourning the passing of Master Kim Kajin of Tongnong, the Yurim Yŏnhap Taehoe (Confucian Scholars United Assembly) held a memorial service at Kagwang Temple in the city on OOO day. At that time, <92> the Yurim Association posted advertisements for the service in four locations, and on the advertisement paper, they drew colorful circles. Unlike other matters, it would have been sufficient to announce the intent through newspapers. It wasn't necessary to pettily post advertisements, and even if they did, randomly using red ink might be somewhat lacking in common sense, especially for Confucian scholars who wouldn't even attend mourning ceremonies in lambskin coats and black hats...

The "Decay" of Chongno Police Station
Above the main gate of the Chongno Police Station, under the watchtower, hangs the usual red police lamp. But what has happened? The area around it is decayed, decayed again (腐朽 又 腐朽), the bricks are all broken and gone, and only fragments of rotten wood are sparsely revealed. Especially when the night is quiet and only the police lamp illuminates the area beneath it, the scene is particularly vivid. If this were used as a metaphor, it would represent the decay of the Chongno Police Station. Haha.

Beware of the Fountain Pen Scam
As people's cunning increases, various scams arise, among which the fountain pen advertisement scam is one of the most ingenious. That is, they advertise in newspapers with pictures of seemingly splendid fountain pens, claiming a "Special Big Discount Offer," but the business address is merely given as "Such-and-such Shop, X-chōme, Chongno." When orders come in, they take the money and, in return, <93> send a defective cheap pen worth only a few dozen chŏn to fulfill the obligation, thus defrauding the payment. If the customer later tries to raise an issue, the business address is unclear, leaving them unsure what to do. This kind of scam is a great loss to the customer and also raises concerns for the credibility of legitimate fountain pen merchants.

As a Result of the Recent Military Reduction
It seems that the garrison troops stationed in various parts of Chosŏn (requiring an annual expense of about 1,000,000 wŏn) will also be completely abolished, and only the border security will be somewhat strengthened. Hearing this news, the Japanese scattered throughout Chosŏn are reportedly in a state of alarm and confusion, their eyes red with the movement to keep the garrisons. Their psychology – that police protection cannot be trusted and they can only feel secure under the might of soldiers – is truly wicked (怪惡).

Kyŏngsŏng Municipal Office Authorities and Council Members
It is said that the authorities of the Kyŏngsŏng Municipal Office and a portion of the municipal council members are undertaking a movement to construct a new office building, spending a huge sum of 1,000,000 wŏn this time. For Kyŏngsŏng Municipality, which has little to show in terms of social facilities, the intention to first invest 1,000,000 wŏn in the construction of the municipal office is something we cannot understand. Moreover, hearing Governor Yoshimatsu's (吉松府尹) explanation of the reason is truly bizarre (怪異). Namely, addressing a certain newspaper reporter, he stated the reason for the new building construction, saying, "In a colony like Chosŏn, one particularly feels the need for new construction, in other words, the need for urban beauty." Then, the investment of the huge sum of 140,000 wŏn to newly build the Susongdong Public School must have been initiated with that same intention. Does this mean that a colony is fine as long as it maintains such outward appearances? Where on earth did they learn such calculations? Tsk, tsk (咄咄).

The Blind Male Midwife
According to Japanese law, midwifery is limited to women. However, in Shizuoka Prefecture (靜岡縣) of the same country, a blind man named Fukuda (福田某) has appeared, having practiced midwifery for a full 40 years. The prefectural authorities immediately ordered him to cease operations for violating the law, but the male midwife claims it is a violation of human rights and obstruction of business, and is reportedly filing a lawsuit against the prefectural governor and the Ministry of Home Affairs.

Japan's Current Prime Minister, Baron Katō
Japan's current Prime Minister, Baron Katō (加藤男), being originally a military man, seems quite strict. Immediately upon assuming the premiership, he decisively abolished summer vacations (暑中休暇), urged general government officials on their attendance hours, and carried out major administrative reorganization, among other things. His decisive manner has considerably startled people. <94> Even in the intense heat like this summer, he diligently works at the office from 9 AM to 5 PM. It is said that his sole entertainment or method of rest is cleaning the garden together with one grandchild on Sundays.

Austerity! Reorganization!
This truly seems to be the great trend of the world. Even without mentioning the army reduction and administrative reorganization throughout Japan and Chosŏn, it is reported that the Soviet government in Russia, which is receiving unusual global attention, has also carried out a major reorganization, eliminating 1.3 million officials. That's right, if there is a need for reorganization, it must be carried out decisively. Humanity's greatest weakness is hesitation and indecision.

The 240,000-Character Indictment
Regarding the opium incident involving former Mantetsu (滿鐵) Vice President Nakano (中野) and former Takushokukyoku (拓殖局) Director Koga (古賀), which startled the eyes and ears of the generation, the public trial was held at the Ryojun (旅順) court on the 11th of last month. Nakano was sentenced to 3 years of penal servitude and Koga to 2 years. But don't be surprised: the full text of the prosecutor's closing argument (論告) reached a staggering 240,000 characters, filling 300 sheets of 800-character manuscript paper, and delivering it required 3 days and 15 hours. Their crimes are crimes, but that indictment is quite something too.
<Ratio of Tenant Farmland Area to Total Cultivated Land Area by Province> <95>

**Summary**

This article, "Cool Talk under Green Shade," from the August 1922 issue of *Kaebyŏk* magazine, presents a series of short, critical news tidbits and commentaries by "One Reporter." Topics range from the sarcastic use of "rebellious Koreans" by a Japanese publication, critiques of Korean groups (a youth baseball team's unsportsmanlike conduct, Confucian scholars' advertising methods), scams (fountain pens), the precarious state of a Catholic church due to lack of funding post-WWI, German post-war policies, and observations on Japanese figures and policies, including a scholar's perceived opportunism, the strictness of the new Prime Minister Katō, administrative austerity, the planned withdrawal of garrisons from Korea causing alarm among Japanese residents, controversial plans for a new Seoul city hall prioritizing aesthetics over social needs, and a lengthy indictment in an opium scandal involving high-ranking officials.

From a colonial history perspective, the article is revealing for its candid, often sarcastic, critique of both Japanese colonial policies/attitudes (e.g., the city hall plan, the use of "rebellious Koreans," reliance on military presence) and certain segments of Korean society (e.g., the baseball team, Confucian scholars). It highlights the socio-economic impacts of global events like WWI (church funding), internal Korean social dynamics, public awareness of corruption and scams, and the pervasive atmosphere of administrative change ("austerity," "reorganization") affecting both the colony and the metropole. Historians might find the commentary on Japanese residents' fear following garrison withdrawals, the critique of prioritizing colonial aesthetics, and the mention of the "opium incident" particularly interesting.

**Named Entities**

黑濤會	흑도회	Hŭkt'ohoe (Black Tide Society)
鍾路 警察署의 正門 우 望臺 미테는 例의 빨간 빗 警察燈이 달려잇다. 그런데 어쪈 일이냐 그 附近은 腐朽 又 腐朽하야 벽돌은 다- 깨저 다라나고 썩은 나무 쪼각만 엉성히 들어낫다. 더욱이 밤은 고요하고 警燈뿐이 그 미틀 비취울 때는 그 狀이 別로 歷歷하다. 이것을 그대로 形喩하면 鍾路警察署의 腐朽가 된다. 呵呵.

注意할 萬年筆 挾雜
사람의 꾀가 늘며 別別 挾雜이 생기는 中 萬年筆廣告의 挾雜과 가튼 것은 가장 巧妙한 일이다. 即 보기에도 훌륭한 萬年筆을 그림으로 그려 新聞에 廣告하되 特別 大割印 提供이라 하되 營業所는 但曰 鍾路 몃 丁目 某商店이라하야 그리로 注文이 들어오면 돈만 取하고 그 代身으로는 몃 拾錢짝리의 病든 流水筆을＜93＞ 보내어 그 責을 塞하고 代金만 詐取한다. 그 後 注文主로부터 問題를 起하려 하면 營業所의 住所가 不明하야 어찌할 줄을 모르게 된다. 이따위의 挾雜은 注文者에게도 큰 손이거니와 眞正한 萬年筆 商家의 信用을 爲하야 憂慮된다고.

今回 軍備 縮少의 結果로
朝鮮內의 各地 駐屯 守備隊(1年 經費 約 100萬圓을 要하는)도 全部 撤廢하고 다못 國境의 警備를 더 좀 充實히 하게된 樣이다. 이 消息을 들은 朝鮮 各地에 散在한 日本人은 驚惶罔措하야 守備隊 存置運動에 눈들이 붉은 貌樣이다. 警察의 保護도 미들 수가 업고 오즉 兵隊의 威力 뿐에야 安心하겟다는 그들의 心理이야말로 怪惡.

京城府廳 當局者 及 協議員
京城府廳의 當局者 及 府協議員의 一部에서는 今回 100萬圓의 巨額을 出하야 新廳舍의 建築運動을 行한다한다. 府로서의 社會的 施設로는 別로 이것이라 할 것이 업는 京城府로서 먼저 府廳의 建築에 100萬圓을 投하리라는 그 뜻도 우리로서는 알지 못할 바이어니와 이에 對한 吉松府尹의 理由 說明을 들으면 그야말로 怪異하다. 即 그는 모 新聞記者를 對하야 廳舍 新築의 理由를 말하는 中 「朝鮮과 如한 植民地에 잇서는 別로 新築의 必要 다시 말하면 都市美의 必要를 느낀다.」하얏다. 그러면 14萬圓의 巨額을 投하야 壽松洞普校를 新建함도 그 뜻의 發動이엇겟지. 植民地란 이러케 것 貌樣만 내이면 그만이란 말인가. 大軆 어대서 배운 酬酌인가. 咄咄.

盲目의 男産婆
日本法律에 産婆는 女子에 限한다. 그런데 同國 靜岡縣에 滿 40年 間을 産婆에 從事한 盲人 福田某란 者-가 出現하야 縣當局에서는 法令 違反으로 곳 營業停止를 命하얏는데 그 男産婆는 人權蹂躪의 業務妨害라 하야 縣知事와 內務當局을 걸어 訴訟을 提起한다고.

日本의 現首相 加藤男
日本 現首相 加藤男은 그 生來가 軍人인 그만치 꽤 嚴格한 樣이다. 總理의 任에 赴하는 劈頭로 暑中休暇의 廢址를 斷行하고 一般 官署員의 出勤 時間을 督勵하며 行政整理를 大行하는 等 그 斷行의 態가 자못 사람들을 놀뀀´이게 함이 잇다.＜94＞ 今夏와 如한 盛炎에도 前 9時로부터 后 5時까지 役所에 精勵하며 日曜에는 孫子 한 사람과 幷力하야 庭園의 掃除를 行하는 것이 그의 唯一한 娛樂 또는 休養方이라는 말.

緊縮! 整理!
이는 實로 天下의 大勢인 듯. 日本, 朝鮮을 通한 陸軍 縮少와 行政整理는 비록 말치 아니한다 할지라도 世界의 異常한 注視를 밧고 잇는 露西亞의 勞農政府에서도 大整理를 行하야 130萬人의 官員을 淘汰하얏다 한다. 그러타 整理할 必要만 잇스면 斷行하는 것이다. 사람으로 最大 弱點은 猶豫未決.

24萬字의 大論告
一世의 耳目을 놀래이던 中野 前滿鐵副社長, 古賀 前拓殖局長官의 阿片事件에 對한 公判은 지난 11日 旅順法庭에 열리어 中野에게 懲役 3年, 古賀에게 2年의 求刑이 잇섯는데 놀라지 마라. 그 論告 中 全文은 實로 800字의 草稿 300枚에 字數 24萬字에 達하는 長文으로서 그것을 論告하기에 3日 15時間을 要하엿다 한다. 그들의 罪狀도 罪狀이려니와 論告도 論告이다.
＜各道總耕地 面積에 對한 小作耕地 面積의 步合＞＜95＞
＜90-95＞
