별건곤 제55호
1932년 09월 01일
千家千色, 門牌 秘密 調査錄 (Cheon-ga Cheon-saek, Munpae Bimil Josarok) (A Myriad Homes, A Myriad Styles: A Secret Investigation of Doorplates)
綠眼鏡 (Nok An-gyeong)
문예기타 (Munye Gita) (Literature and Other)

A Myriad Homes, A Myriad Styles: A Secret Investigation of Doorplates
						Nok An-gyeong

Because there are so many humans, it might be expected that some people would have the same face, but truly, it must be the work of the Creator, as when you look at ten people, each has a different face; it is a wondrous thing. Of course, there are twin brothers and twin sisters who sometimes receive greetings meant for the other from strangers, but those are exceptions, so they don't matter.

People are not only different in their faces but also in their hearts, and moreover, their actions are completely unique. That is why this doorplate investigation is also a problem.

In the old days, there was a law that required people to wear a *hopae* (wooden identification tag) from the age of fifteen, but it is only recently that people started putting up doorplates in front of their houses and carrying business cards in their pockets.

In any case, since the introduction of the custom of putting up doorplates and carrying business cards in Korea, those who like to be at the forefront of things have been playing mischievous tricks, so it was common to see "Gatagaki" (surname that is written in katakana on business cards) written four or five times on business cards, or even seven or eight lines if there are many association meetings. Such cards are gradually disappearing because permission for meetings is rarely granted these days.

The remaining issue is the matter of doorplates. I am not talking about the quality or shape of the doorplates, but rather about those doorplates that have strange phrases written on them that are different from ordinary doorplates. However, due to the limited time I had to investigate, I was too busy to collect many doorplates. Let's briefly write down what I have investigated and move on.

This is a story from a somewhat older era, but I, Nok An-gyeong, will start by introducing two or three people that I saw and remembered while walking around the streets of Seoul more than twenty years ago. However, I would like to ask you to pay attention first.

About twenty years ago, if you passed by the back alley of Dongil Bank at Jongno intersection, you would see a long doorplate that read:
故辯護士黃鐵秀氏, and on that door, it said, 「普成學校 優等 卒業生·辯護士 試驗 壯元及第·前 京城 地方裁判所 判事·今 辯護士 黃鐵秀」("The late Attorney Hwang Cheol-su, Valedictorian of Boseong School, Passed the Bar Exam with Top Honors, Former Judge of the Gyeongseong District Court, Current Attorney Hwang Cheol-su").

However, Mr. Hwang Cheol-su has already passed away, and the doorplate has been removed, so it is a pity that it cannot be seen by people today.

This also happened a long time ago. If you go down to 1000 Beon-kka, Sogyeok-dong now, there was a doorplate in front of a house that belonged to Mr. Choe Jae-hak, whose name was known in the old Korean physics textbooks. The text read:
「崔在學 職敎員·業著述·宗敎信仰·天道敎 儒敎·佛敎」("Choe Jae-hak, Professional Teacher, Occupation: Writing, Religious Beliefs: Cheondogyo, Confucianism, Buddhism").

According to his explanation of his religious beliefs, he said, "I cannot not believe in Cheondogyo because it is a religion that originated in Korea. I cannot not believe in Confucianism because it is the standard for Korean rituals, morality, and ethics. I cannot not believe in Buddhism because it has deep connections to Korean art and culture." Mr. Choe Jae-hak is now going to work as an official in the Pyongyang Municipal Office, so anyone curious about what the doorplate at his house says now should visit Pyongyang.

Also, there was a long doorplate, similar to a sign, next to a house in the back alley of Yeolbinru (a Chinese restaurant) in Donui-dong, which used to be Hanyang-gol. The text read: 「大 日本帝國 韓國駐割 憲兵隊 本部 通譯 金鳳O」("Kim Bong-O, Interpreter for the Headquarters of the Japanese Empire's Korean Garrison Military Police").

It is a pity that I cannot remember one of the characters in the name because it was so long ago... However, mischievous students would gather in front of it whenever they passed by and loudly read the doorplate, and this happened so often that it became annoying. Eventually, the magnificent doorplate disappeared. If things continue like this, it will be a big problem, so let's stop there and record a few doorplates that are currently hanging.

Im Myeong-jae’s Residence (Gyeoungun-dong) = It seems that the words “Medical Doctor Im Myeong-jae” (醫學博士 任明宰) are written in ink on a marble doorplate, but the ten (十) stroke of the character 宰 (Jae) is so faded that if someone like Kim Kwan-hyeon, the former governor of Chungcheongnam-do, were to pass by, he might not think of the character 宰 (Jae) but only see the “establishment” (立) under the “roof” (갓머리) and mistakenly call him Im Myeong-rip (任明立). It would be safest to quickly fill in the two strokes. <38>

Speaking of missing strokes in doorplate letters, this spring, there was a sign in front of Yu Hong-*’s (劉洪*) Medical Clinic (醫阮) on the main street of Gyeoungun-dong with the words “Hongje Medical Clinic (홍제 의원)” (弘濟醫院) in gold letters, but the character 의 (Medical) (醫) had fallen off due to the wind, so it only said “Hongje Clinic (弘濟院).” Because of this, pranksters would pass by and say, “Would you go to that hospital to get cured? It’s like going to the underworld.” This was because the name of the crematorium outside Seodaemun was Hongjewon (弘濟院), which sounded ominous. However, the character 의 (Medical) (醫) was soon replaced, and the number of child patients and internal medicine patients continued to flourish. Mr. Yu's residence and Mr. Im Myeong-jae's residence are right next to each other, and their professions are also doctors, so it seems like a great coincidence that there is such an episode with their doorplates.

Kim Seong-su’s Residence (Gye-dong) = You should ask people in Gye-dong to find Kim Seong-su’s residence (金性洙氏宅), otherwise you will make a big mistake if you try to find it by looking at the doorplate. This is because the people of Gye-dong, even women, will all know how to tell you where Kim Seong-su’s residence (金性洙氏宅) is, but in reality, Kim Seong-su’s doorplate is on a black board, and the letters are so faded that you can hardly recognize it even if you look closely. However, people who remember his phone number and his third son, Kim Sang-heum (金相欽), a student at Chungang High School, will be able to spot it quickly because those two things are clearer than Kim Seong-su’s name. By the way, there is another unusual doorplate hanging on the upper part of the gate of the large house on the left side of the entrance to Kim Seong-su's residence (金性洙氏宅). It says,

“Noblewoman Yang (貴人 梁氏).” People today might not understand what “Noblewoman (貴人)” means right away, but it refers to a *nain* (court lady) who used to serve in the palace.

Baek Nam-gyu’s Residence (Gye-dong) = On the wooden doorplate with patterns, “Baek Nam-gyu (白南奎)” is written vertically, and below his name, “Stelaro. P” is written in Esperanto (the universal language) in green. If a country person sees it, it would be like a blind person looking at the colored patterns, but anyone with a little knowledge of the world language would nod their head and say, “Aha, this is the residence of Mr. Baek Nam-gyu (白南奎), an Esperantist (World Common Language Advocate).” Note from the reporter: Green is the color that symbolizes Esperantoism, and Stelaro means a group of stars, which is his name in Esperanto.

Seol Eui-sik’s Residence (Gye-dong) = A black plate and black pillars next to an acacia forest, and a black doorplate is hung there. I don’t know how many hundreds of people climbed up and down Gyesan School every day, but perhaps only Nok An-gyeong (綠眼鏡) noticed the doorplate of Mr. Seol Eui-sik (薛義植) right next to the school gate.

Song Jin-u’s Residence (Wan-dong) = The name is written in black letters on a white marble background, so there’s no way you wouldn’t see it, but whoever is looking for Mr. Song Jin-u’s residence (宋鎭禹氏宅) should ask for Mr. Song’s name and find it, or look at the name doorplate and find it, because if you use the address doorplate as a guide, you will make a mistake because only the name doorplate is clear on Mr. Song’s residence doorplate, but the address doorplate is very faded.

Son Jeong-gyu’s Residence (Geunneung-dong) = Only three characters of her name (孫貞圭) are written in ordinary letters on a pine doorplate above the blue-painted glass window. It will be a day to celebrate when a doorplate for a man is newly hung next to her doorplate.

Jo Dong-sik’s Residence (Waryong-dong) = His name (趙東植) is clearly written in white paint on a red Chinese catalpa board, and his solid appearance and personality are also evident on the doorplate.

Choe Gyu-dong’s Residence (Waryong-dong) = His name (崔奎東) is clearly written in ordinary *haeja* style on a large white wooden board, and the doorplates of his sons, Choe Seong-jang (崔性章) and Choe Seong-ak (崔性岳), are hung next to it, showing Mr. Choe's affection for his children.

Baek Gwan-su’s Residence (Bongik-dong) = You will make a mistake if you search for this house using his name or the address on the doorplate as a guide. How can you find it when there are over 40 households living at the same address? If you use the phone number as a guide, you will unexpectedly find only a doorplate that says “An Eo-jin (安於眞),” and you won’t be able to find Mr. Baek’s name, but the house is definitely Mr. Baek’s residence. You won’t be wrong if you call and ask for directions.

Yu Gwak-gyeong’s Residence (Ikseon-dong) = Though she is small in stature, “Yu Gwak-gyeong (兪珏卿)” is written on the left side of the entrance and “Lee Bong-jin (李鳳珍) (formerly Hae-yeong (海永))” is written on the right side. If you are curious about who Mr. Yu Gwak-gyeong’s husband is, look at these two doorplates.

Hong Myeong-mo’s Residence = This house is famous for hanging many doorplates, but after re-investigating, there is only one doorplate for Mr. Hong. However, if you look at the nail holes on the upper part of the pillar of the entrance, which look like the gate of a castle after a war, it is clear that the story was probably not a lie, but it seems that he has recently done a major cleaning.

Yu Gwang-yeol’s Residence (Ikseon-dong) = Mr. Yu Gwang-yeol’s handwriting is quite famous in newspaper and magazine companies, and the printers and copyists at the magazine companies are quite bothered by it, but if you investigate the doorplate, it is written very neatly, so it is unlikely that someone else wrote it. If it is Mr. Yu’s own handwriting, then it is probably the result of his hard work and deliberation when he wrote the doorplate at the beginning of his marriage. And usually, the name and address doorplates are hung separately, but it is also unique that this house combines the address and name on one doorplate.

Yun Chi-hyeong’s Residence (Gwanhun-dong) = A greasy wooden sign that says “Medical Doctor Yun Chi-hyeong (尹治衡), Hoesaeng Hospital (回生醫院)” is hung on the wall next to the entrance to the hospital, so you can guess that his house and the hospital are in the same place.

Park Seung-bin’s Residence (Gwanhun-dong) = A large marble doorplate with black letters on a modern brick gate, the house and the doorplate are almost in perfect harmony.

Min Dae-sik’s Residence (Gwanhun-dong) = A fairly old doorplate with the three characters “Min Dae-sik (閔大植)” on a very large gate pillar, and below the large doorplate with those three characters, there is a doorplate with a name that has the character 丙 (Byeong) in it (one is black, so it is invisible), which seems to be a list of his children. If he has four children, he is rich and has many sons. However, the doorplate is somewhat weak for the house of the king of Korean land.

Yang Won-mo’s Residence (Seorin-dong) = It feels somewhat weak for the residence of the head of the sales department of the *Donga Ilbo*, and the writing is also quite faded. It seems that the executives of the *Donga Ilbo* have discussed that the doorplates should not be clear, just like the doorplates of Mr. Kim Seong-su’s residence (金性洙氏宅), Mr. Song Jin-u’s residence (宋鎭禹氏宅), Mr. Seol Eui-sik’s residence (薛義植氏宅) were like that, and Mr. Yang’s residence doorplate is the same.

Lee Ik-sang’s Residence (Seodaemun-jeong 1-chome) = A shabby and large pine doorplate with the name below, and below that, the address plate, and below that, the phone number plate are lined up, and next to it is a student plate for Sin Seok-u (辛錫雨), a student at Chungang High School.

Baek Lin-jae’s Residence (Junghak-dong) = A casually large wooden doorplate attached to the house next to the stream in Junghak-dong. Can we say that we can see the calm personality of the doctor in the doorplate? In this world where people like to show off their signs, the fact that Mr. Baek did not put the four characters "Medical Doctor (醫學博士)" on his doorplate may be because his personality dictated it.

Yu Yeong-jun’s Residence (Junghak-dong) = A doorplate with a dark, carved inscription on a black plate on the left pillar of the gate. It is the most unique of all the doorplates I have seen. Next to it, there are small wooden doorplates for Yu Yeong-seong (劉永盛) and Yu Seok-seong (劉錫盛), so perhaps they are his relatives.

From the author - I actually spent several days investigating other places, but there were quite a few places where I wasted my time because the address had changed, or the doorplates I investigated were not very unique, so I omitted them from this investigation. I apologize to everyone and ask for your forgiveness. <40>

**Named Entities**

黃鐵秀	Hwang Cheol-su
白寬洙氏宅(鳳翼洞) = 이 댁 문패는 성명 표준을 하고 차저도 실수요, 번지 표준을 하고 차저도 실수다. 가튼 번지 안에 4십여 가구가 살으니 어찌하노? 전화번호만을 꼭 표준해 가지고 찻고보니 의외에 「安於眞」이라는 딴 문패뿐이고 白氏 성명은 차즐내야 업는데 그 댁이 확실이 白氏댁은 白氏댁이라고. 전화를 걸어 보고 차즈라 틀림업슬 것이니.
兪珏卿씨宅(益善洞) = 키도 조그마 하지시만 드나드는 문ㅅ간 좌편에는 兪珏卿 우편에는 李鳳珍(舊名 海永)이라고 써 잇스니 兪珏卿씨의 부군이 누구이신지 궁금하든 이는 이 두 문패를 보십시오.
洪命暮氏宅 = 이 댁에는 문패 여럿 붓기로 유명한 댁인데 다시 조사하고 보니 홍씨 문패 하나밧게 업고 다만 문ㅅ간 기둥 우알에 못 구멍이 전쟁 치른 성문 가튼 것을 보면 그 말이 아마 그 짓말은 아니 엇든 것이 분명한데 근일에 대 정리를 하신 모양.
柳光烈씨宅(益善洞) = 柳光烈씨의 원고 글씨라면 신문 잡지사 안에 상당이 명물이 되야 잇고 인쇄소 직공과 잡지사 복사생들이 꽤 머리를 알튼데 문패를 조사해 보면 딴판으로 얌전하게 썻스니 이것이 남에게 차필 햇슬리는＜39＞ 업고 아모래도 柳氏의 자필이라면 신접 살림 첫머리에 문패를 쓰시느라고 상당히 분발하신 고심의 흔적 이력연. 그리고 보통 문패에는 성명과 번지 문패를 따로 떼여 거는데, 이 댁에는 한 문패에다가 번지와 성명을 합작시킨 것도 한 특색.
尹治衡氏宅(寬勳洞) = 醫學博士 尹治衡 回生醫院 이라고 기름한 나무 간판을 병원 압문 엽 벽에다가 걸엇스니 자택 겸, 병원이 한데 잇는 것을 짐작할 수 잇다.
朴勝彬氏宅(寬勳洞) = 신식주택 벽돌문깐에 큼직한 대리석 문패에 검은글씨, 집과 문패가 거의 알맛는 균형.
閔大植氏宅(寬勳洞) = 굉장이 큰 문깐 기둥에 상당이 오래된 문패 閔大植 三字가 씨워 잇는 큰 문패 알에로 丙字 항렬을 가진 이름의 문패(하나는 검어서 不可見)가 걸렷스니 그는 그 자제들의 列名인 듯 자제가 내 분이라면 富하고도 且多男. 그러나 조선 토지왕댁의 문패로는 좀 빈약
梁源模氏宅(瑞麟洞) = 東亞日報 영업국장 댁 문패라고 하기에는 다소 빈약한 감이 잇고 글씨는 역시 만히 흐려진 편이니, 東亞日報社 幹部 여러분들은 문패를 똑똑이 하지 말 일이라고 상의나 하신것처럼 金性洙씨 댁·宋鎭禹씨 댁·薛義植씨 댁 문패가 그러터니 양씨 댁 문패가 역시 그래.
李益相氏宅(西大門町 1丁目) = 허름하고 큼직한 소나무 문패 성명 아래로 번지 패, 그 알에로 전화번호패 나란이 내려잇고 엽흐로 中央高普生 辛錫雨의 生徒패 하나가 달려잇다.
白麟濟氏宅(中學洞) = 중학동 천변가 엽집에 예사로이 큼직하게 부튼 나무문패, 뜸숙한 박사의 성격을 문패에서도 볼 수 잇다 할까. 흔이 간판을 내세우기 조와하는 이 세상에 백씨가 의학박사 4자를 문패 우에 내세우지 안흔 것도 그의 성격이 시켯나 보다.
劉英俊씨宅(中學洞) = 검으스름하게 끌은 문깐 왼편 기둥에 새까만 판에 다가자 개문의로 색여느혼 문패, 보든중 특색이다. 그 엽헤로도 劉永盛·劉錫盛 두 분의 조그만 나무 문패가 달렷스니 아마 그는 그의 친정댁 겨레 되시는 분들인가 보다.
저자로부터- 이외에도 실은 조사하느라고 여러 날을 허비하엿지만, 주소가 이전되여서 헛거름 친 곳이 여간 만치 안엇고, 또는 조사는 햇스나 별로 특색이 업는 문패는 이 조사 후에 빼엿스니 두루두루 용서해 주시기를 여러분께 사고함니다.＜40＞
＜38-40＞
