잡지명	삼천리 제8호
발행일	1930년 09월 01일
기사제목	愛蘭의 復活祭動亂, 愛蘭民族運動의 一斷面 (Ireland's Easter Rising Disturbance, A Facet of the Irish National Movement)
필자	金東煥
기사형태	논설 (Editorial/Essay)

Ireland's Easter Rising Disturbance, A Facet of the Irish National Movement
						Kim Tonghwan (金東煥)

I
Among you, perhaps (或) those who have visited Ireland (愛蘭) might know this, but it is said that if you disembark at the Central Station in the capital, Dublin (떠부린市), head east through the crowds of people for a while, the imposing stone building of the Central Post Office comes into view. This very building is the trace where the Irish masses shed red blood fighting to gain freedom, a place one cannot pass by without tears.

It was indeed Easter Day, April 21st, 1916. Who could have known, as the weather, which had been clear that day, began to cloud over towards evening with patches drifting in from the Atlantic (大西洋), and soon, raindrops like grains of rice listlessly (시름업시) drummed on the faces of all the citizens coming and going, excited (亢奮되어) for Easter? Those cloud patches carried not just rain clouds, but a German airship (獨逸 飛行船), having crossed unnoticed to the east coast of Britain (英國), now appeared in the Dublin sky and dropped bombs. As a part of the West City District (西市街), where many English lived, was damaged by these bombs, buildings shattered (바서지고), and English people walking on the streets were hit by shrapnel, shed blood, and collapsed on the streets, from where did it arise? On the quiet streets, dozens of armed Irish citizens, appearing seemingly out of nowhere, began gathering in small groups of one or two at intersections, and in an instant (삽시간에), transformed into a large crowd of 500-600 people.
"To the Post Office! To the Post Office!"
They shouted like a storm and were seen rushing forward.

Receiving the alarm that a disturbance had broken out in the city streets, the British garrison (英吉利 守備隊) immediately opened the barracks gates and, needless to say (勿論), set up machine guns at various intersections, preparing for confrontation.
However, the number of tens of thousands of Irish citizens – men, women, old, and young – rushing forth wave after wave like a lake, seemed even greater than the machine gun bullets filling the British army's armory. Moreover, where did they come from (낫든가)? The Irish citizen army (市民軍) also had cannons, rifles, and machine guns in their hands, exchanging (밧구고) gunfire on every street. Easter is a holy festival in Christian countries. Citizens should have spent this day with joyful laughter and peaceful dreams while listening to the evening bells of churches blessing humanity, but who would have thought that smoke and bullets would cover the entire city, that conqueror and conquered would confront each other with weapons, begin slaughter, and that numerous (屢屢한) corpses would litter the ground?

Eventually (마츰내), fighting between the British army and the citizen army began in every alley. The sound of machine gun bullets firing rapidly like hail, the crashing sound of buildings collapsing, and bugle calls followed one after another like fire spreading. The standard-bearer at the front would fall dead in an instant (삽시간에), another would step up only to become a corpse, and far off in a corner of the city, fierce flames were rising.
As the gruesome street battle, bone-chilling just to behold, unfolded moment by moment with increasing ferocity, the tide of battle initially favored the British forces, who held the advantage of terrain. However, due to the citizen army pressing closer and closer with human wave attacks (肉彈), a retreat eventually began. The British forces clustered near the Central Post Office,縮少 their front line, and commenced a final fierce barrage. But perhaps victory is bought when one risks even death. Eventually (마츰내), the citizen army completely captured (占領) the Central Post Office,<30> and consequently, the British army was routed (敗走).

The street fighting continued (繼續되어) the next day, producing even more casualties (犧牲者) on both sides. The citizen army, having occupied the Central Post Office, made it their headquarters. While occupying key points in the city, they cut off (끈어버리고서) all telegraph and telephone lines with the British mainland and began spreading propaganda (宣傳):
"British reinforcements cannot arrive at all. This is because the entire west coast of Ireland is surrounded by German submarines (獨逸潛航艇)."
"The Verdun (벨당) fortress has finally fallen."
"Thirty thousand German soldiers have landed in Kerry (케리) to rescue us, and another 30,000 Irishmen have landed in Wexford (웩쓰포-드) with weapons."
"Britain has no choice but to conclude a separate peace treaty."
As these words spread throughout Ireland, anti-British uprisings naturally broke out. Thus, the land of Ireland was covered in the smoke and rain of battle, the green, white, and orange flag flew (날니엇고) atop the Central Post Office roof, and the declaration of the establishment of the Irish Republic was even issued there, greatly boosting morale. In this way, the harvest of the "Bloody Easter" gave the Irish people a drop of the water of freedom they had craved (渴求하는) for a hundred years. But how much more would that water drop be trampled under the feet of the tyrannical British army?

II
Indeed, as mentioned earlier, the Easter disturbance did erupt all at once, signaled by the bombing from the German airplane that appeared on the east coast that day. This was because on the 21st, the British fleet (英國艦隊) discovered a steamship flying a neutral flag passing the west coast of Ireland, and upon investigation, who would have known? It was identified as a German auxiliary cruiser secretly sailing to aid the conflict in Ireland with weaponry. At that time, during the Great European War, the Sinn Féin Party (신펜黨), which guided the Irish movement, had already established contact with Germany through a German professor at Dublin University (떠부린大學) and had pre-planned to obtain smuggled munitions and weapons to start a disturbance.

Truly, when tracing back (溯考할) the Irish national movement, one can discern the inevitable facts that led to such a revolutionary rebellion. Namely, since Ireland became completely British territory under King Henry VIII's command, carried out by Cromwell's (크롬웰) hand in the early 16th century, how many dozens of times did the Irish people, who had been sheepishly obedient to Britain's extremely cruel (奇酷한) colonial policy, take up arms (干戈을 잡고) and resist? The northern Ulster (얼스터) region, rich in mineral resources and natural industrial products, was Ireland's treasure trove (富厙) as an industrial zone. However, immigrants from the British mainland (英本土), backed by guns and capital, swarmed in like clouds, chased out (쫏처서고) the native inhabitants, and eventually took possession of the land, making starvation and exile abroad the unavoidable (不可避할) fate of the Irish people. For about 100 years thereafter, the national tragedy reached its peak, creating what later historians refer to as the Reign of Terror. Then, in 1780, when America (亞米利亞) initiated its War of Independence, the Irish people were greatly stimulated and showed rebellious spirit by demanding legislative independence and freedom of trade from the British King. Just then, as most British troops were campaigning abroad, volunteers were needed for national defense, compelling the British government to have no choice but (밧게 업시) to organize an Irish defense volunteer force composed of Irishmen.

Did this aforementioned Irish Volunteer Corps, having held weapons in their own hands after a long period of disarmament (武裝解除), truly remain loyal to defending a British Ireland, as the British government intended? No. They demanded the abolition (撤廢) of the permanent Coercion Act, the most unjust law (惡法) for the Irish people, and the independence of the Irish legislative body, among other items, and took action to resist the British government. However, when they too were deceived by cunning (老狡한) British politicians, the Irish movement transformed wholesale into an underground violent movement. Terrorist groups (테로團體) like the White Robe Group (白袍團) and the Iron Heart Group (鐵心團) sprang up like mushrooms (簇生함에) throughout the country, and extremist movements continued without a peaceful day (寧日이 업시), eventually leading to the founding of the Fenian Party (피니안黨), the predecessor of the historically significant Sinn Féin Party.

The Fenian Party held the most radical (急進的) assertion that any means were justified for the sake of the goal,<31> using bombs and the like in their movement. This organization was initiated by Irish people who had gone to America (渡米한), unable to bear the tyranny in their homeland. As the activities of the Fenian Party spread throughout the land, the British government responded with even more militaristic oppression, arresting and imprisoning most leaders, leading to a temporary, unavoidable setback (頓挫). At this time, Irish figures from various strata, having witnessed numerous sacrifices, gathered in Dublin city on May 19, 1870, to discuss the release movement. There, upon Butt's (뻣트) proposal, they advocated for a self-government movement, gaining widespread support and organizing an association called the "Irish Home Government Association" (愛蘭自治政府協會), proclaiming its objectives:
One, The Irish Parliament, established with the British Monarch and successors and the Upper and Lower Houses, shall have the right to manage and handle the administration of Ireland.
Two, Legislation within Ireland shall be handled by the Irish Parliament, and Ireland's own national treasury resources and expenses shall be managed by Ireland itself, etc.
Why then did the Irish movement, which had advocated absolute independence, suddenly lean towards a self-government (自治) movement? While there might have been a psychological factor of taking abnormal (畸形的) action as a temporary tactic to break through the deadlock caused by the excessive military suppression (斷壓) from the British homeland, another motive was the hope of gaining advantageous opportunities for Ireland by sending representatives to the British Parliament (英本國議會) as a result of universal suffrage (普選權) being implemented in Ireland shortly before by Prime Minister Pitt's (핏트) hand as part of Anglo-Irish extensionism. Thus, with the emergence of the Irish Home Rule Party (愛蘭自治黨), possessing 30,000 members and 60 out of 103 Irish MPs, they strove for self-government. However, experiencing disillusionment (幻減 - likely typo for 幻滅, disillusionment) from colliding with this reality struggle, the majority of the populace again moved away from parliamentarianism (議會主義) and tended towards supporting the radical revolutionary principles of the Fenian Party. For instance, a person like Dillon (데이론) said:
"Irishmen! The English gave us leftover bread crusts. Do not eat it and sing songs of satiety! That is a disgrace."
Thus began the famous Land League (土地聯盟) struggle, which resulted in securing a large low-interest loan totaling 1.12 billion won (圓) from the British government. Seeing the living standards of poor Irish farmers somewhat improve, he greatly mocked and warned the faction of the self-government movement that couldn't grasp the essence of that conciliatory policy called the Land Purchase Act (自作農創定案). Consequently, as an extension and solidification (凝固) of this thought, the Sinn Féin Party (신펜黨) was organized in 1905. They advocated achieving their goals through their own strength. To secure resources, they conducted geological surveys everywhere to discover and mine ore deposits, established (說置하며) the Irish National Bank (愛蘭國民銀行) and the Irish Stock Exchange (愛蘭株式交易所), enacted protectionist trade policies, and even attempted to initiate consular affairs in various countries. We can see that the decline (凋落) of the Home Rule Party gradually intensified in proportion to the growing activity of the Sinn Féin Party.

Meanwhile, the social movement greatly expanded under the leadership of Connolly (콘노리) and others. Ultimately, the Irish movement at that time adopted a three-way balance (三足鼎立):
One, The Sinn Féin Party movement
Two, The social movement of Connolly and others
Three, The Home Rule Nationalist Party (國民黨) movement (i.e., parliamentarianism)
However, the weakness (微弱) of the third movement grew more severe day by day.

Then, the World War of 1914 broke out. At that time, Redmond (레드몬드), the leader of the Irish National Party, aiming to implement the Irish Home Rule Bill, which had been passed several times but not enacted, sought to gain British sympathy by declaring that Ireland, like Britain, would dispatch 30,000 troops to participate in the war, and indeed carried this out.
However, deeming this not only unrealistic but also believing the true purpose lay deeper, the Sinn Féin Party opposed participation in the war and diligently pursued certain strategies. Seeing this situation, Britain, seeking to avoid the danger of being attacked from both front and rear (腹背受敵), preemptively proclaimed (布하고) martial law throughout Ireland and stationed (駐屯식히엇다) approximately 20,000 troops in various locations. This is what induced the famous spectacle of Ireland's Easter Rising disturbance mentioned earlier.<32>

III
The Irish movement, having followed such a path, finally reached the point of occupying the Central Post Office and declaring a Republic after street fighting, with external aid from Germany, timed for the Easter of April 1916. Thus, just as many government decrees were about to be issued by the Republican government, large reinforcements arrived like clouds from the British homeland before long. In the final battle, the Irish citizen army was defeated, and the great affair ended (終熄되고) within a week.

This disturbance resulted in 124 deaths and 400 injuries among British soldiers, while the citizen army suffered 216 deaths and 514 injuries. The casualties among Sinn Féin members were likely even higher, showing how fierce it was.
Not only that. The 69 signatories of the Republic's proclamation were executed by firing squad, and over 1,200 were arrested and imprisoned (投獄되엇다). Although this disturbance had a short lifespan, like a three-day affair, it is noteworthy that virtually the entire Irish populace, from all strata, rose up (奮起한데에) in unison. While the Sinn Féin Party was certainly the main driver, besides them, the radical faction of the Nationalist Party, which had been reversing its stance (飜覆하여), raised the Irish Volunteers and participated; radical workers formed the citizen army; and the Social Democratic Party and even the Catholic League (카소릭同盟) joined forces in resistance. This illustrates that in the movements of small nations, during times of crisis, social movements and both the left and right wings of the nation invariably merge harmoniously (洽然合流함) into the national resistance movement.

Afterward, the Irish Home Rule Bill was passed during Prime Minister Lloyd George's (로이드, 쪼-지) era, but the Irish people did not want to establish that Home Rule parliament. Therefore, Prime Minister Lloyd George summoned (招致하야) De Valera (떼발레라), intending not to begrudge the maximum possible concessions (讓步). However, De Valera, advocating complete separation (撤底分離) to the end, still expressed dissatisfaction. Returning to Ireland, he convened the Irish Republican Parliament, the Dáil Éireann (톄일會議), and likewise loudly advocated (高唱하엿스나) his own views. But the populace, already extremely weakened by years of war, leaned towards temporarily accepting the British government's maximum concessions. Thus, on December 6, 1921, the Anglo-Irish Treaty was concluded. Based on the first article of the charter stating Ireland "shall be an equal member among the dominions constituting the British Empire," Ireland remains tied to the British Empire as one of its self-governing dominions. However, it can be said that Ireland has now firmly grasped (붓잡엇다) at least the first glimmer of dawn (曙光만은).

In any case, Ireland's present situation truly began to decisively shift direction after that Dublin city disturbance on Easter Day 16 years ago. Looking through the history of modern small nation movements, this Easter Rising gives much food for thought.
If there is an opportunity to visit Dublin city in the future, the desire to seek out that Central Post Office is surely not the author's alone. Standing on the stone steps of the Post Office, which at one time turned into ramparts and piles of corpses, as the setting sun (斜陽) casts its light, watching the posture of the newly rising Irish people, one wishes to loudly recite, "In the setting sun, mounted, mourning loyal souls, when enraged men fight to the death."           —End—<33>

**Summary**

This 1930 article by Kim Tonghwan details the 1916 Easter Rising in Dublin, framing it as a pivotal event in Ireland's long struggle for independence from British rule. It recounts the armed uprising centered around the General Post Office, its initial successes fueled by hopes of German aid during WWI, and its eventual suppression by British forces. The author traces the historical roots of Irish resistance, from the subjugation under Cromwell through various movements like the Fenians, the Home Rule Party, the Land League, and the rise of Sinn Féin, highlighting the oscillation between violent revolution and parliamentary tactics. The article concludes by noting the 1921 Anglo-Irish Treaty establishing the Irish Free State as a dominion, viewing it as a first step achieved through the sacrifices of the Rising, even if full independence remained elusive. From the perspective of Korean colonial history, this article is significant as it shows a Korean intellectual in 1930 analyzing another nation's anti-colonial struggle against a major empire (Britain). It reflects a deep interest in the strategies (armed rebellion, political negotiation, propaganda, seeking foreign aid) and ideological currents within independence movements, implicitly drawing parallels and offering lessons for Korea's own situation under Japanese rule; historians can observe how international anti-colonial movements were perceived and discussed in colonized Korea.

**Named Entities**

愛蘭	애란	Aeran (Ireland)
그러면 오래 武裝解除의 處地에 잇다가 武器를 제 손에 쥐어보게 된 前記 愛蘭義勇兵團은 果然 英政府의 企圖와 가치 英國的 愛蘭의 守護에 盡忠하엿든가. 否라. 그네는 愛蘭民衆에게 가장 惡法이든 恒久的 戒懲令의 撤廢와 愛蘭立法機關으 獨立 等을 要求條項으로 하고 英政府에 對하야 抗爭의 行動에 나아갓든 것이다. 그러나 그 亦 老狡한 英政治家들에게 欺瞞을 當한 바 되자 愛蘭의 運動은 一擧로 地下層暴力運動으로 化하야 國內至處에 白袍團 鐵心團 等의 테로團體가 簇生함에 이르러 非常手段的 運動이 寧日이 업시 繼續되어 오다가 마츰내 史上記錄이 큰 저 신펜黨의 前身인 「피니안」黨의 創立에까지 이른 것이엇다.
피니안黨은 目的을 爲하야 如何한 手段이라도 조타는＜31＞ 가장 急進的 主張을 가지어 그 運動에는 爆彈 等을 使用하엿는데 이 團體는 本國의 暴政에 不勘하야 渡米한 愛蘭人의 發起로 된 것이라. 이와가치 「피니안」黨이 活躍이 全土에 미치매 英政府는 一層 武斷的 高壓으로 나와서 首領級은 大槪 建捕投獄함에 이르러 一時頓挫의 不得已에 至하엿다. 이 때 多數人의 犧牲을 본 愛蘭 各層 人事는 1870年 5月 19日 떠불닌市에 그 釋放運動을 相議코저 모앗다가 그 席上에서 「뻣트」의 發議로 自治運動을 主張함에 이르러 多數한 響應을 어더 「愛蘭自治政府協會」라는 結社를 組織하고 目的을 標榜하니
一, 英國皇帝 及 繼承者와 上下兩院으로 設立된 愛蘭議會는 愛蘭의 行政을 管轄處理하는 權利를 가질 것.
二, 愛蘭國內의 立法은 愛蘭議會에서 맛고 愛蘭 自身의 國厙財源經費는 愛蘭이 自營할 것 等等이라. 그러면 絶對獨立을 標榜하든 愛蘭運動이 엇지하야 自治運動으로 突然히 기우러 젓든가. 거기에는 너무도 甚한 英本國의 武力的 斷壓에 一時戰術로 局面打開키 爲하야 畸形的 行動에 나온 心理作用도 잇겟지만은 그 조곰전에 首相 「핏트」의 손으로 英蘭延長主義로서 愛蘭에 普選權이 實施된 結果 英本國議會에 代議員을 보내어 愛蘭에 有利한 機會를 엇자함이 또한 이러케 한 動機엇다. 그리하야 會員 3萬을 擁하고 全愛蘭議員 103人 中 60人을 가진 愛蘭自治黨의 出現에 及하야 自治을 爲하야 活躍하여 보앗스나 그 結果도 亦是 이 現實鬪爭에 부닥김으로부터 幻減을 늣기지 안을 수 업시 된 多數民衆들은 다시 議會主義를 離하고 「피니안」黨의 急進的 革命主義를 支持하는 形勢에 이르럿다. 卽 「데이론」가튼 사람은
「愛蘭人아 英國人은 먹고 남은 「팡」찍걱이를 우리에게 주엇다. 그것을 먹고 飽滿의 노래를 부르지 말나! 그것은 恥辱이다.」
하야 저 有名한 土地聯盟의 抗爭을 始作한 結果로 英政府로부터 合計 11億 2千萬圓의 巨額의 低利資金을 融通바더서 愛蘭 貧農들의 生活狀態가 多少 向上된 것을 보고 그 自作農創定案이란 懷柔政策에 頭緖를 못차리는 自治運動一派를 크게 嘲弄하고 警戒하는 말을 하엿든 것이다. 그리하야 結局 이 思想의 延長 凝固로 1905年에 「신펜」黨이 組織되엇스니 그네는 그네 自身의 힘으로 目的을 達成할 것을 標榜하고 그 資源을 엇기 爲하야 各處의 地質測量을 하야 鑛山을 發見採掘하며 愛蘭國民銀行과 愛蘭株式交易所를 說置하며 保護貿易制를 制定하고 또 各國에 領事事務를 開始하려 하엿다. 自治黨의 凋落은 「신펜」黨의 活躍이 크니만치 漸漸 甚하엿든 것을 吾人은 볼 수 잇다.
이리하는 한편 「콘노리」 等의 손으로 社會運動이 크게 展開되어 結局 그 當時 愛蘭運動은
一, 「신펜」黨 運動
二, 「콘노니」 等의 社會運動
三, 自治主義의 國民黨(卽 議會主義)運動의 三足鼎立의 勢를 誘取하엿스나 第三運動의 微弱은 날을 따라 漸甚하엿섯다.
그럴 때에 1914年의 世界大戰亂이 닥처왓다. 그 때 愛蘭國民黨의 首領 「레드몬드」는 이 機會를 利用하야 數次 通過되엇다가 實施가 되지 못한 愛蘭自治法案의 實行을 目的삼고 英人의 同情을 끄을기 爲하야 愛蘭도 英蘭과 가치 3萬의 兵을 出하야 叅戰할 것을 聲名하고 또한 말대로 實施하엿다.
그러나 그것이 一種 實現性이 업슬뿐더러 目的은 더 깁흔 곳에 잇다하야 「신펜」黨은 交戰에 反對하고 某種의 計策을 不怠하엿다. 이 形勢를 본 英國은 腹背受敵의 위험을 벗고저 솔선하여 愛蘭에 전시게엄령을 布하고 各處에 約 2萬名의 軍隊를 駐屯식히엇다. 이것이 앗가 말한 저 有名한 愛蘭의 復活祭動亂이란 光景을 誘取하엿든 것이다.＜32＞

三
이러한 經路를 밟어온 愛蘭의 運動은 마츰내 1916年 4月의 復活祭를 期하야 獨逸의 外援을 엇어 市街戰後에 中央郵便局을 占領하고 共和國을 宣言함에 至하엿다. 그리하야 만흔 政令이 共和政府의 입으로부터 나오려 할 때에 未幾에 英本國으로부터 雲霓와 가튼 大軍이 到着하야 最後의 一戰에 그만 愛蘭市民軍이 敗하야 大事 一週日에 終熄되고 말엇다.
이 動亂으로 英兵側에 124名의 死者와 400名의 負傷者가 잇섯고 市民軍은 216名의 死者와 514名의 負傷者를 내엇고 신펜黨員의 死傷者는 아마 그 以上에 達하엿술 모양이니 엇더케 激烈하엿슴을 알니라.
그 뿐인가. 其和國宣言書에 署名한 69名은 銃刑이 되고 1,200餘名은 逮捕되어 投獄되엇다. 이와가치 今番 動亂은 三日式으로 *壽命이 길지 못하엿스나 그러나 擧族一致라 하리만치 全愛蘭各層이 一齊奮起한데에 注目할 價値가 ** 卽 「신펜」黨이 主動된 것은 勿論이나 그밧게 自*踐踏을 飜覆하여 오든 急進派 國民黨은 愛蘭*勇軍을 起하야 參加하엿고 急進勞「」者는 市民軍을 編하엿고 社會民主黨도 또한 카소릭同盟까지 結束抗爭에 나아갓다. 이는 弱小民族運動에 잇서 언제든지 非常時期에는 社會運動이나 民族의 左右翼이 모다 國民抗爭運動에 洽然合流함을 말함이다.
그 뒤 愛蘭의 自治法案이 「로이드, 쪼-지」首相時代에 通過되엇스나 愛蘭人은 그 自治議會를 設定코저 아니함으로 「떼발레라」를 招致하야 로이드, 쪼-지首相은 最大이 讓步를 앗기고저 아니하엿는 터이다. 그러나 어듸까지 撤底分離을 主張하는 「떼벨레라」는 亦是 不滿을 말하고 愛蘭에 도라와 愛蘭共和國會 卽 톄일會議를 開催하고 亦是 自家의 主見을 高唱하엿스나 이미 積年戰禍에 極度로 衰弱한 民衆은 英政府의 最大讓步를 一時 밧어드리기로 기우러젓든 것이다. 이리하야 1921年 12月 6日에 英愛間의 平和調約이 成立되어 愛蘭은 「大英帝國을 組織하는 諸屬領 中의 對等한 一員으로 될」하는 憲章 第一條에 依하야 아직도 愛蘭는 英帝國의 一自治領으로 그 손에 매여잇는 터이다. 그러나 愛蘭은 이제는 確實히 첫거름의 曙光만은 붓잡엇다 할 것이다.
아무튼 愛蘭의 今日은 實로 저 16年前 復活祭日의 「따부린」市 動亂으로 大勢가 急轉直下 決定的으로 쏠니기 시작한 것이니 近世弱小民族運動史를 들처보는 *** 이 復活祭動亂은 만흔 것을 생각하게 한다.
뒷날 「떠부린」市를 찻는 機會가 잇다면 그 中央郵便局을 차저 보자함이 엇지 筆者 한 사람의 뜻 뿐일가. 斜陽이 빗길제 一時는 屢屢한 砲臺와 屍體로 化하든 郵便局 돌층계에 올나서 新興하는 愛蘭人의 姿態를 바라보며 斜陽立馬吊忠魂에 憤男兒死戰時라 하고 크게 읇혀보고 십다.           ―끗―＜33＞
＜30-33＞
