잡지명	개벽 제62호
발행일	1925년 08월 01일
기사제목	島山 安昌浩先生에게 (To Tosan An Ch'angho Sŏnsaeng)
필자	李光洙
기사형태	문예기타 (Literary/Miscellaneous)

To Tosan An Ch'angho Sŏnsaeng
						Yi Kwangsu

Through Dr. Cho, who has returned from America, I heard of your well-being and was delighted. Hearing the words that you toured the compatriots scattered across North America, and especially that you visited the venerable elder Dr. Sŏ, whom we admire from afar, and achieved spiritual communion (靈犀相照), I was so overjoyed I could not stop myself from clapping my hands and shouting for joy.

I was meaning to send you a letter, Teacher, but my post-illness body is always tired, and I kept putting it off day by day. Just then, the Kaebyŏk Publishing Company requested I write something thinking of you, Teacher, so instead of sending it by post, I decided to write this letter.

You worried about my illness, Teacher, and told me to pay attention to my health. However, Teacher! I cannot help but deliver sad news to you. It is that yesterday I received a diagnosis from the doctor of spinal caries. According to medical books, while children have hope of a full recovery from this illness, adults have almost no hope of recovery. They say one might live for one or two years if it progresses quickly, or perhaps ten-odd years if it drags on, but it seems appropriate to estimate living perhaps three more years, being generous.

However, Teacher! I do not fear dying. For the one, two, or three years that my life holds on, I intend to dedicate my full strength for the sake of your will. Also, the doctor said that if I recuperate well for about one year, I might be able to hold onto my life – it's probably words to console a patient, but for the sake of realizing your will, Teacher, which is our ideal, I will try to hold onto life as much as possible.

You too, Teacher, are now 48. When I saw you in Peking last year, seeing how terribly thin you looked pained my heart greatly. <27> But surely Heaven would not take away even you, Teacher, from Chosŏn. I prayed, please let him remain healthy for at least the next 20 years to guide us. I believe this humble prayer will certainly be answered.

Teacher! I believe you, being far away, must be very eager to hear about the current situation within Chosŏn. However, I do not currently have the freedom to speak of the detailed situation. I will only say that economically, day by day, it becomes impossible to live, and spiritually, national disintegration is occurring. Those who could be called leaders have almost all lost heart and withdrawn. How could even Teacher Namgang, who seemed like he would never lose heart eternally, despair about the future of Chosŏn? Besides him, whenever I meet so-and-so, almost all have lost heart. Some friends explain it as a reaction to the excitement of the March First Movement, but I do not think so. I believe this is the natural consequence for those who acted "without a plan." I believe it is the natural consequence for those who tried to reap fruit where there were no roots, tried to build a house without foundation and timber, and tried to put out business advertisements without capital.

"Haven't we been saying 'Let's go forward, let's go forward' for 20 years? Yet, even today, 20 years later, do we not lack the strength to go forward? If we had spent 20 years preparing to go forward, we would have gained the strength to go forward by now. If we continue to just say 'Let's go forward, let's go forward' from now on without preparing to go forward, even in another 20 years, we will still lack the strength to go forward! Therefore, now is not the time to go forward, but the time to prepare to go forward!"

Isn't this the message you preached in Shanghai during the March First Movement, Teacher, for which you were criticized by many compatriots as being a member of the "Gradualist Faction" or the "Non-Combatant Faction"? <28> The compatriots who criticized these wise words of yours should be able to realize their reason by now, but they still only say "Let's go forward, let's go forward" in faint voices. However, now even those saying such things have decreased, and the majority seem to have lost heart and are seeking ways for individual survival.

Truly, "preparation," "foundation" - this is what you, Teacher, have cried out for and acted upon for Chosŏn for 20 years. However, our compatriots, lacking the scientific spirit that understands only a result commensurate with the cause can arise from a cause of 1, and that 2 or 3 will never arise from 1, only hoping for luck and magical success, did not know how to receive your guidance. Even young people who learned the principles of physics and chemistry get swept away by the magical thinking of their elders.

However, Teacher! Will Chosŏn eventually perish through luck-seeking and empty talk? No!
The children of Chosŏn who follow the principle of preparing strength (실력 준비주의) that you have strongly urged (喝導) are still increasing, little by little. Leaving falsehood for truth, leaving fantasy and empty theories for practice, leaving craftiness (巧詐) and faithlessness (反覆) for loyalty and righteousness, leaving cowardice (怯懦) and indolence (苟安) for courage, leaving egoistic individualism for the spirit of national service that benefits oneself by serving the group, leaving the hope for magical luck for the scientific spirit that seeks to obtain a just result by accumulating a just cause - the children of Chosŏn who resonate with these things are increasing day by day, even if their number is small. While the adults cannot escape from misguided preconceptions, seeing the pure youths respond so keenly to this call, I cannot help but rejoice.

If only you were in the country, Teacher, how good it would be! How the pure young men and women of Chosŏn would be influenced by your character and become new people, dedicating themselves to follow your ideals! How they would take your true words, sincere practice, and bright wisdom as living models, truly becoming cast (鎔鑄) as the foundation and pillars (楝樑) of a new Chosŏn! However, the young children of Chosŏn are not in a situation to have that happiness. They can only indirectly receive the cultivation (陶冶) of your ideals and character through the words and deeds of the Suyang Tongmaenghoe (Fellowship for Cultivation) and its comrades.

"Let there be no falsehood in word or deed!" <29>
"Forget yourself and think of Chosŏn!"
"Prepare the virtue, knowledge, and intelligence to take charge of one duty for Chosŏn!"
"Those who hold these principles should band together firmly!"

Your extremely powerless disciples and comrades, a few people, are tirelessly trying to spread this will to the children of Chosŏn. But Teacher! We are too powerless. Every time I think of our powerlessness, I think of you.

If Heaven does not abandon our people, I believe it will surely give us powerful individuals to become great workers realizing your will. Because I believe that, even I, awaiting death, will search for true sons and daughters of Chosŏn until the last moment my life allows.

As I sit writing this, countless male and female students appear before my eyes. I want to visit each one of them and convey your ideals. At least before my life ends, I want to convey them to ten thousand people. If that is not possible, I want to convey them to even one thousand. If among them, a thousand comrades of yours – those who, like you, Teacher, hate falsehood and are only true in word and deed; those who, like you, Teacher, do not neglect a single minute or second and strive to fulfill their duties (as citizens, as human beings); those who, like you, Teacher, keep loyalty and righteousness towards Chosŏn, towards comrades, towards friends, regarding all minute promises and appointments; those who, like you, Teacher, possess the courage that does not look back at suffering or joy, life or death, slander or praise (毁譽) for the sake of ideals, righteousness, and duty, pushes aside all difficulties, and remains unchanged throughout life; those who, like you, Teacher, sacrifice a lifetime of comfort for Chosŏn and devote their whole heart and body; those who, like you, Teacher, keep the faith of unity – if only a thousand such people arise and that thousand bands together firmly, wouldn't the foundation for the resurrection of the corpse that is the Chosŏn nation be established?

For the past 20 years, Teacher, you have known only this as your work, known it as your life, and strived only for this. Compatriots who do not know you think you are someone trying to do something other than this. However, I believe the day when Chosŏn understands your ideals is near. But that is not the Chosŏn of the adults who are already grown <30> at present, but the Chosŏn of the young siblings currently attending school.

Teacher! Reforming character is indeed difficult.
"Do not be hasty, do not pretend to do it, naturally but without rest, improve bit by bit and become new."
This is how you always encouraged new comrades. Following your will, Teacher, I too have been trying to reform my character for 5 years already. However, looking back at myself, the improvement is not so remarkable. The only thing that consoles me is that when I worked as a reporter at the Tong-A Ilbo Company and as a teacher at Kyŏngsin School:
(1) I devoted my whole heart and strength for the work.
(2) Before my illness, I strictly kept the office hours.
(3) I loved the newspaper company and the school as my own.
This, I think, is solely the effect of cultivating myself following you, Teacher.

However, still, my own life and death, suffering and joy, are felt (생각히코) more keenly than the rise and fall of Chosŏn, and labor for my mouth and belly is considered (생각킴니다) more precious than labor for principles. I had set a plan to complete the reform of my character by the age of 40. But the illness that has now arisen in my body, I do not know if it will let me see that time.

"Our people lack love. Love between father and son, love between husband and wife, love among comrades, love for the work one does, love for the group one serves, love for strangers... Our people lack love. Because love is lacking, there is hatred, there is jealousy (猜忌), there is strife (爭鬪) – this is one reason we cannot unite."
These are words you always said to new comrades, Teacher. <31>
"Therefore, let us study loving. Just as we study being practical (務實), study practicing diligently (力行), let us study loving."
You said this countless times. "Study loving!" I think this phrase was probably first coined by you, Teacher.

Through Dr. Cho this time, you worried about the relationship between Yu Ŏkkyŏm Kun and myself, and told me to strive as much as possible to clear up Yu Kun's misunderstanding. That is how much you love Yu Kun and me, Teacher. You love us so much that you cannot forget and worry constantly. However, I have not been able to love Yu Kun that much. Since Yu Kun does not greet me, I do not greet him either. Since Yu Kun does not wish to meet me, I do not wish to meet Yu Kun – it has been like this.

Last year, Teacher, you and I had this conversation:
"Go visit Yu Kun."
"But he says he won't meet me."
"Still, go visit him. Go visit him however many times it takes until Yu Kun smiles and takes Ch'unwŏn's [Yi Kwangsu's pen name] hand in greeting. Love and sincerity will surely move Yu Kun's heart."
You taught me thus. However, for over a year since then, I have not been able to do as you taught. There are various excuses, but ultimately, it is because my love for comrades is insufficient. But from now on, I will try. I believe that if it were you, Teacher, you would surely have done so.

It is the same regarding the Tongu Kurakpu (Friends' Club). When I think that if I had had a little more love and sincerity, I could surely have moved everyone and achieved unity already, I only feel ashamed.

"Let Chosŏn people love one another. Let's forgive each other's faults and praise each other's good deeds. Let us pitiful Chosŏn people never fight amongst ourselves. And let this be even more so among comrades!" <32>
This is the gist of a passage from the letter you addressed to compatriots last year (which was serialized in the Tong-A Ilbo but banned by the authorities).

I have never seen you get angry, Teacher. I have seen you weep, but in the full two years I served you, I never once saw you become wrathful. When I went to get a room at the inn where I was staying with you in Shanghai, I got angry seeing the discourtesy of the bellboy. At that time, I remember you saying with a peaceful smile, "Don't get angry." I saw then that within your peaceful smile, there was a tinge of sadness for me – for my bad temper. From that time, I have studied not getting angry and studied treating even those who hate and slander me with love and forgiveness, but there hasn't been much effect. Observing carefully, there is indeed a lack of love and forgiveness among us, and much tendency towards anger, jealousy (싀긔하고), and nitpicking (吹毛覓疵).

"Study loving!"
I think this is a great subject of study for our people.

But the life of the new Chosŏn is gradually growing. Although it may not grow large in a day or two (하로 잇흘), I believe the day will surely come when all people will look up to it. I believe that the seeds you sowed, Teacher, will never be in vain, and that in your tear-filled eyes gazing upon the homeland from a distant land thousands of miles away, there will be a smile of hope and satisfaction.

"The End" <33>

**Summary**

This 1925 letter from Yi Kwangsu to An Ch'angho, written for the magazine *Kaebyŏk*, expresses Yi's joy at hearing of An's well-being but also reveals his own diagnosis of terminal spinal caries. Despite facing death, Yi pledges to continue working for An's ideals. He laments the despair and disunity within Korea, criticizing the independence movement's lack of practical preparation, echoing An's long-held "strength preparation" doctrine (실력 양성론). Yi contrasts the disillusionment of older figures with the potential of young Koreans to embrace An's emphasis on truth, sincerity, diligence, loyalty, courage, self-sacrifice, and unity ("study loving"). He reflects on his personal struggles to reform his character according to An's teachings and expresses regret for failing to reconcile with Yu Ŏkkyŏm, vowing to follow An's guidance. Ultimately, Yi affirms his belief in the eventual success of An's vision for a new Korea built on strong character and preparation, carried forward by the younger generation.

From a historical perspective, this article is significant as it captures Yi Kwangsu, a major intellectual figure, grappling with personal mortality while articulating a specific philosophy for the Korean national movement, heavily influenced by An Ch'angho. It starkly reveals the internal debates and disillusionment following the March First Movement, contrasting approaches focused on immediate action versus gradual preparation and character building. Yi's self-criticism and emphasis on "loving" and overcoming personal failings like anger and factionalism provide insight into the ethical dimensions sought by some nationalist leaders. Historians would find Yi's pessimistic assessment of the current generation of leaders ("almost all have lost heart") and his placing hope in the youth, alongside his personal health struggles and evolving views (which would later lead him towards collaboration), particularly interesting.

**Named Entities**

島山 安昌浩先生	도산 안창호 선생	Tosan An Ch'angho Sŏnsaeng
이러케 선생은 새로 동지들에게 늘 권하섯습니다. 저도 선생의 뜻을 바다 제 인격을 고처보노라고 한지가 벌서 5년이 되엿습니다, 그러나 스스로 저를 돌아보면 개선된 것이 그러케 현저하지 아니합니다. 오직 하나 위로하는 것은 제가 東亞日報사에 기자로 儆新學校에 교사로 일을 볼 때에
(1) 일을 위하야 全心力을 다한 것
(2) 身病이 잇기 전에는 꼭 視務時間을 지킨 것
(3) 신문사와 학교를 내 것으로 사랑한 것
입니다. 이것이 오직 선생을 따라 수양한 효과인가 합니다.
그러나 아직도 朝鮮의 흥망보다도 나 자신의 死生과 苦樂이 더 適切하게 생각히코 主義를 위한 勞役보다 口腹을 위한 勞役이 더 소중하게 생각킴니다. 저는 40세를 기한으로 하야 제 인격의 개조를 완성하랴고 계획을 세우고 잇섯습니다. 그러나 지금 몸에 생긴 병은 저를 그때까지 보게 할는지 알 수 업습니다.
「우리 민족에게는 사랑이 부족하오. 부자간의 사랑 부부간의 사랑 동지간의 사랑 자기가 보는 일에 대한 사랑 자기가 위한 단체에 대한 사랑 모르는 사람에게 대한 사랑... 우리 민족에게는 사랑이 부족하오. 사랑이 부족한지라 증오가 잇고 猜忌가 잇고 爭鬪가 잇소-우리가 단결 못되는 원인의 하나도 여긔 잇소」
이것은 선생께서 새로온 동지들에게 늘 하시던 말슴입니다.＜31＞
「그러닛가 우리는 사랑하기 공부를 합시다. 務實하기 공부, 역행하기 공부를 하는 양으로 사랑하기 공부를 합시다」
이러케 수업시 말슴하섯습니다. 「사랑하기 공부!」 아마 이것은 선생께서 처음 내신 문자라고 생각합니다.
이번 趙博士 便에 선생께서는 兪億兼君과 저와 관계를 근심하시고 절더러 어듸까지든지 兪君의 오해를 풀도록 힘쓰라 하섯다. 그처럼 선생은 兪君과 저를 사랑하십니다. 두고두고 닛지 못하고 걱정하시도록 사랑하십니다. 그러나 저는 그처럼 兪君을 사랑하지 못하엿습니다. 兪君께서 人事를 아니하시니 나도 아니한다. 兪君께서 나를 맛나시기를 願치 아니하시니 나는 兪君을 맛나기를 願치 아니한다-이 모양으로 왓섯습니다.
작년에 선생끠서 저와 이러한 회화가 잇섯습니다.
「兪君을 차자가 보시오」
「兪君이 저를 안 맛난다시는걸요」
「그래도 차자가 보시구려. 멧번이든지 兪君이 웃고 春園의 손을 잡아 마즐 때까지 차자가 보시구려. 사랑과 정성이 반다시 兪君의 맘을 움지기리다」
이러케 가르처 주섯습니다. 그러나 저는 그후 1년이 넘도록 선생께서 가르치신대로 하지를 못하엿습니다. 여러 가지 핑게도 잇지마는 決局은 제가 동지에게 대한 사랑이 부족한 것입니다. 그러나 이제부터는 해보려 합니다. 선생가트시면 반다시 그대로 하섯슬 것을 밋습니다.
또 同友俱樂部에 대하여서도 그러합니다. 좀더 제게 사랑과 정성이 잇섯더면 반다시 여러분을 움지겨 벌서 合할 수가 잇섯슬 것을 생각하면 오직 붓그러울 뿐입니다.
「朝鮮ㅅ 사람끼리 서로 사랑하자. 허물일랑 서로 용서하고 잘하는 것은 서로 칭찬하자. 불상한 朝鮮ㅅ 사람끼리는 결코 서로 다토지 말자. 그리하되 동지간에는 더욱 그러하자!」＜32＞
이것은 선생께서 작년에 동포에게 고하는 편지(東亞日報에 연재되다가 당국의 금지를 당한) 중의 一節의 大意입니다.
나는 일즉 선생께서 성내시는 양을 못보앗습니다. 우시는 것은 보앗스나 노여시는 것은 선생을 모신지 滿2個年에 한번도 뭇보앗습니다. 제가 선생을 모시고 上海에서 잇던 여관에 방을 잡으러 갓다가 뽀이의 不恭한 것을 보고 성을 내엇습니다. 그때에 선생은 和平한 우슴으로 「성내지 마시지오」
하신 것을 긔억합니다. 저는 그때에 선생의 和平한 우슴속에는 저를 위하야-제의 낫븐 성질을 위하야 슬퍼하는 빗이 잇슴을 보앗습니다. 그때부터 성내지 안키 공부를 하고 나를 미워하고 毁謗하는 사람에게까지라도 사랑과 용서로 대하기를 공부하엿스나 크게 효과가 업슴니다. 그런데 가만히 살펴보니 우리 중에는 과연 사랑이 부족하고 용서가 부족하고 성내고 싀긔하고 吹毛覓疵하는 風이 만습니다.
「사랑하기 공부!」
이것은 우리 민족의 큰 공부 제목이라고 생각합니다.
그러나 새 조선의 생명은 점점 자랍니다. 그것이 하로 잇흘에 커질 것이 아니라 하더라도 반다시 만사람이 그것을 우럴어볼 날이 올 줄 밋음니다. 선생끠서 뿌린 씨가 결코 헛도히 되지 아니할 줄을 선생끠서도 밋으시니 萬里異域에서 고국을 바라보시는 눈물 그린 선생의 눈에는 희망과 만족의 우숨이 잇스리라 하고 밋음니다.
「끗」＜33＞
＜27-33＞
