**Header Section:**
Magazine Title: 삼천리 제13권 제1호
Publication Date: 1941년 01월 01일
Article Title: 金日成 等 反國家者에게 勸告文, 在滿同胞 百五十萬의 總意로 (Admonition to Anti-State Persons Like Kim Il-sŏng, By the General Will of 1.5 Million Compatriots in Manchuria)
Author: Attributed to the 東南地區特別工作後援會本部 (East Manchuria Special Operations Support Committee Headquarters)
Article Type: 논설 (Editorial/Argumentative Essay)

**Body Text Translation:**
Admonition to Anti-State Persons Like Kim Il-sŏng, By the General Will of 1.5 Million Compatriots in Manchuria

Because a considerable number of anti-state armed groups, starting with Kim Il-sŏng (金日成), are rampant in the East Manchuria (東滿) area, disrupting the domestic public order, the 1.5 million compatriots in Manchuria (在滿同胞), spurred by compatriotic love, have risen up before the impending "final great annihilation campaign of this winter" by the Japanese-Manchukuo Military Police (日滿軍警) to urge them to reflect and surrender, now dropping numerous leaflets of admonition via airplane. This is the full text of that admonition.

To you gentlemen, wandering aimlessly through the desolate mountains and fields, eating in the wind and sleeping in the dew! To you pitiable gentlemen, who, in the primitive realms of the dense forests, cannot see the light of modern civilization and are gambling your precious lives like blades of grass due to unfortunate blind faith! The final day has come when you must cleanly liquidate your cursed fate! Will you live! Or die? This Committee (本委員會), formed by uniting the general will (總意) of 1.5 million white-clad compatriots, has risen up now to open a path for you gentlemen, faced with the harsh reality of the final great annihilation campaign by the military and police to be unfolded this winter, to reflect and surrender as a last resort. Preventing your meaningless, wasteful deaths and rescuing you gentlemen onto the path of new life is considered the supreme command of compatriotic love bestowed upon us 1.5 million, and representing the 1.5 million Korean compatriots scattered throughout every nook and cranny of all Manchuria, delegates from various places gathered in the capital, Shinkyō (新京), on October 30th and solemnly declared to admonish you gentlemen to surrender, hereby ordering this Committee to execute that general will. In our Manchukuo (我滿洲國), which is holding fast to the great ideals of realizing ethnic harmony and creating a world of morality, and making brilliant strides forward, 1.5 million compatriots are fulfilling their duties as citizens as loyal constituent elements and advancing on the path of glorious prosperity. However, that there still exist unfortunate gentlemen like you, a part who cannot see the light of civilization and are completely detached from the benefits of state facilities and legal protection due to fictional blind faith, is not only a great stain on the nation but also a serious humanitarian problem that cannot be overlooked, allowing gentlemen who share our blood to continue living such miserable lives in this world. Therefore, this Committee, representing the general will of 1.5 million, solemnly admonishes you gentlemen to return immediately to become good citizens (良民) without exception and come back into the fold of compatriotic love. We expect you gentlemen to realize that this admonition is an expression of the utmost sincerity (至情) into which 1.5 million have poured their heart's blood and the warm affection (愛情) of 1.5 million pitying (燐愍) your situation, and without turning away from compatriotic love, seize this opportunity (206) to have a great awakening (飜然大悟), wake from the nightmare of the past, and emerge onto the great road of new life. On the day you gentlemen return to our warm affection (溫情), this Committee, going beyond guaranteeing your lives, will guide you to a stable life, and measures for stable living, allowing you to live a peaceful life with us, men plowing and women weaving, have also been prepared by the hands of this Committee through the crystallization (結晶) of the loving charity (慈愛) of 1.5 million who worry about your situation.

Gentlemen, who spend the prime of your lives in murderous perils due to uncritical political blind faith, cut off (隔絶) from all worldly benefits, and wander (彷徨) daily at the crossroads of life and death!
Pause for a moment your steps weary from wandering the wilderness, and with an open mind (虛心坦懷), lend an ear to the admonition filled with the utmost sincerity of us 1.5 million. Close your eyes and quietly reminisce about your past. Furthermore, extend your thoughts far away to the beloved mountains and rivers of your homeland where willows (楊柳) droop, and also to your beloved parents, siblings, wives, and children, unforgettable even in dreams (夢寐間). How do you intend to console (報慰) the lamentations (悲歎) of your parents who spend their days in tears thinking of your situation, wandering aimlessly in this severe cold (酷寒) of Manchuria where wind, dew, and snow seem to bite the bones? We 1.5 million, who share blood with you, are not so heartless (沒人情) and merciless (無慈悲) as to view this misfortune and tragedy as someone else's affair and watch idly (座視). Thus, we have risen up to eradicate this unfortunate state and also to transcend this tragedy and rescue (救濟) you gentlemen to the bright shore beyond (彼岸). Even if one lives a smooth life, human life, which is less than 60 years, is inherently a difficult path (行路難), and the incessant twists and turns of the world naturally make one lament (懷歎) the impermanence (無常) of life; how much more reckless and foolish an act (愚擧) is it to stir up unnecessary waves, choose for yourselves a reckless and meaningless (孟浪無意) life of peril, and throw away your precious lives under the threat of guns, swords, jackals, and wolves (銃劒豺狼)? Of course, we have heard that the motivating factor (動因) that led you gentlemen to today's misfortune lies in your simple (素朴) ideological sympathy (共鳴) for Communism. However, you must thoroughly realize that today's Communism is not an ideology valuable enough to cling to (固持) even by staking the sacrifice of your entire lives up to now and all the calamities (慘禍) resulting from your delusional (迷妄) actions. You should know that as the world situation has changed drastically and the reality of the Far East is now completely different (判異) from when you blindly followed Communism in a trendy (流行的) way in the past, the views of knowledgeable people regarding it have naturally changed. Therefore, finally, we convey accurate news about the Communist Soviet Union (蘇聯) and the current situation in the Far East to you gentlemen, and once again admonish you in the general will of 1.5 million to immediately awaken from the ideological delusion, the cause of your misfortune, which has become a kind of mental chronic illness (痼疾) due to uncritical acceptance.

The Eradication of the Red Peril (赤禍) and the New Situation in East Asia
Because Communism is a materialistic (唯物的) and mechanistic (器機的) ideology whose primary purpose in life is only to satisfy human material desires equally, it obliterates (抹殺) the virtues of the human spirit, (207) and furthermore, through its theory of transitional dictatorship (階段獨裁論) for seizing political power and its destructive methodology that does not distinguish means for the sake of the end, it brews useless internal conflict (國內相剋), disturbs (攪亂) national peace, and has produced cruel scenes of modern hell throughout the world—its sins (罪惡) are a great stain on normal human culture. In its origin, the Soviet Union, based on the murderous materialist authoritarian ideology that enforces the strengthening of the Party's autocracy (專制) as the highest goal of maintaining social order, the current dictator Stalin (스탈닌) acquired the present-day Soviet regime, more powerful than Nero's. In this process, he sequentially slaughtered (屠殺) almost all the founding figures (元勳) called the 12 giants during Lenin's (레닌) time, who played the most important roles as fellow comrades, such as Trotsky (트로츠키), Kamenev (카메네프), Zinoviev (지노비에프), leaving out only Kalinin (칼리닌). Besides these, tens of thousands of lives are being sacrificed for the maintenance of power by the inhuman Red Tyrant (赤色暴君). Furthermore, the Soviet Union, currently based on Stalin's principle of Socialism in One Country, has abandoned Trotsky's active theory of world communization and is solely focused on its survival as a Red state. Only to cleverly use foreign Communist forces as its defense perimeter does it display a malicious attitude of seeming to provide aid to Communist parties in various countries, encouraging movements to destroy domestic order through violence. Then, once the situation turns unfavorable, it routinely pretends ignorance, causing reckless blind followers of Communism to drink the bitter cup (苦杯) of miserable slaughter all over the world. The number sacrificed when the Popular Front faction in Spain (西班牙), incited (煽動) by the Soviet Union, fought against the Nationalists (國家主義者) is said to reach 370,000, yet the Soviet Union merely watched idly (黙黙座視) their miserable end, claiming it could not provide aid due to distance. Besides this, resentful ghosts (怨鬼) numbering in the thousands and tens of thousands, who met tragic ends due to the groundless incitement of the Comintern (코민테른) in various parts of the world, curse Stalin from the underworld. It is truly chilling (戰慄) even to imagine finding the images (映像) of you pitiable gentlemen among the blind masses (群盲) who, intoxicated by the sweet words of instigators who disregard others' sacrifices to secure their Red throne, meaninglessly throw away their precious lives. Furthermore, do you know or not the reality that the Soviet Union, recently adhering to its nationalist policy, under the condition of mutual non-interference in domestic affairs (相互國內秩序不干涉), is steadily adjusting diplomatic relations and making concessions (讓步) to Japan (日本), yielding to its military might (威武)? From this perspective, for you gentlemen, completely cut off from the 1.5 million compatriots, to attempt resistance with a meager (貧弱) few hundred rifles against the millions of elite Japanese-Manchukuo troops, peerless in the world and equipped with modern armaments covering land and air, is truly an act whose foolishness and inferiority we 1.5 million cannot but lament (慨歎), like a praying mantis trying to stop a chariot (螳螂拒撤), which has its limits.

The Japanese Empire (日本帝國), in order to awaken (警醒) the peoples of East Asia (東亞) not only from such murderous Communist calamities but also from all individualistic, instinctual, materialistic Western delusions (迷妄), and return them to the natural state (本然한 姿態) of the beautiful ethics (倫理) of East Asian peoples, and to establish a new order of an Eastern ideal society centered on the interests of a spiritual, moral state, is driving the Chiang Kai-shek (蔣介石) regime, which resists as a puppet (傀儡) of the Euro-American white people instead of cooperating, all the way to Xishu (西蜀), thereby proclaiming (宣揚) its might (威武) to the world (208). Manchukuo is truly a model (標本) of this new order realizing the co-existence and co-prosperity (共存共榮) of the East Asian peoples, already consolidating (鞏固) its national foundation (國礎) step by step with the creation of a world of morality, admired by the world, as its national policy (國是), through the seamless (一絲不亂) cooperation of the five races within the country. If you gentlemen escape from illiteracy (文盲), break out of the dense forests, encounter the astonishing true form (眞姿) of Manchukuo's development under broad daylight (白日下), and see the harmonious lives (和樂한 生活) of your compatriots advancing alongside other ethnicities as elements practicing the founding ideals in a cheerful (明朗) mood, you should surely realize how detached (乖離) from the reality of the Far East and how utterly reckless your current lives are, based on deluded thoughts and wild fancies (迷論妄想). Within Chōsen (朝鮮), 23 million compatriots, under the majestic light of the Japanese Empire, have completely liquidated (淸算) the biased (偏頗) nationalist ideas of the past down to the very last person, and are walking the path of prosperity that feels like a different era (隔世의 感) under the glory of being subjects (臣民) of the Japanese Empire. Thus, for anachronistic (時代錯誤) heretics (異端者) like you gentlemen to still exist, wandering (彷徨) in the dense forests of Manchuria (浮洲의 密林 - likely a typo or term for Manchuria/remote areas) ignorant of reality, would be considered a strange (怪異) affair unbelievable by common sense. Taking advantage (奇貨) of the fact that the Japanese-Manchukuo Military Police have hitherto not conducted comprehensive, concentrated subjugation (總括的으로 集中討伐) against you, merely roaming (橫行) the mountain forest zones, you prey upon the pitiful poor peasant compatriots (貧農同胞) who came to remote areas (僻地) seeking a way to live from Chōsen, falling into such dire straits (窮境) that you must snatch away even the last pitiful rags (襤褸) they possess. For whom, ultimately, are you tormenting yourselves and making even the unfortunate poor peasant compatriots weep? Your current situation and the heart-rending tragic scenes (哀切한 慘景) of the displaced compatriots due to your looting (掠奪) can truly be called a great tragedy of fratricide (骨肉相殘) to be left in the history of the Korean people. Can the 1.5 million compatriots in Manchuria, who share blood with you, consider your misfortune as our own, and cannot help but grieve together over the sad tears of the victimized compatriots, simply watch this situation idly (座視)?

Alas!! Gentlemen wandering in the dense forests!!
Seeing this admonition, immediately make the final decision (斷案) and leap out onto the path of rebirth (更生)! Acknowledge shame as shame, repent (懺悔) what needs repenting, instantly break away from your hitherto uniquely unstable life in the world, and return to the warm affection (溫情) of compatriotic love. Then, convert and dedicate (轉換奉仕) your martial valor and spirit to the sacred task (聖業) of constructing the New East Asia! It is not too late! Respond now immediately to the final appeal (呼訴) of us 1.5 million compatriots. This Committee's thorough preparations (萬般準備) to guide you gentlemen to a peaceful life with utmost effort await you.

East Manchuria Special Operations Support Committee Headquarters (東南地區特別工作後援會本部)
(Inside Kirimhoe (鷄林會), Hanil-t'ong (韓日通), Shinkyō Special City (新京特別市))
△Advisors: Kiyohara Norimasu (淸原範益)
Ch'oe Nam-sŏn (崔南善)
Nakahara Kōjun (中原鴻洵)
△General Affairs: Pak Sŏk-yun (朴錫胤)
Ihara Sōhitsu (伊原相弼)
Kim Ŭng-du (金應斗)
△Standing Committee Members: Ch'oe Ch'ang-hyŏn (崔昌鉉) (Shinkyō) Pak Chun-byŏng (朴準秉) (Shinkyō) Yi Sŏng-jae (李性在) (Shinkyō) Kim Tong-ho (金東昊) (Andong) Kaneko Shōzaburō (金子昌三郞) (Yingkou) Sŏ Pŏm-sŏk (徐範錫) (Pongch'ŏn) Kim Kyo-hyŏng (金矯衡) (Pushun) Kim Chung-sam (金仲三) (Ch'ŏllyŏng) and 60 others (209)
<206-209>

**Summary**

This 1941 editorial from the magazine *Samch'ŏlli* is a lengthy appeal from the "East Manchuria Special Operations Support Committee Headquarters," claiming to represent 1.5 million Koreans in Manchuria, urging Kim Il-sŏng and other Korean anti-Japanese partisans ("anti-state persons") to surrender before an imminent large-scale Japanese-Manchukuo military campaign. It portrays the partisans' lives as miserable, futile, and based on the false ideology of Communism, contrasting it with the supposed peace, prosperity, and moral order under Manchukuo and the Japanese Empire. The text heavily employs pro-Japanese and anti-communist propaganda, promises amnesty and resettlement, and frames surrender as a return to "compatriotic love." Historically, this article is significant as it directly names Kim Il-sŏng, indicating his recognized prominence as a resistance leader by 1941. It exemplifies the sophisticated psychological warfare and co-option tactics used by Japanese authorities and collaborating Korean groups (like the one sponsoring this appeal, which included prominent figures like Ch'oe Nam-sŏn) to quell armed resistance in Manchuria, highlighting the complex divisions within the Korean community under colonial rule and the intensity of the counter-insurgency efforts.

**Named Entities**

金日成	김일성	Kim Il-sŏng
荒野의 漂泊에 疲勞한 거름을 暫間 멈추고 虛心坦懷하야 我等 150萬의 至情을 다한 勸告에 귀를 기우리라. 눈을 감어 고요히 君等의 過去를 回想하여 보라. 또 다시 想念을 멀니 楊柳 느러진 그대들의 그리운 故鄕山川으로 또한 夢寐間에도 이즐 수 없는 그대들의 그리운 父母兄弟妻子에게 미처보라. 風露雪이 뼈를 어이는 듯한 이 滿洲의 酷寒에 定處없이 彷徨하는 君等의 身上을 생각하야 눈물로 歲月을 보내는 그대들의 父母의 悲歎을 君等은 무엇으로써 報慰하려는가? 이 不幸과 悲劇을 君等과 피를 함께 한 我等 150萬은 他人의 일로 알고 無關心하게 座視할 수 있도록 沒人情하고 無慈悲하지 않은 것이다. 이에 我等은 이러한 不幸한 狀態를 絶滅시키기 爲하야 또한 이 悲劇을 超越하야 光明의 彼岸으로 君等을 救濟키 爲하야 蹶起한 것이다. 人生 不過 60에 順調로운 生涯을 보낸다 하여도 本來가 行路難인 人世의 不絶한 曲折은 自然 人生의 無常을 懷歎케 하거든 하물며 必要없는 波瀾을 이르켜 孟浪無意한 險難의 生涯를 自取하고 銃劒豺狼의 脅威下에 貴重한 君等의 生命을 내여던진다는 것은 이 얼마나 無謀한 愚擧리요. 勿論 이렇게 君等을 今日의 不幸에 誘導한 動因이 君等의 素朴한 共産主義에 對한 思想的 共鳴에 있는 것을 我等은 聞知한다. 그러나 今日의 共産主義란 諸君의 今日까지의 全人生의 犧牲과 諸君의 迷妄된 行動으로 因한 모든 慘禍를 賭하야서까지 此를 固持할 만큼 價値있는 思想이 아님을 徹底히 깨다러야 한다. 世界大勢가 一變하고 極東의 現實이 諸君의 過去 共産主義에 對한 流行的 盲目的 追從을 할 때 보담 全然 判異한 現在에 있어서는 이에 對한 識者의 見解도 스스로 달르게 된 것을 아러야 할 것이다 . 이에 끝으로 共産主義 蘇聯 밋 極東의 現勢에 對하야 正確正한 消息을 諸君에게 傳達하야 無批判的으로 一種의 精神上 痼疾이 되고 있는 君等의 不幸의 原因인 思想上 迷妄에서 즉시 깨여 나오기를 150萬의 總意에서 다시 勸告하는 바이다.

赤禍의 絶滅과 東亞의 新形勢
共産主義라는 것이 人間의 物質的 慾望을 均等으로 充足시키는 것만을 人生目的의 第1義로 하는 唯物的인 器機的인 思想임으로 因하야 人間情神의 美德을 抹殺시키고(207) 더욱이 政權奪取를 爲한 그 階段獨裁論과 目的을 爲하야는 手段을 가리지 안는다는 破壞的 方法論에 依하야 無用한 國內相剋을 釀成하고 民族的 平和를 攪亂하야 殘忍한 現代地獄相을 世界到處에서 演出한 罪惡은 正常한 人類文化의 一大 汚點이다. 그 本尊인 蘇聯에 있어서는 黨의 專制를 强化하는 것을 社會秩序維待의 最高目的임과 같이 强惡하는 殺伐的 唯物强權思想에 依하야 現在의 獨裁者 스탈닌은 네로 以上의 强力한 今日의 蘇聯政權을 獲得하였는데 이 過程에 있어서 彼는 壹同志로써 가장 重要한 역할을 演한 所謂 레닌 在世時 12巨頭라는 人物 中 칼리닌을 내 놓고는 트로츠키, 카메네프 지노비에프 等 元勳을 모다 順次 屠殺하였고 以外에도 數萬의 生命이 非人道的인 赤色暴君의 權力維持를 爲하야 犧牲되고 있는 것이다. 또한 蘇聯은 現在 스탈린의 一國社會主義의 原則에 基하야 트로츠키의 積極的 世界赤化論을 斷念하고 오즉 赤色國家로써의 生存에 餘念이 없다. 오즉 外國의 共産勢力을 巧妙하게 그 國防外廓으로써 利用하기 爲하야서만 各國의 共産派에 援助를 줄 듯한 惡辣한 態度를 表示하여 폭력에 依한 國內秩序破壞運動을 助長하여 놓고는 한번 形勢가 不利하야지면 문득 不問不知에 付하기를 例事로 하야 無謀한 共産主義 盲從者들은 世界到處에서 悽慘한 被殺의 苦杯를 마신 것이다. 西班牙의 人民戰線派가 蘇聯의 煽動으로 國家主義者와 抗爭하다가 犧牲된 數는 37萬名에 達한다고 하는데 蘇聯은 이에 對하야 距離上 關係로 援助할 수  없다고하야 結局 無謀한 이들의 悲慘한 最後를 黙黙座視할 뿐이였다. 그 外에도 世界 各地에서 이른바 코민테른의 保障없는 煽動에 依하야 悲劇的인 最後를 마친 怨鬼는 數千數萬으로써 地下冥中에서 스탈린을 呪咀하고 있다. 赤色王座를 누르기 爲하야는 他의 犧牲을 不顧하는 煽動者의 甘言에 醉하야 貴重한 人生을 無價値하게 내던지는 群盲中에 가엾은 諸君들의 映像을 發見하는 것은 實로 想像만 하여도 戰慄할 일이라 할 것이다. 또한 最近 蘇聯은 그 國家主義的 政策에 則하야 相互國內秩序不干涉을 條件으로 하야 日本에 對하야는 그 威武에 順하야 着着國交를 調整하고 讓步를 하고 있는 現實을 아는가 모르는가. 이러한 觀點에서 150萬 同胞에서 完全히 隔絶된 諸君이 貧弱한 數百挺의 小銃을 가지고 空陸에 亙한 近代的 裝備를 가진 世界에 比類없는 精銳한 數百萬의 日滿軍에 抵抗을 試한다는 것은 實로 螳螂拒撤도 분수가 있는 일이라고 諸君의 愚 劣極함을 我等 150萬은 慨歎치 아니치 못하는 바이다.

日本帝國은 東亞諸民族을 이러한 殺伐的인 共産主義禍 뿐 아니라 一切의 個人主義的인 本能的인 唯物的인 西歐的 迷妄에서 警醒시켜 東亞諸民族의 아름다운 倫理의 本然한 姿態에 돌아가 精神的인 道義的인 國家의 利益을 本位로 한 東洋的인 理想社會의 新秩序를 樹立하기 爲하야 이에 協同치 않고 歐米白人의 傀儡가 되야 抵抗하는 蔣介石政權을 西蜀에까지 驅逐하야 그 威武를 世界에 宣揚하고(208) 잇다. 滿洲國은 實로 이러한 東亞謠民族의 共存共榮을 實現하는 新秩序의 標本으로써 이미 國內五族의 一絲不亂한 協力에 依하야 世界에 자랑할 道義世界의 創建을 國是로 하야 着着國礎를 鞏固히 하고 있다. 諸君이 文盲에서 버서지고 密林에서 뛰여나와 白日下 滿洲國發展의 驚異할 眞姿를 接하고 이에 明朗한 氣分으로 建國理想을 實踐하는 한 分子로써 他民族과 倂行하야 前進하고 있는 同胞들의 和樂한 生活을 보면 現在의 君等의 生活이 얼마나 極東의 現實과 乖離된 無謀하기 짝없는 迷論妄想임을 應當 깨다를 것이다. 朝鮮內에 있어서는 2,300萬의 同胞는 日本帝國의 威光下에서 過去의 偏頗한 民族主義的 觀念을 最後의 1人까지 完全히 淸算하야 日本帝國의 臣民된 光榮下에서 隔世의 感이 있는 繁榮의 길을 걷고 있다. 하리하야 諸君과 같은 時代錯誤의 異端者가 아직도 浮洲의 密林에서 現實을 모르고 彷徨하고 있는 事實이 尙有한다는 것을 알면 오히려 常識으로 믿을 수 없는 怪異한 일로 알만큼 되어 있는 것이다. 日滿軍警이 從來 諸君을 總括的으로 集中討伐치 안는 것을 奇貨로 하야 겨우 山間密林地帶로 橫行하다가 朝鮮에서 살 길을 찾아 僻地로 移來한 가엾은 貧農同胞를 노려 그 가지고 있는 가엾은 最後襤褸까지륊� 빼서가지 않으면 안되도록 窮境에 빠진 諸君은 大體 누구를 爲하야 스스로를 괴롭게 하고 불상한 貧農同胞까지를 울게 하는가? 諸君의 今日의 情狀과 諸君의 掠奪로 因한 移住同胞의 哀切한 慘景은 實로 朝鮮人의 歷史에 남길 骨肉相殘의 一大悲劇이라 할 것이다. 諸君과 피를 함께 하야 諸君의 不幸을 我等의 不幸으로 알고 被害同胞의 슬픈 눈물을 함께 슬퍼하지 아니치 못하는 150萬 在滿同胞는 이 事態를 그대로 座視할 수 있겠는가 없겠는가?

嗚呼!! 密林에 彷徨하는 諸君!!
이 勸告文을 보고 즉시 最後의 斷案을 내려 更生의 길로 뛰여 나오라! 부끄러움을 부끄러움으로 알고 懺悔할 것도 懺悔하고 이제까지의 君等의 世界에 類例없는 不安定한 生活에서 즉각으로 脫離하야 同胞愛의 따뜻한 溫情속으로 돌아오라. 그리하야 君等의 武勇과 意氣를 新東亞建設의 聖業으로 轉換奉仕하라! 때는 늦지 않다! 只今 곧 我 150萬 同胞의 最後의 呼訴에 應하라. 最善을 다하야 諸君을 平和로운 生活로 引導할 本委員會의 萬般準備가 諸君을 기다리고 있는 것이다.

東南地區特別工作後援會本部
(新京特別市 韓日通 鷄林會內)
△顧問 淸原範益
崔南善
中原鴻洵
△總務 朴錫胤
伊原相弼
金應斗
△常務委員 崔昌鉉(新京)  朴準秉(新京)  李性在(新京)  金東昊(安東)  金子昌三郞(營口)  徐範錫(奉天)  金矯衡(撫順)  金仲三(鐵嶺) 外 60名(209)
＜206-209＞
