Magazine Title: 삼천리 제13권 제1호
Publication Date: 1941년 01월 01일
Article Title: 愛國美談 (Patriotic Beautiful Stories)
Author: 編輯室 選 (Selected by the Editorial Office)
Article Type: 소식 (News/Dispatch)

Military State Beautiful Stories
Behold This Father of the Military State! A Father and Son Meet, But the Father Dies En Route: Private First Class Ch’oe’s Tearful Loyalty and Devotion
(Manchuria) Army Infantry Private First Class Ch’oe Ilho (崔一鎬) of the Gando Korean Special Force (間島朝鮮人特設隊) stationed in Sŏnmyŏngwŏlgu, Kyŏngdo, had a father who had been bedridden and groaning in sickness since early autumn. However, Private Ch’oe could not avoid going to the front lines at [illegible place] due to the autumn subjugation campaign, so he departed praying only for his father's recovery. Around the 20th, Private Ch’oe's father's illness suddenly worsened, leaving no hope for recovery. With a parent's heart wanting to see his son's face just once more, the family sent a telegram requesting Private Ch’oe's return. However, Private Ch’oe, his heart burning with the spirit of selfless public service (滅私奉公), intended to fulfill his filial duty through diligence in military affairs. Picturing his father's final moments in his mind, he declined his commander's recommendation for leave and devoted himself entirely to the subjugation effort with renewed vigor. Upon hearing this news, his father said, "That's right. Ilho is my son, yet he is not just my son. He is the Emperor's son, offered to the Emperor for the sake of the nation. How could I call such a son back for my own selfish desire? No matter how sick I am, I will go meet him, even if I die on the way." Forcing his frail, immobile body, the old man traveled to the front line where his son was striving for the country. After meeting his son and being reassured by seeing his son's vigorous and brave figure, he said, "Yes, please accomplish the things I could not do," bid his son a final farewell, and on his way back, passed away with a peaceful smile on his face at an inn on a street called Sipkiga (十騎街). Hearing this story, the residents of Myŏngwŏlgu (明月溝) rushed to send condolence money.

A New Start in Life: Former Bandit Mr. Kim Paeksan and Miss Yi Chŏngok’s Radiant Wedding Ceremony
(Kando) Mr. Kim Paeksan (金白山), who once harbored discontent towards the world, hid in the mountains, and troubled the Japanese military and police, later realized the disadvantage of his situation and was moved by the Manchukuo founding spirit of the Five Races Under One Union (五族協和) and One Virtue, One Heart (一德一心), surrendering in June of this year. Since then, repenting his past actions, he has been treading a new path solely as a faithful(154) citizen. Recently, his engagement to Miss Yi Chŏngok (李貞玉), the younger cousin of Mr. Yi Sanggyu (李商圭) of the Ch’ŏngjindang Pharmacy on Chinhak-ro, Anjŏng-gu, Yŏngil city, was finalized. On the 19th at 2 PM, their Eastern-style wedding ceremony was held at the Yŏnbinru restaurant in the city. The ceremony was attended by numerous government officials and civilians, including Provincial Vice-Governor Chūgen (中原), Chief of Security Section Tanaka (田中), and Assistant Prefectural Governor Ikeda (池田), and was conducted grandly. They plan to set up their new home on Anjŏng-ro, Anjŏng-gu, truly taking their first steps in life from now on.

Mother of the Military State: Sends Her Only Son as a Volunteer Soldier After Encouraging Him, Supports Family by Selling Vegetables
(Hamhŭng) There is a mother of a volunteer soldier (志願兵)! = Mrs. Pak (朴氏) of Hŭngsang-ri, T’oejo-myŏn, Hamju-gun (咸州郡 退潮面 興上里) is creating a beautiful military state story by sending her only son as a volunteer soldier and supporting the three young daughters left behind by working as a vegetable peddler, living bravely. Her son, who proudly enlisted as a volunteer soldier, is Ch’ŏngbon Yongung (淸本勇雄 - Japanese-style name). He had wished to volunteer since last year but was unsuccessful. This August, encouraged again by his mother, he applied and was splendidly chosen. He is currently undergoing training, and his performance is said to be excellent. Mrs. Pak, having offered her son to the nation, lives without any worry, praying only for her son's public service (奉公) and loyalty. She travels back and forth to Hŭngnam-ŭp, 15 *ri* away, peddling vegetables to cheerfully support her family of four, including the three remaining younger sisters. Hearing this admirable story, Shimizu (淸水), the Hŭngnam police chief, was greatly moved and personally visited her a few days ago to offer encouragement and praise.

The Sincere Loyalty of One Thousand Kisaeng and Yeigi: Donation Ceremony for 8 Anti-Aircraft Machine Guns Held at Changch’ungdan
Though they are women of weak and unfree bodies who sell laughter and song, stating, "Our patriotic fervor is second to none," they saved money bit by bit to donate eight anti-aircraft machine guns. The donation ceremony, carried out by about one thousand kisaeng (妓生), ch'anggi (娼妓 - lower-class entertainers/prostitutes), and yeigi (藝妓 - geisha/skilled entertainers) from the Chosŏn Kwŏnbŏn (朝鮮券番), Hansŏng Kwŏnbŏn (漢城券番), Tong Kwŏnbŏn (東券番), Pon Kwŏnbŏn (本券番) within the Ponjŏng jurisdiction, the Kyŏngsŏng Restaurant Business Association (京城料理業組合), and the Sinjŏng Licensed Quarter (新井遊廓), was held grandly on the 23rd at 3 PM in Changch’ungdan (獎忠壇) Park, colored deeply by autumn. Amid the admiration and praise of numerous military officials and civilians, including Kurashige (倉茂), head of the Korean Army Information Department; Captain Hirai (平井) of the Korean Army Patriotic Department; Seto (瀨戶), head of the Kyŏnggi-do Police Department; and chiefs of various police stations in the city. After the donation ceremony, under the direction of Captain Hirai, the ch'anggi, yeigi, and kisaeng raised their delicate hands (섬섬옥수) towards the autumn sky for a demonstration firing of the donated machine guns.(155)
<154-155>

**Summary**

This article compiles four "beautiful stories" intended as propaganda to showcase Korean loyalty and contribution to the Japanese Empire during wartime (1941). The stories feature a Korean soldier in the Manchukuo army whose father prioritizes his son's military duty over seeing him before death, a former anti-Japanese bandit who surrenders and marries, a mother who encourages her only son to enlist as a volunteer soldier and supports her family, and a large group of Korean entertainers (kisaeng, etc.) donating funds for anti-aircraft guns. From a historical perspective, these narratives are significant examples of pro-Japanese propaganda targeting the Korean populace, aiming to foster imperial loyalty, encourage military enlistment (especially the "volunteer" system), and legitimize Japanese rule and the war effort by highlighting collaboration and sacrifice from various segments of Korean society, including marginalized groups like entertainers and former dissidents. Historians would find the specific examples, the language used (emphasizing loyalty, sacrifice, imperial service), and the targeted groups (soldiers, reformed individuals, mothers, entertainers) useful for understanding colonial propaganda strategies and the complex realities of Korean society under Japanese rule.

**Named Entities**

崔一鎬	최일호	Ch’oe Ilho
(滿洲) 경도 선명월구에 있는 간도조선인특설대(間島朝鮮人特設隊) 육군보병(陸軍步兵) 최일호(崔一鎬) 중병(中兵)의 부친으로 첫가을부터 병석에 눕게 되여 신음중이였으나 최중병은 추기토벌관게로 OO지 제1선에 나가지 않을 수 없어 부친의 병이 쾌차하기만 빌면서 출동하였었다. 그리든 중 지난 20일경 최중병의 친환은 갑작이 악화하야 다시 회생할 히망이 없게되자 어버이의 마음이라 자식의 얼굴을 한번이라도 보려고 원하자 집안식구들은 최중병의 귀가를 원하는 전보를 하였으나 최군은 멸사봉공의 정신에 불타오르는 마음이라 군무에 정려함으로써 효제의 도를 다하려고 아버지의 임종을 눈 앞에 그리면서 대장의 휴가의 권고도 사양하고 용약토벌에 진력을 다하고 있었다. 이 소식을 들은 그 부친은『그렇다. 一鎬는 내 아들이면서 내 아들이 아니다. 그는 국가를 위하야 임금께 바친 임금의 아들이다. 그런 아들을 내 혼자의 욕심으로 불르다니 될 말이냐. 내 아무리 병중이라 하나 찾아가 맞나고 중도에서 죽어도 좋다』고 일으킬 수 없는 그 노구를 억지로 아들이 나라를 위하야 애쓰고 있는 제일선에까지 찾아가 그 아들을 대면한 후 내 아들의 힘찬 그 용자를 보고 안심한 후 『오냐 내가 못한 일을 네가 마타 해달라』고 부탁한 후 마지막 아들과 작별하고 돌아오든 도중 十기가(十騎街)라는 거리의 어느 여사에서 안심하는 얼굴로 웃으면서 이 세상을 떠났다. 이 이야기를 들은 명월구(明月溝) 주민들은 다투어 조위금을 보내주었다.

人生의 再出發 匪賊이든 金白山君 李貞玉孃과 빛나는 結婚式
(間島) 한때는 세상에 대한 불평을 품고 산중으로 숨어 다니며 일만군경을 괴롭게 하다가 자기의 신변이 불리할 것을 깨닫는 외에 五족협화와 一덕一심의 만주건국정신에 감화된 바 있어 금년 6월에 귀순한 김백산(金白山)군은 그 동안 지나간 일을 뉘우치며 오로지 충실한(154) 국민으로서 새로운 길을 닥거가고 있든 바 금번 연길가 안정구 진학로(安定區 進學路) 청진당약방 리상규(李商圭)씨의 종매인 리정욱(李貞玉)양과의 약혼이 성립되여 지난 19日 오후 2시부터 시내 연빈루(延賓樓)에서 동양인의 결혼식이 거행되었는데 동식장에는 중원(中原) 성차장 전중(田中)경비과장 지전(池田)부가장의 관민 다수가 참석한 가운데 성대히 거행하였다. 그들은 새살림을 안정구 안정로에 채리리라 하며 인제부턱 참으로 인생의 첫발을 들여놓기로 되었다.

軍國의『어머니』독자를 격려하야 지원병으로 보내고 채소상으로 링가 생활
(咸興) 지원병(志願兵)의 어머니가 있다 = 함주군 퇴조면 흥상리(咸州郡 退潮面 興上里) 박씨(朴氏)는 그 하나밖에 없는 아들을 지원병으로 보내고 뒤에 남긴 어린 딸 3명을 더리고서 야채(野菜)행상을 하야서 씩씩하게도 생게를 이어가고 있는 군국미담을 비저내고 있다. 지원병으로 청청한 입영을 한 그의 아들은 청본용웅(淸本勇雄)으로 작년부터 원하고 있든 지원병을 지원하였으나 뜻대로 되지 못하고 금년 8월에 다시 어머니의 격려를 받으면서 지원하야 보기 좋게 뽑펴서 방금 훈련을 받고 있는데 그 성적도 대단히 좋다고 한다. 이 아들을 나라에 바친 박씨는 생활의 지주를 보내고도 조금도 념녀없이 오직 그 아들의 봉공(奉公)과 충성을 빌면서 거게서 15리나 되는 흥남읍에 래왕하면서 채소를 행상하야 남긴 어린 세누이동생과 합 4명 가족의 생활을 즐겁게 이어가고 있다. 이 기특한 미담을 들은 청수(淸水) 흥남서장은 크게 감격하야 몇일전 몸소 그를 찾아가서 격려와 칭찬을 하였다고 한다.

一千 妓生 藝妓의 丹心 高射機關銃 8挺 獎忠壇에서 獻納式 擧行
우슴과 노래를 파는 연약하고 자유롭지 못한 몸이기는 하나『애국의 열성은 누구에게도 지지 안는다』고 푼푼이 뫃으고 뫃은 돈으로 여덜개의 고사기관총을 헌납하는 헌납식은 본정관내의 조선권번(朝鮮券番), 한성권번(漢城券番), 東券番, 本券番, 경성료리업조합
신정유곽 등! 기생, 창기, 예기 일천여명의 손에 의하야 23일 오후 세시 가을빛 짓튼 장충단(獎忠壇)공원에서 창무(倉茂) 조선군 보도부장 조선군 애국부 평정(平井)대위, 뇌호(瀨戶)경기도 경찰부장, 시내 각 경찰서 서장 등 군관민 다수의 참렬 아래 감격과 찬양을 받으며 성대히 거행되었다. 헌납식이 끝난 후 평정대위의 지휘로 창기, 예기, 기생들이 섬섬옥수를 들어 가을 하늘을 향하야 헌납한 기관총의 실연을 하였다.(155)
＜154-155＞
