**Header Section:**
Magazine Title: 삼천리 (三千里) 제13권 제1호
Publication Date: 1941년 01월 01일 (January 1, 1941)
Article Title: 風雲下의 新乫坡脫出記, 英領마레-의 産業·人種·風土·風俗 (An Account of Escape from Singapore Under Storm Clouds; The Industry, Races, Climate, and Customs of British Malaya)
Author: 李均茂 (Yi Kyun-mo)
Article Type: 논설 (Editorial/Essay)

**Body Text Translation:**
An Account of Escape from Singapore Under Storm Clouds; The Industry, Races, Climate, and Customs of British Malaya
By Yi Kyun-mo

The Far East's Volcano

It was August of Showa 13 (1938) when I followed my husband to Singapore in British Malaya. My husband, having graduated from university, went to work as a mining technician, his specialty, at an iron mine (this iron mine is a large-scale open-pit mine) located about 30 miles north of Singapore.

Singapore is a small island separated from the southernmost tip of the Malay Peninsula by the Johor Strait. It not only serves as the nerve center of the British Empire's commercial power in the Far East but is also a key point on the British Empire's lifeline connecting the British homeland via the Mediterranean to India, Australia, New Zealand, and China.<86> It is especially famous as a forward military base in the Far East.

Singapore became a directly administered British colony in 1819, a long history of over a century. Although the area of Singapore Island is only 220 square miles, Britain publicly announced that the construction costs poured into this small island amounted to 16 million pounds. However, it is speculated by many that the actual total cost likely reached 50 million pounds. This is because since the Washington Conference held over two years from 1921 to 1922, that is, since the abrogation of the Anglo-Japanese Alliance, Britain keenly felt the need to establish it as a Far East military base, anticipating today's crisis. At that time, Britain possessed no fleet bases east of Malta in the Mediterranean, and the facilities in Hong Kong, its Far East front line, were insignificant.

Singapore's Military Preparations

Thus,本格的 (pongyŏkchŏk - full-scale) military construction on Singapore Island began in 1934, based on Admiral Jellicoe's proposal in 1920 to strengthen Singapore as a first-class naval base. It was completed four years later in 1937, and as Sir Thomas, the current Governor of the Straits Settlements, declared, the Singapore Fortress was completed as a "den of warships and airplanes." Its fortifications are so strong that it is called the "Gibraltar of the East," and along with Germany's Heligoland, America's Pearl Harbor in Hawaii, and Britain's Gibraltar, it is one of the world's four strongest naval fortresses.

Singapore's greatest pride is that it possesses all the modern facilities necessary for the repair and supply of a large fleet. The naval and air bases are located on the north side, facing the Johor Strait. The world's second-largest dry dock, completed in February of Showa 13 (1938), is located there and is currently repairing the largest capital ships. Additionally, there is a large wharf of 2,200 feet capable of accommodating several battleships, and storage tanks holding 1 million tons of heavy oil, sufficient to sustain the operations of a large fleet for half a year, enabling the permanent stationing of the British fleet in the East.

Besides this, 7,000 army troops are stationed in defensive positions fortifying the entire island,<87> and it is said that more than two air force squadrons are permanently stationed there, equipped with various state-of-the-art aircraft.

Joint Anglo-American Naval Operations

However, Singapore drew even more attention from the world as a sore spot in the Far East when it was reported on November 7th last year that Britain, the United States, and Australia held talks regarding cooperation in the Pacific and reached an agreement in principle. This implies a tacit agreement for the US Navy to use the Singapore naval base, that is, joint Anglo-American use.

Although both British and American authorities deny the joint use issue, the fact is that the United States lacks a major fleet base west of Pearl Harbor in Hawaii. Small-scale naval ports like Guam or Cavite in the Philippines are insufficient to freely maneuver the Pacific Fleet for containing Japan and aiding China (對支援助). The Singapore naval base is demanded as the most suitable base. Consequently, since Britain cannot deploy its fleet power east of the Mediterranean due to the war against Germany and Italy, it is not difficult for anyone to predict that Britain will rely on the United States as the custodian of its Far Eastern assets and allow joint use. Thus, Singapore, placing British Malaya, the Dutch East Indies, Australia, New Zealand, India, and Burma under its defensive sphere, takes a hostile stance towards the Japanese Empire's East Asia Co-Prosperity Sphere. There are even predictions that the day may not be far off when Japan's trade routes might be blockaded. Due to these various issues, Singapore has truly become a powder keg, the Far East's volcano, poised on the brink of a crisis where war could break out any day.

Faced with this imminent crisis, Japanese residents in British Malaya were ordered to evacuate and return to Japan under instructions from the Ministry of Foreign Affairs. As the first step, only the women and children were to return first.

Until just before repatriation, I was not in Singapore but in the company housing at the iron mine, 30 miles away. Therefore, I could not escape with the group that sailed from Singapore. Instead, I escaped Malaya on a steamship exclusively used by the iron mine, and the day of escape was November 1st last year. Of course, I was the only Korean (朝鮮人); all the others were mainland Japanese (內地人).

Finally, I would like to conclude this piece by writing about the industry, races, customs, and climate of British Malaya.<88>

The Races and Industry of British Malaya

The native people (土人) of British Malaya do not belong to the Black race but are a group belonging to the Yellow race. When I first went to Singapore, I had expected the people there to be Black, but my assumption was wrong. I also thought the natives here would have violent and cruel personalities, but that too was different from my prediction; the character of the natives here belongs to the very gentle type. Seeing this, we, being of the same Yellow race, even feel a sense of closeness to them.

In the mining company housing where we lived, almost every household employed Malay native women as maids or cooks. Their dispositions are very gentle, and there were many times when I felt a sense of kinship with them.

As for products, tin and rubber, important raw materials for military supplies, are the major resources here. Even the resource-rich United States lacks tin and rubber, relying on British Malaya. Currently, three-quarters of the total US consumption of tin and three-fifths of rubber come from British Malaya.

Of course, there are other products such as iron, which, along with tin and rubber, are major export items, and Singapore thrives as their export port. Production figures reach 30.4% of the world's total tin production and 36.3% of rubber production.

Malaya's Climate and Native Customs

Malaya experiences summer throughout the year. The language of this country lacks words for "snow" (雪) and "winter." Therefore, not only winter clothes and overcoats but even spring and autumn clothes are unnecessary, truly presenting a scene of perpetual summer (四時長夏). However, this does not mean it is unbearably hot. Surrounded by the sea on three sides, it becomes quite cool at night due to the sea breeze. My own experience proves that people from temperate regions like us can live there without much hardship.

The clothing of the natives here is very simple: they wear something like a vest on top and wrap a cloth (보재기 - likely a sarong) around the bottom. As for their food, it is unclear since when they started eating rice, but like us,<89> they eat rice. Of course, among them, those who attended British schools and have tasted culture wear Western clothes and shoes, but they are an extremely rare minority, and the majority appear uncivilized. They are a people who often do not even know their own age. This might be because they do not know the seasons due to the year-round summer. They originally went barefoot without any concept of footwear; now, thanks to Western civilization, they possess shoes, but almost everyone carries them instead of wearing them.

The Malay natives follow Islam, and one of their beliefs is to hold pigs in high regard (尊敬 - likely meant 'avoid' or 'consider unclean' in Islamic context, a misunderstanding by the author). Therefore, they absolutely do not eat pork, and certainly never butcher them. I also had a Malay maid at home; she followed all other errands well, but if asked to buy pork, she would absolutely refuse that errand. So, British, Americans, or other foreigners in Malaya who want to eat pork have to go out and buy it themselves. Who sells pork then? It is entirely the Chinese (支那人). Here too, the Chinese constitute the largest population group after the natives.

Also, as part of their beliefs, the natives here fast for one month each year. It's from September 1st to October 1st; from sunrise to sunset, they cannot even drink a sip of water, not even swallow their saliva (唾液). However, it seems they eat something at night. The last day after this month passes is their most joyous festival of the year, celebrated with grand feasts, dancing, and magnificent festivities.

Among Malay women, there are no widows. If a husband dies, she might remarry that very day or the next day. She remarries bringing along her children, whether she has ten or twenty. Also, women have more power (勢力) than men. If there is a fight in a family and the couple goes to an Islamic cleric (僧正 - likely a Qadi or religious judge) for judgment, the cleric presides. If the husband hit the wife, even if the wife was clearly in the wrong, the wife wins. If he hits his wife, the husband automatically loses. Women have this much power. <90>

**Summary**

The author, Yi Kyun-mo, recounts her experiences living near Singapore in British Malaya from 1938 and her evacuation in November 1940 amidst rising geopolitical tensions. She describes Singapore's strategic importance as a heavily fortified British military base, the "Gibraltar of the East," and the growing likelihood of conflict involving Japan, Britain, and the US. The latter part details her observations on Malaya's tin and rubber industries, the characteristics of the Malay people (whom she finds gentle and racially similar), and their customs, including clothing, food, Islamic practices like Ramadan fasting and pork avoidance, and marriage/gender dynamics where women seemingly hold more power in disputes. From a Korean colonial history perspective, the article offers a rare female Korean voice from Southeast Asia during this period, documenting the anxieties and realities of evacuation alongside Japanese colonials ("Naejiin") under Japanese government orders, implicitly highlighting the complexities of Korean identity and positioning within the Japanese Empire's expansionist sphere on the eve of the Pacific War. Her observations on race and local customs, while filtered through her own biases and potential misunderstandings (like the reason for pork avoidance), provide insight into interactions between different communities in a colonial setting.

**Named Entities**

李均茂	이균모	Yi Kyun-mo
宏壯히	굉장히	Magnificently; grandly; very
寡婦	과부	Widow
死亡	사망	Death
이튿날	이튿날	The next day; the following day
勢力	세력	Power; influence
萬一	만일	If; in case
夫婦	부부	Married couple; husband and wife
裁判	재판	Trial; judgment
僧正	승정	High Buddhist priest (Used incorrectly for an Islamic judge/cleric)


---------------------------


잡지명	삼천리 제13권 제1호
발행일	1941년 01월 01일
기사제목	風雲下의 新乫坡脫出記, 英領마레-의 産業·人種·風土·風俗
필자	李均茂
기사형태	논설

風雲下의 新乫坡脫出記, 英領마레-의 産業·人種·風土·風俗
						李均茂
極東의 噴火口

내가 男便을 따라 英領 마레-의 新乫坡로 가기는 昭和13년 8월이었었다. 내 男便은 大學을 나오자 專攻이었던 鑛山技手로, 新乫坡에서 北쪽으로 30哩許에 있는 鐵山(이 鐵山은 大規模의 露天鑛이다)에 就職되어 가게 되었던 것이다.
新乫坡라면 마레半島 最南端의 죠홀-海峽을 隔한 小島로, 大英帝國의 極東商權의 神經中樞의 役割을 할뿐 아니라 英本國으로부터 地中海를 거쳐 印度, 濠洲, 뉴질랜드, 그리고 支那로 來往하는＜86＞ 英帝國의 生命線의 一據點이오, 特히 軍事的인 極東前進基地로 有名한 곳이다.
新乫坡가 英國의 直轄植民地로서 英領이 되기는 1819年부터이어서 實로 一世紀餘의 長久한 歲月을 지내왔다. 新乫坡島의 面績은 220平方哩에 不過하지만 英國이 이 小島에 쏟아 넣은 建設費는 1,600만폰드라고 公表했다. 그러나 事實에 있어선 總費用은 5천만폰드에 達하리라는 것이 世人의 追測이다. 그것은 1921年부터―1922年까지 兩年間 開催된 와싱톤 會議以來, 즉, 日英同盟 廢棄以來 벌써 今日의 危機를 豫算하고 極東軍事根據地로 施設해야 할 것으로 痛感했던 것이다. 當時 英國은 地中海上의 말타島 以東에는 艦隊根據地를 가지지 못했으며, 極東最前線의 香港의 施設도 보잘 것 없었던 것이다.

新乫坡의 軍備

그리하여 新乫坡島에 本格的 軍事工事를 始作하기는 1934年부터 였으며, 이것은 1920年 제리고-提督의 提案에 依하여 一流海軍基地로서 新乫坡를 强化하기로 決했던 것이라 한다. 그 뒤, 4個年後인 1937年에 이르러 完成을 보게 되었으며, 現 海峽植民地總督 토마스卿이 新乫坡를 가르쳐 揚言한 바와 같이 『軍艦과 飛行機의 窟』로 新乫坡 要塞이 完成된 것이다. 그 堅固한 품은 「東洋의 지부랄탈」이라 稱呼하며, 獨逸의 헬고랜드와 米國의 하와이 眞珠灣과, 英國의 지부랄탈과 함께 世界 最堅固의 4海軍要塞의 하나인 것이다.
新乫坡의 最大의 자랑은 大艦隊의 修理補給에 必要한 모든 近代的 設備를 具備했다는 것이다. 海軍基地와 空軍基地는 北便 죠홀-海峽側에 있으며, 昭和13年 2月에 完成한 世界 第2位의 大乾독크가 備置되어 있고, 現在는 最大主力鑑의 修理를 하고 있다. 그他 戰鑑 數隻을 들여 대일 수 있는 2,200피-드의 大埠頭와, 大鑑隊의 行動을 半個年間 繼續시키기에 充分한 100만頓의 重油貯藏탕크가 있어서 英鑑隊의 東洋常駐를 可能케 한다.
그 外에도 陸軍 7,000名이 全島 要塞化한 防禦陣에 있으며,＜87＞ 空軍은 2個中隊以上이 常駐하고 있고, 各種 新銳機가 配置되어 있다고 한다.

英米 海軍의 共同作戰

그런데 이 新乫坡가 極東의 腫物로 더욱 世人의 注目을 끌게 된 것은 지난 11月 7日 英, 米, 濠가 太平洋에 있어서의 協力에 關해서 會談을 行하고 原則的으로 意見이 一致되었다고 傳하여, 이로써 米海軍이 新乫坡軍港使用, 즉 英米共同使用이 黙約되었다는 것이다.
그러나 共同使用問題에 있어서는 英米 當局은 否定하나, 米國이 하와이 眞珠灣 以西에 大鑑隊基地를 가지지 못했기 때문에 꽘島나 比島갸비데 같은 小規模의 軍港으론 對日牽制와 對支援助에 太平洋鑑隊를 뜻대로 橫行시킬 수 없고, 新乫坡軍港이 가장 適合한 基地로 要求되며, 따라서 英國이 對獨伊戰 때문에 地中海 以東에 그 鑑隊力을 보낼 수가 없어서 米國으로 하여금 英의 極東財産管理者로 依賴하고 共同使用하게 된다는 것은 누구나 豫測하기 어렵지 않다. 이리하여 新乫坡는 英領마레-, 蘭印, 濠洲, 뉴질랜드. 印度, 빨마를 그 防禦圈下에 넣고 日本帝國의 東亞共榮圈에 敵對態度를 取하고 있으며, 不遠하여선 日本의 貿易路線까지 封鎖하게 될 날이 있지 않을까 하는 豫測까지 있는데, 이러한 諸問題로 新?坡는 眞實로 一燭直發, 極東의 墳火口가 되어 있으며, 어느 날 戰爭을 터트려 놓을지 알 수 없는 危機에 切迫해있다.
이 急迫해 온 危機에 直面해서 英領 마레-의 在駐日本人은 外務省의 訓令에 依해 退去歸國하게 되었는데, 第1次로 婦女子만 먼저 歸國하게되었다.
나는 歸國直前까지 新乫坡에 있지 않고, 30哩 떨어져있는 鐵山社宅에 있었기 때문에 新乫坡에서 出帆한 一行과 함께 脫出하지 못하고, 鐵山專用의 汽船으로 마레-를 脫出했으며, 脫出하던 날이 바로 지난 11月 1日이었었다. 勿論 朝鮮人으로는 나 한사람밖에 없었고, 그 外는 전부 內地人이었었다.
나는 끝으로 英領 마레-의 産業, 人種, 風俗, 風土 等을＜88＞ 쓰고 이 一文을 끝막으려 한다.

英領 마레의 人種과 産業

英領 마레-의 土人은 黑人種에 屬하지 않고, 黃人種에 屬하는 族屬이다. 나는 처음 新乫坡로 갈 때 이곳 人種은 黑人이려니 하고 豫想했었으나 내 想像은 어그러 젔었다. 그리고 이곳 土人의 性格은 暴惡하고 殘忍性이 많으리라 생각했었는데 그 亦是 내 豫測과 딴판으로, 이곳 土人의 性格은 매우 溫柔한 便에 屬해 있다. 이러구 보니 같은 黃人種인 우리는 그들에게 親密感까지 느끼게 된다.
우리가 있던 鑛山社宅에서도 擧皆 집집마다 마레-土人의 女子를 下女로 두기도 하고, 쿡으로 두기도 하는데, 그 性稟이 매우 柔順하여 한 同胞의 感을 갖게 되는 때가 많다.
産物로는, 軍需原料로 重要한 錫과 고무가 이곳의 큰 資源이 되어 있다. 資源豐富를 자랑하는 米國에도 錫과 고무는 缺해 있기 때문에 英領 마레-에 依存하는 수밖에 없는 現狀에 있으며, 錫은 全米의 使用量의 4分之3, 고무는 5分之3을 英領 마레-에서 가져가는 現狀이다.
勿論, 其外에도 鐵 等의 産物이 있어서 錫과 고무와 함께 主要輸出品이 되어 있으며, 新乫坡는 이것들의 輸出港으로 繁榮되어 있다. 그 生産高는, 錫이 世界總生産高의 30.4%, 고무가 36.3%에 達하고 있다.

마레-의 風土와 土人의 風俗

마레-는 四時가 여름이다. 이 나라 言語에는 눈(雪)이라는 말도 없고, 겨울이라는 말도 빠져있다. 그러니까, 冬服이나 外套는 無論, 春秋服까지도 必要없는, 實로 四時長夏의 景을 呈하고 있다. 그렇다고 몹시 더우냐 하면 그렇지도 않다. 3面이 바다에 싸여 있어서, 밤이면, 海風으로 因하여 매우 서늘하다. 우리 溫帶地方 사람이 가서 生活하기에 別로 괴롬이 없음은 내 體驗이 證明하는 바이다.
이곳 土人의 衣服온 우에는 조끼 같은 것을 입고 아래에는 보재기를 둘러서 아주 簡單하다. 그들의 飮食은, 언제부터 밥을 먹는지는 알 수 없으나 우리와＜89＞ 같이 밥을 먹는다. 無論 그들 中에서도 英人 學敎에 通學한 사람이 있어 文化의 맛을 본 사람은 洋服도 입고 구두도 신지만 그것은 極히 보기 드믄 少數고, 大部分은 未開해 보인다. 제 年齡이 몇 살인지도 잘 모르는 民族이다. 그것은 아마 四時가 여름이어서 節期를 모르기 때문일지도 모른다. 신발이라는 것이 本來부터 없이 맨발로 다니며, 只今은 西洋文明의 惠澤으로 신을 가졌지만 신고 다니지 않고 들고 다니는 이가 擧皆다.
마레-土人들은 이스람敎를 信奉하는데, 그 信條의 하나로 돼지를 매우 尊敬한다. 그래서 돼지고기는 絶對로 먹지 않으며, 잡는 일은 더욱 없다. 나도 마레-인 下女를 집에 두었었는데, 다른 심부름은 다 잘 들어도 돼지고기를 사오라면 그 심부름마는 絶對로 順從하지 않는다. 그래서 마레-에 있는 英米人이나 其他 外國人은 돼지고기를 먹구 싶으면 주인이 손수 사러 나간다. 그런데 돼지고기 장사는 누가 하느냐 하면, 그것은 全部 支那人들이다. 이곳에도 支那人은 本土人을 내여 놓고는 第一位의 數를 차지하고 있다.
또, 信條의 하나로, 이곳 土人들은 1年에 1個月씩은 禁食을 斷行한다. 9月 1日부터 10月 1日까진데, 해가 떠서 해가 지기까지는 물 한목음도 못 먹고, 심지어 침(唾液)까지도 넘기지 못한다. 그러나 밤에는 무얼 좀 먹는 모양이다. 이렇게 지나기를 1個月이 되는 마지막날은 그들의 1年中 가장 질거운 名節로 盛大한 잔치를 채리고 춤을 추며 宏壯히 잘 논다.
마레-女人 中에는 寡婦가 없다. 男便이 死亡하면 그 날로 시집 가기도 하고 그 이튿날 시집을 가기도 한다. 아이들을 10餘名이던 20名이고 주렁주렁 데리고 시집간다. 그리고 男子보다 女子가 더 勢力이 많다. 萬一 한 家庭에 싸움이 있어서 夫婦가 이스람敎 僧正에게 裁判하려 가면 僧正이 이를 裁判하는데 男便이 안해를 때렸으면 안해가 아무리 잘못했다고 할지라도 안해가 이긴다. 안해를 때리면 덮어놓고 그 男便은 지는 것이다. 이렇게 女子에게 勢力이 많다. ＜90＞
＜86-90＞
