Magazine Title	三千리 제9권 제4호
Publication Date	1937년 05월 01일
Article Title	伯林遠征記 (Account of the Expedition to Berlin)
Author	孫基禎
Article Type	회고·수기 (Memoir/Recollection)

Account of the Expedition to Berlin
						Son Ki-chŏng

Mr. Son, who defeated the young athletic champions from 53 countries around the world to receive the crown of glory at the Olympics – his name is so renowned, and his achievements so great. Yet, this humble man not only disliked revealing his immortal name to society but also, due to various circumstances surrounding him, even this account of the Berlin expedition has not been published. Now, half a year later, this piece recounting his thoughts and travels will surely become a fragment of historical record. This memoir breaks half a year of silence.

To the dear readers of "Samch'ŏlli," I had been looking forward to an opportunity to speak with you for some time, but due to various circumstances, I have maintained silence until today. Now, I intend to draft at least a travelogue of my journey to Berlin for last year's Olympics and back. I plan to speak of my feelings another day, so here I will only briefly jot down memories of my travels abroad. Please understand.

Farewell Hanyang – Scenery at the Manjuri Border

It was June 4th. That afternoon at 3 o'clock, receiving a grand farewell from many teachers and public figures, I set off on the long, long road to Berlin.
Countless emotions welled up in my heart, and tearful moments of being moved occurred upon departing Kyŏngsŏng, but as this account presses forward, I will omit them for later writing and simply say, "Northward, northward, I departed with a pounding heart." That night around eleven o'clock, seeing the late June waning moonlight filter through the roadside trees, I arrived in my hometown, Sinŭiju. Due to train connections, I went straight on to Andonghyŏn (Andong County) and got off the train there, meeting family and friends who had come to the station to see me off. The next morning, I disembarked in Pongch'ŏn (Fengtian/Mukden), toured the city streets and the North Tomb (Beiling), and then headed for Harbin again. On the way, there was a grand welcome in Sin'gyŏng (Xinjing/Changchun). Thus, the welcomes received in various places were very effective in making us forget the fatigue of travel. And each time, we keenly felt the weight of our responsibilities.
After staying one night in Harbin and doing a little training, we headed again for Manjuri (Manzhouli). Along the railway line, small mountains dotted the landscape, and deserts were also seen here and there. As the train approached Manjuri, the border atmosphere gradually intensified. Guards boarded the train, and at night, all the curtains were drawn down. We arrived in Manjuri on the morning of the 9th. After a short rest at an inn, we went outside the town to practice, and the feeling at that time was beyond words. Seeing the Manchu and Soviet states confronting each other, separated by merely a few *ri*, gave an strange feeling. Furthermore, it is said that White Russians there cannot return, though they see their homeland before their eyes.

Many Female Laborers – Siberia, Where Railways are Repaired

On the night of the 9th, we crossed the border from Manjuri and entered Siberia. Russian trains were supposed to come as far as Manjuri. The border customs inspection was truly strict.
From then on, a monotonous journey crossing the Siberian plains continued for five days. The boundless plain stretched endlessly, and the forests were simply astonishing. Except for the large cities here and there, not many houses were visible along the line, but everywhere in the pastures were herds of cattle, horses, and sheep. The railway track was much wider than in Chosŏn, and the scale was large, but I was dumbfounded by how poorly they kept to the schedule. Sometimes the train would stop for 30 minutes, allowing us to get off onto the platform and practice.
Since we couldn't drink cold water, waiting for the train to arrive at a station to go fetch tea water in a large bottle was quite a curious sight.
The reason they couldn't keep time well was reportedly due to the poor condition of the tracks, preventing them from reaching desired speeds. Also, on the Siberian railway, passenger cars were few, and generally, freight cars were numerous. We passed "Omsk" (옴스크) on the afternoon of the 12th. Still, we traveled on and on through the vast, seemingly uninhabited expanse of the great Siberian plain; unlike along Chosŏn's Kyŏngbu and Kyŏngŭi lines, mountains were nowhere to be seen.
Along the railway line, numerous laborers were seen working, and among them, the sight of women repairing the railway tracks (레-루; rails) was particularly startling.

Sightseeing in Moscow – Thence to the Battleground, Berlin

We arrived in Moscow (莫斯科) on the night of the 14th, spent the night in the train compartment, and the next morning, visited the embassy to request guidance for sightseeing. As Moscow is the capital of Soviet Russia, various modern facilities were splendidly established. The large buildings and the well-maintained roads were especially astonishing. The Kremlin Palace (구레무린 궁전), various temples, and the famed Red Square (赤廣場) were all magnificent.
What particularly caught my eye were the faces of the country's politicians made with flowers and plants in the parks. At 11 PM, we departed Moscow and headed for Poland (波蘭). We crossed the Soviet-Polish border around noon the next day, the 16th, again undergoing a strict inspection. We arrived in Warsaw (왈소-), the capital of Poland, at 8 PM that day. After about two hours of sightseeing by car, covering the main points, we departed for the actual battleground, Berlin, holding tense hearts within us.

Fervent Adoration for the President – Tens of Thousands in the Crowd Like Mad

We crossed the Polish-German border in a dream, and when the next day dawned, on the morning of the 17th at nine o'clock, we finally arrived in Berlin.<18> Guided by the embassy, we immediately went to an inn. After spending several days scouting the course and sightseeing, it was decided that we would enter the Olympic Village completely on June 21st.
Having arrived at our destination, a sense of anxiety about the Games grew stronger, and I couldn't feel settled at all, so even sightseeing wasn't done properly. The Olympic Village was truly a pleasant place. Starting with the practice grounds (400 meters), facilities like a cinema (키네마舘) and bathhouse were fully equipped, and cheerful interactions with foreign athletes made everything enjoyable. Moreover, the dormitories seemed to have been newly built for later use as barracks, so they were very convenient. Thus, becoming accustomed to the pleasant life in the Olympic Village, doing a bit of practice gradually became the daily routine. It takes 40 minutes by bus from Berlin to the Olympic Village.
There, we decided to cut ties with Berlin for the time being, immerse ourselves in this village, and simply wait for the Games. The Games program proceeded smoothly with the opening ceremony on August 1st, the marathon on the 9th, and the closing ceremony on the 16th. However, as details about the Games have likely been reported extensively through newspapers and films, I will omit them here.
After the marathon was all finished, feeling as if a heavy burden had finally been lifted, I could leisurely tour the streets of Berlin. Everything operating under state control, moving as if a single machine, is probably a major characteristic of Germany, I think. The city's facilities expressed this well.
Spacious, large-scale parks were established throughout the city, and the road system was most rule-abiding and precise, with pedestrians, horse riders, cars, carriages, and trams all moving on separate paths, which was truly ideal. Also, the fact that all shops closed their doors and ceased business at 7 PM was something rarely seen elsewhere. Another characteristic of Germany worth mentioning is the fervent adoration for Chancellor Hitler among the people.
Not only is "Heil Hitler" used in personal greetings, but when Hitler appears even once in the stadium, it is truly tremendous. The sight of tens of thousands of spectators filling the venue, raising their right hands high and shouting "Heil Hitler!" in loud voices, was truly spectacular.

Competing in Denmark – Flying by Airplane, Soaring Through the Clouds

On August 19th at 10 AM, we went to the Berlin airfield and, along with 5 or 6 fellow athletes, headed for Denmark (丁抹). Traveling high up in the sky, through the clouds, to an unknown country was truly exhilarating. After flying for about 2 hours, we landed in the capital, Copenhagen (코벤하-겐), around noon. The city is a port built on one side of an island, a beautiful city with everything neatly arranged. I had already heard that Denmark is a model agricultural country, but seeing the cooperatives, farms, and schools firsthand, I was again amazed by their systematic methods. On August 21st, there was a competition against Denmark, and the next day, August 22nd, at 11:30 AM, we departed from the Copenhagen airfield and headed for Paris.

Paris Without Extravagance – Crossing the Dover Strait Again to London

After departing Copenhagen, we took a short break midway in Hamburg (漢堡), and arrived in Paris on the same day at 5:30 PM. In Paris too, guided by the embassy, we toured the important sites of the city, but what was surprising was how different the atmosphere was from what I had heard before. I had thought Paris was just a very extravagant and glamorous city, but in reality, it was not so; rather, it was a composed place. During the two times I stayed in Paris, I visited almost all the famous sights, but among them, the grandeur of the Eiffel Tower (엡펠탑) and the Arc de Triomphe (개선문) was particularly astounding.
After finishing the Japan-France competition in Paris on the 23rd, we departed Paris at 7 AM the next morning and headed straight for London. It took 5 hours by train to the French port of Calais<19>. Crossing the Dover Strait by steamship took two hours. Landing at the English port of Dover and taking a train for about an hour gets you to London. We disembarked in London at 3 PM, finished our city sightseeing that day, and departed London at 9 AM the next morning.
London is truly one of the world's largest cities, and its immense scale was simply awe-inspiring. We saw most of the major attractions like the River Thames (0스河 - likely a typo for 템스), the Tower of London (倫敦탑), the Houses of Parliament (국회의사당), Westminster Abbey (웨드민니스타 사원), and the museum. A distinctive feature of London is that, unlike other European cities which have right-hand traffic, it has left-hand traffic like Chosŏn. Also, the city planning was excellent; while most European cities are generally so, London, among them, was particularly well-kept and clean. Departing London as scheduled, we returned via the Dover-Calais route and arrived back in Paris that day at 5 PM.

O, Cherished Ancient Civilization – Vivid Traces of the Great Roman Era

On August 27th at 6 AM, we took the train departing from Paris and headed for Italy. We crossed the Franco-Italian (佛利) border around 6:30 PM that day. This area is blocked by the Alps, and the border crossing is a tunnel that takes about 20 minutes by train.
Around 8 PM that evening, we arrived in Turin (토리노-) and went directly to the hotel. On September 1st, around 10 AM, we took the train departing from Turin and headed for the capital, Rome (羅馬). Arriving at our destination, Rome, that afternoon, we began sightseeing the next day with guidance from the embassy. Throughout the city center, grand structures from the ancient Great Roman era were visible, and the abundance of Catholic temples constituted a major characteristic of Rome. Furthermore, the majestic atmosphere of Europe spoke of how splendid Roman civilization must have been.
On September 3rd at 10 AM, we departed Rome, arrived at the port of Naples (나포리) in the afternoon, took a short rest, and then headed to Pompeii (봄페이) by car at 3 PM. Pompeii is a city that was buried around the 1st century AD by the eruption of a nearby volcano. Recently, it has been almost entirely excavated, preserving its old state and visually narrating the culture of that time. It was extraordinary that the aqueducts used back then remained intact. Beyond the city, the volcano was still emitting smoke.
After about 2 hours of sightseeing in Pompeii, we returned to Naples by car around 7 PM.

Six Days on the Indian Ocean – Autumn in Europe, Summer Here

After spending one night in Naples, on September 4th at 3 PM, we boarded the Italian steamship Conte Rosso (곤데로-스호), departing from Naples, and set off on the journey home. After completing a 3-day voyage across the Mediterranean Sea, we called at Port Said (뽀-드, 사이드) in Egypt (埃及) on the night of the 7th, stayed overnight, and departed again the next morning. Passing through the Suez Canal (스에즈 운하), we arrived at the port of Suez (스에즈) on the night of the 8th. The Suez Canal is said to be 161 kilometers long, but because the water is shallow, ships cannot go at full speed, and it reportedly takes 17 hours to pass through. After staying overnight in Suez, we departed the port on the morning of the 9th. On the night of the 13th, we called at Aden (아덴) at the entrance of the Red Sea. After another 6 days of sailing across the Indian Ocean, we entered the port of Mumbai (孟買), India, on the morning of September 17th. The journey in between, surrounded entirely by the vast ocean, was truly the epitome of monotony, but what I especially want to note is probably the heat of the Red Sea and the Indian Ocean. It was the first time in my life I had experienced such heat. When we left Europe, it already felt like autumn, but here it was high summer. During the day, the temperature rose to 103 degrees [Fahrenheit]. Even with four electric fans running in the small cabin, sweat dripped constantly. Going out onto the deck, the hot wind blowing from the sea was indescribably uncomfortable.

Hong Kong's Scenery with Many Forts – After Seeing Indian Culture Thoroughly

In Mumbai, due to a breakdown of the steamship, we were scheduled to stay for a week. For us, wanting to return to our homeland as quickly as possible, this was quite disappointing, but instead, we managed to complete almost all the sightseeing in Mumbai. India generally seemed to have a lower level of cultural development than Chosŏn. There were relatively large buildings on the streets, but shops were mostly barrack-style (빠락식). The city facilities, being managed by the British, seemed very advanced. Due to the heat here, theaters and such reportedly hold performances between about 10 PM and 2 or 3 AM. After about a week's stay, the ship's breakdown was fully repaired, so on the morning of September 24th, we departed Mumbai. We called at Colombo (코롬보) en route and entered the port of Singapore (싱가폴) at 8 PM on the 27th. After some brief sightseeing and attending a welcome reception there, we departed Singapore again at 12 AM [midnight] and headed for Hong Kong (香港). We arrived in Hong Kong early in the morning on October 1st. There was also a welcome reception here. What particularly stood out here were the numerous forts (砲台) arranged everywhere and the many warships anchored there.

Last Night in Shanghai – Returning to Seoul by Airplane

Departing Hong Kong at 3 PM that day, we landed in Shanghai (上海) at 2 PM on the 3rd, stayed overnight, and on the 4th at 11 PM, boarded a Canadian ship. On the morning of the 6th, we landed in Nagasaki (長崎). After attending a welcome reception there, we took the 5 PM train from Nagasaki, arriving in Kobe (神戶) on the night of the 7th at 6 PM.
On the 8th at 9 AM, we finally arrived in Tokyo (東京). The disbanding ceremony was held that day. I left Tokyo on the 16th and returned to my beloved Kyŏngsŏng by airplane on the 17th at 2 PM.
This roughly chronicles my journey spanning four months. I hope to write in more detail when another opportunity arises. <20>

**Summary**

This article is a travel memoir by Son Ki-chŏng, the 1936 Berlin Olympics marathon gold medalist, recounting his extensive journey from Kyŏngsŏng (Seoul) to Berlin and back in 1937. He details his route via Manchuria, the Trans-Siberian Railway, Moscow, Warsaw, and finally Berlin. After the Olympics (which he briefly mentions but skips detailing), he describes further travels for athletic competitions and sightseeing through Denmark, France, England, Italy, and then the sea voyage home via the Suez Canal, India, Singapore, and Hong Kong, finally reaching Japan and flying back to Kyŏngsŏng. The account focuses on travel logistics, observations of cities, landscapes, infrastructure (trains, roads, canals), and brief cultural notes (like the Hitler cult in Germany or the heat in the Indian Ocean). From a historical perspective, the article offers a rare first-person glimpse into international travel routes and conditions in the late 1930s, observations on pre-war Europe (especially Nazi Germany and Soviet Russia), and the colonial context subtly implied by his travel under Japanese auspices (mentioning Japanese embassies, final arrival/disbanding in Tokyo). His somewhat subdued tone, despite his Olympic victory, and the delayed publication also hint at the complex political situation faced by Korean athletes during the colonial period.

**Named Entities**

三千리	삼천리	Samch'ŏlli
8월 19일 오전 10시 伯林 비행기장으로 가서 5, 6명의 동료 선수들과 함께 丁抹로 향하엿다. 하늘 공중 놉히 구름 속을 지나서 미지의 나라로 가는 것은 실로 壯快하엿다. 약 2시간 공중을 나른 뒤 정오경 首府 코벤하-겐에 착륙하엿다. 同地는 섬 한쪽 편에 싸허진 항구로 모든 것이 째이어진 아름다운 도회엇다. 丁抹이 모범 농업국이라 함은 이미 드러온 일이나 조합이나 농장, 학교 등을 실지로 보고 다시 조직적인 방법에 놀낫다. 8월 21일에 丁抹과의 대항, 경기가 있었고 翌 22일 오전 11시반 코-벤하-겐의 비행장을 출발하여 우리는 파리로 향하엿다.

사치업는 「파리」-다시 도-바 해협 건너 倫敦에

코벤,하-겐을 출발한 뒤 중도에 漢堡에서 잠시 휴게하고, 동일 오후 5시반 파리에 도착하엿다. 파리서도 대사관의 안내로 시가의 중요한 곳을 구경하엿는데 놀나운 것은 전부터 드러오든 거와 몹시 그 정취가 달나진 것이다. 파리는 그저 사치를 몹시 한 화려한 도시라고만 생각하엿더니 실상은 그러치 안코 오히려 침착스러운 곳이엇다. 前後 2차나 파리에 체재하고 있는 동안 대개 일홈있는 명소는 모다 구경하엿는데 그중에도 엡펠탑, 개선문의 장대함에는 오직 놀낫섯다.
파리서 23일 日佛 대항 경기를 끗내고, 翌朝 7시, 파리를 출발, 一路 倫敦으로 향하엿다. 불란서의 카레港까지 기차로<19> 5시간. 도-바 해협은 기선으로 두 시간이 걸리엇다. 英吉利의 도-바항에 상륙하여 기차로 약 한 시간 가면 倫敦에 도착된다. 우리들은 오후 3시 倫敦에 하차하여 그날 시가 구경을 끈마추고 翌朝 9시에 倫敦을 출발하엿다.
倫敦은 그야말로 세계 최대도시의 하나인만치 그 규모의 큰 것에는 오직 감격할 박게 없었다. 0스河, 倫敦탑, 국회의사당, 웨드민니스타 사원, 박물관 등 유력한 곳은 모다 대개 구경하엿다. 倫敦의 특색은 歐羅巴의 다른 도시가 우측통행을 하는데 조선모양으로 좌측통행을 하고 있는 것이다. 또 도시계획도 우수하여 歐洲의 대개의 도회가 모다 그러하지만 倫敦만은 그 중에도 청결이 잘 되어 있었다. 예정과 가치 倫敦을 출발하여 도-바카레과의 往路를 고처 그날 오후 5시에 다시 우리들은 파리로 귀착하엿다.

그리운 녯 문명이여-大羅馬시대의 역력한 자최

8월 27일 아츰 6시 파리발의 기차로 이태리에 향하엿다. 佛利 국경을 넘은 것은 그날 오후 6시 반경 이 부근 일대는 알푸스 산맥에 막히여 국경은 기차로 약 20분이 걸리는 턴넬이 되어 있었다.
그날 오후 8시경 토리노-에 도착, 直是 호텔에 드러갓다. 9월 1일 츰아 10시 토리노-발 기차로 首府 「羅馬」로 향하엿다. 동일 오후 목적지인 「로 -마」에 도착하여 그 이듬날 대사관의 안내로 시가구경을 시작하엿다. 시중 도처에 녯날 大羅馬시대의 웅대한 건축물이 보이며 또 천주교의 사원이 만흔 것은 羅馬의 일대 특색을 짓고 있었다. 더욱 「유-롭」의 장대한 품은 羅馬의 문명이 어떠케나 찬란하든 것을 이약이하고 있었다.
9월 3일 아츰 열 시 羅馬를 출발하여 오후에 나포리 항구에 도착하여 少憩하고 오후 3시 자동차로 봄페이에 향하엿다. 폼페이는 부근 화산의 폭발에 의하여 기원 1세기경에 매몰되엿든 도시로 근래는 거지반 모다 발굴되어 舊態를 남기고 잇서, 당시의 문화를 목전에 이약이하고 있었다. 당시에 쓰이고 있든 수도가 그대로 남기여 있는 것도 희한한 것이엇다. 도시의 저쪽에는 아직도 화산이 연기를 뿜고 있었다.
약 2시간의 뽐페이 구경을 내끈고 자동차로 「나포리」에 도라온 것은 오후 7시경이엇다.

印度洋상의 6일-歐洲선 가을이 여기는 여름

나포리에서 하로밤을 밝힌 뒤 9월 4일 오후 3시, 아조 나포리 출범의 이태리 기선 곤데로-스호를 타고 귀국의 길에 올럿다. 그로부터 3일간의 지중해 항행을 끈마추고 7일 夜 埃及의 뽀-드, 사이드에 寄港, 1박하고 翌朝 다시 출범, 스에즈 운하,를 통과하여 8일 夜 스에즈항에 도착하엿다. 스에즈 운하는 全長 161粁라 하는데 수심이 엿기 까닭에 십분 속력을 낼 수 없고 통과에 17시간을 요한다고 한다. 스에즈에 1박하고 9일 朝 同港을 출범, 13일 夜 紅海의 입구 아덴에 寄港, 다시 6일간의 인도양 항행을 마친 뒤, 9월 17일 아츰, 인도 孟買항에 입항하엿다. 중도의 여행은 사면이 모다 망망한 대양으로 실로 단조를 極하엿든 것이나 특히 記코저 하는 것은 아마 紅海 及 印度洋의 더위일 줄 생각한다. 이런 더위는 나는 나서 처음 경험이엇다. 歐羅巴를 출발할 때에 이미 가을가타엿는데 여기서는 아조 盛夏 白晝에는 103도까지 올나가고 있었다. 적은 선실에 4개의 선풍기를 노코도 땀이 작고 흘럿다. 갑판에 나와서 더운 열풍이 바다로 부러오는 것이 무에라고 말할 수 없이 괴로웟다.

砲台많은 香港 풍경-인도문화를 두루두루 본 뒤

孟買에선 기선의 고장 때문에 1주간 체류하기로 되어 하로라도 속히 고국에 도라가려하는 우리들에게는 여간 실망이 아니었으나 그 대신 孟買의 구경은 거지반 완전히 끈내엇다. 인도는 大體에 있어 조선보다도 문화정도가 나즌 듯이 보엿다. 거리거리에는 비교적 큰 건축도 있었으나 상점 등은 대개 빠락식이엇다. 도시설비는 영국인의 경영이니만치 매우 진보된 듯 하엿다. 여기서는 더위 때문에 극장 등은 오후 10시경부터 오전 2, 3시까지의 사이에 開演한다고 한다. 약 1주일 체재후 기선의 고장도 다 수선되었음으로, 9월 24일 아츰, 孟買를 출범하여, 중도 코롬보에 寄港하여 27일 오후 8시 싱가폴에 입항하엿다. 거기에서 간단한 시가구경과 환영회에 임한 뒤 오후 12시 다시 新乫坡를 출발하여 香港으로 향하엿다. 香港에 도착된 것은 10월 1일 아츰 早朝, 여기서도 환영회가 있었다. 여기에서 특히 눈에 뜨이는 것은 도처에 포대가 나열하여 있고, 또 만흔 군함이 정박하고 있는 것이었다.

上海서 마즈막 1박-서울에는 비행기로 도라오다

香港을 그날 오후 3시 출발 3일 오후 2시 上海에 상륙하여 하로밤 자고 4일 오후 11시 카나다 기선을 타고 6일 아츰 長崎에 상륙하엿다. 거기에서 환영회에 갓다가 오후 5시 長崎發 7일 夜 6시 神戶 입항.
8일 오전 9시, 아조 東京에 도착, 解團式은 그날 있었다. 나는 16일 東京을 떠나 비행기로서 17일 오후 2시 그리운 京城으로 도라왓다.
이것으로 나의 4개월에 미치는 여행을 대강 기록햇는데 다른 기회 보아 좀 더 자세히 쓰고저 하노라. <20>
<18-20>
