Magazine Title: 동광 제2호
Publication Date: 1926-06-01
Article Title: 쾌걸 安龍福(結束) (울릉도의 외교분쟁) (The Gallant An Yongbok (Conclusion) (Ullŭngdo's Diplomatic Dispute))
Author: 李允宰
Article Type: 논설 (Editorial/Opinion Piece)

The Gallant An Yongbok
						Yi Yunjae

Finding Companions in Ulsan and Returning to Ullŭngdo
Yongbok could not bear the pent-up indignation and injustice in his heart and could only lament by himself. "Ah, how can there be justice in the world? Those crafty fellows blatantly try to seize another's land, yet far from protesting this, the one who strove to find them ends up being punished. Ah, I am a Chosŏn man. I will live for Chosŏn and die for Chosŏn. Even if my body is crushed and my bones wear away to nothing, my initial resolve will not change one bit. Now, legal principles are useless, and discussion is useless. I swear I will fight them to the death using only brute force." He made this firm resolution. However, lamenting that there was not a single person who shared his will, he wandered here and there like a man utterly disheartened.

Wandering along the Ulsan coast, one day he met five merchant monks and four boatmen. While talking about various things, he learned of their intention to seek profit and thought, "Aha! Taking these people with me will also be a help."
"Have you fellows been to Ullŭngdo?"
"No, we haven't been there yet."
"Ha! You say you want to trade and make a profit, yet you haven't been to Ullŭngdo?"
"Is there any profit to be made on Ullŭngdo?"
"You don't know yet? What is more profitable in the world than harvesting seaweed (海葉)?"
"Ah, then how can we manage to go to Ullŭngdo?"
"If you are determined to go, I shall guide you (指路)."
As a result of this discussion, the ten men boarded a boat together and headed for Ullŭngdo.

Driving Away Japanese Ships to Iki and Hōki
After floating on the sea for three days and nights, they reached Ullŭngdo. Already, three Chosŏn merchant ships had arrived and were engaged in fishing and logging bamboo. Just then, one Japanese ship came and approached. Seeing it, Yongbok's anger flared up. He told his companions, "Those bastards always come here and snatch away all the profits we should have. If we don't first stop them from setting foot <18> here, everything we hoped for will come to nothing." Hearing his words, everyone became equally indignant. Yongbok ordered the men to tie up the Japanese boatmen and rushed forward.
"You bastards! Why do you constantly violate our border (犯境)?"
The Japanese trembled and said,
"No, that's not it. We were fishing at Songdo when we were unexpectedly pushed here by wind and waves. We had no intention of deliberately violating the border."
Yongbok grew angrier.
"Look at those crazy fools. Isn't Songdo the same as Usan (芋山)? Didn't you know that Usan is originally our country's territory? There's no choice but to kill these bastards to prevent future trouble."
The Japanese boatmen prostrated themselves on the ground.
"Spare us! Spare us! From now on, we will never violate Your Excellency's country's border."
Yongbok raised a stick, smashed the pots and various tools on the boat, and shouted, "If you don't leave quickly, I'll kill you all!" The boatmen, greatly terrified (恐怯), crawled away meekly, hastily boarded their boat, and fled in panic. Yongbok thought and thought, unable to bear his anger. Regretting having let them go alive, he discussed it with his companions and rushed towards Usan Island at dawn the next day. Seeing Yongbok coming, the Japanese boatmen were terrified and quickly hoisted their sails and fled. Yongbok chased after them, intending to catch them, reaching Iki Island (壹岐島). There, he thought again, "If I leave things as they are, we are likely to lose our Ullŭngdo no matter what. I have no choice but to negotiate once more," and headed for Hōki Province (伯耆州).
An Yongbok's Second Eastern Expedition Map

The Crime of the Tsushima Lord Cannot Be Pardoned
Yongbok arrived in Hōki Province and met the Lord of the domain <19>. The Lord welcomed him warmly and treated him with the courtesy due to a state guest. Yongbok thought to himself, "If I speak without any official authority, it won't have much effect. It's better to use temporary expediency (臨時 權度) in this situation, even if I might be punished later by the state for abuse of authority." So he falsely claimed to be the Tax Collector of Ullŭngdo (울릉도 감세관) and sternly protested to the Lord, explaining the circumstances from beginning to end. The Lord acknowledged that everything was his country's fault and apologized. Yongbok then attacked the crimes of the Lord of Tsushima (對馬島主), saying,
"How can the intermediary manipulation and fraudulent deceit of the Lord of Tsushima be seen only in the case of Ullŭngdo? There is much deception even in the rice and cloth (米幣) our country sends each year. Originally, 50 *du* of rice make 1 *hoku*, but the Lord of Tsushima makes it 7 *du*, reducing the measure (*hokryang*). Also, 35 *ch'ŏk* of cloth make 1 *p'il*, but the Lord of Tsushima makes it 20 *ch'ŏk*, reducing the length (*p'ilch'ŏk*). One bundle of paper (紙) is very long, but he shortens it and makes three bundles out of it. How would the Shogun (關伯) know about this? I will now report this fact directly to the Shogun and denounce (覈彈) his crime of deception (欺誑)." He ordered his companions to prepare an official document to send to the Edo Shogunate (江戶府).
The father of the Lord of Tsushima, who was in Edo, heard this and was greatly alarmed. He visited the Lord of Hōki and earnestly begged, "Indeed, if such facts reach the Shogunate (幕府), it will be a huge problem. If the document arrives in the morning, my son will be dead by evening. What can be done?" The Hōki Lord replied,
"Well, there's nothing I can do. This matter arose because of the Ullŭngdo issue. If it weren't for that, I might ask An Yongbok for forgiveness once."
"I will immediately write to my son and tell him not to encroach on Ullŭngdo. If you can somehow ensure things remain peaceful, I will truly be indebted to you beyond the grave."
The Lord of Hōki quickly returned and spoke to Yongbok.
"Please do not report the misdeeds of the Lord of Tsushima to the Shogunate. I guarantee that such things will absolutely not happen from now on. Also, if you return to your country now, I will guarantee that Ullŭngdo is definitively your country's territory. Even if a dispute (爭端) arises concerning Ullŭngdo in the future, I will take responsibility for it, so do not worry at all."
Yongbok, unable to refuse the earnest plea, said,
"Then I shall trust only you, Your Lordship, and return. All responsibility arising from this matter hereafter shall be borne by you, Your Lordship." He then departed from there and returned to his country, arriving in Yangyang in early August.

Recovering the National Territory, the Reward is Severe Punishment
The Lord of Tsushima now realized (覺破) that he could no longer engage in deception. Thus, he sent an official letter to the Tongnae Prefecture (東萊府), expressing profound apologies and stating his intention never again to dare send people to Ullŭngdo. He also touched upon Yongbok's transgression (犯越), implicitly expressing regret. The Prefect of Tongnae reported this fact to the Governor of Kyŏngsang, arrested Yongbok and his companions, and sent them forth. The Governor then reported to the royal court (조정) via memorial (狀啓) and transported Yongbok and the others under arrest (압송). The court entrusted Yongbok and the others to the Board of Punishments (형조) for severe interrogation (고문). As the testimonies (供述) of the various individuals matched, the opinion of the royal court (朝議) was: "An Yongbok and his group acted arbitrarily and violated the border (擅自犯越), becoming the root cause for potentially creating trouble (釁端) with a foreign country; their crime is great. They should rightfully be sentenced to capital punishment (극형)." (Continued on page 51) <20>
The Gallant An Yongbok
It was decided to sentence them to execution by beheading (참형).
Yongbok, having originally disregarded his personal comfort (안락) and being prepared to sacrifice himself (희생) for national affairs, showed no sign of fear even at the sentence of execution. He merely thought this in his heart: "My death is not regrettable at all. However, I worry whether those fickle and unreliable petty rascals (小醜輩) might perhaps invade our Ullŭngdo again." He just waited for the day of his death.
Just as Yongbok's group was about to be executed (行刑), the Yŏngdonnyŏng (領敦寧, honorary title) Yi Chiwan raised an objection: "Although Yongbok has committed a crime, the reason Tsushima Island (馬島) originally engaged in deceit was that our court (我廷) could not communicate directly with Edo (江戶). Now, through him, we have learned that there is another way; therefore, killing Yongbok is not right." Furthermore, Yŏngjungch'u (領中樞, head of the Office of Royal Decrees) Nam Kuman argued: "If not for Yongbok, the deception (欺誑) of the Lord of Tsushima could not have been exposed, and the Ullŭngdo incident seems likely to be settled satisfactorily (妥帖) through this opportunity. We should first make the Tsushima Lord confess (自服), and then Yongbok's crime can be dealt with slowly without being too late. If we execute Yongbok first and it becomes something the Tsushima Lord can use for his deceitful schemes (譎計), if he uses it as a pretext to instead act high-handedly, what will we use to counter him? Isn't this a blunder (失策)?" Because of this, the royal court debated again and decided to resolve the Ullŭngdo issue first before executing Yongbok.
The court then reprimanded (힐책) the Lord of Tsushima, and the Lord indeed confessed (自服). An official letter arrived stating that the blame was returned to the Lord of Tsushima, confirming Ullŭngdo as Chosŏn's territory (領地) henceforth, and guaranteeing that border violations (侵越) by his countrymen would be strictly forbidden, ensuring such abuses would cease. The Ullŭngdo incident, which had been an issue for years (積年), was thus resolved amicably. However, for Yongbok and his party, their death sentence was reduced by one degree to exile (유배).
Alas! An Yongbok, the man credited with recovering Ullŭngdo, who traversed (跋涉) ten thousand *ri* over land and sea through the efforts of ten thousand deaths (萬死), could not become a free man but finished his life confined on a desolate, isolated island (孤島). Ah, in this world, how many people like An Yongbok truly exist? (The End) <51>

**Summary**

This article recounts the second (1696) journey of An Yongbok, a Chosŏn fisherman, to Japan to protest Japanese presence on Ullŭngdo. Despite lacking official backing, he boldly confronted Japanese officials, including the Lord of Hōki Province, falsely claiming official status. He exposed the deceptive practices of the Tsushima Lord regarding Ullŭngdo and tribute, ultimately securing a guarantee from the Hōki Lord (implicitly backed by the Shogunate) recognizing Ullŭngdo as Chosŏn territory and promising to prevent further incursions. Upon returning, however, the Chosŏn court, while using his success to formally resolve the dispute with Japan, punished Yongbok for acting without authorization, sentencing him to exile where he died.

From the perspective of Korean colonial history (published 1926), this article is significant as a piece of nationalist historical writing. It celebrates a commoner hero who stood up to Japanese encroachment and defended Korean sovereignty, implicitly critiquing both Japanese aggression and the perceived weakness or injustice of the historical Korean ruling class (the court). Publishing such a story during Japanese rule served to bolster Korean national pride and historical consciousness regarding territorial integrity, particularly concerning Ullŭngdo (and by extension, Dokdo, often historically linked as Usan).

**Named Entities**

安龍福	안용복	An Yongbok
『對馬島主의 중간 농간으로 협잡사기하는 것을 어찌 울릉도 하나로만 볼 수 있으리오. 우리 나라에서 해마다 실어 보내는 米幣에까지 속이는 일이 많다. 본대 米 50두를 1斛으로 하거늘 對馬島主가 7두로 하여 斛量을 감축하고 또 布 35척을 1疋로 하거늘 對馬島主가 20척으로 하여 疋尺을 감축하고 紙 1束이 매우 길거늘 아서 3束을 내는데 關伯이야 이런줄 어찌 알리오. 내 지금으로 바로 關伯에게 이 사실을 말하여 그 欺誑한 죄를 覈彈하리라』하고 동행자더러 공문을 만들라 하여 江戶府로 보내려 하였다.
對馬島主의 부친이 江戶에 있다가 이 말을 듯고 크게 놀래어 伯耆州主를 찾아보고 『과연 그러한 사실이 막부에 들리기만 하면 큰일이다. 공문이 아츰에 오게 되면 내 아들은 저녁이면 죽으리니 어찌하면 좋게 할 수 있소?』라고 간곡히 애걸하였다. 州主가
『글세 어떻게 할 도리가 없소. 이 일은 울릉도 문제로 하여 생긴 것이니 그것만 아니면 내 安龍福에게 한 번 용서를 빌어 보겠소.』
『그는 내 즉시로 내 아들에게 편지하여 울릉도를 침해하지 말게할 터이니 아무조록 무사아기만 하여주면 실로 백골난망이겠소.
伯耆州主가 빨리 돌아오아 龍福을 보고
『당신이 對馬島主의 비행을 막부에 알리지 말으시오. 금후로는 절대로 그런 일이 없기로 내가 보증하오리다. 그러고 또 당신 지금 귀국으로 돌아가시면 울릉도가 確的히 귀국의 국계인 것을 보장하오리다. 이 후라도 만일 울릉도로 하여 쟁단이 생긴다하면 내 그 책임을 질 터이니 조곰도 염려 말으시오』
龍福이 그 간청에 어찌할 수 없어
『그러면 나는 貴君만 믿고 돌아가리니 이 뒤에 그로 하여 생기는 모든 책임은 모도 貴君이 잘 것이요』하고 겨서 떠나아 귀국하여 8월 초순에 襄陽에 도착하다.

국토를 아주 회수 그 報酬는 重刑
對馬島主가 인제는 다시 사기하여 볼 수 없음을 覺破하였다. 그리하여 공문을 東萊府에 보내어 지극히 사과하는 뜻을 표하고 이후에는 감히 사람을 울릉도에 보내지 아니하리라는 뜻을 말하여 또 龍福의 犯越한 사실에 미치어 은연히 유감의 뜻을 표시하였다. 東萊府使가 이 사실을 경상감사에게 報하고 龍福 등 일행을 잡아 보내니 감사로서 또 조정에 狀啓하여 龍福 등을 압송하다. 조정에서 龍福 등을 형조에 맡기어 엄중히 고문하니 여러 사람의 供述이 일치되는지라 朝議에 『安龍福 등은 擅自犯越하여 외국에 釁端을 장만케 할 장본인인즉 그 죄가 크다. 맞당히 극형에 처하여야 할 것이라』하고(51頁에 續)＜20＞
쾌걸 안룡복
참형에 처하기로 작정되었다.
龍福은 본대 일신의 안락을 돌아보지 아니하고 다만 국사에 희생하겠다는 각오가 있었으므로하여 참형한다는 선고에도 조곰도 두렵은 빛이 없고 다만 맘으로 이렇게만 생각하였을 뿐이었다. 『나 죽는 것은 조곰도 아깝지 아니하다. 그러나 저 반복무상한 小醜輩가 행여나 우리 울릉도를 다시 침월하지나 아니할는지』 다만 죽을 날만 기다리고 있었다.
龍福의 무리를 장차 行刑하려할 지음에 領敦寧(관명) 李趾完이 이의를 제기하되 『龍福이 비록 죄 있으나 馬島기 본대붙어 사기하는 것은 我廷에서 江戶로 직통하지 못함인데 지금은 그로 하여 딴 길이 있음을 알았은즉 龍福을 죽이는 것이 옳지 못하다』하고 또 領中樞 南九萬은 『對馬島主의 欺誑을 龍福이 아니면 폭로할 수 없었겠고 鬱島사건이 이 기회로 하여 잘 妥帖될 모양이니 먼저 馬島主로 하여곰 自服하게 한 연후에 龍福의 죄는 천천히 처치하여도 늦지 아니하다. 만일 龍福붙어 먼저 行刑하여 島主의 譎計에 이용꺼리가 되고 보면 저가 그로써 한 구실을 삼아 돌오 호통을 부리게 되면 우리는 무엇으로써 그와 대변하리오. 이것이 한 失策이 아니냐』하며 이러구로 조정에서 다시 의논하여 鬱島 사건을 먼저 해결한 후에 龍福을 行刑하기로 결정되다.
조정에서 이에 對馬島主에게 힐책하니 島主가 과연 自服한다. 그가 허물은 對島主에게 돌이어 보내고 이후로는 확실히 울릉도가 조선의 領地임을 승인하며 또 귀국계에 침월을 엄금하여 그런 폐단이 없을 것을 보증한다는 공문이 오았다. 積年토록 문제의 울릉도 사건은 이로써 원만히 해결되고 말았다. 그러나 龍福 일행에게는 사형에 1등을 감하여 유배로 작정되었다.
아아 萬死의 힘으로 수륙 만리를 跋涉하여가며 鬱島 회수의 공로자로의 安龍福은 쓸쓸한 孤島 속에서 자유롭은 몸이 되지 못하고 일생을 거긔서 마치었다. 아아 세상에는 安龍福같은 자 과연 몇 사람이나 있는고.(完)＜51＞
＜18-20, 51＞
