**Header Section:**
Magazine Title: 동광 제2호
Publication Date: 1926년 06월 01일
Article Title: 「나」란 무엇일가(전호 계속) (What is "I"? (Continued from last issue))
Author: 철학박사 白性郁 (Philosophy PhD Paek Sŏnguk)
Article Type: 논설 (Editorial/Essay)

**Body Text Translation:**
9
From this, if we take another step forward and seek a somewhat different example, we find a method of self-realization where the means were extremely base, ultimately failing to realize the self, instead leading it further astray, and severely, into the fate of destruction, turning barbaric. Rather than seeking such examples from distant peoples, examining the case of the Peninsula tribe (半島族), that is, the Chusin tribe (주신 族), might perhaps be truly meaningful for our future path. Although the Chusin people themselves indeed possessed a long history and a great culture, in recent ancient times, they lost their spiritual guides, resulting in the adoption of a truly base course. In such circumstances, the Chusin people admired the cultures of the neighboring Tang (唐) and Song (宋) dynasties. A reasonably intelligent people, seeing the appeal of Tang and Song culture, would have studied the origins (所從來) from which Tang and Song culture arose, but instead of doing this, they became intoxicated and bewitched by Tang and Song culture. While doing so, they developed the mistaken idea that their own culture was base. Therefore, they ultimately sought to imitate Tang and Song culture.

10
Any cultured people, regardless of ethnicity, possess self-esteem (자존심); self-esteem is a wondrous thing born from revering the great figures manifested in their history. Thus, the Han Chinese (漢人), with their strong self-esteem, naturally praise their historical great figures, which undeniably forms the central axis of Tang and Song culture. Witnessing this, the Chusin people, lacking understanding of their own historical great figures, sought instead to praise the historical great figures of the Han Chinese. To achieve this, they vigorously propagated it among themselves, simultaneously disseminating it to the conservative peasantry, fabricating utterly groundless place names and mountain names, thereby destroying the sanctity of the Chusin people while making the veneration of Han Chinese great figures seem like something not foreign. Examples include Mount Suyang (首陽山) in Hwanghae Province (黃海道), P'yŏngyang (平壤) and the Tomb of Kija (箕子陵) in P'yŏngyang, continuing to revise everything. As if that weren't enough, starting from the capital, Kwanwang Shrines (關王廟) and Confucian Shrines (孔子廟) were established in every nook and cranny. Naturally, it is abundantly clear that many monuments venerating the Chusin people's great figures met the fate of destruction in this process. Therefore, even today, among the innocent simpletons in the countryside, one hears discussions like "Paegi (伯夷) and Sukche (叔齊) were from Hwanghae Province," or "Lord Kwan'gong (關公님) was from Kyŏngsang Province (慶尙道)." While such things are undeniably the work of politicians, it cannot be said that the Chusin people were entirely <34> without susceptibility to this. Though this is, of course, the force of long ages, the fact that it reached such a complete state is due to the custom among the Chusin people—where scholars who dominated the spiritual world in East Asia historically saw little distinction between themselves and politicians, and especially sought scholarship to become politicians! This was the cause that made it easy to realize the ideals, fantasies, or momentarily ill-considered thoughts of those not yet shed of their scholarly habits. Ultimately, as long as it aligned with the expedient glory of politicians seeking temporary ease, even such things became possible.

11
As mentioned before, it is only in relation to others that a person comes to know the self. To express oneself, one's existence has been indicated by a specific noun; this is the surname and given name (성명) we see today. Since time immemorial, humans have presented themselves using two types of names: one, the common, provisional noun, "I" (나); the other, the proper noun, that is, the name unique to an individual. This we call the surname and given name. Therefore, everyone possesses <35> a surname and given name, thereby expressing their instinct. Looking at human history, these surnames and given names often show traces of originating from respective occupations. For example, among the Han Chinese too, the Cang (倉氏) and Ku (庫氏) clans are said to be descendants of granary and storehouse officials (倉庫吏之後世). Such occupational names, unless humanity was so primitive as to lack language, would most clearly have been expressed in their own mother tongue. For instance, looking at European surnames, Schmidt means blacksmith (銕工), and Muller means miller (방아쟁이); these naturally originated from their ancestors' occupations and were simultaneously expressed in the language their ancestors used, making it easy to know even today that they possessed a mother tongue. It is a fact that the Chusin people, like many other peoples, had surnames and names, and it is also a fact that if they existed, they would have originated from their ancestral occupations or symbols. Thus, it is most evident that they would have been expressed in the mother tongue they used. However, looking at the surnames and names of the Chusin people today, contrary to the above principle, they are in Chinese characters (한문), not their own mother tongue, like "Mr. Yi" (李哥) or "Mr. Kim" (金哥), such that the Chusin people themselves do not fully feel the meaning of the characters, and consequently, the Chusin people appear so barbaric as to not even possess a mother tongue. Then, did the Chusin people truly import Han culture in a state where they lacked both language and occupation? And are phrases like "half-a-myriad-year history" or "standing equal with Yao" (與堯並立) actually utterly groundless talk? Or are the Chusin people themselves actually Han Chinese, only now starting to call themselves the Chusin people? Such questions truly leave us, the descendants of the Chusin people, unable to escape wandering in a thick fog (오리무중).

12
No. The Chusin people are truly a people who possessed an independent history over long ages and manifested their unique characteristics. It is unnecessary to recount anew now that their origin lies in the North Manchurian plains, and as a branch of the developed Tungus (퉁구쓰), they conquered the peninsula's aboriginal inhabitants and established a firm foundation in this land. Just as their history was independent, their language grew independently. This is not something first claimed by us, the descendants of the Chusin people; in fact, from a scholarly standpoint, there is no one who can deny it.
Why, then, have the surnames, history, and clothing systems of the Chusin people become unclear today? The answer, though rather shameful, is, as mentioned before, that those who held the responsibility of leading (先導) the Chusin people became intoxicated with Tang and Song culture. Consequently, while venerating Han Chinese great figures, they had no time to understand their own historical great figures. Due to this lack of understanding, it eventually turned into an attitude of rejection. When this reached a degree of madness, they discarded their own native culture in favor of adopting that of the Han Chinese, starting from the educational system (學制) and extending to customs and habits. For example, they translated native surnames into Chinese characters like "Mr. Yi" (李哥) or "Mr. Kim" (金哥), adopted Han Chinese clothing styles, centered everything around the Han Chinese, and ultimately strived to become Han Chinese. To propagate this, they taught Han Chinese history to their children to deepen the foundation, and followed up with the Analects and Mencius, considered Han Chinese political scholarship, extending even to the Book of Poetry (詩), Book of Documents (書), and up to the Book of Changes (易). (Continued on p. 52) <36>

What is "I"?

How much suffering the Chusin people must have endured learning the utterly groundless cosmology of the Han Chinese! Even if implementing this had proceeded smoothly, it would not have been without flaws, but driven by political power, dissenters were killed over long ages. Amidst the inconvenience of transportation, they could not see the lifestyles of others; the only ones they saw were Han Chinese, while others were in a state of lower culture at the time. Where could they find an opportunity for introspection? Ultimately, this incomplete, monkey-like imitation (猿猴的 모방) effortlessly rendered the culture of the long-historied Chusin people into nothingness (烏有).

13
As relentless time progressed, even the brilliant cultures of Tang and Song eventually came to groan under the oppression (拑制) of other ethnicities; this is what is called the "Disorder of the Five Barbarians" (五胡亂華). Hearing and seeing this, the so-called thinkers and poets on the peninsula lamented and sighed (噫噓탄식) with indignation for their idealized motherland—the spectacle is still vivid in my eyes. <53>
However, they did not wish to repent, not even in their dreams. Looking back now, if they had possessed considerable military strength, they would likely have offered even their precious lives for the Han Chinese, further developing their own foolishness (愚癡). But heaven intervened, and they did not possess such capability. This tragic state of the Chusin tribe saw the clouds of doubt lift with the establishment of the Ming (明) empire; the scene at that time was truly spectacular. The joy of the real Han Chinese was, of course, natural, but the ecstatic frenzy of the fake Han Chinese was truly laughable.
Shortly thereafter, when the Ming empire was conquered by the Manchu Qing (滿淸)—who could be called a part of the Chusin people—an unparalleled foolish drama (癡劇) unfolded again on the peninsula. For example, they called their kin, the Manchu Qing, "barbarians" (胡), mourned (吊) the conquest of the Southern Ming (남인 明) by these "barbarians," ridiculed the Manchu Qing's queue hairstyle (변발)—which faithfully implemented the legacy of Tan'gun (단군의 遺制)—as a barbaric custom, and, to pray for the restoration of the Ming, which had fallen in the early Chongzhen (崇禎) era, the literati class on the peninsula took to writing "60 years after the Chongzhen accession" whenever recording dates. How detestable and foolish! What if someone with discerning eyes (具眼者) had seen this?
How arrogant and rude must the politicians (위정가) on the peninsula, holding <54> such notions, have been towards the Manchu Qing? However, the Manchu Qing, the main branch of the Tungus with a clear historical consciousness, showed excessive favor towards the peninsula out of love for their kin (동족). The comical anecdotes buried within this still refresh our memory. If only they had guessed even half of the Manchu Qing's intentions, how fortunate it would have been! And how comforting (위안되랴마는) it would have been for the Manchu Qing, who treated them with the courtesy due to relatives! But in reality, contrary to this, the peninsula's politicians merely interpreted the Manchu Qing's goodwill as stemming solely from fear (畏懼) of their own strength and admiration (숭앙함) for their civilization and culture. Ultimately, the Chusin people on the peninsula lived quite comfortably in their delusion.

14
Thus, when I was in China years ago, I often heard such remarks from Han Chinese when interacting with them: "Your name sounds exactly like a Chinese person's," or "How did you manage to study so much Chinese literature (중국문)?" Heard casually, these words might not seem very significant, but upon further reflection, firstly, they suspected that our surnames were in Chinese characters because they had some inkling of our culture. However, <55> though this is somewhat base, there is room for forgiveness; perhaps it wouldn't be unreasonable to assume they were temporarily adopted translations just for use while in China. But secondly, seeing that I could read Chinese beyond basic literacy (免無識), they thought I must have mastered our own literature first and then specially studied Chinese literature as expert knowledge, thus respecting or inquiring about me.
However, if they knew our internal situation (내정), how much would they ridicule our base (비열한) lifestyle, and simultaneously, how conceited would they become, thinking how good their own culture is? The Chusin people, having taken such a path, instead of realizing the self like others, took the base means of conveniently (經便하게) imitating others. For example, instead of striving to become yangban through scholarship or position, they sought to become yangban by trying to buy a yangban's genealogy register (족보). Possessing just this, they thought, made them yangban in that instant. Engaged in such antics, we ultimately ended up neither real Han Chinese nor fake Han Chinese; in the process, we considered it our only skill to voluntarily eliminate (업새버리는 <56>) our names, clothing, history, and culture. Having done this, they seemed to see signs of success in their endeavors, even giving us phrases of self-congratulation (自慶自得). Ah, how detestable they are! Why did they not learn the phrase "The later born are to be feared" (後生可畏) from the Han Chinese? For example, the phrase: "Alas, our country (於戱我國), though secluded in a corner of the sea (雖僻在海隅), with small territory (壤地偏小), its rites, music, laws, institutions (禮樂法度), official attire (衣冠), and culture (文物) all follow the Chinese system (悉遵華制). The Chinese people (華人) call it Little China (小中華)."

15
Previously, we examined three types of methods for self-realization. The Han Chinese culture, through the method of bending the small to extend the great (屈小伸大), ultimately achieved success, arguably, but because its method implicitly aimed to conquer others, its own suffering (辛苦) was truly not insignificant. Thus, from an evolutionary perspective, it must be called a deformed (기형적) way of life, though one so complete is rare.
Furthermore, the self-realization of the Western Hemisphere peoples was solely based on the ill-considered, unruly (벌으장머리업는) notion of "conquering the self," making conquest their sole endeavor. Ultimately, although their culture naturally influenced later peoples according to natural laws, <57> their own people entered eternity, leaving their ancient ruins (故墟) merely as dwellings for the barbarians (蠻民) of that time; such is the civilization of Rome (羅馬). This is what the Chinese call "the courage of a common man" (匹夫之勇), "the strength of the North" (北方之强), or "barbaric courage leads to self-destruction" (蠻勇은 滅身).
The self-realization of the Chusin people consisted solely of engaging in monkey-like imitation (猿猴的 모방). Ultimately, like chasing a wild boar only to lose the domestic pig (묏돗 잡으러다가 집돗일는 격), culture and everything else disappeared; that is, far from realizing the self, they even forgot themselves. Thus, the self-realization achieved through the first method, "bending the small to extend the great," involved much hardship (辛苦), but ultimately, culture and people coexisted. The self-realization based on the principle of conquering nature, the second method, may have provided some temporary enjoyment at the time, but ultimately, while the culture was used by other peoples, the people themselves ended in nothingness (烏有). The self-realization achieved through monkey-like imitation, the last method, ultimately resulted in becoming barbarians with nothing.
Although the methods described above, regardless of type, already belong to a past era of self-realization, studying them indeed evokes our interest. (End) <58>

**Summary**

This essay by Paek Sŏnguk critiques the historical path of the Korean people (referred to as "Chusin"). He argues that Koreans, mesmerized by Tang and Song Chinese culture, abandoned their own unique history, language, names, and traditions in a misguided attempt at "self-realization" through mere imitation of the Han Chinese. This "monkey-like imitation," fostered by an elite seeking political expediency, led to a loss of identity and cultural impoverishment, turning Koreans into "fake Han Chinese" living in a state Paek considers base and self-destructive. He contrasts this negatively with the Han Chinese method ("bending the small to extend the great," seen as arduous but ultimately successful in preserving culture and people) and the Roman method ("conquering the self/nature," seen as aggressive and ultimately leading to the people's disappearance despite cultural influence).

From the perspective of Korean colonial history, the article is significant for its strong nationalist sentiment and sharp critique of Sinocentrism (specifically, the "Little China" mentality) from within Korea during Japanese rule. Historians might find Paek's use of "Chusin" instead of "Han" (韓) or "Chosŏn" (朝鮮), his emphasis on a distinct Tungusic origin and independent cultural trajectory, and his scathing assessment of pre-modern Korean elites' cultural choices particularly interesting as reflections of evolving national identity discourse and the intellectual struggle to define Koreanness amidst foreign domination and historical narratives emphasizing dependency.

**Named Entities**

白性郁	백성욱	Paek Sŏnguk
무정한 세월은 진보하는 중 그와 가티 찬란하던 唐宋의 문화도 결국은 異族的 拑制하에 신음하게 되엇나니 이것이 소위 五胡亂華라는 것이다. 이것을 듯고 본 반도의 소위 사상가는 시인이라는 級은 그들의 이상적 조국을 위하여 통분하며 噫噓탄식하엿슨 꼴은 지금도 눈에 시원하다.＜53＞
그러나 꿈에라도 회개하고 십지는 아니하엿다. 이제야 말이지 그들이 상당한 병력만 잇섯든들 漢人을 위하야 귀중한 생명까지라도 獻하여서 自家의 愚癡함을 더욱 발전하엿스리라만은 하늘이 두남두어 그러한 능력은 그들에게 잇지 아니하엿섯다. 이와 가튼 주신 族의 비참은 明의 제국적 건설로 疑雲이 벗기엇나니 彼當時의 광경인즉 참으로 장관이다. 진짜 漢人의 희열이야 물론 당연하지마는 가짜 漢人의 희열적 발광은 참으로 포복할만 하엿다.
居未旣에 明제국이 주신 민족의 일부라 할 만한 滿淸에게 정복을 당할 때에 반도에는 다시 비할 때 업는 癡劇을 연출하엿다. 예하면 동족인 滿淸을 胡라 하며 남인 明이 胡에게 정복당하엿슴을 吊하고 일변으로 단군의 遺制를 충실이 실행하는 滿淸의 변발을 야만풍이라 조소하고 崇禎 初時에 망한 明을 위하여 부흥을 祝하기 위하여 반도 文人級에서는 무엇을 기록할 때마다 崇禎기원후 60년을 쓰도록 되니 그- 얼마나 가증하며 愚癡한가! 만일 具眼者가 이것을 보앗더랴면?
이와 가튼 관념을 가진 반도의 위정가가＜54＞ 滿淸을 대하야 얼마나 오만 무례하엿슬가? 그러나 역사적 관념이 명백한 통구쓰의 宗家인 滿淸의 동족 사랑은 실로 과분한 우대로 반도를 향하엿다. 이 중에 무치어 잇는 희극적 일화는 아직도 우리의 기억을 새롭게 한다. 이와 가튼 滿淸의 故意를 반분이라도 짐작하엿던덜 그- 얼마나 幸이며 친척의 예로 대하는 滿淸인덜 그- 얼마나 위안되랴마는 사실인즉 此에 반하여 반도 위정가들은 滿淸의 호의가 오직 自家의 강성을 畏懼하며 문물을 숭앙함에서 나온 것이라 해석함에 불과하엿다. 결국 반도에 잇는 주신 민족은 참으로 배ㅅ속 편하게 잇섯다.

14
그래 나는 年前에 중국에 잇슬 때에 漢人과 접할 때마다 종종 이러한 말을 들엇다. 「당신의 성명은 흡사 중국 사람과 갓소」라던지 「당신은 어느 틈에 중국문을 그다지 만히 연구하엿소」이 말은 凡然이 들음에야 그다지 의미잇는 것이라 할 수 업지만은 좀 더 생각하여 보면 첫재는 그들이 우리의 문화를 짐작하엿스므로 한문으로 우리의 성명이 된 것을 의심한 것이다. 그러나＜55＞ 이것이야 좀 비루하지마는 용서할 점도 잇나니 혹 한문으로 번역하여서 중국에 잇는 동안에만 假定함도 무리가 아니겟지마는 둘재로 내가 한문을 免無識이나 하는 것을 보니까 그들은 생각하기를 내가 우리의 문학을 다 연구한 후에 특별히 전문지식으로 한문을 연구한 줄 생각함으로 나를 존경하는 것이고 또는 뭇는 것이다.
그러나 그들이 우리의 내정을 알고 본다면 그- 얼마나 우리의 비열한 생활을 조소하는 동시에 그- 얼마나 자기들의 문화가 조흔 것이라 하여 자만할 것이냐? 이와 같은 途程을 취한 주신 민족은 자아를 남처럼 실현하고저 하는 代로 아주 經便하게 남을 담고저 하는 비열한 수단을 취하엿다. 例하면 양반이 되고저 학문으로던지 지위로던지 하고저 노력하지 아니하고 양반이 되고저 양반의 족보를 사고저 하엿다. 이것만 가지면 그들은 생각하기를 이 순간에 양반이라 하엿다. 이 꼴을 하다가 보니 우리는 결국 진짜 漢人도 못 되고 가짜 漢人이 되고저 하는 통에 성명도 의복도 역사도 문화도 다 자발적으로 업새버리는＜56＞ 것만 능사로 녀기엇다. 이와 가티 하다가 그들은 그들의 사업에 성공한 눈치를 보앗던지 제법 自慶自得한 文句를 우리에게 주엇다. 아- 그들이 얼마나 얄미우냐! 어찌하여서 그들을 漢人부터 後生可畏라는 문자를 배우지 아니하엿더냐. 例하면 『於戱我國 雖僻在海隅 壤地偏小禮樂法度 衣冠 文物 悉遵華制 華人稱之小中華』句 등이다.

15
우리는 전자에 잇서서 자아 실현하는 방법을 세 종류로 연구하여 보앗다. 漢人문화인즉 屈小伸大하는 방식으로 결국 성공은 하엿다 하겟지마는 그 방식이 부지중 他를 정복하겟다하므로 自家의 고통이 참으로 업지 못하엿다. 그래 진화론적 견지로 보아서는 이만콤 완전한 것이 드믈다할만한 기형적 생활방식이라 아니할 수 업다.
또 西半球 민족의 자아실현인즉 오직 일념이 「자아를 정복한다」는 불철저한 벌으장머리업는 관념에 잇는지라 오직 정복으로 능사를 삼앗나니 결국 문화이야 자연률에 의하여 후래민족에게는 영향을 주엇지만은＜57＞ 자기민족 자체인즉 영원중에 들어가 벌이고 자기의 故墟에는 彼當時 蠻民의 주거를 作하엿슬 뿐인 것이 羅馬의 문명이다. 이것이 소위 중국인의 匹夫之勇이라거나 北方之强이라거나 蠻勇은 滅身이라는 것이다.
주신 민족의 자아실현인즉 오즉 猿猴的 모방에만 종사하엿는지라. 결국은 묏돗 잡으러다가 집돗일는 격으로 문화도 무엇도 업서지고 즉 자아를 실현하기는 고사하고 자신까지 이저버리엇다. 그런즉 上者의 屈小伸大로 된 자아실현인즉 辛苦야 실로 만엇지만은 결국 문화와 민족이 俱生하엿고 次者 자연을 정복한다는 원리에 의한 자아실현인즉 彼當時의 일시적 향락이야 幾分間 만족하엿다 하겟지만은 결국 문화이야 달은 민족들의 이용에 供하는 중 자기 민족 자체는 烏有로 終을 고하엿고 末者 猿猴的 모방으로 된 자아실현은 결국 아무 것도 업는 야만으로 화하여 버렷다.
이상과 如한 방식이야 무엇을 물론하고 벌서 구시대에 속한 자아실현적 방식이지만은 이것을 연구하게된 우리는 실로 흥미를 늣긴다.(끗)＜58＞
＜34-36, 53-58＞
