**Header Section**
Magazine Title: 삼천리 제6권 제9호
Publication Date: 1934년 09월 01일
Article Title: 名記者 그 時節 回想(2), 東京大震災때 特派 (Reminiscences of a Famous Reporter's Era (2), Dispatched during the Great Tokyo Earthquake)
Author: 何夢 李相協 (Hamong Yi Sang-hyŏp)
Article Type: 회고·수기 (Memoir/Recollection)

**Body Text Translation**
Reminiscences of a Famous Reporter's Era
						Hamong Yi Sang-hyŏp

Mr. Yi Sang-hyŏp, whose pen name is Hamong, entered the writing world as a young reporter about 30 years ago. Since then, he has served as the Editor-in-Chief of the Tonga Ilbo, Vice President of the Chosun Ilbo, and Chief Editor of the Chungang Ilbo, and currently holds the position of Vice President at the Maeil Sinbo. During this time, starting with the State Funeral of King Kojong (李太王國葬事件) and the King's Trip to Hamhŭng Accompanied Event (李王殿下咸興陪從事件), almost no major incident that startled the public eye—be it in the political sphere, the ideological sphere, or various social trends of the peninsula—has occurred without passing through his hands. Indeed, many of those active in the newspaper world today were once under Mr. Yi's command, and some were even trained by him. Besides being a reporter, Mr. Yi also has a deep knowledge of literature, having early on published works like the creative piece "Tears" (눈물) and numerous translations such as "Neptune" (海王星). Here, he describes the scene from the time he was dispatched to the site of the Great Tokyo Earthquake, pushing through the flames, an event that remains most vividly etched in his memory from his 30-year career as a reporter.

A Sudden Urgent Report
It was when I was the Editor-in-Chief of the Tonga Ilbo, and it happened in the 1st year of Taishō [Note: This seems incorrect, the Great Kanto Earthquake was 1923, Taishō 12. Taishō 1 was 1912. The author might be misremembering the year or referring to something else, but the context clearly points to the 1923 earthquake.], so it’s already a story from the distant past, 13 or 14 years ago.
On September 1st, the urgent report that a massive earthquake had struck Tokyo, and that the entire Kantō region—not to mention Tokyo, Yokohama, and Kamakura, but all their surroundings—had truly turned into scorched earth in an instant, fell upon Seoul that afternoon. Initially, as all telegraph and telephone lines were damaged, the disastrous situation was barely made known to the world through wireless telegraphy.
As I learned later, initial reports of the great earthquake stated that the entire main island (Honshū) was the disaster zone,<80> and not only was there an earthquake, but also a great tsunami, causing land to be submerged under the sea and many areas to collapse. The number of victims was said to be unknown, possibly millions or tens of millions. Furthermore, fires reportedly broke out in cities and villages alike, filling the entire sky over the Pacific coast with red flames and smoke.
Telegrams transmitted to places like Moscow, Berlin, and Paris even sensationally claimed that Japan had completely sunk into the Pacific Ocean.
In any case, it was the greatest catastrophe in Japanese history since the Ansei Great Earthquake, and looking around the world, it was the first such tragedy witnessed since the San Francisco Earthquake, happening right before our eyes.
That day, sitting in the Tonga Ilbo editorial office, I received this telegram and was greatly shocked along with my colleagues. So, the first thing the newspaper company did was to use the initial typefaces to print an extra edition. Then, we anxiously awaited further news.
What dominated our minds at that time was: with Tokyo engulfed in flames, what had become of the lives of our white-clad compatriots (白衣同胞) there? What happened to the tens of thousands of students who had gone from all over Chōsen, and what was the fate of the weary laborers who had left their parents, wives, and children behind to work there?
At the time, it was widely speculated that millions must have died, so if casualties occurred, it was inevitable that Koreans would be among them. Even if they were fortunate enough to have survived, they would likely have escaped with only the clothes on their backs, so we worried about what they would wear<81> and eat to survive. Thus, we decided we had a duty to perform: to establish a plan to rescue these people.

Directly to the Scene
Therefore, after a meeting of the executives, it was decided to dispatch someone to the disaster site in Tokyo. Upon reflection, I couldn't ask someone else to go to such a dangerous zone, so I resolved to go myself. I departed from Namdaemun Station on the Kyŏngbu Line train on the morning of September 6th. After the earthquake, people's minds were agitated. Especially the tens of thousands of families throughout Chōsen, worried about the survival of their children and husbands, sent letters to the newspaper office, and some even crossed the Hyŏnhae Strait (玄海灘) directly. As the number of such disoriented bereaved families gradually increased, the police strictly prohibited entry into the dangerous disaster zone. How many people came all the way from P'yŏngan Province and Hamgyŏng Province just to find out news of their children, only to be turned away at Pusan?
Martial law was eventually declared throughout the Kantō region. It was terrifying beyond measure. In such an atmosphere, resolving to head to Tokyo alone, avoiding others' eyes—was I audacious or reckless at that time? However, it was solely the single-minded sincerity welling up in my heart, concerned for the safety of my compatriots, that made me take this step, disregarding fire and water.
I managed to cleverly pass through the security cordon at the Pusan Water Police Station and the multiple layers of security at Shimonoseki, and by great fortune, I arrived in Osaka. As soon as I stepped off the train at the station, the scene was chaotic with refugees fleeing from the disaster area. From their mouths, I heard news about the Koreans in Tokyo. While there was various heart-stopping news, on the other hand, hearing that many were still alive brought a sense of relief.

Urgent Need for Compatriot Relief
My task was to provide food and clothing to the surviving Korean compatriots. I sent a telegram to the head office. Immediately, three thousand yen arrived from the head office via telegraphic money order. Taking that money, I boarded a ship amidst many people at the Osaka pier and arrived in Yokohama.
The disastrous sight of Yokohama city viewed for the first time from the sea... The tall Western-style buildings that had stood so prominently and numerously along the pier were all knocked down like a field of grass after a wrestling match. Black smoke was still rising here and there in billowing clouds over the Yokohama sky.
And on every street, disaster victims, seemingly out of their minds and clad only in undershirts, were wandering around calling out names—perhaps of their dead children or missing persons:
"Tarō ya—i!"
"Tarō ya—i!"
The thought struck me anew that the Tokyo earthquake truly belonged to the most tragic category of natural disasters befalling humanity.
In Yokohama harbor at that time, American warships (米國軍艦) were anchored, flying the American flag<82> and playing the American national anthem. The United States, to save the lives of American citizens and, upon hearing the news of this great disaster, to protect the lives of the neighboring nation's people, had crossed the ten thousand leagues of the Hyŏnhae Sea, loaded with rice, lumber, and clothing, arriving like lightning.
Not only the United States, but also China, Italy, and most other significant nations sent warships, or at the very least, a steamship. They all truly valued the lives and property of their citizens like precious gold nuggets. It was quite understandable.
Listening to the sound of these warships, as I took my first step onto the Yokohama pier, I realized tears were flowing without my knowledge.
I let them flow freely. The tears kept coming. The chilly September wind struck my face as it blew past repeatedly. Entering Tokyo, soldiers with bayonets fixed to their rifles stood on every street. It had only been a few days since martial law was declared, and the intimidating atmosphere was like wartime.
At that time, the places where Korean disaster victims were housed included the Student Supervisory Department (留學生監督部) in Kōjimachi Ward (麹町區), and four or five other locations such as Narashino (習地野) in Chiba Prefecture (千葉縣) outside the city. I sought out the Supervisory Department. Ill-clad students were still trembling in fear. After roughly surveying the survivors and the deceased, I immediately hurried to Narashino. This place had originally housed German prisoners of war captured during the Siege of Qingdao (靑島) in the Japanese-German War until the armistice, and there was a cavalry training ground nearby. About two to three thousand Koreans were housed in ten-odd barracks made of wooden planks.
The scene inside those houses, where straw mats were laid out; the faces lying on the grassy field, filled with sorrow thinking of their hometowns... I sighed as I turned back.
With the three thousand yen I brought, I bought 'katapan' (カタペン - hardtack biscuits) and clothes, distributing them all so that each person received at least one set.

Sorrow on the Return Journey
From the day I left Seoul on September 6th until the day I returned twenty-some days later, I won't recount one by one the anguish I suffered as a newspaper reporter during that time. However, the impression that hasn't faded from my mind even after more than ten years is truly immense.
Returning to Seoul, what words should I use to report to the elders? What kind of news should I convey to the newspaper readers?
More than that, an indescribable sorrow pierced my heart. So, letting them flow, I wept for a while.
The money collected by the Tonga Ilbo at that time was sent from funds gathered as donations for overseas compatriots. Therefore, I seem to recall that the newspaper did not separately collect relief funds specifically for the Great Kantō Earthquake.
Spring winds and autumn rains, more than ten years have passed. Although the years have flowed by, the impression of that time will never be forgotten.
There were many episodes associated with this, but I omit them all here.<83>

**Summary**

Yi Sang-hyŏp, a prominent Korean journalist, recounts his dispatch to Tokyo immediately following the Great Kantō Earthquake of 1923 while working for the Tonga Ilbo. He describes the initial chaos and horrifying reports, his difficult journey through restricted zones, and the devastating scenes in Yokohama and Tokyo under martial law. He details his efforts to locate and provide relief (food and clothing purchased with 3,000 yen from his newspaper) to Korean survivors, particularly students and laborers housed in temporary shelters like Narashino. He expresses deep sorrow for the plight of his compatriots and contrasts the international relief efforts (notably the US Navy's presence) with the vulnerability of Koreans. Historically, the article is significant for its firsthand Korean perspective on the immediate aftermath of the earthquake, a period notorious for anti-Korean violence and massacres fueled by false rumors, though the author avoids explicit mention of the massacres. It highlights the concern within Korea for the diaspora, the role of Korean newspapers in relief efforts, and the palpable sense of vulnerability and sorrow felt by Koreans under Japanese colonial rule during a major crisis.

**Named Entities**

何夢	하몽	Hamong
그때 우리 心理를 支配한 것은 東京天地가 불속에 들엇스니 거기 잇은 白衣同胞의 生死는 엇지 되엇슬고. 全朝鮮各地로부터 드러간 數萬의 留學生들은 엇지 되고 父母妻子를 내버리고 勞働으로 드러간 고단한 勞働者의 運命은 엇지 되엇는고 함이다.
그 당시에는 몃 백만명이 죽엇스리라고 推測하는 소리가 놉핫스니만치 死傷者가 생겻다면 그 중에 朝鮮사람이라고 아니 끼엇슬리가 업겟고 요행 生命은 救하엇섯다 할지라도 알몸둥이만 뛰여나왓겟스니 무얼 입고＜81＞ 무얼 먹고 살는고 하는 근심이엇다. 이에 우리가 할 일이 잇다. 그것은 이 사람들을 救할 方策을 세우는 일이라 하엿다.

直接 現場으로
그리하여 幹部會議끗헤 爲先 東京의 震災現場으로 누구를 派遺키로 되엇는데 생각하여 본즉 그러한 危險地帶에 남더러 가라할 수 업서 내가 떠나기로 決心하고 나는 9月6日 아츰 京釜線車로 南大門驛을 發하엿다. 震災 이러난 뒤 人心은 수선수선 하엿다. 더구나 子女의 生死와 男便의 生死를 근심하는 全朝鮮의 數萬의 家族들은 新聞社로 편지질하고 더러는 直接 玄海灘을 건너 떠낫다. 이러케 갈피를 못찻는 遺族 數효가 漸漸 늘어가기에 警察에서는 危險地帶인 現場으로 드러가는 것을 꽉 막아버리엇다. 平安道 咸鏡道로부터 일부러 子女消息 알고저 釜山까지 왓다가 쫏기어 간 사람인들 으즉 만튼고.
關東一帶에는 마츰내 戒嚴令이 내렷다. 무시무시하기 짝이 업섯다. 이러한 空氣속에 單身 외로히 남의 눈을 피하여 東京行을 決心한 그때의 나는 大膽하엿다 할가 無謀하엿다 할가. 그러나 오즉 나의 가슴에서 끌어오르는 同胞의 安全을 念하는 一片의 精誠이 물불을 헤아리지 안은 이번 거름을 것게 함이엇다.
釜山水上署의 警戒도 下關서의 이중삼중의 警戒로 모다 용하게 突破하여 天幸萬古로 大阪까지 到着하엿다. 停車場에 첫거름을 내려노차 災害地로부터 쪽겨온 避難民으로 수선한 光景을 이루엇다. 그네의 입으로부터 東京 잇은 朝鮮사람의 消息을 들엇다. 가슴을 놀래이는 여러가지 消息이 잇는 한편에 一面으로는 또 살아 잇는 사람도 만타는 말에 安堵하는 생각도낫다.

同胞救濟急務
내가 할 일은 살아 잇은 朝鮮同胞에게 衣食을 줌에 잇다. 나는 本社에 電報를 첫다. 本社로부터는 즉시 돈 三千圓이 電報換으로 왓다. 그 돈을 밧어 가지고 大阪埠頭에서 여러사람 틈에 끼어 배를 타고 橫濱으로 도착하엿다.
海上에서 처음 바라보는 橫濱市街의 慘狀 埠頭에 그러케도 웃둑웃둑하게 만히 林立하엿든 高層洋屋은 마치 씨름하고 난 풀밧가치 모조리 쓰러젓고 橫濱하늘에는 까-만 煙氣가 아즉도 處處에서 뭉게뭉게 이러나고 잇섯다.
그리고 길가마다 동저고리 바람에 魂이 나간 것가치 된 罫災民들이 죽은 아히의 일홈인지 종적 감춘 사람의 일홈인지
「太郞ヤーイ」
「太郞ヤーイ」
하며 부르지즈며 도라다니고 잇섯다. 人類의 머리우에 떠러진 天災로써 東京震災는 과연 가장 참膽한 部類에 屬할 것이구나 하는 생각이 새삼스럽게 낫다.
橫濱바다에는 그때 米國軍艦이 米國旗를 ＜82＞ 꼿고 米國國歌를 울니고 잇섯다. 米國은 亞米利加백성의 生命을 救濟키 위하야 또 이 大災害의 報를 듯자 隣邦國民의 生命을 保護키 위하야 쌀과 나무와 옷가지를 잔득 실고 玄海萬里를 건너 번개가치 달녀 온 것이다.
米國뿐 아니라 中國 伊太利 등 웬간한 나라에서는 軍艦이 아니면 하다못해 汽船 한 척이라도 보내엇다. 모다 제 국민의 生命과 財産을 앗기기를 實로 금쌀애기가치 한다. 가히 그럴 일이다.
나는 이 군약소리를 드르며 橫濱埠頭에 첫 발자곡을 옴겨 드뒬 때 저도 모르게 눈물이 흐름을 깨달엇다.
나는 흐르는 데로 그냥 내버렷다. 눈물은 작고 흘는다. 九月 찬바람이 얼골을 따리고 련해 지나간다. 東京에 드러서니 街路마다 칼끗을 총에 꼬즌 軍隊가 서서 잇다. 戒嚴令나린지 몃칠 안이되야 무시무시한 품이 戰時와 갓다.
그때 朝鮮罫災民이 收容된 곳은 趨町區에 잇은 留學生監督部와 市外千葉縣下習地野 等 四五處이다. 나는 監督部를 차젓다. 헐벗은 留學生들이 아즉도 恐怖에 떨고 잇다. 生存者와 死亡者들을 大槪 調査하고 다시 그 길고 習地野로 달녀 갓다. 거기는 元來 日獨戰爭 때 靑島攻衛軍에 붓잡어 온 獨逸捕虜兵을 休戰當時까지 收容하여 두엇든 곳이라 그 附近에는 騎馬練兵長이 잇섯다. 나무板墻으로 한 빠락집 十餘대에 二三千名의 朝鮮人이 收容되고 잇섯다.
벳집으로 자리를 하여 깐 그 집안의 光景 잔디밧 우에 누어 故鄕 생각에 愁心끼 하는 그 얼골들 나는 도라 나오면서 한숨을 쉬엇다.
내가 가지고 간 三千圓은 カタペン(땅땅한 식빵)과 옷을 사서 다만 한사람에게 한벌씩 도라가게라고 모다 논아 주엇다.

回路의 哀愁
9월6일 서울을 떠나서 스무사혼날 도라오든 날까지 그사이에 내가 新聞記者로써 적근 苦悶은 一一히 記憶치 안노라 다만 십여년후의 오늘까지 머리 속에서 사라지지 안는 印象은 實로 커섯다.
서울 도라 나가서 나는 父老에게 무슨 말로 報告할는 新聞의 讀者에게는 엇더한 消息을 傳하여야 조흘는고.
그보다도 무에라고 形容할 수 업는 悲哀가 가슴을 찔는다. 그래서 흐르는 대로 나는 한참 눈물을 흘렷다.
東亞日報에서 그때 거둔 돈은 그것이 海外同胞慰問金으로 거더둔 돈을 보낸 것이엇다. 그러기에 關東大震災를 爲하야 新聞社에서 따로 救濟金을 거두지는 안엇든드시 記憶된다.
春風秋雨 十餘星霜 그사이에 歲月은 비록 길게 흘넛스되 그때 印想만은 永遠히 이저지지 안는다.
여기에 따르는 그때 에비쏘-드가 만헛스되 모다 割愛하노라.＜83＞
＜80-83＞
