잡지명	개벽 第60호
발행일	1925년 06월 01일
기사제목	郡守를 歷訪하고 郡守諸君에게, 爲先 郡守들의 觀相부터 (Visiting the County Magistrates and Addressing Them: First, Reading Their Physiognomy)
필자	朴達成
기사형태	논설 (Editorial)

Visiting the County Magistrates and Addressing Them: First, Reading Their Physiognomy
						By Pak Tal-sŏng

This Magistrate and That Magistrate I Saw

As these are impressions from a brief moment by a passing guest, their character aside, even the contours of their faces are unclear. Furthermore, as much time has passed, whether they were tall or short, had a beard or not, whether it was Mr. Pak or Mr. Kim, even their names are hazy. Therefore, this physiognomy reading cannot reveal the true essence and will just fumble around the surface.

Chaeryŏng County Magistrate Pak Sŏng-ju (朴性宙) is of appropriate medium height with a darkish round face and a black beard. Sitting poised in the County Magistrate's chair, he lacks the imposing air of a magistrate but looks quite sharp. At first glance, he seems a bit cocky, but on second look, not so much. When talking about the situation in Puk'il-myŏn from beginning to end, he abruptly stood up to explain with a map, showing considerable detail. I wonder if he has separate business after leaving the office, as I couldn't meet him even after visiting his private residence twice. Was it due to the Magistrate's busy schedule or the reporter's bad timing? Or perhaps—does he have a drinking problem (마시는 症) that isn't excessive? I wondered.

Sinch'ŏn County Magistrate Sim Sang-guk (沈相國) was quite tall, with a rather long face, prominent brow bones, a high nose, and even a booming voice—a quite lively fellow. Is the armchair a buttock exerciser? He twirls around once with almost every word. Does he perhaps have a nervous tic (風症)? With every phrase, he sniffs, sits down, stands up, paces back and forth—a very restless fellow. His long and sturdy face and physique look quite imposing, but his excessive restlessness makes him seem common (賤). Interrupting conversations and interactions is a flaw, a major one if any, but his overall straightforwardness is good. Anyone can acknowledge he is a good person (好人), not a bad one (惡人).

Anak County Magistrate Nam Ki-yun (南基允) is also tall and robust like Sinch'ŏn's Sim, but much more composed and gentle than Sim. <96> He lacks the usual magistrate's affectations (假態) and is like a simple country gentleman (村양반) who speaks haltingly but quite well. He seems to be a commoner-style magistrate who holds considerable sympathy from the people.

Hwangju County Magistrate, a Japanese (name forgotten), is a tall, long-faced young man under 40. He lacks even a speck of the aloofness characteristic of Japanese and seems quite gentle. As his appointment is recent, he expressed much apology and humility (未安恭遜), saying he doesn't know Hwangju's situation well; his social grace (交際味) is better than that of Korean Magistrates.

Pongsan County Magistrate Yi Sŭng-gu (李承九) is of medium height, with a round, flat face and a becoming figure-eight mustache. He speaks in great detail and at length, which might feel tedious to impatient people. He skillfully tries to maintain credibility (信用) between Japanese and Koreans with every phrase. His efforts to boast about his district as much as possible—mentioning cabbages, defending women, explaining embankments well, and emphasizing the success of the canal—clearly show he has the qualifications of a County Chief (郡長).

Sŏhŭng County Magistrate Kim Chong-sŏk (金鍾奭) was away on a business trip to Haeju, so I couldn't meet him. Suan County Magistrate Yun Kwan-il (尹貫一) was missed because it was Sunday. Koksan County Magistrate Cho Ku-hyŏn (趙九鉉), perhaps because he is a magistrate in a mountain county, seemed quite arrogant and blunt. He overtly displayed an attitude of "I am the County Magistrate." He took my name card for nothing, didn't offer a cup of tea to a guest from afar, and didn't answer questions clearly. This fellow, not particularly imposing in height or face, and old enough to know better socially, was acting like a stubborn mule (뚝쟁이). Perhaps it's understandable, as he only deals with villagers in the mountains.

Sin'gye County Magistrate Pak Pong-gu (朴鳳九), though a mountain county magistrate, is not like Koksan's Cho. Like a donkey shy with strangers (낫가림하는 당나귀), he seemed a bit standoffish at first, but gradually became engaging. In the end, he had such an appealing personality (흡인성) that it was hard to leave. Medium height, a flattish face, a soft voice—not particularly imposing. He doesn't seem unfortunate, but the death of his grown son, a doctor, is a very sad affair.

P'yŏngsan County Magistrate Yu Hŭn-sŏp (劉壎燮) is quite tall and has a rather long face. As the son of Haeju's wealthiest man, the head of P'yŏngsan county, and holding an agriculture degree (農學士), one would expect him to put on airs, but surprisingly, he is a very simple and good-natured person (好人). It seems he has moved from an attitude of wealth and status to a rural attitude (農村態). He appears to hold some new ideas (新思想), but they say he still values his money.

Kŭmch'ŏn County Magistrate Yang Wŏn-tak (梁元鐸) was away on a business trip, so I did not see him. These are the County Magistrates I saw.

Past Magistrates and Present Magistrates <97>

In old terms, the Sado-nim (使道님), Chijunim (地主님), and in current terms, the Kunsu Yŏnggam (郡守令監), were truly the head of ten thousand people (萬民之長) and the general of a county (一郡之將). Times being what they are, now they are merely local officials performing professional administration, but in the past, they were the gentlemen who held total administrative and judicial power, controlling the life, death, fortune, and misfortune of the people.

Representing a county, their status was undoubtedly considerable; being administrative officials, they naturally held commensurate authority. When they went out, the county people looked up to them; when they entered, attendants supported them. "Ahem, I was, in old terms, the Lord of the Castle (城主님), and in current terms, the County Magistrate. Yes, indeed, you rascals!" they would puff out their chests as much as possible.

But that's the magistrate of the past; now, it's unthinkable. Who would even glance at a mere county magistrate? People just think, "A magistrate is a magistrate, and I am me." They just say, "What power does a magistrate have? Under Japanese manipulation (日本놈의 操縱하에서), they just guard an empty chair." Despite this, foolish magistrates act all high and mighty and put on airs (假勢). When introducing themselves, they typically don't state their own name; when conversing, they typically use informal speech (반말). (However, this is the posturing of fools; many are not like this.)

Having traveled all 13 provinces of Chosŏn (朝鮮), I have seen many magistrate 'excellencies'. Seeing them in my capacity as a reporter, the quick-witted magistrates generally try to show as much kindness as possible and try not to sully the reporter's notebook as much as possible. Whether that is their true intention or not could be clearly seen in conversations between the Magistrates and the villagers.

Perhaps it's understandable in the context of the official-people (官民) relationship? In any case, unkindness, arrogance, and acting like officials (官長然함) seem to be the reality. Of course, it would be so. To speak frankly, is it only the magistrates? Magistrates, being magistrates, at least have that much character and knowledge. In this society that prioritizes rank, such sights can be seen everywhere among humans. The posturing of the Sub-county Chief (面長) is worse, the posturing of the Patrolman (巡査) is beyond words, and where does it not exist between aristocrat (양반) and commoner (상놈), rich and poor, man and woman, parent and child, teacher and student, educated and uneducated?

Therefore, this is not intentionally criticizing magistrates, but rather expressing a plea (苦情) I have for them, mentioned in passing.

My Plea to the Magistrates

To the magistrates of Chosŏn's 220 counties, I wish to say this. (Each surely has a sense of responsibility, and I know <98> there must be many efforts to fulfill that responsibility, but I say this because it still seems insufficient.)

As the administrative official representing that locality, you likely hold the trust and respect (信望) of the county residents and possess influence over them. With the trust and influence of a magistrate, I believe there is much that can be done for the locality. And I believe it can be done if attempted. For the magistrate, regarding local affairs, it is truly a matter of "not doing," not "not being able."

Education (敎育), Industry (産業), Good Customs (美風善俗)—for the peace and happiness of the county residents, how much work are the magistrates doing?

Have you visited village schools (서당) and modern schools to comfort teachers and give instructive talks (訓話) to students? Have you ever shaken a farmer's hand or wiped the sweat of a laborer? Have you ever called a shaman (巫黨) to admonish them or called a geomancer (風水) to explain the presence or absence of geomantic significance (地理有無)? Have you received the tears of gratitude from a vagrant or heard the repentance of one whose family was ruined (敗家者)?

Gentlemen Magistrates, how many among you truly receive the title of "Good Governance Magistrate" (善政郡守) from your respective county residents?

Gentlemen Magistrates, the comfortable armchair in the county office is not your only seat. The sub-county office (面所) or the village head's house (洞長집) are not the only places you should visit. Try sitting in grassy fields and on sandy ground. Seek out the ridges between rice paddies and walk along the furrows of dry fields. Don't just bow to the high officials of the Government-General (總督府) or Provincial Office (道廳); try bowing to farmers and laborers too. Don't just drink with the Police Chief (署長) or Section Chief (課長); try associating with old and young farmers as well. Isn't enjoying village chicken and wild vegetables (村鷄野菜) with an old farmer more enriching than fine wine in golden cups (金樽美酒) in blue pavilions and grand towers (靑樓巨閣)?

Gentlemen Magistrates of Chosŏn's 220 counties, visit the farming villages often. Get close to the villagers. Smell the scent of the earth. Smell the fragrance of the grass in the dewy fields.

When you go to the villages, be sure to wear Korean clothes (朝鮮服). If you wear Western clothes (양복), the farmers will be scared and run away. When you go to the villages, be sure to wear straw shoes (메투리). The paths are rough, and you'll turn back citing sore feet before you've gone 10 ri (里). And be sure to use honorific language (敬語) with the villagers. Use it even with woodcutters (樵夫) and shepherd boys (牧童). Never act like a magistrate. Say, "I am your friend (당신의 동무외다)," and kindly take their wrist. This I ask of you. <99>

**Summary**

The author, Pak Tal-sŏng, provides brief, character-sketch style observations of several county magistrates (Kunsu) he met in various Korean counties in 1925, focusing on their appearance and demeanor. He contrasts the diminished power of these colonial-era officials with the absolute authority of past magistrates (Sado), criticizing those who still act arrogantly. The core of the article is a plea to all 220 magistrates in Korea to shed their bureaucratic detachment, visit rural areas frequently, wear Korean attire, interact humbly and respectfully with common farmers and laborers using polite language, and actively work for the welfare of their communities in education, industry, and customs, thereby earning the people's trust despite the constraints of Japanese rule.

From a historical perspective, this article is interesting for its candid portrayal of local Korean officials navigating the colonial system. It reveals the tension between their Korean identity/potential connection to the populace and their role as administrators under Japanese authority. The author's specific advice – wear Korean clothes, use polite language with commoners, visit villages – reflects a nationalist desire for cultural preservation and solidarity against colonial hierarchy, suggesting subtle forms of resistance and identity assertion were encouraged even within the system. The descriptions of individual magistrates also offer glimpses into the personalities and working styles expected or observed in local governance during that period.

**Named Entities**

朴達成	박달성	Pak Tal-sŏng
一郡을 대표한지라 毋論- 지위도 상당하고 행정관인지라 毋論- 그만한 權利도 가젓것다. 出함에 郡民이 瞻仰하고 入함에 侍從이 扶側하것다. 「에헴 내가 이전 말로 城主님이요. 지금 말로 郡守令監이엿다. 암- 그럿치 이놈들」 하고 배를 내밀대로 내밀것다.
그러나 과거의 군수말이지, 지금은 어림도 업다. 일개 군수를 누가 눈이나 거러볼가냐. 「군수면 군수요, 나면 나이지」 할 뿐이다. 「군수에게 무슨 權利잇느냐. 日本놈의 操縱하에서 븬 의자만 직킬 뿐이지」 할 뿐이다. 이런데도 불구하고 못난 군수는 가장 壯한 체하고 제법 假勢를 부리것다. 人事를 할 때에 자기 성명은 의례로 말치안코 대화를 할 때는 의례로 반말이것다. (그러나 이것은 못난이의 假勢요 그럿치 안은 이도 만타.)
내 朝鮮 13道를 다- 단녀본 지라 군수영감님도 만히 보앗다. 記者 명색으로 보는 지라 눈치빠른 군수는 대개로 될 수 잇는 대로 친절을 表하며 될 수 잇는 대로 기자의 수첩을 안이 더럽피려고 한다. 그것이 본심이냐 안이냐는 郡守와 村民의 대화에서 역역히 볼 수 잇섯다.
官民이란 관계에서 혹- 無怪타 할넌지? 여하간 불친절이요, 거만이요, 官長然함이 사실이겟다. 毋論- 그러렷다. 사실말하면 군수 뿐이랴. 군수는 오히려 군수니만치 그만큼 인격도 잇고 지식도 잇다. 계급을 是主하는 이놈의 사회란 인간 도처에서 그런 꼴을 볼 수 잇다. 面長의 行勢가 더 심하고 巡査의 行勢는 말도 말고 양반 대 상놈, 부자 대 빈민, 남자 대 여자, 부모 대 자녀, 선생 대 제자, 유식 대 무식- 엇던 곳에 그것이 업스랴.
그러닛가 군수를 일부러 是非하자는 것은 안이고 군수에게 부탁하는 苦情이 잇기에 지나는 말로 한 마듸함이다.

郡守에게 與하는 나의 苦情

朝鮮의 220군 군수에게 나는 이런 말을 하고저 한다. (각각 책임감이 잇슬 터이닛가 책임을 다하기 위하야 毋論＜98＞ 만흔 노력들이 잇슬 줄 안다만은 그래도 不及하는 듯해서 하는 말이다.)
그 지방을 대표한 그 지방의 행정관이니만치 군민의 信望도 가졋고 군민에 대한 세력도 잇슬 것이다. 군수만한 信望과 군수만한 세력만 가젓스면 그 지방에 대한 할 일이 만흘 줄 안다. 하면 또 될줄로 안다. 군수야말로 그 지방일에 대해서는 不爲也 연뎡 非不能이라고 하리라.
敎育 産業 美風善俗- 군민의 安寧, 幸福을 위하야 군수들은 얼마만큼 일을 하고 잇는가.
서당과 학교를 차자서 선생을 위로해 본 일이 잇스며 學徒에게 訓話해 본 일이 잇는가. 농민의 손 한번 잡아본 일이 잇스며 노동자의 땀 한번 씻처준 일이 잇는가? 巫黨을 불너 誨諭해 본 일이 잇스며 風水를 불너 地理有無를 설명해 본 일이 잇는가. 부랑자의 感淚를 밧아 보앗스며 敗家者의 悔過를 드러보앗는가.
郡守諸君, 當該군민에게 정말 善政郡守라는 칭호를 밧는 이가 멧 분이 되는가.
郡守諸君, 군청의 안락의자만 諸君의 안즐 자리가 안이요. 面所나 洞長집만 諸君이 다닐 곳이 안이다. 풀밧테도 안고 모래바닥에도 안저보라. 논두렁도 차저보고 밧고랑에도 다녀보라. 總督府나 道廳 兩班에만 경례하지 말고 농민 노동자에도 경례해보고 署長 課長과만 술먹지 말고 老農少農과도 노라보라. 靑樓巨閣의 金樽美酒보다 村鷄野菜로 農老와 즐기는 것이 더 후하지 안을가.
朝鮮의 220 郡守諸君, 농촌에 만히 다니라. 촌민과 친해 보라. 땅냄새를 맛터보라. 이슬밧테서 풀향기를 맛터보라.
촌에 갈 때는 반듯히 朝鮮服을 입고 가라. 양복을 입으면 농민은 무서워서 다라난다. 촌에 갈 때에는 반듯히 메투리를 신고 가라. 길이 험한지라 10 里를 못가서 발 압흔 핑게로 도라서게 된다. 그리고 촌민에게 敬語를 반듯히 써주라. 樵夫 牧童에게도 반듯히 써주라. 결코 군수인 체 하지는 말라. 「당신의 동무외다」 하고 친절히 손목을 잡아주라. 이것을 부탁한다.＜99＞
＜96-99＞
