잡지명	개벽 제60호
발행일	1925년 06월 01일
기사제목	다시 現下의 危機를 凝視하면, 朝鮮經濟破滅의 原因·現狀 及 其對策(中) (If We Look Closely at the Current Crisis Again, The Causes, Current State, and Countermeasures for Chosŏn's Economic Ruin (Part 2))
필자	李民昌
기사형태	논설 (Editorial/Opinion Piece)

If We Look Closely at the Current Crisis Again, The Causes, Current State, and Countermeasures for Chosŏn's Economic Ruin (Part 2)
						Yi Minch'ang

Regarding the miserable state of life and economic crisis of our Chosŏn people at present, it is in a state of final ruin that cannot be described. Furthermore, one might say there isn't even room to premise any sort of relief measures for description.

If we look only at this current situation, our lives appear completely ruined, and from this, no further hope is visible, and no further strategy seems possible. If the foundation of the economy collapses, it is the inevitable course that both individuals and the nation collectively cannot avoid suffering the calamity of dispersion. No matter how much spiritualists preach that "the mind is sustenance (心靈은 粮食)," it is useless, and no matter how much patriots call for unity with empty words, it is useless.

We now truly feel we have reached the final pass of "to be or not to be." However, if we examine the past causes and motives, the current miserable state can be said to be an inevitable result, or rather, the first suffering to arrive. Then, are we merely destined to be forever buried in ruin amidst the calamities that will continuously arrive in the future? Only by truly comprehending the truth of life while within this unavoidable misfortune can we surely find a way to live anew. In other words, our life-or-death problem hangs on whether we can gain a keen awakening regarding the economic problem. Even if we are in a situation of hardship that seems almost desperate at present, looking at it from another angle, it can also be said that we are in a time to gain true experience regarding the economy and life, and even if we just adopt the notion of prioritizing economic problems from now on, we can be confident that we will surely achieve economic recovery. Let us observe how our economic situation stands. From observing this reality, there cannot but be impulse and desire. <19>

Although we have come to feel pain to some extent due to the unexpected hardships in life and financial panic that have pressed upon us in the last 1-2 years, it can be said that before that, there was not even any feeling at all. This is because there were no far-sighted leaders standing at the forefront calling out, and generally, being amidst common hardship, we had not experienced it in reality. Not only that, but those so-called 'moneyed people' in our society are truly pests of the nation or utterly heartless groups, and besides them, even those who have slightly opened their eyes to economic issues or are engaged in business have become almost like a collective of the most degenerated people in our society. Therefore, due to their negative influence, those trying to strive for the nation or society, while hating those people, simultaneously became inattentive to issues like economy or industry, and the general populace also ended up being dominated by that mindset. While conforming to the sins of such capitalism might be seen as fortunate in a way, not undertaking practical work with a proper economic concept was a great fault.

As everyone knows, the main reasons for the sudden, drastic change in our livelihood economy are the influence of the Japanese economy and the poor harvest due to drought and floods in the country last year, resulting in a decrease of over 3 million sŏk (石) in agricultural production, along with the slump in all other industries. Among these, regardless of whether there were droughts or floods in our country, Japan's economic hardship is the most crucial issue. This is a so-called common principle in colonial studies; no matter how abundant the harvest within our borders or how well finance circulates, if Japan proper lacks food and experiences an economic panic, we will undoubtedly be affected at any time, and even if we cannot eat or use them, our products will simply be plundered. Therefore, briefly explaining Japan's economic situation will be a consideration for the future Chosŏn economy. Looking only at the current state of Japan's economy, it is extremely difficult to expect a complete recovery in the future. The economic world, which rapidly expanded during the Great War in Europe, failed entirely to consider consolidation before the war, and the economic pace, having lost its normalcy in a temporary state of revelry, completely deviated onto a wrong path. When facing rapid contraction and blows, the chaotic and monstrous situation was truly difficult to consolidate, and even if consolidation were attempted over a long period, it was in a difficult position unable to avoid fatal wounds. Amidst this, the post-war economic activities and struggles for rights by Britain, America, and France in European and American markets, or in China, did not give Japan opportunities for economic activity and caused many obstacles, which was also a big blow to Japan. It was self-acknowledged by the Japanese that rising from such economic misfortune would not be easy, and European and American newspapers and magazines <20> had been expressing semi-mocking, sympathetic concerns, when the unprecedented Great Kanto Earthquake suddenly occurred, causing Japan's economy to rupture from its foundations. Since then, no matter how much Japan tries to conceal and support itself due to national circumstances, its internal condition worsens severely for the sake of maintaining appearances, and its international standing cannot help but fall. Economically, it has already plummeted to fourth or fifth place, and Japan's problems have ceased to be significant issues internationally. The recent unrestrained plunge in Japan's overseas exchange rates and the fact that the Japanese yen in China is worth barely half or slightly more than Chinese currency show how much the yen's credibility has fallen. Furthermore, the losses incurred economically due to the US's Japanese Exclusion Act cannot be denied as significant. In short, it is an undeniable fact that Japan's future economy has surely entered a period of decline.

Since Japan's economy has already reached such a perilous state, for us Chosŏn people in our current environment, we absolutely cannot expect distinct economic prosperity. Therefore, the damage and danger suffered due to the demonic power arising from Japan's economic instability is truly an unavoidable phenomenon, which is the first aspect of the current situation.

Now, looking at the financial policies of the Government-General, its fiscal structure is based on excessive expenditure, relentlessly demanding limitless collections following the expanding expenditures. Next, it organizes the finances centered around police expenses, and beyond that, it makes huge expenditures under the pretext of industrial promotion. It goes without saying that the most money is spent on police stations and the police force is increasingly expanded. Moreover, the so-called industrial expenses originally have no beneficial relation to the industries of the Chosŏn people; funds exacted from the Chosŏn populace for industrial expenses are merely used to encourage industries convenient for the Japanese. Since its fiscal organization is originally based on excessive expenditure, our populace is subjected to continuous collection according to the degree of excess. Although the Government-General's plan for fiscal independence faced a temporary setback due to the March First Movement, it will surely be realized as quickly as possible, especially following the economic panic in Japan proper. Therefore, both now and in the near future, being under such exactions, we cannot obtain stability in life, which is the second aspect of the current situation.

The financial blockage, currently at its peak, is in a critical situation that cannot be alleviated even slightly in the next 1-2 years. Moreover, as the Chosŏn Bank notes are suspected of being over-issued and have lost value, significantly losing credibility in Manchuria, their influence will not be absent. Originally, the Chosŏn people lack the capability to overcome the current financial panic, so there is nothing more to say. Although there are roughly <21> 20 banks nominally operated by Chosŏn people, only a very small number among them have worked for the economy and finance of the Chosŏn people. In essence, even on a small scale, Chosŏn people cannot manage their own finances at will. From now on, only when finance circulates smoothly in Japan proper and the finances of Japanese within Chosŏn are loosened, can we barely emerge slightly from the current financial crisis through its residual drops. Not only is it difficult to wait for such an opportunity, but even if a time comes to receive such residual drops, the financial panic will only worsen progressively, making recovery extremely difficult. This is the third aspect of the current situation.

The immediate problem of livelihood difficulties – the struggle for subsistence (糊口難) – is Chosŏn's greatest crisis at present. Just the loss of 3 million sŏk of agricultural produce due to last year's drought and floods, and the temporary, devastating damage of several million won from losses of houses and other property, made it extremely difficult to sustain our already weakened livelihood, like a candle in the wind. Indeed, it can be said we received a fatal blow. Furthermore, due to the Japanese earthquake, not only did the general economic power within Chosŏn shift towards Japan, but the amount directly contributed as relief funds for the Japanese earthquake, plucked from the empty pockets of our Chosŏn people, also reached over one million won. This is truly like one beggar among fellow beggars having what little they have taken away and starving. Also, over 3 million sŏk of foodstuffs have already been exported to Japan proper, and impoverished Japanese people are continuously arriving day by day. If we roughly calculate the changes over the past two years, following the shift of Chosŏn's overall economic power towards Japan after the Japanese earthquake, the damage inflicted upon the Chosŏn people, although not stated clearly with detailed statistics, cannot but be counted as the first major loss. The export volume of rice alone exceeds 3 million sŏk, and the relief funds sent amount to over one million won. The reduction in harvest was 3 million sŏk, and the loss from destruction of houses and other property during the droughts and floods amounted to several million won. Thus, rice alone accounts for 6 million sŏk, and the monetary amount is roughly close to ten million won or more. How can this be called a small loss? Furthermore, the current Japanese population within our territory is 380,500, and other foreigners number over 32,000. Amidst suffering an unexpected great famine, we have encountered erosion even greater than the famine itself. Moreover, with an additional 420,000 mouths to feed (Japanese and other foreigners combined), how can we escape the tragic calamity of famine?

Currently, 3 million Chosŏn people are crying from hunger, collapsing and dying by the roadside. Not only that, but due to unpaid taxes, people are facing enforcement actions; from the Oriental Development Company, the Industrial Bank, and various Japanese companies, people are facing enforcement, being declared bankrupt, immediately evicted, and driven to starvation. Who knows how many millions more will face this? Even though this spring includes an intercalary fourth month, who knows <22> how many people will go bankrupt and be driven out before the late spring even arrives? Thus, the Chosŏn people are utterly destitute, and the entire populace cannot avoid the shaking of their livelihoods. While we are starving like this, those 420,000 people are eating with full bellies. The foodstuffs that could feed our 3 million, or even 5 million, famine-stricken compatriots are all consumed by them.

We are currently plunged into this tragic situation of starvation. However, even if we manage to have this year's autumn harvest, there seems no hope of escaping the current famine state. Even if we encounter a great bumper crop, we will likely not achieve sufficiency in food. From now on, we will have no land to cultivate, and even if we possess some agricultural products, we are in a situation where we must export at least 3.21 million sŏk of rice alone to Japan annually, and large quantities of soybeans, barley, and millet are also exported. At a time when producers starve while exporting, the payment does not come into the hands of Chosŏn people but all goes into the pockets of Japanese middlemen. Not only do we fail to receive a fair price originally, but from the perspective of Chosŏn people, it ultimately appears that we lose both the goods and the price, suffering a double loss. Our own food is given to others, and we ourselves must import Manchurian millet or food from other countries to eat, or else immediately fall into starvation.

Moreover, our livelihood has been sustained solely by relying on agricultural products derived from tilling the land. Commerce, industry, and other side businesses have, until now, had no significant direct relation to our livelihood. From now on, not only will it be impossible to supplement our livelihood through commerce and industry, but the power in commerce and industry is already monopolized by Japanese, Chinese, and other foreigners. Escaping the current famine is problematic enough, but the future difficulty of livelihood is the fourth aspect of the current crisis.

Finally, the issue to be discussed is the lack of land and housing. The foundation of the Chosŏn people's economy and livelihood has been destroyed because Chosŏn people's land, houses (in urban areas), building sites, and forests have almost entirely passed into Japanese hands. Since we do not know the exact current statistics of total ownership by Japanese versus Chosŏn people, we cannot even compare proportions based on population, nor can we predict future changes based on existing statistical figures. However, even by rough estimation, what has already completely passed into Japanese hands likely amounts to over one-fourth of the total possessions of Chosŏn people. Considering what is currently mortgaged (典執) to the Oriental Development Company (Tongyang Ch'okchik Hoesa, 東拓), the Industrial Bank (Siksan Ŭnhaeng, 殖産), and other Japanese companies or individuals, and anticipating what will be transferred due to the famine of the past two years, if we were to compile statistics just by this autumn, who knows if more than half of the total possessions of Chosŏn people might not fall into foreign hands. The land held by the Oriental Development Company alone amounts to over 84,000 chō (町步) of cultivated land – isn't this truly an astounding fact? <23>

From now on, the situation is such that whatever property exists will inevitably be sold off. People sell even a tiny plot (斗落) to get travel funds, heading off to Japanese factories or mines, to Manchuria, to Siberia, searching for a place to live, only to be scattered here and there, virtually going to their deaths. From now on, even if we cannot buy land, we should at least not sell what we have, but bumping against the immediate environment, if one possesses anything, is it not unavoidable that it must be sold?

Somehow, we should hold onto the land and cling to it, but since Kyŏngsul (1910), in truly not much time, land and houses have so drastically slipped into Japanese hands, making even tenant farming impossible, and people are being driven out day by day – it is truly suffocating. Already, immigrants brought solely by the Oriental Development Company have arrived more than 13 times, the number of immigrants exceeding 20,000 (according to last year's Government-General statistics), and the area of transferred land is said to be over 8,500 chō. Therefore, under this unrestricted immigration policy, our Chosŏn people will ultimately be unable to avoid being completely expelled from within Chosŏn. Thus, the fact that land, houses, forests, and building sites have almost passed into Japanese hands, coupled with the Oriental Development Company's unrestricted immigration, truly causes the foundation of the future Chosŏn people's livelihood to suffer destruction. This is the fifth aspect of the current crisis.

Although the above may lack statistical figures and fail to describe the general current situation in precise detail, the arguments presented are likely not far from the overall reality. Even looking just at the five dangerous aspects of the current situation described above, one can understand that the livelihood and economy of the Chosŏn people are already destroyed. Under the pressure of the current environment, there seems absolutely no hope for recovery, nor are any countermeasures or relief policies visible. Furthermore, even if some plan were devised, the path to its realization seems uncertain. Moreover, regarding the current economic crisis, it is not something that can be addressed by mere clever tricks for dealing with the current situation, nitpicking minor ailments from the perspective of some rudimentary economics primer or capitalist economic theory. Therefore, the more difficult the circumstances we face, like the present, the more we must first grasp that everything must be viewed from its fundamental problems. <24>

**Summary**

Yi Minch'ang paints a bleak picture of the Korean economy in 1925, declaring it to be on the verge of total collapse. He identifies five key factors: the detrimental influence of Japan's own struggling economy, exploitative colonial fiscal policies favoring Japanese interests and heavy taxation, a severe credit crunch inaccessible to Koreans, devastating recent famines exacerbated by food exports to Japan and Japanese immigration, and the massive transfer of Korean land ownership to Japanese entities like the Oriental Development Company. While expressing near despair, Yi argues that this crisis, though dire, necessitates a fundamental awakening among Koreans regarding economic realities as the only path to potential survival and eventual recovery. The article emphasizes the structural nature of Korean economic hardship under Japanese rule, linking it directly to colonial policies, resource extraction, and land dispossession.

Historians would find this article valuable for its contemporary perspective on the severe economic distress in 1920s Korea, explicitly linking it to Japanese colonial structures and policies beyond just natural disasters. The identification of specific issues like forced rice exports during famine, the role of the Oriental Development Company in land acquisition and immigration, the critique of colonial fiscal priorities (police over Korean industry), and the perceived predatory nature of Japanese capital provides direct insight into Korean nationalist critiques of the colonial economy during this period. The author's call for economic "awakening" reflects broader contemporary nationalist discourses emphasizing self-strengthening, even amidst overwhelming external pressures.

**Named Entities**

李民昌	이민창	Yi Minch'ang
目下 極度에 達한 金融의 梗塞을 到底히 今後 1,2年間에는 족음이라도 如何히 할 수 업는 危境에 잇다. 그러고 朝鮮銀行券은 濫發의 嫌疑와 價格의 缺落으로 因하야 滿洲에서 크게 信用을 失墜하야 잇슨즉 그 影響도 업지 안으려니와 原來 朝鮮人의 能力으로는 現在 金融의 恐慌을 타개할 수 업는 것인즉 다 말할 것도 업고 名義上 朝鮮人의 운영하는 銀行이 畧 ＜21＞ 20家가 되나 그이들의 中에 朝鮮人의 經濟와 金融을 爲하야 活動한 것은 極少數이고 본 즉 아즉 小規模라도 朝鮮人의 金融을 朝鮮人 自家로서 任意할 수 업는지라 이제로부터는  日本內地에 金融이 圓滿히 流通되며 朝鮮內의 日人의 金融이 풀리고서야만 그의 餘滴으로 간신히 現在의 金融危機에서 족음 페이여날 것 뿐이라 어느때 그 期會를 기다리기도 어렵으려니와 幸히 그러한 餘滴을 바들 때가 온다고 해도 今後로는 갈수록 金融의 恐慌은 滋甚하야 페이기 極難한 바이 現狀의 셋재이며,
目前에 잇는 生活困難問題-糊口難-은 朝鮮現下의 最大危機이다. 昨年의 水旱災로 因하야 農産物로 300萬石의 減收를 當한 것과 家屋 其他 損失로 數百萬圓의 一時的 暴害를 當한 것만으로 맛치 風前의 燭火와 가티 우리 生活의 微弱하야진 것을 維支키 甚히 어렵을 뿐 안이라 實로 致命의 打擊을 바닷다 할 것이어늘 다시 日本의 震災로 因하야 朝鮮內의 一般經濟的 動力이 日本으로 옴기게 될 뿐더러 直接 우리 朝鮮人의 빈주머니를 톡톡 떨어 日本震災救濟金으로 寄付한 金額이 또한 百餘萬圓이라 이야말로 다가튼 거지로서 한 거지는 自己의 잇는 것도 빼앗기고 굼는 셈이다. 그러고 直接 食料品으로 300萬石 以上이 임이 日本內地로 輸出되얏스며 日本의 窮民이 날로 달로 작구만 渡來하야 잇슨즉 昨今 兩年 내로 변동된 바를 이제 총합하야 略計하여 본다면 日本震災 후에 朝鮮의 경제적 동력이 전체로 日本으로 기우러짐을 隨하야 그의 損害가 朝鮮人에게 밋친 것은 詳細한 統計로 明言하지는 못 할 지라도 이것이 第一 큰 損失로 算되지 안을 수 업고 食料品으로 米穀의 輸出額數가 300萬石 以上이오 救濟金으로 나간 것이 百餘萬圓인즉 減收額 300萬石 水旱災 中 家屋 其他의 破壞로 因한 損失額이 數百萬圓이니 米穀으로만 600萬石이오 金額으로만 略 近 千萬元 以上인즉 이것이 엇지 적은 損失이라 하겟는가. 그러고 現在 우리 域內에 잇는 日本人口가 380,500인이오 그他外國人이 3만2천여人이라 不意의 大凶을 當한 中에도 더욱히 大凶 以上의 侵蝕을 遭하얏스며 또는 딴 食口가 日外人을 合하야 42萬餘名이 되니 엇지 饑饉의 慘禍를 免할 수 잇겟는가.
現場에 300萬 朝鮮人이 飢餓에 울고 잇고 路傍에 쓰러저 죽고 잇다. 그뿐 안이라 租稅의 未收로 因하야 執行을 當하며 東洋拓殖會社나 殖産銀行이나 日本人의 各會社로부터 執行을 當하며 破産宣告를 當하야 곳 逐出되며 餓死에 부르지질 사람이 또한 幾百萬이 될는지 모르겟스며 今春은 閏四月좃차 들엇는데 느진 봄도 못대이고 破産하고 쫏길 사람이 또한 ＜22＞ 얼마인지 모를 것이다. 그러면 朝鮮사람은 아주 떼거지가 나게 되얏스며 全軆로 生活의 動搖를 안이밧을 수 업게 되얏다. 우리는 이가티 굼게 되야 잇지만은 42萬이나 되는 그이들은 배뚜다리고 먹고 잇다. 우리 饑饉同胞 300萬이나 500萬이 먹고도 남을 食料品은 그이들이 다 먹고 만다.
우리는 現下에 이러한 餓死의 慘境에 빠저 잇다. 그런데 今年의 秋收를 하게된다 할지라도 現在의 饑饉狀態에서 버서날 希望도 보이지 안는다. 엇더한 大豊을 맛난다 할지라도 食物의 裕足을 어들 수 업슬 것이라 우리는 이제로부터 갈아먹을내야 땅도 업스려니와 多少의 農産物을 가진다 할지라도 每年에 적더래도 米로만 321萬石을 日本에 輸出해주지 안으면 안되는 情景에 在하고 그 外에 大豆, 麥, 粟도 多額으로 輸出케 된다. 이가티 生産者는 굶으면서도 輸出케 되는 때에 그 代價도 朝鮮人의 手中으로 오는 것이 안이오 仲介商하는 日人의 주머니로 다 들어가고 만다. 原來에 正當한 갑슬 밧지도 못하려니와 朝鮮人으로 보면 結局은 물건도 일허버리고 갑도 일허버리여 兩失되고 마는 貌樣이며 自己의 食物은 남을 주고 自己는 도로혀 滿洲粟이나 다른 나라의 食物을 輸入해다 먹지 안으면 곳 饑餓에 빠지게 되야잇다.
그리고 우리의 生活을 그냥 維支해 온 것은 오즉 땅파서 생기는 農作物을 專賴한 것 뿐이오 商工業 其他 副業으로서는 아즉까지도 直接 生活과는 何等의 重大한 關係가 업다고 할 수 잇나니 이제로부터 더군다나 商工業으로써 生活의 不足을 도을 수 업슬 뿐 안이라 商工業의 權力은 임이 日本 사람에게와 中國 사람에게와 其他 外國人에게 獨占되야 잇스니 目下의 饑饉에서 뛰여나는 것도 問題려니와 今後의 生活困難이 現下危機의 넷재이며
마즈막으로 말할 것은 곳 土地와 住居의 缺乏問題이니 朝鮮人의 經濟와 生活의 土臺가 破滅케 된 것은 朝鮮人의 土地와 家屋(都會地의)과 垈地와 山林이 거의 日本人의 손으로 넘어가게 된 그것이다. 現在 日本人의 全軆 所有統計와 朝鮮人의 所有統計를 確知치 못하닛가 人口에 딸아 比例해 볼 수도 업스며 今後의 變動如何도 旣成統計의 數字 딸아 推側해 볼 수도 업다. 그려나 槪測만 하야볼지라도 現在에 임이 完全히 日本人의 손으로 넘어간 것만으로도 朝鮮人 全所有의 4分 1以上이나 된다고 하겟스며 現在에 東拓殖産 及 其他 日人會社나 個人에게 典執되야 잇는 것과 昨今兩年 사이의 饑凶으로 因하야 將次 넘아갈 것을 豫想하고 今秋間에만 니르러 統計해 본다면 朝鮮人의 全所有 半以上이 外人의 손에 안너머가게 될는지 모를 것이다. 東拓에서 가진 것만이 耕作地로 8만 4천餘町步나 되나니 참으로 엄청나는 事實이 안이냐. ＜23＞
이제부터도 얼마든지 잇는대로 賣却하게만 되야잇는 形便이다. 다만 한斗落이라도 팔아서 路資를 하야가지고 日本의 工場이나 鑛山으로 滿洲로 시베리로 살 곳을 차저간다는 것이 이리저리 流散되야 맛치 죽으러 가는 것이다. 이제부터는 사드리지는 못하드래도 잇는 것은 팔지는 안이하여야 할 터인데 그러나 當面의 環境에 부댁기며 가진 것만 잇다면 팔지 안을 수업게 되야 잇지 안는가.
엇지햇든지 땅이나 붓잡고 늘어저야 할 터인데 庚戌 以後로 實로 만치못한 時間에 이러케 激하게 土地와 家屋이 거의 日人의 손으로 다라나고 小作도 해먹을 내야 먹을 수 업게 되고 날로 쫏기게 되얏스니 참으로 기막히는 바이다. 임이 東拓의 손으로서만 移民한 것이 13回 以上이오 移民數가 2萬餘人(昨年度 總督府 統計)이오 讓渡地面積이 8천 5백餘町步라 한다. 그런즉 이러한 無限制의 移民政策下에 맛츰내 우리 朝鮮人은 朝鮮內地에서 다 逐出되지 안을 수 업슬 것이다. 如斯히 土地와 家屋과 山林垈地가 거의 日人의 손으로 넘어간 것과 東拓의 無限制한 移民으로 因하야 참으로 今後 朝鮮사람의 生活이 根底로부터 破壞를 當케 되는 것이 現下의 危機의 다섯재이다.
以上에서 統計로 쓰치 못하고 現狀의 一般을 精詳하게 記述하지는 못하얏다 할지라도 그 立論이 大軆에서 別로 相違이 업다 할지라. 以上에 쓴 다섯가지의 危險한 現狀으로만 써보아도 朝鮮사람의 生活과 經濟는 임이 破壞된 것을 알 것이며 現在環境의 壓力 밋테서는 到底히 振作의 希望도 안보이며 또한 무슨 對策이나 救濟의 方針이 보이지 안는다. 또는 엇더한 設計를 案出해 놋는다고 해도 實現할 길이 茫然한 것 갓다. 그러고 現下의 經濟的 危機에 對하야는 如干의 經濟原論券이나 본 資本主義 經濟學의 眼光으로서 요러케 조러케 따지기만 하고 적은 病点만 指摘하는 現狀對策의 잔꾀로써 可能할 바도 안이다. 그런즉 現下와가튼 어렵은 境遇에 處하야 잇슬사록 一切를 그 根本問題로부터 着眼치 안으면 안될 것임을 먼저 看破하여야 할 것이다. ＜24＞
＜19-24＞
