Magazine Title	삼천리 제7권 제8호
Publication Date	1935년 09월 01일
Article Title	赤手空拳으로 成功한 商界人物 (Business Figures Who Succeeded Starting from Scratch)
Author	
Article Type	소식 (News/Report)

Business Figures Who Succeeded Starting from Scratch
Pak Chŏnghyŏn, Who Became the Owner of Tansŏngsa Through 30 Years of Hard Work

Tansŏngsa, which screened Western masterpieces like "Morocco," "Unfinished Symphony," "The Lives of a Bengal Lancer," and "Arang," and also many famous works originating from this land such as "Arirang," "Nakhwa Yusu (Falling Flowers and Flowing Water)," "Ch'unhyangjŏn," and "Changhwa Hongnyŏn jŏn." Tansŏngsa (團成社), where top-tier *pyŏnsa* (silent film narrators) like Sŏ Sangho and Kim Tŏkkyŏng explained the silver screen (銀幕) with beautiful writing and ornate phrases (美文麗句), receiving the applause of the entire capital's citizens. The name of this Tansŏngsa is an extremely distinct presence today. Who manages this Tansŏngsa, which, alongside Nanghwagwan (浪花舘), is perhaps the most highly acclaimed among Seoul's seven or eight theaters for screening the highest quality artistic films?

In the old days, Pak Sŏngp'il (朴聖弼) managed it. He also established Hyŏngnyulsa (亨律社) and made many contributions to the old drama world (舊劇界) before passing away several years ago. The person who took over this large household and manages it to its current prosperous state is Mr. Pak Chŏnghyŏn (朴晶鉉), whom we are about to discuss.

It was in the 39th year of Meiji (1906) that Mr. Pak joined hands with Pak Sŏngp'il, built the Tansŏngsa building in a barracks style, and established and managed the theater! Indeed, about thirty years ago in the old days, they first made moving pictures and screened films like "Myŏnggŭm" and "Ji Kkomadan." As the two started with empty fists, they endured all sorts of hardships. There were times they even pawned the Western suits they were wearing to cover expenses, and other times they even took their own household furnishings<196> to the pawnshop for the sake of the employees. Moreover, a few years ago, the building suffered a fire, causing enormous losses, but through steady effort (勞力) and the power of indomitable struggle, they have steadfastly led this sole entertainment institution for the citizens over the long thirty years.

Looking at Tansŏngsa's situation now, there are about 700 spectators daily, bringing in a daily income of 300 Wŏn. Thus, with a monthly income of 14,000 to 15,000 Wŏn (though expenses are surely also large), the business is heading towards even greater prosperity.

Furthermore, much money was spent to pioneer the path of Korean cinema. Pak Chŏnghyŏn's intention is to dedicate himself to Korean cinema in the future, even if it means incurring losses, which is a trustworthy prospect.
Currently, there are about twenty employees.

Mr. Pak Chŏnghyŏn (朴晶鉉)

Mr. Pak Chŏnghyŏn is originally from Seoul. Born into a family that was not well-off, he couldn't study abroad in Tokyo (東京) like others, nor did he have the means to learn specialized knowledge about cinema.
However, looking at the recent masterpieces he selects and offers to the audience, one cannot help but admire his remarkably advanced business acumen (장사속) in observing the film world, and moreover, his high intellect (두뇌) for understanding art and music.
With this intellect, having invested 80,000 Wŏn to build this perfect building equipped with talkie facilities, it can be said that the dream of becoming the owner of a grand theater (大劇場主) many times, tens of times larger than the current one awaits Mr. Pak in his future endeavors. (Photo is Mr. Pak Chŏnghyŏn)

Ch'oe Nam, Former Bank Clerk Who Became Owner of the Former Tong-A Department Store

Before Hwasin Sanghoe (和信商會), the first department store by a Korean, appeared, the commercial world's eyes widened when Tong-A Department Store (東亞百貨店) began operating under the hand of Mr. Ch'oe Nam (崔楠). Who is this Ch'oe Nam? Few have experienced as many human vicissitudes as Mr. Ch'oe Nam. Today he is envied by many as a figure in the financial world, but looking back at his past, he was born into a humble family and had bitter experiences, falling seven times and rising eight (칠전팔도 - likely 칠전팔기).
Born in Kyŏngsŏng (京城 Seoul), he lost his father early in childhood and grew up under his loving mother's care (자모슬하), relying on his maternal relatives to graduate from Posŏng Middle School (普成中學).<197> He then went to Tokyo (東京), graduated from a Mining School (鑛産學校) while working his way through, returned to Korea, worked at a mine run by some Westerner, then changed direction to become an employee at the Commercial Bank's Tongdaemun Branch (商業銀行東大門支店), where he worked diligently for 5 or 6 years. While still a bank employee, he opened Tŏgwŏn Sundries Store (德元雜貨店) at the entrance to Insadong (仁寺洞). Since he went to the bank during the day, his older sister looked after the shop, and he only sat there at night. At this time, seeing much haggling (에누리) in Seoul, he firmly established the fixed price system (定札製). As things progressed, his solid management policy gradually turned favorable, and soon (未久) he opened a Tŏgwŏn branch a few doors down. At this point, his eye for the commercial world began to shine. He quit the bank, recruited a high-level employee from some sundry store on Honmachi-dōri (本町通) with generous treatment, stationed him in Osaka, and planned the direct import of sundries. This foresight proved correct, and his smoothly growing business, within a few years (不出幾年), established branches in various locations such as Hamhŭng, P'yŏngyang, Taegu, Chŏnju, Kwangju, Naju, Sunch'ŏn, and Mokp'o, undertaking great activities while closely watching (凝視) the commercial world of all Korea. He then harbored the ambition to manage the first department store by Korean hands, took full responsibility for constructing a 150-pyeong, 4-story concrete building owned by Min Kyusik (閔奎植), the third son of Min Yŏnghwi (閔泳徽) (construction cost 70,000 Wŏn), paying 10,000 Wŏn annual rent, and opened the department store, achieving great prominence. Later, responding to sales negotiations with Pak Hŭngsik (朴興植), he washed his hands of the department store business and now operates as a silk and cloth merchant (綢緞布木商).
That he became such a prodigy (麒麟兒) of the commercial world started when he borrowed 3,000 Wŏn from someone else to manage the first Tŏgwŏn Store. Comparing this to his success today, one can truly see the vast difference (雲壤之差). Mr. Ch'oe Nam is still rich in years (春秋 富; young/middle-aged), so even more surprising success is expected from him in the future.

No Ik-hyŏng, a 200 Wŏn Retailer Who is Now a 100,000 Wŏn Titan of the Book World

It's a fact known to most people in Seoul that behind the Youth Hall (청년회관) on Chongno (鍾路), in the wide area of Insadong, a luxurious house (아방궁) of over a hundred *kan* (칸, units of space) has been built, and connected to it stand two two-story Western-style warehouses (창꼬). Furthermore, design is underway for a large, clean printing house with modern facilities to settle into the spacious vacant lot directly behind this residence. The owner of this house and factory is Mr. No Ik-hyŏng (盧益亨), about whom we are now writing a success story. Mr. No also manages Pangmun Sŏgwan (博文書舘), and his current assets are counted in the hundreds of thousands of Wŏn. Moreover, he holds a firm foundation (學固한 地盤)<198> in the peninsula's book industry (書籍業界).
Pangmun Sŏgwan, located directly across from the planned new Taedong Printing House (大同印刷所) on the main street of Chongno, is a neat (宿灑) two-story Western-style building, presenting a fine sight (一偉觀) on the main street. However, behind No Ik-hyŏng's current position, poised for a soaring leap (雄飛) in the printing and book industries with the force of the rising sun (旭日昇天), lies a hidden thirty-year history mixed with blood and tears.

First, a Broker at an Inn

Many people probably remember the Seoul of about thirty years ago, when taffy sellers (엿장수) went around below Namdaemun (南大門), clanging their scissors and calling out "Buy night taffy!" At that time, you might have seen a young bachelor boy (총각아히) with unkempt hair (떡게머리) and stained clothes (때뭇은 옷) working as an errand boy (使喚) at a ramie cloth store (苧廛), one of the Six Licensed Markets (六矣廛). That boy was the fourteen-year-old No Ik-hyŏng. Born into a poor family, he lived off the charity of his maternal relatives until the age of seven. Then, deciding this was not the time to stay put, he took his first step (첫거름) into the commercial world by becoming a shop errand boy. Although he ran errands faithfully (直實) and politely (恭順), no one saw promise in this shop boy's future. After six years, the boy left that place and became a broker (居關) at a large commodity inn (物産客主) inside Namdaemun. But there too, the hand of luxurious fortune did not greet (마저주다) him; he only repeated hardships. Then, deciding to pioneer his own destiny with his own hands through independent business, he set out to open a sundry shop. However, short on capital (미천이 짜른), he could not last long and was overwhelmed (눌니우고) by others, left without room to breathe.

Renting a Six-Wŏn Room

However, as they say, utmost sincerity moves heaven (至誠感天). After accumulating small failures in this and that venture, the place he focused on (着眼) was the book business (書籍商). In Sangdong (尙洞, now Sŭngdong), in front of a barbershop (레방당압), he rented a tiny hole-in-the-wall shop (구멍가게) for six Wŏn a month. There, with a mere three hundred Wŏn in capital, he started a book business under the name Pangmun Sŏgwan (博文書舘). He was twenty-two at the time. Korean society was just beginning to awaken, and the general public, thirsty for knowledge, was eagerly seeking good books (書石). Thus, just as his book business was about to blossom (꼿이 피려할 때), two frosts (서리) descended. One was hearing that magazines were doing well, he invested (적입?) several thousand Wŏn to publish a monthly magazine called "Kongdo" (公道), but it failed to meet the times and resulted in a complete failure, losing over three thousand Wŏn at that time. The other was in the fourth year of Yungheui (隆熙四年, 1910), when the annexation occurred. Books containing ideas like biographies of heroes (英雄傳) were all confiscated, leading to another huge loss. However, his earnest single-mindedness was ultimately prepared (준배되야?) for a good destiny. Afterwards, like a ship hoisting its sails in fair wind (順風에 돛을 단 격), every venture he started yielded profit (利). Finally (드듸어), he became the owner of Taedong Printing House and Pangmun Sŏgwan, becoming a great wealthy man worth over a hundred thousand Wŏn. Now fifty years old, Mr. No's future still holds more to be expected.<199>

**Summary**

This 1935 article from the magazine *Samch'ŏlli* profiles three Korean entrepreneurs who achieved significant success from humble beginnings in colonial Seoul. Pak Chŏnghyŏn rose from poverty to become the owner of the prominent Tansŏngsa cinema through decades of hardship, contributing to both screening foreign films and fostering early Korean cinema. Ch'oe Nam, after losing his father and struggling through school and various jobs including bank clerk, pioneered the fixed-price system in his small shop, eventually building a chain of stores and briefly running the Tong-A Department Store before becoming a textile merchant. No Ik-hyŏng started as an errand boy and broker, failed in early ventures, but found success by opening the Pangmun Sŏgwan bookstore with minimal capital, eventually expanding into a major publishing and printing house owner despite setbacks like magazine failure and book confiscations after the 1910 annexation.

The article offers valuable insights into Korean entrepreneurship under Japanese colonial rule, showcasing individual resilience and adaptation within the changing economic landscape of Seoul. It highlights the development of key urban industries like cinema (Tansŏngsa), modern retail (department stores like Tong-A and Hwasin), and publishing (Pangmun Sŏgwan, Taedong Printing House). Historians might find interest in the specific details of business practices (fixed-price system, direct importing), the challenges faced (fires, lack of capital, political censorship like post-annexation book confiscations), the types of cultural products consumed (Western vs. Korean films, magazines, books), and the social mobility narratives presented for figures like Pak, Ch'oe, and No, who built substantial businesses despite lacking initial wealth or elite connections. The mention of specific film titles, business names, locations (Insadong, Chongno, Honmachi-dōri), and financial figures (salaries, rents, capital) provides concrete data points for studying the socio-economic history of the period.

**Named Entities**

朴晶鉉	박정현	Pak Chŏnghyŏn
이 머리를 가지고 팔만 원을 드리어 지은 토-키장치 잇는 이 완미한 건물을 끼고 장차 활약하려는 씨의 압헤는 지금의 몃배 몃십배의 대극장주(大劇場主)의 꿈이 기다리고 잇다 할 것이다. (寫眞은 朴晶鉉氏)

銀行員으로 前東亞百貨店主가 된 崔楠

화신상회(和信商會)라는 조선사람 최초의 백화점이 나타나기 전에 동아백화점(東亞百貨店)이 최남(崔楠)씨 손으로 경영되자 상업게에서는 눈을 둥굴니엇다. 최남이란 엇든 사람인고 생각건대 최남씨만치 인간 파란을 만히 격근이가 드물다. 오늘은 재계의 인물로 만인의 부러움을 밧지만 녯날을 따저 본다면 한미한 가정에 태어나서 칠전팔도한 신산한 경험을 가젓다.
그는 京城出生으로 일즉 어릴 때에 아버지를 여이고 자모슬하에서 생장하면서 외가집 신세로 보성중학(普成中學)을<197> 마치고 나서는 東京으로 드러가  鑛産學校를 고학으로 마치고서 다시 조선에 도라와 어느 서양사람 경영하는 鑛山에 가 잇다가 방향을 고치어 商業銀行東大門支店員이 되야 5,6년은 부즈런히 근무하엿다. 그리다가 은행원으로 잇스면서 인사동(仁寺洞) 초입에다가 德元雜貨店을 경영하엿는데 나제는 은행으로 가기 때문에 그의 누이가 보고 밤에만 자기가 점방에 나안젓다. 그는 이 때에 서울에 에누리 만튼 것을 보고 定札製를 확립하엿다. 이럭저럭 하는 사이에 堅實한 경영방침은 漸漸好潮로 향하야 未久에 몃집 건너에다가 德元支店을 하나 내이엿다. 이때에 그의 商界를 바라보는 눈은 빗나기 시작하여 은행은 그만두고 本町通 엇든 雜貨店에 잇는 高級店員을 후한 待遇로 招聘하여다가 大阪에 駐在케 하여 雜貨의 直輸入을 꾀하엿다. 이 先見은 드러마저서 그로부터 순조롭게 성장하는 그의 사업이 不出幾年하야 咸興, 平壤, 大邱, 全州, 光州, 羅州, 順天, 木浦 등 각지에 지점을 두고
全朝鮮의 商界를 凝視하면서 대활약을 거듭하엿다. 그는 다시 조선사람 손으로 처음인 백화점경영의 뜻을 품고 閔泳徽의 三子인 閔奎植氏 소유로 150여 평의 4층 콩코리-드 건물을 건축, 全担하여 (건축비 7만원) 일년에 집세 만원식 물고서 백화점을 개시하야 크게 聲勢를 떨치다가 朴興植氏의 買賣交涉에 應하야 백화점계 발을 씻고 나안저 지금은 綢緞布木商을 하고 잇다.
이러케 상계의 麒麟兒 됨에는 처음 德元商店을 경영할 때에 남의 3,000원을 빗내이어 하엿다 하니 今日의 성공과 대조하여 볼 적에 과연 雲壤의 差가 잇슴을 알 것이다. 崔楠氏는 아직 春秋 富한 것이라. 이 뒤는 더욱 놀나운 성공이 잇슬 것 가치 기대된다.

二百圓小賣商이 今日은 十萬圓 書籍界 覇者 盧益亨

서울 종로 청년회관 뒤 인사동 너른 터에 백여 간의 아방궁 가튼 세집을 짓고 거기 련속하여 이층 양제의 창꼬 두 채가 섯고 더구나 바로 그 주택 뒤 너른 공지에는 깨긋하고 신식설비를 겸한 큰 인쇄소 한 채가 드려 안즈려 설게 중임은 웬만한 서울 인사치고 다 아는 사실이다. 이 집과 이 공장의 주인공이 지금 바야흐로 성공 렬전을 쓰려하는 로익형(盧益亨)씨이니 씨는 이박게 박문서관(博文書舘)도 경영하고 잇는지라 현재의 재산을 십 수만 원으로 헤일 뿐더러 반도의 서적업게에 잇서 학고한 지반을<198> 가지고 잇는 터이다.
박문서관은 새로 신축하려는 대동인쇄소의 바로 건너편 종로 큰 거리에 이층양옥으로 숙쇄한 그 자태가 종로 큰 거리에 일위관으로 되어 잇는데 이와가치 노역형씨가 욱일승천의 긔세로 인쇄업게와 서적업게에 웅비하려는 오늘의 지반을 닥기까지는 실로 피와 눈물에 석긴 삼십 년 력사가 숨어 잇섯든 것이다.

처음은 客主집 거관

엿장수가 「밤엿들 사려」하고 남대문 아래로 가위소리 쩨걱거리며 다니든 지금부터 약 천 십년 전의 서울 모양을 본 사람이 만흐리라. 그때 떡게머리에 때뭇은 옷을 입고 륙의전(六矣廛)의 하나인 정포전(苧廛전)의 사환 노릇을 하는 총각아히 하나를 보앗스리라. 그 아히가 열네살 때의 노익형씨엿다. 그는 가난한 집안에 태여낫스매 일곱살까지 외가집 눈치밥을 먹다가 이러케 잇슬 때 아니라고 뜻을 세우고 상업게에 드듸는 첫거름으로 전방 심부름하는 아히가 되엇다. 직실하고 공순하게 심부름 하엿건만 이 점방 사환의 장래를 촉망하여 주는 이 업어 이 소년은 륙년 동안 잇다가 거기를 뛰처나와 그제는 남대문 안 엇던 큰 물산 객주(物産客主)의 거관 노릇을 하엿다. 그러나 거기도 호화로운 운명의 손은 그를 마저주지 안어 오직 고생만 거듭하다가 이제는 제 손으로 제 운명을 개척하는 독입한 사업을 한다하야 나선 곳이 곳 잡화점이엇건만 미천이 짜른  그는 오래지 못하야 남에게 눌니우고 말어서 숨 돌닐 길이 업시 되엇다.

륙원짜리 셋방 어더

그러나 지성이면 감천이랄가 이 일 저 일에 작고 실패를 싸고난 그가 착안한 곳이 그 곳 서적상(書籍商) 이엇다. 그는 상동(지금의 勝洞)레방당압 조고마한 구멍가가 한 칸을 한 달에 륙원씩 세를 내고 드러 거기에서 겨우 삼백 원이란 자금으로써 박문서관(博文書舘)이란 상호를 걸고 서적상을 시작하엿다. 그 때가 스물두살 마츰 조선사회는 깨려하든 때라 지식욕에 주우리는 일반대중은 조흔 서석을 찻기에 열중하엿다. 그리하야 서적상으로써 바야흐로 꼿이 피려할 때에 두 가지 서리가 내렷스니 한 가지는 잡지가 잘된단 말을 듯고 수천원을 적입하야 공도「公道」라는 월간잡지를 발행하엿스나 그것이 때를 엇지 못하야 전부 실패에 도라가서 그때 돈 삼천여 원을 손해보앗다. 또 한 가지는 융희 사년 합병이 되매 영웅전(英雄傳)가튼 사상이 담긴 책들은 모조리 압수를 당하는 판에 또한 거대한 손실을 보앗는데 그러나 권권한 일렴은 끗끗내 조흔 운명이 아려 준배되야 그 뒤는 순풍에 듯을 단 격으로 일만 시작하면 리를 보아 드듸어 오늘날 대동인쇄소와 박문서관의 주인이 되야 십수 만원의 큰 부자가 된 것이다. 지금 춘추 오십이라 노씨의 압날은 아직도 그 장래에 더 기대할 바가 잇다 할 것이다.<199>
<196-199>
