**Header Section:**
Magazine Title: 三千리 제3권 제12호
Publication Date: 1931년 12월 01일 (December 1, 1931)
Article Title: 日中戰爭 作戰 計劃, 中國 士官이 秘密作製 (Sino-Japanese War Operational Plan, Secretly Prepared by a Chinese Officer)
Author: 門炳文 (Mun Pyŏngmun)
Article Type: 소식 (News/Report)

**Body Text Translation:**
Sino-Japanese War Operational Plan, Secretly Prepared by a Chinese Officer
						Mun Pyŏngmun

Mun Pyŏngak (門炳岳), a general of the P'ung Oksang (馮玉祥) faction Northwest Warlords (he was the commander at the time P'ung's army occupied Kyŏngjin (京津) [Beijing-Tianjin area] some years ago and bombarded a Japanese warship at T'aegu (太沽)), recently drafted a document titled "The Final Battle Against the Aggression of Japanese Imperialists." Our company has obtained this secret document.
Most of it is first-rate emotional rhetoric, but its core perspective—the prediction of Japan's operational plan and the Chinese side's policies and plans—is quite noteworthy, hence it is published below.

Prediction of Japan's Operational Plan

1.  Using Taiwan (臺灣) as a base, occupy Pokkŏn (福建) [Fujian] and check our southern military strength.
2.  Occupy Ch'ŏngdo (靑島) [Qingdao] and Haeju (海州) [Haizhou], advance westward to Chenam (濟南) [Jinan] and Sŏju (徐州) [Xuzhou] to cut off the Chinp'o Line (津浦線) [Tianjin-Pukou Railway].
3.  Bombard the bend in the Puknyŏng Line (北寧線) [Beiping-Liaoning Railway] at T'anggu (塘沽) [Tanggu] with warships to cut off transportation.
4.  Land troops in the Chinhwangdo (秦皇島) [Qinhuangdao] area to raid P'yŏngjin (平津) [Beiping-Tianjin].
5.  Use a part of the army to occupy Yŏngil (延吉) [Yanji] and check our forces in Killim (吉林) [Jilin].
6.  With the main naval force, annihilate our navy and intimidate and disrupt the Kanghae'an (江海岸) [Yangtze River coast] and various important ports.
7.  With the main air force, raid our important cities.
8.  Transport the main army force from Chosŏn (朝鮮) [Korea], land them at Taeryŏn (大連) [Dalian], and under the cover of the air force, firmly occupy South Manchuria (南滿州) and East Mongolia (東蒙). Then, advance most forces westward to Sanhaegwan (山海關) [Shanhaiguan], link up with the aforementioned landing forces, proceed to attack P'yŏngjin (平津) and Yŏrha (慹河) [Rehe/Jehol], and wait for our surrender.<2>

Chinese Side's Plan

1.  Operational Preparation

1.  On one hand, prolong the situation ambiguously through diplomatic means, while on the other hand, build up actual strength and prepare for operations.
2.  On one hand, seek aid from the powers to the extent that national sovereignty is not lost, while on the other hand, prepare for operations based on an independent spirit.
3.  The navy should quickly prepare a large quantity of naval mines (水雷) to blockade various important ports.
4.  Quickly purchase numerous aircraft and train air force personnel.
5.  Quickly provide military training to Kuomintang members (국민당원) and patriotic youth to organize a People's Self-Defense Force (민중자위군) that can cooperate with the national army's operations.
6.  Strengthen military readiness and armaments, and establish a plan for national general mobilization.
7.  Repair and build coastal fortifications.
8.  Organize transportation and communication, and urgently complete the automobile road between Pukp'yŏng (北平) [Beiping] and Sanhaegwan (山海關), between Pukp'yŏng (北平) and Yŏrha (慹河), between Choyang (朝陽) [Chaoyang] and Pukp'yo (北票) [Beipiao], and the direct telegraph line between Pukp'yŏng (北平) and Hŭngnyonggang Hasi (黑龍江 哈市) [Heilongjiang Harbin].
Completing the above preparations requires at least 3 months. If so, the enemy's plan will be achieved within 10 days.
This! It is because our country has neglected national defense in normal times. If we do not plan now, the destruction of our nation is inevitable.

2.  Operational Policy

1.  Defend important ports in Pokkŏn (福建), Chŏlgang (浙江) [Zhejiang], and Kwangdong (廣東) [Guangdong] with a part of the navy and air force and the People's Self-Defense Force<3>, and further cut off the land routes.
2.  Simultaneously defend important ports in Kangso (江蘇) [Jiangsu] and Santong (山東) [Shandong], placing particular importance on Ch'ŏngdo (靑島), Haeju (海州), and Yonggu (龍口) [Longkou].
3.  Also defend T'anggu (塘沽) and protect the Puknyŏng Line (北寧線).
4.  Defend Chinhwangdo (秦皇島) and Sanhaegwan (山海關) with a part of the army and the Self-Defense Force to prevent enemy landings.
5.  Expel the enemy from Yŏngil (延吉) and Kando (間島) [Jiandao] with the army, air force, and the Self-Defense Force.
6.  Lay naval mines (水雷) in various important ports with the main naval force.
7.  Bomb various cities and important ports within Japan with a part of the air force.
8.  Concentrate army and air force strength and the Self-Defense Force along the Taerŭngha (大凌河) [Daling River] and Nanha (灤河) [Luan River] lines, combine with units from Kilhŭk (吉黑) [Jilin-Heilongjiang], defeat the enemy's main force, and recover the lost territories of Yŏgil (遼吉) [Liaoning-Jilin].

3.  Combat Structure

1.  Southeast Coastal Defense Area General Command: All forces from Chŏlgang (浙江), Pokkŏn (福建), Kwangdong (廣東), part of the forces from Kwangsŏ (廣西) [Guangxi] and Unnam (雲南) [Yunnan], part of the air force.
2.  Yellow Sea Coastal Defense Area General Command: All forces from Kangso (江蘇) and Santong (山東), part of the air force.
    Note: Yonggu (龍口) belongs to this area.
3.  Parhae (渤海) [Bohai] Defense Area General Command and concurrently Yŏgil (遼吉) Field Army General Command: All forces from Yŏgilhŭk (遼吉黑) [Liaoning-Jilin-Heilongjiang], Yŏrha (慹河), Ch'aharŭ (察哈爾) [Chahar], Suywŏn (綏遠) [Suiyuan], Habuk (河北) [Hebei], Sansŏ (山西) [Shanxi], Hanam (河南) [Henan], Sŏmsŏ (陝西) [Shaanxi], part of the air force.
4.  Bandit Suppression Army (勦其軍) General Command: Most forces from Honam (湖南) [Hunan], Hobuk (湖北) [Hubei], Kangsŏ (江西) [Jiangxi], Anhwi (安徽) [Anhui].<4>
5.  General Reserve Force General Command: Most forces from Sach'ŏn (四川) [Sichuan], Kamsuk (甘肅) [Gansu], Yŏngha (寧夏) [Ningxia], and part of the forces from Honam (湖南), Hobuk (湖北), Kangsŏ (江西), Anhwi (安徽).
6.  Navy General Command: Entire navy.
7.  Air Force General Command: Most of the air force.

5.  Outline for Organizing the People's Self-Defense Force (民衆自衛軍)

1.  Cadres: Students of middle school level and above, teachers, retired soldiers, members of the Defense Corps (보위단), police officers, genuine party members (眞正黨員), etc., who possess a spirit of sacrifice.
2.  Organization: After receiving training, cadres return to their hometowns (鄕里), provide military knowledge and training to males and females aged 12 to 65, and organize the Self-Defense Force.
3.  Command: Cadres in each village become the commanders of each village.
    One county (一縣) is commanded by the county magistrate (縣長) or the County Party Headquarters (縣黨部) or a single designated commander.
    The Self-Defense Force in a war zone is commanded by the supreme command headquarters of the relevant local army.
4.  Armament: Use locally existing weapons.
    When ammunition is insufficient, it will be supplied by the local army according to mission and need.
Furthermore, this Self-Defense Force aims solely for local self-defense and does not participate in expeditions or the war unless the relevant locality becomes an operational zone.
Et cetera - End<5>

**Summary**

This 1931 article from the Korean magazine *Samch'ŏlli* presents what it claims is a secret Chinese military document outlining anticipated Japanese invasion strategies and China's corresponding defensive preparations and operational plans. The Japanese plan involves coordinated naval, air, and land attacks from multiple points (Taiwan, Qingdao, Korea/Manchuria) aiming to cut supply lines and force surrender. The Chinese counter-plan focuses on delaying tactics, fortifying key coastal areas and railway lines, mobilizing a large civilian militia (People's Self-Defense Force), seeking international aid, and concentrating forces to repel the main Japanese thrust in the north while aiming to recover lost territory.

From the perspective of Korean colonial history, the publication of such a detailed military analysis concerning Japan's neighbour in a Korean magazine under Japanese rule is highly significant. It suggests a keen interest among the Korean readership (and potentially editorial staff) in the escalating Sino-Japanese conflict, possibly reflecting underlying anti-colonial sentiments or at least a sophisticated awareness of regional geopolitics. The frank discussion of Japanese military plans and potential Chinese resistance, even if framed as reporting on a Chinese document, is remarkable given the likely censorship environment of the time and offers historians insight into the information available to and the concerns of Koreans during this period.

**Named Entities**

三千리	삼천리	Samch'ŏlli
作戰方針	작전방침	Operational policy
及	급	And (used like 及ぶ in Japanese, connecting nouns)
更	더욱히	Furthermore; moreover
陸地	육지	Land; shore
同時	동시에	Simultaneously
守備	수비	Defense; defend
重視	중시	Emphasis; importance (중시함 - to emphasize)
保護	보호	Protection; protect
防	막는다	Block; defend against; prevent
構築	구축	Expel; drive out (구축함 - to expel)
敷設	부설	Laying (mines, railways); installation (부설함 - to lay)
爆擊	폭격	Bombing (폭격함 - to bomb)
內	내	Inside; within
都市	도시	City
集中	집중	Concentration; concentrate
合體	합체	Combine; merge
擊破	격파	Defeat; crush
失	실	Loss (used as noun for 'lost territory')
恢復	회복	Recovery; restoration (회복함 - to recover)
戰鬪體系	전투체계	Combat system; order of battle
東南海	동남해	Southeast sea/coast
海防區	해방구	Coastal defense area
總司令	총사령	General command(er)
全部	전부	All; entire
廣西	광서	Guangxi
雲南	운남	Yunnan
黃海	황해	Yellow Sea
但	단	However; provided that; note
此區	차구	This area
屬	속함	Belong to
渤海	발해	Bohai Sea
兼	겸	Concurrently; also serving as
野戰軍	야전군	Field army
各軍	각군	Each army/force
勦其軍	초기군	Bandit Suppression Army (term used by KMT for anti-communist campaigns, here possibly more general)
大部分	대부분	Most of; majority
總豫備軍	총예비군	General reserve force
組織大要	조직대요	Organizational outline
幹部	간부	Cadre; executive staff
中等級	중등급	Middle grade/level
以上	이상	And above
學生	학생	Student
敎員	교원	Teacher
退役軍人	퇴역군인	Retired soldier; veteran
保衛團	보위단	Defense corps; security group
警官	경관	Police officer
眞正	진정	Genuine; true
黨員	당원	Party member
等	등	Etc.; and others
犧牲精神	희생정신	Spirit of sacrifice
具有	구유하는 자	Person who possesses (Older form/spelling of 구비하는 자)
後	후	After
鄕里	향리	Hometown; native village
도라가	돌아가	Return to (Older spelling of 돌아가)
男女	남녀	Men and women; male and female
對	대하야	Towards; regarding (Older spelling of 대하여)
軍事知識	군사지식	Military knowledge
與	주고	Give; provide (Older usage, modern 주다)
指揮	지휘	Command
指揮官	지휘관	Commander
一縣	일현	One county
縣長	현장	County magistrate
又	우	Or; also (Used like または in Japanese)
一指揮官	일지휘관	A commander; single commander
밧는다	받는다	Receive; be under (Older spelling of 받는다)
戰爭地域	전쟁지역	War zone; battle area
當該地	당해지	The relevant place/area (Older form of 해당 지역)
駐軍	주군	Stationed army; garrison
最高司令部	최고사령부	Supreme Command Headquarters
兵器	병기	Weapons; arms
地方	지방	Local; region
原有	원유	Originally existing; inherent
彈丸	탄환	Ammunition; bullet
不足	부족	Insufficient; lack
時	시	Time; when
任務	임무	Mission; duty
必要	필요	Need; necessity
應	응하야	According to; in response to (Older form of 응하여)
當地	당지	That place; local
軍隊	군대	Army; troops
支給	지급	Supply; provision
全然	전혀	Completely; entirely
目的	목적	Purpose; objective
遠征	원정	Expedition; campaign far from base
當該	당해	Relevant; said; concerned (Older form of 해당)
作戰地域	작전지역	Operational zone; theater of operations
限	한에	As long as; limit (…하는 한에 - as long as…)
戰爭	전쟁	War
參加	참가	Participation; participate (참가치 안는다 - does not participate. Older negative form)
云云	운운	Et cetera; and so on


---------------------------


잡지명	삼천리 제3권 제12호
발행일	1931년 12월 01일
기사제목	日中戰爭 作戰 計劃, 中國 士官이 秘密作製
필자	門炳文
기사형태	소식

日中戰爭 作戰 計劃, 中國 士官이 秘密作製
						門炳文
馮玉祥系 서북군벌의 一將 門炳岳(先年 馮軍 京津 점령 당시 太沽에서 日本군함을 포격한 때의 지휘관)은 최근 「日本帝國主義者의 侵略에 대한 最後의 一戰」이라 題한 一文을 起案한 바 이 비밀문서를 본사에서 입수하게 되엿다.
그 대부분은 一流의 감정론이나 그 안목인 일본작전계획의 예상과 중국측의 방침 及 계획은 상당히 주목할만 하기에 左에 발표한다.

日本作戰計劃의 豫想

1. 臺灣을 근거로써 福建을 점령하고 我南部 병력을 견제한다.
2. 靑島 及 海州를 점령하야 西進, 濟南, 徐州에 이르러 津浦線을 차단한다.
3. 군함으로써 塘沽의 北寧線 屈曲部를 포격하여 교통을 차단한다.
4. 秦皇島 방면으로 상륙하야 平津 습격.
5. 육군의 일부로써 延吉을 점령하고 吉林의 아군을 견제한다.
6. 해군 주력으로써 我해군을 전멸식혀 江海岸 及 각 要港을 威嚇 擾亂한다.
7. 공군 주력으로서 我중요 城市를 습격.
8. 육군 주력을 조선으로부터 수송하야 大連에 상륙식이고 공군의 援護에 의하야 확실히 南滿州, 東蒙을 점령하고 대부분을 西進 山海關에서 上記 상륙군과 합하야 平津 及 慹河 공략에 向케 하고써 我굴복을 기달인다.<2>

中國側의 計劃

1. 作戰準備

1. 一面 외교수단에 의하야 유야무야로 연장식히고 他面 실력을 충족식여 작전준비함.
2. 一面 국권을 상실치 안는 정도에 잇서 열국의 원조를 구하며 他面 독립정신에 의하야 작전을 준비함.
3. 해군은 속히 다량의 水雷를 준비하야 각 要港을 봉쇄함.
4. 속히 다수의 비행기를 구입하야 공군인재를 훈련함.
5. 국민당원 及 애국청년에게 속히 군사훈련을 施하야 민중자위군을 조직해서 국군을 협조작전할 것을 기함.
6. 군비 병비를 충실히 하야 전국 총동원 계획을 정함.
7. 해안요새의 修築.
8. 교통 통신을 정리하고 더욱 北平 山海關 間, 北平 慹河, 朝陽 北票 間의 자동차로 北平 黑龍江 哈市 間, 직통전선의 완성을 급히 함.
이상의 준비를 할녀면 적어도 3개월을 요한다. 그런다면 적의 계획은 10일 내에 달성할 것이다.
이것! 아국이 평소에 국방을 소홀히 한 탓이다. 지금에 밋처서 企圖치 안으면 민족의 멸망은 필연한 일이다.

2. 作戰方針

1. 해공군의 일부 及 민중자위군으로서 福建, 浙江, 廣東 각 要港을<3> 備하고 더욱히 육지를 끈는다.
2. 동시에 江蘇, 山東 要港을 수비하고 더욱 靑島, 海州, 龍口를 중시함.
3. 또 塘沽를 수비하고 北寧線을 보호함.
4. 육군의 일부 及 자위군으로써 秦皇島, 山海關을 수비하야 적의 상륙을 막는다.
5. 육공군 及 자위군으로써 延吉 間島의 적을 구축함.
6. 해군의 주력으로써 각 要港에 水雷를 敷設함.
7. 공군의 일부로써 일본국 내 각 도시 要港을 폭격함.
8. 육공군의 병력 及 자위군을 大凌河 及 灤河의 線에 집중하야 吉黑의 부대와 합체하야 적의 주력을 격파하고 遼吉의 失을 회복함.

3. 戰鬪體系

1. 동남해 海防區 총사령 浙江, 福建, 廣東軍 전부 廣西, 雲南軍의 일부 공군 일부.
2. 황해 海防區 총사령 江蘇, 山東軍 전부 공군 일부.
단 龍口는 此區에 속함.
3. 발해 防區 총사령 겸 遼吉 야전군 총사령 遼吉黑, 慹河, 察哈爾 綏遠, 河北, 山西, 河南, 陝西 각군 전부 공군 일부.
4. 勦其軍 총사령 湖南, 湖北, 江西, 安徽 각군의 대부분.<4>
5. 총예비군총사령 四川, 甘肅, 寧夏軍의 대부분 及 湖南, 湖北, 江西, 安徽軍의 일부.
6. 해군 총사령 해군전부.
7. 공군 총사령 공군의 대부분.

5. 民衆自衛軍 組織大要

1. 간부, 중등급 이상의 학생, 교원, 퇴역군인, 보위단 경관, 眞正黨員 등으로써 희생정신을 구유하는 자.
2. 조직, 간부는 훈련을 受한 후 鄕里에 도라가 12세 이상 65세 이하의 남녀에 대하야 군사지식 及 훈련을 주고 자위군을 조직함.
3. 지휘, 각 촌의 간부는 각 촌의 지휘관이 된다.
一縣은 縣長 혹은 縣黨部 又는 一지휘관의 지휘를 밧는다.
전쟁지역의 자위군은 당해지 주군 최고사령부의 지휘를 밧는다.
4. 병기 지방 原有의 병기를 쓴다.
탄환 부족의 時는 임무 及 필요에 응하야 當地 군대로부터 지급함.
더욱이 이 자위군은 전혀 지방자위를 목적으로 하고 원정을 하면서 當該 지방이 작전지역이 되지 안는 한에 전쟁에는 참가치 안는다.
운운-이상<5>
<2-5>
