잡지명 동광 제24호
발행일 1931년 08월 04일
기사제목 잘난 민족이 따로 잇나, 人種愚劣論의 克服 (Is There Such a Thing as a Superior Race? Overcoming the Theory of Racial Inferiority)
필자 哲學博士 崔允鎬 (Choe Yunho, Ph.D.)
기사형태 논설 (Editorial/Argumentative Essay)

Is There Such a Thing as a Superior Race? Overcoming the Theory of Racial Inferiority
						Choe Yunho, Ph.D. (哲學博士 崔允鎬)

Preface
On this star called Earth, various races of different colors delineate regions and co-exist. Due to this situation, all sorts of unreasonable, complex, and multifaceted problems such as discrimination and hierarchy among races have arisen. As this problem is both old and new, it has been difficult research material for many scholars throughout ancient and modern times to comprehend. Following the theories of various scholars, they can be divided into two groups: the school of scholars advocating the theory of racial immutability (人種不可變論) and the school of scholars promoting the theory of racial mutability (人種可變論). The former began about 80 years ago, with Count de Gobineau as the leading figure, along with scholars like Le Bon, Grant, and Loti (디로프). Count Gobineau's "Theory of Racial Immutability" and Grant's "Racial Psychology" are their prominent theories. The latter group includes scholars like Finot and Conklin, whose theories include Finot's "Race Prejudice" (人種差別論) and Conklin's "Heredity and Environment." To summarize their theories, the former argue that races were not created equal, human nature is not mutable but fixed and hierarchical. Dividing the world's races into Black, Yellow, and White, they rank their intelligence as follows: the Black race is inferior (下), the Yellow race is intermediate (中), and the White race is superior (上). Why? They claim the Black race, being not yet fully evolved, has only developed sensitivity to touch (感觸性), thus often behaving similarly to beasts (즘생). The Yellow race has weak desires (慾望) and stubborn wills (意志), not knowing how to be eliminated (淘汰), which is also evidence of immaturity according to anthropological principles. The White race possesses superior intellect (智力), magnanimity towards things, and weak sensitivity to touch, thus acting intellectually and occupying the highest position. They further emphasized the impossibility of racial mixing. The latter school, such as Finot, refuted the assertions of the former school, calling them fatalistic and abstract. He argued that insisting on them is like claiming the ripples created by throwing a stone into the water's surface (水面) never disappear. He stressed that the theory of racial inequality and White superiority is a unique creation of Whites, and civilization is not solely owned by Whites but is the common product of all races. Dr. Dixon also argued that race is not static but dynamic. Looking at these two theories, the former is unscientific and prejudiced, while the latter is scientific and rational. Now, I intend to discuss this issue in light of genetics.

Heredity (遺傳)
Heredity means "to resemble." It refers to humans resembling humans, beasts (즘생) resembling beasts, and plants resembling plants. Just as applying the right temperature to a chicken egg allows it to hatch into a chick, and planting corn and allowing it to absorb the appropriate heat and air yields corn, humans resemble humans because the "germ plasm" (찐) of both sexes mix, gradually grow, and perform the divisional labor of life, finally resulting in birth as a "baby" (뻬비). It is said that our germ cells (胚種細胞) possess qualities resembling humans, invisible to our naked eye.
Here, I will enumerate a few principles of heredity related to the main topic: Galton's (콜튼) ancestral heredity and reversion, and Mendel's (맨들) unit inheritance. Ancestral heredity states that the amount of ancestral traits inherited by descendants doubles with each closer generation: 1/2 from the first generation ancestors, 1/4 from the second generation ancestors, <36> 1/8 from the third generation ancestors, and so on, meaning heredity is stronger from more recent ancestors. Reversion refers to the tendency for ancestral traits inherited by descendants to regress towards the average of ordinary people. For example, the offspring of extremely tall parents will be taller than average but not as tall as their parents. Mendel's law of unit inheritance, in summary, means that when parental traits are inherited by offspring, they tend to inherit either the father's traits or the mother's traits exclusively, rather than a mixture of both. However, the traits that are not "resembled" do not disappear but remain latent within the germ cells (胚種細胞) and can manifest later. The fact that traits from ancestors several generations back often appear in descendants many years later proves this principle. Furthermore, although common belief sometimes confuses us by suggesting that acquired diseases can be inherited, since Weismann's (와이스맨) research began in 1892, the theory of acquired inheritance has gradually faded away. Generally, our inheritance follows the principles explained above, but one must consider that turning natural inheritance into a kind of law inevitably involves some degree of speculation (憶測).

Mental Heredity (情神遺傳)
As hinted above, our body and mind are, from the beginning, two differently named aspects of a single entity that cannot be separated even for a moment. Therefore, it is said that inheritance largely follows the aforementioned laws of heredity. According to investigations by (?) Maudslay (몬다익) and Pearson (피어슨), identical twins tend to have more similar intelligence (智力), providing evidence that physique (體型) is closely related to intelligence. However, while physical heredity is visible to our eyes, mental heredity can only be inferred through outwardly manifested facts and actions. The mental heredity discussed above, of course, does not imply any mystical meaning as in religious circles, but simply refers to our nerves (神經). The more complete the nerve structure, the faster the mental function; the more incomplete, the duller the mental function. Even lowly worms move when pricked, and the balsam flower (日仙花) in the garden turns its head towards the sunlight; these can be seen as their cognitive functions, albeit incomplete. However, because humans possess complex and highly specialized nerves capable of division of labor, they react when seeing things and can comprehend difficult matters (事端).
Even among humans, mental functions are not identical. Significant differences can also be seen depending on whether one trains their innate heredity or not. This training can be seen as social environment or education. Thus, society and schools train the innate heredity of children to make them more perfect and virtuous (完美하고 至善케). Therefore, scientific upbringing (科學的 教養) and civilized society focus on children, allowing them to grow naturally according to their own pace. Consequently, humans must cultivate the "thing" inherited from their ancestors well through their environment. The better the combination of good heredity and a good environment, the sounder the character becomes.

Intelligence: Superiority and Inferiority (知能愚劣)
The concept of intelligence (知能) differs; some say it means special talent, while others say it means adapting well to new environments using acquired knowledge (學得한 바 지식). What is recorded below is concluded by considering the environmental conditions of the test subjects based on results obtained using intelligence measurement tests standardized according to the latter definition.
Looking at the results of Garth's (까드) intelligence tests on 767 children:

Intelligence Measurement Test Overview
Grade / 4 / 5 / 6 / 7 / 8
Number / 134 / 169 / 180 / 112 / 75
Difference / 0.70 / 0.76 / 0.22 / 0.23 / 0.24

Looking at Klineberg (클린벅) and Ferguson's (퍼거슨) investigation of intelligence across various races: <37>

Overview of Intelligence Investigation by Race
Race         Number     Average Intelligence Score
Italians  ......  500  ......  84
Germans    ......   67  ...... 102
Hungarians  ......   99  ......  90
Swedes    ......  187  ...... 102
Jews    ......  100  ......  95
Russians  ......  317  ......  93½
French    ......  199  ......  95
Chinese    ......   83  ...... 100
Japanese    ......   65  ...... 100
Blacks (Southern US)...211  ...... 80
Indians (American Natives)... 63  ...... 75

Looking at Garth's (까드) investigation shown above, the difference in intelligence among students in grades 4 and 5 is greater than that among students in grades 6, 7, and 8. This is attributed to the influence of good or bad home education (家庭教育) during childhood. The decrease in intelligence disparity with higher grades is concluded to be because they increasingly move away from home education and receive more uniform school education. Klineberg (클린벅) and Ferguson (퍼거슨) also commented after completing their intelligence investigation of the various peoples listed above: the lower intelligence scores of Italians and Black and Red races are because they built walls among their own kind (自族끼리) and cut off relations with other societies, thus failing to receive the civilization of others. Furthermore, the intellectual inferiority of Italians, despite being a White race, is due to their neglect of upbringing (敎養). Such judgments are not limited to Klineberg and Ferguson but represent the public opinion of those interested in this field. Therefore, looking at both investigations above, it is demonstrated that the White race is not inherently intellectually superior to the Yellow race, nor is the Black race inherently intellectually inferior to other colored races. Rather, intelligence rises and falls according to the quality of upbringing (敎養).

The Influence of Upbringing on Intelligence
Upbringing (교양) refers to all influences received from the external and internal worlds. Humans not only receive physical stimuli from the external world but are also animals that receive mental stimuli, recalling distant past events and contemplating the future.
The degree to which upbringing is received is stronger in young children. Usually, young children are immature in both body and mind, and their curiosity is stronger. When they see something and questions arise throughout their being, they often ask questions relentlessly to find out. During this process, their bodies become healthy, and their mental capacity grows vigorously. Therefore, parents, schools, and society should strive to provide a better environment, especially during childhood, to develop their innate qualities (生來의 소질) and produce individuals of sound character (做出하기). However, if the upbringing is poor, the harm will not be insignificant (不小할), and in severe cases, it can easily lead to physical disabilities or mental illness. According to Burt's (뻙쓰) investigation, education was found to have an impact of up to 20 points on intelligence rise or fall, and 20 points represents a significant difference in intelligence superiority or inferiority.

Is Intelligence Superiority/Inferiority Racial or Individual?
It requires no further explanation that intelligence superiority/inferiority is individual, not racial. That outstandingly wise and morally excellent individuals arise from uncivilized (文野하고) and impoverished nations to achieve great deeds, and that many intellectually disabled people are found even among civilized nations, is proven by human history throughout the ages. That intelligent and dull people can be found within the same ethnicity or even the same family are all factual evidence (事證) of this.
Let's look at the facts once more. Garth (까트) found that when testing the intelligence of Red, Black, and White races, one Native American girl (紅人 여아) had an intelligence score of 142 points. This is a genius score, 52 points higher than the average intelligence of all 760+ students tested. Furthermore, according to his ratio investigation, 96 out of 1,272 Blacks were superior to the average intelligence of Whites, 90 out of 1,004 Mexicans (墨西哥人) were higher than the average White intelligence, and 75 out of 667 Native Americans (紅人) were also superior to the average White intelligence. These facts also clarify that the superiority or inferiority of intelligence is individual.

Conclusion
The theory of racial superiority/inferiority in intelligence has historically been a source of headache and anguish for scholars, thus demanding much painstaking research. Intelligence superiority/inferiority is individual, not racial. When superior heredity (品優한 유전) and good upbringing (良善한 교양) combine, an outstanding individual will emerge; when poor heredity (不善한 유전) and poor upbringing combine, an inferior person will emerge. This seems to follow the same principle as cultivating fruit trees in an orchard (果苑). If a high-quality fruit tree is planted in fertile soil (비옥한 따) and receives good care (좋은 가꿈), it will surely bear good fruit. If a poor-quality fruit tree (品惡한 果木) is planted in barren soil (瘠土) and receives poor care, it will undoubtedly bear poor fruit. This is an undeniable fact.
Let us break down the irrational theory of racial hierarchy and resolve to add good upbringing to Korean heredity (朝鮮人的 遺傳), thereby manifesting the talents (才能) of the Korean people. <38>

**Summary**

This 1931 article by Ch'oe Yunho argues against the prevailing theories of racial hierarchy and innate intellectual differences between races (人種愚劣論). Ch'oe critiques hereditarian views (人種不可變論), particularly those positing White superiority, citing counter-arguments from scholars like Finot who emphasize the mutability of races (人種可變論) and the shared nature of civilization. Drawing on principles of genetics (유전) and findings from contemporary intelligence studies (e.g., Garth, Klineberg, Ferguson), the author contends that intelligence is primarily individual, not racial. He highlights the significant impact of environment and upbringing (교양) – encompassing education and social conditions – on intellectual development, suggesting that observed differences between groups are largely attributable to disparities in upbringing rather than innate racial traits. The article concludes with a call to reject racial determinism and focus on improving the upbringing and education of Koreans (조선인) to cultivate their inherent potential.

From the perspective of Korean colonial history, this article is highly significant. Written by a Korean intellectual with a Ph.D. during Japanese rule, it directly confronts and refutes the pseudo-scientific racism often used to justify colonialism and claims of Japanese superiority over Koreans. By emphasizing environmental factors and individual potential over fixed racial characteristics, Ch'oe implicitly asserts the capability and worth of the Korean people, advocating for self-improvement through education as a path to overcoming perceived inferiority – a powerful message under oppressive circumstances. Historians might find the specific scholars and studies cited (both Western and potentially Japanese, though none explicitly named) useful for understanding the intellectual currents influencing Korean thought at the time, as well as the ways Korean intellectuals engaged with global scientific discourse to resist colonial ideology.

**Named Entities**

崔允鎬	최윤호	Choe Yunho
佛蘭西人  ......  199  ......  95
中國人    ......   83  ...... 100
日本人    ......   65  ...... 100
黑人(美國南方)...211  ...... 80
紅人(美國土人)... 63  ...... 75

上示된 까드씨의 조사를 보면 4,5반 학동의 지력 차별이 6,7,8반 학동의 그것보다 높음을 볼 수 잇으니 이는 유년시엔 그 아동의 가정교육의 善不善에 인함이며 급수가 높음을 따라 지력 우열별이 적어짐은 그것이 가정교육을 떠나 점점 동일한 학교 교육을 많이 받은 까닭이라 논결하엿다. 또 클린벅, 퍼거슨 양씨도 상기한 각국인의 지능조사를 필한 후 논평을 가하엿으되 이태리인과 黑紅 兩色 인종의 지능점이 劣下함은 그들은 自族끼리 담을 쌓고 타사회와 관계를 끊은 까닭으로 타의 문명을 받지 못함으로써이며 더구나 백인종 중 하나인 이태리인이 智劣됨은 彼等은 교양에 부주의한 이유라 하엿다. 이러한 論判은 클, 퍼 양씨뿐만 아니라 이 방면에 유의하는 인사의 여론이다. 그러면 이상 양 조사를 보더라도 백인종이라 하야 황인종보다 지력이 優함이 아니며 흑인종이라 하야 타색 인종보다 지력이 劣下함이 아니라 교양의 善不善을 따라 지력의 승강이 잇음을 예증한 것이다.

교양이 지능에 및는 영향
교양이라 함은 外內界로 받는 모든 영향을 云함이니 사람은 외계로 물적 자극을 받을 뿐 아니라 내면으로 먼 과거의 일이며 오는 장래의 일을 추억하는 정신적 자극까지 받는 동물이다.
교양을 받는 정도는 소아에게일스록 더 강렬하다. 보통으로 소아는 몸과 맘이 아울러 미숙한대다가 호기심이 더욱 강하야 무엇을 볼 때에 전신적으로 의아점이 생길 때에는 맘껏 알아보려고 질문하는 등 일이 많다. 그러하는 동안에 몸이 건강해지고 맘의 능력이 무럭무럭 자라나는 것이다. 그런 고로 부모와 학교와 사회는 마땅히 소아시대에 더욱 선량한 환경을 베풀어 그들의 生來의 소질을 발휘하야 건전한 인격자를 做出하기에 노력할 것이다. 그러나 교양이 不善하면 따라 해독이 不小할 것이며 심하면 신체 불구자나 혹은 정신병자도 되기 용이한 것이다. 뻙쓰 여사의 조사에 의하면 교육이 지능 승강에 20포인트나 영향이 미침을 발견하얏다 하니 20포인트는 지능 우열이 현격한 것이다.

지능 우열이 인종적이냐 개인적이냐?
지능 우열이 개인적이요 인종적이 아님은 再言을 요치 않는다. 文野하고 빈약한 민족 가온데서도 지혜가 출중하고 인격이 훌륭한 인물이 나서 위대한 사업을 이루며 문명한 민족 중에서도 천치를 많이 보게 되는 것은 고금을 통하야 인류 역사가 증명하고 잇는 것이며 동족이나 한 가족 내에서도 총명하고 우둔한 사람을 찾을 수 잇는 것들이 다 이에 事證이다.
한 번 더 사실을 드러 보자. 까트씨는 紅, 黑, 白 3인종의 지능을 시험할 때에 紅人 여아 하나는 지능점이 142포인트임을 발견하얏다 하니 이는 760여명 전 학동의 평균 지력보다 52포인트가 우수한 천재다. 다시 同氏의 비례율 조사를 보면 1,272 흑인 중에 96인은 백인의 평균 지능보다 優하며 1,004 墨西哥人 중에 90인은 백인 평균 지력보다 높으며 667紅人 중 75인은 역시 백인 평균지력보다 勝하다 하엿다. 이상의 사실로 보더라도 지능의 우열은 개인적임을 밝힌 것이다.

결론
인종의 지능 우열설은 自來로 학자들의 두통과 번뇌꺼리니 만큼 고심 연마를 더 하얏다. 지능 우열은 개인적이요 인종적은 아니다. 品優한 유전과 良善한 교양이 조합되면 탁월한 인격자가 생길 것이며 不善한 유전과 불량한 교양이 공합되면 愚劣한 사람이 생길 것이 마치 果木을 果苑에 재배함과 동일한 이치인가 한다. 품질이 좋은 과목이 비옥한 따에 심겨지고 좋은 가꿈을 받으면 반드시 양호한 열매를 맺을 것이요 品惡한 果木이 瘠土에 재배되고 가꿈까지 불량하면 좋지 못한 열매를 가질 것은 의심 없는 사실이다.
우리는 불합리인 인종 우열설을 타파하고 조선인적 유전에 양호한 교양을 가하야 조선인의 재능을 발휘하기를 자결하자.＜38＞
＜36-38＞
