**Header Section:**
Magazine Title: 삼천리 제10권 제12호
Publication Date: 1938년 12월 01일
Article Title: 映藝特輯, 크다란 幻影 (Film Art Special Feature, The Grand Illusion)
Article Type: 문예기타 (Arts/Culture Other)

**Body Text Translation:**
Film Art Special Feature, The Grand Illusion
Original Story & Screenplay: Jean Renoir, Charles Spaak
Director: Jean Renoir
Cinematography: Christian Matras
Starring: Jean Gabin

This film is the latest work by France's top-tier director Jean Renoir, hailed as the greatest masterpiece since the beginning of cinematic art.
Selected as France's representative work at the Venice International Film Festival held in 1937, it received the highest award for artistic excellence.
The original story is a collaborative original by Jean Renoir and Charles Spaak, but Renoir collected the experiences of former soldiers who participated in the Great War and became prisoners of war to write this work. The location was chosen in the Alsace region, and he reportedly tried his best to represent the atmosphere of that time.

It was during the height of the World War—1916. One day, at the <157> French bombing squadron on the front line, the soldiers were having boisterous fun during their short leisure time. Their fate was uncertain—not knowing what might happen tonight or tomorrow—so when they played, they played hard and laughed hard.
— "Josephine! You really don't seem like a single woman."
— "Hey!"
Just then, Staff Officer Captain de Boëldieu arrived. At that moment, it was necessary to go out to the enemy camp for reconnaissance, so Flight Lieutenant Maréchal took de Boëldieu aboard his plane and departed for the reconnaissance mission.
De Boëldieu was of aristocratic origin, while Maréchal was an engineer, essentially a suddenly commissioned officer. Although Maréchal grew up in a completely different environment from de Boëldieu and received a different kind of schooling, once the war made them identical soldiers, they did not seek class differences or distinctions of noble or commoner.
They both shared the single mind of living and dying for their country. While fearlessly flying the small plane, the engine was hit by enemy bullets, and they had no choice but to make an emergency landing in enemy territory. They were captured by the German air squadron, but the squadron leader here, Major von Rauffenstein, a Count, treated them with knightly goodwill, not as prisoners, but rather as unfortunate heroes, even inviting them to his dinner table. However, it seems they couldn't stay like that forever. Soon, the two were sent to an enemy prisoner-of-war camp. Here, there were not only soldiers but also former actors and former school teachers, and although it was like a *** cave (***굴속), they could find warmth there. Sometimes they danced, and sometimes they were not idle in digging the ground and piercing the walls with the thought of escape. The excavated soil was stealthily discarded during walks. It was just like the Count of Monte Cristo in his prison (嚴窟).
One day, suddenly, an alarm bell rang within their camp. This sound announced that the Verdun fortress, Fort Douaumont (銷鑰 도워몬), had been recaptured by French soldiers. Maréchal clenched his fists, jumped up and down, then danced wildly, leaped onto a high platform, and shouted loudly.
— "The French army has taken Douaumont!" —
Everyone became tense. A moment later, <158> they all raised their voices together and sang a song. It was entirely from a blood-boiling heart for their homeland.

— Arise, children of the Fatherland! The day of glory has arrived. Against us, tyranny's bloody standard is raised (우리들의 피뿌린깃발은 들녀워젔다 - *literal translation: our blood-sprinkled flag is raised*).

A few days later, Maréchal was punished for shouting and singing and had to stay alone in a prison even more gloomy than the camp. The only comfort for Maréchal was the sound of a harmonica secretly brought in by a guard. In the camp, even after Maréchal was gone, they continued digging the hole for escape, but things didn't go as planned, and just as Maréchal returned to the camp, they had to move to another camp, leaving the hole they had dug. They stood in line in a wide square. There stood British prisoners who shared the same fate.
It seemed they were to enter the camp the British were leaving, exchanging places with them.
Maréchal approached one of the British officers and spoke in a low voice.
"Look here. We've dug a tunnel there, just so you know."
However, the British officers, who *knew* (으는 - *likely typo for 아는*) French, didn't understand what was going on and remained silent, but perhaps realizing it was a gesture of goodwill, they patted Maréchal's shoulder, smiled, and seemed very pleased, but then a guard came and they had to part like that.

They would run away, get caught, and once caught, plan to run away again. They continued this several times, but all attempts failed, and eventually, Maréchal and Boëldieu were confined together in a tower within an old castle. One surprising thing here was that the commander of this military prison was the same Major von Rauffenstein from before. The Major had been wounded afterwards, could not go to war, and inevitably ended up working here. Here, they could no longer enjoy ope*** (*illegible*) or dig the ground... *(following 3 lines illegible)*... Above, a pack of fierce dogs guarded them.

The two gained another companion. <159> He was *** *** (*illegible*), and his father *was a major Jewish banker* (*likely meaning of* *태大은** 있읍니다 - *partially illegible*). Various care packages arrived daily from his wealthy home.
They shared these things fairly and got along well.
However, they hadn't completely forgotten their escape plan.

Now, lukewarm methods would absolutely not work. Boëldieu finally decided to sacrifice himself to let his comrades escape. As Maréchal and Boëldieu spent more time together, their minds increasingly clashed, and they didn't get along so well, but Maréchal didn't want to escape leaving only his comrade Boëldieu behind. Boëldieu spoke again.
"I'm not helping you escape for your sake, but for France."

One night, the long-awaited escape preparations were complete. As planned beforehand, they made noise from each cell, banging on walls, shouting, doing all sorts of things to cause a disturbance. The guards were preoccupied with stopping this. Seizing this opportunity, Boëldieu ran up to the rooftop and whistled loudly. Following that, a commotion like a shamanistic ritual (굿) erupted even more fiercely. No matter how much they were told to stop or threatened, they wouldn't listen. The Major, who had shown them special favor, now had no choice but to draw his pistol and aim. Bang! The fired bullet struck Boëldieu squarely in the abdomen. Unable to bear the pain, he collapsed on the spot. The Major rushed over in alarm.
"I was aiming for your leg, but it turned out like this. Please know it was due to my clumsy skill."
"No, I was wrong. But I had to fulfill my duty."
This Great War was, so to speak, an elegy for the aristocracy, where nobles and commoners all became equal.
The prospect of a new century unfolded widely before their eyes, and the worn-out foundation was about to crumble right then. For those two men of noble birth, enemy and enemy, this became endlessly desolate. Finally, Boëldieu fell asleep forever. With trembling hands, the Major plucked a beautiful flower from a carefully tended pot and placed it on the unmoving body that would never awaken.
Taking advantage of this chaotic situation, Maréchal and <160> Rosenthal escaped down a thick rope they had prepared beforehand, fought off the rushing dogs, finally ran away, and reached a nameless wide field.
It was winter. White snow lay piled high here and there in the shaded places.

Wandering the fields for several days, battling hunger and cold. But nothing appeared to save them. Facing death like this, although they used to joke, laugh, and chat before, the mood of the two men grew increasingly gloomy with each passing day.
"I can't go with the likes of you anymore. I'm going ahead."
"Who told you not to go first? I'm sick and tired of even looking at your ** (*illegible*)."
"If we're lucky, let's meet again."
"I'd rather die than meet the likes of you again."
The two split off in opposite directions, taking one step, then two, but what should they do next? Somehow, turning back, holding hands, and walking together seemed better, so the two took hands again and walked on.

Far away, something twinkled like the morning star. It seemed to be a lamp. For those suffering from hunger and cold, how joyful must that light have been, whatever it was? The two summoned their last remaining strength and went towards the twinkling light. When they arrived, it was a tiny farmhouse. In that house lived a young widow, whose husband had died in the war and whose brothers were all away at war, living alone with her young daughter. Seeing them, the woman initially looked quite startled, but she didn't report them to the police; instead, she nursed and treated them sincerely and hid them well. People who live with the soil possess much human feeling even amidst war. Although humble, that house had a fire in the hearth, warm soup, and quiet peace.
During this time, a joyful Christmas came to this poor house. A Christmas tree decorated with candles, bells, pinecones, and cotton, and the face of the child happy to receive presents—here alone, the bitterness of war hid its shadow. Under the dim lamplight, Maréchal and the woman, facing each other, came to feel love for one another without realizing it. However, the soldiers <161>
(Continued on page 161)
could not stay here forever.
"If the war ends and we survive to meet again, I will definitely come back here. Then let's go to France together."
Saddened by this farewell, which might be their last, the woman kept crying. Consoling her, Maréchal shed tears, lifted the child, kissed her, and said,
"Stay well. Okay?"
The woman, forcing back the tears that welled up like a spring, watched their retreating figures for a long time, then waved her hand and cried out emotionally,
"Please come back safely!"
Hiding in dark forests during the bright day and walking at night, the two hurried their steps towards the Swiss border, which the beloved country woman had shown them. The shadows of the two men gradually shrink on the field covered in white snow.
"Fugitives!" A German border guard raised his rifle, but suddenly one of them stopped him.
"Hold fire! They're in Swiss territory."
Ah! — How long will this war continue? Will the two men truly be able to step on the soil of their beloved homeland? <167>
<157-161, 167>

**Summary**

This 1938 article from the magazine *Samch'ŏlli* provides a detailed plot summary of Jean Renoir's 1937 anti-war film, *La Grande Illusion*. It recounts the capture of two French officers, Maréchal (working class) and de Boëldieu (aristocrat), their experiences in various German POW camps alongside other prisoners like Rosenthal (Jewish), their repeated escape attempts, the class dynamics highlighted by their interactions with the German commandant von Rauffenstein (also an aristocrat), Boëldieu's sacrifice enabling Maréchal and Rosenthal's escape, their arduous journey, the temporary refuge found with a German war widow, and their eventual crossing into Switzerland. The article emphasizes the film's critical acclaim, its anti-war message, and the theme of dissolving class boundaries amidst conflict. For historians, this article is interesting as it shows the reception and detailed discussion of a major European art film in colonial Korea during a period of increasing militarism and Japanese control. The focus on themes of camaraderie across class lines, escape, and the human cost of war, even within a European context, might reflect subtle commentary or simply a channel for cosmopolitan cultural consumption available to Korean intellectuals at the time.

**Named Entities**

쟝·르노와-르	장 르누아르	Jean Renoir
어떤 날 돌연히 그들 수용소안에도 경종 소리가 울여왔읍니다. 이 소리는 배르단 요새의 銷鑰 도워몬이 佛國軍士에게 빼았기웠다는 것을 알니는 것이였읍니다. 마레샤르는 두 주먹을 부르쥐고 뛰임뛰기를 하다가 춤을 너펄너펄 추며 높은 단에 뛰여 올나가 큰소리로 소리를 질넜읍니다.
―「불군이 드워몬을 빼아섰다.」―
모다들 긴장했읍니다. 잠간 뒤에＜158＞ 그들은 똑같이 소리를 높이 같이하여 노래를 불넜읍니다. 그것은 전연 조국을 위하는 피글는 마음에서였읍니다.

―이러나자. 조국의 아들들아! 광영의 날은 왔다. 흉폭한 적을 대항하고 우리들의 피뿌린깃발은 들녀워젔다.

그런뒤 멫일을 지나서 마레샤르는 소리를 지르고 노래를 불은 까닭에 징벌을 받게 되여 수용소 보다 더 침울한 옥에서 혼자 지내게 되엇읍니다. 마레샤르를 위로해주는 것은 감시인이 몰내 들여주는 하모니카의 소리뿐이었읍니다. 수용소에는 마레샤르가 없는 뒤에도 여전히 탈출하기 위해서 구녁을 파고 있었을 뿐이나 세상일은 마음대로 되지 않어서 마레샤르가 수용소에 도라오곳자 그들은 구녕을 파놓은 채 다른 수용소로 이동하게 되였읍니다. 그들은 넓은 광장에 열을 지어 섯읍니다. 거기는 역시 그들과 같은 운명에 있는 영국 포로들이 서
있었읍니다. 그들과 교대하여 그들이 나온 수용소에 드러갈 모양입니다.
마레샤르는 그 중 한 프료병사 앞에 갓가히 가서 나즈막한 소리로 말하였습니다.
「이거 보세요. 거기 땅굴을 파 놓았으니 그리 아시오.」
그러나 불란서어을 *으는 영국士官들은 웬 영문인지 몰으고 잠잣코 있었으나 호의를 가진 *이다는 것은 깨다랐음인지 마레샤르의 어게를 툭툭치고 웃고 몹시 반가워하는데 그만 감시인이 와서 이같이 가버리는 것이었습니다.

다라나다가는 붓잡히고 붓잡히고는 또 다라날 게획을 하고 이렇게 그들은 여러번을 게속하다가 다- 실패를 하고 나종에는 마레샤르와 뽀아르듀의 두 사람은 낡은 성 안에 있는 탑속에 아주 갓치여 버렸읍니다. 여기서 한가지 놀나운 것은 이 軍事감옥의 사령관은 전일의 세르쯔엔, 베르그소좌 그 사람이였든 것입니다. 소좌는 그후 부상을 입어 전쟁에는 못나가고 할 수 없어 여기에서 일을 보게듸였든 것입니다. 여기서는 벌서 오페*** 즐기며 놀 수도 없고 땅은 파서 *(이하 3줄 판독 불능) 위에는 사나운 개의 무리가 그들을 직히고 있는 것이었습니다.

두 사람에게는 한 동무가 또 더생겼읍니다.＜159＞ 그는 *** ***로서 그의 부친은 *태大은 ** 있읍니다. 부유한 그의 집에서는 날마다 새록새록 여러가지 위문품이 왔읍니다.
그들은 이것을 의조케 논아가지고 사이좋게 지냈읍니다.
그렇다고 그들이 탈주 게획을 아주 이저 버린 것은 아니었읍니다.

인제는 미직지근한 수단으로는 도저히 될 수가 없다. 뽀아르듀는 결국 자기의 몸을 희생하여서 동무를 탈주식힐여구 결심하였읍니다. 마레샤르와 뽀아르듀는 점점 지내갈수록 서로 마음이 맛지 않고 그렇게 의가 좋지 못하였지만 마레샤르는 동무 뽀아르듀만 남기고 탈주 식히고 싶지는 않었읍니다. 뽀아르듀는 다시 말했읍니다.
「너의들 때문에 탈주식히는 것이 아니라 불란서를 위해서이다.」

어떤 밤 기다리고 기다리던 탈주 준비는 다- 되였읍니다. 미리 게획하였든대로 각 감방에서 벽을 두드리는 등 소리를 질으는 등 별별 짓을 다해 가면서 떠들었읍니다. 감시병은 이것을 말니느라고 골몰하였읍니다. 이틈을 타서 뽀아르듀는 옥상으로 뛰여 올나가서 휘파람을 휘- 불었읍니다. 거기 따라서 굿하는 것 같은 소동은 더- 버러젔읍니다. 암만 말여도 위협하여도 듯지를 안습니다. 그들에게 특별한 호의를 뵈여주든 소좌도 인제는 더할 수 없이 총을 꺼내서 겨누었읍니다. 탕 ! 하는 소리와 함께 쏘아진 총알은 뽀아르듀의 복부에 바로 맞었읍니다. 앞음을 이기지 못한 그는 그만 그 자리에 쓰러젔읍니다. 소좌는 황겁히 달려갔읍니다.
「나는 너의 다리를 거눈 것이 이렇게 되였다. 잘 노흘 줄을 모르는 내 솜씨로 알어다구.」
「아니 제가 잘못했읍니다. 그러나 저는 저의 의무를 다하지 않으면 안되였읍니다.」
이 大戰은 귀족도 평민도 다- 동등으로 되는 말하자면 귀족의 엘레-지였읍니다.
새로운 세기의 전망은 눈앞에 널니 전개되고 낡어빠진 지반은 지금 금방 묺어질려구 합니다. 고귀한 귀족 출신인 적과 적의 그 두사람은 이것이 한없이 쓸쓸하게 되였든 것입니다. 마침내 뽀아르듀는 영원히 잠들어 버리고 마렀읍니다. 소좌는 떨니는 손으로 곱게 각꾸었든 화분의 아름다운 꽃 한송이를 꺽거 영원히 깨지 못할 움지기지 안는 몸 우에다 언저 주었읍니다.
이 혼잡한 판에 틈을 타서 마레샤르와＜160＞ 로젠다-르의 두 사람은 미리부터 준비하여 두었든 굵은 바줄을 타고 땅우에 내려와 몰여드는 개와 싸호며 다타나서 마침내 일홈몰를 넓은 광야에 다달으게 되였읍니다.
때는 겨을이였읍니다. 힌눈이 이곳 저곳 그늘진 데 가득 가득 쌓여 있었읍니다.

주림과 추위와 싸호면서 광야를 헤매이기를 몇몇칠. 그러나 그들을 구원하여 줄 아모것도 나타나지 않었읍니다. 이렇게 죽엄을 목전에 둔 그들은 전에는 서로 롱담을 하고 웃고 떠들던 사이였지만 두 사람의 기분은 날이 갈사록 점점 더- 우울하여질 뿐이었읍니다.
「난 인제 네까짓 것과는 못가겠다. 먼저 간다」
「누가 먼저 가지 말내? 나두 인제 네 **만 봐두 진저리가 난다.」
「운이 좋으면 또 맛나세.」
「네까지 것과 또 만나는 새 죽는게 차라리 낫지.」
두 사람은 이쪽과 저쪽으로 갈너저서 한거름 두거름 발을 떼 놓아 보았지만 앞으로 어떻게해야 좋을지? 아무래도 도라서서 서로 손을 마주 잡고 갓치 것는 것이 낳은 걷 같애서 두 사람은 손을 다시 잡고 또 걸었읍니다.

저 멀니 샛별과 갓치 반짝이는 것이 보입니다. 등불인듯 십었읍니다. 주림과 추위에 시달닌 그들에게는 그것이 무슨 빛이든 간에 얼마나 깃벗겠읍니까? 두 사람은 최후로 있는 기운을 다-내서 반짝이는 빛을 찿어 갔읍니다. 가보니 그것은 한 조고만한 농가였읍니다. 그 집에는 남편은 전쟁에 죽고 형제는 다- 전쟁에 나가고 없는 무의무탁한 젊은 과부가 어린 게집애를 데리고 살고 있었든 것이였읍니다. 그들을 본 그 부인은 처음에는 퍽 놀래든 기색이였읍니다만은 경찰에 고발하지도 않고 정성스럽게 간호하고 대접하야 잘 감추어 주었읍니다. 흙과 더부러 사는 사람은 전쟁 가운데서도 인간적 감정을 만히 가지고 있읍니다. 그 집에는 변변치는 못하나마 화로에 불이 있고 따뜻한 국이 있고 고요한 평화가 있었읍니다.
이러는 동안에 이 가난한 집에도 즐거운 크리쓰마쓰가 찾어 왔읍니다. 초불과 종과 솔방을과 솜으로 꾸민 크리쓰마쓰 츄리-와 선물을 밧고 깃붜하는 어린애의 얼골 여기만은 전쟁의 쓰라림도 그림자를 감추웠읍니다. 희미한 등잔불 아래 서로 얼골을 마주 대한 마레샤르와 그 부인은 어느 사이에 서로 사랑을 느끼게 되였읍니다. 그러나 병정들은＜161＞
(第161頁에서 게속)
언제까지든지 이곳에 머무를 수는 없었읍니다.
「전쟁이 끗나고 만약 무사히 사러 만나면 꼭 이곳으로 오겠읍니다. 그래서 갓치 불란서로 갑시다.」
최후가 될는지도 몰으는 이 이별을 설어서 부인은 작구만 울었읍니다. 그것을 위로하는 마레샤르는 눈물을 지으며 어린애를 번쩍 들어 입을 맛추며
「잘 있거라. 응.」
부인은 작구만 샘솟듯 나오는 눈물을 억지로 참으며 언제까지나 그 뒷모양을 바라보고 서 있다가
「꼭 무사히 도라오세요.」하고 손을 흔들며 느껴 을었읍니다.
밝은 낮에는 컴컴한 숲풀 속에 숨기고 밤에는 걸어서 그 사랑하든 시골 부인이 가르켜 준 瑞西국경을 항하야 두 사람은 거름을 빨니 하였읍니다. 힌눈이 싸힌 벌판에 두 사람의 그림자가 점점 적게 보힘니다.
「도망자다!」 독일국경 수비병은 총을 들었으나 갑작이 그 중의 한 사람이 이것을 중지시켰읍니다.
「중지! 瑞西국 영내다.」
아! ― 이 전쟁이 언채까지나 게속할 것인가? 두 사람은 과연 그리운 고향의 흙을 밟을 수 있을까 ?＜167＞
＜157-161, 167＞
