잡지명	삼천리 제4권 제3호
발행일	1932년 03월 01일
기사제목	莫斯科의 回想 (Recollections of Moscow)
필자	金世鎔
기사형태	기행문 (Travelogue)

莫斯科의 回想
						金世鎔

Minus 25 degrees Celsius. The vast snowfield of the North Country, where snow roars in the blizzard, continues endlessly. Skeletal forests of white birch appear as thin lines on the horizon, only to disappear again. The train we are riding is the "Maxim Gorky." This is the train that Maxim Gorky did not abandon, the one loved by the lumpenproletariat, the social dregs he cared for—but that's an old story. Now, it's a train carrying the freshest and most vibrant red cells of this country. Gazing out through the double-paned, frosted windows at the dark, gloomy, monotonous, oppressive, frozen winter twilight, someone starts a song, and our train car is enveloped in warmth and cheers. When a soldier's clumsy boot from the upper bunk kicks the belly of a Tatar friend lying on the lower bunk, peculiar sounds erupt, and mischief begins. A commotion arises when someone claims a Turkish friend stole their chocolate. An impromptu prosecutor files charges, and a judgment is delivered by a bald OO judge: three solo songs and tea service.

The train runs at 30 ri per hour through the dark night of the frozen snowfield. Someone says the train is currently running over tens of thousands of skulls. This friend is always gloomy and heavy, always speaking only the conclusion of stories rich in implied meaning, and when pressed for an explanation, opens his mouth with a tone of "Do you want to know?" His nickname is "Arctic Reviver."

Listening to the explanation: "This area used to be a basin, low-lying land with continuous great marshes. During the era of Tsar Ivan the Great... I don't remember exactly now... when they tried to lay a railway from Moscow, they employed hundreds of thousands of laborers. But due to starvation, hard labor, and disease, tens of thousands of workers perished. Countless people lay fallen by the time the railway reached where we are going.<58> Therefore, the number of railway sleepers is the same as the number of dead men's skulls—Gentlemen, do you know the laborers of the Tsarist era? (Excerpt-original text) After the storm of XX passed, these skull-sleepers ceased their ghostly cries even in the dead of night and sing XXX welcoming the new world"... Having finished speaking, the Reviver suggests, "For our comrades of the skulls, let us also sing XXX!"
The train car, from a solemn dirge, vibrated with the grand XXX.

From the time the salty scent of the Baltic Sea breeze, carried in from the Gulf of Finland, seemed to reach us, we bustled with preparations to disembark. There was chaos finding belongings, the sound of female comrades struggling to untie someone's mischievous knot binding luggage to a seat leg, the shouts of the group leader. We arrived 14 or 15 hours after leaving Moscow.
At the Fortress of Wandering—Leningrad.
The capital of the old era—the head of the oppressive and arrogant Tsarist regime, the face of Russia. Peel off the skin, and it's the face of the Tatars... This place, the great suction cup of European culture, the secret chamber of conspiracies, and the heart of the revolution.
From the statue of Alexander the Great (or perhaps Ivan the Great, I'm unsure), the historic main street, Nevskiy, stretched faintly white and frozen in the night snow towards the Winter Palace. Once, the dust of this street was washed with fresh blood, and when the blood-soaked white snow melted, the morning sun of the new century must have brightly illuminated this street. Nevskiy, the entrance to the destiny of the progressing new era, will be remembered by workers worldwide for Lenin's famous XXX aphorism in "What Is To Be Done?" (츠도·제-라찌).
Our dark procession walked onto the breast of the sleeping Nevskiy. Although amazed by the towering, uniformly aligned buildings on both sides of the wide, wide street (twice the width of Kwanghwamun Street), the XXX and endlessly XX folk songs pouring out from restaurants here and there deeply moved us.
Tomorrow, on a bright day, surrounded by a dark crowd, I shall close my eyes in meditation and walk this great Nevskiy.
Passing by the Winter Palace (집느이·드보레츠 - Zimniy Dvorets?), rising like a floating castle even in the dark night sky, I pictured the scene from the night of November 6th, read once in John Reed's "Ten Days That Shook the World." Crossing the bridge near the Winter Palace, I thought of the cruiser Aurora, which, from this Neva River, with cannon fire, drove out the final masters of the old era who had long sat in the gold-splendid ministerial chambers of the palace, announcing the advent of the new era.
Amidst memories, illusions, and emotions, the minus 30-degree cold felt refreshingly pleasant. Having remained silent for quite a while, perhaps bored, Mr. O—Lion Nose—walking beside me, poked my side as if to check if even my mouth had frozen shut.
"Ah, are you walking with me?" Only then did the chatter of the entire accompanying group enter my ears.
After getting off at the station, I don't know how far we walked, but past 11 o'clock, we stopped our march beside a large building. Dimly visible in the electric light were the gold letters "Oriental University."
Accommodation was assigned for our group of about 30, and I luckily ended up sharing a corner room on the third floor with the cheerful "Lion Nose." Seeing how beautifully decorated and clean the room was, it seemed not a place for rough men, but a dormitory room for female students. Lion Nose's "Bravo!"—already energetic—was quite a sight.
Warming our frozen insides with hot tea, we threw ourselves onto the soft beds. Listening to Lion Nose, who boasted from the start that we were the luckiest, I drifted into my first dream of Leningrad.

After touring the Winter Palace, seeing the political prison St. Paul (센트·파울 - Peter and Paul Fortress?), where Kropotkin escaped and thousands of fighters, including Trotsky, were imprisoned, <59> we returned to our lodging. Shortly after warming ourselves, three female students arrived.
"Comrades, do you know Japanese?" I was surprised by their words. I learned that these three lovely female students were students of the Japanese language department at this university, studying Japan with deep interest. With my clumsy, halting Russian—making me effectively mute without Lion Nose—how glad I was! Words I wanted to say poured out incoherently. Their conversation skills weren't fluent, but they understood quite well, and their pronunciation was very good. I told them what I knew about the current situation in Japan and particularly about various aspects of the Korean situation (朝鮮사정), which they rarely had a chance to hear about. They were exceedingly pleased and said they would introduce me to the Japanese language teacher at the school, so we went together to a room on the 4th floor. I have forgotten his name, but this teacher's knowledge of Japan was astonishingly proficient, and his Japanese was almost scholar-level fluent. He welcomed our visit warmly, and when the female students said they would take me away, he pleaded like a child for me to stay and talk a little longer.
According to the female students, a welcome party for our group was to be held in the auditorium that evening, and they had been preparing for it with a general mobilization of female students for the past 2-3 days.
The welcome party began at 6 o'clock. Around a long table laden generously with Russian delicacies, including foot-long sausages (膓詰침), pickles piled high, and the famous black bread (초로너이 드레부 - chyorny khleb?), hosts and guests sat facing each other. On the walls, XXX slogans in various languages were decorated with flowers, and large portraits of Lenin and other leaders of the country hung at the front. After mutual greetings amidst cheers, the entertainment began.
Outside, a blizzard raged fiercely.
Inside, there was the fiery chorus of Demyan Bedny's (떼미안·베온너이) XX poetry, the Cossack dance that always makes the whole body stir, the valiant Caucasian sword dance, solo songs, balalaika ensembles... We drank, ate, and reveled heartily, forgetting the deepening night. The female student Anisa (아니-사), sitting beside me, her face charmingly flushed from the beer (비-투?), made a special request for a Korean song. Who knew a Korean song? While some seemed confident they could deliver a line or two of a "speech" (연설말슴), whether good or bad, the request for a song seemed to make them quite nervous. At times like these, the bold Lion Nose was the right man. Pushed forward, he strode onto the stage, nostrils flaring, and belted out the song "Iron Arms" (무쇠팔둑). Regardless of melody or technique, his voice was loud and strong, and his demeanor lively, earning him great applause. I pleased Anisa with dishwater-weak singing (泗자水 - referring to poor quality).
As empty beer bottles cluttered the table, led by Anisa, we sang a familiar song together and dispersed around 12 o'clock.
The three female students took Lion Nose and me to their dormitory room. Listening to the zzz-zzz song of the samovar (사모왈), we engaged in interesting conversation until late into the night.
These young Russian women spoke earnestly about their lives and hopes, boasting about world affairs and their roles. We listened with genuine interest to the bizarre story of a love triangle incident involving a spy, a language school instructor of a certain country, and a female student from this university.
The beautiful and cheerful Anisa and I developed a special friendship during the two weeks I stayed in Leningrad.
Furthermore, Anisa advocated for transitional free love as a XX-ist. Whether the theory was right or wrong, she affirmed that the reality couldn't be helped, and Anisa, who practiced this, was certainly in error. Yet, in affirming this error while being unable to overcome it, one could see an aspect of the tendency in sexual life among the class to which this woman belonged. In gatherings of men and women, the topic naturally focused on sexual matters. They were Kolontayists (코론타이스트) (at that time, this 'ism' was prevalent and served as the logical standard for male-female relations) and did not pit physiological desires in love against social activities.
How many times was the samovar refilled? How many topics did our conversation drift through? As the white snow piled up, the blizzard night deepened <60> further.
Lion Nose began to doze off, and the other two female students also went to lie down on their beds, but Anisa and I put more water on for tea.
Anisa... "I am endlessly glad that your red blood and spirit, born in a distant, troubled place in the East, are thus strongly tied to our lives." (Excerpt-original text)
This woman, possessing boundless passion, sat on my lap and sang Demyan Bedny's (떼미안·베돈느이) "Red Storm." Accompanied by the samovar and Lion Nose's snoring.
We both raised the curtain, melted a circle on the frosty window with our breath, embraced shoulder-to-shoulder, and looked down at the faintly visible snowy dawn street.
Covering the exhausted Lion Nose, slumped over in his overcoat, we went to another room.<61>

**Summary**

This 1932 travelogue by Kim Se-yong recounts his journey from Moscow to Leningrad (St. Petersburg) in the Soviet Union. He describes the harsh winter landscape, the lively atmosphere among diverse passengers on the "Maxim Gorky" train, and reflections on Russia's revolutionary history evoked by Leningrad's landmarks like Nevskiy Prospekt and the Winter Palace. A significant portion details his stay at the "Oriental University" (likely KUTV), focusing on interactions with Russian female students, a welcome party, and late-night discussions covering cultural differences, Soviet life, politics, and controversial topics like free love, specifically with a student named Anisa.

For historians of Korean colonial history, this article is valuable because it documents a rare visit by a Korean intellectual to the USSR during Japanese rule, suggesting alternative political orientations and international connections sought by Koreans. The author's generally positive portrayal of the Soviet environment and youth, contrasted with mentions of Tsarist oppression, is noteworthy. His discussions about the "Korean situation" (朝鮮사정) with Soviet students interested in Korea offer insight into nascent international solidarity or interest. The censored 'XXX' likely indicates discussion of socialist or communist ideas, highlighting the political sensitivities of publishing such content in colonial Korea.

**Named Entities**

莫斯科	모스크바	Mosŭk'ŭba (Moscow)
대신실	대신실	Minister's office/chamber
안젓든	앉았던	Who used to sit (older spelling)
최종	최종	Final, last
주인	주인	Master, owner
쪼처내고	쫓아내고	Driving out, expelling (older spelling)
도래	도래	Advent, arrival
알니는	알리는	Announcing (older spelling)
치위	추위	Cold(ness) (older spelling)
알맛게	알맞게	Suitably, appropriately (older spelling)
상쾌한 듯	상쾌한 듯	Seeming refreshing
반각	반각	Half an hour (刻 originally 15 mins, so 반각 is ~7.5 mins, but often used loosely for 'short while')
심심하엿든지	심심하였든지	Perhaps being bored (older spelling)
엽해서	옆에서	From the side (older spelling)
거러오는	걸어오는	Walking towards (older spelling)
사자코	사자코	Lion nose (nickname)
입까지	입까지	Even the mouth
어럿나하고	얼었나 하고	Wondering if it had frozen (older spelling)
엽구리	옆구리	Side (of the body)
지른다	지른다	Pokes, jabs
왁작하는	왁작하는	Chattering, noisy
동행일대	동행일대	Accompanying group, entourage
정차장	정차장	Station, stop (older form of 정거장)
나려서	내려서	Getting off (older spelling)
크다란	커다란	Large, big (older spelling)
건물엽헤	건물 옆에	Beside the building (older spelling)
히미하게	희미하게	Dimly, faintly (older spelling)
금색각자	금색각자	Gold engraved letters
보인다	보인다	Is visible
숙소	숙소	Lodging, accommodation
배정되엿는데	배정되었는데	Was assigned (older spelling)
재수조흔	재수 좋은	Lucky (older spelling)
갓방	갓방	Corner room (side room)
동거하게 되엿다	동거하게 되었다	Came to live together (older spelling)
방치장	방치장	Room decoration/furnishings
아름답고	아름답고	Beautiful
깨끗한지라	깨끗한지라	As it was clean
투둑진	투덕진	Rough, uncouth (?) - Possibly related to 투덕거리다 (grumble, bicker) or 투박하다 (rough). Context suggests roughness.
사나히	사나이	Man (older spelling)
잇는 곳	있는 곳	Place where there are (older spelling)
여학생	여학생	Female student
숙실	숙실	Dormitory room
아니라도	아니라도	Even if not / Already
원기조흔	원기 좋은	Energetic, vigorous (older spelling)
가관이엿다	가관이었다	Was quite a sight/spectacle (older spelling)
얼엇든	얼었던	Frozen (older spelling)
창자	창자	Intestines, insides
녹이고	녹이고	Melting, warming
푹신한	푹신한	Soft, cushiony
침대	침대	Bed
행운아	행운아	Lucky person
입심조케	입심 좋게	Talkatively, glibly (older spelling)
떠더러 재기는	떠들어 재끼는	Chattering away, boasting (older spelling/form)
매젓다	맺었다	Formed, tied (here: fell into a dream) (older spelling)
탈옥하고	탈옥하고	Escaping from prison
비롯하야	비롯하여	Including, starting with (older spelling)
기천	기천	Thousands
전사	전사	Fighter, warrior
유폐되엿든	유폐되었던	Who had been confined (older spelling)
숙사	숙사	Lodging, dormitory
도라와서	돌아와서	Having returned (older spelling)
왓다	왔다	Came (older spelling)
동무	동무	Comrade, friend
깁흔	깊은	Deep (older spelling)
흥미	흥미	Interest
연구한다고 한다	연구한다고 한다	Says she is researching
되지 안는	되지 않는	Not proficient, clumsy (older spelling of 않는)
서툴은	서툰	Clumsy, unskilled (older spelling of 서툰)
업스면	없으면	If there isn't/weren't (older spelling)
맛찬가지인	마찬가지인	Being the same as (older spelling)
반가웟는지	반가웠는지	How glad I was (older spelling)
하고시픈	하고 싶은	Wanting to do/say (older spelling)
전후업시	전후 없이	Without order, incoherently (older spelling)
쏘다저 나온다	쏟아져 나온다	Pours out (older spelling)
회화	회화	Conversation
능하지 못하나	능하지 못하나	Though not skilled
듯기는	듣기는	Listening comprehension (older spelling)
상당히	상당히	Considerably, quite well
발음	발음	Pronunciation
조앗다	좋았다	Was good (older spelling)
아는대로	아는 대로	As far as I know
현실	현실	Reality, current situation
좀체	좀체	Rarely, hardly ever
듯기 어려운	듣기 어려운	Difficult to hear (older spelling)
조선사정	조선사정	Korean situation/affairs
여러 가지 방면	여러 가지 방면	Various aspects/fields
이야기하엿든니	이야기하였더니	When I talked about (older spelling)
여간 깁뻐하지	여간 기뻐하지	Exceedingly pleased (not just ordinarily pleased) (older spelling)
안으면서	않으면서	While not (here implies intensity: 'not just ordinarily pleased' -> 'very pleased')
소개하엿다고 하야	소개하였다고 하여	Saying she would introduce (older spelling)
갓치	같이	Together (older spelling)
갓다	갔다	Went (older spelling)
일홈	이름	Name (older spelling)
이젓스나	잊었으나	Although I have forgotten (older spelling)
지식를	지식을	Knowledge (objective particle error/typo in original?)
놀날만치	놀랄 만치	Astonishingly, to the point of surprise (older spelling)
능통하고	능통하고	Proficient, fluent
거이	거의	Almost (older spelling)
갓가웁게	가깝게	Closely (older spelling)
능하야	능하여	Being proficient (older spelling)
방문	방문	Visit
마음으로	마음으로	Sincerely, from the heart
환영하면서	환영하면서	While welcoming
끄을고	끌고	Dragging, leading (older spelling)
가겟다고 할 때는	가겠다고 할 때는	When she said she would take (me) away (older spelling)
어린 아해	어린 아해	Young child (아해 is archaic form of 아이)
갓치	같이	Like (older spelling)
간원한다	간원한다	Pleads, implores (懇願)
금야	금야	Tonight (今夜)
환영회	환영회	Welcome party
강당	강당	Auditorium
열인다고	열린다고	That it would be held (older spelling)
총동원	총동원	General mobilization
준비하여 왓다고 한다	준비하여 왔다고 한다	Says she has been preparing (older spelling)
열니엇다	열렸다	Was held/opened (older spelling)
팔둑만한	팔뚝만 한	As thick as an arm
장힐침	장힐침	Sausage (膓詰침 - likely a specific type or transliteration)
너머 가는	넘어가는	Exceeding, going over (older spelling)
오이지	오이지	Pickled cucumber
두둑하게	두둑하게	Plentifully, in a thick pile
싸아 노흔	쌓아 놓은	Piled up (older spelling)
명물	명물	Famous product, specialty
초로너이 드레부	초르니 흘레프	Chyorny khleb (Russian black bread) - Transliteration.
독장한	독특한	Unique, peculiar (獨將한 - likely typo for 獨創的 or 獨特한)
진미	진미	Delicacy, exquisite taste
거득거득이	가득가득히	Full to the brim, packed (older spelling)
노힌	놓인	Placed, laid out (older spelling)
주객	주객	Host and guest
늘어 안젓섯다	늘어앉았었다	Had sat in a row (older spelling)
벽	벽	Wall
각국어	각국어	Various languages
표어	표어	Slogan
꼿으로	꽃으로	With flowers (older spelling)
장식하고	장식하고	Decorating
정면	정면	Front
위시하야	위시하여	Including, starting with (older spelling)
지도자	지도자	Leader
대초상	대초상	Large portrait
걸어노엇는데	걸어놓았는데	Were hung (older spelling)
환호	환호	Cheers, acclamation
싸여	싸여	Surrounded by
예사	예사	Greetings, exchange of courtesies
잇슨 뒤	있은 뒤	After there was (older spelling)
여흥	여흥	Entertainment (after a banquet)
드러갓다	들어갔다	Entered into (older spelling)
밧게는	밖에는	Outside (older spelling)
취설	취설	Driving snow, blizzard
날뛴다	날뛴다	Rages, rampages (older spelling)
화화	화화	Fiery, passionate (火華 - fiery flower)
합창	합창	Chorus, singing together
언제 보아도	언제 보아도	Whenever one sees it
온 몸	온 몸	Whole body
들석거리는	들썩거리는	Stirring, bouncing (older spelling)
사바구춤	사바구춤	Cossack dance (?) - Likely a specific dance name or transliteration.
용장한	용장한	Valiant, brave
고가소	고가소	Caucasus (高架索 - likely transliteration/reference)
검무	검무	Sword dance
독창	독창	Solo singing
발라라이카	발라라이카	Balalaika
합주	합주	Ensemble performance
깁는 줄 모르고	깊는 줄 모르고	Without realizing it was getting late (deepening) (older spelling)
통쾌하게	통쾌하게	Exhilaratingly, heartily
놀게 되엿다	놀게 되었다	Came to play/enjoy oneself (older spelling)
엽헤	옆에	Beside (older spelling)
안저	앉아	Sitting (older spelling)
비-투	비투	Beer (?) - Possibly a brand name or transliteration.
얼골	얼굴	Face (older spelling)
홍조된	홍조된	Flushed red
특청한다	특청한다	Makes a special request
되나 안되나	되나 안되나	Whether good or bad, possible or not
연설말슴	연설말씀	Speech
뽑을 자신	뽑을 자신	Confidence to deliver/sing (a line/song)
잇는 모양이나	있는 모양이나	Though it seems they have (older spelling)
바람에	바람에	Because of (the request)
적잔케	적잖게	Not a little, considerably (older spelling)
켕긴 모양이다	켕긴 모양이다	Seems nervous/embarrassed
배심조흔	배심 좋은	Bold, gutsy (older spelling)
적임이라	적임이라	Is the right person
들추어 추엇드니	들추어 세웠더니	Having pushed/propped him up (older spelling/form)
무보당당히	무보당당히	Striding confidently (?) - Possibly 闊步堂堂 (walking with big strides confidently) or similar.
단상	단상	Platform, stage
코날개	콧날개	Nostrils (alae nasi)
벌눔거리면서	벌름거리면서	Flaring (nostrils) (older spelling)
무쇠팔둑	무쇠팔뚝	Iron arms (song title?)
창가	창가	Song (esp. school or movement song)
고함친다	고함친다	Shouts, yells
곡조	곡조	Melody
기교	기교	Technique, skill
엇쩨든지	어쩌든지	Regardless of how it is (older spelling)
성량	성량	Volume (of voice)
만코	많고	Being much/loud (older spelling)
태도	태도	Attitude, demeanor
활발하야	활발하여	Being lively (older spelling)
대갈채	대갈채	Great applause
밧고	받고	Receiving (older spelling)
사자수	사자수	Dishwater-weak singing (?) - Literally 'Four Character Water', likely a self-deprecating term for poor singing.
깁뿌게 하엿다	기쁘게 하였다	Made (her) happy (older spelling)
공병	공병	Empty bottle
탁상	탁상	Tabletop
널치게 될 때	널찍하게 될 때	When they became spread out/cluttered (older spelling)
음두로	음두로	Led by (in singing)
헤여젓다	헤어졌다	Parted, dispersed (older spelling)
다리고	데리고	Taking (someone) along (older spelling)
침실	침실	Bedroom
사모왈	사모바르	Samovar (transliteration)
지-지-하는	지지하는	Sizzling, boiling sound (onomatopoeia)
경야가 되도록	경야가 되도록	Until late at night (更夜 - change of night watch, i.e. late)
담화	담화	Conversation, talk
진지한	진지한	Serious, earnest
태도	태도	Attitude
희망	희망	Hope
이야기하고	이야기하고	Talking about
정세	정세	Situation, state of affairs
자랑한다	자랑한다	Boasts, speaks proudly
밀정	밀정	Spy, secret agent
모국어	모국어	Mother tongue / A certain language (某國語) - context suggests 'a certain language'.
강사	강사	Instructor, lecturer
삼각연애	삼각연애	Love triangle
사건	사건	Incident, affair
기괴한	기괴한	Bizarre, strange
사실담	사실담	True story, factual account
실노	실로	Indeed, truly (older spelling)
쾌활한	쾌활한	Cheerful, lively
머물어 잇는	머물러 있는	Staying, residing (older spelling)
각별한	각별한	Special, particular
우정	우정	Friendship
이밧게도	이밖에도	Besides this (older spelling)
과도기	과도기	Transitional period
자유연애	자유연애	Free love
주장하엿다	주장하였다	Advocated, asserted (older spelling)
이론	이론	Theory
정부	정부	Right or wrong, correctness
엇젯든	어쨌든	Anyway, regardless (older spelling)
엇떠케	어떻게	How (older spelling)
긍정하여 버리고	긍정하여 버리고	Affirming it completely
실행하는	실행하는	Practicing, carrying out
확실히	확실히	Certainly, surely
오류	오류	Error, mistake
극복못하는	극복 못하는	Being unable to overcome
속하는	속하는	Belonging to
계급	계급	Class (social)
성생활	성생활	Sexual life
경향	경향	Tendency, inclination
일단	일단	One aspect, a part
모힌 자리라	모인 자리라	As it was a gathering (older spelling)
화제	화제	Topic of conversation
자연	자연	Naturally
집중하엿다	집중하였다	Was concentrated/focused (older spelling)
이즘	이즘	-ism (ideology)
풍미하야	풍미하여	Being prevalent, in vogue (older spelling)
남녀관계	남녀관계	Male-female relations
논리적	논리적	Logical
규준	규준	Standard, criterion
연애	연애	Love, romance
잇서	있어	In (older spelling/form of 있어서)
생리적 욕구	생리적 욕구	Physiological desire
사회적 활동	사회적 활동	Social activity
대립시켜지 안이하엿다	대립시키지 아니하였다	Did not place in opposition (older spelling/form)
몃번체	몇 번째	Which number time (how many times) (older spelling)
가라 너헛는지	갈아 넣었는지	Changed and put in (water for samovar) (older spelling)
변하엿는지	변하였는지	Changed (older spelling)
백설	백설	White snow
싸힘을 따라	쌓임을 따라	As it piled up (older spelling)
깁허 갓다	깊어 갔다	Deepened (older spelling)
조을기 시작하고	졸기 시작하고	Began to doze off (older spelling)
드러 갓스나	들어갔으나	Although they went in (to bed) (older spelling)
너엇다	넣었다	Put in (water) (older spelling)
태여난	태어난	Born (older spelling)
어지러운	어지러운	Troubled, chaotic
붉은 피	붉은 피	Red blood
정신	정신	Spirit, mind
이와가치	이와 같이	Like this (older spelling)
굿게	굳게	Firmly, strongly (older spelling)
유대지어짐을	유대지어짐을	Being tied/connected
반가히	반가이	Gladly (older spelling)
녁임니다	여깁니다	Consider, feel (deferential, older spelling)
한업는	한없는	Boundless, infinite (older spelling)
정열	정열	Passion
무릅우에	무릎 위에	On (my) lap (older spelling)
안저서	앉아서	Sitting (older spelling)
코구는	코 고는	Snoring
반주	반주	Accompaniment (musical)
커-텐	커튼	Curtain
올니고	올리고	Raising (older spelling)
부혀케 언	뿌옇게 언	Hazily frozen
입김	입김	Breath (visible in cold)
동그라케	동그랗게	In a circle (older spelling)
녹힌 후	녹인 후	After melting
억개	어깨	Shoulder (older spelling)
꺼안고	껴안고	Embracing, hugging (older spelling)
내려다 보앗다	내려다보았다	Looked down at (older spelling)
외투	외투	Overcoat
곤하게	곤하게	Exhaustedly
쓰러진	쓰러진	Slumped over, fallen
덥허 주고	덮어 주고	Covering (older spelling)


---------------------------


잡지명	삼천리 제4권 제3호
발행일	1932년 03월 01일
기사제목	莫斯科의 回想
필자	金世鎔
기사형태	기행문

莫斯科의 回想
						金世鎔
영하 25도 눈(雪)이 폭풍에 포효하는 北國의 廣漠한 大雪原이 한업시 계속된다. 빼만나문 白樺의 枯林이 지평선에 가느다란 一線이 되엿다가 사라지곤 한다. 우리가 탄 기차는「막심·골키-」이다. 막심골키-가 버리지 안코 사랑하든 社會的 洗澱物인 룬펜들이 만히타든 차-그러나 이것은 넷말이고 이제는 가장 生新하고 활력이 잇는 이 나라의 붉은 세포가 타는 차-어러부튼 2중창으로 어둡고 음울하고 단조한 압박적인 氷結된 겨울의 저물어가는 것을 바라보다가 누구이 音頭로 노래가 시작되면 우리의 차간은 양기와 환성으로 싸워진다. 우층걸상에서 투박스런 병정 구두발이 아래층 걸상에 드러누은 韃단 친구의 배를 거더차면 기이한 소래와 함께 작난이 시작된다. 누구가 가지고 온 초코레-트를 土耳其친구가 窃盜하엿다고 소동이 이러나서 임시 검사가 告訴하고 대머리 OO재판장으로부터 판결이 나리되 독창 3次茶水奉仕.
기차는 시속 30리로 氷結된 설원의 闇夜를 驅走한다. 누가 말하기를 기차는 방금 幾萬인의 해골 우으로 닷고 잇다 한다. 이 친구는 항상 침울하고 무거워서 무슨 말이든지 함축된 뜻이 풍부한 이야기의 결론만 말하고 其설명을 졸는 때에는 알구십프냐? 하는 調子로 입을 여는 자이다. 별명이『北極의 부흥이』.
설명을 듯는데『이 지역은 녯날 분지로서 지대가 낫고 大沼澤이 계속되엿든 곳으로 『이완』大帝라든가...시방 기억에 남아 잇이 안타...시대에 莫斯科로부터 철도를 敷設코저 幾十萬의 工夫를 사용하엿으나 기아와 苦役과 병으로 수만의 노동자가 걱구러지고 우리 가는 곳까지 철로가 노힐 때까지는 수업는 사람이 눕어젓다.＜58＞ 그럼으로 線路枕木의 수는 죽은 사람의 해골과 마찬가지다-諸君 帝政시대에(略-원문) 노동자를 아는가. XX의 폭풍이 지나간 뒤 이 해골이 枕木은 夜陰에도 鬼哭을 멈치고 새 세상을 마지한 XXX를 부른다』...부흥이는 말을 맛치고 나서 해골의 동지를 위하야 우리도 XXX를 부르자! 한다.
車間은 침통한 吊歌에서 웅장한 XXX로 진동하엿다.

『필란드』灣에서 바다드리는『발틕』海의 汐風냄새가 나는 듯 할 때부터 우리는 하차의 준비에 분망하엿다. 소지품 찻기에 북새가 나고 엇든 죄만은 자의 작난으로 걸상다리에 빗그러 매여 노아 다리풀기에 여동지들의 다치는 소래 인솔자의 호령 莫斯科로부터 14, 5시간만에 도착하엿다.
循徨堡-『레-닌 그라-드』에.
녯時代의 首府-폭압과 오만의 帝政의 머리 露西亞의 얼골 껍질을 빗기면 韃단의 얼골...이는 歐羅巴문화의 大吸盤 음모의 밀실이고 혁명의 심장이든 이곳.
『알랙싼다』-大帝(이반 大帝인지 未審)동상에서부터 역사적인 大街路『넵후스키-』가 冬宮을 향하야 밤눈에 희게 어러서 히미-하게 가로 뻐치웟다. 일즉이 거리의 塵埃가 선혈에 洗滌되고 피에 저즌 백설이 녹앗을 때 새 세기의 아츰 해발이 맑게 이 거리를 비초엿슬 것이다. 진행하는 새 시대의 운명의 입구이든『넹스키-』는『레-닌』의『츠도·제-라찌』에 유명한 XXX적 警句로 전세계 노동자가 기억하고 잇슬 것이다.
우리의 거문 행열은 잠자는『넵스키-』의 가슴으로 거러갓다. 넓으나 넓은(광화문통 2배나 되는 넓이)거리의 양측에 巍然한 瓜櫛의 한 건물에도 놀낫지마는 곳곳의 레스트란에서 울니워터저 나오는 XXX와 한업이 XX한 민요가 우리를 感奮케 하엿다.
내일이라도 밝은 날 검은 군중에 싸여 나는 눈감고 瞑想!하면서 위대한 이넵스키-를 거러보리라.
컴컴한 밤하늘에도 浮城과 가치 소사보히는『집느이·드보레츠』(各宮)을 지날 때 일즉 『존·괴-드』의『세계를 震駭한 10일간』에서 읽은 11월 6일 밤의 광경을 눈압헤 거려노코 各宮엽 다리를 지나면서 이 『네바』江상에서 수발포탄으로 各宮의 금색찬연한 大臣室에 오레 안젓든 넷時代의 최종 주인들을 쪼처내고 새 시대의 도래를 알니는『오로라艦』을 생각해 보앗다.
기억과 환상과 감격에 영하 30도의 치위가 알맛게 상쾌한 듯 하겟다. 半刻이나 침묵을 계속함에 심심하엿든지 엽해서 거러오는 O군-사자코가 이 사람입까지 어럿나하고 엽구리를 지른다.
아-君이 나하고 가치가는가? 할 때 비로소 왁작하는 동행일대의 말소리들이 귀에 드러온다.
정차장에 나려서 얼마를 거럿는지 11시가 지나서 크다란 건물엽헤 행진을 멈추엇는데 전등불에 히미하게『오리엔탈·유니벌스틔-』란 금색각자가 보인다.
일행 30여명의 숙소가 배정되엿는데 나는 재수조흔「사자코」와 3층 갓방에 동거하게 되엿다. 보니 방치장이 아름답고 깨끗한지라 투둑진 사나히들이 잇는 곳이 아니고 여학생의 숙실이엿다. 그 아니라도 원기조흔 사자코의 『부라보-』는 가관이엿다.
뜨거운 茶에 얼엇든 창자를 녹이고 우리는 푹신한 침대에 몸을 던젓다. 우리가 가장 행운아란 첫 구부터 입심조케 떠더러 재기는「사자코」의 말을 들으면서 나는 「레-닌그라드」의 첫 꿈을 매젓다.

冬宮을 구경한 후『크로포토킨』이 탈옥하고『또로츠키』-를 비롯하야 幾千의 전사가 幽閉되엿든 정치감옥『센트·파울』을 보고 숙사로 도라와서 몸을 녹인지 얼마 안되여 여학생   ＜59＞ 세사람이 왓다.
