잡지명	개벽 제10호
발행일	1921년 04월 01일
기사제목	文化事業의 急先務로 民衆劇을 提唱하노라 (Advocating for Popular Theater as the Urgent Priority of Cultural Projects)
필자	玄哲
기사형태	문예평론 (Literary Criticism)

文化事業의 急先務로 民衆劇을 提唱하노라
						玄哲
"To perform theater is to express humanity," said the German stage art scholar Dr. Carl Hagemann. Shakespeare said, "All the world's a stage, And all the men and women merely players," and my late teacher, Mr. Shimamura Hōgetsu, always encouraged me, saying, "Hyŏn, you must not forget your responsibility to lubricate the inner life of the desolate and withered Korean people." Indeed, does theater have such a close relationship with our human lives? We are already witnessing the situation in a country like Russia, where a population of 120 million, suffering from hunger and cold day and night without respite, is being educated through theater by the government's power, using enormous wealth and the utmost effort. While theater is undoubtedly an indispensable art for all civilized nations and peoples, that is, countries with egalitarian common sense, it seems that among all the facilities for educating humanity, there is nothing more appropriate, simple, convenient, and necessary than theater as an institution for rapidly educating the masses in large numbers and in a short time, especially in countries like Russia where the level of knowledge is uneven and class distinctions are severe.

Whatever anyone may say, the present 20th century is the era of the masses. Today's phenomenon is an era where politics, law, economics, morality, and religion have become meaningless if they abandon the masses. In our past human society, the masses held no significance whatsoever in the state or society. The majority populace was considered to have fulfilled their duty as people if they simply obeyed, conformed, and consented under a single despot, sovereign, hero, great genius, great scholar, or else under a small number of aristocrats or oligarchic politicians. If they did not comply, they were labeled heretics, rebels, or traitors and immediately eliminated <107> from that society. However, today, this reckless, savage, and intimidating era has already passed, and voices calling for the popular will, humanity, public opinion, popular sovereignty, social contract, freedom, and self-awareness have swelled among all humankind across the globe. Thus, politicians assert these through politics, jurists champion them through law, economists advocate for them through economics, educators cry out for them through education, religious figures whisper them through religion, moralists preach them through morality, scientists search for them through science, newspaper and magazine publishers seek them through newspapers and magazines, and artists scream for them through art. Whether viewed longitudinally, horizontally, externally, or internally, the conclusion is being drawn that the masses must be enlightened under the banner of "culture." Therefore, how seriously the 20th-century zeitgeist regards these "masses," and consequently how importantly it regards "mass culture," is something that I believe wise readers will understand without me needing to offer a lengthy argument.

At this point, if we do not first explain what meaning these two characters, "culture" (文化), or rather the term "culturalism" (文化主義), holds, I believe it will be difficult to clearly grasp the true intention behind advocating for popular theater under the meaning of the cultural project in question. Originally, the meaning of culture encompasses various meanings. While there is the interpretation of culture that takes the meaning of "civilization" in English, which can also be synonymous with enlightenment (文明), vaguely meaning that all of humanity has escaped from a barbaric state, this is not the culture I am referring to, nor is it, of course, the culture used in the shallow sense like a newspaper's page 3 reporter explaining "Establishment of public baths due to cultural development..." At the very least, it is the culture meant by "Culture" (컬트아), signifying enlightenment, cultivation, moral education, or "Enlightenment" (엔리끼틴멘트), meaning edification, enlightenment, development, illumination, clarification, or, even more profoundly, the culture possessing the meaning of Germany's "Kultur" (쿠르투르). To explain this in detail, the German people, from the end of the 18th century to the 19th century, regarded themselves as inheritors of Greek "Humanism" (휴마니씀), positioning themselves as a nation possessing the historically glorious "Kultur" even more clearly than other nations. In other words, the German people came to possess a boastful pride, <108> considering it the highest honor that they had inherited the brilliant Greek culture. So, what is the nature of this Greek culture they prided themselves on inheriting? Greece in its golden age, centered on art, saw a flourishing of academic, religious, and spiritual civilization, radiating brilliant splendor. At the same time, on the other hand, embodying the essence of the "Dionysian" (다이오니사치), its worldly hedonism, intoxicated with the pleasures of this world—its materialism—was also quite remarkable. Thus, the Greek civilization, the so-called Hellenism, where these two civilizations, spiritual and material, harmonized and united, represents the unity of spirit and flesh (靈肉一致). Germany's "Kultur," which inherited this spirit-flesh unity of Greek civilization, can be considered to encompass the entirety of both the material and the spiritual. To put it more clearly, the German people's understanding of "Kultur" possessed a precise, concrete content. Explaining this, Zornell (쫀멜) and others at the University of Berlin defined "Kultur" as the "completion of personality" (人格完成). For "Kultur" to be established, there must necessarily be two things: that which is cultured and that which cultures. The former is the individual personality, and the latter includes all spiritual products such as art, science, morality, religion, etc. Thus, using objective culture as a tool, following the essence of individuality, fostering and completing personality is what culture means," they said. Therefore, culture truly develops the individual and society. Culturalism in this sense can become human life itself; going further, it speaks to the ultimate, highest purpose of human life. Therefore, when we plan for the improvement of our individual or social lives, it is natural to proceed under the banner of such culture. However, there are also those who interpret this "Kultur" monistically. That is, some modern socialists regard only material life as the entirety of human life, saying that this culturalism is merely something encountered accidentally or inevitably on the path of life, and that we cannot weave clothes from flowers. They called art and scholarship useless *ornaments (*飾物). Also, viewing culture solely as spiritual life, like Eucken (오이켄), can be considered a misunderstanding. Since this "Kultur" originated from the spirit-flesh unity of Greek civilization, and since one aspect of being human is the body, the material life aspect cannot but be defined as half of culturalism. At the same time, where there is no spirit, one cannot be called human, so no one can deny that this is also its other half. Therefore, the complete improvement and development of humanity can be found in the realm of harmony where these two are fully equipped and balanced. In short, just as it is erroneous to view the recently advocated culturalism solely as material, like some socialists, it is <109> also a misunderstanding to see it as the entirety of the spiritual movement, like Eucken. Transcending such monistic, narrow-minded perspectives, we must see it as truly broad gospel that gives great happiness, overflowing joy, and hope to humanity. Therefore, the "culture" I refer to in the title "Urgent Priority of Cultural Projects" is not the culture of "civilization," nor the culture of "culture" (컬트아), nor the culture of "enlightenment" (엔리끼텐멘트), nor even the culture of "Kultur" (쿠르투르) in the monistic sense, but rather "Kultur" encompassing a dualistic meaning—that is the culture I indicate. In other words, it refers to the "Kultur" culture derived from the spirit-flesh unity of Hellenism, the dualistic elements of individual personality and all spiritual products such as art, science, morality, religion, etc. Furthermore, whatever others may say, whatever culture England may call for, whatever culture Russia may seek, whatever culture France may pursue, whatever culture India may desire, whatever culture Egypt may wish for, it is none of our concern. We Koreans cannot but cry out for, seek, pursue, desire, and wish for the culture necessary for our Korea. Korea's current situation is one where everything is insubstantial, weak, decadent, and empty. Our politics has many deficiencies concerning our national life; our laws are insufficient in protecting our rights; our economy is weak in its self-sufficiency to enable our compatriots to live independently; our education lacks adequate facilities to satisfy the thirst for knowledge of our descendants; our religion lacks the unifying power to provide solace to our inner lives; our morality has much emptiness in our lives; our science lacks widespread practical application for our survival; our newspapers and magazines still have a narrow sphere of influence for the development of our common sense; and our art still lacks the vitality to enrich our life's emotions. The global trends of the 20th century have relentlessly surged into our Korea as well, and like people all over the world, a very small number of those with new knowledge have begun to cry out limitlessly about life and death, war and peace, victory and defeat, love and freedom, nation and culture, self-completion, revolution of life, state, what have you. While crying these out, they came to feel the sorrow of reality. They realized that everything from the past was not truly ours, not the path we should truly tread. While trying to discard everything from the past, they are still flustered and confused, unable to decide what new things to seek—this is the general situation in Korea today. I believe this situation will continue for some <110> time. Some individuals who have become aware of this sorrowful reality are active in various fields, and the call for culture has reached a high pitch. Politicians try to pursue culture through politics, which cannot be said to be impossible, but there is too little freedom in Korea today. Jurists try to guide culture through law, which also cannot be called wrong, but given Korea's current situation, it cannot yet be called the most urgent task. Economists seek culture through economics, but given Korea's current circumstances, spiritual cultivation is insufficient, and an overemphasis on materialism seems likely. Educators try to propagate culture through education, but under Korea's current education system, its power to reach and benefit all twenty million compatriots universally seems small. Religious figures try to spread culture through religion, but in today's Korea, where just two people gathering means religion, three people gathering means religion, and talk of this or that religion proliferates like residents' doorplates in every neighborhood, lacking unity and convenience, and being biased towards the spiritual aspect, it is difficult to call this the urgent priority for advocating culture. Moralists try to promote culture through morality, but this too has standards and limits and has little connection to "inspiration." Thus, it leaves something to be desired regarding the dualistic "Kultur" we demand. Furthermore, while there may be those who advocate culture through science, it is too broad and roundabout, suspected of being too slow for the immediate urgency. Those in charge of newspapers and magazines try to advance culture through them, but among twenty million compatriots, those who read newspapers and magazines number less than one hundred thousand, which is not only too small a number, but who knows how many compatriots even know our Korean script? In the current Korean situation where literacy is so unevenly spread, relying solely on newspapers and magazines is not reassuring. Then, by what means and what method should we improve this urgent Korean culture at present? While it cannot be said that all arts lack power, individual arts in their current extremely weakened state in Korea will require considerable time to enlighten the culture of this nation. Considering Korea's present condition, unless we pursue new culture at a speed ten or a hundred times faster than other countries, we will never be able to catch up with those who are ahead. In our special position, different from other countries, where we must proceed at the maximum express speed, with acceleration, we lack the leisure for the general public—aside from a small number of scholars engaged in specialized research—to slowly learn through protracted <111> time and long effort in all social endeavors like politics, law, economics, education, religion, morality, science, newspapers, magazines, and art. At this point, as mentioned before, we cannot help but think about the establishment of "Kultur," the completion of personality—that which is cultured and that which cultures. Therefore, above all else, we must know ourselves and understand our own lives. Along with knowing oneself, there is a need to know one's living community, human life. And the most popular way for the largest number of people to become cultured—universally, quickly, whether aristocrat or commoner, literate or illiterate, old or young—gathering together is the popular theater (民衆劇場) and popular drama (民衆劇). This is why countries all over the world have long been calling with one voice for popular theaters and popular stages. It is under this meaning—out of this necessity—that the writer advocates, with a heart full of passion, ten or a hundred times more intensely than people in other countries, for popular theaters and popular drama as the urgent priority of cultural projects.

So, what is the nature of popular drama itself? The writer wishes to briefly outline the content of this popular drama in a general way. The term "masses" (民衆) should not be interpreted narrowly as "audience" (觀衆), but rather in the sense of general compatriots, separated from regional divisions or class ideology, meaning aristocrats, commoners, city dwellers, and farmers all encompassed together. Based on the characteristics of these masses, various changes will arise in the ultimate purpose of drama as a social phenomenon, or in the means and methods of achieving that purpose. In other words, due to the relationship of drama to the masses or the influence of the masses on drama, dramas with close connections to the masses in terms of motive, purpose, or form will emerge. This is popular art theater, namely, popular drama. As such, the term "popular drama" is comprehensive and may seem very vague at first glance, but it can generally be classified into three types: 1. Drama with the masses as its subject matter, 2. Drama that is the common property of the masses, 3. Drama for the enlightenment of the masses. The first case refers to so-called modern drama of the masses, meaning drama containing popular elements. Like the works of Hauptmann, Gorky, and Ibsen (하프트만, 코루키이, 입센), which are written with laborers, the lowly, farmers, etc., as subject matter, this type of popular drama based on subject matter is outside the scope of this discussion, so there is nothing more to explain now. Next, the second type is drama created by the masses themselves or otherwise shared by the masses. The third type is drama as an educational institution for the masses, meaning popular drama viewed from the perspective of its purpose and motivation—that is, the reason for staging the drama or providing it to the masses. This can be illustrated as follows:
<112>

Majority-Based Drama: Drama aiming for the emotion generated when tens of thousands of people gather simultaneously to watch.
Intimacy-Based Drama: Drama where the stage and audience are inseparable, where intimacy between actors and audience is vital.
Autonomy-Based Drama: Drama where the masses form a kind of theater troupe, owning the theater and jointly managing or administering it.
Co-performance-Based Drama: Drama where the masses cooperate jointly to produce the play.

Religious Enlightenment: Enlightenment effect aimed at propagating religious doctrines.
Moral Enlightenment: Enlightenment effect aimed at cultivating character; also educational enlightenment, helping the ignorant learn quickly or understand social conditions and human nature.
Regenerative Enlightenment: Possessing an enlightenment function separately while simultaneously achieving the goal of art itself. (Meaning achieving two objectives with one action - 一擧兩得의 意)

Regarding the content of this popular drama, the writer wished to explain it in more detail, but due to space limitations on the page, there is no time <113> for such lengthy exposition. Furthermore, delving into more profound aspects would make it too specialized in tone, so the writer will stop at this brief explanation and lay down the pen. However, it is a fact clearly worth noting that in countries around the world, the movement for popular drama and popular theater, linking the words "culture" and "masses," is intensifying day by day. It goes without saying that various countries in Europe and America are engrossed in this popular drama. After the Great War, in Japan, Imperial University, Waseda University, and Keio University took the lead in organizing drama literature research societies and vigorously embarked on the New Drama movement. In China, the activity in the New Drama movement centered around Hu Shih (胡適氏), a professor in the Faculty of Letters at Peking University, is a major event worthy of attention. Only our Korea, intoxicated in a peach blossom spring dream (桃園春夢), regards theater with revulsion like snakes and scorpions (蛇蝎視). Yet, merely hearing distorted rumors in passing about what others are doing, talking about masses, culture, labor, society, etc., fails to devise any strategy to educate and guide these masses. How can those with discerning eyes not sigh in distress? Because theater expresses human life, it can represent all the internal and external aspects, social or individual, attached to us humans. Its effects include the function of an entertainment institution and the function of an enlightenment institution. The efficacy of its transmission is not passive reception but self-awareness; not coercion but freedom; intellectual yet emotional; not for the few but for the many; not lengthy but brief; not based on plutocracy or lineage but on the equality of all people; and it has the popular characteristic of having no discrimination whatsoever between the literate class, the scholarly class, the ignorant, or laborers. Therefore, in societies that value these masses, religious figures try to propagate their tenets through popular drama, moralists try to disseminate morality through it, socialists assert their ideology through this popular drama, and present-day Russia encourages theater with its national power to educate the entire populace quickly and in large numbers—all for these reasons. The appropriate artistic domain to realize our ideals and demands is the theater. When will such a movement arise among our people, shedding falsehood, class, wealth disparity, chaos, and jealousy, seeking the truth of reality, equality, mutual aid, and cooperation, where year after year, tens of thousands of people gather together to seek enlightenment, pleasure, stimulation, and release from frustration in the theater? We must not forget the words of Dr. Hagemann: "Universities are aristocratic; the stage is plebeian. We Germans pride ourselves more than anything that over 20,000 actors from all classes labor for the masses."
...(End)...<114>
<107-114>

**Summary**

Hyŏn Ch'ŏl argues passionately that popular theater (民衆劇) is the most urgent cultural priority (急先務) for Korea in 1921. He defines "culture" broadly, drawing on the German concept of "Kultur" as encompassing both spiritual and material development for individual and societal progress (靈肉一致). Comparing theater to other avenues like politics, law, economics, education, religion, science, and print media, he concludes that theater is uniquely suited to rapidly educate and enlighten the largest number of Koreans—regardless of class, literacy, or age—due to its direct, emotional, communal, and accessible nature. He classifies popular theater into types based on subject matter, ownership/creation, and purpose (enlightenment: religious, moral, educational, regenerative). He laments Korea's backwardness in embracing theater compared to Russia, Japan, and China, urging the nation to adopt it as a vital tool for self-awareness, social cohesion, and overcoming the "sorrowful reality" (現實悲哀) of its current state.

This article is historically significant as it reflects the intense desire among Korean intellectuals during the colonial period to find effective means for national enlightenment and cultural self-strengthening amidst perceived stagnation and oppression. It highlights the urgency felt to "catch up" with other nations, the influence of international intellectual currents (German philosophy, Russian revolutionary culture, Japanese and Chinese New Drama movements), and the specific challenges faced in Korea (low literacy, political restrictions, social divisions). Hyŏn Ch'ŏl's focus on theater as a *mass* medium bypassing literacy and class barriers, and his definition of a holistic "culture" aimed at "completing personality" and achieving "spirit-flesh unity," offer valuable insights into early 20th-century Korean cultural nationalism and the strategies proposed for navigating colonial modernity.

**Named Entities**

玄哲	현철	Hyŏn Ch'ŏl
버리랴고 하며서	버리려고 하면서	While trying to discard (Older spelling of 버리려고 하면서)
새것을 求하기에 마음을 定하지 못하야	새것을 구하기에 마음을 정하지 못하여	Unable to decide on seeking new things (Older spelling of 못하여)
갈팡질팡에 허둥지둥하고 잇는 것이	갈팡질팡에 허둥지둥하고 있는 것이	Being flustered and confused (Older spelling of 있는)
一般現狀이다	일반 현상이다	Is the general situation
繼續할 줄 안다	계속할 줄 안다	Believe it will continue
自覺한 一部의 人士들이 各方面으로 活動하여	자각한 일부의 인사들이 각 방면으로 활동하여	Some aware individuals active in various fields
高度에 達하얏다	고도에 달하였다	Reached a high degree (Older spelling/form of 달하였다)
追求하랴고 하니	추구하려고 하니	Trying to pursue
不可하다고는 할 수 업스나	불가하다고는 할 수 없으나	Cannot say it's impossible, but (Older spelling of 없으나)
넘우도 自由가 업스며	너무도 자유가 없으며	There is too little freedom (Older spelling of 너무도, 없으며)
指導하려고 하니	지도하려고 하니	Trying to guide
非事라고 할 수는 업스나	비사라고 할 수는 없으나	Cannot say it's wrong, but (Older spelling of 없으나)
急先務라고 할 수는 업스며	급선무라고 할 수는 없으며	Cannot be called the urgent priority (Older spelling of 없으며)
찻고자 하나	찾고자 하나	Seeking, but (Older spelling of 찾고자)
精神的 修養이 不足하니	정신적 수양이 부족하니	Spiritual cultivation is insufficient
物質의 過重이 생길 듯하고	물질의 과중이 생길 듯하고	An overemphasis on materialism seems likely
宣傳코자 하나	선전코자 하나	Trying to propagate, but
敎育制度下에서는	교육 제도하에서는	Under the education system
普遍的 均及力이 적을 듯하다	보편적 균급력이 적을 듯하다	Universal reach/benefit seems small (均及力 - power to reach equally)
普遍코자 하나	보편코자 하나	Trying to universalize, but
洞內洞內마다	동네 동네마다	In every neighborhood
住民의 門牌와 가티	주민의 문패와 같이	Like residents' doorplates (Older spelling of 같이)
櫛比하여	즐비하여	Lined up closely, densely packed
統一이 못되고	통일이 못 되고	Unity is not achieved
方便이 적으며	방편이 적으며	Means/convenience are few
靈的 方面의 偏傾性을 가진 것으로마는	영적 방면의 편경성을 가진 것으로만은	Only with something biased towards the spiritual aspect (偏傾性 - tendency to lean/be biased)
提唱하기 急先務라고 하기 어렵도다	제창하기 급선무라고 하기 어렵도다	Difficult to call it the urgent priority to advocate
唱導하랴고 하지마는	창도하려고 하지만은	Trying to promote, but
標準이 잇고 限度가 잇서	표준이 있고 한도가 있어	There are standards and limits (Older spelling of 있고, 있어)
關涉이 적다	관섭이 적다	Has little connection/relation
不滿이 업지 아니하다	불만이 없지 아니하다	There is dissatisfaction (Double negative) (Older spelling of 없지)
主張하는 이가 업지 아니 하겟지마는	주장하는 이가 없지 아니하겠지만은	While there may be those who advocate (Older spelling of 없지 아니하겠지만은)
廣博하고 迂遠하야	광박하고 우원하여	Being too broad and roundabout (Older spelling of 하여)
目下의 急務로는 遲緩한 嫌疑가 업지 아니하다	목하의 급무로는 지완한 혐의가 없지 아니하다	Suspected of being too slow for the current urgency (Older spelling of 없지 아니하다)
主務者로는	주무자로는	As those in charge
進達하랴고 하지마는	진달하려고 하지만은	Trying to advance/deliver, but
講讀하는 이가	강독하는 이가	Those who read and understand
少數일 뿐만 아니라	소수일 뿐만 아니라	Not only is it a small number
朝鮮文이라도 아는 이가 果然 며치나 되는지	조선문이라도 아는 이가 과연 몇이나 되는지	How many people indeed know even Korean script (Older spelling of 몇이나)
文字의 普及이 이가티 고르지 못한	문자의 보급이 이같이 고르지 못한	Literacy spread is uneven like this (Older spelling of 이같이)
밀어맛기는 것도 安心하지 못할 일이다	밀어 맡기는 것도 안심하지 못할 일이다	Entrusting solely (to them) is not reassuring
向上케하면	향상케 하면	To improve
方式을 取할가	방식을 취할까	What method should be taken? (Older spelling of 취할까)
自體의 微弱이 極度에 達한	자체의 미약이 극도에 달한	Whose own weakness has reached an extreme
單獨藝術로 써는	단독 예술로써는	With individual arts alone
文化啓發하는 대는 多少 時日을 要할 것이다	문화 계발하는 데는 다소 시일을 요할 것이다	Will require some time for cultural enlightenment
顧察하면	고찰하면	Considering, reflecting upon
十倍나 百倍의 速度로	십 배나 백 배의 속도로	At a speed ten or a hundred times faster
新文化를 追求치 아니하면	신문화를 추구치 아니하면	Unless new culture is pursued (Older form)
先進의 그네들을 到底히 追及치 못할 것이다	선진의 그네들을 도저히 추급치 못할 것이다	Will never be able to catch up to those ahead (Older spelling of 도저히, form of 추급치)
特殊한 地位에 잇서	특수한 지위에 있어	Being in a special position (Older spelling of 있어)
最大 急行的으로	최대 급행적으로	At maximum express speed
加速度로 進行치 아니치 못할	가속도로 진행치 아니치 못할	Must proceed with acceleration (Double negative, older form)
處地에서는	처지에서는	In the situation/circumstances
社會的 經營을	사회적 경영을	Social endeavors/management
專門攻究의 少數를 除한 外에	전문 공구의 소수를 제외한 외에	Aside from the small number in specialized research
一般民衆에게는 何暇에 遷延한 時日과 長久한 努力으로 徐徐히 學習할 閑隙이 업다	일반 민중에게는 하가에 천연한 시일과 장구한 노력으로 서서히 학습할 한극이 없다	The general masses lack the leisure (何暇 - what leisure?) to learn slowly through protracted time and long effort (Older spelling of 없다)
前說한 바와 가티	전설한 바와 같이	As previously stated (Older spelling of 같이)
自我를 알고	자아를 알고	Knowing the self
自我의 生活을 理解하여야 하겟다	자아의 생활을 이해하여야 하겠다	Must understand one's own life (Older spelling of 하겠다)
生活團體	생활 단체	Living community
人生을 알 必要가 잇다	인생을 알 필요가 있다	Need to know human life (Older spelling of 있다)
速成的으로	속성적으로	Quickly, through rapid course
貴族이나 平民이나 識者나 文盲이나 老人이나 少年이나	귀족이나 평민이나 식자나 문맹이나 노인이나 소년이나	Aristocrat or commoner, literate or illiterate, old or young
民衆的으로	민중적으로	In a popular/mass manner
民衆劇場이요	민중 극장이요	Is the popular theater
世界 各國이 한가지 입을 모아서	세계 각국이 한가지 입을 모아서	Countries of the world gather their voices as one
民衆劇場과 民衆場을 부르지즘이 오래 이엇섯다	민중 극장과 민중장을 부르짖음이 오래 이었었다	The call for popular theaters and stages has been long-standing (Older spelling of 부르짖음, 이었었다)
滿腔의 熱誠으로	만강의 열성으로	With a heart full of passion/enthusiasm
提唱하는 바이다	제창하는 바이다	Is what is being advocated
自軆라고 하는 것이	자체라고 하는 것이	Its nature/essence (軆 is an older variant of 體)
內容을 槪括的으로 略說코자 한다	내용을 개괄적으로 약설코자 한다	Intend to briefly outline the content generally
觀衆이라고 하는	관중이라고 하는	Called the audience
狹義的으로 解釋치 말고	협의적으로 해석치 말고	Do not interpret narrowly (Older form)
地方的 區劃이나 階級的 思想으로부터 分離된	지방적 구획이나 계급적 사상으로부터 분리된	Separated from regional divisions or class ideology
一般同胞라는 意味로	일반 동포라는 의미로	In the sense of general compatriots
總括한 것을 意味한 것이다	총괄한 것을 의미한 것이다	Means that which encompasses all
特徵에 依하야	특징에 의하여	Based on the characteristics (Older spelling of 의하여)
社會現象인 極의 目的上이나 或은 目的올 到達하는 手段方法에	사회 현상인 극의 목적상이나 혹은 목적을 도달하는 수단 방법에	Regarding the purpose of drama as a social phenomenon, or in the means/methods of reaching the goal (Older spelling of 목적을)
變化가 일어날 것이다	변화가 일어날 것이다	Changes will occur
換言하면	환언하면	In other words
民衆에 對한 關係나	민중에 대한 관계나	Relationship to the masses
民衆이 劇에 對한 影響으로	민중이 극에 대한 영향으로	Due to the influence of the masses on drama
動機나 目的이나 形式上 어떠한 點이던지	동기나 목적이나 형식상 어떠한 점이든지	Whatever point regarding motive, purpose, or form
密接關係를 가진 劇이 생길 것이다	밀접 관계를 가진 극이 생길 것이다	Dramas with close connections will emerge
民衆藝術인 演劇	민중 예술인 연극	Theater which is popular art
總括的임으로	총괄적이므로	Because it is comprehensive
얼핏 보기에는 甚히 漠然한 듯하나	얼핏 보기에는 심히 막연한 듯하나	Though it seems very vague at first glance
大體로 三種에 分類할 수가 잇다	대체로 삼종에 분류할 수가 있다	Can generally be classified into three types (Older spelling of 있다)
題料로 한 劇	제료로 한 극	Drama based on subject matter (題料 - subject matter)
共有物되는 劇	공유물 되는 극	Drama that becomes common property
民衆敎化의 劇	민중 교화의 극	Drama for the enlightenment of the masses
所謂 近代에 民衆으로의 劇이니 民衆的 要素를 包含한 劇이다	소위 근대에 민중으로의 극이니 민중적 요소를 포함한 극이다	So-called modern drama of the masses, meaning drama containing popular elements
勞動者	노동자	Laborer, worker
賤民	천민	Lowly people, outcastes
農民 等의 題料로 作劇한 것임으로	농민 등의 제료로 작극한 것임으로	Since it is written with subjects like farmers, etc.
問題밧김으로	문제 밖이므로	Because it is outside the question/scope
民衆이 自作한 것이나 그러치 아니하면 民衆이 共有한 劇	민중이 자작한 것이나 그렇지 아니하면 민중이 공유한 극	Drama self-created by the masses or else shared by the masses (Older spelling of 그렇지)
敎化機關의 劇이니 目的動機 即 劇을 일으키는 것이나 또는 民衆에게 與하는 理由上으로 보는 民衆劇이다	교화 기관의 극이니 목적 동기 즉 극을 일으키는 것이나 또는 민중에게 여하는 이유상으로 보는 민중극이다	Drama as an enlightenment institution, viewed from the perspective of purpose/motive, i.e., the reason for staging it or giving (與) it to the masses
圖解하면	도해하면	If illustrated diagrammatically
多數本位	다수 본위	Majority-based
幾萬幾千	기만 기천	Tens of thousands
同時에 集合하야	동시에 집합하여	Gathering simultaneously (Older spelling of 하여)
觀覽하는대	관람하는 데	Where (people) watch/view
感動을 目標하는 劇	감동을 목표하는 극	Drama aiming for emotional impact
親熟本位	친숙 본위	Intimacy-based
舞臺와 觀客席 間에 不分不離하는	무대와 관객석 간에 불분불리하는	Inseparable between stage and audience seats
俳優와 觀客間에 親熟을 生命으로 하는 劇	배우와 관객 간에 친숙을 생명으로 하는 극	Drama where intimacy between actors and audience is vital
自治本位	자치 본위	Autonomy-based
一種의 劇團이 되어 劇場을 所有하고 兼하여 經營이나 管理를 共同이라는 劇	일종의 극단이 되어 극장을 소유하고 겸하여 경영이나 관리를 공동이라는 극	Drama where (the masses) become a kind of troupe, own the theater, and also jointly manage/administer it
共演本位	공연 본위	Co-performance-based
共同協力하야 劇을 演出하는 劇	공동 협력하여 극을 연출하는 극	Drama where (the masses) cooperate jointly to produce the play (Older spelling of 하여)
宗敎的 敎化	종교적 교화	Religious enlightenment
宗敎의 敎義를 廣布하랴는 敎化作用	종교의 교의를 광포하려는 교화 작용	Enlightenment effect aimed at propagating religious doctrines (Older spelling of 하려는)
道德的 敎化	도덕적 교화	Moral enlightenment
品性의 陶冶를 圖得하랴는 敎化作用이요	품성의 도야를 도득하려는 교화 작용이요	Enlightenment effect aimed at achieving the cultivation (陶冶) of character (Older spelling of 하려는)
敎育的 敎化	교육적 교화	Educational enlightenment
無識者들의 速히 배우게 하는 것이나	무식자들의 속히 배우게 하는 것이나	Helping the ignorant learn quickly, or
世態人情을 알게하는 敎化作用	세태인정을 알게 하는 교화 작용	Enlightenment effect that informs about social conditions and human nature
再生的 敎化	재생적 교화	Regenerative enlightenment
藝術自體의 目的을 到達하는 同時 따로이 敎化作用을 가진 것이다	예술 자체의 목적을 도달하는 동시 따로이 교화 작용을 가진 것이다	Possessing an enlightenment function separately while simultaneously achieving the goal of art itself
一擧兩得의 意	일거양득의 의	Meaning of achieving two objectives with one action
一層 더 明細히 說明코자 하엿더니	일층 더 명세히 설명코자 하였더니	Intended to explain in more detail, but (Older spelling/form of 하였더니)
紙面上 關係로	지면상 관계로	Due to space limitations on the page
張皇히 陳述할 겨를이 업고	장황히 진술할 겨를이 없고	No time for lengthy exposition (Older spelling of 없고)
深刻한 部分까지 侵入하면	심각한 부분까지 침입하면	If delving into profound aspects
專門的 色彩가 濃厚하여 지겟기	전문적 색채가 농후하여 지겠기에	Because it would become too specialized in tone (Older spelling/form of 지겠기에)
略說함에 止하고 筆을 擱하랴고 하거니와	약설함에 그치고 필을 각하려고 하거니와	Stopping at a brief explanation and intending to lay down the pen, however (擱 - lay down/put aside)
結託하야	결탁하여	Linking, colluding (Older spelling of 하여)
運動이 日復日 濃厚하여짐은 번히 注目할 事實이다	운동이 일부일 농후하여짐은 번히 주목할 사실이다	It is a fact clearly worth noting that the movement intensifies day by day (日復日 - day after day)
歐米 各國	구미 각국	Various countries in Europe and America
沒頭함은 勿論이고	몰두함은 물론이고	Being engrossed is a matter of course
大戰 以後에	대전 이후에	After the Great War (WWI)
率先하야	솔선하여	Taking the lead (Older spelling of 하여)
劇文學硏究會를 組織하여	극문학 연구회를 조직하여	Organizing drama literature research societies
盛히 新劇運動에 着手함과	성히 신극 운동에 착수함과	Vigorously embarking on the New Drama movement
北京大學文科 敎授胡適氏를 中心으로	베이징 대학 문과 교수 후스 씨를 중심으로	Centered around Peking University Faculty of Letters Professor Hu Shih
活動하는 것은 括目할 一大事件이다	활동하는 것은 괄목할 일대 사건이다	The activity is a major event worthy of note (括目 - rub one's eyes and look again, i.e. noteworthy)
唯獨 우리朝鮮이 桃園春夢에 薰醉하야	유독 우리 조선이 도원춘몽에 혼취하여	Only our Korea, intoxicated in a Peach Blossom Spring dream (i.e., idyllic fantasy) (Older spelling of 하여)
蛇蝎視하며서	사갈시하면서	Regarding with revulsion like snakes and scorpions (Older spelling of 하면서)
귀ㅅ결에 헛소리만 듯고	귓결에 헛소리만 듣고	Merely hearing idle talk/rumors in passing (Older spelling of 귓결에, 듣고)
勞働이니 社會이니 하며서	노동이니 사회이니 하면서	Talking about labor or society (Older spelling of 하면서)
指導할 무슨 方策을 做出치 못하니	지도할 무슨 방책을 제출치 못하니	Failing to devise any strategy to guide (Older form of 제출치)
어찌 具眼者로 寒心의 嘆이 無하리요	어찌 구안자로 한심의 탄이 무하리요	How can those with discerning eyes (具眼者) not let out a sigh of distress (寒心)? (Rhetorical question)
