Magazine Title	三千里 제8권 제1호
Publication Date	1936년 01월 01일
Article Title	小說講座-朝鮮小說發達史(續), 삼천리 문예강좌, 제3회 개강 (Lecture on Novels - History of the Development of Korean Novels (Continued), Samchŏlli Literary Lecture Series, 3rd Session Opening)
Author	金台俊
Article Type	논설 (Editorial/Essay)

Lecture on Novels - History of the Development of Korean Novels (Continued), Samchŏlli Literary Lecture Series, 3rd Session Opening
						Kim T'aejun (金台俊)
Author Introduction

Mr. Kim was born in P'yŏngbuk and is 30 years old this year. He graduated from the Literature Department of Keijō Imperial University in Shōwa 6 (1931). Currently, he is a teacher at Keijō Myŏngnyun Academy. He previously authored 『History of Korean Novels (朝鮮小說史)』, has deep knowledge of classical Korean literature such as Silla Hyangga (新羅鄕歌 - Note: text says 鄕校 Hyanggyo, likely a typo for Hyangga), and has published numerous research papers.

Thus, around Taishō 12-13 (1923-1924), the seeds of so-called New Tendency School literature, also called proletarian literature, began to sprout, initially starting with debates against the existing bourgeois literature. This was an era centered around the magazines Kaebyŏk (開闢), Chosŏn Mundan (朝鮮文壇), and Chosŏn chi Kwang (朝鮮之光).

On August 23, Taishō 14 (1925), the New Tendency groups PASKYULA (파스큐라) and Yŏmkunsa (焰群社) merged to form the Korean Proletarian Artists' Federation (KAPF - 조선푸로레타리아예술동맹). The members at that time included Pak Yŏnghŭi, Kim Kijin, Kim Yŏngp'al, Yi Iksang, and Song Yŏng. By Shōwa 2-3 (1927-1928), influenced by the theoretical struggle of Fukumotoism's "entire proletarian political XX consciousness," fierce theoretical battles for self-criticism and overcoming various factions erupted within Korea as well. These wereを展開 by Pak Yŏnghŭi versus Kim Kijin, Kim Hwasan versus Yun Kijŏng, and Cho Chunggon. KAPF gradually began to act as a wing of the proletarian [movement?] and shifted from syndicalism towards being part of the political [movement?]. Collaborating with the Tokyo-based student group, the "Third Front" (第3戰線) faction, it declared a change in direction in the autumn of Shōwa 2 (1927). In this sense,<215> if the period after Taishō 12 (1923) can be called the period of the spontaneously generated New Tendency School of class [階X] literature, then the period after Shōwa 2 (1927) can be called the period of its conscious directional shift.

Thus, passing through the advocacy of Socialist Realism after Shōwa 7 (1932) until the dissolution of KAPF on May 21, Shōwa 10 (1935), it seems an undeniable fact that, in terms of effective achievements, it formed the mainstream of Korean literature. Even if there was cynicism from various figures in nationalist literature, there were many times when, in terms of the quantity and quality of its literary output, it sometimes surpassed nationalist literature.

While the principle of nationalist literature was the complete separation of art and politics, during this time, various figures in nationalist literature, as seen in the example of Ch'unwŏn (Yi Kwangsu's pen name), wrote the "Biography of Yi Sunsin" while collecting donations for Yi Sunsin, and wrote "Earth" (흙) for rural development. However, those with discerning eyes (具眼者) will know. Compare Yi Kiyŏng's work "Hometown" (故鄕), the pyramid-like existence of KAPF's 10-year history, written for the reality of Korean rural villages, with Ch'unwŏn's "Earth" (흙). In this regard, even if the works of KAPF members were relatively crude (拙劣) in their technique and writing style, it is undeniable that they became a more meaningful mainstream than nationalist literature. That is, this speaks to the absolute superiority of the emerging science (新興科學) and its methodology, the unique weapon possessed by the emerging group capable of correctly perceiving reality. Regardless of the objective circumstances, it could walk the path of ascent as the mainstream representing the era, following a fixed course of historical law.

The New Tendency School, formed as a premise for proletarian [푸X] literature, still had a very vague (漠然) consciousness. Their preferred subjects were either gloomy depictions of the unenlightened and inconsistent poor, or their personal<216> rebellion or revenge against their masters (主家). Many of them lacked even a worldview that clearly distinguished them from nationalist literature. Works include Pak Yŏnghŭi's "Hunting Dog" (사냥개), Kim Kijin's "Red Rat" (붉은 쥐), followed by Cho Myŏnghŭi's "Low Pressure" (低氣壓) and "Naktong River" (洛東江), Song Yŏng's "Crowd Stagnation?" (群衆停留), Yi Kiyŏng's "Story of Rats?" (쥐냑이), and Yi Iksang's "Soil Baptism" (흙洗禮).

However, wasn't the person who was most active and showed the most capability during this period Mr. Ch'oe Haksong, pen name Sŏhae? His debut work, "Escape Log" (脫出記), was merely a letter informing his close friend of the reasons for wandering to Manchuria and the state of his wandering. "Red Flame" (紅焰) is a story about a Korean poor peasant in Manchuria who, due to debt to a Chinese landlord, has his beloved daughter taken away, sets fire to the landlord's house, and hacks the landlord to death with an axe. "Bloodstain" (血痕) and "Hunger and Massacre" (飢餓와 殺戮) are all similar. It was a preliminary stage where, unable to endure the extremely miserable reality, they finally became conscious of the means employed as a last resort. Although these were works from the Taishō 14-15 (1925-1926) period, works that progressed through the early stages of proletarian [푸X] literature, I have named Ch'oe Sŏhae as the most representative writer of the rudimentary consciousness that budded at that time.

The fact that the New Tendency School, consciously or unconsciously, uniformly took personal rebellion and revenge as its subject matter revealed not only the lack of thorough social awareness and artistic appeal but also meant that such works were merely confined (桎梏) to propagating "individual revenge." Consequently, a time for reflection and criticism regarding this had to come.

Finally, that time arrived. Around Shōwa 2 (1927), when the social movement in Korea was most active, the proletarian [푸X] literature [movement? X動] also flourished the most. It was also at this time that the historic<217> debate between Kim Kijin and Pak Yŏnghŭi occurred against the backdrop of "Chosŏn chi Kwang" (朝鮮之光). KAPF decided to shift its direction from literary activities aimed at personal rebellion and revenge to practical activities, moving forward along the course of our historical law as a political-ist (X治主義) organization.

Even after advocating for purpose consciousness, it was not easy for writers, and even critics, to grasp the scientific worldview. Each time they changed the slogan for creative methods, they could not correctly transplant the theory. Thus, failing to grasp and investigate reality within the specificity of the objective situation, they flowed only into abstract (*相的 - likely 抽象的 abstract) interpretations. Consequently, their rigid political theories and economic doctrines appeared identically in their works in a linear, conceptual, and schematic manner. They agonized over how to embody the creative method of dialectical materialism (唯物辨證法). Realizing they had fallen into the shackles (桎梏) of schematism (圖式主義), they went through much debate out of collective agony, and then attempted a step forward by trying to further strengthen the organization. However, this strengthening and the weakness of the leadership only resulted in losing many fellow travelers (同伴者) to the camp of bourgeois literature. The relentless, official criticism (insults?) that filled the pages of the magazines "P'ip'an" (批判) and "Sin Kyedan" (新階殷 - likely 新階級 New Class) are unpleasant to recall now. That approach could not technically win over young aspiring writers.

However, during this transitional stage, many excellent works were produced.
Han Sŏrya's "Wrestling" (씨름), "Dawn" (새벽)
Kim Namch'ŏn's "Mediation Proposal" (調停案), "Factory Newspaper" (工場新聞)
Song Yŏng's "9 AM" (午前 9時), "Refuse All Visits" (一切面會를 拒絶하라), "Indian Soldier" (印度兵士)<218>
Kwŏn Hwan's "Cotton and Beans" (木花와 콩)
Yi Pungmyŏng's "Nitrogen Fertilizer Factory" (窒素肥料工場)
Yi Kiyŏng's "Wŏnbo" (元甫), "Paper Mill Village" (製紙工場村)

Here, the artistic figuration of the subject matter (素村 - likely 素材 subject matter) began to become an issue. I recall memories of critics again discussing "human depiction" (人間描寫). Korean proletarian [푸X] literature met an opportunity for a fresh start. Proletarian [푸X] literature needed to extract more proactive themes and raise its technical level. However, faced with adopting the creative method of Socialist Realism from the spring of Shōwa 7 (1932), the proletarian [푸X] literature camp held extremely opportunistic and distorted views. What particularly draws our attention is that, rather than carefully considering how the conventional dialectical realism relates to "Socialist Realism," they tossed aside the former like worn-out shoes (弊履) while talking about "Socialist Realism," and there arose a tendency to directly import the non-dangerous parts of "Socialist Realism" while shying away (敬遠) from the rest, eventually leading even to discussions on satirical literature (諷刺文學論).

This evasion is most clearly manifested in the results of works from recent years. I have been able to find many works, even among recent writers, that completely remove partisanship (黨派性).

If the creative method of dialectical materialism (唯物辨證法的 創作方法) is necessary for the reality of Korea, it should certainly be embraced. If Socialist Realism is necessary, that too should certainly be embraced. The only question is how to embrace it.<219>

Recently, there is a tendency to think of art and politics, social history and literary history, in a dualistic (二元論的) manner (just like idealists who think of things dualistically) and to separate criticism and works. There is also the view, like Mr. Pak Yŏnghŭi's, that "what was gained is ideology, what was lost is art," which led to his withdrawal from KAPF.

When almost all of its members were arrested [X束] and imprisoned in Chŏnju Prison, KAPF remained in name and form only, existing in a state of virtual non-existence (有也無也), until it finally dissolved (解盟) on May 21, Shōwa 10 (1935). While the fascist whirlwind sweeping the world followed the same track in Korea, it must also be recognized that KAPF's own self-created shackles (桎梏) led it to suicide by those shackles.

The recent literary scene depends most heavily on the political situation. Extremely retrogressive (退嬰的) nationalist literature, degenerating into historical novels and popular novels through its conventional inertia (惰性) with works like *Yi Sunsin*, *Tale of a Great Thief* (大盜傳), *Death of Ich'adon* (異次頓의 死), *Spring of Unhyŏn Palace* (雲峴宮의 봄), etc., follows the natural "course" of historical law. Attempting to reproduce the feudal "ideology" of thousands of years ago is, needless to say, meaningless for the times, and nostalgic admiration is also pointless. Besides these, there are intermediate paths being walked, such as the "Kuinhoe" (九人會), a group of mostly liberal(?) young people whose worldviews may differ but who did not participate in the schematic shackles of KAPF, nor could they, of course, align themselves with the retrogressive nationalist literature. They formed their own group and steadily continue their literary activities. Their works naturally lack partisanship (黨派性). A good example is seen in the collection "Moonlit Night" (달밤) by the writer Yi T'aejun, who seems satisfied with depicting reality as it is. Why reality became that way – even on this, there seems to be no accurate view, and the common flaw of these writers is the lack of any effort towards what we should do about that reality. The creative activity of Mr. Yi Muyŏng, known as a poverty-stricken writer (貧窮文學家), has attracted the most noteworthy attention (刮目).

Above, we discussed the novels of the Yi Injik era, the Ch'unwŏn era, the Sangsŏp (Kim Ok's pen name) era, and the Sŏhae era. We cannot fail to mention the works of Mr. Yi Kiyŏng, pen name Minch'on, who should be considered one of the most significant figures since the rise of the New Tendency School. A former preacher, his works include the humorous (유*라스 - humorous?) piece on religion, "Diplomat and Preacher's Wife" (外交員과 傳道夫人). This is rather light writing (戱筆). When he wrote "Wŏnbo" (元甫), the world regarded it with astonishment. It was seen as a departure from the New Tendency School, which could only produce works like "Hunger and Massacre" (飢餓와 殺戮), discovering such a direction in writing, and his technique was refined (精鍊) after a long period of apprenticeship. When he wrote "Rat Fire" (鼠火) and its sequel *Tolsoe* (乭釗), even among the members who had fallen into formulism (公式主義), it was met with admiration. However, "Rat Fire" (鼠火) was the preface to the subsequent full-length novel "Hometown" (故鄕). A friend even said that "Hometown" (故鄕) is a monumental existence, the decisive gift of KAPF's 10 years.

"Hŭijun, a student studying in Tokyo, returns to his hometown after several years to find it truly changed. His family has declined from landowner to owner-farmer, then from owner-farmer to tenant farmer. He tried to teach the villagers literacy, teach them a worldview, and become a good friend and faithful brother. The villagers all gladly followed Hŭijun's words. Only An Sŭnghak from the village hated Hŭijun. This was because after Hŭijun arrived, the villagers did not properly contribute to his harvest threshing. However, An Sŭnghak's daughter, An Kapsuk, after leaving home due to an unexpected mistake, entered a certain silk reeling factory and was intelligent enough to learn more about the inner workings (*內 - likely 内幕 inner workings/details) of capitalism (資X主義 - Capitalism) and a correct worldview. After Kapsuk entered the factory, strikes occurred causing disturbances whenever the factory tried to lower wages (勞賃).<221>"
"Hometown" (故鄕) was a record of the organized actions of Hŭijun and Kapsuk, who should serve as models for Korean young men and women. Perhaps the depiction of Korean rural villages reached its peak (極致) with "Hometown" (故鄕).

It is said that the future standard of Korean novels will strive to surpass this "Hometown" (故鄕).
(References made to various articles such as Kim Kijin's "The Current Standard of Proletarian Literature," Sin Namch'ŏl's "Recent Changes in Korean Literary Trends," Im Hwa's "Introduction to the Compilation of a History of Modern Korean Literature," etc.) <222>

**Summary**

This 1936 essay by Kim T'aejun outlines the development of Korean proletarian literature, tracing its origins from the "New Tendency" school (c. 1923) through the formation and activities of KAPF (Korean Proletarian Artists' Federation, est. 1925). Kim details KAPF's internal ideological struggles, its shift from depicting personal revenge (e.g., Ch'oe Sŏhae) to conscious political action and theoretical debates influenced by Marxism and Fukumotoism, and later, the adoption and distortion of Socialist Realism. He argues that despite aesthetic shortcomings and eventual dissolution due to suppression and internal issues (May 1935), KAPF literature represented the historical mainstream, surpassing nationalist literature (represented by Yi Kwangsu) in its engagement with reality, citing Yi Kiyŏng's "Hometown" as its pinnacle achievement. The essay also notes the emergence of intermediate groups like Kuinhoe and writers like Yi T'aejun who avoided both KAPF's schematism and nationalist retrogressiveness.
For historians, this article offers a valuable contemporary perspective on the intense ideological conflicts within the colonial Korean literary world. It reveals the direct influence of Japanese and international leftist thought (Fukumotoism, Socialist Realism), the perceived trajectory and internal dynamics of the proletarian literature movement (KAPF), the criteria used to evaluate literature (realism, political alignment vs. aesthetics), the explicit positioning of proletarian literature against nationalist literature, and the eventual crackdown by authorities leading to KAPF's demise, reflecting the tightening political control in the mid-1930s. The candid discussion of KAPF's theoretical debates, internal criticisms (schematism, factionalism), and perceived failures provides insight into the movement's complexities beyond simple propaganda.

**Named Entities**

三千里	삼천리	Samchŏlli
지도부의 미약	지도부의 미약	Weakness of the leadership
同伴者들	동반자들	Fellow travelers, companions
진영으로	진영으로	To the camp/faction
빼앗겻슬 뿐이엿다	빼앗겼을 뿐이었다	Was only taken away/lost (older spelling)
지면에 넘친	지면에 넘친	Overflowing the pages
가차없는	가차 없는	Relentless, merciless
공식적 비판	공식적 비판	Official criticism
辱說	욕설	Insult, abuse
想起하건대	상기하건대	Recalling, remembering
불유쾌한	불유쾌한	Unpleasant
新進文學靑年	신진 문학 청년	Aspiring young writer
技術的으로	기술적으로	Technically
획득할 수 없엇다	획득할 수 없었다	Could not acquire/win over (older spelling)
과도적 단계	과도적 단계	Transitional stage
우수한 작품	우수한 작품	Excellent works
素村	소재	Subject matter (likely a typo for 素材)
예술적 형상화	예술적 형상화	Artistic figuration/representation
問題되기	문제되기	Becoming an issue
人間描寫	인간 묘사	Human depiction
운운하든	운운하던	Mentioning, talking about (older spelling)
재출발할 機運	재출발할 기운	Opportunity/momentum for a fresh start
際會하엿다	제회하였다	Encountered, met with (older spelling)
주제의 적극성	주제의 적극성	Proactiveness of the theme
집어내서	집어내서	Picking out, extracting
수준을 놓여야 할 것	수준을 놓여야 할 것	Need to raise the level (likely 높여야)
소씨아리스틱, 리아리즘	소셜리스트 리얼리즘	Socialist Realism
마지함에 當하야	맞이함에 당하여	Upon encountering/welcoming (older spelling)
극히	극히	Extremely
기회주의적인	기회주의적인	Opportunistic
왜곡된 견해	왜곡된 견해	Distorted view
관심을 끌고 잇는 것	관심을 끌고 있는 것	Thing that is drawing attention (older spelling)
종래의	종래의	Conventional, previous
변증법적 리아리즘	변증법적 리얼리즘	Dialectical realism
관련 하에	관련 하에	In relation to
신중히	신중히	Carefully, cautiously
나지하랴는 것	맞이하려는 것	Intending to welcome/face (older spelling, likely 맞이-)
弊履같이	폐리같이	Like worn-out shoes
집어던지고	집어 던지고	Throwing away
위험성 없는 부분	위험성 없는 부분	Parts without danger/risk
直輸入하고	직수입하고	Directly importing
敬遠하려는 경향	경원하려는 경향	Tendency to keep at a distance, shy away from
닐어서	일어서	Arising (older spelling, likely 일어나서)
諷刺文學論	풍자 문학론	Theory of satirical literature
次第이다	차제이다	Situation, state of affairs
도피	도피	Evasion, escape
최근 수년	최근 수년	Recent few years
成果 우에	성과 위에	Upon the results/achievements (older spelling)
여실하게	여실하게	Clearly, vividly
나타나고 잇다	나타나고 있다	Is appearing (older spelling)
黨派性	당파성	Partisanship, party spirit
全然	전연	Completely, entirely
撤去한	철거한	Removed, eliminated
발견할 수가 있섯다	발견할 수가 있었다	Was able to discover (older spelling)
唯物辨證法的 창작방법	유물변증법적 창작방법	Creative method of dialectical materialism
필요하다면	필요하다면	If necessary
물론	물론	Of course
마지하여야 할 것	맞이하여야 할 것	Should welcome/accept (older spelling)
社會史	사회사	Social history
文學史	문학사	Literary history
二元論的으로	이원론적으로	Dualistically
恰似히	흡사히	Just like, similarly
관념자처럼	관념자처럼	Like an idealist
분리하는 경향	분리하는 경향	Tendency to separate
이데오로기-	이데올로기	Ideology
일은 것	잃은 것	Thing that was lost
견해를 갖게 되여	견해를 갖게 되어	Came to have the view (older spelling)
탈퇴까지 하엿다	탈퇴까지 하였다	Even withdrew (older spelling)
盟員의 거위 전부	맹원의 거의 전부	Almost all members (older spelling, 거위 likely 거의)
全州監獄에 X束되자	전주감옥에 구속되자	When arrested and imprisoned in Chŏnju Prison (X likely censored 'arrest')
명목과 形骸만 남어서	명목과 형해만 남아서	Remaining only in name and form (skeleton) (older spelling)
有也無也	유야무야	Virtual non-existence, petering out
맛침내	마침내	Finally (older spelling)
解盟되고 말엇다	해맹되고 말았다	Ended up being dissolved (older spelling)
휩쓰는	휩쓰는	Sweeping
팟쇼旋風	파쇼 선풍	Fascist whirlwind
一轍을 밟게 되는 것	일철을 밟게 되는 것	Following the same track/course
그 외에도	그 외에도	Besides that
맨들어 온	만들어 온	Self-created (older spelling)
자살한 것	자살한 것	Committed suicide
알어야 한다	알아야 한다	Must know (older spelling)
문단은	문단은	The literary scene/world
정치적 정세	정치적 정세	Political situation
의존하고 있다	의존하고 있다	Is dependent on
퇴영적인	퇴영적인	Retrogressive, backward-looking
역사소설로	역사 소설로	Into historical novels
대중소설로	대중 소설로	Into popular novels
惰性에 의하야	타성에 의하여	By inertia (older spelling)
전락하고 잇는 것	전락하고 있는 것	Degenerating, falling into (older spelling)
당연한	당연한	Natural, rightful
코-스	코스	Course
인제 다시	이제 다시	Now again
수천 년 전의	수천 년 전의	Of thousands of years ago
봉건적	봉건적	Feudal
재생산을 괴하는 것	재생산을 꾀하는 것	Attempting reproduction (older spelling)
시대적으로	시대적으로	For the era, chronologically
沒意義한 것	몰의미한 것	Meaningless thing
복고적 감탄	복고적 감탄	Nostalgic admiration
그 餘에	그 외에	Besides that, in addition (older form)
달을 망정	다를망정	Although different
대부분	대부분	Mostly
자유주의적	자유주의적	Liberal
참여치 아니하고	참여치 아니하고	Not participating
호흡을 함께 할 수	호흡을 함께 할 수	Cannot breathe together (idiom: cannot align with)
스사로	스스로	By themselves (older spelling)
一團을 지여	일단을 지어	Forming a group (older spelling)
꾸준하게	꾸준하게	Steadily, consistently
보여주고 잇는	보여주고 있는	Is showing (older spelling)
중간적 도로	중간적 도로	Intermediate road/path
것는 것	걷는 것	Walking (path) (older spelling)
물론이요	물론이요	Of course, and...
현실 그대로	현실 그대로	Reality as it is
묘사함으로써	묘사함으로써	By depicting
만족하려는	만족하려는	Intending to be satisfied
好例	호례	Good example
웨	왜	Why (older spelling)
정확한 견해	정확한 견해	Accurate view
어이할 것이라는	어이할 것이라는	Saying what should be done (older spelling)
아무러한	아무러한	Any kind of (older form of 아무런)
노력	노력	Effort
공통적 결함	공통적 결함	Common flaw
貧窮文學家	빈궁문학가	Poverty-stricken writer
刮目에 *하엿다	괄목에 *하였다	Attracted noteworthy attention (刮目: rub eyes and look again, i.e. look carefully) (* likely 値할 만 하였다 'was worthy of')
니약이 책 시대	이야기책 시대	Storybook era (referring to early modern novels)
커다란 존재	커다란 존재	Great existence/figure
언급하지 아니할 수 없다	언급하지 아니할 수 없다	Cannot but mention
전도사엿든	전도사였던	Who was a preacher (older spelling)
종교에 관한	종교에 관한	Regarding religion
유*라스한	유머러스한	Humorous (likely borrowing)
戱筆	희필	Light writing, playful writing
경이의 눈으로	경이의 눈으로	With eyes of wonder/astonishment
대하엿다	대하였다	Treated, regarded (older spelling)
벗서나서	벗어나서	Escaping from, breaking away from (older spelling)
이러한 방향	이러한 방향	This kind of direction
발견하엿다는 것	발견하였다는 것	The fact that (he) discovered (older spelling)
오래동안의	오랫동안의	Of a long time
습작시대	습작 시대	Apprenticeship period
精鍊한 것	정련한 것	Being refined/polished
續篇	속편	Sequel
公式主義에 빠젓든	공식주의에 빠졌던	Who had fallen into formulism/schematism (older spelling)
경탄 그것으로	경탄 그것으로	With admiration itself
序文이엿다	서문이었다	Was the preface (older spelling)
결정적 선물	결정적 선물	Decisive gift
기념비적 존재	기념비적 존재	Monumental existence
여러 햇 만에	여러 해 만에	After several years (older spelling)
돌아와서 보니	돌아와서 보니	Returning and seeing
참으로	참으로	Truly, really
변하엿다	변하였다	Had changed (older spelling)
지주에서	지주에서	From landowner
자작농에로	자작농으로	To owner-farmer
소작농으로	소작농으로	To tenant farmer
洞里 사람들에게	동리 사람들에게	To the villagers (older spelling)
글도 가라처 주고	글도 가르쳐 주고	Teaching literacy and... (older spelling)
세계를 가라처 주고	세계를 가르쳐 주고	Teaching the world(view) and... (older spelling)
충실한 형제	충실한 형제	Faithful brother
되려 하엿다	되려 하였다	Tried to become (older spelling)
쫓게 되엿다	좇게 되었다	Came to follow (older spelling)
마을집	마름집	House of the village foreman/landlord's agent (마름)
미워하엿다	미워하였다	Hated (older spelling)
타작을 잘 내지 않기 때문	타작을 잘 내지 않기 때문	Because (they) didn't contribute well to his threshing
뜻하지 않은 실수	뜻하지 않은 실수	Unexpected mistake
뛰여나오게 되자	뛰쳐나오게 되자	Upon running out/leaving home (older spelling)
제사공장	제사 공장	Silk reeling factory
들어가서	들어가서	Entering
좀 더	좀 더	A little more
資X主義	자본주의	Capitalism (X likely censored '본')
內*	내막	Inner workings/details (likely 内幕)
정당한 세계관	정당한 세계관	Correct worldview
총명하엿다	총명하였다	Was intelligent (older spelling)
勞賃을 나리랴고 할 적마다	노임을 내리려고 할 적마다	Each time (they) tried to lower wages (older spelling/form)
스트라익이 닐어	스트라이크가 일어	Strike occurred (older spelling)
소동하게 되엿다	소동하게 되었다	Came to cause a disturbance (older spelling)
모범이 되야 할	모범이 돼야 할	Should become a model (older spelling)
조직적 행동	조직적 행동	Organized action
긔록한 것	기록한 것	Thing that was recorded (older spelling)
농촌묘사	농촌 묘사	Rural village depiction
닐으러	이르러	Reaching (older spelling)
극치를 보여준 것 같다	극치를 보여준 것 같다	Seems to have shown the peak/zenith
今後의	금후의	Future, henceforth
뛰여 넘기에	뛰어넘기에	To surpass, jump over (older spelling)
노력할 것이라 한다	노력할 것이라 한다	It is said that (they) will strive
參考함	참고함	References made


---------------------------


잡지명	삼천리 제8권 제1호
발행일	1936년 01월 01일
기사제목	小說講座-朝鮮小說發達史(續), 삼천리 문예강좌, 제3회 개강
필자	金台俊
기사형태	논설

小說講座-朝鮮小說發達史(續), 삼천리 문예강좌, 제3회 개강
						金台俊
筆者紹介

氏는 平北출생으로 금년 30세다. 昭和 6년 京城帝國大學文學部를 졸업. 현재 京城明倫學院敎師. 일즉이 『朝鮮小說史』를 저술하였으며 新羅鄕校 등 조선고전문학에 대한 연구가 깊고 또한 연구논문의 발표가 허다하다.

그리하야 大正 12년-3년에서 소위 新경향파라고 불으는 푸로문학의 싹이 움돗기 시작하야 당초에는 종래의 부르문학에 대한 論戰으로써 출발하였다. 잡지「開闢」에서 「朝鮮文壇」「朝鮮之光」을 배경으로 한 시대였다.
大正 14년 8월 23일 당시에 신경향파의 단체인 「파스큐라」와 焰群社가 합하야 「조선푸로레타리아예술동맹」(캅프)을 결성하였는데 당시의 盟員은 朴英熙, 金基鎭, 金永八, 李益相, 宋影諸氏로 昭和 2, 3년에 닐으러 福本主義의 「전무산계급정치XX의식」이라는 이론 싸움의 영향으로 조선 안에도 자기 청산과 諸流派 극복의 맹렬한 이론 싸움이 잇슨 것은 朴英熙 對 金基鎭, 金華山 對 尹基鼎, 趙重滾에 의하야 전개되여 캅프는 점차로 無産X動의 일익으로 활동하기 시작하야 組合主義에서 政治X動의 일부분으로 전향할세 東京留學生間에 잇든 「第3戰線」派와 합작하야 昭和 2년 가을에는 방향전환 지 선언하였스며 이런 의미에서<215> 大正 12년 이후를 階X문학의 자연발생적인 新경향파 시기라면 昭和 2년 이후를 그 목적 의식적 방향전환의 시기라고 할 수 잇는 것이다.
그리하야 昭和 7년 후 소씨아리스틱, 리아리즘 제창을 지나서 昭和 10년 5월 21일 캅프의 해체기까지에 그 효과적 업적에 잇서서 조선 문학의 주류를 일우고 잇슨 것은 엄연한 사실인 듯하다. 민족문학 諸家의 냉소가 잇섯다 할지라도 그 작품적 활동의 양과 질에 잇서서 때로는 민족문학를 凌過한 때도 많엇다.
민족문학은 예술과 정치를 완전히 분리하는 것이 원칙이면서도 이 동안의 민족문학 諸家는 春園의 예에서와 같이 李舜臣寄附金을 모집하면서 「李舜臣傳」을 쓰고 농촌진흥을 위하야 「흙」을 썻다. 그러나 具眼者는 알 것이다. 조선의 현실적 농촌을 위하야 캅프 10년사의 피라밑적 존재인 李箕永씨의 作 「故鄕」과 春園의 「흙」을 비교하여 보라. 여긔에 잇서서 설령 캅프 成員의 작품이 그 수법 그 문필 등이 상대적으로 拙劣하다 할 지라도 민족문학보담 有意義한 주류가 되였다는 것은 의심할 수 없는 일이다. 즉 이는 현실을 정당하게 인식할 수 잇는 신흥크릅의 가진 유일한 무기인 신흥과학과  및 그 방법의 절대적 우위를 말하는 것으로 이는 객관적 정세의 如何를 불문햐고 역사적 법칙의 일정한 경로를 딸라 시대를 대표하는 주류로써 上向의 길을 걸을 수가 잇는 것이다.

푸X문학의 전제로서 구성된 新傾向派는 그 의식이 아즉도 퍽 漠然한 者로 그들의 즐겨 선택한 取材는 의식 없는 부철저한 빈민층의 암담한 묘사가 아니면 그들의 主家에 대한 개인적<216> 반항이나 복수였섯다. 그들은 민족문학과 현저한 구분할 세계관 쫓아 갖지 못한 수가 많엇다. 朴英熙의 「사냥개」 金基鎭의 「붉은 쥐」를 필두로 趙明熙의 「低氣壓」, 「洛東江」 宋影의 「群衆停留」 李箕永의 「쥐니약이」 李益相의 「흙洗禮」 등이 잇다.

그러나 이 시기에 가장 활동하고 역량을 보여준 이는 曙海 崔鶴松氏가 아닌가 한다. 그의 出世作 「脫出記」는 다만 滿洲로 방랑하게 된 이유와 방랑의 상태를 그의 親友에게 알려준 편지요, 「紅焰」은 滿洲에서 中國인 대지주에게 負債 때문에 자기의 愛女를 빼앗긴 조선 貧農이 지주의 집에 放火하고 독긔로 지주를 斫殺하는 니약이요, 「血痕」과 「飢餓와 殺戮」이 모다 그러하다. 극히 비참한 현실에서 견데지 못하야 최후에 쓰는 수단을 비로소 의식하게 된 초보적 계단이였다. 이것은 大正 14, 5년대의 작품, 푸X문학 초기의 작품으로서 과정하여 온 것이지만 당시에 萌芽된 초보적인 의식을 가장 대표적인 작가를 나는 崔曙海라 하였다.

新경향파가 의식적으로 혹은 무의식적으로 개인적 반항과 복수를 千篇一律로 取材하였다는 것은 사회적 자각의 불철저, 예술적 呼訴性의 결여 뿐아니라 단순히 그것만으로는 문학적 작품들을 一個 「個人的 復讐」의 선전에 桎梏할 뿐이라는 데서 비로소 여긔 대한 반성과 批判의 기회가 와야 할 것이엿다.
맛침내 그 기회가 왓섯다. 昭和 2년(1927)쯤은 조선의 사회운동이 가장 활발하든 때인 만큼 푸X문학X동도 가장 번성하였다. 「朝鮮之光」을 배경으로 金基鎭 對 朴英熙의 역사적<217> 논쟁을 닐으킨 것도 이때엿다. 「캅프」는 개인적 반항과 복수를 목표로 하는 작품적 활동을 할 것이 아니라 한 X治主義 조직체로서 우리의 역사적 법칙의 코-스를 향하야 나아가는 실천적인 활동으로 방향을 전환하게 된 것이엿다.

목적의식을 提唱하고도 작가들은 아니 비평가들까지도 그 과학적 세계관의 把握은 용이한 것이 아니엿다. 창작방법의 스로-간을 밧글 적마다 그들은 그 이론을 발으게 移植 할 수가 없엇다. 그리하야 객관적 정세의 특수성 속에서 현실을 파악하며 구명하지 못하고 *相的인 註釋에만 흘럿기 때문에 그들의 生硬한 정치이론과 경제학설은 직선적 관념적으로 도식적으로 작품 속에 이구동성으로 들어나게 된 것이다. 唯物辨證法의 창작법을 어이하면 체득할 것인가 하고 그들은 고심하엿다. 그들은 어느새 圖式主義의 桎梏에 빠진 것을 깨닷고 그 크릅적 번민에서 많은 논란을 거듭하여 오다가 이에서 일보의 전진을 시험코저 조직의 일층강화를 圖하엿다. 그러나 이 강화와 지도부의 미약은 많은 同伴者들을 부르문학의 진영으로 빼앗겻슬 뿐이엿다. 잡지 「批判」, 「新階殷」의 지면에 넘친 가차없는 공식적 비판(辱說?)은 지금 想起하건대 불유쾌한 것이 많엇다. 그것으로는 新進文學靑年을 技術的으로 획득할 수 없엇다.
