Magazine Title: 삼천리 제8권 제1호
Publication Date: 1936년 01월 01일
Article Title: 海外文學講座 愛蘭文藝復興槪觀 (Overseas Literature Lecture: An Overview of the Irish Literary Revival)
Author: 金珖燮
Article Type: 문예평론 (Literary Criticism)

Overseas Literature Lecture: An Overview of the Irish Literary Revival
						Kim Kwangsŏp (金珖燮)
Author Introduction

Mr. Kim was born in Kyŏngsŏng-gun, Hamgyŏng Pukto, and is 31 years old this year. After graduating from Kyŏngsŏng Chungdong Hakkyo, he graduated from the English Literature Department of Waseda University in Tokyo. Currently, he is a teacher at Kyŏngsŏng Chungdong Hakkyo, a member of the Theater Research Society (劇硏究會員), and has published numerous research papers on English literature.

(Continued) Around the 15th and 16th centuries in human cultural history, there was a massive spiritual movement called the "Renaissance" that spread from Italy throughout Europe. However, when we speak of the "Irish Renaissance," or "愛蘭文藝復興" (Irish Literary Revival), it does not mean that it appeared in Ireland two or three centuries later in the late 19th century. Rather, it refers to the revival of the literature and arts possessed by the ancient Celtic people, spanning from the late 19th century into the 20th century, aimed at awakening Irish national consciousness. To borrow the words of the poet of meditation, Yeats, who was central to this movement:
"I wish to regenerate the ancient arts in Ireland. The kind of art that was understood in Judea, in India, in Scandinavia, or in all the ancient nations like Rome..."
To rephrase the view of art implied here by Yeats, it can be summarized by the particularity that literature and art must seek out the ancestors of that nation, and simultaneously by the universality that it must be moving and understandable to all people.<223> What Yeats idealized and yearned for can largely be said to be what the Irish Literary Revival idealized and yearned for.

Then, what does the previously mentioned "ancient literature and arts" of the Celtic people signify? To add a slight explanation, it is necessary to examine, albeit briefly, the cultural history of Ireland.
Judging from the facts appearing in cultural history, Ireland's cultural chronology is old, far preceding that of the British Empire, having early cultural exchanges with the countries of Southern Europe. Looking at religion, already in the early 400s AD, the Irish priest Saint Patrick established Christian missionary work and educational institutions, further spreading the study of Greek classics. The Greek classics – literature, philosophy, art – which seemed almost dead throughout Europe, flourished for a time on Irish soil. Thus, the era of Hellenism, a major source of European culture, came to the island of Ireland. Literary history considers this the period of the Ancient Irish Literary Revival. However, what we commonly call the Irish Literary Revival does not refer to this ancient revival, but rather designates, so to speak, a second one that takes the ancient one as its homeland.

The reason this Irish Literary Revival, which arose in the late 19th century, is treated as significant by Irish and world literary history is that it was a passionate movement springing from the wounds of the Celtic people, and because it was the salvation of the life of the Celtic race.
Although Ireland is now an independent free state, until the Anglo-Irish Treaty was signed in London in December 1921, leading to the emergence of the Irish Free State, they had ceaselessly––continued [their struggle] against Britain. It truly spanned a long period of time. Following the ideas of democracy or the<224> liberal thought of Romanticism that arose from the end of the 18th century, or the movements in America, or the various influences born from the World War – following these great impulses, movements for self-government or the establishment of a republic were seeking some path in the shadows, sometimes legally, sometimes illegally, through several parties in Ireland. This continued into the 1920s of the 20th century. During that time, although political movements were incessant, due to political suffering and economic hardship, there was no room for culture in general to develop. Consequently, literature, forming a part of culture, could not develop alone, and at the same time, literary movements could not help but be obstructed. No, more than that, political movements were primary, and literature was not even considered an issue, or if it was, only in the role of a secondary auxiliary to politics. However, reaching the mid-19th century, the political downfall of Mr. Stewart Parnell, leader of the Irish Parliamentary Party and a heavyweight in the political world at the time, gave the impression that Ireland had lost its political leverage against Britain. Because the external pressure was so great, even fervent political struggles could not make headway, resembling a small, rapid stream blocked by a large mountain, losing its way. Thus, passion and energy turned away from political movements and flowed into the current towards literature. That is, viewing the circumstances of the era, as it was already a time overflowing with ideas of liberty and equality and the spirit of national self-reliance, the Irish people sought to find their suppressed expression, in other words, the true desire (本念) of the Celtic race, its special characteristics, in literature. Here, the literary movement, which had been subordinate to the political movement, discovered its independence regarding the path to a nation's survival. Consequently, a new consciousness towards literature, based on a literary nationalism separate from the existing political nationalism, was formed, reaching the completion of a national literature in some sense, beyond political victory. In other words, it was the literature of<225> Irish national consciousness, created through the succession of the spiritual and cultural traditions of the ancient Celtic people. Therefore, that literature was a mirror of their ancestors, and a mirror reflecting their own lives, emotions, and also the sorrows of their reality. Thus, looking into that mirror, Ireland could not forget its position and reality. Therefore, for the Irish people, literature, although perhaps not politics that directly engages with reality, is something that eternally changes the life of an individual or a nation, possessing a power greater than politics.

The spirit of the Literary Revival in this sense encouraged young Irish writers, leading to the formation of many literary organizations. In 1883, the "Irish Literary Society" was organized in London, and in 1888, the "Pan-Celtic Society" (汎켈트協會) was founded in the Irish capital, Dublin. By 1892, this had developed into the "Irish National Literary Society." Among the poets and scholars who were most representatively active in both societies, one can mention William Yeats, Dr. Douglas Hyde, James O'Grady, Stopford Brooke, Miss Alice Milligan, and others.

So, how did these two societies in London and Dublin actualize their practical roles? To make Ireland widely understood, externally, they gave lectures or engaged in translation activities. Internally, they compiled Irish history and collected legends and old tales, striving to invigorate the spirit of the Irish people, while also promoting the mother tongue movement and the prosperity of the publishing business. What came after this first stage of the movement was the Irish National Movement. I intend to write about this National Movement in more detail under a new heading, but for now, I just want to state that it is the most brilliant part of the Irish Literary Revival movement, both for the nation itself and in the history of world legislature.<226>
Now, I intend to divide what this Literary Revival contributed to the Irish people into the following few points and add brief explanations.

First, The Literary Revival of National Myths and Legends.

Myths and legends are the essential, natural inner life of the spiritual existence of the people who possess them, and also, in their pure sincerity, nothing clarifies the characteristics of a people like them. Therefore, the writers of the Revival period searched for their literary material in the myths and legends passed down from the dawn of their homeland, Ireland, earnestly hoping to find a world of eternal attachment in their homeland. The poet Yeats is the most representative poet of this.<227>

Third, Rediscovery of the Primitive Peasant.

While Yeats lit a candle and immersed himself in the world of meditation, seeking the true Irish spirit (愛蘭心) in myths and legends that arose naturally and were transmitted orally, there was also a writer who turned his quest for the Irish heart towards the pure, truly Irish primitive peasants, untouched by the diverse cultural influences of the modern era. The writer who left particularly great works in this field during the Revival period was Synge. He went to the Aran Islands (아란섬), completely separated (隔離) from modern culture and having no dealings with it, and took as material for the completion of his works as a great writer the lives and emotions of the primitive peasants living there, carrying the unexpressed heart of the Irish (愛蘭*), laughing, sorrowing, working, and living just as they were.

Fourth, Establishment of a National Drama.

The completion of the Irish Literary Revival lay in the completion of the new theater movement centered around the national theater, the Abbey Theatre (아베이座). Although this new theater movement did not possess aggressiveness in a political sense, in its essence, it intended to [illegible] against the [illegible] of the British Empire, [illegible] national [illegible], evoke Irish native sentiment, and stimulate (剌) the traditions of customs and habits. (Continued on page 222) (Continued from page 228) Therefore, this stream of the new theater movement, while having the appearance of pure artistry, indirectly had much in common with the political national movement in its prelude.
With the above, though incomplete, I intend to conclude this overview of the Irish Literary Revival (To be continued). <222>

**Summary**

This 1936 article by Kim Kwangsŏp provides an overview of the Irish Literary Revival (late 19th-early 20th century), framing it as a movement distinct from the European Renaissance but akin in its goal of reviving national culture—specifically, ancient Celtic literature and traditions. Kim emphasizes the movement's roots in Ireland's long struggle against British rule, suggesting that political frustration channeled energy into cultural nationalism. He highlights figures like Yeats (seeking inspiration in myth) and Synge (finding authentic Irishness in peasants), and notes the importance of literary societies and the establishment of a national theater (Abbey Theatre) in fostering Irish identity and consciousness, arguing literature held a power potentially exceeding politics in shaping national destiny. For historians studying colonial Korea, this article is significant as it reflects how Korean intellectuals perceived and drew parallels from other nationalist movements under colonial conditions. The focus on cultural revival (myths, language, peasant life, national theater) as a means of asserting identity and resisting assimilation mirrors similar efforts in Korea under Japanese rule, showing an awareness of literature's role in nation-building and resistance beyond direct political action.

**Named Entities**

金珖燮	김광섭	Kim Kwangsŏp
氏는 咸北鏡城郡출생으로 금년 31세이다. 京城中東學校를 나온 뒤 東京早大英文科를 졸업. 현재는 京城中東學校敎師, 劇硏究會員, 영문학에 대한 연구논문의 발표가 許多 다.

(續)15, 6세기 쯤해서 인류의 문화사에는 「루네산스」「Renaissance]라는 거대한 정신운동이 이태리로부터 歐洲의 천하에 전파된 일이 잇다. 그러나 여기서 「아이리쉬·루네산스」「Irish Renaissance] 즉 「愛蘭文藝復興」이라 함은 그것이 2, 3세기를 隔한 이후 19세기말에 愛蘭에 나타낫다는 것이 안이고 愛蘭민족의식의 각성을 목표로 한 19세기말부터 20세기에 亙한 고대 켈트민족의 가젓든 바 문학예술의 부흥을 말함이다. 이 운동의 중심적 지위에 잇슨 瞑想의 시인 「예이츠」의 말을 빈다면
『나는 愛蘭에 고대의 예술을 재생식히고 십다. 猶太에 인도에 스칸디나비아에 또는 라마 모든 古代國에 잇서서 了解된 그가튼 예술을......
여기에 예이츠에 의하야 내포된 예술관을 다시 말한다면 문학예술은 그 민족의 祖先을 차저야 한다는 특수성과 동시에 모든 사람에게 감동되고 이해되여야 한다는 보편성으로 요약된다.<223> 이 예이츠가 理想하고 憧憬하는 바가 곳 愛蘭文藝復興 理想하고 憧憬하는 바 大體이라 할 수 잇다.
그러면 임이 말한 바 켈트민족의 「고대의 문학예술」이란 무엇을 의미하는가. 약간의 설명을 附한다면 愛蘭의 문화적 연혁을 약소한 정도에서나마 살필 필요가 잇다.
무릇 문화사에 나타난 사실로 미루어 보면 愛蘭의 문화적 연대는 오래서 英帝國의 그것보다 훨신 上代에 올러가서 일즉 南歐의 諸國과 문화적 교섭을 하엿고 종교로 보아서도 임이 기원 400년 初頭에 愛蘭의 神父 聖패트리크가 기독교포교사업과 교육기관을 設하고 나아가서는 희랍고전연구를 널폇다. 歐洲전체에 亙하야 거진 죽은 듯한 희랍의 고전 - 문학, 철학, 예술이 愛蘭土에서 한때 開花하엿다. 그리하야 歐洲문화의 一大根源인 헤레니즘의 시대가 愛蘭섬에 왓다. 이것을 가르처 문학사는 古代愛蘭文藝復興期로 본다. 그러나 우리가 恒用 愛蘭문예부흥이라 함은 이 고대의 문예부흥을 가르침이 안이고 그것을 고향으로 한 말하자면 제2의 것을 지칭함이다.
이 19세기말이 일어난 愛蘭문예부흥을 愛蘭은 물론 세계문학사가 주요하게 취급하는 이유는 켈트민족의 상처에서 소슨, 열정의 운동이자 그것이 켈트족의 생명의 救助이엇기 때문이다.
지금은 愛蘭은 하나의 독립된 자유국이나 1921년 12월 倫敦서 英愛條約이 체결되야 애국자유국이 출현될 때까지는 그들은 영국에 대하야 끈칠사이 업시--계속하여 왓다. 실로 오랜 시일에 亙하엿다. 18세기 말엽부터 일어난 데모크라시의 사상 혹은 낭만주의의<224> 자유사상 혹은 亞米利加의 움지김, 혹은 세계대전이 나흔 여러 영향, - 이 거대한 충동에 따라 愛蘭에는 자치운동, 혹은 공화국건설운동이 數個의 黨을 통하야 혹은 합법 혹은 비합법적으로 어두운데서 엇더한 길을 찻고 잇섯다. 그것이 20세기의 20년대까지이다. 그 사이에 비록 정치운동은 不絶히 하엿다하더라도 정치적 고통 경제적 고민으로 말미아마 문화일반이 발달할 여지가 업섯다. 따라서 문화의 일부를 형성하는 문학이 홀로 발전할 리가 업섯고 동시에 문학운동이 阻止되지 안을 수 업섯다. 아니 그보다도 정치운동이 主로써 문학은 문제시되지도 안코, 문제된다면 정치의 一翼的 補助役의 임무에서 뿐이엿다. 그리던 것이 19세기중엽에 이르러 愛蘭國民黨의 지휘자이요 당시 정계의 重鎭이던 스츄어드·파-넬 씨의 정치적 실각은 곳 愛蘭이 영국에 대한 정치적 세력의 상실갓치 印象되엿다. 외부의 압력이 너무도 큼으로써 비록 沸騰된 정치적 *爭이라 할지라도 手足을 내밀수 업는 정세로 말미아마 그들은 맛치 조고만한 급류가 커다란 산에 막혀서 그 길을 일허버림과 恰似하엿다. 그리하야 정열과 정력은 정치운동에서 전향하야 문학에의 조류로 흘럿다. 즉 시대적 정세로 보아 임이 자유평등의 사상과 민족자립의 정신이 넘친 때이라 愛蘭민족은 그 억제된 표현을 다시 말하면 켈트족의 本念을 그 특질을 문학에서 차즈려 하엿다. 여기에서 정치운동에 종속되엿든 문예운동은 한 민족의 생존의 길에 대한 독자성을 발견하게 됨으로써 在來의 정치적 국민주의와는 별개의 문학적 국민주의에 입각된 새로운 문학에의 의식이 형성되야 정치적 승리 이외에 엇던 의미에서의 민족문학의 완성에 달하게 되엿다. 그것은 다시 말하면 고대 켈트족의 정신적 문화적 전통의 계승에서 창조된 愛蘭민족의식의<225> 文學이엇다. 그러므로 그 문학은 그들의 祖先의 거울이요 그들 자신의 생활과 정서와 또한 현실에서의 슬픔이 反射된 거울이엇다. 그리하야 愛蘭은 그 거울을 보면 자신의 지위와 현실을 이즐 수가 업섯다. 그러므로 실로 愛蘭民族에 잇어서는 문학은 분명히 현실에 接하는 政治는 비록 못 된다 할지라도 한 個人이나 한 민족의 생명을 영원히 변동식히는 오이려 政治 以上의 힘을 갓춘 者이다.
이러한 의미에서의 文藝復興의 氣運은 愛蘭의 젊은 作家를 激勵하야 만흔 文藝的組織體를 형성케하야 1883年에는 倫敦에 「愛蘭文藝俱樂部」가 조직되엿고 1888年에는 愛蘭首都 더부린에 「汎켈트協會」가 創設되야 1892年에 이르러서는 그것이 「愛蘭國民文藝協會」로 發展되엿다. 이 兩協會에 잇어서 가장 대표적으로 활동한 詩人及學者를 들면 월렴·예이츠, 다그라스·하이드 博士, 젬스·오래듸, 스톱포-드부루크, 애리스·미리간孃 等을 말할 수 잇다.
그러면 이 兩協會가 倫敦과 더부린에 잇서서 實際的 役割을 엇더케 具體化하엿는가? 그들은 愛蘭을 널리 理解식히기 爲하야 對外的으로 惑은 講演을 惑은 飜譯活動을 하엿고 對內的으로 愛蘭의 歷史를 編纂하고 傳說古譚을 蒐集하야 愛蘭民族의 정신을 振作식히는 한편 母語運動과 出版事業의 旺盛을 圖謀하엿다. 이 第一階段의 運動以後에 온 것이 愛蘭國民運動이엇다. 이  國民運動에 對서는 題目을 새로하야 좀 더 仔細히 쓰고저 하거니와, 爲先 愛蘭文藝復興運動에 잇서서 民族 身으로나, 또는 世界法制史上에 잇서서 가장 빗나는 部分이라는 것만을 말해두고저 한다.<226>
이제 나는 이 文藝復興이 愛蘭民族에게 寄興바를 다음 몃 條目으로 난호어 簡單한 說明을 加하려한다.

第一   國民的 神語傳說의 文學的 復活.

精神話傳說이란 그것을 가진바 그 民族의 精神生活의 本質的 自然한 內面이요 또한 純情인 点에서 그 갓치 民族의 特質을 闡明하는 것은 업고. 그러므로 復興朝의 文人들은 祖國 愛蘭의 太初부터 傳해온 神活傳說에서 그 문학적 素材를 探索하야 永遠한 愛着의 世界를 祖國에서 찻고저 翹望하엿고. 詩人 예이츠는 그 가장 代表的인 詩人이다.<227>

第三   原始農民에게 再認識.

예이츠는 愛蘭의 本念을 自然히 發生되야 口傳된 바 神活傳說에서 찾고저 燭불을 켜고 명상의 세계에 잠겻스나, 한편 愛蘭心의 탐구를 현대의 잡다한 문화적 영향이 밋치지 안이한 순수한 그야말로 愛蘭人인 元始農民에게 향한 작가가 잇섯다. 復興朝의 이 방면에 잇서서 특히 위대한 작품을 남긴 작가가 곳 싱그이다. 그는 현대문화와 완전히 *離되야 何等交涉 업는 아란섬(島)에 가서 거기에 뭇겨서 표현되지 못한 卽 愛蘭*의 마음을 그냥 그대로 진이고 웃고 슬퍼하고 일하고 살어가는 원시적 농민의 생활과 정서를 그대로 위대한 작가로서의 작품완성의 소재를 삼엇다.

第四   民族劇의 樹立.

愛蘭文藝復興의 완성은 國民劇場 아베이座를 중심한 新劇運動의 완성에 잇섯다. 이 新劇運動은 정치적 의미에서의 적극성은 가지지 못하엿다하더라도 그 본질에 잇서서는 英帝國의 X當에 X義하 民며 族的 X性과 愛蘭本來이 정서의 喚X와 風俗習慣의 전통성을 剌 (第二二二頁에 繼續) (제228항에서 계속)
戟함으로써 意圖하였다. 그러므로 이流 新劇運動은 순예술성의 표면을 가지면서 간접적으로 정치적 국민운동과 前調로 동일히 하는바 만헛다.
이상으로 불비 하나마 愛蘭文藝復興의 개관을 삼으려 한다(繼續) <222>
<223-228, 222>
