**Header Section:**
Magazine Title: 삼천리 제7권 제5호
Publication Date: 1935년 06월 01일
Article Title: 端宗大王 莊陵 參拜記 (English: Record of a Visit to King Tanjong's Royal Tomb, Changnŭng)
Author: 金性睦
Article Type: 기행문 (English: Travelogue)

**Body Text Translation:**
There are so many mountains. Layer upon layer, the mountains get higher as one goes. Looking down from T'aesan Pass, turning bend after bend, mountains block the way. It's already been over a month since entering Kangwŏn Province. Passing through Hoengsŏng, Wŏnju, and P'yŏngch'ang to reach Yŏngwŏl, I feel suffocated every day. How I long for the vast, boundless ocean that opens the heart wide! The mountains of Kangwŏn Province, pressing down on my chest in thousands upon thousands of layers, make my body increasingly weary as I search deeper into them.

Although the majestic mountains, the scenery adorned according to the four seasons, and the serene atmosphere may hold tens of times more value than the admirable waves of the sea, when one gets lost on the rough paths of the deep, layered valleys and asks a young mountain wife for directions, it's truly upsetting when she turns away without answering. The road ahead is distant, and when dusk falls, cold sweat beads like pearls on the forehead, the mouth goes dry, and even the throat burns. Leaving this place and driving over a pass, tall, lush pine trees soared, and beneath them, grasses met the autumn, their yellow leaves fluttering in the wind. Autumn chrysanthemums filled the valley; this was the Yi Royal Household Forestry (李王職山林). To the left of the road was a large tomb (陵); this is the tomb where, some 280 years ago, the unfortunate royal spirit body (御靈體) of King Tanjong was enshrined (安莊).

I combed my hair again and straightened my clothes to pay respects at Changnŭng (莊陵). Guided by Ch'ambong (叅奉) Kim Pok-kyu (金宓圭), I performed a deep bow (重敬拜) before the Hongjŏnmun Gate (紅箭門) of the Royal Tomb's T-shaped Pavilion (御陵丁字閣). As I paid respects at the royal tomb with deep emotion, the silent blue mountains (靑山) seemed to inform me through the rising wind. Limitless longing wandered, unsure where to go, like a flock of sheep without a shepherd – where could they rest? Endless tears gathered in my eyes. Step by step, carefully, I paid homage (拜謁) at the tomb, turned around, descended, bowed in retreat (拜退) before the tomb, and went into the office (事務室). When I asked Kim Ch'ambong about the brief history (畧歷) of King Tanjong, [he explained that] King Tanjong was born (御誕生) on the 23rd day of the 7th month of the Sinyu year, the 23rd year of King Sejong's reign [1441], and ascended the throne (卽位) on the 18th day of the 5th month of the Imsin year [1452]. After reigning for three years, on the 11th day of the intercalary 6th month of the Ŭrhae year [1455], he abdicated (裨位于) to Sejo. He came to Yŏngwŏl and stayed at Ch'ŏngnyŏngp'o (淸冷浦), but during the long rains (長霖), the damp peninsula (半島) became severely cold, causing much hardship. Moreover, there was nothing even to eat, so the Hojang (戶長) of Yŏngwŏl county town (寧越邑), Ŏm Hŭng-do (嚴興道), avoiding others' eyes late each night (每夜深頃), brought food to Ch'ŏngnyŏngp'o. Due to the severe cold, King Tanjong inevitably <109> came to the Yŏngwŏl Guest House (寧越客舍) and then met his demise (遭變). That time was the 24th day of the 10th month, a time of accumulated snow (積雪之時) [1457]. When one could not distinguish even short distances, he suffered this misfortune. At that time (其時), Hojang Ŏm Hŭng-do carried King Tanjong's remains (遺體) on his back and came here. A mountain deer (山鹿) guided the way, allowing the enshrinement (安莊) here. His ninety-odd retainers (從者) died upholding their loyalty (節死). In the 7th year of King Sukchong's reign [1681], the tomb was restored (復陵) to its present state, I was told. Also, after the office was destroyed by fire (消化 - likely a typo/euphemism for 소화(燒火) or 소실(燒失)) in the 6th year of Shōwa [1931], the reference documents (參考書類) are now gone, they say. Leaving this place and arriving in Yŏngwŏl county town (寧越邑), on the way to find the Post Office (郵便所) first, the bicycle crank axle (自轉車クランク心棒) snapped. Although I had arrived, this happening right upon entering the town, even if not a superstition, left me feeling uneasy. So I left it at the bicycle shop (自車房) and went to the Post Office, but the letter I was waiting for hadn't arrived, so I sent a telegram (電報) to the Head Office (本社) and settled into the Yŏnghŭng Inn (寧興旅館).

Then, after visiting the County Office (郡廳), Police Station (警察署), and Township Office (面所), I had time, so I went to Ch'ŏngnyŏngp'o (淸冷浦), located 10 ri to the west.

Seeking Ch'ŏngnyŏngp'o
Reaching the riverside, there was an ownerless boat. Poling that boat across to Ch'ŏngnyŏngp'o, the first thing that appeared amid the lush, tall pines was the Ch'ŏngnyŏngp'o Boundary Marker Stele (淸冷浦禁標 碑). And going inside, it was the place where King Tanjong (端廟大王) used to reside (起寢).
There was only a stele pavilion (碑閣) erected, inscribed 'Site where King Tanjong stayed when in this district' (端廟在本府時 遺址). Sitting on a rock and looking around in all directions (四方), all that could be seen were forests (森林) covering the high riverbanks (川), and all that could be heard were bird songs.
River water (江水) surrounded it on three sides, and one side was a high mountain cliff (高山絶壁). When King Tanjong was staying here, if Ŏm Hŭng-do had not offered provisions (食糧), his suffering would surely have been greater.
Climbing up the western cliff (西便 벼랑), which seemed sheerly cut, I wrote a verse.

Oh, Ch'ŏngnyŏngp'o! Did they name you Ch'ŏngnyŏngp'o ('Clear and Cold Inlet') because you openly spoke, piece by piece, of our Lord's suffering?
How cold must it have been? How damp must it have been that he left this place?

Our Lord, who used to sit on the royal couch,
bidding farewell to the Palace City (宮城) with tears,
came down the rough mountain path of over four hundred ri (四百餘里)
to this island, those old days!

How heart-wrenching must have been the first night longing for home (望鄕)!
Black clouds (黑雲) gathered in the sky (天空), the sun (太陽) lost its light,
The four classes of people (四民) were weeping, loyal subjects (忠臣) died martyrs (殉死),
Who would rebuild this fatherland?

Even the bright moon (明月) in the mid-sky (半空中天) depended on one's perspective.
Ch'ŏngnyŏngp'o's strangely shaped (奇形異態) rocks (岩石) rising from the water's surface (水面),
and the lovely flowers of spring blossoms and autumn maples (春花秋楓), only added to the sorrow of our lonely Lord.

Turning back from this place, I took the boat and returned. On the way back...

To Kŭmgangjŏng Pavilion
With another guest staying at the inn (旅館), we went through the back alleys of the village (洞里), visited the local Confucian school (鄕校), recalling how the youth of old (古代靑年) were educated (敎養), and climbed up to Kŭmgangjŏng Pavilion (錦江亭). Below the sheer cliff (斷崖絶壁) <110>, the clear, blue autumn river water (江水) flows. Kŭmgangjŏng Pavilion, built on the bluff rising as if carved, speaks of past history (녯 歷史). Here I composed a verse, rising from decaying fragments:
Only after waking from the dream does one know it was a dream (몽각연후방지몽 夢覺然後方知夢).
Loyal subjects and devoted martyrs remain by the Kŭmgang River (츙신열사금강유 忠臣烈士錦江留).
Worldly customs value wealth, nobility, and long life (시육부귀생활다 時俗富貴生活多).
The foremost rivers and mountains are in this land (제일강산재차향 第一江山在此鄕).
With whom can I share the scenery of Kŭmgang (금강경개수여공 錦江景槪誰與共)?
Like this lonely pavilion, an old man climbs (여차고누로상부 如此孤樓老上夫).
A piece of loyal heart is entrusted to the flowing water (일장단심긔유수 一片丹心寄流水).
Ten thousand ri of mountains and rivers - when will there be peace (말리산학안하시 萬里山河安何時)?
After writing this.

Climbing to Minch'ungsa Shrine
The door of the crumbling shrine (祠堂) was open, the floorboards were missing and scattered about, and the walls, weathered by wind and rain (風雨), were collapsed and fallen. Going inside, in the center (中央) was the spirit tablet of the Court Ladies (侍女之神位), to the left the spirit tablet of the Attendants (开ž人之神位 - likely 從人之神位), and on one side, only the altar base (床) remained from whoever's spirit tablet (神位) it was. Oh, indifferent and cold-hearted people! Protect the historic remains (遺蹟) of this place.
About one chō (町步) east of here.

Called Nakhwaam (Falling Flower Rock)
From the water's surface (水面), a sheer cliff (懸崖絶壁) tens of chang (丈) high rises steeply. On the 24th day of the 10th month, the 65th year since the founding of the Yi Dynasty [1457], when King Tanjong met his demise (遭變), about 90 court ladies (侍女) and attendants (從人), with unwavering loyalty (一片丹心) and the spirit of 'a loyal subject does not serve two kings' (忠臣은 不使二君), threw themselves into the river from this cliff (絶壁), dying for their principles (投江節死). This is a place of deep sorrow (원한). The white-robed (白衣) loyal subjects (忠臣), some 90 bundles dying for their loyalty (殉節), fell one after another onto the river (江上). Because their fall resembled falling flowers, it was named Nakhwaam (落花岩 - Falling Flower Rock). Where will these fallen flowers eventually be reborn (還生)? Do the spirits of the 90 loyal dead play upon the river (江上)? The autumn river (秋江) in the 9th month sparkles, reflecting the sun (太陽). And do the fish, perhaps consoling the departed souls, leap towards mid-heaven (中天)?
Here I tried composing a verse.
On Kŭmgangjŏng Pavilion (錦江亭), a lone traveler (孤客) rests, bowing his head in thought of the loyal subjects and devoted martyrs (충신렬사) who threw themselves into the river (投江殉死). On the clear water of the 9th month autumn river (秋江), a boatman poles his boat across, seemingly unaware of the court ladies (侍女) and attendants (從人) who fell, chattering thoughtlessly. Autumn leaves (단풍닙), touched by the autumn wind, flutter down from mid-heaven (中天). Indeed, this place called Nakhwaam (洛花岩) is truly so.
Turning back from here, I rested once more at Kŭmgangjŏng and looked at a writing composed by Master T'oehan (退漢先生任 - likely Yi Hwang, T'oegye).
Cuckoo cries tear the mountains near the capital year after year (鵑啼山裂畿窮年).
That the river shares its name with Shu waters is no coincidence (蜀水名同非偶然).
Faint light on morning eaves greets the ocean sunrise (明滅曉簷迎海旭).
Whistling winds through evening doors sweep autumn mists (飄蕭晩互掃秋烟).
Green pools stir with maples, fish swim like brocade (碧潭楓動魚遊錦).
Blue cliffs birth clouds, cranes tread on carpets (靑壁雲生鶴踏氈).
Again I promise a Taoist friend to bring an iron flute (更約道人携鐵笛).
To come and blow, shattering the old dragon's sleep (爲來吹破老龍眠).
I came to record these lines here.
Next, I sought out Changjŏl Academy (彰節書院) at the western foot (西麓) of Maebong Mountain (鷹峯山), about six chō (六町許) northwest. This is the place where the spirit tablets (神位) of loyal subjects (忠臣) from the court of the sixth king of the Yi Dynasty (李朝), King Tanjong, are enshrined. There, ten loyal subjects (10忠臣) including Sŏng Sam-mun (成三問), Pak P'aeng-nyŏn (朴彭年), Yi Kae (李塏), Yu Sŏng-wŏn (柳誠源), Ha Wi-ji (河*地 - likely 河緯地), Yu Ŭng-bu (兪應孚), Ŏm Hŭng-do (嚴興道), Kim Si-sŭp (金時習), Nam Hyo-on (南孝溫), and Pak Sim-mun (朴審問) are venerated together (列享). Next, although I saw Yŏngmojŏn Hall (永慕殿), where the portrait (御像) of King Tanjong is enshrined and venerated (奉安信仰), and Chagyuru Pavilion (子規樓), where the King would come out alone late at night (深夜) and shed tears, [I heard about] Ŏrayŏn (魚羅淵), a broad and flat pool (廣濶平舖한 淵) located about 30 ri upstream on the Kŭmgang River. There is Sŏnam Rock (仙岩) there, and in the deep water (深水中), schools of fish (魚軍) play freely. In the fine seasons (好時節) of spring blossoms and autumn maples (春花秋楓), the mountain scenery (山景) along the riverbanks (江岸) resembles a surrounding brocade screen (錦屛), with the art of Great Nature (大自然) immersed there – truly a superb view (可謂絶景). <111>

**Summary**

The author recounts a journey through the mountainous Kangwŏn Province to Yŏngwŏl, focusing on visiting sites related to the tragic King Tanjong. He describes the oppressive mountains, the solemn atmosphere of Changnŭng (Tanjong's tomb), the desolate beauty of Ch'ŏngnyŏngp'o where Tanjong was exiled, and other historical spots like Kŭmgangjŏng, Minch'ungsa Shrine, Nakhwaam (where loyalists committed suicide), and Changjŏl Academy. The author expresses deep sympathy for Tanjong and admiration for the loyal subjects, reflecting on history, loyalty, and the landscape's connection to these events through prose and poetry. From a colonial history perspective, the article is interesting for its focus on pre-colonial Korean history and figures, particularly the tragic narrative of King Tanjong and loyalty, themes that could resonate with feelings of loss and yearning for sovereignty under Japanese rule. The mention of the Yi Royal Household Forestry (李王職山林) and the destruction of records in the office (possibly related to administration under Japanese rule) are subtle markers of the colonial context, while the author's deep emotional engagement with Joseon history highlights the persistence of Korean historical consciousness during this period.

**Named Entities**

端宗大王	단종대왕	King Tanjong
지로다	지어다	(Exhortation ending) Let's...
이곳의서	이곳에서	From this place (Older spelling)
町步	정보	Chō (distance/area unit)
懸崖絶壁	현애절벽	Overhanging cliff
웃둑 소사잇다	우뚝 솟아있다	Rises steeply (Older spelling)
李朝	이조	Yi Dynasty
一片丹心	일편단심	Unwavering loyalty
不使二君	불사이군	Not serve two lords
投江節死	투강절사	Drown oneself for loyalty
원한	원한	Deep sorrow, resentment
白衣	백의	White clothes
殉節	순절	Die for principles
뭉특이	뭉텅이	Bundle, lump (bodies)
차레차레	차례차례	One after another (Older spelling)
江上	강상	On the river
더러저 죽엇스니	떨어져 죽었으니	Fell and died, so (Older spelling)
떠러집이	떨어짐이	The falling (noun) (Older spelling)
갓흔	같은	Like (Older spelling)
하엿고	하였고	Was called, and (Older spelling)
꽃츤	꽃은	The flower (topic) (Older spelling)
어대서	어디서	Where (Older spelling)
還生	환생	Rebirth
뒤노는지	뛰노는지	Are playing? (Older spelling)
秋江	추강	Autumn river
밧아	받아	Reflecting (Older spelling)
위로하노라	위로하느라	Consoling (Older spelling)
그리는지	그리하는지	Doing so? (Older spelling)
中天	중천	Mid-heaven
뒤놀더이다	뛰놀더이다	Were leaping (Archaic ending)
지여 보앗나이다	지어 보았나이다	Tried composing (Archaic)
孤客	고객	Lone traveler
충신렬사	충신열사	Loyal subjects and martyrs
못보앗는 듯	못 보았는 듯	Seemingly unseen (Older spelling)
생각이 업시	생각이 없이	Thoughtlessly (Older spelling)
가을바람 마진	가을바람 맞은	Touched by autumn wind (Older spelling)
단풍닙	단풍잎	Maple leaf (Older spelling)
지으신	지으신	Composed (honorific)
보앗나이다	보았나이다	Saw (Archaic ending)
여긔에	여기에	Here (Older spelling)
記錄	기록	Record
되엿슴니다	되었습니다	Became (Older spelling)
西北	서북	Northwest
六町許	육정허	About six chō
西麓	서록	Western foot (mountain)
차졋다	찾았다	Found (Older spelling)
모신곳이다	모신 곳이다	Place where enshrined (honorific)
列享	열향	Venerate together
御像	어상	Royal portrait
奉安	봉안	Enshrine
信仰	신앙	Veneration, faith
大王끠서	대왕께서	The King (subj. honorific) (Older spelling)
深夜	심야	Late night
홀노나와	홀로 나와	Coming out alone (Older spelling)
눈물 흘니시든	눈물 흘리시던	Used to shed tears (honorific) (Older spelling)
보앗스나	보았으나	Saw, but (Older spelling)
上流	상류	Upstream
廣濶平舖	광활평포	Broad and flat
淵	연	Deep pool
잇고	있고	There is, and (Older spelling)
深水	심수	Deep water
魚軍	어군	School of fish
자유로히	자유로이	Freely (Older spelling)
뒤놀며	뛰놀며	Playing (Older spelling)
好時節	호시절	Good season
江岸	강안	Riverbank
山景	산경	Mountain scenery
錦屛	금병	Brocade screen
두런 듯	두른 듯	As if surrounding (Older spelling)
大自然	대자연	Great Nature
잠겨잇서	잠겨있어	Being immersed (Older spelling)
可謂	가위	Indeed, can be called
絶景	절경	Superb view
이더이다	이더이다	Is (Archaic assertive ending)


---------------------------


잡지명	삼천리 제7권 제5호
발행일	1935년 06월 01일
기사제목	端宗大王 莊陵 參拜記
필자	金性睦
기사형태	기행문

端宗大王 莊陵 參拜記
						金性睦
山도 만키도 함니다. 重重疊疊하야 갈스록 높은 산이요 泰山 嶺을 굽어 발바 구비를 돌아 갈스록 山岳이 앞을 막슴니다. 江原道에 드러선지 발서 1개餘月에 橫城, 原州, 平昌을 거처 寧越을 오기까지에 매일 답답함을 느끼게 됨니다. 胸襟이 濶然開하는 茫茫無涯한 大洋이 위그리 그리운지요? 千첩萬첩으로 가슴을 누루는 江原道山岳 차저 드러갈사록 몸이 더욱 괴롭슴니다.
山이 雄大하고 四季마다 때를 따라 꾸며지는 風景과 沈着한 맛은 흠상쓰르운 바다의 波濤보다 몃십배의 價値가 잇겟지만 疊疊幽谷 길 험한대 길이나 잘못들 때에 산골 새악씨에게 무러면 대답도 아니하고 도라서는 대는 참말노 속이 상함니다. 갈 길은 아득한대 날은 日暮하면 니마에는 식은땀이 구슬같이 허르고 입에는 침이 말나 咽喉까지 바싹바싹 타드러 가지요. 이곳을 떠나 차를 달녀 한 고개를 넘어서니 낙낙장송 큰 나무가 욱어지고 그 밋헤는 풀들이 가을을 맛나 누른 닙이 바람에 팔낭팔낭 하더이다. 가을 菊花는 골작에 가득한대 이곳이 李王職山林 이엿나이다. 길 좌편에 큰 陵이 잇스니 距今 280여년 전에 不遇에 端宗大王御靈體를 이곳에 安莊한 陵임니다.
머리를 다시 빗고 의복을 단정히 하여 莊陵을 參拜케 되엿나이다. 叅奉 金宓圭氏의 안내를 밧아 御陵丁字閣 紅箭門앞헤서 重敬拜하고 감개무량의 御陵을 叅拜함에 말업슨 靑山은 바람일켜 알외주고 太限업는 그리에는 갈길몰나 방황하니 목자업는 양의 무리 어대가서 깃더릴가? 하염업는 내눈에는 눈물이 고이더이다. 일보일보 조심하야 陵을 拜謁하고 도라서서 내려와 陵前에서 拜退하고 事務室에 더러 갓나이다. 端宗大王의 畧歷을 金叅奉에게 무럼에 端宗大王이 世宗23년 辛酉 7월 23일에 御誕生하시고 壬申 5월 18일에 卽位하섯는대 在位3년 乙亥閏 6월 11일에 裨位于 世祖하시고 寧越에 오시사 淸冷浦에 게시다가 長霖에 濕한 半島에 냉기가 심하여서 퍽이나 골난 할 뿐아니라 잡수실 것조차 업서셔 寧越邑 戶長嚴興道가 每夜深頃에 남의 눈을 피하야 잡수실 것을 淸冷浦에 갓다 올녀섯다. 냉기가 심한 관계로 不得己 宗端大王은＜109＞ 寧越客舍에 오섯다가 그만 遭變하섯다. 그 때는 積雪之時인 10月24日이다. 지척을 분별치 못할때 이런 변을 당하섯고 其時는 戶長嚴興道는 端宗大王의 遺體를 등에 업고 이곳을 오니 一匹의 山鹿이 길을 인도하야 주어서 이곳에 安莊한 바 되고 從者 90여인은 節死하엿든바 肅宗 7년에 復陵하야 현재 보는 바와 갓치 된 것이라 하더이다. 그리고 昭和 6년도에 사무실을 消化식히고 나서 지금은 참考書類가 업서젓다 함니다. 이곳을 떠나 寧越邑에 니르러 제일먼저 郵便所를 차저가든 도중에 自轉車クランク心棒가 둑부러저서 오기는 다 왓스나 邑에 드러서자 마자 이러케 되니 미신은 아니일망정 긔분이 조치 못하더이다. 그래서 自車房에 맛기고 郵便所에 가니 기달닊�든 편지가 아니와서 本社에 電報를 치고 寧興旅館에 주인을 정햇슴니다.
그리고 郡廳과 警察署와 面所에 가서 단겨 나온 후 시간이 잇기에 西으로 10里所되는 淸冷浦에로 갓슴니다.

淸冷浦를 차저
강변에 니르니 임자업는 배 한척이 잇난지라 그 배를 산대하야 淸冷浦로 건너가니 낙낙장송 욱어진 곳에 우선 나타나는 것이 淸冷浦禁標 碑이다. 그리고 드러가니 端廟大王이 起寢하시든 그곳이다.
端廟在本府時 遺址라고 쓴 碑閣을 세워둘 뿐 바위우에 안저서 四方을 살펴보니 보이는 것은 모다 놉흔 川에 욱어진 森林이요 들니는 것은 새소리 더이다.
三面으로 둘녀싸인 江水 일면은 高山絶壁이라. 이곳에 端宗大王이 게섯슬때 만약 嚴興道가 食糧을 공양치 안이 하얏든들 더욱 고생하섯슬 것이 엿슬 것임니다.
깍가 저른듯한 西便 벼랑우에 올나가 한귀의 글을 쓴나이다.
鳴呼淸冷浦야 우리任 고생함을
숨김업시 낫낫치 말햇다고
얼마나 추웟게 淸冷浦라 하엿고
오직이나 濕해서 이곳을 떠낫슬가

롱상에 안저시든 우리 님끠서
눈물노 宮城을 하직하고
四百餘里 험한 산길 내려오사
이섬속에 오시든 그 녯날!

望鄕에 첫날밤 오직이나 쓸아렷슬가
天空에 黑雲끼고 太陽에 빗치업서
四民은 울고잇고 忠臣은 殉死하니
누가 이 조국을 復建할가
半空中天 明月도 보기에 달녓고
淸冷浦 奇形異態의
水面에 소슨 岩石과
春花秋楓 조흔 꽃도 외로오신
우리 任만의서 괴로움만 더 햇스리라
이곳을 도로 돌아서 배를 타고 도라왓나이다 도라오든 도중에

錦江亭으로
旅館에 갓치 잇는 손님과 둘이서 洞里뒤골목으로 해서 鄕校를 덜녀 古代靑年들을 敎養하든 것을 회상케 하고 錦江亭을 올낫나이다. 斷崖絶壁 그 밋헤는＜110＞ 푸른 가을 江水 맑게 허러는대 깍은 듯 솟사나온 벼랑우에 지은 錦江亭은 녯 歷史를 말하고 잇더이다. 이곳서 한귀의 글을 주엇스니 석어가는 토막에서 일너스대
몽각연후방지몽 츙신열사금강유
시육부귀생활다 제일강산재차향
금강경개수여공 여차고누로상부
일장단심긔유수 말리산학안하시
이 글을 쓰고 나서.

愍忠詞의 올나
허무러저 가는 祠堂에 문은 열엿고 마루창은 빠저서 이리저리 헛터저 잇고 風雨의 벽은 너머지고 떠러저 잇는대를 더러가니 그게는 中央에 侍女之神位가 잇고 좌편에는 开ž人之神位가 잇고 한편에는 누구의 神位엿든지 밋해 床만 남앗스니 無心冷冷한 사람들이여 이곳의 遺蹟을 보호할 지로다.
이곳의서 동으로 약 一町步거리의.

落花岩이라 水面에서
數十丈 懸崖絶壁이 웃둑 소사잇다. 李朝開國 65년 10월 24일 端宗大王 遭變하시자 侍女와 從人등 90여명이 一片丹心으로 忠臣은 不使二君의 마음으로 이 絶壁우에서 投江節死한 원한의 곳이다. 白衣의 忠臣들 殉節의 뭉특이 90여 송이가 차레차레 江上에 더러저 죽엇스니 그 떠러집이 마치 꽃이 떠러지는 것 갓흔 것으로 落花岩이라 하엿고 떠러진 꽃츤 장차 어대서 다시 還生할가? 90忠臣 죽은 혼이 江上의 뒤노는지 9월 秋江은 太陽을 밧아 반짝반짝 그리고 고기는 죽은 혼을 위로하노라. 그리는지 中天으로 뒤놀더이다.
나는 이곳서 한귀의 글을 지여 보앗나이다.
錦江亭우에 한 孤客이 쉬며 投江殉死한 충신렬사를 생각하느라고 고개를 숙이고 9월 秋江 맑은 물우에 사공은 배만 집고 건너가며 侍女와 從人이 더러 집을 못보앗는 듯 생각이 업시 떠들기만하며 가을바람 마진 단풍닙은 펄펄 中天에서 날아오니 이곳이 洛花岩이라는 곳이 참말이로구나. 이곳에서 돌아서 다시한번 錦江亭에 쉬면서 退漢先生任의 지으신 글을 보앗나이다. 鵑啼山裂畿窮年 蜀水名同非偶然 明滅曉簷迎海旭 飄蕭晩互掃秋烟 碧潭楓動魚遊錦 靑壁雲生鶴踏氈 更約道人携鐵笛 爲來吹破老龍眠. 이 글귀를 여긔에 記錄케 되엿슴니다. 그다음은 西北六町許鷹峯山西麓에 彰節書院을 차졋다. 이곳에 李朝 建國後 第六代 端宗大王 조정에 忠臣의 神位를 모신곳이다. 그 곳엔 成三問
朴彭年
李塏
柳誠源
河*地
兪應孚 嚴興道 金時習
南孝溫
朴審問 等 10忠臣을 列亨한 곳이다. 다음은 端宗大王의 御像을 奉安信仰하는永慕殿과 大王끠서 深夜에 홀노나와 눈물 흘니시든 子規樓는 보앗스나 魚羅淵이라는 錦江上流30리나 되는 곳에 廣濶平舖한 淵이 잇고 그곳에 仙岩이 잇고 또 深水中에는 魚軍이 자유로히 뒤놀며 春花秋楓 好時節엔 江岸의 山景은 錦屛을 두런 듯 大自然의 미술이 그곳에 잠겨잇서 可謂絶景 이더이다.＜111＞ ＜109-111＞
