Magazine Title	삼천리 제13권 제12호
Publication Date	1941년 12월 01일
Article Title	朝鮮軍製作·志願兵映畵 「그대와 나」의 內地撮影日記 (Diary of Filming in Mainland Japan for the Chōsen Army-Produced Volunteer Soldier Film "You and I")
Author	東京大船撮影所에서 金素英 (Kim Soyŏng, from Tokyo Ōfuna Studios)
Article Type	문예기타 (Arts/Miscellaneous)

Diary of Filming in Mainland Japan for the Chōsen Army-Produced Volunteer Soldier Film "You and I"
						By Kim Soyŏng, from Tokyo Ōfuna Studios

September 22nd
I boarded the Akatsuki train bound for Pusan. The rest of the group had departed on the 20th, but Miss Asagiri (朝霧孃) and I had promised to leave together on the 22nd. It’s been a long time since I traveled, and it’s quite pleasant. The fields and mountains visible from the train window are all beautiful. The autumn sky is clear without a single cloud, and the fields, like waves of gold, endlessly warm the heart. As the universe began to draw its ash-colored curtain, the two of us went to the train's dining car for a simple evening meal. Returning to our seats, perhaps having run out of things to talk about, we silently gazed out at the already dark outside and watched the chattering passengers milling about. Eventually, finding even that tedious, I leaned back in my seat and simply fell asleep. When I opened my eyes, we were only 20 minutes away from arriving at Pusan Pier. We hurriedly gathered our luggage and tidied our faces, managing to board the connecting ferry without much trouble. After a brief luggage inspection at customs, we gave the porter (뽀-이) a small tip. We settled into the women's section, washed our faces, and upon returning, the porter told us a berth had become available and to come quickly. Miss Asagiri and I looked at each other and let out a big sigh of relief. Since getting on the train, we had worried about what we would do if there were no berths, so now we felt at ease.

September 23rd
I woke up early in the morning. It was a very gloomy day. As we were about to disembark, entrusting our luggage to the porter (보-이) from before, he hesitated for some reason, looking uncertain, then handed us an envelope. Puzzled, we accepted it and only opened it later after boarding the train from Shimonoseki (下關) to Tokyo. It was nothing special, just a request to send a promotional photo (푸로마이드) when we returned, along with his address. The beauty of the San'yō Line (山陽線) and Tōkaidō Line (東海道線) is like a landscape painting. The villages seen from the train appear endlessly peaceful, and the lives of the farmers working in the fields seem profoundly sacred. Just like a painting by Millet (미레-).
Miss Asagiri said she had relatives in Kyoto and would get off there, persistently asking me to get off with her. However, I didn't want to impose on strangers, and I also felt hesitant because I wasn't familiar with the etiquette of mainland Japan (內地), so I decided not to disembark. When we arrived at Kyoto Station, two or three girls, looking just as cute as Miss Asagiri, came to meet her, and I exchanged greetings with them too. They saw us off warmly until the train departed. <86>

September 23rd [Date likely error in original, should be 24th or later]
Arriving at Ōfuna at 6 in the morning, Mr. Tanabe (田邊氏) from the Government-General (總督府) came to meet us. Our accommodation was said to be the Ōfuna Hotel. Entering, it was a tiny place, like a matchbox, cozy, and didn't feel like a hotel at all. After a simple breakfast and unpacking, we went with Major Akutagawa (芥川少佐) to pay our respects at the Ministry of War (육군성). They were holding a preview screening of the first half of the movie "Kimi to Boku" (君と僕 - You and I) at the Ministry, so many people had gathered. Through Mr. Yi Ch'angyong's (李創用氏) introduction, I also met Mr. Iijima Tadashi (飯島正) and Mr. Tasaka (田坂氏) for the first time. Leaving the Ministry, I felt very tired and returned immediately to the hotel, as my body felt quite weakened.

September 8th [Date likely error in original, should be after Sep 23rd, perhaps Oct 8th?]
As set filming was to begin tomorrow, I went to the studio to pay my respects. Having visited the year before last, the people from that time greeted me very warmly. One disappointment was that Miss Tanaka Kinuyo (田中絹代氏) wasn't there. She was away on location (로케이숀) shooting for a film called "Record of a Woman Doctor" (女醫의 記錄), so I couldn't meet her.

October 8th
Set filming began today. Messrs. Nagata (永田), Miyake (三宅), and Miss Asagiri (朝霧諸氏) also came, so we filmed together. Through the kindness of the head of the Acting Department, I was given a splendid dressing room, practically an executive suite, labeled "Special Room." Honestly, I was quite delighted. That I could, even temporarily, work in such a fine studio, do my makeup in such a nice dressing room, have my hair done exactly as I wished by the Hairdressing Department, and even have my costumes beautifully pressed and put on for me. Suddenly, I thought of the film industry in Chōsen (조선). And thinking of the actors there, I felt incredibly sad.
It's fine if they don't do our hair, it's fine if we press and put on our own costumes, if only we had a decent film studio.—Thinking this, my reflection in the mirror seemed endlessly shabby.

October 9th
Today, Mr. Kosugi Isamu (小杉勇氏) also came and filmed with us. Although his home is in Tokyo city, he said he would stay at the Ōfuna Hotel until the work is finished. Seeing the dedication of mainland Japanese (內地) film people towards their work, I automatically feel respect. During lunchtime, the two of us always sought out a small restaurant called Matsuo (松尾) in front of the studio, mostly because it was quiet. By chance, I met a director named Shibuya (澁谷) whom I had met the year before last, and Miss Takamine Mieko (高峯三枝子孃). All the actresses here seem beautiful. Miss Takamine Mieko said she comes every day because she has set filming for a movie called "Land of Cherry Blossoms" (櫻の國). Since we had some free time in the afternoon, we went to observe the "Land of Cherry Blossoms" set.

October Xth
Today too, Miss Asagiri came to visit. She comes every day so we can go to the studio together. Entering the studio gate, there was an open area on the left crowded with people, just like a market day in Chōsen. When I asked Miss Asagiri what was going on, she explained that, unlike before, they now utilize the open space, with everyone at the studio working together to grow vegetables with their own efforts to lessen the burden on farmers in daily life, and they were now dividing up the harvested vegetables. I realized this must be the National Mobilization Labor Movement (國民皆勞運動) under the wartime system (臨戰體制下) and felt renewed respect for them. <87> The sight of them, men and women alike, carrying the vegetables they received home with their own hands after work – how beautiful must that scene be. I resolved to learn from this and practice it myself when I return home.
I wanted to show such a scene to those in our society who think actors are nothing but "high-class idlers" (高等遊民).

October Xth
Today, filming was suspended because we had to go around paying respects to newspaper companies. Miss Mun Yebong (文藝峯 氏) also came. After finishing the newspaper visits, we had dinner with Ōfuna Studio head Mr. Kidō (城戶氏) and several others before returning.

October Xth
Today, filming started at 9 AM. It was the first time in my life I wore Japanese clothing (和服). Like a child anticipating New Year's Day, I felt inexplicably restless and happy. Several Ōfuna actors, Mr. Uehara Ken (上原謙), Mr. Ryū Chishū (笠智衆), Ms. Okamura Yoshiko (岡村吉子), and others came to watch. I greeted them all for the first time. Mr. Uehara seemed even more splendid than on screen.
He had the air of an aristocrat. If Irie Takako (入江たか子) could be called a crane, I'd want to call Mr. Uehara a peacock. In the afternoon, Korean students from Nihon University (日大朝鮮學生) came for a tour. Though meeting them for the first time, they were so glad to see me, it didn't feel like meeting strangers at all. They kept asking to take pictures together, so we took photos with Kosugi, Sim Yŏng (沈影), Mito Mitsuko (水戶光子), Asagiri, and others. In the evening, Mr. Ōhinata Den (大日方傳氏) came to visit. He suggested strolling in Ginza (銀부라), and just as we prepared, raindrops started falling. Inevitably, we decided to stay at the hotel, chatting and relaxing. Kim Yŏnggil (金永吉), Sim Yŏng, Ōhinata, gathered together, talking about world affairs and movies until about 11 PM when they left.

October Xth
Today marked the end of set filming. In the afternoon, Miss Asagiri came with a friend, suggesting we go play in Ginza. We had promised to wear Chōsen clothes together today, so both of us wore sky-blue (하눌색) jeogori tops and white chima skirts. The Chōsen attire suited Miss Asagiri so well, she looked better than a shapely Chōsen lady. Her friend praised the beauty of the Chōsen clothes profusely. The three of us strolled through Ginza, had dinner, and then it started raining. We had no choice but to enter a shop, buy paper umbrellas, and then went into a coffee shop called Colombin (コロンべン). The customers stared at us wide-eyed, exclaiming "Chōsen kūnyan subarashii!" (朝鮮ク-ニヤン 素晴レい - Chōsen girls, wonderful!). We had heard similar remarks several times on the street earlier, so we weren't particularly surprised.

October Xth
Today, Miss Ri Kōran (李香蘭氏 - Li Xianglan) arrived from Shanghai, so at 9 AM, we gathered at Ryōgoku (?) (兩國養) and departed for a location shoot at Tonegawa (利根川). The weather was so fine it felt refreshing. The group got off at a station called Tsugū (?) (津宮驛), transferred to a boat, and traveled along the Tonegawa River. The scenery along the Tonegawa is indescribably beautiful. The boat moved between banks piled high with reeds. Of course, it was a small motorboat (ポンポン船). Looking out from the boat, fig branches laden with fruit drooped down from both banks, nearly reaching the actors. We went up on the deck (뎃기), picked ripe figs, and ate them, jumping around and delighting like children. After a while, the boat entered a wider <88> river and traveled some distance before arriving at a place called Kōrai (?) (湖來). We checked into the Kōrai Hotel (湖來호텔). The fatigue from chattering all day melted away after a bath. During dinner (夕飯), geishas from Kōrai were called in, and we watched the local folk dances (鄕土舞踊). Lacking any knowledge of dance, I couldn't distinguish much, but I thought it was quite a simple, rustic dance. The six or seven actresses who came from Ōfuna also danced and sang excitedly. Miss Ri Kōran and I excused ourselves early, saying we were tired. Leaning on the second-floor railing, gazing at the Tonegawa, the old song "Kare Susuki" (枯れすすを - Withered Pampas Grass) suddenly came to mind.

October Xth
Today is also a clear, fine day. We prepared for filming early in the morning. We went to the location at 7 AM and started work, as the plan was to finish by noon if the weather held. Fortunately, the weather was good in the morning, and filming concluded. However, it started getting cloudy in the afternoon, so the stills photographer complained a lot that not a single still photo (스틸) could be taken. We rushed back to the inn, had lunch, and packed our bags, as we had agreed to leave immediately after finishing work in the morning. Miss Ri, Miss Asagiri, and I set off with our trunks. The others said they were tired and would rest for a day, coming tomorrow. The three of us boarded the boat, and our conversation blossomed: stories of Shanghai and Beijing (北京), stories of Chōsen, stories of mainland Japanese films. Miss Ri Kōran is truly a fascinating person. I felt a charm completely different from my first impression. If the demure Miss Asagiri could be called a quiet scholar (꽁생원), I'd want to call Miss Ri a witty child (才童). Her voice, face, expressions – the more I saw, the more fond I grew, and the more beautiful she seemed. We disembarked at Tsutomi (?) (津富) [Possibly error for Tsugū/津宮?], and having about an hour to spare, we bought things on the street. Miss Asagiri bought a kan (貫, approx. 3.75 kg) of sweet potatoes, wrapped them in a cloth (책보), and said she would boast about them to her mother back home. Miss Ri bought about ten eggs and a bag of chestnuts. I stood there blankly for a moment, then decided to buy picture postcards (繪葉書). I bragged that I would get everyone to write messages on them (요세가끼) and send them to my new home in Ŭijŏngbu (議政府), so everyone rushed over to write. When it was time for the train, we boarded. We chattered so much on the train that we didn't notice the time passing. Eventually, Miss Ri insisted that since there was an air raid drill (防空練習) and it would be difficult for me to get to Ōfuna alone, I absolutely must go to her apartment and stay the night. Then Miss Asagiri also urged me. However, I had decided to leave the next evening, needed to pack my bags, and was busy with various things, so I stubbornly insisted I had to go. On the train bound for Yokosuka (橫須賀), I suddenly recalled something. My grandmother used to say that the Andong Kim clan's stubbornness was like an ox's. Wondering if I too had ox-like stubbornness, I chuckled to myself without realizing it.

October Xth
Departure preparations are all done. In the afternoon, I met Miss Asagiri in Ginza and we walked together all day. In just two months, the two of us had become quite close, so much so that people around us commented that a pair embodying true "Unity of Japan and Korea" (內鮮一體), not just in movies, had emerged. Parting was quite sad. We promised to meet again before the year's end and bid farewell with a firm handshake. Fortunately, Mr. Sim Yŏng (沈影氏) was leaving on the same train, which was a great relief. <89>

**Summary**

This diary, written by Korean actress Kim Soyŏng in late 1941, chronicles her trip to Japan to film "Kŭtae wa Na" ("You and I"), a propaganda film encouraging Korean volunteer soldiers for the Japanese army. She describes her journey from Pusan, her arrival at Ōfuna Studios near Tokyo, interactions with Japanese film stars (like Tanaka Kinuyo, Kosugi Isamu, Takamine Mieko, Uehara Ken, Ri Kōran) and crew, and her experiences during the shoot, including location filming along the Tonegawa River. Kim Soyŏng expresses admiration for the professionalism and resources of the Japanese film industry, contrasting it wistfully with the underdeveloped state of Korean cinema. She also notes wartime conditions in Japan, like the studio staff growing vegetables as part of the national labor effort, and reflects on her close friendship with Japanese actress Miss Asagiri, seen by others as embodying the ideal of "Naichi-Chōsen Ittai" (Japan-Korea Unity).

From a historical perspective, the article is revealing about the cultural propaganda efforts during the late colonial period, specifically the use of film and popular actors (both Korean and Japanese) to promote the Japanese war effort and the volunteer soldier system among Koreans. Kim Soyŏng's candid comparison of the Japanese and Korean film industries highlights the colonial power dynamic and disparities in resources. Her personal reflections and interactions, including the emphasis on friendship across ethnic lines (framed within the "Naichi-Chōsen Ittai" concept), offer a glimpse into the complex personal experiences and required public performances of colonial subjects involved in state-sponsored projects.

**Named Entities**

金素英	김소영	Kim Soyŏng
오날은 오전 9시부터 촬영을 시작했다. 내가 세상에 나온후 처음으로 和服을 입어보는 날이다. 맛치 설을 마지한 어린아이 모양으로 공연히 마음이 안정 안 되며, 기쁘다. 大船俳優諸氏, 上原謙, 笠智衆, 岡村吉子外, 여러 분이 구경을 왔다. 여러 분과 처음으로 인사를 했다. 上原氏는 화면에서 대하는 때보다 더 훌늉해 보였다.
꼭 귀족같은 감이 들었다. 入江たか子를 鶴이라고 친다면 上原氏는 孔雀이라고 부르고 싶다. 오후에 日大朝鮮學生들이 견학을 왔다. 그들은 처음 맛났는데 었찌나 반가워 하는지 도모지 처음 맛나는 사람들 같지 않었다. 작고 사진을 같이 찍어달라해서 小杉, 沈影, 水戶光子, 朝霧 여러분과 같이 사진을 찍었다. 저녁에 大日方傳氏가 놀러 왔다. 銀부라 하자고 하여 준비를 하고나니 빗방울이 떠러젔다. 할 수 없이 호텔에서 이야기하며 놀기로 했다. 金永吉, 沈影, 大日方, 그렇게 모여 앉어서 세상이야기 영화 이야기를 하다가 11시나 되여 돌아갔다.

10월 X일
오날은 세트 촬영도 끝이났다. 오후에 朝霧孃이 동무를 다리고 銀座로 놀러 가자고 찾어왔다. 오날은 朝孃과 똑같이 朝鮮 옷을 입고 나가기로 약속했기 때문에 우리 둘은 똑같이 하눌색 저고리에 흰치마를 입고 나갔다. 朝霧孃은 어찌나 朝鮮 옷이 잘 어울리는지 몸매 고흔 朝鮮 아가씨 以上이였다. 함께 온 동무는 朝鮮 옷이 아름답다고 칭찬이 놀납다. 우리 3人은 銀座散步를 하고 저녁을 먹고나니 비가 오기 시작했다. 할 수 없이 상점에 들어가 紙우산을 하나 사가지고 나와 コロンべン이라는 喫茶店에 들어갔다. 손님들이 눈이 뚱그레서 우리들을 처다보며 朝鮮ク-ニヤン 素晴レい라고 야단들이다. 우리들은 아까 거리에서 멫번인가 그런 소리를 드렀기 때문에 그닥지 신통하지도 않었다.

10월 X일
오날은 상해에서 李香蘭氏가 왔음으로 오전 9시에 兩國養에 모여 利根川 로케-숀을 떠났다. 日氣는 어찌 좋은지 정신이 새로워지는 것 같다. 일행은 津宮驛이라는 데서 내리어 배를 바꾸어타고 利根川沿岸을 달리었다. 利根川의 풍경이란 말할 수 없이 아름답다. 갈대가 잔뜩 쌓인 언덕과 언덕사이로 배가 다닌다. 배래야 물론 ポンポン船이니 말할 것 없이 조고마한 배다. 배에서 내다보면 양쪽 언덕에 있는 무화과 열매가 배우에까지 추-ㄱ 추-ㄱ 네리디렸다. 우리들은 「뎃기」에 올나가 무르닉은 무화과 열매를 따먹으며 어린애 모양으로 날뛰고 좋와했다. 얼마 후 배는 넓분＜88＞ 강으로 나와서 얼마를 달리다가 湖來라는데 도착했다. 湖來호텔에 旅具를 풀렀다. 종일 떠드러대고 난 피로도 목욕을 하고나니 푸러젔다. 夕飯때는 湖來에 있는 기생들을 불러다. 그 곳 鄕士舞踊을 구경했다. 무용에 대한 아무런 지식도 없는 나라 분간할 수는 없으나 퍽이나 소박한 무용이라고 생각했다. 六船에서 간 6,7人 여배우들도 춤을 춘다. 노래를 한다, 야단들이다. 李香蘭孃과 나는 고단하다고 먼저 물러나왔다. 나는 2층난간에 기대여 利根川를 바라보면서, 문득 枯れすすを라는 옛노래를 머리에 떠올렸다.

10월 X일
오늘두 잘 개인 좋은 日氣다. 우리들은 아츰 일즉부터 촬영준비를 했다. 7시에 현장에 가서 일을 시작했다. 天氣만 좋으면 오전 중으로 일이 끝나기 때문이다. 다행히 오전 중에는 日氣가 좋와서 촬영은 끝이 났으나 오후에는 날이 흐리기 시작해서 스틸은 한 장도 못찍었다고 스틸기사가 불평이 많다. 우리들은 불이야 불이야 여관에 돌아와서 점심을 먹고 짐을 쌋다. 아침에 일이 끝나면 즉시 떠나기로 약속했었기 때문이다. 李, 朝孃, 나 셋은 튜렁크를 들고 나섰다. 다른 분들은 피곤도 하고 하여 하로 쉬이고 내일 온다고 한다. 우리셋은 배를 타고나서 이야기에 꽃이 피였다. 上海, 北京이야기 朝鮮이야기 內地映畵 이야기 李香蘭孃은 참 滋味있는 사람이다. 처음 인상과는 전연 다른 매력을 느낄 수 있었다. 얌전한 朝霧孃을 꽁생원이라 한다면 李孃은 才童이라고 부르고 싶다. 言聲, 얼골, 표정하며, 보면 볼사륵 정이 붙고 아름다워 보인다. 우리들은 津富에서 배를 버리고 약 1시간 동안이나 여유가 있으므로 거리에서 물건을 삿다. 朝霧孃은 고구마를 1貫사서 책보에 싸며 집에 가지고 가서 어머님에게 자랑을 한다고 한다. 李孃은 계란 10여개하고 밤을 한 封 삿다. 나는 혼자 멍-하니 섰다가 繪葉書를 사기로 했다. 「요세가끼」를 해서 새로 이사간 議政府 우리집에 보낸다고 자랑을 했드니 모-두 달려들어 써주었다. 차시간이 다-되여 우리들은 차에 올났다. 차에서도 어찌나 떠들었는지 시간가는 줄을 몰랐다. 나종 李孃이 防空練習이 되여서 大船까지 혼자가려면 골란할 터이니 작고 자기 아파-드에 가서 자고 가라고 야단이다. 나종에는 朝霧孃까지 권한다. 그러나 나는 내일 저녁에는 떠나기로 결정했기 때문에 짐도 싸야하 고 여러 가지로 바뿌기 때문에 그여히 가야 한다고 고집를 썼다. 나는 橫須賀行電車속에서 문득 이런 일이 생각키웠다. 어렸을 적에 늘 할머니가 안동 김씨의 고집은 황소고집이라고 하든 말씀을. 그러면 나도 황소고집일까 생각하고 나도 모르게 픽, 웃었다.

10월 X일
떠날 준비는 다-되였다. 오후에 銀座에서 朝霧孃과 맞나 종일 같이 거렀다. 우리 둘은 2ケ月 밖에 안 되는 동안에 퍽이나 친해젔기 때문에 옆에 사람들이 영화에서만이 아니라 참된 內鮮一體의 한 쌍이 생기였다고까지 하였다. 떠날때는 퍽이나 섭섭했다. 우리는 年內로 또 맞나기로 약속하고 힘 있는 악수로 작별했다. 마침 沈影氏가 같은 차에 떠나게 되여 퍽 안심이 되었다. ＜89＞
＜86-89＞
