Magazine Title	개벽 제49호
Publication Date	1924년 07월 01일
Article Title	世上은 또 이만큼 變하얏다 (The World Has Changed This Much Again)
Author	一記者 (One Reporter)
Article Type	소식 (News)

The World Has Changed This Much Again
						One Reporter
The significant new global phenomena that erupted over the approximately one-month period from the end of May to late June include the pending US-Japan issue, (1) the signing of the Sino-Soviet Agreement, (2) the formation of a Leftist cabinet in France, (3) the friction between the National People's Party and the Social Democratic Party following the formation of Germany's new parliament, (4) the holding of Russia's 13th Communist Party Congress and the 3rd Comintern Congress, (5) the formation of Japan's Katō cabinet, (6) the instability that emerged in Italy's Fascist government, and (7) the revolution in Albania where the ruling party fled to Italy and the National Party triumphed.

New Developments in the Eastern Situation - The Establishment of the Sino-Soviet Agreement and its Impact
After the Sino-Soviet agreement between Wang Zhengting (王止廷) and Karahan, which was reported as if it were finalized, suddenly broke down, the issue became quiet for a while. Then, on May 31st, the signing of the Sino-Soviet Agreement was suddenly announced. The content of this agreement involved some modifications to the previous draft. A general overview of the contents includes (1) mutual respect for sovereignty, (2) confirmation of China's sovereignty over Outer Mongolia (外蒙) and clarification of the withdrawal date for Russian troops, (3) mutual prohibition of propaganda, (4) delimitation of borders, (5) determination of navigation issues, (6) disposition of the Chinese Eastern Railway (東支鐵道), (7) renunciation of concessions (租界) and other rights detrimental to China, (8) renunciation of the Boxer Indemnity (團匪 賠償金), (9) renunciation of consular jurisdiction, and (10) equality in customs tariffs, comprising 15 articles in total. Furthermore, the text stipulated that a formal Sino-Soviet conference would be held within one month to discuss details, with the conference scheduled to conclude within six months. However, it is doubtful whether the actual discussions can be satisfactorily concluded within such a planned timeframe.
Looking at the underlying intent of this agreement, the Chinese side focused on recovering rights from a position of equality, while the Russian side prioritized securing the Chinese Eastern Railway to guarantee freedom of action in the Far East. This Sino-Soviet Agreement can be seen as having created significant ripples in the political landscape of the East. Specifically, the mutual prohibition of propaganda is something the current Chinese government, lacking unifying power, cannot possibly enforce. The trend of Sinification towards communism, centered around scholars and youth in the North and the Sun Yat-sen (孫文) government in the South, will flow steadily, naturally inducing a new situation. Moreover, from a diplomatic perspective, <33> China's diplomacy this time was conducted independently, without being checked by anyone, which can be recognized as progress in Chinese diplomacy. At the same time, as China gets a taste for independent diplomacy and equal international relations, it will give courage to the recently fervent calls for rights recovery, likely triggering an even more passionate movement. How the rights recovery movement against Japan, which has been deepening for some time, will expand is a matter attracting particular attention. It is also needless to say how sharp the activities of Red Russia will be, now that it has achieved its goal after growling for some time, asserting that it must occupy the Chinese Eastern Railway, by force if necessary.

Reversal in French Politics - The Bowing of Post-War Reactionism

The French general election on May 11th resulted in a victory for the Leftist coalition (Cartel des Gauches), sealing the political fate of President Millerand and Prime Minister Poincaré. Simultaneously with Prime Minister Poincaré's resignation on May 31st, President Millerand should have cleanly resigned his post. However, citing the remaining three years of his term, he insisted on fighting until the end. Despite suffering the humiliation of having his request for cabinet formation rejected by Radical Party leader Herriot, he attempted to form a Marsal (?) cabinet. This cabinet was ousted on the 10th amidst the singing of revolutionary songs in parliament and a vote of no confidence. On the 13th, Senate President Doumergue was newly elected president, leading to the formation of the Herriot cabinet, led by the Radical Party leader.
What will be the result of political power in France falling into the hands of the Left? Needless to say, the Herriot cabinet will sweep away the atmosphere of the previous cabinet, which pursued extremely militaristic policies riding the wave of post-war reactionary sentiment. It will pursue a cooperative policy that respects European peace, first joining hands with Britain, implementing conciliatory measures towards Germany, restoring diplomatic relations with Russia, promoting social reforms domestically, implementing universal conscription while reducing the term of active service, abolishing the embassy to the Vatican (羅馬法王廳), and immediately repealing the emergency decree law aimed at presidential dictatorship. In any case, the French landscape has begun to shift from the extreme right to an extreme left. The consequence, first and foremost, is the elimination of the pretext for Britain's Conservative Party and Germany's National People's Party (國權黨) to claim they "must arm for France's sake." Simultaneously, this political change in France has become a powerful means to rescue all of Europe from the unprecedented crisis of imperialism. From the perspective of the Communist Party's platform, there will still be dissatisfaction, but it is a fact that the world has taken another step to the left. <34> It is heard that the current French Prime Minister intends to visit the British Prime Minister to discuss all matters, while former Prime Minister Poincaré, now a member of the Chamber of Deputies, is said to be trying to revive the Right's influence again. Indeed, such backward-pulling force is necessary to double the momentum of those moving forward.

Germany on the Move Again!
As reported in the previous issue, the general election on May 10th resulted in the far ends of the spectrum, the National People's Party (國權黨) and the Communist Party, gaining many new seats in Germany. At the very opening of the new parliament on May 26th, a clash occurred between these two extremist parties, escalating to the point where the speaker had to flee the chamber. Furthermore, the election of Marshal Ludendorff, a leading figure of the monarchist restorationists, as a representative posed an even greater threat to the German Republic. Prime Minister Marx, who had resigned once after the general election, attempted to form a coalition cabinet with the National People's Party, but due to their refusal, he formed a new cabinet (June 3rd) largely based on the previous cabinet members and faced parliament. The National People's Party members immediately submitted a motion of no confidence in the government, but it was defeated. The new parliament ultimately approved the Dawes Plan expert committee proposal (reparations issue), which stemmed from the new cabinet's intentions. The National People's Party, harboring even greater discontent, is expected to cause considerable commotion in the parliament resuming on June 24th. The majority of the German people, concerned about the overthrow of the republican system, are organizing themselves, while the Communist Party, including the Spartacus League (스팔타카스團), is reportedly planning to use this opportunity to bring about a workers' and peasants' Germany. Now, looking at the platform of the problematic National People's Party, it includes (1) repeal of the Law for the Protection of the Republic, (2) re-election of the President, (3) expulsion of Jews (猶太人), and (4) amnesty for all criminals involved in the two previous restoration attempts. However, if a revolutionary political change were to occur in Germany now, given that the political change in France resulted in a victory for the Radicals as mentioned above, there is no reason for the National People's Party alone to triumph in Germany. Depending on the circumstances, a Germany centered around the Communist Party might emerge.

The Labour Cabinet Finding its Footing
In Britain, the policies of the Labour cabinet are gradually gaining understanding among the people. The government's budget proposal, submitted early to parliament by the current cabinet, has won praise throughout Britain, solidifying its foundation. While initially adopting a supplicating attitude towards the opposition parties, it has now begun to show a stance of pressure. When the Conservative Party opposes without reason, the government promptly responds by putting its confidence to a vote of the entire nation, showing its willingness to dissolve parliament; the government's momentum is quite formidable. Recent issues include the stalled Anglo-Soviet conference, which has been indefinitely postponed <35>, the subway workers' strike, and an incident in Mexico where a representative of the British government was arrested and expelled, causing discord between Britain and Mexico. Also pending in parliament are the bill extending suffrage to all women aged 21 and over, granting them the right to vote and be elected, and the housing bill aiming to construct 2.5 million homes within 15 years.

Russia Just Smiling
In Labour-Peasant Russia, the recent Sino-Soviet Agreement is seen as opening the first path for advancement into the East, raising high expectations for future activities. Meanwhile, they are observing the political changes in France with great interest. Domestically, the 13th Communist Party Congress concluded smoothly, and the Central Committee's endorsement of the "International" policy has wiped out some right-leaning sentiments. Although not directly Russia's affair, the 3rd Comintern Congress (with 2 Korean representatives participating) was held in Moscow (莫斯科) in mid-June to discuss (1) national and colonial questions, and (2) the Japanese intellectual class.

The US-Japan Issue and Conditions in Both Countries
The big and absurd issue is the US-Japan problem. Is it the Japanese disposition to be harsh towards the weaker and bow to the stronger? The act excluding Japanese immigrants was finalized with the US President's approval on May 26th and is set to take effect from July 1st. The Japanese government submitted a protest note to the US government on May 31st. However, this protest, much like Ambassador Hanihara's (埴原) letter, was written in a spirit of friendship, fearful of offending American sensibilities. Its main points merely asked, in an explanatory and apologetic manner, (1) why the discriminatory treatment, (2) why are Japanese deemed ineligible for naturalization, (3) isn't the spirit of the US-Japan Treaty being ignored, and (4) hasn't the Gentlemen's Agreement been destroyed? It concluded by stating, "The Japanese Government persists in its solemn protest against the discriminatory clauses in the Immigration Act of 1924 and desires to have these representations placed on record, and relies upon the confidence that the American Government will be responsive to its request that it takes all possible and suitable measures for the removal of such discrimination." The US response will likely also end with polite excuses like "That's not quite how it is." Actions by Japanese civilians like committing suicide in protest in front of the US embassy, boycotting American goods, or demanding the naturalization of missionaries won't expedite an ultimatum. Even the new Katō cabinet, formed recently (Kiyoura cabinet resigned on the 7th, new cabinet formed on the 11th), made no mention of foreign policy <36> in its announced platform. This reflects the extent of Japan's domestic difficulties today. Japan's plight, unable to utter a single "If you do that, I'll do this" in response to the US's unchecked, arrogant challenge, is pitiful, while the swaggering attitude of America's powerful elite, propped up by money, is unbearable. Look at the platform announced by the Republican Party Convention, which dictates America's direction. First, it states opposition to government ownership of industry in any form. This means protecting and promoting capitalist enterprise at all costs. Second, it opposes US membership in the League of Nations but deems joining the League's court acceptable. Right, avoid troublesome duties but always take a share of the rights. Regarding Philippine independence, it states that independence will be granted whenever the internal political situation of the Philippines and world conditions permit. According to this, Filipinos might as well wait for a bull's testicles to drop while carrying firewood; what truly insidious words. To put it briefly, if the current political party representing American capital, and the current government based on this party, continue in this manner, the final enemy of the world liberation movement will be the United States. But surely there are true humans in America too. When will the day come for those humans to emerge onto the American stage?
What then of the Russo-Japanese issue? With the change in the Japanese cabinet, the negotiations between Japanese and Russian representatives, which were recessed for a while, will resume once the new cabinet's intentions are decided, as Japanese Minister Yoshizawa (芳澤) has gone to Tokyo (東京) under orders from the central government. The only question is the Katō cabinet's policy towards Russia. Judging from rumors about withdrawing troops from Sakhalin (薩哈漣), the intention seems to be to proceed with negotiations more amicably than the previous cabinet. If so, since the general negotiations are already largely complete with only the issue of concessions remaining, might the Russo-Japanese negotiations be rapidly concluded in a sudden turnaround?

Italy Truly Shaken
Instability has begun to shake the Mussolini government in Italy—indeed, all of Italy—which had relied on temporary reactionary forces and made a practice of resorting to violent politics. Could this really happen? In early June, Socialist deputy Matteotti delivered a fierce speech attacking the government in parliament. On his way out, he was abducted by members of the ruling party, his whereabouts became unknown, and even his body could not be found. This incident acted as a fuse, extremely agitating public sentiment across the country. Several cabinet ministers resigned, and there are concerns that a major political disturbance might arise. Heaven's net is vast; though its mesh is coarse, nothing escapes it (天綱恢恢踈而不漏). It seems the day is not far off when Italy's Fascist Party (國粹黨) will receive its due punishment. <37>

**Summary**

This article from July 1924 provides a global news roundup, focusing on major political shifts and international relations. Key events include the signing of the Sino-Soviet Agreement and its implications for China and the Far East, the rise of a leftist government in France signaling a move away from post-war reactionism, political instability in Germany between nationalist and socialist/communist factions, the consolidation of the Labour government in Britain, developments within Soviet Russia including the Comintern Congress, ongoing tensions between the US and Japan over discriminatory immigration laws, and growing political turmoil shaking Mussolini's Fascist regime in Italy following the Matteotti affair. From a Korean colonial history perspective, the article is interesting for its detailed coverage of shifting power dynamics in East Asia (Sino-Soviet treaty, US-Japan tensions, potential Russo-Japanese talks) which directly impacted Korea's geopolitical situation. The mention of Korean representatives at the Comintern Congress also highlights early Korean communist activities on the international stage.

**Named Entities**

一記者	일기자	One Reporter
발행일	1924년 07월 01일
기사제목	世上은 또 이만큼 變하얏다
필자	一記者
기사형태	소식

世上은 또 이만큼 變하얏다
						一記者
지난 5월 末일브터 6월 하순까지의 약 1개월간에 勃發된 세계적 新현상으로의 중요한 것은 숙제인 日米문제를 위시하야 (1). 中露協定 調印 (2). 佛國의 左黨 內閣 성립 (3). 獨逸의 新의회 성립에 伴한 國權黨과 社會黨의 軋轢 (4),露國의 제13회 共産黨大會 及 제3國際共産黨大會의 개최가 잇슨 것 (5). 日本 加藤내각의 성립 (6). 伊太利 國粹黨 정부에 動搖가 새긴 일 (7). 알바니에 혁명이 닐어 政府黨이 伊太利로 도주하고 國民黨이 得勝한 것 등이라 하겟다.

東方 局面의 新展開-露中協定의 成立과 그 影響
다- 된 것가티 傳하던 王止廷 카라한 간의 露中協定이 突然 決裂된 후로, 세상에는 이에 대한 문제가 한참 적막하더니, 지난 5월 31일로써 露中協定 調印의 旨가 돌연 發布되엿다. 今次의 협정 내용은 몬저번의 협정 草案에 다소의 수정을 加한 것으로서, 그 내용을 槪觀하면 (1)쌍방의 主權尊重 (2)中國의 外蒙에 대한 주권 확인 及 露軍 撤兵期의 明示 (3)선전의 상호금지 (4)境界의 査定 (5)航行문제의 결정 (6)東支鐵道의 處分 (7)租界 기타의 對中 利權의 포기 (8)團匪 賠償金의 포기 (9)領事 재판권의 포기 (10)관세의 평등주의 全文 15개조로 되엇스며, 尙又 條文 중에는 1개월 이내로 露中正式會議를 열고 細目을 토의하되 회의는 6개월로써 종료할 旨를 記入하엿다. 그러나 실제의 토의가 그와 가튼 예정기간 내에 圓滿 토의될가는 의문이 不無하다.
그리고 今回 협정의 內意를 보면, 中國 측은 평등의 지위에서 利權 회수하는 그 점에 주의가 잇섯고, 露國 측은 무엇보다 東支철도를 점유하야 極東에 대한 자유활동을 보장함에 주의가 잇섯는 바, 이번의 中露協定은 東洋政國에 一大 波紋을 그렷다고 봄이 올타. 즉 선전의 상호금지 云云은 今日과 가튼 統一力이 업는 中國 정부로서는 도저히 勵行할 수 업는 것인 바, 北方의 학자 及 청년 及, 南方의 孫文 정부를 중심한 中國 赤化의 潮流는 蹈蹈히 流入하야, 自然 新形勢를 誘致하게 될지오. 더욱히 외교방면으로＜33＞ 보면, 中國 이번의 외교는 누구의 견제도 밧지 아니하고, 오로지 독립으로 自行한 것으로서, 中國外交의 진보라 認할 수 잇는 동시에, 이와 가티 中國이 독립 외교, 평등 國交에 맛을 부친 결과는, 근래에 盛히 부르짓는 利權 回收熱에 일단의 용기를 주어, 層一層 열렬한 운동을 惹起할 것인 바, 언제부터 深化해오는 日本에 대한 利權 回收運動이 如何히 확대될가는 格別히 주목되는 문제이며, 정말 안 되면 武力으로라도 東支鐵道만은 점유하지 아느면 아니 되겟다고 하야, 언제브터 으르렁거리는 赤露가, 이번에 그 목적을 達한 결과의 활동이 얼마나 辛竦할가는 不言可想할 일이다.

佛蘭西 政局의 還元-戰後反動主義의 低頭平身

5월 11일의 佛蘭西 총선거는 左黨聯合편의 승리에 歸한 동시에, 대통령 밀란 及 首相 포앙카레의 정치적 운명은 벌서 거긔에서 결정된 것이다. 5월 31일 포首相의 辭職과 동시에 「밀란」 대통령도 깨끗히 그 職을 辭할 것이여늘, 任期의 3년 尙殘을 이유로 하야, 싸울 때까지는 싸와 본다고, 急進黨 首領 「엘리오」에게 組閣 거부의 辱을 當햇슴에도 불구하고, 다시 「말사스」 내각을 조직케 하다가, 10일 의회의 革命歌 高唱 중에 불신임을 당하야 쪼껴나고, 13일 上院 議長 「또메록」이 새로 대통령에 선거되며 急進黨 首領 「엘리오」 내각의 조직을 보게 되엿다.
이와 가티 佛國의 정권이 左黨의 手에 入한 결과는 엇지 될 것인가. 더 말할 것도 업시, 엘니오내각은, 戰後 反動 기분을 타서 極端의 軍國主義的 정책을 行하야오던 前 내각의 氣風을 一掃하고, 어대까지 歐洲의 평화를 존중하는 협조정책에 出하야, 몬저 英國과 손을 잡고, 獨逸에 緩和策을 施하고, 露國과 國交를 회복하며, 國內에 잇서는 사회적 혁신을 勵行하고, 國民皆兵制을 실시하야 在營 年限을 축소하고, 羅馬法王廳의 대사관을 폐지하고 대통령의 독재을 위한 非常命令法의 즉시 폐지를 단행하리라 하는 바, 여하간 佛國의 천지는 極右로브터 이제 한 極左로 옴기기 시작하엿다. 이 결과는 爲先 英國의 保守黨, 獨逸의 國權黨에 대하야, 「佛蘭西를 위하야 武裝을 하지 아느면 안된다」는 口實을 滅却함이 되는 동시에 今回 佛國의 政變은 全歐洲를, 또 다시 업돗든 帝國主義의 위기에서 救出하는, 유력한 방편이 되엿다. 공산당의 政綱으로 보면, 의연히 불만할 것은 사실이나, 여하간 世上은 또 이만큼, 한 거름 터 왼편을 내듸딘 것은 사실이다.＜34＞ 듯건대, 佛國의 現 首相은 英 首相을 委訪하야, 만사를 相論하려는 일면에, 前 首相 포앙카레는 代議士의 한 사람이 되야, 또 다시 右黨 形勢를 振作케 한다고. 그럿치 그만큼 뒤로 잡아당기는 힘이 잇서야, 압흐로 나아가는 사람이 나아갈 기세가 倍增하는 것이지.

또, 움즉거리는 獨逸!
5월 10일 총선거의 결과, 獨逸에는 國權黨과 共産黨, 즉 양극단의 黨派가 새로운 議席을 多得하엿다 함은 前號에 기재한 거와 갓거니와, 5월 26일 新議會가 열니는 劈頭에, 이상 두 極端 黨의 충돌이 생겨, 의장이 避席逃出하기까지에 니른 중, 元復僻派의 巨頭 「루덴돌푸」元帥의 대의원 被選은 더욱이나 獨逸 共和國의 위협이 되엿다. 총선거 후, 한번 사직을 한 맑스 首相은 國權黨과의 협조 내각을 조직코저 하얏스나, 뎌 편의 不肯으로 대개는 前 內閣員을 기초로 한 新내각을 조직(6월 3일)하야 의회에 임하엿는대, 國權黨員은 곳 정부 불신임案을 제출하엿스나, 패배에 歸하고, 新의회는 결국 新내각의 意思에 出한, 또우쓰 전문위원案(賠償問題)을 승인한 바, 國權黨은 더욱히 불평을 懷하야, 6월 24일로 再開하는 의회에는 한번 보암즉한 野鬧가 생기리라는대, 獨逸의 多數 民은 共和政軆의 顚覆을 慮하야 서로히 陣容을 整하는 중이며, 스팔타카스團을 위시한 共産黨은 이 기회에 아조 勞農 獨逸을 출현할 계획을 세운다는대, 이제 문제의 國權黨의 政綱이라는 것을 보면, (1)共和國軆擁護法令 폐지, (2)대통령 改選 (3)猶太人 逐放, (4)前後 2회의 復僻運動에 참가한 범인 전부의 特赦이다. 그런대, 이제 만일 獨逸에 혁명적 政變이 惹起된다 하면, 佛國이 政變이 右와 가티 急進派의 승리에 歸한 이상, 獨逸에서 호울노 國權黨의 승리가 나올 理가 업고, 경우에 의하야는 共産黨 중심의 獨逸이 출현될는 지 모른다.

자리가 잡히는 勞働 內閣
英國에는 勞働 내각의 정책이 점차로 인민에게 이해되는 중, 現 내각으로부터 일즉히 의회에 제출한 정부의 예산안은 왼 英國의 稱賞을 博하야, 기반이 漸實하는 바, 反對黨에 대하야도 처음은 빌붓는 태도에 出하던 것이, 이게는 威壓의 태도를 제게되야, 保守黨 편에서 까닭 업시 반대를 하면 문득 대답이 정부의 신임을 국민 전체에 뭇는다 하야, 의회 해산의 意氣를 보히는 등, 정부의 기세는 자못 굉장하다. 근래의 문제로는 英露會議가 진행되지 못하고 無期停頓이＜35＞ 된 것과, 지하철도원의 파업이 생긴 것과, 墨西哥에서 英國정부의 대의원을 체포 축출하려는 事端이 생겨, 英墨간의 불화가 생긴 등 事가 잇스며, 21세의 婦人은 누구나 선거 피선거권이 잇게 한 婦人 참정권 확장案과, 15개 年內에 250만 戶의 주택을 건축한다는 주택案이 의회에 결녀 잇다.

벙글벙글 웃고만 잇는 露國
勞農 露國에서는 今回 中露協定으로 東洋 진출의 첫길을 열은 것이라 하야, 今後의 활약을 크게 기대하는 일면으로, 佛國의 政變을 매우 흥미잇게 생각하고 잇다. 國內 문제에 잇서는 제13회 共産黨大會를 무사히 치른 동시에 중앙위원회의 「인터내수낼」정책의 是認을 엇어, 다소의 右傾 기분을 一掃하엿스며, 이것은 직접 露國의 일은 아니나, 제3국제공산당대회(朝鮮人 대표 2인 참가)를, 6월 중순 莫斯科에 열어, (1)국민적 식민 문제, (2)日本의 지식계급에 대한 토의를 하게 되얏다.

日米 問題와 日米 國情
크고두 우수운 것은 日米 문제이오, 보다 약한 자에겐 강하고, 보다 강한 자에겐 숙으려지는 것이, 日本人의 감정인가. 日本人 入國 排斥案은 5월 26일 日米 대통령의 裁可로 완성되야 7월 1일로브터는 천하에 行號令을 할 터인대, 日本정부에서는, 5월 31일로 米 정부에 一片의 항의문을 제출하엿다. 그러나 그 항의라는 것도 埴原 大使의 書翰에서 씨워 잇는 바와 꼭 가티, 米國의 감정을 傷할가 저퍼하면서 어대까지 友好의 정신으로 쓴 것이다. 그 要意는 다못 (1) 웨 차별대우를 하너냐 (2) 웨 日本人으로 歸化 不能이라 하너냐 (3) 日米條約의 정신을 돌보지 안녀냐 (4) 紳士協定은 被壞된 것이 아니냐 하는 말을 辯疏的 解說的으로 말한 후, 최후의 결론으로 「日本 정부는 今日 移民法案의 차별 조항에 대하야는 엄숙한 항의를 지속하고 기록에 留하고, 또 米國 정부에 대하야 차별대우 제거를 위하야, 일체의 적당한 조치를 執하기를 요청함으로써 其 당연한 責務로 思考한다」하고 끗을 막앗다. 이에 대하야, 米國으로부터 答書가 잇슬 것이나 그 亦 「그것이 그런게 아니라」云云하는 禮辭로써 끗을 짓고 말 것이다. 日本 民間으로부터 米 대사관 압헤서 憤死를 하느니, 米貨를 배척하느니, 선교사의 歸化를 강요하느니 하나 그것쯤으론 최후통첩의 촉진은 못 되겟고, 이번에 加藤내각이 성립(7일에 淸浦내각 辭職 11일에 新內閣 成)되야 新政綱을 전하는 데에도 외교 문제에＜36＞ 관하야는 一言의 論及이 업다. 이만큼 今日의 日本은 국내 문제에 곤란이 잇는 것이다. 無人之境으로 專橫하는 米國의 挑戰에 「너 그러면 나 그런다」의 한 마듸를 내밧지 못하는 日本의 國情도 딱하거니와, 米國 有權級의 돈分이나 가지고 꺼떡대는 꼴은 참아 볼 숊� 업다. 자- 米國의 천하를 좌우하는 共和黨大會에서 결의한 政綱의 발표를 보아라. 1에 曰, 산업의 國有는 如何한 형식으로던지 반대할 事라고 하얏다. 그러케 하야 어대까지 자본계급의 企業을 擁護 助長하자는 말이겟지. 2에 曰 米國의 國際聯盟 가입에는 반대하나 연맹의 법정에 가입은 可하다 하얏다. 그럿치, 귀치아는 의무에는 免하고 권리에는 언제든지 한목 들자는 말이며 比島 독립은 장래 比島의 內政狀態 及 세계의 형세가 可한 시기에 際하면 언제던지 독립을 與할 事라고 하엿다. 이 말대로 하면 比島人은 항소(牡牛) 불알 떠러지기 기다리고 장작 지고 단녀야 될 모양이지, 과연 얼마나 陰특한 수작이냐. 길게 말할 것이 업시, 米國의 자본을 대표한 現 政黨, 現 政黨을 기초로 한 現 정부의 式이 그대로 만나간다 하면, 세계해방운동의 최후의 敵은 米國일 것이다. 그러나 米國에도 진정한 인간이 잇겟지. 그 인간들이 米國의 표면에 드러날 날은 어느 날일가.
그러면 日露 문제는 엇지나 되는가. 日本 내각이 更送되며, 한참 休會 중에 잇던 日露 대표의 교섭은 지금 芳澤日公使가 중앙정부의 命을 바다 東京으로 갓슨 즉, 新내각의 意思가 결정되는 대로 다시 교섭을 열 것이다. 다못 문제는 日本의 加藤내각의 對露 방침 如何인대, 薩哈漣 撤兵說이 전한 것으로 推察하면, 前 내각보다 一層 好誼的으로 교섭을 진행할 의향인 바, 과연이면 旣히 大軆의 교섭을 了하고 다못 利權문제만이 殘存한 바, 急轉直下格으로 日露交涉이 速成되지 아늘가 한다.

伊太利는 正말 動搖
一時의 反動勢力을 밋고 그저 폭력정치를 행함으로 能事를 삼든 伊太利 무소리니 정부에, 아니 伊太利 전국에 動搖가 오기 시작햇다. 글세 이것 될 일이냐, 6월 초에 社會黨 의원 「마테오틔」가 의회에서 정부 공격연설을 맹렬히 하얏는대, 그 의회에서 나오는 길에 政府黨에게 납치되야 不知去處가 되고 시체조차 차즐 길이 업섯다. 이를 導火線으로 하야, 全國의 인심은 극도로 與奮되고, 閣僚 數名은 辭職한 바, 一大 정치적 騷擾가 생길 염려가 잇다 한다. 天綱恢恢踈而不漏伊太利國粹黨 이제 죄를 제가 바들 날도 멀지가 아는 모양.＜37＞
＜33-37＞
