잡지명	개벽 제49호
발행일	1924년 07월 01일
기사제목	南滿을 단녀와서 (Having Visited Southern Manchuria)
필자	ㅅㅅ生
기사형태	기행문 (Travelogue)

南滿을 단녀와서
						ㅅㅅ生

Southern Manchuria is a place that has recently aroused considerable hope among our compatriots. I traveled there once five years ago. This year, I visited again. However, the impressions I gained then and the impressions I gained this time were entirely different. This is not so strange. I even went under a completely different name this time compared to then. I could see that worldly affairs and people's hearts change and flow endlessly.

It was March 3rd of this year when I arrived at the gates of Jilin Castle, carrying the Siberian winds on my back. I spent several days sitting together and shaking hands with friends I had been waiting for, discussing our respective plans for the past and future.

On the morning of the 12th, I set out towards Pansŏk County, accompanied by Messrs. Mongho and Ch' T'ae. All living creatures, leaping wildly in joy, sang endless spring songs. The pleasant marshes were full of melted ice and snow, and a clear wind blowing from the blue sky brushed past my ears. Yet, the human life trudging step by step along muddy roads, trampled and churned by horses' hooves and cartwheels, seemed pitiful and laughable. However, with the self-determined consciousness that "The spring of life can only be brought forth by the hands of life itself!", we pushed aside all environmental struggles and advanced, and advanced again.

On the 16th, we arrived at Hamahatzŭ (蛤蟆河子). Looking back now, we had covered a distance of 215 ri in five days. This could be called a good achievement for unenlightened humanity. My feet were blistered, and my energy was completely drained. The house where we stayed belonged to Mr. Hong XX. With very warm sympathy, he persuaded our party to rest for an extra day. There was a verse of poetry he gave us, but it is a considerable regret that I cannot remember it well. My response in verse (whether it can be called poetry or just strung-together words <91> is uncertain) was thus: "Fortunately meeting good friends while also encountering spring, / One night's discussion renewed my thoughts. / How laughable, the failed traveler of yesteryears, / How could he know the successful person of tomorrow? / Wind drives the remaining snow, increasing the cold air, / Sun reaches the clear sky, shedding worldly dust. / Thinking on it, all things are but dreams, / Temporarily relying on poetic lines, I play with my truth."

On the morning of the 18th, we departed again. After two days, we arrived at Horanjipch'angja (呼蘭集廠子). We had reached our destination. Here resided Mr. Imjang; he was someone who could be called a master of Southern Manchuria. We spent five days here amidst joyous shouts and delightful drinking. Between people whose worries, anxieties, joys, and laughter had long been blocked, an unforgettable "web of righteousness" (義網) was spun. One day, Mr. Imjang showed me a poem like this: "Fate's beginning, the Kapcha spring, / Heaven's heart and worldly affairs, renewed at once. / Yan clouds escort the dragon-slaying guest, / From Bohai comes seeking the louse-catching man. / Streams break the lingering ice, revealing swords and lutes, / Mountains retain patches of snow, washing away grime and dust. / Unless there is real strength, there is no other art, / Plant a true cause, and the result will be true." This was a response to the piece I had written earlier in Hamahatzŭ.

Another thing deeply imprinted on my mind here is the sincere sympathy and fervent affection of the local Ch'ŏndogyo Chongnisa (天道敎宗理師), Mr. Kim Ŭngsik, and fellow believer Mr. Hong Yŏngsik. Furthermore, the sincere concern emanating from Mr. Kim Ŭngsik's wife, with her gentle heart, endlessly worrying if anything was lacking, truly gave me the feeling of being led into the kingdom of heaven.

On the 24th, Mr. Ch' T'ae and I were to return to Jilin. Mr. Mongho remained there. As we took up our staffs to leave, Mr. Tonggu (Mr. Imjang's son) and Mr. Mongho wrote down the following farewell poems for us. This was Mr. Tonggu's composition: "Shaking your hand just when I was thinking of you, / Staffs side-by-side, the matter is also wondrous. / A thousand leagues of travel gear, yet a foot of sword remains, / A sky full of wind and rain, playing chess by the bed. / Remote mountains' snow piled high, yet spring still stirs, / Liao Sea clouds hang across, the moon seems slow. / Wait until the day of clear, round reunion, / Remember this rhyme and recite the poem with joy." And Mr. Mongho's poem was like this: "Since there is such a person, there must be poetry, / Deep plans, how fortunate to enter the wondrous realm. / Floating life vexed in vain on hesitant roads, / Worldly affairs are just like scattered chess pieces. / Wind and rain, yearning for home a thousand leagues away, / Streams and mountains send off the guest, one staff moves slowly. / Do not forget the earnest promises of former days, / Wishing to speak my heart, I offer another poem."

Leaving such affectionate friends behind and returning, just the two of us, was unspeakably sad. In truth, it was something that couldn't be helped. Mr. Ch' T'ae and I, repeatedly discussing the circumstances of our compatriots living in the area, dragged our weary legs and walked back endlessly. I read the poems they gave me once, then recited them again, and at one point, responded in verse like this: "Partings in this floating life are surely timeless, / Sometimes ordinary, sometimes extraordinary. / Worldly affairs leave only a three-foot sword, / Human hearts, alas, are like a chessboard. / Mountain ice begins to thaw, the stream's sound grows loud, / Shore <92> willows just unfurling, the sun's shadow lingers. / Spring snow falling thick on the Southern Manchurian road, / Enduring hardship and exhaustion, I recite your poems."

After a week, we entered Jilin Castle again. The scattered and tedious suffering on the road vanished as if wiped away when I recalled the situation of our compatriots in Southern Manchuria; this alone was a great fortune. However, in reality, my temporary suffering was merely conquered by a longer-lasting suffering. I shed countless tears for our compatriots drifting in the Southern Manchuria region, and sometimes I wanted to kick it all away, thinking, "Are these all our compatriots!" But my heart grew even sadder. I know this was the destination for those who, unable to bear the persecution of aggressive capitalism, left supporting the old and carrying the young, men carrying loads and women bearing burdens on their heads, heading towards a distant foreign land. In fact, their expectations were not baseless. The landscape, climate, geology—everything is suitable for farming. With exactly the same capital and labor consumed inland, they could obtain two or three times the harvest. But strangely, pressed by the influence of the Chinese, pushed by the prevailing conditions, they don't know what to do and suffer day and night. Rice does not enter their mouths. Even cotton clothes are too much for their bodies. Several households take shelter in a single rented room of a Chinese house. These are our compatriots whom we used to see morning and evening along the Kyŏngbu and Kyŏngŭi railway lines, carrying a lifetime of resentment and anger in their hearts, listlessly driven out!

What I have described above are the miserable conditions arising solely from economic destitution. Even more frightening are the unstable circumstances—all the mental anguish, agony, melancholy, etc.—arising from intellectual destitution (思想荒), which evokes the feeling of sailors unable to distinguish east from west on a vast ocean. Storms and angry waves surround them on all sides. They are buried in dark terror. However, there is one very strange thing: deep within their unstable psychology lies a common enemy. I believe that the flashing light amidst the heated struggle against this enemy will become the guiding principle revealing their future path. Here, I hope that everyone will abandon their established prejudices (fragments of ideology) and create a kind of central ideology.

It is said that barely twenty years have passed since our compatriots came to the Southern Manchuria region. Therefore, it is natural that there is much inferiority compared to Northern Manchuria or the Russian territories. Also, originally coming empty-handed (赤手空拳), it is an unavoidable fact that finding a foothold is difficult. However, falling into such a scattered and unstable state is truly depressing and infuriating. Here, we realize the need to reflect on the shortcomings within ourselves. <93> It's an old saying, but briefly considering the words "A man must insult himself before others will insult him" (人必自侮而後人侮之) might not be unhelpful. What are our own shortcomings? I want to answer like this:

First is the lack of real strength (實力缺乏) in each individual. As people without their own capital or common sense suddenly come into contact with a different ethnicity whose language and customs are vastly different, it is quite unavoidable that they initially suffer contempt and loss. Therefore, even for those with some capital who have leased land from Chinese people for a fixed term, there are numerous abuses where the landlord arbitrarily increases the rent unreasonably within the contract period. If one does not comply, there are cases where the land is simply taken away. Because homes, farms, etc., are thus unstable, one can see the scene of yearly wandering. Consequently, it is no exaggeration to say that the year's income is entirely spent on moving expenses. Thus, the miserable suffering of the following year cannot be avoided.

Second is the deficiency in social life. Our farmers are generally scattered, one house per ten ri, another per fifty ri, perhaps another per hundred ri, thus living separately and unable to find opportunities for mutual love and assistance. Because of this, their views become narrow-minded and they are ignorant of affairs, naturally becoming unable to resist the侵害 (infringement) of those heartless Chinese. Such misfortunes eventually cause even their own descendants to encounter the same tragic fate, making them serve as agricultural serfs to the Chinese forever. This is because there is no way to provide them with adequate social education.

Besides these two, there is one more major deficiency: the lack of national support. For a people without this, trying to make a living in a foreign country entails indescribable resentment and pain. Our lives and property depend entirely on each of us protecting ourselves; there is no other way. This is the greatest deficiency preventing us from planning for development equal to that of the Chinese people. So, what should be done to live well? This becomes the next issue for discussion.

First, let as many people as possible pool their capital (合資) to purchase land (土地買收). No matter how little money they have, those arriving for the first time usually bring at least one or two hundred won. However, among them, not a few fail by starting ventures here and there without careful consideration. Therefore, as many people as possible should pool their capital to purchase suitable land for collective farming (共同耕作), and on the other hand, devise measures to relieve compatriots who wander yearly due to lack of funds.

Second, let us strive for model facilities (模範的 施設). If what was mentioned above <94> comes to pass, a village (部落) will naturally form. A new village (新村) for Korean people will be built. Here, we can manage an autonomous life (自治的 生活), and consequently, in education, industry, and everything else, we can serve as a model for the Chinese people to emulate. Here, through appropriate negotiations (交涉) with Chinese officials, we can obtain guarantees for survival (such as defense against bandits, 防禦土匪). Thus, we should strive to promote our Korean civilization (朝鮮의 文明). This, I believe, is the urgent task to defend against external insults on one hand, and plan for self-prosperity (自榮) on the other.

Following this, what I referred to as the greatest deficiency can also be overcome without difficulty. This will be achieved when, in planning all such endeavors, we do not forget the intention to fiercely struggle with that common thing hidden deep within our frustrated and anguished hearts, as mentioned above. Thus, the will to fight becomes strategy, strategy becomes action—it is when we advance like this. This also speaks to the need for training and testing in our common central ideology (中心思想).

Having witnessed the situation of our compatriots living in Southern Manchuria, I could not bear it and hastily penned these few rough words, begging the consideration of our compatriots residing there, and at the same time, writing this piece in the hope that it sparks distant thoughts among those involved in the rural movement (農村運動) in the homeland. <95>

**Summary**

The author, writing under the pseudonym ㅅㅅ生, recounts a journey to Southern Manchuria in 1924, five years after a previous visit. He contrasts the initial hope associated with the region with the harsh reality faced by Korean immigrants. He details their economic struggles due to lack of capital, dispersal, exploitation by Chinese landlords, and lack of social cohesion or state protection. He also notes a "spiritual destitution" but sees a potential unifying force in their shared struggle against a common enemy. The author proposes solutions: collective land purchase and farming, establishing model Korean villages with autonomous structures (education, industry) to serve as examples and negotiate better terms with Chinese authorities, and fostering a unifying "central ideology." Historically, the article provides a valuable firsthand account of the dire conditions faced by early Korean migrants in Manchuria under Japanese colonial rule, highlighting their vulnerability, the push factors from Korea (economic hardship, likely colonial policies), and early attempts at self-organization and community building in diaspora. It reflects the intersection of nationalism, economic survival, and ideological searching among Koreans abroad during this period.

**Named Entities**

南滿	남만	Southern Manchuria
禦	어	Defend against; resist
自榮	자영	Self-prosperity; flourishing
無難	무난	Without difficulty; easily
企圖	기도	Plan; scheme; attempt
鬱憤	울분	Pent-up anger; resentment
心底	심저	Bottom of the heart; depths of the mind
戰意	전의	Will to fight; fighting spirit
戰術	전술	Tactics; strategy
實行	실행	Implementation; action; practice
邁進	매진	Strive forward; press onward
訓育	훈육	Training; discipline; education
試練	시련	Trial; ordeal; testing
目睹	목도	Witness; see firsthand
鹵莾	노망	Rash; careless; rough (often used self-deprecatingly about one's writing)
마듸	마디	Word; segment (older spelling)
乞	걸	Beg; request
同時	동시	At the same time
內地	내지	Homeland; Korea proper
農村運動	농촌운동	Rural movement
人士	인사	Personage; figure; individual involved in something
遠念	원념	Distant thought; consideration from afar
草	초	Draft (a document)
-e 

---------------------------


잡지명	개벽 제49호
발행일	1924년 07월 01일
기사제목	南滿을 단녀와서
필자	ㅅㅅ生
기사형태	기행문

南滿을 단녀와서
						ㅅㅅ生
南滿은 近來에 우리 同胞들의 적지안은 企望을 引起하는 地方이다. 나는 五年前에 그곳에 한번 遊歷한 일이 잇섯다. 今年에 한번 단녀왓다. 그런데 그 어든 感想과 이번에 어든 感想은 全然히 갓지안하얏다. 그것은 그리 怪異한 일이 안이다. 나는 나의 姓名지도 그와는 판판 다른사람으로 갓섯다. 世事와 人心은 限업시 變遷 流轉함을 알 수 잇섯다.
西非利亞風慶을 등에지고 吉林城門을 常到하든는 바루 今年 三月 三日이엿다 기다리든 親舊들과 握手團坐하야 前後經綸을 서로 니악이하며 數日을 지내엿다.
十二日 아츰에 나는 夢湖
ㅊㅌ兩氏와 作伴하야 盤石縣 方面으로 向하얏다 모든 歡喜에 狂跳하는 萬地群生은 봄노래를 임업시 불은다 어름, 눈 녹은 좋은 四澤에 가득하고 푸른 한울가의로 불어오는 맑은 바람이 귀밑을 싯처지나는데 馬蹄와 車轍에 밟히고 짓치고한 진흙길로 한거름 두거름 跋涉하는 人生이야말로 可憐 可笑하엿다. 그러나 『人生의 봄은 오직 人生의 손으로만 드러내는 것이지!』이러케 自決한 意識으로 모든 環境의 허우적거리는 것을 排除하고 前進 又 前進하엿다.
十六日에는 蛤蟆河子에 到着하얏다 이제 뒤를 돌아보면 五日이라는 時間에 二百十五里의 距離를 지내엿다 이것은 未開明한 人類의 조흔 成績이라할 수 잇는 일이다 발밋이 부르트고 氣脉이 부들녹신하다. 우리가 寄宿한 집은 洪○○氏집이엿다 그는 매우 듯한 同情으로 우리 一行을 붓드러 하루동안을 더 休息하게 하얏다 그가 우리에게 준 一節의 詩가 잇섯는데 그만 잘 記憶하지 못하게 된 것은 적지 안은 遺憾이다 내가 그의 詩에 和한 것은 (詩라 할는지 綴字라할＜91＞는지,) 이리하엿다. 『幸逢良友兼逢春, 一夕談論意更新. 可笑當年失敗客, 安知後日成功人. 風驅殘雪增寒氣, 日到晴天脫俗塵. 萬事想來都是夢,暫憑詩句弄吾眞.』
十八日 아츰에 우리는  낫다. 二日만에 呼蘭集廠子에 到着하얏다. 곳 目的地에 安到하얏다, 여긔에는 林庄 氏가 잇섯다, 그는 南滿에 主人翁이라 할만한 이엿다. 우리는 여긔에서 五日동안을 歡呼趣飮中에 지내엿다, 이 世上에 모든 근심, 걱정, 즐겁, 우숨이 오래 막혓든 사람과 사람 새이에 永遠히 닛지못할 『義網』을 노앗다, 하로는 林庄氏가 이러한 詩로서 나에게 보인일이 잇섯다. 「運命初頭甲子春, 天心世事一時新. 燕雲護送屠龍客, 渤海來尋捫虱人. 溪破殘永呈釰筑, 山留點雪洗埃塵. 除非實力無他術, 種得眞因結果眞.」 이것은 前日에 蛤蟆河子에서 지은 나의 글을 和한 것이엿다.
여긔에서 한가지 나의 心頭에 深刻히 印留하야잇는 것은 當地에잇는 天道敎宗理師 金應植 氏와 同敎人 洪永植 氏의 眞摯한 同情과 熱烈한 사랑이다, 더욱이 金應植 氏 夫人의 그 慈詳한 마음으로 그 무슨 不足함이 잇는가하야 限업시 안탑가워하는 誠意의 流露함은 正히 나의 心身을 이어 한울나라로 들어가게하는 感이 잇섯다.
二十四日에 ㅊㅌ氏와 나는 吉林으로 돌아오게 되얏다. 夢湖氏는 거긔에 러저 잇섯다. 우리가 지팽이를 들고 나는 에 東邱氏(林庄氏 令胤)와 夢湖氏는 아래와 가튼 離別詩를 써준일이 잇다. 「握君正在憶君時, 笻𡱪聯翩事又奇. 千里行裝餘尺釰, 一天風雨玩牀棋. 窮山雪積春猶動, 遼海雲橫月若遲. 待到澄淸圓會日, 記留玆韻快吟詩.」이것은 東邱氏의 作이엿다,  夢湖氏의 詩는 이러하엿다. 「旣有其人必有詩, 深謀何幸入神奇. 浮生空惱蹰躇路, 世事宛如錯落棋. 風雨懷鄕千里遠, 溪山送客一笻遲. 莫忘平昔慇懃約, 欲說中心更贈詩.」
이러케 情다은 親舊들을 내버리고 오로지 단둘이 돌아오는 것은 말할수업시 섭섭하얏다 其實은 그러지 안을수도 업는 일이엿다. ㅊㅌ氏와 나는 다시 當地에 사는 우리 同胞들의 情況을 거듭 니악이하며 괴로운 다리를 이고 하염업시 돌아온다. 나는 그들의 준 詩를 한번 읽고  외이고 하다가 이러케 和한 일이 잇섯다. 「浮生逢別定無時, 或出尋常或出奇. 世事惟餘三尺釰, 人心何奈一枰棋. 山永初解溪聲大, 岸＜92＞柳方舒日影遲. 春雪霏霏南滿路, 堪忍困憊誦君詩.」
一週日만에 우리는 다시 吉林城 안에 들어왓다, 路中에 散漫無聊한 苦惱는 南滿 同胞의 情景을 한번 回想하는 에 씰은듯이 업서젓다, 이것은 大幸한 일이다. 그러나 事實은 나의 暫時的 苦惱가 長久한 苦惱에게 征服된 것에 不過하다, 나는 南滿地方에 漂流하는 우리 同胞를 爲하야 헤아릴수 업는 눈물을 흘니엿스며 엇든는『이것이 다 우리 同胞람!』하고 차내버리고 십흔도 잇섯다, 그러나 나의 마음은 더욱더 悲傷하야진다, 나는안다 侵略的 資本主義의 迫害를 못이기여 扶老携幼, 男負女戴하야 萬里異域을 向하야 나든 그들의 目的地가 여긔엿든 것을, 事實 그들의 豫想은 虛妄한 것이 안이엿다, 山水, 氣候, 地質 모든 것이 農作에 適宜하다, 內地에서 消費하는 가튼 資金, 가튼 勞力으로 二倍三倍의 收穫을 어들수 잇다. 그러나 異常하다 中國人의 勢力에 눌니여 氣運에 밀니여 엇지 할줄을 모르고 밤, 낫 苦生이다, 그들의 입에는 쌀밥이 들어가지 못하다, 그들의 몸에는 무명옷도 발나맛는다, 그들은 中國집 한間을 빌어서 數三戶食口가 捿息한다, 이것이, 우리가 京釜, 京義線 鐵路沿邊에서 朝夕으로 오든, 一生의 怨恨忿怒를 가슴에 가득품고 無聊히 기여 나오는 우리 同胞들이다!
以上에서 말한 것은 다못 經濟荒으로 생기는 悲慘한 狀態이다. 이것보다도 더 무서운 思想荒으로 생기는 精神的 모든 懊惱, 苦悶, 憂鬱 等의 不安定한 狀況은 맛치 茫漠한 大海에서 東西를 未辨하는 水夫와 가튼 感이 니러난다 그들의 四圍에는 暴風怒濤가 둘러친다 그들은 黑暗한 恐怖에 뭇첫다, 그러나 아주 異常한것 하나는 잇다 그것은 곳 그들의 그 不安定한 心理의 奧底에 一個共通의 敵이잇다 이 敵과 熱鬪奮鬪하는 中間에 번이는 光明이 곳 그들의 前途를 啓示하는 指針이 될 것을 나는 밋는다. 여긔에서 나는 各自의 旣成한 偏見(思想의 一端)을 버리고 一種의 中心思想을 만드러 내기를 바란다.
우리 同胞가 南滿地方에 드러온지는 아직 二十年에 不過하다하다, 그러닛가 北滿이나 俄領에 比하면 만흔 遜色이 잇는것도 當然한 일이다, 그리고 原來, 赤手空拳으로 드러와서 接足이 困難할 것도 免치 못할 事實이다, 그러나 너무도 이러케 散漫, 不安한 狀態에 陷한 것은 참말 抑鬱, 忿恨한 일이다, 여긔에서 우리는 우리들의 自體에 잇는 缺陷을 反省할 必要가 ＜93＞ 잇는줄 안다. 좀 낡은 말이지만 『人必自侮而後人侮之.』란 말을 暫間 생각해 보는것도 無益한 일은 안일 것이다. 우리들 自體의 缺陷이란 무엇이냐? 나는 이러케 對答하고 십다
첫제는 各個體의 實力缺乏이니 自己의 資金도 업고 常識도 업는사람으로 문득 言語 風俗이 逈殊한 異族과 接觸하게 됨을 라 처음으로 欺侮와 損害를 受할 것은 자못 避치 못할 일이다, 그럼으로 或 多少의 資金을 가진 사람으로 中國人의 土地를 定期租得한 것이라도 그 期限內에 地主는 任意로 地租를 無理하게 增加하는 弊가 不少하다. 萬若 諾從하지 안하면 그저 앗기는 수도 업지 안하다, 이러케 家屋 農場 等이 一定하지 못한 故로 해마다 流離하는 情景을 볼수 잇다 그리하야 그해의 所得은 모다 移運하는 費用에다 쓰러넛코만다 하야도 過言이 안이다. 라서 翌年의 慘苦는 免치 못하는 것이다.
둘재는 社會的 生活의 缺陷이니 우리 農民은 大槪 十里에 한집 五十里에 한집  百里에만큼 한집, 이러케 各散分離하야 相愛互助하는 機綠을 엇지못하는 것이다, 이러한지라 識見이 固陋하며 事理에 暗昧하야 自然, 그 無情한 中國人의 侵害를 抵禦할 수 업시된다 이러한 不祥은 乃至 自己의 子孫지 同一한 悲運을 遭遇하게 한다. 永遠히 中國人의 農奴노릇을 하게한다, 이것은 그들에게 相當한 社會的 敎育을 施할수업는 닭이다.
이 두가지 外에도 한가지 큰 缺陷이 잇다, 그것은 國家的 後援이 업는 것이니 이것이 업는 國民으로 外國에서 生活을 圖謀하는데는 形言할수업는 怨痛이 라단닌다, 우리들의 生命, 財産은 오로지 우리들 各個가 自保自護하는 外에는 아무런 道理가 업는 것이다 이것이 우리가 中國人들과의 均等한 發展을 策할수 업는 最大의 缺陷이다. 그러면 엇더케하여야 잘살수 잇슬가? 次第로 討論할 問題가 된다.
第一은 될수잇는대로 여러사람이 合資하야 土地를 買收하자. 아무리 돈이 업다하더라도 처음으로 드러오는 이는 그래도 一二百元은 가지고 온다. 그러나 그들 中에는 各自가 精細한 考察이업시 여긔저긔 着手하야 失敗하는 이가 不少하다. 그러닛가 될수잇는대로 만흔 사람이 合資하야 相當한 土地를 買收하야 共同耕作을 하기로 하며  一面으로는 資金이 업시 每年 流離하는 同胞들을 救濟하는 策을 講할 것이다.
第二는 模範的 施設에 努力하자 이 우에서 말한바＜94＞와 가티되면 自然 한 部落이 이루워질 것이다, 朝鮮사람의 新村이 建設될 것이다 여긔에서는 우리가 自治的 生活을 營爲할수 잇스며, 라서 敎育이라든지, 産業이라든지 모두가 中國人民으로 하여금 模範하게 하도록 할수 잇슬 것이다, 여긔서는 中國官憲과 相當한 交涉으로써 生存의 保障(防禦土匪 等)을 어들수 잇는 것이다 그리하야 우리 朝鮮의 文明을 發揚하도록 할 것이다, 이것이 곳 一面으로 外侮를 禦하며 一面으로는 自榮을 圖하는 急務인줄 안다.
이러함을 라서 나의 말한 最大의 缺陷이라는 것도 無難히 排除할수 잇는 것이다 이것은 이와가튼 모든 일을 企圖할에 이 우에서 말하야둔바 우리들의 鬱憤 苦惱한 心底에 깁히 숨어잇는 共同의 그것과 熱鬪할 意를 닛지안하는데에서 이루워질 것이다 그리하야 그 戰意는 戰術로, 戰術은 實行으로 이러케 邁進하는야 되는 것이다. 이것은  우리들의 共通한 中心思想의 訓育과 試練이 必要함을 말하야둔다.
나는 南滿에 사는 우리 同胞의 情況을 目睹하고 참다못하야 이러케 鹵莾한 두어마듸로써 南滿에 게신 同胞들의 一考를 乞하는 同時에 內地에 게신 農村運動의 人士들에게 遠念이 잇기를 바라는 意味에서 이 글을 草한다.＜95＞
＜91-95＞
