Magazine Title: 삼천리 제12권 제10호
Publication Date: 1940년 12월 01일
Article Title: 二千三百萬民衆의 團結 (Unity of the 23 Million People)
Article Type: 논설 (Editorial/Discourse)

Unity of the 23 Million People
Establishment of the New Order for the Peninsula - Governor-General Minami's Speech of Resolve -

(Above) To discard the self, return to oneness with the Emperor (天皇), and devote our entire being to serve the nation is the essence of the Japanese spirit. In times of national emergency, it is the tradition of our national polity (國體) that this spirit coalesces to form the solid system of All People Assisting the Imperial Rule (萬民翼贊).

In Chōsen, for the past two and a half years, aiming at the execution of national policy through the thorough permeation of the spirit of the national polity, the National Spiritual Mobilization Movement has been continuously strengthened. Its lower-level organization, the Patriotic Units (愛國班), encompassing the total number of households within the territory, has built up appropriate spiritual training for the current situation, reaching the present day. However, following changes in internal and external circumstances, this movement required further concrete expansion. Therefore, the other day, this humble servant [referring to himself, Minami] reorganized the Chōsen League [likely referring to the National Spiritual Mobilization Chōsen League] and initiated a new start with a new structure. That is, taking the opportunity of personally stepping forward (挺身) to concurrently serve as the head of the nationwide unity system, I resolved to initiate the new order as follows.

Namely, based on the fundamental principle of the national polity, truly raising the substance of Japan-Korea Unity (內鮮一體), promoting renewal and tension across the entire front of wartime national life in nationwide unity, and as a method to achieve the reality of Self-Annihilation for the Public Good (滅私奉公) towards the nation's objectives, the various movements in all sectors, both material and spiritual, including the existing National Spiritual Mobilization Movement and the Rural Village Promotion Movement, will be integrated into the National Total Strength Movement (國民總力運動). The National Mobilization League of Chōsen (國民總力朝鮮聯盟) will be organized, with the Governor-General of Chōsen personally assuming the position of President (總裁). Maintaining an inseparable relationship (表裏一體) with the Governor-General's administration and close coordination with the administrative structure, we intend to achieve perfection in guidance and practice.

The Rural Village Promotion Movement (農山漁村振興運動) has been carried out successively through annual plans since Shōwa 7 [1932]. The results of economic regeneration for small farming households in the guided villages are highly commendable. It has cooperated with the National Spiritual Mobilization Movement in providing guidance and enlightenment in both material and spiritual aspects. However, unifying these systems and organizations at this time, combining their leadership capacity <68> and concentrating guidance from various sectors towards common targets will maximize the effectiveness of both movements. Furthermore, I believe it is extremely appropriate for eliminating duplication in the administrative organizational network.

In urban areas, various trade organizations (同業團體), including Chambers of Commerce and Industry (商工會議所), exist. Their initial purpose was to promote the common interests of merchants and industrialists. However, realizing the fact that under wartime conditions, one cannot simply look after the interests of merchants and industrialists while ignoring the interests of the nation as a whole, a trend towards cooperation with economic national policy, that is, support for the principle of prioritizing public interest (公益優先), has recently become visible among these various organizations. This is gratifying, and at the same time, this trend needs to be thoroughly pursued through the completion of its organization. Naturally, it must be included within the National Total Strength system and guided towards the path of service to the nation.

Influential organizations such as various patriotic groups, cultural groups, ideological groups, and religious groups will be encompassed <69> within this new movement. Spanning various sectors including administration, economy, and culture, under a truly unified top-down, government-civilian strong new organization, without distinction between organizations and individuals, each person, in their respective place, will exert their full strength for the nation. Achieving the reality of this so-called Workplace Service (職域奉公) constitutes the guiding principle and policy of this movement's organization.

Newly Organized National Mobilization League Officers
President: Governor-General Minami (南總督)
Vice-President: Administrative Superintendent Ōno (大野政務總監)
Advisors:
Army Commander Nakamura (中村軍司令官)
Commander of Chinkai Naval Port Department Tsukahara Nisaburō (鎭海要港部司令官 塚原二四三)
Commander of Keijō Division Shichida Ichirō (京城師團長 七田一郞)
Commander of Ranan Division Kōzuki Yoshio (羅南師團長 上月良夫)
Army General Mishima Yoshiyuki (陸軍大將 三島義之)
Vice-Chairman of the Central Council Yun Tŏgyŏng (中樞院副議長 尹德英)
President of Keijō Imperial University Shōda Chisaku (京城帝國大學總長 條田治策)
Councillors (參與):
Officials related to the Army in Chōsen (朝鮮軍關係官)
Officials related to the Gendarmerie in Chōsen (朝鮮憲兵隊關係官)
Officials related to the Chinkai Naval Port Department (鎭海要港部關係官)
Chief Justice of the High Court Hara Shōtei (高等法院長 原正鼎)
Chief Prosecutor of the High Court Masunaga Shōichi (高等法院檢事長 增永正一)
Chief Secretary of the Office of the Yi Royal Household Yi Hangg'u (李王職長官 李恒九)
President of Chōsen Development Co. Ninomiya Harushige (朝鮮拓殖總裁 二宮治重)
President of the Oriental Development Company Sasaki Komanosuke (東洋拓殖總裁 佐佐木駒之助)
Chairman of the Chōsen Chamber of Commerce and Industry Hitomi Jirō (朝鮮商工業會議所會頭 人見次郞)
Directors (理事):
Ōtake Jūrō (?), Mizuta Naomasa, Hozumi Shinrokurō, Yumura Tatsujirō, Miyamoto Gen, Shiobara Tokisaburō, Mitsuhashi Kōichirō (?), Yamada Chūji, Yamada Shinjūrō, Matsuzawa Tatsuo, Suwa Tsutomu, Nishioka Yoshijirō, Usui Chūhei (?), Nobuhara Sei (?), Kawakishi Bunzaburō, Ukawa Kyōgen (?), Officials related to the Army in Chōsen, Officials related to the Gendarmerie in Chōsen, Yanabe Eizaburō (?), Hayashi Shigeki, Kataoka Tsutomu, Matsubara Jun'ichi, Hayashi Shigezō (?), Tagawa Tsunejirō (?), Mitarai Tatsuo, Hagiwara Hikozō, Kan Yoshikuni (?), Yun Ch'iho (尹致昊)
Ko Wŏnhun (高元勳)
Ch'oe Rin (崔麟)
Han Sangnyong (韓相龍)
Kim Yŏnsu (金秊洙), O Ch'ŏnsŭngu (?), Son Yŏngmok (孫永穆), Inoue Kiyoshi (?), Pak Hŭngsik (朴興植), Kada Naoji (?), Kamiuchi Gensaku (?), Igaki Keifuku (?), Tani Takuma (?), Matsumoto Makoto (?), O Ch'ŏlsŏn (吳喆善)
Kim Tamyŏng (?) (金田明)
Kim Sŏngsu (金性洙), Kikuyama Shiken (?), Kusama Hideo (?)

Structure and Operation of the New System
As for the structure of the new system, the National Mobilization League of Chōsen (國民總力朝鮮聯盟) is organized centrally. The Governor-General serves as President (總裁), and the Administrative Superintendent as Vice-President (副總督 - *Note: text says 副總裁 earlier, likely a typo here or meant equivalent role*). A Steering Committee as the core body to deliberate and decide on the basic policies of this movement, the League Directorate (聯盟理事會) as the executive body, and a Secretariat (事務局) will be established. Together with the functions of communication from lower to upper ranks (下意上通) such as the President's advisory bodies—the Council of Advisors (顧問), Council of Councillors (參與會), and Council of Representatives (評議會)—this structure is intended to drive forward the national total strength.

Therefore, in the local organization as well, following this model, a vertical and horizontal network of the League organization will be extended parallel to each administrative unit from the Province downwards. This follows the same policy as the previous National Spiritual Mobilization movement's organization. The basic organization, the Patriotic Units (愛國班), will be kept as is, and thoroughly reorganized and strengthened to the remotest corners of all Chōsen, so that all 23 million people are encompassed within it.

Thus, the main points where this new system differs from the previous one are: first, as a result of the Governor-General concurrently holding the position of League President, the administrative structure and the national movement organization become completely unified, strengthening the driving force; second, the guidance, encouragement, and facility-related subsidiary organizations of various existing spiritual movements and various promotional/incentive programs will undergo developmental integration towards the same targets—the Town/Neighborhood/Village/Hamlet Leagues (町洞里部落聯盟) and the Patriotic Units—and be unified under the Total Strength Movement. The spirit and motivation behind deciding on this new structure must be clearly recognized by all officials and civilians.

Regarding the operation of this movement, matters requiring your particular attention are: (a) Make it clear to the general public that this movement is not a political movement, but thoroughly a service-oriented practical movement (奉仕的 實踐運動). That is, the reason the name "Imperial Rule Assistance" (大政翼贊) from the political new order in the Mainland (內地) was not used for this movement organization, considering the situation in Chōsen, is that its meaning would not be understood by the general populace and could easily lead to the misunderstanding that it is a political movement. It must be made clear at every opportunity that the name National Total Strength Movement signifies nothing other than exerting total strength in unity and cooperation, with each person offering sincerity through Workplace Service (職域奉公) in their respective place for the sake of the nation.
(b) It should be made known that the names "Spiritual Mobilization" (精動 - *abbreviation*) and "Rural Promotion" (農振 - *abbreviation*), which have become familiar in rural villages, have now been integrated and unified into the National Mobilization League. And through the comprehensive expansion and整備 (maintenance/reorganization) of the Patriotic Units, repeated training should be accumulated at every opportunity <70> to aim for the vigorous and lively development of the singular movement of the National Mobilization League.
(c) Sectional attitudes (割據的 觀念) within government offices must be swept away. That is, National Mobilization Divisions (國民總力課) will be newly established in the Government-General (本府) and each Provincial Office, integrating the affairs of the former National Spiritual Mobilization and Rural Promotion sections. Since the structure is designed to coordinate the policies of each bureau and division and concentrate administrative efforts on the single goal of demonstrating national total strength, the bad habit of sectionalism arising from each work area, which occasionally led to deficiencies in horizontal communication, must be resolutely swept away. At the same time, efforts should be made to extend this new concept to civilian society as well, thereby solidifying the cooperative structure.
(d) This movement should be used as an opportunity to strive for a major renewal (一大更新) of the spirit and ideology of officials and civilians. That is, the basic concept of the new system lies in All People Assisting Imperial Rule (萬民翼贊) and Workplace Service (職域奉公). Therefore, regardless of rank in the case of officials and civilians, it must be emphasized at every opportunity that their labor is not the pursuit of each individual's profit, but rather has the solemn meaning of each person participating in the war effort on the home front (銃後) and serving the nation through their function (職能報國), with the same mindset as a conscripted soldier gladly offering their life to Sovereign and Country and taking up their assigned national defense post. By doing so, the expansion and strengthening of this movement should be planned. In summary, when implementing the National Total Strength Movement of the new system, you must strive to explain the fundamental concepts as outlined above to the officials and civilians under your jurisdiction so they understand the true purpose. At the same time, you must personally step forward (挺身) to become pioneers, and make it known to subordinate government officials, public servants, and of course, those involved in the League, that they must exert themselves to the utmost (紛骨碎新) and that negligence (懈怠) will absolutely not be tolerated. Following the整備 (maintenance/reorganization) of the structure, as the policies from the Central Office (本廳 - i.e., Government-General) are sequentially disseminated, I earnestly hope that based on these policies, methods adapted to local circumstances will be established, causing all officials and civilians within the territory to develop this vigorous practical movement to break through the grave current situation.
Shōwa 15 [1940], October 16
Governor-General of Chōsen, Minami Jirō (南次郞)

Lineup of the Total Strength League Secretariat
Secretary-General and concurrently Head of Propaganda Dept.: Kawakishi Bunzaburō (川岸文三郞)
Head of General Affairs Dept.: Ukawa Kyōgen (烏川僑源)
Head of Planning Dept.: Ōtake Jūrō (大竹十郞)
Head of Commerce and Industry Dept.: Hozumi Shinrokurō (穗積眞六郞)
Head of Agriculture and Forestry Dept.: Yumura Tatsujirō (湯村眞二郞)
Head of Savings Dept.: Mizuta Naomasa (水田直昌)
Head of Information Dept.: Miyamoto Gen (宮本元)
Head of Ideology Dept.: Mitsuhashi Kōichirō (三橋孝一郞)
Head of Training Dept.: Shiobara Tokisaburō (鹽原時三郞) <71>
<68-71>

**Summary**

This article presents the full text of a speech by Minami Jirō, the Japanese Governor-General of Korea, delivered on October 16, 1940, announcing the establishment of the "National Mobilization League of Chōsen" (國民總力朝鮮聯盟). This new organization consolidated pre-existing bodies like the National Spiritual Mobilization Movement and the Rural Village Promotion Movement into a single, unified structure directly headed by the Governor-General himself. The stated aim was to achieve "Naeseon Ilche" (Japan-Korea Unity), promote "Workplace Service" (職域奉公), eliminate bureaucratic sectionalism, and mobilize the "total strength" of the entire Korean population (referred to as 23 million) for Japan's war effort, emphasizing it as a practical, service-oriented movement, not a political one. The article lists the extensive leadership structure, comprising high-ranking Japanese military and civilian officials alongside prominent pro-Japanese Korean figures.

For historians, this document is significant as it clearly outlines the intensification of colonial control and total war mobilization in Korea in 1940. It demonstrates the mechanism of consolidating various state-controlled movements under direct gubernatorial command, the explicit ideological goals of assimilation (Naeseon Ilche) and Emperor-worship, the co-option of Korean elites (like Yun Ch'iho, Ch'oe Rin, Han Sangnyong, Kim Yŏnsu, Kim Sŏngsu, Pak Hŭngsik) into the highest levels of the collaborationist structure, and the rhetoric used to compel nationwide participation in the Japanese war effort through concepts like "Workplace Service" and equating home front labor with military service. The distinction drawn between this "practical movement" and the "political" Taisei Yokusankai (Imperial Rule Assistance Association) in Japan proper is also noteworthy.

**Named Entities**

半島	반도	Pando (Korean Peninsula)
親해진	친해진	Became familiar
精動	정동	Abbreviation for 精神總動員 (Spiritual Mobilization)
農振	농진	Abbreviation for 農村振興 (Rural Promotion)
今回	금회	This time (More formal than 이번)
周知케	주지케	To make known, inform (Older causative form)
全面的	전면적	Overall, comprehensive
擴充整備	확충정비	Expansion and reorganization/maintenance
反覆訓練	반복훈련	Repetitive training
旺盛活潑	왕성활발	Vigorous and lively
展開	전개	Development, unfolding
企圖	기도	Planning, aiming
官廳	관청	Government office
割據的	할거적	Sectional, factional, acting independently
觀念	관념	Notion, idea, conception
一掃	일소	Sweeping away, eradication
本府	본부	This office (referring to the Government-General)
各道	각도	Each province
國民總力課	국민총력과	National Mobilization Section/Division
舊來	구래	Existing, conventional
事務	사무	Affairs, business, work
各 局部課	각 국부과	Each bureau, department, and section
施策	시책	Policy measure
連絡調整	연락조정	Liaison and coordination
發揮	발휘	Demonstration, exertion
單一目標	단일목표	Single goal/objective
努力	노력	Effort
集中	집중	Concentration
關係上	관계상	Due to the relationship/connection
職域	직역	Work area, field of work
遺漏	유루	Omission, negligence, deficiency
弊風	폐풍	Bad habit, corrupt practice
斷乎	단호	Resolutely, firmly
民間社會	민간사회	Civilian society
미치게 하여	미치게 하여	Causing to reach, extending to
協力體	협력체	Cooperative body
鞏固케	공고케	Making solid/firm (Older causative form)
꾀할	꾀할	To devise, plan, attempt
契機	계기	Opportunity, occasion
精神思想	정신사상	Spirit and ideology
一大更新	일대갱신	Major renewal/renovation
萬民翼贊	만민익찬	All people assisting Imperial Rule
階級	계급	Rank, class
如何	여하	Regardless of, howsoever
不問	불문	Without regard to, irrespective of
勤勞	근로	Labor, work
利益追求	이익추구	Pursuit of profit/interest
應召軍人	응소군인	Conscripted soldier
흔연히	흔연히	Gladly, willingly
身命	신명	Life (formal, often in context of sacrifice)
君國	군국	Sovereign and country
받치어	바치어	Offering, dedicating (Older spelling of 바치다)
命令	명령	Order, command
國防	국방	National defense
部署	부서	Post, station, assigned position
同樣	동양	Same manner, similarly
心境	심경	State of mind, mentality
銃後	총후	The home front (lit. 'behind the guns')
參戰	참전	Participation in war
職能報國	직능보국	Serving the nation through one's function/skills
嚴肅	엄숙	Solemn, grave
意義	의의	Meaning, significance
強調	강조	Emphasis
要컨대	요컨대	In short, to summarize
管下	관하	Under one's jurisdiction
如上	여상	As above, as mentioned above
根本觀念	근본관념	Fundamental concept
布衍	포연	Elaboration, detailed explanation
本旨	본지	True intention, main purpose
同時	동시	At the same time
部下	부하	Subordinate
官公吏	관공리	Government officials and public servants (Older term)
勿論	물론	Of course, needless to say
紛骨碎身	분골쇄신	To exert oneself to the utmost (lit. 'grind bones, break body')
적어도	적어도	At least
懈怠	해태	Negligence, idleness
不許	불허	Not permitted, forbidden
알리어	알리어	Informing, making known (Older form)
今後	금후	Hereafter, from now on
順次	순차	Sequentially, in order
本廳	본청	Main office (here, the Government-General)
普達	보달	Dissemination, propagation (Archaic)
當해서는	당해서는	When, upon (Older grammatical form)
地方	지방	Region, local area
情況	정황	Circumstances, situation
適應	적응	Adaptation
方法	방법	Method, way
樹立	수립	Establishment
重大時局	중대시국	Grave current situation
突破	돌파	Breaking through
切望	절망	Earnest hope, fervent desire
昭和	소화	Shōwa era (1926-1989)
總長	총장	Secretary-General, Head
宣傳部長	선전부장	Head of Propaganda Department
總務部長	총무부장	Head of General Affairs Department
企劃部長	기획부장	Head of Planning Department
商工部長	상공부장	Head of Commerce and Industry Department
農林部長	농림부장	Head of Agriculture and Forestry Department
貯蓄部長	저축부장	Head of Savings Department
報道部長	보도부장	Head of Information/Press Department
思想部長	사상부장	Head of Ideology Department
訓練部長	훈련부장	Head of Training Department


---------------------------


잡지명	삼천리 제12권 제10호
발행일	1940년 12월 01일
기사제목	二千三百萬民衆의 團結
기사형태	논설

二千三百萬民衆의 團結
半島新體制確立 -南總督의 決意演說-
(上記) 자기를 버리고 天皇에 歸一하여 全我를 擧하여 국가에 봉사하는 것이 일본정신의 본질이고 국가비상시의 경우 이 정신이 凝結하여 鞏固한 萬民翼贊의 체제를 취하는 것이 我國體의 전통이다.
조선에서는 과거 2년 有半에 亘하여 國體情神의 철저에 의한 國策奉行을 목표로서 국민정신총동원의 운동을 계속 강화하고 그 하부조직인 愛國班은 疆內의 總戶數를 망라하여 時局下剴切한 정신훈련을 쌓어서 今日에 이르렀거니와 내외사정의 변화에 따러 본 운동이 다시 구체적 伸展을 필요케 되었으므로 過日 本職은 朝鮮聯盟을 개조하여 新機構에 의하여 새로운 발족을 하게 된 것이다. 즉 本職이 스스로 挺身하여 擧國一致體制의 首班을 겸하게 된 기회로써 新體制를 다음과 같이 創始하기로 결의하였다.
즉 國體의 本義에 基하여 실로 內鮮一體의 실을 擧하여 擧國一致 戰時國民生活의 전면에 亘하여 刷新緊張을 促하여 국가의 목적에 대하여 滅私奉公의 實을 擧하는 방법으로서 종래의 國民精神總動員運動 農山漁材振興運動을 위시하여 물심양면에 亙한 各 部門의 諸運動을 통합하여 國民總力運動으로 하고 國民總力朝鮮聯盟을 조직하여 朝鮮總督이 스스로 總裁에 任하여 總督政治와 表裏一體의 관계에 있어 행정기구와의 긴밀한 연계을 保持하면서 指導 及實踐의 완벽을 기하려 한 것이다.
農山漁村振興運動은 昭和 7년 이래 年次計畫으로써 繼繼하여 왔는데 그 指導部落에 있어서의 細小農家經濟更生의 실적은 크게 볼만한 것이 있어 國民精神總動員運動에 협력하여 물심양면의 指導啓發에 當하여왔었으나 此除此等의 계통, 기구를 단일화하여 그 지도력을＜68＞ 합하여 共通對象에 향하여 各部門으로부터 지도를 집중함은 兩運動의 효과를 최대한으로 발휘할 것이오 또 又行政組織網의 중복을 없세는 데에도 극히 적절한 것이라 믿는다.
도시지대에서는 商工會議所를 위시하여 各種同業團體組織 등이 존재한데 그 당초의 목적은 상공업자가 공동의 이익을 증진함에 있었는데 戰時下에 있어 국가 전체의 이익을 무시하고 단순히 상공업자만의 이익을 돌볼 수 없는 사실을 자각함에 따라 近時 此等各種團體間에도 經濟國策에의 협력 즉 公益優先原則 지지에의 동향이 보이여지게 된 것은 欣快로 여기는 바인 동시에 이 풍조는 다시 그 조직의 완성에 의하여 철저를 圖할 필요가 있어 당연 國民總力體制 중에 포함케하여 국가봉사에의 道로 유도하게 하지 않으면 아니된다.
각종 愛國團體 文化團體 思想團體 宗敎團體 등의 유력한 것으로 이＜69＞ 新運動 중에 망라하여 행정 경제 문화 등 각 부문에 亙하여 진실로 上下一本 官民一致의 강력한 新組織하에 團體個人의 구별 없이 各人 處할 바 그에 있어서 전력을 국가에 捧할 소위 職域奉公의 實을 擧함으로써 본 운동조직의 網領 방책으로 한다.

新組織한 國民總力聯盟任員
總裁 南總督
副總裁 大野政務總監
顧問
中村軍司令官
鎭海要港部司令官 塚原二四三
京城師團長 七田一郞
羅南師團長 上月良夫
陸軍大將 三島義之
中樞院副議長 尹德英
京城帝國大學總長 條田治策
參與
朝鮮軍關係官
朝鮮憲兵隊關係官
鎭海要港部關係官
高等法院長 原正鼎
高等法院檢事長 增永正一
李王職長官 李恒九
朝鮮拓殖總裁 二宮治重
東洋拓殖總裁 佐佐木駒之助
朝鮮商工業會議所會頭 人見次郞
理事
六竹十郞 水田直昌 穗積眞六郞 湯村辰二郞 宮本元 鹽原時三郞 三稿孝一郞 山田忠次 山田新十郞 松澤龍雄 諏訪務 西岡芳次郞 確井忠平 信原聖 川岸文三郞 烏川僑源 朝鮮軍關係官 朝鮮憲兵隊關係官 矢鍋永三郞 林茂樹 片岡勉 松原純一 林繁臟 田川常治郞 御手洗辰雄 萩原彦三 甘*義邦 尹東致昊
高元勳
崔麟
韓相龍
金秊洙 梧村升雨 孫永穆 井上淸 朴興植 賀田直治 上內彦策 井垣圭復 谷多喜磨 松本誠 吳喆善
金田明
金性洙 菊山詩權 草間秀雄

新體制의 機構와 運用
新體制의 기구로서는 중앙에 國民總力朝鮮聯盟을 조직하고 總督이 總裁로 政務總裁이  副總督로 되어 本運動의 기본방책을 심의결정할 中核體로서의 指導委員會執行機關으로서의 聯盟理事會와 事務局을 설치하고 總裁의 諮問機關인 顧問 參與會 評議會 등 下意上通의 기능과 相俟하여 이에 國民總力推進의 작용을 하게 하려는 것이다.
따러 지방조직에 있어서도 역시 이에 준하여 道 이하 各行政單位와 병행하여 縱과 橫의 聯盟組織網을 뻐칠 것은 종래의 國民精神總動員 운동조직과 方針을 같이 하는 바이고 基底組織인 愛國班은 그대로 存置하고 全鮮 구석구석까지 이를 정비강화하여 2천 3백만이 죄다 이중에 망라하게 해야만 된다.
고로 今次의 신체제가 종래의 체제와 상이한 주요한 점은 總督이 聯盟總裁를 겸하게된 결과 行制組織과 국민운동조직이 전혀 일체로 되어 추진력을 강화한 것, 종래 존재한 각종의 정신운동, 각종의 助長獎勵를 지도, 督勵, 施設關係團體의 하부조직은 동일 목표인 町洞里部落聯盟과 愛國班을 향하여 발전적 통합을 수행하여 總力運動에 歸一케할 것의 二점이고 이 新機構를 결정한 정신과 동기가 온갓 官民에 의하여 명료히 인식되여야만 된다.
본 운동의 운영에 관해서 특히 各位에 유의를 요망하는 사항은 (가) 본 운동은 정치운동이 아니고 끝까지 奉仕的 實踐運動인 것을 일반에게 명료케할 것. 즉 본 운동조직에 內地의 정치신체제의 『大政翼贊』의 명칭을 쓰지 않은 바는 조선의 현장에 비최어 그 語義 일반대중에 이해치 못하고 자칫하면 정치운동인 듯한 오해를 이르키기 쉬운 점을 고려한 때문이며 國民總力運動의 名이 국가를 위하여 各人 그 處所에 在하여 소위 職域奉公의 誠을 捧하고 協心戮力 그 총력을 발휘하는 취지에 不外함을 기회마다 명백한 것이다.
(나) 農山漁村에 있어서 종래 친해진 『精動』『農振』의 명칭도 今回 國民總力聯盟에 統合歸一한 것을 주지케 할 것이다. 그리고 愛國班의 全面的 擴充整備에 의하여 온갓 기회에서＜70＞ 反覆訓練을 쌓어 國民總力聯盟의 單一運動의 旺盛活潑한 전개를 기도할 것이다.
(다) 官廳 內의 割據的 觀念을 一掃할 것, 즉 本府 및 各道에 國民總力課를 신설하고 舊來의 國民精神總動員과 農材振興의 사무를 통합하여 各 局部課의 시책을 연락 조정하여 國民總力發揮라는 單一目標에 행정의 노력을 집중하기로 된 관계상 종래 때때로 그 職域마다 割據的 觀念을 이르켜 橫의 연락에 遺漏를 면치 못한 弊風을 斷乎 一掃하고 동시에 이 新觀念을 民間社會에도 미치게 하여 협력체를 공고케 하도록 꾀할 것이다.
(라) 본 운동을 계기로서 官民의 정신사상의 一大更新을 圖할 것, 즉 신체제의 기본관념은 萬民翼贊職域奉公에 있다. 따라서 官民 各人의 경우 계급의 여하를 불문하고 그 근로는 각인 자신의 이익추구가 아니고 마치 應召軍人이 흔연히 그 身命을 君國에 받치어 명령된 國防의 部署에 취하는 것과 同樣의 심경에서 銃後에 있어서 各人參戰 職能報國의 엄숙한 의의를 갖는 것을 모든 기회에서 강조하여써 본 운동의 伸展强化를 기할 것이다. 이를 요컨대 各位는 신체제의 國民總力運動을 실행함에 際하여 管下官民에 대하여 잘 如上의 根本觀念을 布衍하여 本旨을 이해시킴에 힘쓰는 동시에 스스로 挺身 그 선구가 되어 또 部下인 官公吏는 물론 聯盟關係者로 하여금 紛骨碎新 적어도 懈怠를 不許함을 알리어 今後 기구의 정비에 따러 順次 本廳의 방침이 普達됨에 當해서는 이 방침에 의하여 지방의 정황에 적응하는 방법을 수립하여 疆內 全官民으로 하여금 重大時局 돌파를 위하여 이 왕성한 실천운동을 전개시킬 것을 切望하는 바이다.
昭和 15년 10월 16일
朝鮮總督 南次郞

總力聯盟 事務局 陳容
總長兼 宣傳部長 川岸文三郞
總務部長 烏川僑源
企劃部長 大竹十郞
商工部長 穗積眞六郞
農林部長 湯村眞二郞
貯蓄部長 水田直昌
報道部長 宮本元
思想部長 三橋孝一郞
訓練部長 鹽原時三郞 ＜71＞
＜68-71＞
