Magazine Title: 삼천리 제12권 제10호
Publication Date: 1940년 12월 01일
Article Title: 藝術家動靜 (News of Artists)
Author: None specified
Article Type: 소식 (News/Updates)

News of Artists

Mr. No Chayŏng (Poet): Sadly passed away at the age of 42 after suffering and groaning from illness at his home in Sŏ*do, Kyŏngsŏng on the night of October 6th.

Mr. Paek Ch'ŏl (Critic): Recently received an honorable transfer to become the Head of the Arts and Culture Department at the Maeil Sinbo. He also visited Tōkyō for inspection purposes in mid-October.

Ms. Yi Sŏnhŭi (Novelist): Joined Sinsegisa in early October.

Mr. Chŏng Int'aek (Novelist): Formerly editing "Munjang" (文章) at Munjangsa, he has now resigned from that company and joined the Arts and Culture Department of the Maeil Sinbo, taking charge of the Korean language edition (國文版).

Mr. Yi Hyosŏk (Novelist): His health has become extremely weak, forcing him to temporarily cease his teaching duties and go to Chuŭl Hot Spring (朱乙溫泉) in Hamgyŏng Pukto for recuperation, where he is currently resting.

Mr. Pak Yŏnghŭi (Critic): Affiliated with the National Spiritual Mobilization League (國民精動聯盟), he traveled to Tōkyō on official business in early October.

Mr. Hong Chongin (Writer): Formerly the Social Affairs Department Head at the Chosŏn Ilbo, he left the company following its closure (廢門) and has now been appointed as the Social Affairs Department Head at the Maeil Sinbo.

Mr. Cho *yŏn (Children's Literature Author): Succeeded Mr. Chŏng Int'aek and joined Munjangsa.

Mr. Hong Hyomin (Writer): Formerly with the Tonga Ilbosa, he moved to the Reorganization Department (整理部) of the Maeil Sinbo after the Tonga newspaper was discontinued (廢刊).

Mr. Kim Chonghan (Poet): Working in the editorial department of "Fujin Gahō" (婦人畵報) at Tōkyōsha (東京社) in Tōkyō, he crossed over to Korea in early October on business related to the publication of the Korean edition of "Fujin Gahō," and returned to Tōkyō around the 20th.

Mr. Yu Chino (Novelist): His first collection of original works, "Pom" (Spring), was recently published by Hansŏng Toso Chusikhoesa (漢城圖書株式會社). Initiated by close friends, a publication commemoration party was held at the Kyŏngsŏng Hotel on the evening of October 19th.

Mr. Im Tong* (Composer): It was announced on September 27th that he had been selected for the third consecutive year in the Tongil Music Concours (東日音樂콩쿨). His selected piece this time is "Four Korean-style Short Pieces for Orchestra" (管絃樂에 依하는 네 가지의 朝鮮類小曲), which is expected to be performed soon by the Tōkyō New Symphony Orchestra (東京新響樂團).

Mr. Pak Simch'ae (Film Director): Having long prided himself on being a bachelor, he held an engagement ceremony with Ms. Yi Sŏn'gyŏng on October 8th and is expected to marry sometime next month.

Mr. Kim Insŭng (Painter): It was announced at the Ueno Art Museum (上野美術館) on September 26th that his work "Woman Sitting" (女人坐像) was selected for the Western Painting section (第二部 西洋畵) of the Art Exhibition Celebrating the 2600th Year of the Imperial Era (紀元 二千六百年 奉祝美術展覽會). <214>

Ms. Mo Yunsuk (Poet): Working at the broadcasting station, she went to Kyōto, where her husband Dr. An Hosang resides, on September 21st and stayed for two weeks before returning.

Chosŏn Munin Hyŏphoe (Korean Writers' Association): On October 12th, through the arrangement of Major Kama Isao (蒲勳少佐) of the Korean Army Information Department (朝鮮軍報道部) and Chairman Nomura Kōen (野村弘遠) of the National Training Support Association (國民訓練後援會), and hosted by the Chosŏn Munin Hyŏphoe, about 30 male and female writers visited the Army Volunteer Training Center (陸軍兵志願者 訓練所). Guided by Director Kaida (海田所長), they were deeply moved by personally witnessing the orderly lives and various inspiring aspects of training of the young soldiers who will fight valiantly on the front lines of national defense. They also shared lunch together. On the way back, a discussion meeting was held at a Kyŏngch'un orchard through the courtesy of Major Kama. Attendees that day included Yi Kwangsu, Pak Yŏnghŭi, Yi T'aejun, Yu Chino, Kim Tonghwan, Chŏng Insŏp, Mo Yunsuk, Yi Sŏnhŭi, Ch'oe Chŏnghŭi, Yi Sŏgu, Ham Taehun, I Hayun, Hong Hyomin, and about 20 others.

Mr. Pae *sŏng (Painter): Having made a name for himself in Europe, he escaped war-torn Paris (巴里) and returned to Korea after 19 years. Because he left hundreds of watercolors and oil paintings in Paris, he is reportedly planning to first hold a solo portrait exhibition (肖像畵個人展覽會), something relatively uncommon in Korea, before bringing those paintings out.

Army Review Observation: On October 25th, hosted by the Chosŏn Munin Hyŏphoe, about 50 writers attended the Army Review (陸軍觀兵式) held grandly at the Yongsan Training Ground (龍山 練兵場) in the city. They were deeply impressed upon encountering the martial authority and valiant figures of the invincible Imperial Army (無敵皇軍) and could not help but feel even greater gratitude for the efforts of the Imperial Army (皇軍).

Mr. Paek Sŏk (Poet): Residing in Sin'gyŏng (新京), he visited Kyŏngsŏng in early October to proofread his translation of the novel "Ressŭ" (레쓰), which was being published by Chogwangsa.

Sinsidaesa (New Era Company): Pangmunsŏgwan (博文書館) plans to launch a general monthly magazine called "Sinsidae" (新時代 - New Era) starting next January. The president is said to be Mr. No Ikchŏng, the vice president Mr. * Sŏngsŏk, and the chief editor Mr. Ch'oe Yŏngju. <215>
<214-215>

**Summary**

This article provides short updates on the activities and movements of various Korean artists (poets, novelists, critics, musicians, painters, a film director) in the autumn of 1940. It covers personal news like deaths, job changes (notably moves to the collaborationist Maeil Sinbo newspaper), publications, exhibitions, travel (often to Japan), and engagements. Significantly, it details two events organized by the Chosŏn Munin Hyŏphoe (Korean Writers' Association): a visit to an Army Volunteer Training Center arranged by Japanese military officials, expressing admiration for the volunteer soldiers, and attendance at a large-scale Japanese Army Review in Seoul, expressing gratitude and awe for the "Imperial Army." For historians, this piece is interesting as it clearly shows the co-option of prominent Korean cultural figures into the Japanese wartime mobilization effort during a period of intensified colonial control. The closure of independent newspapers like Chosŏn Ilbo and Tonga Ilbo and the writers' subsequent move to the government-controlled Maeil Sinbo, alongside the explicitly pro-military activities of the Writers' Association, starkly illustrate the pressures and choices faced by intellectuals under late colonial rule.

**Named Entities**

盧子泳	노자영	No Chayŏng
諸相	제상	Various aspects; various phases
목격케하여	목격하게 하여	Causing to witness; allowing to see (causative form)
가치	같이	Together (older spelling)
노누게 되였다	나누게 되었다	Came to share (older spelling/form of 나누다)
歸途中	귀로중	On the way back
好意	호의	Goodwill; kindness; courtesy
戰禍	전화	The horrors of war; war disaster
脫出하다	탈출하다	To escape
내여오기	내어오기	Bringing out/fetching (older spelling)
爲先	우선	First of all; for the time being
開催하다	개최하다	To hold (an event)
觀兵式	관병식	Military review; parade
盛大히	성대히	Grandly; magnificently
無敵	무적	Invincible; unrivaled
武威	무위	Martial authority; military prestige
勇姿	용자	Valiant figure; heroic appearance
感謝	감사	Gratitude; thanks
念	념	Thought; feeling; sense
不禁케 하다	불금케 하다	Cannot help but feel/do; unable to suppress (causative)
校訂	교정	Proofreading
綜合	종합	General; comprehensive
月刊雜誌	월간잡지	Monthly magazine
發行하다	발행하다	To publish; issue
主幹	주간	Chief editor


---------------------------


잡지명	삼천리 제12권 제10호
발행일	1940년 12월 01일
기사제목	藝術家動靜
기사형태	소식

藝術家動靜
盧子泳씨(시인) 지난 10월 6일밤 京城 西*島 자택에서 身病으로 呻吟하다가 불행히 42세를 一期로 逝去하다.
白鐵씨(평론가) 氏는 今番 每日新報 學藝部長으로 榮轉하였으며, 지난 10월 중순에 視察次로 東京에 다녀오다.
李善熙씨(소설가) 10월 초순에 新世紀社에 입사.
鄭人澤씨(소설가) 文章社에서 「文章」을 편집하던 氏는 今番 該社를 사임하고 每日新報 學藝部에 입사하여 國文版을 맡아보다.
李孝石씨(소설가) 신체가 극도로 허약해저서 부득이 당분간 敎務를 중지하고 咸北 朱乙溫泉에 가셔서 靜養中.
朴英熙씨(평론가) 國民精動聯盟에 계신 氏는 지난 10월 초순에 公務를 띠고 東京에 다녀오다.
洪鍾仁씨(문필가) 前朝鮮日報 社會部長으로 계시던 氏는 該社廢門으로 該社를 나왔다가 今番 每日新報 社會部長으로 취임.
趙*衍씨(아동문학가) 鄭人澤씨의 뒤를 이어 文章社에 입사.
洪曉民씨(문필가) 前東亞日報社에 있던 씨는 東亞紙가 廢刊되자 每日新報社 整理部로 자리를 옮기다.
金鍾漢씨(시인) 東京에 있는 東京社 「婦人畵報」 편집부에 있는 씨는 10월 초순에 「婦人畵報」 朝鮮版 출판의 用務를 띠고 朝鮮에 건너왔다가 20일경에 渡東.
兪鎭午씨(소설가) 씨의 첫 창작집 「봄」이 今番 漢城圖書株式會社에서 출판되었는데 知己의 發起로 출판기념회가 지난 10월 19일 저녁에 京城호텔에서 개최되였다.
任東*씨(작곡가) 東日音樂콩쿨에 금년까지 매년 연달어 三次 입선하였다고 지난 9월 27일부로 발표되였으며, 금번 입선곡은 『管絃樂에 依하는 네 가지의 朝鮮類小曲』으로 不遠에 東京新響樂團에서 연주하리라 한다.
朴甚采씨(영화감독) 오랫동안 총각을 자랑하던 氏는 지난 10월 8일에 李善卿양과의 약혼식을 거행하였는데 來月 中에 成婚하리라 한다.
金仁承씨(화가) 紀元 二千六百年 奉祝美術展覽會 ＜214＞ 第二部 西洋畵에 氏의 작품 『女人坐像』이 입선되였다고 지난 9월 26일 上野美術館에서 발표되였다.
毛允淑씨(시인) 방송국에서 視務하는 氏는 지난 9월 21일 夫君 安浩相博士가 계신 京都에 가서 2주일간 留하다가 돌아오다.
朝鮮文人協會 10월 12일, 朝鮮軍報道部 蒲勳少佐, 國民訓練後援會長 野村弘遠兩氏의 알선과 朝鮮文人協會주최로 男女文人 30여명이 陸軍兵志願者 訓練所에 가서 海田所長의 안내로 국방제일선에서 奮戰할 젊은 용사들의 規模整然한 생활과 감격을 不禁케하는 훈련의 諸相을 친히 목격케하여 많은 느낌을 갖게 하였으며 점심까지 가치 노누게 되였다. 그리고 歸途中 京春 과수원에서 蒲少佐의 호의로 간담회가 있었는데 그날 참석자는 李光洙, 朴英熙, 李泰俊, 兪鎭午, 金東煥, 鄭寅燮, 毛允淑, 李善熙, 崔貞熙, 李瑞求, 咸大勳, 異河潤, 洪曉民씨 외에 20여명이였었다.
裵*成씨(화가) 歐羅巴에서 이름을 떨치던 氏는 戰禍의 巴里를 탈출하여 19년 만에 귀국하였는데, 수채화와 유화 수백점을 巴里에 두고 왔기 때문에 그 그림을 내여오기 전에 爲先 朝鮮에 별로 없었던 肖像畵個人展覽會나 開催할까 계획한다고.
陸軍觀兵式見學 지난 10월 25일, 市內 龍山 練兵場에서 성대히 거행된 陸軍觀兵式에 朝鮮文人協會의 주최하에 文人 50여명이 참석하여 無敵皇軍의 武威와 勇姿를 접하여 많은 감격을 받게 하였으며 皇軍의 수고에 더욱 감사의 念을 不禁케 하였다.
白石씨(시인) 新京에 계신 氏는 지난 10월 상순에 氏의 번역인 장편소설 「레쓰」가 朝光社에서 출판되므로 교정보기 위해 京城에 다녀가다.
新時代社 博文書館에서는 明春 正月부터 「新時代」라는 綜合 月刊雜誌를 발행한다는데 사장은 盧益亭씨, 부사장은 *聖錫씨, 주간은 崔泳柱씨라 한다. ＜215＞
＜214-215＞
