**Header Section:**
Magazine Title: 삼천리
Publication Date: 1940-12-01
Article Title: 三國同盟의 史的回顧 (A Historical Retrospective of the Tripartite Pact)
Author: 法學博士 米田實 (Yoneda Minoru, Doctor of Law)
Article Type: 논설 (Editorial/Essay)

**Body Text Translation:**
A Historical Retrospective of the Tripartite Pact
						Yoneda Minoru, Doctor of Law

1
The Japan-Germany-Italy Tripartite Pact has been formed. This not only marks a major turning point in Japanese diplomacy but also casts a significant influence on the future of the Pacific, and indeed, the wider world. Here, I intend to provide a historical retrospective leading up to this point.
To speak first of the approach between Japan and Germany, its beginning was the Japan-Germany Anti-Comintern Pact of November 25, Shōwa 11 (1936). This not only concerned anti-communism but also vaguely fostered an atmosphere of Japan-Germany friendship.
The Japan-Italy-Germany Anti-Comintern Pact of November 6, Shōwa 12 (1937) also added national resonance beyond just anti-communism. This stemmed from the fact that Japan and Italy, despite being on the victorious side, were mistreated at the Versailles Peace Conference (Japan at the Washington Conference) and, like the defeated nation Germany, shared a common consciousness as "dissatisfied nations," "have-not nations."
Then, the China Incident (支那事變) provided an opportunity to double this closeness. This was not merely about things like the goodwill shown in the attempted mediation of Japan-China negotiations by the German Ambassador to China, Trautmann, at the end of Shōwa 12 (1937), resulting from the great resolute gift of Hitler's speeches. No, I am not pointing to such things.
First, in February of Shōwa 13 (1938), President Hitler carried out a major overhaul of the German diplomatic apparatus, creating a Privy Council primarily for consultation on political matters, including diplomacy, seating former Foreign Minister Baron von Neurath (이노-라도男작) as its President, appointing Mr. Ribbentrop (린펜토롭씨), who had concluded the Anti-Comintern Pact with Japan, as the new Foreign Minister, and making other personnel changes in foreign affairs. Traditionally, within the German Foreign Ministry in recent years, there were individuals who had strived for the development of trade with China. Even with the Japan-Germany cooperation, they did not want to weaken the promising China trade because of it. Considering that Germany, which accounted for only 6.7% of China's import trade in Shōwa 7 (1932), achieved an astonishing leap to 16% by Shōwa 10 (1935) and 16 rin (厘 - likely 16%) by Shōwa 12 (1937), it is understandable that German diplomats thought of this as their own achievement, and their hesitation (逡巡) was not unreasonable. Certain bureau chiefs (OO局長) even publicly declared, "This China Incident has nothing to do with the Japan-Germany Anti-Comintern Pact." However, the February reforms markedly turned German diplomats pro-Japanese.

2
Second, President Hitler, having made his pro-Japanese decision, decisively carried out the withdrawal (引揚) of Falkenhausen (할켄젠) and dozens of other German military advisors in June of Shōwa 13 (1938).<94>
This was something quite difficult to do considering personal connections and obligations (情實上). Why? Because that advisory group, ever since the Nanjing Nationalist Government (南京國民政府) was formed around Shōwa 5 (1930), had been led by the famous General Seeckt (젝트將軍), associated with Mackensen's (맛켄젠) military legacy, and had a background and sense of duty (의리) in building up China's military preparedness (軍備). After that, the goodwill shown by the recognition of Manchukuo (滿洲國) through the Germany-Manchukuo Friendship Treaty (獨滿修好條約) on May 12, Shōwa 13 (1938), also cannot be overlooked.

3
Turning to Italy, its pro-Japanese stance was fully expressed (유감없이 표명되었든) at the Brussels Nine-Power Treaty Conference (부랏셀 9國條約會議) in November of Shōwa 12 (1937), where the Italian representative Count Aldrovandi Marescotti (알토伯) fought a lone battle (孤軍奮鬪한) to support Japan's position. Also, regarding the recognition of Manchukuo, although their relatively weak relationship with China might have made it easier to act, they were the very first to carry this out, on November 29, Shōwa 12 (1937). That since the Japan-Manchukuo-Italy Trade Agreement (日滿伊通商協定) of July Shōwa 13 (1938), various treaties followed, and similarly (同檥 - likely 同樣) to the German press, everything in Italy consistently shifted in Japan's favor, is something that hardly needs pointing out anew now.

4
However, last year in August, the German-Soviet Non-Aggression Pact (獨蘇不可侵協定) and the handshake (握手) during the Poland Campaign (波蘭戰) were so sudden and unexpected that they reversed the atmosphere of friendship (親和空氣). But on the other hand (그러는 한 便), as it became clear (판명되여) that Germany had unavoidable circumstances (부득이한 일인 사정) at the outbreak of war (開戰에 際하야), and furthermore (他方), as the assertion (주장) of a New Order (新秩序) in Europe aligned with our country's (我國 - Japan's) position regarding the New Order in the Far East (極東), the friendship was promoted again, and it can only be called natural that it finally progressed to a Tripartite Alliance due to the dual circumstances of the European War and the development of the situation (時局發展) in the Far East.

5
However, had it not been for the unceasing (不斷의) and persistent (至病한) provocations (刺激) by Britain and the United States (米國), it likely would not have progressed this far.
Britain (英), experienced from the May 30th Incident (5·30事件) of Taishō 14 (1925), the Guangdong Shameen Incident (廣東沙面事件), and the Hong Kong Boycott incident (香港뽀이곳사건), and then seeing its dispatch of 15,000 troops neutralized (無能力化하였슴으로) when the Hamaguchi Cabinet (濱口內閣) rejected Britain's recommendation (勸議) for intervention in Shanghai in January of Shōwa 2 (1927), consequently adopted the Chiang Kai-shek (蔣介石) "watchdog policy" (番犬策). By supporting (가르켜 - lit. pointing to) the reform of the silver nationalization currency system (銀國有弊制度改革), it gave [China] ample confidence (十分한 自信) regarding its anti-Japanese policy and military preparations. This is known to the world (世人所知). Without this "aroused confidence" (興하여진 自信), the China Incident would not have broken out (勃發치 않었슬 것이다).
Of course, even if Britain offered the excuse (辯解) that its objective (目標) was investment protection (投資保護) and not aimed at excluding Japan, the result was the same. Moreover (더구나), since the China Incident, Britain has clearly aided Chiang's anti-Japanese resistance. The US (米), while monopolizing vast resources (富源) for itself (스사로), persistently tries to keep others (他) in a poor (빈약한) position, and thus resorted to the aggressive policy (侵策) of providing loans to aid Chiang (援蔣融資) to keep Japan entangled in the China Incident for a long time.

6
Thus, it would be rather unexpected if the Tripartite Pact had not been born under these circumstances (형편이 있다). From now on, in practical diplomacy, the people must earnestly support the newly established Tripartite Pact and strive to pioneer the nation's destiny (國運).<95>

**Summary**

This 1940 article by Japanese legal scholar Yoneda Minoru, published in the Korean magazine *Samch'ŏlli*, presents a historical justification for the Tripartite Pact between Japan, Germany, and Italy. It traces the growing closeness between Japan and Germany since the Anti-Comintern Pact of 1936, highlighting Germany's policy shift towards Japan (including withdrawing military advisors from China and recognizing Manchukuo) and Italy's consistent support (Brussels Conference, Manchukuo recognition). The author argues the pact was a natural development resulting from shared grievances as "have-not" nations, the alignment of their "New Order" visions for Europe and East Asia, and especially as a necessary response to the "persistent provocations" of Britain and the United States, whom he accuses of deliberately prolonging the Sino-Japanese War to hinder Japan. The article concludes by urging popular support for the pact to advance Japan's national destiny.

From a historical perspective, the article is revealing as propaganda published in colonial Korea, penned by a Japanese author, aiming to persuade the Korean readership of the righteousness and inevitability of Japan's alliance with Nazi Germany and Fascist Italy. It reflects the official Japanese narrative blaming Britain and the US for conflict in Asia and framing the Axis powers as revisionist forces fighting for a justified "New Order" against established, "possessing" powers. Historians might find the specific arguments used (e.g., framing German policy shifts, accusing UK/US of specific anti-Japanese actions like supporting China's currency reform) and the act of publishing such a piece in a Korean magazine significant for understanding Japanese wartime propaganda efforts and the political climate in colonial Korea.

**Named Entities**

日獨伊	일독이	Japan-Germany-Italy
기사형태	논설

三國同盟의 史的回顧
						法學博士 米田實
1
日獨伊 삼국동맹이 되었다. 이것은 日本外交의 일대 전환기을 劃하었슬 뿐더러 太平洋, 아니 널니 세계의 장래에도 多大한 영향을 던지는 것이다. 이에 나는 여기에까지 이른 역사적 회고를 하려는 바이다.
爲先 日獨의 접근에서부터 말한다면 그 최초는 昭和11년 11월 25일의 日獨防共協定이며 이것으로 防共뿐 아니라, 막연히 日獨親善의 空氣가 되여진 것이다.
12년 11월 6일의 日獨防共協定도 防共이외에도 國의 共鳴을 加하여 왔다. 그것은 日本, 伊太利가 戰捷國側에 있으면서 벨사유媾和會議에서 (日本은 華盛頓會議)에서 虐待되여 戰敗國인 獨逸과 마찬가지로 「不滿足國」「가지지 안는 나라」라는 공통의식이 있었슴에서이다.
그러다가 支那事變은 이 긴밀함을 배가하는 기회를 지었다. 그것은 다른 것이 아니라 힛틀러 연설의 大英斷의 賜物로써 12년 말 駐支獨逸大使 라우트맨의 日支交涉 幹旋도 호의이었겠지만은 余는 그런 것을 가르침이 아니라.
제1, 13년 2월, 히總統은 獨逸外交機關大刷新을 단행하고 외교를 주로 한 政治問題諮問 때문에 參議院을 만들고 外相이든 이노-라도男작을 그 議長에 안치고 新外相에는 日本과 防共協定을 지은 린펜토롭씨를 임명하고 其他 外務에 이동을 보인 것이다. 由來 獨逸 外務省에는 近年 支那貿易發展에 노력한 사람이 있어 이들은 아무리 日獨題携하였다 할지라도 이 때문에 유망한 支那貿易을 약하게 하지는 않었다. 이것은 昭和 7년에 僅히 支那輸入貿易의 6分 7厘밖게 占하지 못했든 獨逸이 10년에는 1割 6分, 12년에는 1割 6厘라는 경이적 약진을 이루어 있어 獨逸外交官 간에는 이것을 자기의 공적이라고 생각하였든 것을 생각하면 그 逡巡도 무리가 아니다. OO局長 等은 「이번 支那事變은 日獨防共協定에 無關係라구만」하고 공언까지 하였든 것이다. 그렇던 것이 2월의 개혁은 매우 현저하게 獨逸外交官들을 親日化시킨 것이다.

2
제2, 히틀러總統은 친일적 결의를 한대로 13년 6월 할켄젠 이하 수십명의 獨逸人軍事顧問 引揚을 단행하였든＜94＞ 것이다.
이것은 情實上 좀처럼 하기 어려운 일을 한 것이다. 었재 그러냐 하면 同顧問團은 南京國民政府가 되자마자 昭和 5년경부터 벌서 유명한 맛켄젠軍參諾長 젝트將軍에 인솔되어 支那軍備를 만들어낸 배경도 있고 의리도 있었슴으로서이다. 그런 뒤 13년 5월 12일 獨滿修好條約에 의하여 벌서 滿洲國 승인이 되어진 호의도 또한 헤이지 않을 수 없다.

3
그러고 伊太利에 이르러선 그의 親日이 유감없이 표명되었든 것은 12년 11월 부랏셀 9國條約會議에서 日本의 입장을 지지하기 때문에 伊代表 알토伯이 孤軍奮鬪한 것이었다. 또 滿州國 승인에 있어서도 對支關係가 비교적 박약함으로 움지기기 좋흔 점도 있섰겠스나 12년 11월 29일에 가장 저이것을 단행할 것이다. 13년 7월 日滿伊通商協定 以降 諸條約이 또한 獨逸言論界와 同檥 伊太利의 모든 것이 시종 日本때문에 변하여 온 것은 지금 새삼스럽게 지적할 것까지 없는 일이다.

4
다만 작년 8월 獨蘇不可侵協定과 波蘭戰에 있어 그 握手가 너무 돌연이 있고 예상 외이었슴으로 親和空氣를 역전하였든 것이다. 그러나 그러는 한 便獨逸도 開戰에 際하야 부득이한 일인 사정이 판명되여 他方 歐羅巴에 있어서의 新秩序의 주장이 極東에 있서서의 新秩序에 대하여도 我國의 입장과 공통하는 이상 그 親和가 다시 촉진되어 끗끗내 歐羅巴戰爭과 極東時局發展의 兩事情으로부터 二國同盟까지 진전한 일도 自然이라 아니할 수 없다.

5
그러나 伊太利, 米國에 의한 不斷의 至病한 刺激이 없섰더면 아마 여기에까지 進展을 보지 못하었스리라.
英은 大正 14, 5·30事件, 廣東沙面事件, 香港뽀이곳사건의 경험, 그 다음에 昭和 2년 1월 濱口內閣이 英의 上海出兵勸議를 거절하여 英의 出兵 1만 5천을 무능력화하였슴으로 여기에서 蔣介石番犬策이 採用되어 이에 銀國有弊制度改革을 가르켜 抗日政策軍備上의 十分한 自信을 與한 것은 世人所知의 일이다. 이렇게 「興하여진 自信」이 없시는 支那事變은 勃發치 않었슬 것이다.
물론 英吉利에는 投資保護가 목적으로 排日을 목표로 하지 않는단 辯解가 있었다 할지라도 결과에 있어서는 동일하였다. 더구나 支那事變 이후에 있어서는 英은 명백히 蔣의 抗日을 원조하여온 것이다. 米는 스사로 광대한 富源을 독점하여 있스면서도 어디까지든지 他를 빈약한 지위에 두려하며 그래서 援蔣融資에 의하여 日本을 오래 支那事變에 엉키어 잇도록 하는 侵策에 나온 것이다.

6
이리하여 三國同盟이 탄생하지 않었다면 오히려 예상외라 할 형편이 있다. 이제부터는 실제 외교에 있서 국민은 모름직히 新成立한 三國同盟을 열심히 지지하여서 國運의 개척에 노력할 바인가 하노라.＜95＞
＜94-95＞
