잡지명	개벽 제25호
발행일	1922년 07월 10일
기사제목	학생논단 (Student Forum)
저자	梁在恂 (Yang Chae-sun)
기사형태	논설 (Editorial/Essay)

학생논단
(검열 삭제)
鐵과 石炭! (Iron and Coal!)
						工業專門學校 梁在恂 (Industrial Professional School, Yang Chae-sun)
We should not think of yesterday's affluence and needlessly lament today's decline. Nor should we look at today's decline and worry that we will be eternally poor and cold. There is no place in the world untouched by the principle of circulation; the poor will not always be poor, and the weak will not be weak to the end. I believe the day will surely come when we become wealthy and strong. I think that we once had not just one or two things better than others, and we did not lag behind others even slightly. I believe it is up to us whether we continue living as we do today or transform our lives back to the affluent and vibrant ones of the past.

What, they ask, is our most urgent task? What could it truly be? For us, who lack so much, what is there that is not needed, what is not necessary? Though I cannot list everything, education must be encouraged, and religion must be reformed. All are urgent, but another urgent matter <67> seems to be industry. What is the cause of our gradual impoverishment, more so today than yesterday, and more so tomorrow than today? Where do the clothes that cover our bodies come from? Where do the hats on our heads come from? Pencils, notebooks, styluses... where do they all come from? And where do the other miscellaneous goods we consume daily come from? We only have rice and firewood. Will the path ahead be dark or bright? I truly wonder if our very survival is not concentrated on this point. There is a limit to what we can sell, but no limit to what we must buy. Let us manufacture what we use ourselves, as much as possible. Let's not sell cotton to buy broadcloth (廣木); by doing so, let's become a little richer. Let's become a little stronger. How many are there who sell their fields, sell their paddies, sell their homes, glance back at the beloved mountains and rivers, and wander far away in Siberia? If you all do not strive in industry, you will not gain real strength, and on the day you fail to gain real strength, what do you think will become of our livelihood?

1. What are the factors for industrial development? To put it simply, the factors of industry are 1) Capital, 2) Technology, 3) Raw materials, and 4) Power. Among these, the most necessary are raw materials and power; where raw materials are abundant and power is plentiful, large industries arise. Today, unlike in the past, machines are used, requiring great power. That is, iron for manufacturing machines and coal for generating power are necessary. It is said that coal and iron are the two great raw materials of industry. The industrial development in European and American nations (歐米諸國) is due to the abundance of coal and iron in those countries. In 1914, France lost its main territories to Germany, losing iron and coal, and received supplies of iron and coal from Britain and America (英米國). During the Franco-Prussian War (普佛戰爭), Germany acquired the Lorraine (로-렌) region, which had the world's number one iron mine, making it the foundation of Germany's industry today.

2. Types of Coal. Listing the types of coal, there are bituminous coal, lignite (brown coal), anthracite, and natural coke (天然骸炭). Bituminous coal is the widely used type. Lignite is less carbonized than bituminous coal. Anthracite and natural coke are excessively carbonized. For example, Fushun (撫順) coal in Manchuria (滿洲) is bituminous, while Anju (安州) coal and Hamgyŏng Province (咸鏡道) coal are lignite. The most suitable for use is bituminous coal; lignite has poor luster and weak heating power.

3. Types of Iron. Before discussing the types of iron, let's talk about the types of iron ore, the raw material for iron. There are several kinds. Classified by their components, they are oxides, carbonates, sulfides, etc.; the most abundant are oxides. Sulfides are used for sulfuric acid production and not in the iron-making business. Oxide iron ores include red ore (hematite), magnetite, brown ore (limonite), micaceous iron ore, etc. Among carbonates is siderite (菱鐵鑛).<68> Among sulfides is pyrite (黃鐵鑛).
There are broadly three types of iron: steel (鋼鐵), wrought iron (鍊鐵), and pig iron (銑鐵). While the element iron is the same, depending on the amount of carbon contained within and the state of the contained carbon, it becomes either pig iron, steel, or wrought iron. Pig iron has the highest carbon content, followed by steel, and wrought iron has the least contained carbon. Therefore, to make steel from pig iron, some carbon in the pig iron must be removed, and adding some carbon to wrought iron can produce steel. Depending on the intended use of steel, elements like manganese (滿俺), tungsten (重石), or mercury (水銀) are added to produce steel with special properties.

4. Origin of Iron and Coal. What is the origin of iron and coal? Not just iron and coal, but let's consider the origin of ore deposits (鑛床) from which all useful minerals like gold, silver, copper, and lead are mined. Before discussing the origin of gold, silver, copper, iron, and coal, let's briefly talk about the history of our Earth.
Our Earth, initially a chaotic, high-temperature gas, radiated its heat into space, and its outer surface solidified, forming the Earth's crust (地皮 即 地殼), acquiring a definite shape. The Earth thus transitioned from the astronomical age to the geological age. High places became mountains, and low places became oceans. From this era onwards, the Earth gradually left records as time passed. These records are the strata (地層), and these strata contain fossilized remains of organisms that lived at that time, allowing us to judge the Earth's appearance back then. The discovery of shellfish fossils on the high peaks of the Himalayas (히마리야) indicates that the Himalayas were under the sea during that era. An overview of the geological ages is as follows:
Geological Ages Overview
(1) Primitive Era (Gneiss Period, Mica Schist Period, Phyllite Period)
Fossils: None
(2) Paleozoic Era (Cambrian Period, Silurian Period, Devonian Period, Carboniferous Period, Permian Period)
Fossils: Animals; Below cartilaginous fish, fish, amphibians, Tetracorallia, trilobites, reptiles
Plants; Cryptogams, Conifers rare
(3) Mesozoic Era (Triassic Period, Jurassic Period, Cretaceous Period)
Fossils: Animals; Primitive corals, gastropods, reptiles dominant
Plants; Conifers, Cycads, Ferns
(4) Cenozoic Era (Tertiary Period, Quaternary Period)
Fossils: Animals; Mammals
Plants; Dicotyledons
It has indeed been a long time since the Earth was formed until today. Scholars say it is 500 million to 1 billion years. That there were tremendous changes on the Earth's surface during that time is proven by the fossils currently extracted from the ground. In certain eras, trees were dense and lush. In certain eras, reptiles roamed widely. It is said that humankind first appeared only at the end of the Tertiary Period and the beginning of the Quaternary Period of the Cenozoic Era.
Considering the origin of coal, from the late Paleozoic Era, namely the Carboniferous Period, until before the Tertiary Period of the Cenozoic Era, trees flourished on Earth, fell over, and were buried one upon another, subjected to great pressure and transformed by the Earth, forming today's coal. The type of coal is not related to the type of tree but depends on the degree of carbonization. Even in plains where weeds grow profusely, accumulated weeds that do not decay but become carbonized turn into what is today called peat (泥炭).
Next, regarding gold, silver, copper, and iron: there are many metallic elements in this Earth. According to scholars' reports, aluminum (알미니음) constitutes 8.13% and iron 4.71%. Containing various other minerals like gold, silver, and copper, concentrations in parts of the Earth's crust due to chemical or physical processes are what we call ore deposits (鑛床). Thus, those that can be economically mined are excavated.

5. Coal Mining (採炭). Coal mining is the extraction of coal existing underground. Generally, coal seams over 3 feet thick are mined, but sometimes coal seams less than 3 feet, around 2 feet, can also be mined profitably. The thickness of coal seams ranges from over 100 feet for the thickest to just over a foot for the thinnest. Regarding mining methods, there are two types: open-pit mining (露天堀) and underground mining (地中堀). Open-pit mining is done when the coal is buried shallowly, removing the topsoil to extract the coal. Underground mining is the commonly seen method: a vertical or inclined shaft (坑道) is opened from the surface, and after reaching the coal, tunnels are dug in various directions to extract the coal and transport it to the surface. Being an underground operation, some danger is unavoidable, but if designed using scientific principles, it is not as dangerous a business as might be expected.

6. Iron Making (製鐵). Iron ore used for iron making typically needs to contain 50% iron and be low in sulfur and phosphorus. Sulfur and phosphorus in the iron ore enter the iron after smelting, degrading its quality and preventing the production of high-grade steel. Even iron ore with high iron content can be rendered useless, like worthless stone, unable to be used for iron making depending on the presence or absence of sulfur or phosphorus.
Iron ore, limestone, and coke (骸炭) are loaded into a blast furnace (熔鑛爐), and hot air is blown in from the bottom <70> of the furnace. Then, the hardened iron (硬化鐵?) reacts with the coke etc. and is reduced. The reduced iron melts and collects at the bottom of the furnace. Other molten materials like limestone, being lighter, float on top of the iron. This slag is removed, and the collected iron at the bottom is tapped and poured into suitable molds to obtain pig iron (銑鐵). This pig iron becomes the raw material for steel (鋼鐵) and cast iron (銑鐵? - likely meant cast iron products). The quality of this pig iron is somewhat dictated by the ore and affects the steel produced from it based on the quality of the pig iron used.

7. Iron and Coal Reserves and Consumption by Country

The world's total iron reserves are unknown, but coal reserves are estimated at about 7.4 trillion tons. As the figures above show, the United States (米國) holds nearly half of the world's coal. Looking at the East (東洋), China (支那) has the most. Regarding China, there are still many unmined areas, so there might be over 1 trillion tons of coal.
7.4 trillion tons seems like a huge number, but it is said that this coal will be completely consumed in 150 years. It is said that Britain (英國) has 240 years left, the US 103 years, and Japan (日本) 50 to 80 years, after which there won't be a single lump of domestic coal left. US coal consumption is enormous, matching its industrial might. Annual coal consumption per person is said to be 25 tons. In Japan, the annual consumption per person is barely half a ton. It takes 2 tons of coal to produce 1 ton of pig iron from ore, and another 2 tons to make 1 ton of steel from pig iron. That is, 1 ton of steel uses 4 tons of coal.
Building a 10,000-ton steamship requires about 5,000 tons of steel. Operating this ship at 13 knots for one day consumes 120 tons of coal; annually, this amounts to 43,800 tons. Indeed, coal consumption is massive. Operating a regular train for 28 miles consumes 1 ton of coal. Running a train once from Ŭiju (義州) to Pusan (釜山), a distance of 590 miles, requires 14 tons of coal. If it makes two round trips a day, the annual total is a huge 20,440 tons. If a 10,000-horsepower factory were operated for one year, it would use 1.2 billion (?) tons (12億 噸 - this seems like a typo, perhaps 120,000?) of coal. Finite resources <71> cannot be used indefinitely. To make them last even one day longer, there is no other way but to conserve coal. Let's consider how much of one metric ton (2,000 pounds - Note: metric ton is 1000kg or ~2204 lbs, 2000 lbs is a short ton; the text uses 米噸/봉도(封度), likely referring to short tons/pounds) of coal underground we actually utilize.
Coal lost during mining: 600 pounds
Power for transport to surface: 31 pounds
Surface transport consumption: 82 pounds
Loss during transport to boiler room: 13 pounds
A total of 726 pounds are lost getting from underground to the point of use at the mine. Additionally, the losses during use are as follows:
Amount going up as smoke: 446 pounds
Loss due to radiation: 51 pounds
Loss as ash: 51 pounds
A total of 1,274 pounds are lost, leaving only 726 pounds utilized. Nearly two-thirds are openly consumed. Losses during transport and mining might be unavoidable, but losses up the chimney can be prevented. This is the pulverized coal combustion method (微粉炭燃燒法). Using this method, coal can be burned completely, utilizing over 90% of it. Additionally, there is a method for utilizing low-grade coal (劣等石炭利用法) by obtaining various oils through low-temperature carbonization (低溫乾餾法).

8. Korea's Mining Industry (朝鮮의 鑛業界). It is said that Korea (朝鮮) lacks platinum and diamonds, but other minerals are rarely absent. The annual production values of various provinces rich in mineral products are as follows (1918):
Hwanghae Province (黃海道): 15.03 million Won
North P'yŏngan (平北): 4 million Won
South Hamgyŏng (咸南): 2.67 million Won
South P'yŏngan (平南): 2.32 million Won
Kyŏnggi (京畿): 450,000 Won
South Kyŏngsang (慶南): 360,000 Won
North Hamgyŏng (咸北): 200,000 Won
The annual production value of coal is 2.12 million Won, and that of pig iron is 10.16 million Won. Gold amounts to 4 million Won, and the total sum is about 25 million Won. However, who controls this entire mining industry? Four-fifths (5分의 4) are Japanese (日本人), most of the remainder belongs to Westerners (西洋人), and the share belonging to Koreans (朝鮮人) is merely one-thirtieth (30分之 1) of the gold mining industry's value.
I think there is no need to envy the abundant coal and iron in distant foreign countries. Even if it's small, my own thing is my own; I must utilize my own things well. Let us dig the iron ore we have, let us mine the coal we have, make machines, generate power, and block expensive foreign goods. By doing so, let's try to live a more affluent life. <72>
<67-72>

**Summary**

This 1922 essay by Yang Chae-sun, a student at an Industrial Professional School, argues passionately for the urgent need for industrial development in Korea, focusing specifically on iron and coal as the foundational elements. He laments Korea's economic decline and dependence on foreign manufactured goods, contrasting it with a perceived more prosperous past and the industrial might of Western nations and Japan, fueled by their resources. Yang details the geological origins, types, mining, and processing of coal and iron, emphasizes the massive consumption rates driven by industrialization and transportation, and advocates for resource conservation and efficiency. He concludes by highlighting the rich mineral resources within Korea, decrying the fact that their exploitation is overwhelmingly controlled by Japanese and Western interests, and urges Koreans to take control of their resources to build domestic industry and achieve economic self-sufficiency and a better life. From a historical perspective, the article is significant as it reflects early Korean nationalist thought focused on economic self-strengthening under Japanese colonial rule. It underscores the awareness among educated Koreans of the importance of industrial resources for national power, mirroring global trends, while also revealing the stark reality of colonial economic exploitation where Koreans were largely excluded from benefiting from their own land's resources.

**Named Entities**

梁在恂	양재순	Yang Chae-sun
6. 製鐵 製鐵에 投하는 鐵鑛石은 普通 50%의 鐵를 가지고 硫黃과 燐이 적은 者를 要합니다. 鐵鑛 內에 硫黃과 燐은 製鐵 後 鐵 가운대 드러가서 鐵의 性質을 劣惡하게 하야 上等의 鋼鐵을 製造할 수 업습니다. 鐵의 含有量이 만흔 鐵鑛이라 하더라도 그 鐵鑛 中에 硫黃 或은 燐의 有無에 依하야 鐵鑛으로 利用할 수 잇스며 或은 製鐵할 수 업는 無價의 돌과 가티 됨니다.
熔鑛爐에 鐵鑛과 石灰石과 骸炭을 裝入하고 爐의 底部로부터＜70＞ 熱風을 불어 너음니다. 그런즉 硬化鐵은 一般 化炭 等에 作用을 밧어서 還元됨니다. 還元된 鐵은 녹아셔 爐底에 모입니다. 其他 石灰石 等의 녹은 者는 比重이 가벼운 故로 鐵 우에 뜸니다. 此를 除去하고 밋헤 고인 鐵을 뽑아서 適當한 鐵型에 注入하야 得한 것이 銑鐵이외다. 이 銑鐵이 鋼鐵과 銑鐵의 原料가 됨니다. 이 銑鐵의 好不好는 鑛石의 幾分에 支配되고 使用한 銑鐵의 良不良에 因하야 製造한 鋼鐵에 影響합니다.
7. 鐵과 石炭의 各國 埋藏量과 그 消費

鐵의 世界 總 埋藏은 알 수 업스나 石炭은 大約 7兆4千億이라 합니다. 上記의 數字와 가티 米國이 全世界의 石炭 半額이나 近 됨니다. 東洋으로 보면 支那가 가장 만습니다. 支那로 말하면 아즉 採鑛되지 안흔 곳이 不少한 故로 無慮 1兆 以上의 石炭이 잇슬 것이외다.
7兆4千億이라 하면 大端한 數字이나 이 石炭은 150年 間이면 全部 消費되리라고 말합니다. 英國은 240年 米國은 103年 日本은 50年 乃至 80年이면 國內의 石炭이라고는 1塊도 업스리라 합니다. 米國의 石炭 消費는 米國의 工業의 盛大함과 가티 莫大합니다. 1年 1人當의 石炭消費量이 25噸이라나 합니다. 日本으로 말하면 1人當 1年 消費가 겨우 半噸에 不過 합니다. 鑛石에서 銑鐵 1噸을 製鐵하는데 石炭 2噸을 要하고 銑鐵로 鋼鐵 1噸을 製造하는데 亦是 2噸을 要한다 합니다. 即 鋼鐵 1噸에 石炭 4噸을 씁니다.
1萬噸의 汽船을 建造함에는 約 5,000噸의 鋼鐵을 要하고 이 汽船을 한 時間 13海浬式 1日間을 運轉함에는 石炭 120噸의 消費하며 1年이면 43,800噸이외다. 果然 石炭의 消費는 莫大한 것이외다. 普通 列車를 28哩 運轉하는데 石炭 1噸을 消費하고 義州에서 釜山까지 590哩 間을 1回 運轉하는데는 石炭 14噸을 要하고 1日 2回 往復이라 하면 1年에 20,440噸의 巨額이외다. 萬若 10,000 馬力의 工場을 1年間 運轉하랴면 12億 噸의 石炭을 用할 것이외다. 有限한＜71＞ 者를 無限하게 쓸 수는 업습니다. 1日이라도 오래 쓰자면 石炭 節儉 外에는 別 方法이 업습니다. 地下에 잇는 1米噸(2,000封度)의 石炭을 우리가 利用하는 分量이 얼마 되나 생각코자 합니다.
採堀할 時에 일는 石炭이        600封度
地表에 運出하는 動力에         31封度
地上運搬 消費量             82封度
汽罐室까지 運搬할 時의 損失量  13封度
鑛山地下에서 使用하는 곳까지 오는데 726封度를 損失합니다. 其外에 使用 時에 損失하는 分量을 말하면 다음과 갓습니다.
烟으로 돌아가는 量  446封度
反射出로 損失        51封度
灰分으로 가는 것이   51封度
全部 1,274封度를 損失하고 殘額 726封度를 利用함에 不過합니다. 近 3分의2를 公然히 消費합니다. 運搬 中에 損失하는 것과 採堀시에 損失하는 것은 免할 수 업다 하나 煙突로 가는 것은 막을 수 업습니다. 이것이 即 微粉炭燃燒法이외다. 이 方法에 依하면 石炭을 完全히 燃燒시켜서 石炭의 90餘%를 利用할 수 잇습니다. 其外에 劣惡한 石炭을 가지고 低溫乾餾法에 依하야 여러가지 기름을 得하는 劣等石炭利用法이 잇습니다.
8. 朝鮮의 鑛業界 朝鮮에는 白金이 업고 金剛石이 업다 하나 其他 鑛物로는 업는 것이 드물고 鑛産物이 만흔 各道의 年産額을 들면 다음과 갓습니다.(1918年)
黃海道  1,503萬圓
平北    400萬圓
咸南    267萬圓
平南    232萬圓
京畿    45萬圓
慶南    36萬圓
咸北    20萬圓
石炭의 年産額은 212萬圓이고 銑鐵의 年産額은 1,016萬圓이외다. 金이 400萬圓이고 全 總額은 約 2,500萬圓이외다. 그런데 이 鑛業界는 全部 누구의 손에 支配되느냐 하면 其 5分의 4는 日本人이오 殘餘는 거의 西洋人이오 朝鮮人의 것은 金鑛産業額의 30分之 1에 不過합니다.
멀리 外國에 만흔 石炭과 만흔 鐵이 잇슴을 불어워 할 必要는 업는 줄 생각합니다. 적어도 내 것 만하도 내 것 내 것은 내가 잘 利用하여야 할 것이외다. 우리에게 잇는 鐵鑛은 우리가 파고 우리에게 잇는 石炭은 우리가 파서 機械도 만들고 動力도 일으켜서 빗싼 外國物貨를 막읍시다. 그리 하야 좀더 富裕한 生活을 해 봅시다.＜72＞
＜67-72＞
