잡지명	개벽 제25호
발행일	1922년 07월 10일
기사제목	世界一週-山 넘고 물 건너(七) (Around the World - Over Mountains and Across Waters (7))
필자	一愚
기사형태	기행문 (Travelogue)

Around the World - Over Mountains and Across Waters (7)
						Ir'u

Chapter 4: Act 4 of the Stage of Struggle

Section 3: Ah, New York?
On August 10, 1918, I left the city of Chicago (市俄古市) bound for the great world metropolis, New York City. Wondering if I would ever have the chance to head West again once I went to New York City, I made a point of getting off at stations along the way to visit friends. On this journey, I didn't have the same surging emotions as before. There wasn't the deep impression I had when heading from Tacoma Port (대콤마港) towards Wesleyan University (웨슬네안 大學). Whenever I visited friends en route and heard words congratulating and admiring my humble success, I couldn't help but feel apologetic, and the sense of needing self-reflection was not light.

Ah, New York City! On August 18th, stepping off at the central station, Pennsylvania Station (펜실베니아스테슌), the crowds flowing down and climbing over through the elevated walkways branching in all directions scattered and bustled like those on the main city streets. Bookstores (冊肆), flower shops (花草廛), and various other kinds of stores were displayed gorgeously, even catching the shadows of the sunlight pouring down from the blue sky. Ah! "So this is the New York cityscape!" I wondered. However, it was only when I was about to take a taxi cab (택씨캡 「自働車」) guided by a friend wearing a red cap that I realized I had finally stepped outside the station and waiting room.

Passing the renowned Fifth Avenue (第5通家), the automobile sped straight up Broadway Avenue (뿌로드웨이 大街). Gradually, as the terrain rose, <91> the air became cooler and cooler! The broad river water came into view! Expanses of fresh green grass opened up! Museum-like buildings stood prominently here and there. The Stars and Stripes (스탈쓰앤드스트라입쓰 「美國國旗」) fluttered high in the mid-sky! The driver stopped the car and announced, "This is Hartley Hall (할틀리館)!" What quickly caught my eye was the bronze statue of Mr. Hamilton (해릴튼) standing tall on the left, and the memorial pavilion for Mr. Hartley (할튼) standing on the right! I settled my lodging at Hartley Hall and visited Dr. Monroe (몬로), the Dean of the Department of Education. The Doctor was a middle-aged gentleman of about 50, seeming to have a Bismarck-like demeanor, yet he made me feel the courteousness of Washington (와슝톤)! The Doctor repeated the words "Korean student" and showed a deeply moved attitude, saying, "The school authorities are truly satisfied that you have been admitted to the graduate school (學士院) under special conditions!"

Ah, Columbia (콜넘비아)! It is a university established 175 years prior to today [calculating from 1756 mentioned, but the author likely meant ~166 years before 1922], in 1756, on the banks of the Hudson River (허드슨河畔) in New York City under the English-style name King's College (킹쓰칼네지)! Of course, at that time, it modeled itself after the famous Oxford (옥쓰풀드) or Cambridge (켐뿌리지) universities in England (英國), the mother country. However, during the midst of the Revolutionary War, when the spirit of the free people of the New Continent (新大陸) awakened and the vital force of independence and self-respect surged, the English-style name King's College was changed to Columbia, the symbol of the American (美國) spirit, and later received the honorary title of University (유니벌씨티) from the American Congress. Everyone knows its reputation is worldwide. One cannot enumerate all the specialized departments that subdivide each college to teach academics in various fields! To put it in a word, it possesses the confidence and reputation that it can teach anything, bar none, whether academic or technical, responding to the demands of modern society, and this can be proven as fact. There isn't a nationality or race, among those countries known in the world or races with a line recorded in ethnology, that does not have at least one student representative. Therefore, the number of enrolled students cannot be precisely counted, but let's estimate it at over 200,000 [Note: This number seems highly inflated for 1922; Columbia's enrollment was closer to 30,000 then]. It holds the top rank in the world in both capital funds and student numbers. Accordingly, responding to modern demands, it has come to occupy a special position in its expert professors and facilities.

In May 1919, I received something called a bachelor's degree. Subsequently, I entered the Political Science department to major in Sociology, taking up my pen under Dr. Giddings (께딩博士). If only I could paint the true picture of life in the Columbia graduate school! But, but would you understand the degree of its interest and the essence of its life philosophy, and appreciate it fully! There is also the danger of provoking a sense of the bizarre!

Ah, New York, I call its name once again! Looking back, it was <92> over 300 years ago. In those days when immigrants from Holland (和蘭) crossed the Atlantic (大西洋) and continuously flocked here, it was nothing more than a small village. Later, English immigrants gained dominance, and it ended up becoming an English territory (屬領) and colony (植民地). However, the tyrannical misrule of the mother country gradually provoked the spirit of freedom among the settlers. Eventually, they resisted the immoral and wicked government of the mother country, took up arms, and built a free republic (自由民國) on the New Continent. In the 120-odd years since achieving independence and freedom, it has expanded and developed daily, gaining the prestige of a world-class metropolis. The population has truly reached 5 million, and observing the prosperous facilities and power of the city, one cannot help but be astonished at the miraculous development and expansion power of the American people.

New York City can be called a small island located in the center of the Hudson River estuary. It possesses a large area of about 320 square miles. The city streets originate from the southeastern tip, branching into 12 avenues, and further major thoroughfares extend horizontally, opening up the grand cityscape. Among them, the famous Fifth Avenue and Broadway extend in a straight line, worthy of being called the spinal cord of New York City. In the center, a large park spanning about 1 million pyeong [approx. 3.3 million sq meters or 843 acres, referring to Central Park] has been established, allowing the 5 million citizens to cultivate a spirit of magnanimity (浩然의 氣), serving as a playground for children and a place of solace for laborers.

On the horizontal plane of the city streets thus divided vertically and horizontally, automobiles, railway lines, tram lines, etc., are interconnected like a spider's web. Beneath the ground, subway trains run crisscross, and additionally, in the air, elevated railways and trams come and go like sparks. The frenzied crowds thronging the transportation lines paint a real scene of the struggle for existence. A particularly astonishing piece to add is what might be called the Hudson Tubes. For New York City, where traffic with various places in the state of New Jersey (뉴절씨州) across the Hudson River is heavy, transport by steamship alone simply cannot meet the demand. With the skill of modern people who utilize the blue sea (碧海) and mulberry fields (桑田) [land] at will, and the iron will of the American people strong in pioneering and conquest, they laid railways crossing and penetrating the bottom of the Hudson River, which not only provides convenience for interstate traffic but also adds great momentum to the city's development.

Ah, New York, I call its name yet again. If one were to name New York's premier attraction, it would likely not be the art museum, nor the great university. Ah, it's definitely not that the art museum or the great university ranks inferior compared to others. But, but, isn't the power with which New York—and America—dominates the world, gold? Therefore, I would say New York's premier attraction is Wall Street (월수츄릿). Truly, it is a fact that Wall Street rules the world! Here, as the center of world finance (金融) and the place where market prices (市場相場) are officially set, the stock market (株式市場) opens. The throng of people rushing madly, eyes bloodshot, dreaming of making a fortune overnight, truly depicts a hell of gold (黃金地獄)! Great buildings, none less than 20 stories tall, stand majestically, soaring into the clouds, displaying signs of banks (銀行會社), companies, exchanges (取引所), etc., lined up on the left and right sides of the road. However, the roads on both sides are extremely narrow, filled with a gloomy atmosphere, and the crush of the human sea is thick with a murderous aura (살기).

Castles in the air (空中樓閣)—this cannot be dismissed as mere laughter about the dreams of ordinary people. Once you see New York City, <93> it's not a dream; real castles in the air soar everywhere. Thirteen stories are common, and large buildings of 40 or even 50 stories are plentiful. Particularly, the Woolworth Building (울월스삘띙 「商業堂」) is a high pavilion of 65 stories, renowned as the world's tallest building in terms of house construction. Viewing New York from the top of the tower, under the vast line of sight, buildings are high and low, long bridges continue, and various transport vehicles crawl like spiders—I had the feeling of "Climbing Mount Tai (泰山) makes the world seem small." Mr. Woolworth succeeded with a five-and-dime store and erected such a grand building as a symbol of his great wealth.

New York's greatness may be an American boast, but New York's global status is also the result of the collective effort of the world's races. The entire citizenry of New York City is an assembly of people from various nations who have built the great New York. While the honor naturally goes to the political and commercial activities of those of English, German (獨逸人), French (佛國人), and Irish (愛蘭人) descent, the contribution of the labor and wealth of Russians (露西亞人), Italians (伊太利人), and Jews (猶太人), among others, is also significant. Therefore, the greatness of New York is constructed by combining the efforts of people from various nations.

New York's Pulpits and Podiums - If New York's global status signifies its wealth, then America's global prestige might be said to signify the power of New York's pulpits and podiums.

Union Theological Seminary (유니온 神學校) holds the world's top position due to its facilities and the scholarly prestige of its professors. Union Theological Seminary was originally merely an institution for training Presbyterian (長老波) clergy, but as its podium gradually became world-renowned, influential scholars from various denominations joined together to create a great non-denominational theological seminary. With Dr. McGiffert (맥기펄트博士) as president, scholars from various Protestant denominations cooperate to teach religious science and related academics professionally, making freedom of belief and thoroughness of scholarship their main focus. Professors like Dr. Coe (코박사) argue that "God's Democracy (하느님의 듸마크래씨)" is a more fitting term for the times than "Kingdom of Heaven," interpreting religion or education philosophically with the aim of realizing that democratic society. Professors like Ward (월드敎授) interpret labor issues (勞働問題) and social ethics (社會倫理) for the realization of that democratic society, advocating a socialized religion. Dr. Fosdick (포즈딕博士) interprets pulpit principles (敎壇理法) for that democracy, strongly criticizing the errors in traditional missionary methods (宣敎方法) and objectives, and advocating the establishment of people-based (民本的), autonomous (自治的) churches. That Christ (基督) is the last prophet (先知者), the savior (救主) of all people, and the central spirit of a world of great harmony (大同世界) may be called the sole truth that meets the hopes and satisfaction of modern people.

Dr. Jefferson (채퍼슨박사) occupies the pulpit at the Broadway Tabernacle (뿌로드웨이 敎堂), interpreting and proclaiming the gospel of world peace with his profound knowledge and superior faith. His church, independent from doctrinal traditions and rituals, preaches three times a week sermons of sublime and pure spiritual inspiration (靈趣神動) for a social religion where all people return to one body.

The world mission headquarters (萬國宣敎總本部) of both the Methodist and Presbyterian denominations (監長兩派) are located in New York City. The handling of affairs in each department and their facilities utilize modern science and technology, operating with astonishing speed—truly a surprising phenomenon. From the General Secretary (總幹事) down to the department members and hundreds of employees, they focus and strive in their duties from 8 AM to 4 PM without resting even for a minute (except for lunch break). They could indeed be called laborers pouring out their passionate blood for "God's Democracy." <94>

**Summary**

This travelogue excerpt describes the author Ir'u's journey from Chicago to New York City in 1918 and his initial impressions. He expresses awe at the scale, modernity, and energy of New York, particularly Pennsylvania Station, Broadway, Columbia University (where he enrolls), Wall Street, the skyscrapers like the Woolworth Building, and the advanced transportation including the subway and Hudson Tubes. He reflects on the city's history, its diverse immigrant population contributing to its greatness, and contrasts American progress with his own background. He also highlights the influence of New York's religious institutions, such as Union Theological Seminary and Broadway Tabernacle, noting prominent liberal theologians advocating for social progress and "God's Democracy," and the efficient organization of mission boards. For historians, the article offers a valuable glimpse into the perspective of a Korean intellectual encountering American modernity and liberal Protestant thought during the colonial period. His admiration for American development, democratic ideals (even framed theologically), and educational opportunities contrasts implicitly with the situation in colonized Korea, highlighting the aspirations and potential influences shaping Korean nationalist thought abroad. The specific mention of theologians promoting social ethics, labor issues, and people-centered churches is particularly interesting given the social and political context of Korea at the time.

**Named Entities**

市俄古市	시카고시	Chicago City
아아 뉴욕이라고 다시금 부릅니다! 回顧하니 距今＜92＞ 300餘 年 前의 일이엇다. 和蘭의 移民들이 大西洋을 渡하야 連續 輻湊하든 그 當時에는 一種의 小村落에 不過하엿다. 其後에 英國移民들이 勝勢를 어더 英國의 屬領 植民地가 되고 말엇다. 그러나 祖國의 專制的 苛政은 漸漸 移住民이 自由의 心氣를 挑發하엿다. 遂히 祖國의 非道惡政을 反抗하야 干戈을 擧하야 新大陸의 自由民國을 建設하엿다. 獨立 自由를 完成한 以來 120餘 年 間에 逐日膨脹 發展하야 世界的 大都會의 名威를 가지게 되엇다. 人口는 實로 500萬에 達하엿고 都會의 隆盛한 施設과 勢力을 살필 때 美國人의 奇蹟的 發展力 膨脹力에 驚駭를 喫할 수 밧게 업다.
뉴욕市는 허드슨河口 中央에 位한 小島라 하겟다. 約 320餘 平方哩의 大面積을 有하엿스며 市街는 東南端에서 起하야 12街 通으로 分張하고 更히 大通路가 橫延하야 大市街를 開하엿는데 그中 著名한 者 第5街와 부로드웨이는 一直線으로 延長하야 뉴욕市의 脊椎通이라 할 만하다. 中央에는 約 100萬坪에 亙하는 大公園을 設하야 500餘萬의 市民으로 하야곰 浩然의 氣를 養케 하며 兒童들의 遊戱處 勞働者들의 慰安所가 되어잇다.
如斯히 縱橫分張한 市街의 地平線 上에는 自働車 汽車鐵道 電車線 等이 거미줄 가티 連張햇스며 地下에는 地下鐵道가 縱橫 運轉하는데 더하야 空中에는 架設鐵道와 電車가 星火가티 往來하고 交通線路에 雜踏하는 熱狂的 群衆은 生存 競爭의 實景을 그려준다. 特히 驚嘆의 一言을 더할 記事는 허드슨튭이라 하겟다. 허드슨河를 隔한 뉴절씨州의 各處와 交通이 煩雜한 뉴욕市는 到底히 汽船의 運搬으로마는 必要에 應할 수 업다. 碧海와 桑田을 任意로 利用하는 現代人의 技術, 開拓과 征服心이 强한 美國人의 銑力으로 허드슨河底를 橫斷 貫通하는 鐵道를 敷設하야 州際交通의 便利는 勿論이어니와 都會 發展에 大勢力을 加하야 준다.
아아 뉴욕이라고 또다시 부릅니다. 뉴욕의 第一 名所라 하면 美術館도 아니오 大學校도 아니겟다. 아아 美術館- 大學校가 他에 比하야 劣等에 位한다는 것은 決斷코 아니다. 그러나 그러나 뉴욕으로서-美國으로서 世界를 支配하는 그 勢力은 黃金이 아닌가? 그래서 나는 뉴욕의 第一 名所는 월수츄릿이라 하겟다. 實로 월市街는 世界를 支配한다 함이 事實이다! 此處에 世界金融의 中心地, 市場相場의 公定地로서 株式市場이 開한다. 一攫千金을 夢想하랴 血眼이 되어서 狂奔하는 人衆의 雜踏은 實로 黃金地獄을 그려뵈인다! 20層의 不下하는 大建築物들은 巍然히 雲裏에 聳立하야 銀行會社 取引所 等의 看板을 걸고 左右側 路에 羅立하엿다. 그러나 兩側의 道路는 甚히 狹隘하야 陰沈한 氣가 웅켜잇고 人山人海의 混雜은 살기가 騰騰하다.
空中樓閣-이라 하면 俗人의 夢想을 意味하는데 不過하다는 우슴말에 돌닐 수 업다. 1次 뉴욕市를 보면 夢想이＜93＞ 아니요 事實 空中樓閣은 到處에 聳立하엿다. 普通 13層이요 恒用 40層 或은 50層의 大建物이 가득하다. 特히 울월스삘띙 「商業堂」은 65層의 高閣인데 家屋 建築로서는 世界 第一이란 名聲을 가젓다. 塔上에서 紐育을 大觀하면 茫茫한 視線 下에 建物들은 놉고 나즈며 長橋는 繼續하고 各 交通車는 蜘蛛가티 아물거리는데 「登泰山에 小天下」라는 感이 잇서다. 울월스氏는 拾錢均一廉物店에 成功하야 大富豪의 標榜으로 如斯한 大建物을 創建하엿다.
뉴욕의 偉大한 것은 美國人의 誇張이지마는 뉴욕의 世界的인 것은 亦是 世界 人種의 總和의 努力이라 하겟다. 뉴욕市 全體 市民은 各 國 人種이 集合하야 巨뉴욕을 建設하엿다. 그 榮譽는 當然히 英國 及 獨逸人 及 佛國人 及 愛蘭人系의 政治的 商業的 大活動에 歸할 것인 同時에 露西亞人 伊太利人 及 猶太人 等의 勞働 及 富力의 功도 적지 안타. 그런 故로 뉴욕의 偉大한 것은 各國人의 努力을 總合하야 構成한 것이외다.
뉴욕 敎壇 及 講壇 - 뉴욕은 世界的이라 함이 그 富力을 意味한다 하면 美國의 世界的 威信은 뉴욕의 敎壇과 講壇의 勢力을 意味하엿다 하겟다.
유니온 神學校는 그 設備와 敎授들의 文威로 世界의 第1位를 占하엿다. 유니온 神學校는 本是 長老波 敎役者 養成機關에 不過하엿스나 漸漸 講壇이 世界的이 되는 同時에 各 敎派의 有力한 學者들이 合同하야 非敎派的 神學校를 大成하엿다. 맥기펄트博士를 校長으로 戴하고 各 新敎派의 學者가 協同하야 宗敎科學 及 關係 學術을 專門的으로 敎授하며 自由 信仰과 學術의 徹底로 그 主點을 삼는다. 코박사 가튼 敎授는 「天國」이라는 것보다 「하느님의 듸마크래씨」라는 것이 時代의 適當한 名辭라 하야 그 듸마크래씨의 社會 實現을 目的하야 宗敎나 敎育을 哲學的으로 解釋하여 월드敎授 가트니는 그 듸마크래씨의 社會의 實現을 爲하야 勞働問題와 社會倫理를 解釋하야 社會化的 宗敎를 主唱하며 포즈딕博士는 그 듸마크래씨를 爲하야 敎壇理法을 解釋하며 在來의 宣敎方法과 目的의 誤謬를 痛論하야 民本的 自治的 敎會設立을 主張한다. 基督은 最後의 先知者 即 萬民의 救主로서 大同世界의 中心의 精神으로 함은 現代人의 希望과 滿足에 應할 惟一의 眞諦라 하겟다.
채퍼슨박사는 뿌로드웨이 敎堂에 敎壇을 占하고 世界的 平和의 福音을 氏의 博學과 優越한 信仰으로 解釋 宣傳한다. 氏의 敎會는 敎理的 傳統과 儀式에서 獨立하야 萬民의 同歸一體의 社會的 宗敎를 崇嚴高潔한 靈趣神動의 說敎를 每週 3差食 布傳한다.
監長 兩派의 萬國宣敎總本部는 뉴욕市에 置하엿다. 各 分科의 事務處理와 그 設備는 現代의 科學과 技術을 利用하야 敏速하게 運行함은 實로 喫驚할 現象이엇다. 總幹事 以下 各 部員 及 數百名의 雇人이 午前 8時부터 午後 4時까지 1分이라도 「午食休憩를 除」 休止함이 업시 事務에 集衆 努力한다. 그들이 참말 「하느님의 듸마크래씨」를 爲하야 熱血을 盡하는 勞働者들이라고 하겟다.＜94＞
＜91-94＞
