Magazine Title: 삼천리 제5권 제3호
Publication Date: 1933년 03월 01일
Article Title: 新舊文人 언파레트 ... 續 (A Parade of Old and New Writers... Continued)
Author: 安在左
Article Type: 문예평론 (Literary Criticism)

A Parade of Old and New Writers... Continued
						An Chaechwa

The Tastelessness of Paekhwa and the Salty Sourness of Kokmyŏng

Paekhwa, Mr. Yang Kŏnshik, and Kokmyŏng, Mr. Pyŏn Yŏngman (also known as San'gang Pyŏn Kwangho), although lacking the opposition of 'bourgeois' and 'proletariat,' are undoubtedly a pair whose human contrast and contrast in works cannot be ignored.
Paekhwa is lanky, commonly called a 6-ch’ŏk (foot) tall figure, while Kokmyŏng, Mr. Pyŏn Yŏngman, barely avoids being short but is not particularly tall. Furthermore, Mr. Yang has a pale complexion, whereas Mr. Pyŏn does not.

So, how are they in terms of writing? Mr. Yang primarily writes much Chinese literature, while Mr. Pyŏn writes essays, miscellaneous writings, and recently even novels. Until not long ago, Mr. Yang was often felt to be quite tasteless, as in “It is Kye singing like an old Buis.” Also, his complete translation of "Romance of the Three Kingdoms" (三國誌) does not seem that well done. Furthermore, something like "The Laundering Maiden" (빨래하는 處女), despite being good material, lacks flavor. It seems watery, like Mr. Yang's physique.
However, misunderstanding it as entirely tasteless would be a great misfortune. It's just that there is a slight tendency towards such tastelessness.

Then, Mr. Pyŏn, who contrasts with Mr. Yang, has no single representative work to speak of, but looking at his humorous sketches (漫文), they are salty to the point of being sour (鹹味가 지나서 酸味가 잇는 것이다). His extensive knowledge of foreign literature can be observed in his essays and miscellaneous writings, and concurrently, much of it is salty to the point of being sour.
To summarize the two again, Mr. Yang's works seem tasteless but have substance, while Mr. Pyŏn's seem to have substance but are tasteless. However, not everything is like that. It's just that there is a strong tendency in that direction.
I have no connection by name or lineage with Mr. Pyŏn, and having only seen him briefly on some street corner, I have only contrasted their literary activities here.

The Simplicity of Nosan and the Lightness of Im Hwa

It is common knowledge that Nosan, Mr. Yi Ŭnsang's "Sijo" (時調) poetry stands alone in the Korean 'bourgeois' literary circle, while Mr. Im Hwa's narrative poetry (敍事詩) has an established reputation in the Korean 'proletariat' literary circle. Moreover, personally, while standing in opposite directions, they share many points of similarity.
Firstly, if there is Nosan, who is praised without controversy in the Korean 'bourgeois' literary circle, there is Im Hwa, who is only praised without controversy in the Korean 'proletariat' literary circle. Also, just as Nosan is a non-drinker (不酒黨), Im Hwa is also a non-drinker. Both would likely get extremely drunk crossing a wheat field (過麥田).
However, if we speak of one representative trait for each, Nosan possesses "simplicity and clarity of purpose" (淡泊而明志), while Im Hwa has a "light and elegant" (輕快而端雅) flavor.
Consequently, this can be seen in their works as well. Nosan, Mr. Yi Ŭnsang's recent works, several sijo including "Reading History" (讀史), and Im Hwa's narrative poems like "Yokohama Holding an Umbrella" (우산바든 요고하마), form a good contrast.
In the Korean literary world—combining bourgeois and proletarian—these two poets are truly precious gems, a pair of treasures.
To summarize this again, Nosan's simplicity (淡泊) and Im Hwa's lightness (輕快) are similar yet opposite. That is, they are not polar opposites. Because their ideologies differ, they are similar while walking in opposite directions.

The Fluency of Yŏsu and the Rough Path of An Mak

This time, we get to contrast people belonging to the same faction. Yŏsu, Mr. Pak P'aryang is a member of 'KAPF' (朝鮮푸로레타리아藝術同盟 - Korean Proletarian Artists Federation), and Mr. An Mak is <79> also a member of 'KAPF'. However, their personal actions and work activities are almost opposite.
Yŏsu, Mr. Pak P'aryang's works, his 'Poetry' (詩), are almost filled with fluency (流麗). And personally, he is neither tall nor particularly short, but rather well-proportioned. He is truly a 'handsome' person, the exact opposite of Mr. An Mak's boldness (豪蕩). Accordingly, An's works included in the "KAPF Poets Collection" (캅푸 詩人集) and Yŏsu, Mr. Pak P'aryang's works, for example, a piece called "Beside the Stone Bridge" (돌다리 겻헤서) or "Summer Night at the Port" (港口의 녀름 밤), are most fluent. They evoke the feeling of a single small boat drifting on a calm sea. However, reading Mr. An Mak's poem like "Eighty Thousand Brothers..." (八萬의 兄弟여..) gives a stiff and bold (豪蕩) feeling, like navigating the difficult roads of Shu (蜀途).
Consequently, the personal actions of Mr. Pak and Mr. An also appear this way. Mr. Pak's contemplation on Zen (禪) versus Mr. An's fearless audacity regarding materialism (唯物論) truly make for a good contrast.
However, one thing that appears puzzling to our eyes is that someone like Yŏsu being a class-conscious individual seems like a riddle game. In terms of lacking material evidence in personal actions and work activities to designate him as 'proletariat,' there seems to be no one like this Mr. Pak.

The Humor of Yŏngp'al and the Sharp Tongue of Kijŏng

Mr. Kim Yŏngp'al and Mr. Yun Kijŏng were childhood friends (竹馬故友) but now walk in completely opposite directions. At one time, Mr. Kim Yŏngp'al was one of the 'proletariat.' However, public opinion now holds that he is close to capitulating even to the right wing (右傾). But whether Mr. Kim is truly like that or not is not the topic here, so let's leave it and proceed with the story, as he has appeared as a good contrast to Mr. Yun Kijŏng.
Mr. Kim Yŏngp'al has a wide mouth and a round face, and accordingly, he is good at telling jokes. This might be the reason he hears such public opinions today, but he is too much of a humor fanatic (諧譃狂). Especially women, none fail to burst into laughter (抱腹絶倒) at his humor. Thus, many of his works are like this. For example, "A Certain Couple" (어떤 夫婦) and "The Pitiful Worker" (어엿븐 勞働者) are done in a semi-humorous style.
However, Mr. Yun Kijŏng is not like that; he often says sharp things that friends might hate to hear, like a bee sting (蜂) or a needle prick (針). Accordingly, there are many such instances in his works as well. Perhaps because of this, he is only 4 or 5 ch’ŏk tall and has a skinny body.
To summarize these two again, the former is someone who has a stinging quality even while being humorous, and the latter is someone who has a sarcastic quality even while seeming to sting.

The Exaggeration of Insŏp and the Pragmatism of Hangsŏk

This time, let's bring Mr. Chŏng Insŏp and Mr. Sŏ Hangsŏk, who are referred to as the Overseas Literature Faction (海外文學派), onto the stage.
The two gentlemen are similar in height, but their faces differ: one is close to plump and charming (豊艶), while the other is close to outstandingly elegant (秀逸). Also, one specializes in German literature (獨文學), the other in English literature (英文學). Therefore, both translate and introduce foreign literature to Korea.
However, the former, Mr. Chŏng, in our view, always makes one feel exaggeration (誇張). Looking at examples like Mr. Chŏng's "A Study of Bernard Shaw" (바너드·쇼의 硏究), or "A Letter Sent to Dr. Tsubouchi" (坪內博士에게 보내는 글), "Connections in the World Literary Scene" (世界文壇의 連絡), one feels exaggeration of his own faction or simply exaggeration. However, it's not entirely baseless, so it's just exaggeration.
But Mr. Sŏ is not like that; there's a sense that he presents everything as a sketch, just as it is. Good examples of this are his previous "Article for the Goethe Centennial" (괴테 百年祭의 글) or the introduction of the Austrian writer A. Schnitzler (A·슈니츨레르), which entirely give the feeling of reading a lecture or, if not, seem like a literal transcription (逐寫譯) of a foreigner's work.
Therefore, the former tends to exaggerate by introducing too much variation, while the latter gives a sense of being rigid and inflexible (膠桂鼓瑟 - lit. gluing the bridges of a zither). However, it is an undeniable, clear fact that both gentlemen possess their own strengths and merits (一能一長).
Besides these, there are Hong Nojak, Kim Ansŏ, Paek Ch'ŏl, Pyŏn Suju, and others from the Overseas Literature group, but due to space limitations this time, they are omitted and will be written about next time.
Finally, I repeat that this piece is entirely a single humorous sketch (漫文), a sketch, and a subjective 'essay' (엣세이). (The End)
—1933—From the thatched hut in Sŏngbuk-ri— <80>

**Summary**

This 1933 article by An Chaechwa offers a comparative critique of prominent Korean literary figures of the time, dividing them into contrasting pairs. He examines Paekhwa Yang Kŏnshik and Kokmyŏng Pyŏn Yŏngman (contrasting styles in writing about Chinese vs. foreign literature), Nosan Yi Ŭnsang and Im Hwa (bourgeois vs. proletariat poets, similar personalities but different styles), Yŏsu Pak P'aryang and An Mak (fellow KAPF members with contrasting fluency vs. roughness), Kim Yŏngp'al and Yun Kijŏng (former friends, now ideologically opposed, humor vs. sharp critique), and Chŏng Insŏp and Sŏ Hangsŏk (translators of foreign literature, exaggeration vs. pragmatism). An emphasizes these are subjective impressions. For historians, the article vividly illustrates the stark ideological divide (bourgeois vs. proletariat/KAPF) within the colonial Korean literary scene, the engagement with both traditional Chinese and modern Western literary influences, and the personalized, often gossipy nature of literary criticism during this period. The direct mention of political leanings ("right wing," "proletariat") and affiliations (KAPF) provides insight into the politicized cultural landscape.

**Named Entities**

安在左	안재좌	An Chaechwa
連絡	연락	Connection, contact
自派	자파	One's own faction/group
혹은	혹은	Or
근거	근거	Basis, grounds
素描	소묘	Sketch, drawing
그대로	그대로	As it is
내여논는	내어놓는	Presenting, putting forth (older spelling/form)
지난번	지난번	Last time
百年祭	백년제	Centennial festival/memorial
작가	작가	Writer, author
紹介	소개	Introduction
강의	강의	Lecture
닑는	읽는	Reading (older spelling)
外人	외인	Foreigner
逐寫譯	축사역	Literal translation, word-for-word translation (implies slavish adherence)
膠桂鼓瑟	교주고슬	Gluing the bridges of a zither (idiom: being inflexible, sticking rigidly to rules)
一能一長	일능일장	Each having one talent and one strength
否認	부인	Denial
투철한	투철한	Thorough, clear, penetrating
사실	사실	Fact, truth
지면	지면	Page space (in a publication)
관계	관계	Relation, connection; reason
割愛	할애	Setting aside reluctantly (esp. space or time)
이다음	이다음	Next time
끄트로	끝으로	Lastly, finally (older spelling/form)
거듭	거듭	Again, repeatedly
一文	일문	A piece of writing
스켓취	스케치	Sketch (loanword)
주관적인	주관적인	Subjective
엣세이	에세이	Essay (loanword)
大尾	대미	The end, conclusion


---------------------------


잡지명	삼천리 제5권 제3호
발행일	1933년 03월 01일
기사제목	新舊文人 언파레트 ... 續
필자	安在左
기사형태	문예평론

新舊文人 언파레트 ... 續
						安在左
白華의 無味와 穀明의 鹹酸
白華 梁健植氏와 穀明卞榮晩氏(又稱山康卞光昊)는
비록 『쁘르』, 『푸로테』의 대립은 업스나 인간적 대조, 작품적 대조의 업지 못할 雙璧일 것이다.
白華은 키가 후리후리한 俗稱 6尺 長身이오, 穀明 卞榮晩氏는 키가 간신히 矮少를 면하엿스나 그리 큰 편이 아닌 것이다. 아울너 梁氏는 얼굴이 하여멀거케 된 분이나, 卞氏는 그러치 못한 분인 것이다.
그러면 文章上에서는 어떠한가. 梁氏는 주로 中國文學을 만히 쓰시고, 卞氏는 수필, 雜文, 최근에는 소설까지 쓰시는데, 梁氏는 얼마 전까지도 『老브이스하야 唱하는 介라』로 하야 펵으나 무미하다고 늣기어진 일이 만엇섯다. 아울너 『三國誌』 全譯가튼 것이 그러케 잘된 것 갓지는 아니하다. 또한 『빨래하는 處女』가튼 것이 조흔 재료이면서 맛이 업는 것이다. 梁氏의 체격과 가티 물글 것이다.
그러나 전혀 무미의 것이라고 오해하야서는 큰 봉변이다. 다만 그런 무미한 경향이 조금식 잇다는 것이다.
그러면 梁氏의 대조인 卞氏는 이러타 할 작품은 하나토 업스나, 그의 漫文가튼 것을 보면 鹹味가 지나서 酸味가 잇는 것이다. 너무나 外國文學上에 博學이신 것은 수필, 雜文에서도 발견할 수 잇는 동시에 鹹味가 지나서 酸味가 잇는 것이 만흔 것이다.
兩氏를 다시 요약해 말하면, 兩氏의 작품은 무미한 듯 하면서 有味한 것이오. 卞氏의 것은 有味한 듯 하면서 무미한 것이다. 그러타고 죄다 그런 것은 아니다. 그런 경향이 만타는 것이다.
卞氏는 通姓名도 업고, 一面識도 어느 길모통이에서 잠간 보앗기 때문에 文學行動만을 이곳에 대조해 본 것이다.

鷺山의 淡泊과 林和의 輕快
鷺山李殷相氏의 『時調』는 朝鮮 『뿌르』 문단의 獨步인 것은 世人이 共知어니와 林和氏의 敍事詩는 朝鮮 『푸로레』 문단에 定評이 잇는 것이다. 아울너 인간적으로도 피차의 반대 방향에 서(立) 잇스면서도 同一되는 점이 만흔 것이다.
첫새로 朝鮮 『뿌르』 문단에서 시비업시 칭찬밧는 鷺山이 잇다면, 朝鮮 『푸로레』 문단에서 시비업시 칭찬만 밧는 林和가 잇는 것이다. 아울너 鷺山이 不酒黨인 것과 가티, 林和도 不酒黨이다. 다 가티 過麥田이 大醉들을 할 것이다.
그런데 피차에 한가지식 대표되는 것을 말해 본다면, 鷺山에 잇서서 『淡泊而明志』가 잇다는 林和에 잇서서서는 『輕快而端雅』한 맛이 잇는 것이다.
딸하서 그들의 作品上에서도 그런 것을 볼 수 잇스니, 鷺山 李殷相氏의 최근작 『讀史』 外 수 편의 시조와, 林和의 『우산바든 요고하마』가튼 서사시는 好對照인 것이다.
朝鮮文壇에서―뿌르, 푸로 倂稱―이 兩個詩人은 진실로 至寶의 雙璧인 것이다.
이를 다시 요약해 말하면 鷺山의 淡泊과, 林和의 輕快는 비슷하면서 반대되는 것이라는 것이다. 곳 極反對인 것은 아니라는 것이다. 사상이 다르기 때문에 비슷하면서 반대 방향을 것고 잇다는 것 뿐이다.

麗水의 流麗와 安漠의 險路
이번에는 가튼 派에 속하는 사람을 대조해 보게 되엇다. 麗水朴八陽氏도 『캅푸』(朝鮮푸로레타리아藝術同盟)의 一員이오, 安漠氏도 ＜79＞ 역시 『캅푸』의 一員이다. 그러나 그들의 인간적 행동이나 작품 행동은 거의 반대적이다.
麗水 朴八陽氏는 그의 작품 『詩』가 거의 流麗로 가득 차 잇는 것이다. 그러고 인간으로도 키도 크지도 안코 비록 적은 편이나 알마진 편이다. 참으로 『핸드·섬』한 분으로 安漠氏의 豪蕩과 正히 반대되는 인물인 것이다. 딸하서 安氏는 『캅푸 詩人集』에 실인 작품과 麗水 朴八氏의 작품, 예컨대 『돌다리 겻헤서』에라고 한 작품이나 『港口의 녀름 밤』가튼 것은 가장 流麗한 것이다. 마치 고요한 바다의 一葉片舟가 떠 가는 맛이도는 것이다. 그러나 安漠氏의 『八萬의 兄弟여..』가튼 詩를 읽으면 맛치 蜀途나가는 것 가튼 딱딱하고 豪蕩한 늣김을 주는 것이다.
딸하서 朴氏와 安氏의 인간적 행동도 이와가티 보이는 것이다. 朴氏의 禪에 대한 사색에서 安氏의 唯物論에 대한 大膽無敵 그것은 참으로 好對照인 것이다.
그런데 한 가지 吾人의 눈에 보기에는 麗水가튼 사람이 階級人이라는 것은 수수격기에 노름이라고 보여지는 것이다. 인간 행동과 작품 행동이 『푸로레』라고 지적할만한 물적 증거가 업기로는 이 朴氏가튼 이가 업슬 것 가튼 것이다.

永八의 諧譃와 基鼎의 尖口
金永八氏와 尹基鼎氏는 피차의 죽마고우이면서 이제는 정반대의 방향을 것게 된 것이다. 어느 한때는 金永八氏 『푸로레』의 한사람이엇다. 그러나 이제는 右傾에도 거의 수락에 갓가울만하다는 것이 世評이다. 그러나 金氏가 정말 그러지 아닌지는 이곳에 논할 바이 아니니 그만두고 尹基鼎氏의 好對照의 한사람으로 등장햇스니 그 이야기나 하기로 하자.
金永八氏는 입이 넙적하고 얼굴이 平圓形이니만치 우수개 소리를 잘한다. 이것이 오늘의 저러한 世評을 듯는 원인을 지엇는지도 몰으나, 그는 너무나 지나친 諧譃狂이다. 더욱이 여자들이 그의 諧譃에는 抱腹絶倒 아니하는 사람이 업는 것이다. 그래서 그의 작품도 이따위가 만흔 것이다. 例하면 『어떤 夫婦』,『어엿븐 勞働者』가튼 것이 半諧譃式으로 되어잇는 것이다.
그러나 尹基鼎氏는 그러치 아니하니, 그는 거의 友人이 듯기 실혀할 만치한 光銳한 소리 예컨대 벌(蜂)이 쏘거나 바늘(針)로 꼭 지르는 소리를 잘하는 것이다. 딸하서 그의 作品上에도 그러한 곳이 만흔 것이다. 그래서 그런지는 몰으겟스나 그는 키 불과 4, 5尺이오, 빼빼 마른 몸인 것이다.
이 두사람을 다시 요약해 말한다면, 前者는 諧譃를 하면서도 찌르는 맛이 잇는 사람이오, 後者는 찌르는 듯 하면서도 빈정거리는 맛이 사람인 것이다.

寅燮의 誇張과 恒錫의 務實
이번에는 海外文學派라고 指稱을 밧는 鄭寅燮氏와 徐恒錫氏를 등장시키어 보자.
兩氏는 키는 거의 비슷하나 얼굴은 한 사람은 豊艶한데 갓가웁고, 한 사람은 秀逸한 데 갓가운 사람들인 것이다. 그러고 한 사람은 獨文學, 한 사람은 英文學인 것이다. 그래서 두 사람은 다가티 外國文學을 朝鮮에다 飜譯紹介하는 것이다.
그런데 前者 鄭氏는 吾人이 보기에 어대까지든지 과장을 늣기게 된다. 鄭氏의 『바너드·쇼의 硏究』가튼 것이나 또는 『坪內博士에게 보내는 글』, 『世界文壇의 連絡』가튼 것의 예를 본다면 自派의 誇張, 혹은 誇張을 늣기어진다. 그러타고 아주 근거업는 것은 아니니가 과장뿐인 것이다.
그러나 徐氏는 그러치 아니하야 모든 것을 素描 그대로 내여논는 感이 업지 안흔 것이다. 그것의 조흔 예로는 지난번 「괴테 百年祭의 글」이라든지 墺太利 작가 『A·슈니츨레르』에 대한 소개 가튼 것이 전혀 강의를 닑는 感이 잇거나 그러치 안흐면 外人의 것을 逐寫譯시키는 것 가튼 감이 잇는 것이다.
그래서 前者는 너무 변화를 부려서 과장하는 편이오, 後者는 膠桂鼓瑟인 感이 업지 안타. 그러나 兩氏가 다가티 一能一長이 잇는 것과는 否認치 못할 투철한 사실일 것이다.
이 외에도 洪露雀, 金岸曙, 白鐵, 卞樹洲等, 또 海外文學諸氏等도 잇스나 이번은 지면 관계로 割愛하고 이다음 쓰기로 한다.
끄트로 거듭 말하거니와 이 一文은 전혀 한 개의 漫文이오, 스켓취이오, 주관적인 『엣세이』라는 것을 말하야 둔다. (大尾)
―1933―城北理茅屋에서―  ＜80＞
＜79-80＞
