Magazine Title	三千리 제5권 제3호
Publication Date	1933년 03월 01일
Article Title	米洲留學生의 面影 (Images of Students Returned from America)
Author	吳天錫
Article Type	회고·수기 (Memoir/Reminiscence)

Images of Students Returned from America
						O Ch'ŏnsŏk
(Continued from previous issue) As nearly half a century has passed since the seeds of studying in America (米洲留學) were sown, the amount of fruit harvested during that time is not small. In the early days of studying in America, it was customary for relatives and compatriots from far and wide to gather and hold a celebratory feast whenever a middle school graduate emerged, and when someone finally completed their studies and returned home in so-called cotton clothes (綿衣 還鄕), the entire village would buzz as if they had achieved something greater than passing the state examination (科擧), considering it a major auspicious event. Those days are long gone. In recent years, the number of graduates each year can be counted in the thirties or forties, and returning students are now so frequent that they follow one after another. Consequently, if we examine today's Chosŏn society, it has reached a point where there is likely no field or region without the presence of students returned from America.

Listing the students returned from America scattered at home and abroad that come to mind, without any particular order: First, in the political world, we can mention seniors like Sŏ Chaep'il, Yi Sŭngman, Chŏng Han'gyŏng, Kim Kyusik, An Ch'angho, Min Ch'anho, etc. In the education world, there are Paek Sanggyu, Namgung Hyŏk, Kim Tŭksu, Chi Yongŭn, Kim Yŏsik, Pak Hyŏngnyong, Paek Namsŏk, Chang Iuk, Paek Nakchun, Yi Ch'unho, Yi Hun'gu, Yi Wŏnch'ŏl, Ch'oe Sunchu, Kim Inyŏng, Ch'oe Yunho, Kim Yŏje, O Igŭn, Han Ch'ijin, Ch'oe Kyunam, Yi Myomok, Yun Sŏngsun, Kim Toyŏn, etc. In the religious world, there are Yun Ch'iho, Yang Chusam, Sin Hŭng'u, Chŏng In'gwa, Yu Hyŏnggi, Kim Chunok, Song Ch'anggŭn, Cho Hŭiyŏm, Yun Hayŏng, Kim Yŏngsŏp, Kim Ch'angjun, Ku Chaok, Yi Taewi, Ch'oe Sŭngman, Chŏn Yŏngt'aek, Chŏng Kyŏngok, Ch'oe Yunkwan, etc. In the literary world, there are Paek Ilgyu, Kim Tongsong, Chang Tŏksu, Cho Pyŏngok, Kim Upyŏng, Kim Yangsu, Kim Hyŏn'gu, Kim Yŏnghŭi, Chu Yosŏp, Kang Yongjŏn, Pyŏn Yŏngno, etc. In the medical world, there are O Kyŏngsŏn, Yi Yongsol, Ku Yŏngsuk, Kang Haeryong, Kim Myŏngsŏn, O Hanyŏng, Han Yŏngdae, Kim Kyebong (金게봉?), etc. In the music world, there are Hyŏn Chemyŏng, An Kiyŏng, Pak Kyŏngho, Hong Yŏnghu, Yun Kisŏng, etc. In the business world, there are Yu Ilhan, Ch'oe Nŭngjin, An Tongwan, Hwang Ch'angha, etc. In the industrial world, Kim Hoyŏn, O Chŏngsu, Mun Myŏnghang, Kim Haksu, etc., and in the art world, Im P'a and Pak Yŏngsŏp. In the women's world, Kim Maria, Kim Hwallan, Pak Indŏk, Kim Maria, Kim P'illye, Hwang Esŭt'ŏ, Hong Esŭt'ŏ, Kim Hamna, Kim Sinsil, Sŏ Ŭnsuk, Yu Hyŏngsuk, Kim Aellisŭ, Kim Sŏngsil, Yun Sŏngdŏk, Pak Maria, Kim Tongjun, Kim Mebŭl, etc., are active. Besides those listed above, there are likely not a few others holding significant positions in various fields. <43>
From now on, I intend to recall the images of a few individuals among the students studying abroad that come to mind.

Chosŏn's Sun Yat-sen – Sŏ Chaep'il
China's Sun Yat-sen (孫文) once learned medicine to heal the bodies of sick people, but keenly feeling the need to heal a sick nation more than sick individuals, he abandoned the scalpel and took up the sword of revolution. Chosŏn's Sŏ Chaep'il once tried to heal a sick XX [nation? country? - censored/omitted in original], but failing to achieve his goal, he learned medicine intending to heal at least sick people. Just as Moses, who led the Israelites out of the land of Egypt, ultimately only gazed from afar at the blessed land of Canaan flowing with milk and honey from Mount Sinai and could not enter it himself, Sun Yat-sen ultimately did not achieve his goal and passed away, entrusting his legacy to Chiang Kai-shek (蔣介石). Sŏ Chaep'il gazes towards the Eastern sky from distant America (米洲) and sheds tears.
He, who was once swift as a tiger and majestic as a lion, now drags his old frame (老驅) and cannot help but keep company with test tubes in a pathology lab. From Sunday until noon on Saturday, he is in the laboratory; from Saturday afternoon until Sunday evening, he is at his quiet private home in Media – in this manner, he is rebuilding the economic foundation that collapsed and the family that was broken during his active political days.
Sŏ Chaep'il is already a man of the past. He is a person living in memories and weeping over history. Several years ago, when I asked something of him, he gently placed his arm on my shoulder and said with clouded eyes, "You will do better than this old man, so you do it!" Alas, where has the spirit gone, that roared like a lion before tens of millions in the crowds after organizing the Independence Club (獨立協會)? Where has the authority gone, that spewed fire like a demon before the assembled dignitaries of New York City (뉴욕 長安)? Is this the final path of Sŏ Chaep'il, a sad history of the X Dynasty's end (X末哀史)?

Chŏng Han'gyŏng, a Talented Man Skilled in Both Speech and Writing
Chŏng Han'gyŏng's intelligence had been admired among acquaintances since his days at the University of Nebraska (네브라스카洲立大學), but it was after the XX [March First Movement?] incident of XX year that he began to receive much anticipation from both Koreans and foreigners as a sharp, newly emerged scholar and politician. His famous graduation thesis, THE CASE, KOREA, caused a great stir among Westerners interested in Chosŏn affairs. They were surprised not only by the unexpected content within it but also marveled at the sharp intellect that handled the material and the refined English; many bit their tongues [in amazement]. They exclaimed, "Is there such an excellent writer among Chosŏn people!"
This thesis became his gateway to success (登龍門). At a time when people thirsted for talent like a thirsty deer for water, he leaped forward, shoulder to shoulder with veterans like Sŏ Chaep'il and Yi Sŭngman, dividing his frail body, as it were, among writing, lecturing tours, and diplomacy. People came to view his writings with authority, and crowds always gathered like a flood before the podiums where he stood.
However, his political life was short-lived. The iron fist of economic hardship (경제난의 鐵拳) pressed upon him daily. Realizing that the work to which he had devoted his heart and soul could certainly not achieve success overnight, he resolutely bade farewell to the political world and set foot in the business world. He is currently traveling throughout America as a salesman for a food manufacturer and is said to have accumulated considerable wealth by now. His wife is currently a professional woman serving as a middle school principal (中學校 校長) and was his sweetheart from his University of Nebraska days.
Will Chŏng Han'gyŏng, the talented man hidden in the business world, indeed emerge again when the time comes and he is called?

Kang Yongjŏn, Author of "The Grass Roof" (草家)
Until Ch'odang Kang Yongjŏn published his debut work, the autobiographical novel THE GRASS ROO* <44> (草家), about two years ago through the famous Macmillan Bookstore (맥밀란書店), he was an unknown poor scholar (貧士), and the few acquaintances who knew him valued him only as an eccentric (變人). However, once his work was published, the Anglo-American literary world bit its tongue [in amazement]. Critics could not find the praise in their dictionaries to bestow upon this young, unknown, enigmatic Oriental. Just as astronomers who looked up at the sky every night might discover a new fixed star, they were convinced they had found a genius in the author of "The Grass Roof." Some critics called this work "the best book concerning the Orient," and said that genius was stirring behind this work. Moreover, when they heard the author of this work was a Chosŏn person, they did not believe their ears. In this way, he is making the name of Chosŏn people widely known to the world.
Whether Ch'odang is currently the most favored Oriental writer in the American literary scene or not, whether he is currently lecturing on Oriental Civilization and Comparative Literature at New York University or not, he is an eccentric. One cannot find the 'ordinary' in him. His words, his actions, his thoughts – everything inevitably expels him from the world of the ordinary. Because he is an eccentric, he wrote "The Grass Roof," lives with a Western wife, and leads a poet's life in Greenwich Village (끄린윗치村), New York's PAYS LATIN [Quartier Latin].
He once told me of his ideal. He said he always wanted to come to Chosŏn with his beautiful wife and daughter, build a grass-roofed hut (草堂) on the slopes of Kŭmgangsan (金剛山), and try living there. I, who long for old friends, can only pray for that day to come quickly. <45>
<43-45>

**Summary**

This 1933 article by O Ch'ŏnsŏk reflects on the significant impact of Korean students educated in the United States over nearly half a century. The author notes the increasing number of graduates returning to Korea and lists numerous prominent individuals across diverse fields—politics, education, religion, literature, medicine, music, business, industry, art, and women's affairs—who studied in America and were active in Korean society. The article then provides vignettes of three notable figures: Sŏ Chaep'il, once a prominent political activist now living quietly in the US; Chŏng Han'gyŏng, a talented writer and speaker who transitioned from politics to business due to economic pressures; and Kang Yongjŏn, an author celebrated in the West for his novel "The Grass Roof," known for his eccentric personality and life in New York. For historians, this article offers a valuable contemporary perspective on the role and visibility of the US-educated Korean elite during the Japanese colonial period. The extensive list of names provides a snapshot of this influential group, while the individual profiles hint at the challenges, compromises, and aspirations (both personal and nationalistic) faced by these figures under colonial rule, such as Sŏ Chaep'il's faded political hopes and Chŏng Han'gyŏng's turn to business.

**Named Entities**

米洲	미주	Miju (America)
촉망	촉망	Expectation; anticipation
발게	받게	To receive (older spelling/form)
名卒業論文	명졸업논문	Famous graduation thesis
事情	사정	Circumstances; situation; affairs
음미하는	음미하는	Savoring; appreciating; pondering
衝動	충동	Impulse; shock; impact
이르켯다	일으켰다	Caused; provoked; raised (older spelling)
실닌	실린	Contained; included (older spelling)
明敏한	명민한	Sharp-witted; astute
두뇌	두뇌	Brain; intellect
세련한	세련한	Refined; polished
혀를 깨무는	혀를 깨무는	Biting one's tongue (idiom for being amazed/impressed)
만엇다	많았다	Were many (older spelling)
소리처	소리쳐	Shouting; exclaiming (older spelling)
훌늉한	훌륭한	Excellent; admirable (older spelling)
登龍門	등용문	Gateway to success (lit. 'ascending dragon gate')
주리기	주리기	Being hungry/thirsty for (older form)
宿將	숙장	Veteran general; experienced leader
억개를 겨누고	어깨를 겨누고	Shoulder to shoulder; side by side
著述	저술	Writing; literary work
遊說	유세	Stumping; canvassing; giving lecture tours
외교	외교	Diplomacy
파리한	파리한	Pale; wan; thin
쪼개 쓰다십이	쪼개 쓰다시피	As if splitting and using (i.e., multitasking intensely)
權威	권위	Authority
연단	연단	Platform; podium
홍수갓치	홍수같이	Like a flood (older spelling)
밀녀왓다	밀려왔다	Flooded in; crowded in (older spelling)
단명하엿다	단명하였다	Was short-lived
경제난	경제난	Economic hardship/difficulty
鐵拳	철권	Iron fist
육박하엿다	육박하였다	Pressed hard upon; closed in on
심신	심신	Mind and body; heart and soul
밧어	받아	Receiving; devoting (older spelling)
一朝一夕	일조일석	One morning, one evening (i.e., overnight; in a short time)
奏功될	주공될	To be successful; achieve results
깨닭고	깨닫고	Realizing (older spelling)
渾然히	혼연히	Resolutely; completely; entirely
작별하고	작별하고	Bidding farewell
實業界	실업계	Business world; industrial world
드려노앗다	들여놓았다	Stepped into; placed into (older spelling)
食料品	식료품	Foodstuff; groceries
製造業者	제조업자	Manufacturer
판매원	판매원	Salesperson
踏涉하고	답섭하고	Traveling through; traversing
積置하게	적치하게	To accumulate; amass
안해는	아내는	Wife (older spelling)
校長	교장	Principal (of a school)
직업여성	직업여성	Working woman; professional woman
애인	애인	Sweetheart; lover
숨킨	숨긴	Hidden
草堂	초당	Grass-roofed hut; author's pen name (Kang Yongjŏn)
處女作	처녀작	Maiden work; debut work
自敍傳的	자서전적	Autobiographical
書店	서점	Bookstore
貧士	빈사	Poor scholar
소수	소수	Small number; minority
變人	변인	Eccentric person; odd person
박게	밖에	Only; merely (older spelling)
갑처주지	값쳐주지	To value; estimate the worth of (older form of 값쳐주다)
안엇다	않았다	Did not (older spelling)
英米文壇	영미문단	Anglo-American literary circles
찬사	찬사	Praise; compliment
字典	자전	Dictionary (esp. character dictionary)
찻지	찾지	To find (older spelling)
마치도	마치도	Just as if; as though
하날을	하늘을	The sky (older spelling)
처다보든	쳐다보던	Who used to look up at (older spelling)
천문학자	천문학자	Astronomer
恒星	항성	Fixed star
찻은	찾은	Found (older spelling)
줄노	줄로	As; thinking that (older spelling/particle usage)
확신하엿다	확신하였다	Was convinced; firmly believed
엇던	어떤	Some; a certain (older spelling)
가르처	가리켜	Pointing to; referring to (older spelling)
良書	양서	Good book
움지기고	움직이고	Moving; stirring (older spelling)
저자	저자	Author
朝鮮人	조선인	Chosŏn person; Korean
함을	함을	The fact that (older nominalizing form)
밋지	믿지	To believe (older spelling)
이리하야	이리하여	Thus; in this way (older spelling)
일홈을	이름을	Name (older spelling)
날니고	날리고	Making known; spreading (a name) (older spelling)
총애	총애	Favor; affection; patronage
밧는	받는	Receiving (older spelling)
아니든	아니든	Whether or not (older spelling)
잇든	있든	Whether there is/are (older spelling)
안잇든	않있든	Whether there is/are not (older spelling - combination of 않다 + 있든)
찻을	찾을	To find (older spelling)
업다	없다	Does not exist; is not present (older spelling)
썻고	썼고	Wrote (older spelling)
다리고	데리고	Accompanying; taking with (older spelling)
美人	미인	Beautiful person (here, referring to his wife)
산기슬에	산기슭에	On the mountain slope/foot
살어	살아	Living (older spelling)
십다고	싶다고	Saying one wants to (older spelling)
녯	옛	Old; former (older adjective form)
빌고	빌고	Praying; wishing
잇슬	있을	Will be; existing (older spelling)


---------------------------


잡지명	삼천리 제5권 제3호
발행일	1933년 03월 01일
기사제목	米洲留學生의 面影
필자	吳天錫
기사형태	회고·수기

米洲留學生의 面影
						吳天錫
(前號續) 米洲留學의 씨가 뿌리어진지 거위 반세기가 된이만치 그 동안 맷어진 열매의 양도 적은 것이 아니다. 米洲留學 初創時代에는 중학졸업생 하나가 생겨서 遠近同胞가 모여들어 축하의 宴을 베프는 것이 例事이엇고 어느 누가 과연 業을 畢하고 소위 綿衣 還鄕하는 날에는 왼 洞里가 떠들어 科擧以上의 베슬이나 한 듯이 一大慶事로 알든 그 시절도 녯날, 近年에 와서는 매년 졸업생의 수를 3,40으로 算할 수 잇게되고, 귀국하는 유학생도 이제는 서로 꼬리를 물니만치 頻多해젓다. 그리하야 今日의 朝鮮社會를 살피어보면 어느 방면에 어느 지방에 米洲留學生이 끼어잇지 안는 곳이 업스리만치 되엇다.
이제 생각나는 海內海外에 散在한 米洲留學生을 순서 업시 적어본다면, 爲先 政界에 徐載弼, 李承晩, 鄭漢景, 金奎植, 安昌浩, 閔讚鎬 等 선배를 들 수 잇고, 敎育界 白象圭, 南宮赫, 金得洙, 池容殷, 金麗植, 朴亨龍, 白南奭, 張利郁, 白樂濬, 李春昊, 李勳求, 李源哲, 崔淳周, 金仁泳, 崔允鎬, 金輿濟, 吳翊殷, 韓稚振, 崔奎南, 李묘묵, 尹誠淳, 金道演 等 諸氏가 잇고, 宗敎界애 尹致昊, 梁柱三, 申興雨, 鄭仁果, 柳瀅基, 金俊玉, 宋昌根, 曹喜炎, 尹夏榮, 金永燮, 金昌俊, 具滋玉, 李大偉, 崔承萬, 田榮澤, 鄭景玉, 崔允寬 等 諸氏가 잇스며 文筆界에 白一奎, 金東成, 張德秀, 趙炳玉, 金佑枰, 金良洙, 金鉉九, 金永羲, 朱耀燮, 姜庸銓, 卞榮魯 等 諸氏가 잇고, 醫學界에 吳競善, 李容卨, 具永淑, 姜海龍, 金鳴善, 吳漢永, 韓永大, 金게봉 等 諸氏가 잇스며, 音樂界에 玄濟明, 安基永, 朴慶浩, 洪永厚, 尹基誠 等 諸氏가 잇고, 商界에 柳일한, 崔能鎭, 安東完, 黃昌夏 等 諸氏며, 工業界에 金浩然, 吳禎洙, 文明恒, 金學洙 등 諸氏와 畵界에 任波, 朴榮燮 兩氏가 잇고, 女子界에 金마리아, 金活蘭, 朴仁德, 金마리아, 金弼禮, 黃에스터, 洪에스터, 金함나, 金信實, 徐恩淑, 柳瀅淑, 金앨니스, 金誠實, 尹聖德, 朴마리아. 金東俊, 金메블 等 諸氏가 잇서 활약하고 잇다. 이상에 열거한 이외에도 各界에서 상당한 지위를 점하고 잇는 이가 不少할 것이다. ＜43＞
이제로브터 나는 해외에 잇는 유학생으로 생각나는 몃 人士를 들어 그들의 面影을 추억해 보려한다.

朝鮮의 孫文-徐載弼
中國의 孫文은 일즉 병든 사람의 몸을 고치기 위하야 의술을 배웟지마는 병든 사람보다도 병든 나라를 고처야 할 필요를 절실히 늑기어 手術刀를 버리고 혁명의 劍을 들엇다. 朝鮮의 徐載弼은 일즉 병든 XX를 고치랴 하다가 뜻을 이루지 못하고 병든 사람이라도 고처보고저 의술을 배웟다. 이스라엘 백성을 애급의 땅에서브터 끌고 가든 모세가 마츰내 시내 산 우에서 멀니 젓과 꿀이 흐르는 가나안福地를 바라만 보고 그 스사로는 드러가지 못한 것과 가티 孫文은 마츰내 그 뜻을 이루지 못하고 그 遺業을 蔣介石에게 막기고 눈을 감엇스며, 徐載弼은 멀니 米洲에서 東天을 바라보고 눈물을 짓고 잇는 것이다.
한 때는 범과 갓치 날세며 사자와 갓치 威風稟稟하든 그도 이제는 老驅를 끌고 一病理學室에서 實驗管으로 더브러 벗하고 잇지 아니치 못하게 되엇다. 일요일브터 토요일 정오까지는 實驗室에서 토요일 下午브터 일요일 저녁까지는 한적한 미디아의 私宅에서-그는 이 모양으로 하야 그의 政界活躍 當時에 문허젓든 경제기초와 깨여젓든 가정을 다시 세우고 잇는 것이다.
徐載弼은 이제 이미 과거의 사람이다. 그는 추억에 살며 역사에 울고 잇는 사람이다. 수년 전 내가 무엇을 그에게 부탁할 때에 그는 은근히 내 억개에 팔을 언즈며 흐려진 눈으로 「늙은 나보다 그대가 더 잘 할 터이니 그대가 하시오!」하엿다. 아아, 獨立協會를 조직하여 가지고 수천만 군중 압헤서 사자처럼 소리치든 그 義氣가 어데 갓스며 뉴욕 長安 人士를 一堂에 모아노코 火鬼처럼 불을 뿜튼 그 威勢가 어데 갓는가! X末哀史 徐載弼의 末路가 이것일가!

舌筆兼備의 才子 鄭漢景
鄭漢景의 聰明은 그의 네브라스카洲立大學 재학시브터 知己間의 흠모의 的이 되어 잇섯지마는 그가 新進氣銳의 학자로서 정치가로서 內外人에게 만은 촉망을 발게 되기는 XX년 사건이후의 일이다. 그의 名卒業論文 THE CASE, KOREA는 朝鮮事情에 음미하는 西洋人間에 一大衝動을 이르켯다. 그 안에 실닌 내용의 의외임에도 놀낫거니와 그 재료를 취급한 明敏한 두뇌, 그 세련한 英語에 혀를 깨무는 사람이 만엇다. 그들은 소리처 「朝鮮사람에도 이런 훌늉한 著作家가 잇는가!」하엿다.
이 논문이 登龍門이 되어, 당시 인물을 주리기 목마른 사슴이 물을 주림갓치 하든 때라, 그는 一躍 徐載弼, 李承晩 等 宿將들과 억개를 겨누고 著述에 遊說에 외교에 그 파리한 몸을 쪼개 쓰다십이 하엿다. 사람들은 그의 글을 權威를 부처 보게 되고 그가 선 연단 압헤는 언제든지 사람이 홍수갓치 밀녀왓다.
그러나 그의 정치 생활은 단명하엿다. 경제난의 鐵拳은 그를 그날이 육박하엿다. 이에 그는 그가 심신을 다 밧어 일하든 그 사업이 결코 一朝一夕에 奏功될 것이 아님을 깨닭고 渾然히 政界를 작별하고 實業界에 발을 드려노앗다. 그는 현재 一食料品製造業者의 판매원이 되어 米洲各地를 踏涉하고잇는 중인데 이제는 상당한 재산을 積置하게되엇다 한다. 그의 안해는 현재 一中學校 校長으로 잇는 직업여성이며 네브라스카大學 당시의 애인이다.
商界에 몸을 숨킨 才子 鄭漢景은 과연 때 이르러 부를 때에 다시 나올 것인가?

「草家」의 著者 姜庸銓
草堂 姜庸銓이 약2년 전에 그의 處女作 THE GRASS ROO* ＜44＞ (草家)라는 自敍傳的 소설을 유명한 맥밀란書店에서 발간하기까지는 그는 무명의 貧士이엇섯고, 그를 아는 소수의 知己는 그를 다만 一變人으로 박게 갑처주지 안엇다. 그러나 그의 작품이 한번 발표되자 英米文壇은 혀를 깨물엇다. 평론가들은 이 젊은 미지의, 미지수의 東洋人에게 바칠 찬사를 그들의 字典에서 찻지 못하엿다. 그들은 마치도 밤마다 하날을 처다보든 천문학자가 새 恒星 하나를 발견한 것과 갓치 「草家」의 작자에게서 천재를 찻은 줄노 확신하엿다. 엇던 평론가는 이 작품을 가르처 「東洋에 관한 第一良書」라고 하엿고, 이 작품 뒤에는 천재가 움지기고 잇다고 하엿다. 더구나 이 작품의 저자가 朝鮮人이라 함을 들을 때에 그들은 그들의 귀를 밋지 안엇다. 이리하야 그는 朝鮮사람의 일홈을 널니 세상에 날니고 잇는 것이다.
草堂이 현재 米國文壇의 東洋人으로서 가장 총애를 만이 밧는 작가이든 아니든, 그가 현재 뉴욕대학에서 東洋文明, 比較文學을 강의하고 잇든 안잇든 그는 變人이다. 그에게서는 常이라는 것을 찻을 수가 업다. 그의 말, 그의 행동, 그의 사상--모든 것이 그를 보통이라는 세상에서 驅逐하고야 만다. 그는 變人이기에 「草家」를 썻고 西洋안해를 다리고 살며 뉴욕의 PAYS LATIN 인 끄린윗치村에서 시인 생활을 하고 잇는 것이다.
그는 언젠가 나에게 자기의 이상을 말한 적이 잇다. 그는 언제든지 한번 그의 美人안해와 딸을 다리고 朝鮮에 나와 金剛山 산기슬에 草堂을 짓고 살어 보고 십다고 하엿다. 녯 벗을 그리는 나는 그날이 어서 오기를 빌고 잇슬 뿐이다. ＜45＞
＜43-45＞
