Magazine Title:	삼천리 제5권 제3호
Publication Date:	1933년 03월 01일
Article Title:	滿洲國의 獨立과 中國國際共管論, 世界政局의 推移와 展望(續) (The Independence of Manchukuo and the Theory of International Joint Administration of China, Trends and Prospects of the World Political Situation (Continued))
Author:	金璟載
Article Type:	논설 (Editorial/Article)

The Independence of Manchukuo and the Theory of International Joint Administration of China, Trends and Prospects of the World Political Situation (Continued)
						Kim Kyŏngjae

The Manchurian Incident and the League of Nations

Amidst this atmosphere, the Manchurian Incident erupted. The Manchurian Incident was the largest international event in the Far East. Combined with the Shanghai Incident, it became the biggest international problem. The Council of the League of Nations decided:
1. To send an urgent request to the governments of both Japan and China to cease all actions that risk exacerbating the situation or obstructing the peaceful resolution of the problem.
2. That the governments of Japan and China should consult and seek appropriate means by which both countries can immediately withdraw their respective troops without endangering the safety of their respective subjects and the protection of their property.
3. That the Council will transmit the minutes of the Council meetings concerning this matter and other documents to the United States for reference.

The United States became involved as the originator of the Kellogg-Briand Pact and the Nine-Power Treaty. However, Japan's reply and statement to the League of Nations claimed, "Japan has no territorial ambitions whatsoever and this is merely legitimate defense against the infringement of the right of self-defense (自衛權 侵害)." Consequently, the attitudes of the League of Nations and the United States softened somewhat. But after the Japanese bombing of Kŭmju (錦州), League officials became indignant, advancing the Council meeting scheduled for October 14th to the 13th. At the same time, led by French Foreign Minister Briand (부리앙), the attitudes of the Powers clearly shifted to supporting China. Thus, despite Japan's strong aversion, the participation of the US representative was approved. On the 22nd, Japan's request for postponement was issued, and at the open meeting of the Council, a resolution demanding the completion of Japanese troop withdrawal was tabled, leading to a direct confrontation between Japan and the League, resulting in the famous 13 to 1 vote. After repeated private talks between Japan, Britain, the US, and France over a long period, the resolution at the open Council meeting on December 10th shifted favorably towards Japan. It decided to appoint five commissioners of inquiry, tasking them with investigating all circumstances hindering peace between Japan and China and thus affecting international relations, and reporting back to the Council.

At the Council meeting convened from January 25, 1932, Japan's occupation of Kŭmju became an issue. US Secretary Stimson's (스침손) statement refusing to recognize the new situation arising in Manchuria was issued. Subsequently, the Shanghai Incident occurred. The Chinese representative demanded the application of the sanctions clause, Article 16 of the League Covenant, against Japan. Since the permanent members of the League Council were the five major powers—Britain, France, Germany, Italy, and Japan (英佛獨伊日)—whose attitudes often conflicted with the interests of small nations and states (弱小民族 及 國家), China requested the convocation of a Special Session of the Assembly. Despite Japan's opposition, the Assembly opened in Geneva on March 3rd, with over 50 participating countries. The facts that Britain and France held favorable views towards Japan and that the Japanese side announced a ceasefire in Shanghai on the opening day of the Assembly somewhat eased the atmosphere in the <23> chamber. The Committee of Nineteen, born from the Assembly's results, convened on April 16th. As the situation turned unfavorable for Japan, Japan abstained again.

Meanwhile, in Shanghai, preliminary meetings began on March 14th through the mediation of the British, American, French, and Japanese ministers, and formal ceasefire talks commenced on the 24th. After numerous difficulties, a ceasefire agreement was reached, bringing the Shanghai Incident, at least, to a temporary conclusion.

Even during the Shanghai Ceasefire Conference, China spoke of the breakdown of the Shanghai negotiations and requested direct intervention from the Committee of Nineteen, because the Committee included representatives from smaller nations such as Switzerland (瑞西), Sweden (瑞典), Czechoslovakia (체크·스로비아), Colombia (콜돈비다), and Hungary (항가리).

Review of the Lytton Report

The report of the League of Nations Commission of Enquiry, currently under discussion at the League, consists of 10 chapters in its entirety, but its actual content can be divided into the following three parts:
Historical Aspect of the Manchurian Problem
Course of the Manchurian Incident
Plan for Resolving the Incident

Whether the origins of the Manchurian problem were well understood or not, whether the grasp of the reality of the Manchurian Incident was accurate or not, the core issue is that the spirit pervading the entire report concerns the international administration (國際管理) of China. China's criticism lies therein, and Japan's indignation also seems to prioritize this point.

[China's Objections]
1. Opposes treating the Manchurian representative and the Japanese and Chinese representatives as equals regarding the organization of the Advisory Conference stipulated in Chapter 9 of the report.
2. Cannot accept granting autonomy to the Three Eastern Provinces (東三省) separate from the central government.
3. The autonomous system of the Three Eastern Provinces should be placed under the jurisdiction of the central government and implemented transitionally, and the current Manchukuo (滿洲國) as an independent state should be abolished.
4. The Manchurian autonomous government to be permitted in the future should be established independently by the central government and be treated as equal to other existing local governments.
5. The Republic does not oppose employing foreign advisors and officials in future Manchurian local authorities, but opposes granting them the extensive powers indicated in the report.
6. Regarding the conclusion of Sino-Japanese commercial and non-aggression treaties, the Republican government does not oppose them in principle, but prerequisites this on the non-recognition of rights and interests obtained through Japan's illegal aggression.
7. The 10 conditions for resolving the dispute in Chapter 9 of the report are difficult to approve unless the principles of the Republic's territorial integrity and administrative independence are recognized.
8. Regarding new Sino-Japanese agreements concerning Japan's rights to lease land for commercial purposes (商租權) and railway construction in Manchuria, acceptance cannot exceed the scope based on Japanese treaty agreements and plans.

These are the opinions of the Chinese government regarding the report of the League Commission of Enquiry. They represent a thorough opposition to the international administration plan and a complete denial of all new realities that emerged in Manchuria after the Manchurian Incident.

[Japan's Position - inferred]
1. China is disordered, and the safety of life and property for both natives and foreigners is not guaranteed <24>, making it difficult to recognize it as a modern state.
2. The current development of Manchuria is based on Japan's political and economic efforts, and Japan's special position is a natural right and interest, both as a matter of fact and according to treaties.
3. The incident of September 18th must be understood in its historical context, and thus Japan's military action was a self-defensive act. The swiftness and orderliness of the action are natural aspects of military operations.
4. The establishment of Manchukuo was based on the free will of the residents of Manchuria, and the employment of many Japanese in its administration has precedents in other countries. Attempting to deny the already established new state will only worsen the situation.
5. The plan for international administration of Manchuria and maintaining public order through an international gendarmerie is entirely harmful with no benefit (百害無一益).

This seems to be Japan's opinion on the Lytton Report. It criticizes China for lacking a stable central government, emphasizes Japan's special rights and interests (特*權益) in Manchuria, and asserts that the emergence of the new Manchukuo was based on the free will of Manchurian residents. It denies that Japanese civil and military officials planned and executed the independence movement of Manchukuo (as stated in Chapter 6 of the report), argues that the employment of many Japanese in Manchukuo has precedents in other countries, claims Japan's proactive recognition was due to the special relationship of interests between Manchuria and Japan, and states that international joint administration (國際共管) would bring a hundred harms and not a single benefit.

Opposition to the international administration of China is common ground for both Japan and China.

Chapter 1 describes needing to approach China through "international cooperation, the best hope for intervention or resolution by the League of Nations." Chapter 2 states it is necessary to make China abandon its anti-foreign policy (배외정책) and realize the benefits of international cooperation on this occasion when China, in desperation, appeals to the League of Nations. It proclaims there is a way for Japan to secure its interests in Manchuria with certain foreign goodwill and sympathy, without incurring the financial burdens it currently does. It suggests that Manchurian politics should not harm China's sovereignty and administrative integrity, making Manchuria an autonomous entity and a demilitarized zone, organizing a Special Gendarmerie with the cooperation of foreign instructors, and withdrawing both Japanese and Chinese troops from the Three Eastern Provinces. The chief executive of the Manchurian Autonomous Government should appoint two foreigners of different nationalities from a list submitted by the League Council to control the police and finance, and one foreigner from a list submitted by the Board of Directors of the Bank for International Settlements should be the chief advisor to the Central Bank of the Three Eastern Provinces (Chapter 9). The preceding conditions cannot be implemented without a strong central government in China, so international cooperation should be given for China's internal reconstruction following Sun Yat-sen's (孫文) ideas (Chapter 9).

From this, we can see that the fundamental spirit of the Lytton Report largely lies in the idea of placing China under joint administration (共同管理), and though the writing is eloquent, it amounts to little more than the noise of taking candy from a baby.

Next, how did the Lytton Report handle the relationship with and interests of Russia (露國) in Manchuria?

It states that the danger of Russian influence crossing the North Manchurian border again became a concern for Japan (after the Russo-Japanese War) (Chapter 2). It mentions that when Japan speaks of national survival and self-defense needs, it often means Russia more than China, and that the fundamental aspect of Japan's interests in Manchuria is its strategic value against Russia. It also notes that some Japanese argue for the need to build a strong defensive line in Manchuria for Japan's operations against Russia (Chapter 3). Radek's (라덱크) critique of this was published in Pravda (부라우다 紙), stating: "Lord Lytton and others are trying to ease conflicts among imperialist states by forming a common front against Russia. They reserve sympathy for Japan to make it a vanguard in the war against Russia, while assigning Japan the role of restraining the Soviet Union."

Chapter 9 states, "Russia's influence in North Manchuria is significant as the owner of the Chinese Eastern Railway (東支鐵道) and the possessor of territory north and northeast of Manchuria." This shows that, in terms of describing reality, the Lytton Report's content largely aligns with [XX's point?] (原文: 現實描寫만은 크게 XX가 XX는 점에 일치한 바가 잇다 - text seems corrupted or unclear here).

The Issue of International Joint Administration of China

The joint administration (共同管理) of China is not an invention of Lytton and the League Commission of Enquiry. <25> Anyone familiar with international relations concerning China since its opening (around 1730s - likely refers to later period, perhaps mid-19th C opening) would acknowledge this. Russia extended its influence into North Manchuria and Ili/Xinjiang (伊犁新强), France established its sphere of influence in Annam (安南) and Tonkin (東京), and Britain in Burma (緬甸) and Siam? (샤무). When Britain opened Shanghai and four other ports through the Treaty of Nanking (南京條約) in 1842, it opened them commonly to all powers. The same happened when France concluded the Treaty of Tientsin (天津條約) in 1858. When the British Concession and the American Concession in Shanghai were merged in 1863, they were opened to all foreigners. This was because they shared a common goal in opening up isolationist China, and consequently, their interests often coincided. However, once they realized China's actual power was negligible, and after the Franco-Prussian War, Germany also became active as a colonial power, and newly invented machine industries spurred industrial development, the cooperative attitude seen during the Opium War or the Anglo-French Allied War vanished, and an era of competition for rights and interests (이권 경쟁) inevitably arrived.

The first concrete manifestation of the breakdown of the principle of Powers' coordination (列國 協調主義) occurred with the Sino-British Chefoo Convention (英淸芝罘條約) in 1876 and subsequent regulations concerning overland trade concluded between Russia and China, and France and China. Through the Chefoo Convention, Britain gained the right to send exploratory expeditions from India (印度) to Yunnan (雲南), driven by commercial needs. China had already permitted the opening of the Bohai (渤海) and Yangtze River (楊子江) coastal regions through the Treaties of Tientsin and Peking (北京條約), but there were no restrictions regarding the opening of the interior. As trade routes through land borders were obtained, France gained benefits from overland trade via Annam, and Russia via the Russo-Chinese border. Overland trade, unlike overseas trade, provided many benefits to people and goods of the bordering country, constituting a special interest for the bordering nation. This led to conflict among Britain, France, and Russia. With the establishment of leased territories and acquisition of railway concessions, each country became frantic in the competition for interests, which intensified further with the development of machine industries and industrial promotion in their home countries. The issue of the Partition of China was vigorously discussed precisely at this time. As the competition for interests among the Powers intensified, it was also true that the reaction of the Chinese populace against it grew stronger. This was the origin of the anti-foreign movement (배외 운동), and the Boxer Rebellion (團匪事件) was its first eruption. The movement to reclaim rights and interests was an inevitable product. Internally, the fervor to reclaim interests gradually expanded, while externally, conflicts arose among the Powers. For example, Britain obtained the railway concession between Shanhaiguan (山海關) and Newchwang (牛莊) in Manchuria, which was within Russia's sphere of influence. Within the Yangtze River basin (長江流域), Britain's sphere of influence, a Belgian (白耳義) "syndicate" backed by Russia and France acquired concessions for the Peking-Hankow Railway (京漢鐵道) and others. Thus, the interests of two or more countries came into conflict in the same region. Consequently, agreements between the interested Powers became essential, such as the Anglo-Japanese Alliance or the Franco-Japanese and Russo-Japanese ententes. They aimed to promise mutual maintenance of rights while defending against infringement by third countries. This strategy of forming alliances to protect mutual rights and interests while defending against encroachments from other parties is called "alliances and counter-alliances" (合縱連衡). Then, the Great European War (歐淵大戰 - WW1) broke out, leading to joint Allied operations against the Central Powers. Consequently, previous alliance relationships were completely dissolved or merged, and a principle of cooperation among the Allied nations was established. Later, Japan and the United States joined the war, and China also participated. Thus, the Powers' approach to the China problem, which had previously been limited to cooperation and alignment among the Powers themselves, thereafter involved China's own participation. The Nine-Power Treaty, the Washington Conference (華盛頓會議) results on tariff issues, and the extraterritoriality issue are concrete evidence of this. However, following the awakening of the Chinese populace, conflicts with foreign interests intensified. Concurrently, the competition for interests inevitably intensified as the industries developed and economic power expanded among the Powers. This manifested as financial diplomacy. Seeing the financial difficulties of the Chinese government, they engaged in money lending. Loan competition emerged. This aimed at gaining superiority by utilizing political loans. Britain had already begun to substantially interfere in China's finances, using customs revenue and salt tax revenue as collateral. Loan competition risked provoking conflict among the Powers. To prevent the Chinese government from using this situation to play Powers off against each other (以夷制夷), and also as a means for the United States to get involved in Chinese interests, it consulted with the banking groups of Britain, France, and Germany to form the so-called Four-Power Consortium (四國財團). (To be continued in the next issue - original text) <26>

**Summary**

This article discusses the international political situation surrounding the 1931 Manchurian Incident, focusing on the League of Nations' response, the Lytton Report, and the concept of international joint administration (or condominium) of China. It outlines the sequence of events, including the incident itself, the Shanghai Incident, the League's deliberations, the US involvement, and the Lytton Commission's formation and report. The author presents both Chinese and Japanese objections to the Lytton Report, particularly its suggestion for a form of international oversight in Manchuria and China, noting that both nations reject this "joint administration" (國際共管). The article traces the historical roots of foreign intervention and competition for interests in China, culminating in the idea of international cooperation/administration, which the author critiques sceptically.

From the perspective of Korean colonial history, this article is interesting as it's written by a Korean intellectual during Japanese rule. It analyzes Japanese expansionism (Manchurian Incident) and the international response from a contemporary viewpoint. The discussion of "weak nations" (弱小民族) versus major powers in the League, the critique of the Lytton Report's proposed solution (which Japan also opposed, albeit for different reasons), and the detailed account of great power politics in China provide context for how Koreans might have perceived the shifting international order and Japan's role within it, possibly reflecting a critical stance towards both Japanese imperialism and Western power dynamics, or perhaps navigating the acceptable boundaries of discourse under censorship. Historians might find the author's framing of Japanese actions, Chinese weakness, and international responses, along with the specific critique of "international joint administration," valuable for understanding Korean perspectives on East Asian geopolitics in the 1930s.

**Named Entities**

滿洲國	만주국	Manjuguk
4, 滿洲國의 성립은 滿洲在住民의 자유의사에 基한 것이고 그 관리 중에 日本人이 다수 고용된 것은 다른 나라에도 그 예가 잇다. 이미 성립한 新國家를 부인하려는 것은 사태를 도리혀 악화케 할 뿐이다.
5. 滿洲의 國際管理案, 國際憲兵隊에 의하야 치안을 유지하려는 것은 百害無一益이다.
이는 리튼보고서에 대한 日本의 의견인 듯한바 中國의 鞏固한 중앙정부 업는 것을 비난하고 滿洲에 잇서 日本의 特*權益을 고조하는 동시에 新滿洲國 출현은 滿洲居住民의 자유의사에 의한 것이다. 日本 文武官이 滿洲國 獨立運動을 계획 실행(보고서 제6장)하얏다는 것을 부인하며 日本人이 滿洲國에 다수 고용된 것은 다른 나라에도 전례가 잇든 바이고 日本이 솔선하야 승인한 것은 滿洲와 日本과는 특수한 이해관계가 잇는 까닭이요. 國際共管은 100가지의 害가 잇슬리언정 유익할 것은 하나도 업다고 한다.
中國에 國際管理만은 日本과 中國의 공통된 반대이다.
『國際聯盟의 간섭 또는 해결을 위한 최선의 희망인 국제협력』으로써 中國에 당해야 한다는 제1장의 서술과 中國이 窮餘 國際聯盟에 호소하는 이 기회에 中國으로 하야금 배외정책을 버리고 국제협력에 의한 이익을 알게 하는 것이 필요하다(제2장)하고 日本은 지금과 갓치 재정적 부담을 아니하드래도 확실한 外國의 호의와 동정으로 滿洲에 대한 이익을 안전케 하는 길이 잇다고 부루짓고는 滿洲의 정치는 中國의 주권과 행정적 보전을 害하지 아니하고 滿洲를 자치체로 하야 滿洲를 비무장지대로 하고 外人敎官의 협력으로 特別憲兵隊을 조직하야 日中 軍隊를 東三省에서 철병케 할 것이요. 滿洲自治政府의 장관은 聯盟理事會에서 제출하는 명부 중에서 국적을 달니하는 2명의 外人을 임명하야 경찰과 재정을 장악케 하고 國際決濟銀行理事會에서 제출하는 명부에서 1명의 外人을 東三省 中央銀行의 총 고문으로 하고(제9장)前記 제 조건은 中國에 强固한 중앙정부가 업스면 실행 못할 것이니 孫文의 생각을 따러서 中國의 내부 개조에 국제적 협력을 與할 것이다.(제9장)
이것으로 보아 리튼보고서에 근본 정신이 中國을 共同管理하자는데에 크게 의의가 잇슴을 알 수 잇고 文章만은 流麗하나 어린兒孩의 사탕 빼아서 먹는 소러에 지나지 못한다.
다음은 滿洲에 잇서 露國과의 관계와 권익을 리튼보고서는 엇더케 취급햇든가.
露國勢力이 北滿國境을 넘어온 위험성은 또다시 (日露戰爭後의)日本의 관심사가 되엿다고 하고(제2장) 日本은 국가적 생존과 自衝와의 필요를 말할 때에는 中國보다도 露國을 의미하며 日本의 滿洲에 대한 이익의 근본적인 것은 對露戰略的 가치라 하고 또 日本人 중에는 日本의 對露作戰을 위하야 滿洲에 堅固한 방어선을 지을 필요가 잇다고 주장하는 者가 잇다(제3장)고 하엿다. 그에 대한 라덱크의 비판이 부라우다紙에 게재되엿스니 그에 의하면 『리튼卿 등은 帝國主義國家 간의 분쟁을 對露共同戰線으로 완화하려고 한다. 그들은 對露戰에 日本을 압잡이도 세우기 위하야 同情을 예약하면서 一方 蘇露에 대하야는 日本*制의 역할를 課하고 잇다.』고 하얏다.
제9장에 『露國의 北滿에 대한 세력은 東支鐵道의 소유자로서 滿洲의 북방, 東北方의 영토소유자로서 중대하다.』고 하야 리튼 보고서의 내용에 잇서 現實描寫만은 크게 XX가 XX는 점에 일치한 바가 잇다.

中國의 國際共管問題
中國의 共同管理, 그는 리튼 등의 聯盟調査團의 창작이 아닌 것이다. ＜25＞ 그는 중국의 개국이래(1730년경)의 국제 관계를 아는 사람은 누구나 시인할 것이니 露國이 北滿洲와 伊犁新强에 세력을 뻐치고 佛國은 安南 東京에 英國은 緬甸샤무에 각기 자기 나라의 세력 지대를 형성하고 英國이 1842년의 南京條約에 의하야 上海 이하 5개 항구를 개항케 할 때에도 列國에 共通히 개방하얏고 佛國이 1858년의 天津條約을 체결할 때에도 그러하얏고 1863년에 上海의 英國專管居留地와 米國專管居留地를 합병할 때에도 모든 외국인에게 개방햇든 것이다. 그는 封鎖主義의 中國을 개방함에 잇서 공통의 목적을 가젓고 따라서 이익의 공통되는 점이 만엇든 까닭이다. 그러나 中國의 실력이 아무것도 아닌 것을 아럿고 普佛戰爭 후는 獨逸도 식민국으로 활약케 되고 새로 발명되는 기계공업은 산업의 발달을 촉진하야 아편전쟁이나 英佛 聯合戰爭 당시의 협조적 태도는 그만 사라지고 이권 경쟁의 시대가 오고야 말엇다.
列國 協調主義 파탄의 최초의 구체화는 1876년의 英淸芝罘條約과 그후 체결된 露淸 及 佛淸의 陸略貿易에 관한 규정에서 잇다. 芝罘條約에 의하야 英國은 印度에서 雲南에 탐험대 파견의 권리를 得하얏스니 그는 통상 상의 필요로 인함이엿다. 中國은 天津條約 北京條約에 의하야 渤海 及 楊子江沿岸地方의 개방을 임이 許하엇든 바이나 내지 개방에 대하야는 하등의 제재가 업섯다. 陸境 方面으로 통상로를 엇게 되니 佛國은 安南 方面으로 露國은 露淸國境 方面으로 육로 통상의 이익을 엇게 되엿다. 육로 무역은 해외무역과는 달러서 接壤國의 人이나 物에 만흔 이익을 보게 되니 그는 接壤國의 특수 이익이다. 여기에서 英, 佛, 露의 相克하는 바가 되엿다. 조차지의 설정, 철도 이권 획득 등으로 각 국은 이권 경쟁에 혈안이 되엿으니 그는 本國의 기계공업이 발달되고 산업의 촉진을 다라서 더욱 격렬해젓다. 中國分割問題가 盛히 떠들니든 것도 바루 이때이엿다. 列國의 이권 경쟁이 격심함에 따라서 中國民衆의 그에 대한 반동이 격할 것도 또한 사실이니 그가 배외 운동의 발단으로 團匪事件은 그의 최초의 발화이엿다. 이권을 회수하려는 운동은 필연의 산물이다. 안으로는 이권 회수열이 점차로 팽창하고 박그로는 列國 상호의 충돌이니 예하면 露國의 이익 범위인 滿洲에 英國이 山海關, 牛莊 間의 鐵道敷設權을 엇고 英國의 세력 범위인 長江流域에 露國과 佛國을 배경으로 하는 白耳義의 『신지케―트』가 京漢鐵道 기타의 철도 이권을 갓게 되니 동일 지방에 2개국 이상의 이권이 서로 충돌케 되엿다. 여기에서 利權國 상호간에 협정이 긴요하게 되엿스니 日英同盟이라던가 日佛, 日露의 협상이 그것이다. 그리하야 상호 권리의 슡�중 유지를 약속하는 동시에 제삼국의 침해를 방위하려는 것이다. 두 나라 혹은 세 나라가 제휴하야 상호 권익의 옹호를 도모하는 동시에 他方으로 오는 침해를 방어코저 함이니 그를 合縱連衡이라고 한다. 그리다가 歐淵大戰이 돌발하자 中歐同盟 제 국에 대한 聯合國 공동작전을 取케 되면서 종래의 合縱關係라던가 連衡 關係는 전연히 해체 또는 합병해 버리엿고 聯合國間의 협동주의가 성립되엿든 것이다. 그 후 日米 兩國에 대전에 참가하고 中國이 또한 참가케 되니 지금까지의 열강의 對中國問題는 열강 상호간의 협동 제휴에 지나지 안엇스나 그 이후는 中國도 스사로 참여케 되엿다. 九個條約이라던가 華盛頓會議의 결과 관세문제라던가 치외법권문제라던가나 그의 실증이다. 그러나 중국민중의 각성을 따라 그는 외국의 이권과 충돌을 激化케 햇고 列國 상호간의 산업의 발달, 경제력의 팽창함을 따러서 이권 경쟁이 격화함은 避히못할 형세이엿다. 따라서 금융 외교로 나타낫다. 中國政府의 政費困難함을 보고 貸金業을 하게 된 것이다. 차관 경쟁이 나왓다. 그는 정치차관을 이용하야 우월을 엇으려는 것이니 임이 英國은 海關收入과 鹽稅收入을 담보로 하고 中國의 재정을 실질적으로 간섭하고 잇게 되엿고 借款으로한 경쟁은 列國의 충돌을 招致할 우려가 잇고 또 中國政府가 그것을 가지고 以夷制夷하려는 태도를 방지하고 또 米國이 中國利權에 한목끼이려는 방편으로 英, 佛, 獨 3國의 銀行團과 협의하야 소위 四國財團이라는 것을 형성식켯다. (以下次號-원문) ＜26＞
＜23-26＞
