잡지명	삼천리 第五卷 第三號
발행일	1933년 03월 01일
기사제목	世界婦人勞働組合運動의 現勢 (The Current Status of the World Women's Labor Union Movement)
필자	柳海松
기사형태	논설 (Editorial/Essay)

The Current Status of the World Women's Labor Union Movement
						Yu Hae-song

1. The Current Situation of Working Women in the World

After world capitalism, characterized by free competition and surplus profit, inevitably caused the World War, which killed or injured 20 million workers and peasants and created 20 million young widows, world capitalism itself passed through a brief period of stability. However, as if unable to escape its own nature, all sectors of the capitalist economy, under overproduction, are self-destructing XX, floods of unemployed people push through every street, the contradictions of capitalism have reached a crisis, and the lives of the masses have reached an unbearably miserable state.

In this way, under the deepening contradictions and extreme instability of the capitalist economic organization, the crazed cries of capitalism calling for industrial rationalization inevitably lead to the replacement of adult male workers with female and child laborers. Women workers are retained at unavoidably low wages, and permanently, whether on capitalist farms or in factories, the wages of female workers are only half those of male workers. Labor hours are inversely proportional, absolutely intense, and no sanitary or other protective facilities for female workers can be seen. Thus, even if laws protecting female workers exist, they seem to be nothing but blank paper to the capitalists whose dark eyes are blinded only by profit.

Therefore, female workers groaning under such hardship and oppression, like a cornered rat biting a cat, have bravely come out onto the front lines of the movement to conduct their own liberation movement. This is not like the fanciful empty talk clamored by nationalist petty bourgeois elements (小뿌르分子); as mentioned above, their surrounding environment has inevitably dragged them onto the line of struggle.

Thus, by their hands, labor unions are established within factories, and these unions <27> have also unified their ranks globally, abandoning isolation and standing on the XX path of developing their movement most fiercely and most actively. (Omitted - original text)

2. The Women's Movement and Labor Unions

We all know that since a labor union is a productive collective where workers from each labor sector gather politically, it serves as the cells of the unified movement and the primary foundation of the labor movement.

Generally, in this current era, the so-called third stage of capitalism, where humans have turned into machines and slaves under the striking thunderbolt, it is based on historically inevitable circumstances that women workers, who have no guarantee of livelihood and no room for rest, have globally unified the organizational body of the movement seeking their own liberation – the women's labor union movement.

Currently, even factories that do not necessarily require female labor are exploiting the conditions of female workers – whose wages are cheaper than men's and who are more docile in all matters than men – to drive out male workers as much as possible and hire many female workers along with child laborers. This is the capitalists' attempt to further solidify the foundation of industrial rationalization through all methods and to make women, who have no defensive power, into the XX of capital, thereby eternally sanctifying the hedonistic profits of capitalism.

Therefore, if women are to liberate themselves from all the XX of the capitalists, they must cast off the old masks of non-resistance, obedience, and submission, bravely step onto the front lines of the movement, continue the struggle organizationally together with their brothers and sisters who suffer the same XX, and firmly join hands with the worldwide proletarian movement and the movement of weak and small nations to merge into a single unified front.

Consequently, the women's labor union movement, like other labor union movements, has abandoned its local, individual, and isolated state, unified its organization globally, and come to control and unify its movement under strict centralism. This is not the product of empty theory but has inevitably become so due to objective reality.

Furthermore, while the current social democratic centrists verbally call for the Proletariat Movement (푸로레타리아運動), in reality, capitalism and XX-ism are XX, deceiving the masses and causing the collapse of the mass movement. They obscure the path forward for the masses with the so-called cooperative movement. Also, foolish nationalist petty bourgeois elements (小뿔조아지) who lack any criticism or goal, are trying with all their might, making their final XX, to permanently bind the masses with the ropes of capitalism and XX-ism. At the current stage, we women workers must mercilessly tear off the masks of these reactionary elements, establish production-based women's labor unions grounded in reality to win wage increases, the 8-hour workday, and legal and economic equality with men, and continue the brave struggle.

3. The Current Status of the World Women's Labor Union Movement

According to the investigation by the Amsterdam Labor Union Federation, the number of female workers who joined independent women's labor unions by 1924 exceeded 1.5 million. Compared to the total number of union members (men and women combined), this is about 13 percent. Considering that the total number of female workers in each country constitutes 25% of the total labor force (men and women combined), there is still a 12% gap to reach the same level of organization as male workers.

German (獨逸) female workers, who have been unreasonably burdened with the war debt from the Great European War (歐洲大戰) initiated by capitalists to defend their profits and seize XX, constituted 33% of the total workforce. Furthermore, a vast number, 750,000, representing 17% of those female workers, had joined independent women's labor unions by 1924. In Britain (英國), 5% of all female workers had joined unions by 1924. In the United States (米國), 200,000 out of 3.5 million industrial female workers had fully joined independent women's labor unions. (Remainder omitted - original text) <28>
<27-28>

**Summary**

This 1933 article by Yu Hae-song analyzes the global rise of women's labor unions as an inevitable consequence of capitalist exploitation, exacerbated after World War I. It argues that industrial rationalization leads capitalists to replace men with cheaper female and child labor, subjecting women to low wages, long hours, and poor conditions. The author calls for women workers to abandon passivity, organize unions based on production sectors, fight for rights like equal pay and the 8-hour day, and align with broader proletarian and anti-colonial movements, rejecting misleading paths offered by social democrats and nationalist "petty bourgeois" elements. Statistics from Germany, Britain, and the US are cited to show the movement's progress, while noting organization rates still lag behind men's. For colonial Korean history, this article is interesting as it reflects a sophisticated understanding and adoption of international Marxist/socialist discourse on class struggle, capitalism, and labor movements from the perspective of a colonial intellectual. It shows awareness of global labor trends and explicitly links the women's labor struggle with anti-colonial (weak and small nations) movements, framing local issues within a global revolutionary context.

**Named Entities**

柳海松	유해송	Yu Hae-song
加入	가입	Joining; enrolling
超過	초과	Exceeding; surplus
總數	총수	Total number
同水準	동수준	Same level
餘裕	여유	Margin; room; leeway
戰債	전채	War debt
理由	이유	Reason
負擔	부담	Burden
外大	외대	Vast; enormous (likely a typo or older form related to 偉大 widae)
人員	인원	Personnel; number of people
工業婦人勞働者	공업부인노동자	Industrial female worker(s)
업다	없다	To not exist; to lack (older spelling of 없다)
잇다	있다	To exist; to have (older spelling of 있다)
밧게	밖에	Only; nothing but (older spelling of 밖에)
안코	않고	Not doing (older spelling of 않고)
만히	많이	Many; much (older spelling of 많이)
식히고	시키고	To make/cause someone to do (older spelling of 시키고)
되엿스니	되었으니	Because it became (older spelling of 되었으니)
하엿다	하였다	Did (older spelling of 하였다)
불으는	부르는	Calling; invoking (older spelling of 부르는)
엇지할 수 업다	어찌할 수 없다	Cannot help; unavoidable (older spelling)
닐으고	이르고	Reaching; arriving at (older spelling of 이르고)


---------------------------


잡지명	삼천리 제5권 제3호
발행일	1933년 03월 01일
기사제목	世界婦人勞働組合運動의 現勢
필자	柳海松
기사형태	논설

世界婦人勞働組合運動의 現勢
						柳海松
1. 世界勞働婦人의 現狀
자유경쟁과 잉여 이윤를 특징으로 한 세계자본주의가 그 필연적 결과로 불은 세계대전이 노동자 농민을 2천만 명이나 死傷식히고 2천만의 청춘 과부를 나흔 다음부터 세계자본주의 자신은 잠시 안정기를 지나 왓스나 역시 자기의 天分은 엇지할 수 업다는 듯이 모든 자본주의 경제 부문은 생산과잉 아래에서 자기의 XX을 자기가 자작파고 실업자의 홍수는 거리마다 밀치여서 자본주의의 모순은 위기에 닐으고 민중의 생활은 더할 수 업시 비참한 지경에 달하엿다.
이와갓치 자본주의 경제 조직의 모순의 심각화와 불안정 상태의 극단화 아래에서 산업합리화를 불으는 자본주의의 눈 뒤집힌 소리는 필연적으로 부인로동자와 소년노동자를 大人남자노동자와 교대케 되고 할 수 업는 싼 품갑으로 부인노동자를 抱留하야 영구히 資本主 農場에서나 공장에서나 부인노동자의 품갑은 남자노동자의 품갑보다 반 밧게 되지 안코 노동시간은 그와 반비례로 절대 강도이며 부인노동자에 대한 위생적 기타 보호설비는 아모 것도 볼 수가 업다. 그리하야 부인노동자 보호법이 잇다하여도 이윤에만 검은 눈이 어두어 빠진 자본가들에게는 모다 백지장으로 밧게 보이지 안는 모양이다.
딸아서 이와갓치 곤궁과 압박에 신음하는 부인노동자들은 궁한 쥐가 고양이를 무는 격으로 용감하게 運動線 우에 나와서 자기 자신의 해방운동을 자기 자신이 하게 되엿스니 이것은 민족주의적 小뿌르分子들이 떠드는 공상적 헛소리와 갓흔 것이 아니오 우에 말한 바와 갓흔 그들의 주위환경이 필연적으로 그들을 투쟁선 상에 끌어내 온 것이다.
이와갓치 그들의 손으로 공장 내에는 노동조합이 설립되고 이 조합은 ＜27＞ 또 세계적으로 그 진영을 통일하야서 고립상태를 버리고 가장 맹렬히 가장 敏活히 그들의 운동을 발전식히는 XX途程에 서 잇다. (中略-원문)

2. 婦人運動과 勞働組合
노동조합이란 각 노동 부문의 노동자들이 정치적으로 모뒤인 생산적 집단인 이상 통일적 운동의 각 세포로써 노동운동의 제일 기초가 된다는 것은 우리들이 다 아는 바이다.
대뎌 現下 자본주의의 제3기라는 막들은 벼락 낭우에서 사람이 기계와 노예로 化하여 버린 이때 아모 생활의 보장이 업고 안식의 틈이 업는 부인노동자들이 그들 자신을 해방코저 하는 운동의 조직체로서 부인노동조합운동을 세계적으로 통일한 것은 역사적으로 필연한 정세에 基한 것이다.
지금 각 공장들은 부인의 노동을 필요로 아니하는 곳이라도 품갑이 남자보다 싸고 남자보다 모든 것에 유순한 부인노동자의 조건을 이용하야 될수록 남자노동자를 내여 쫏고 소년노동자와 아울러서 부인노동자를 만히 채용케 되엿스니 이것은 자본가들이 모든 방법으로 산업합리화의 기초를 한층 더 굿게 만들고 아모 防衛力이 업는 부인들로 자본의 XX를 만들어서 자본주의의 향락적 이윤을 영구히 神聖化코저 하는 것이다.
딸아서 부인들이 자본가의 모든 XX으로부터 그들 자신을 해방하려면 무저항주의와 순종 복종의 녯 탈을 벗서버리고 용감하게 운동선 우에 나서서 갓치 XX를 밧는 형제 자매들과 갓치 조직적으로 투쟁을 계속하여야 할 것이며 또 전 세계의 무산계급운동과 약소민족운동과도 굿게 손을 맛잡아서 통일적으로 한 진영에 합류치 아니면 아니될 것이다.
그런고로 부인노동조합운동도 다른 노동조합운동과 갓치 지방적 개별적 고립 상태를 버리고 세계적으로 그 조직을 통일하야 엄격한 중앙집권 아래에서 그 운동을 統制化하고 단일화하게 되엿스니 이것은 헛된 이론의 산물이 아니라 객관적 현실에 의하야 필연적으로 그러케 된 것이다.
그리고 現下 사회민주주의적 중간파들이 입으로는 푸로레타리아運動을 불으면서 실상은 자본주의와 XX주의의가 XX되여서 민중을 속히고 民衆運動을 붕궤식히는 소위 협동조합운동으로 민중의 나아가는 길을 煙沒식히고 또 아모 비판도 아모 목표도 업는 어리석은 민족주의적 小뿔조아지들이 민중을 영구히 자본주의와 XX주의의 바ㅅ줄에 얼거 XXX 모든 氣를 다하야 最後的 XX을 쓰고는 現階段에서 우리들 부인노동자는 이와갓흔 반동분자들의 가면을 용서업시 벗기여 벌이고 부인노동자의 賃金値上과 8시간 노동제 획득 남자와의 법률적 경제적 평등을 엇기 위하야 현실에 입각한 생산별 부인노동조합을 세우고 용감한 투쟁을 계속하여야 할 것이다.

3. 世界婦人勞働組合運動의 現勢
암스텔담 勞働組合同盟의 조사에 의하면 1924년까지에 독립적 婦人勞働組合에 가입한 부인노동자의 수는 150만을 초과하는 것으로 남자와 부인을 합한 노동조합 인원에 비하면 약 13퍼-센트이니 이것을 각 국의 부인노동자 총수가 남자와 부인을 합한 전 노동자 총수의 25%임에 비하면 아즉도 남자노동자의 조직인원과 同 수준에 달하려면 12%라는 여유가 잇다.
자본가들이 자기의 이윤을 옹호하고 XXX를 빼앗기 위하야 닐어킨 歐洲大戰의 戰債를 이유업시 부담케 되여 온 獨逸의 부인노동자들은 전 노동자 중 33%의 부인노동자를 가지엿스며 다시 그 부인노동자의 17%라는 75만인의 外大한 인원이 1924년까지에 獨立婦人勞働組合에 가입하엿스며 英國에는 1924년까지에 전 婦人勞働者의 5%가 조합에 가입을 하고 米國에는 350만의 工業婦人勞働者 중 20만 명이 완전히 獨立婦人勞働組合에 가입하엿다.(以下略-원문) ＜28＞
＜27-28＞
