Magazine Title	삼천리 제12권 제9호
Publication Date	1940년 10월 01일
Article Title	滿洲國建設 勤勞奉仕 朝鮮部隊記 (Account of the Korean Unit in the Manchukuo Construction Labor Service Corps)
Author	李完琇
Article Type	기행문 (Travelogue)

Account of the Korean Unit in the Manchukuo Construction Labor Service Corps
						Yi Wansu

On June 29th, at 7:55 AM, the Yŏngil (延吉) contingent of the Manchukuo Construction Service Corps departed from Kyŏngsŏng station. At the station, various officials, private citizens, and residents came out to give us a send-off. As the train started moving along with the departure whistle, I felt both joy and the weight of our grave responsibility.

The service corps was divided into the Yŏngil contingent and the Wangch'ŏng (汪淸) contingent. The Yŏngil contingent, consisting of 161 members from the eight provinces of Kyŏnggi, North and South Ch'ungch'ŏng, North and South Kyŏngsang, North and South Chŏlla, and Hwanghae, departed on the 29th at 7:55 AM. The Wangch'ŏng contingent, with 93 members from the five provinces of North and South P'yŏngan, Kangwŏn, and North and South Hamgyŏng, was scheduled to depart the same day sometime after 10 PM.

I was in the Yŏngil contingent. The train ran along the Kyŏngwŏn Line and the Hamgyŏng Line, arriving in Tomun (圖們) the next day at 6:50 PM.

We arrived in Yŏngil at 9:30 PM on the 30th. At the station, Governor Sinkichi (神吉省長閣下) of Kando Province (間島省) and below, representatives from various government offices, private citizens, students, the Patriotic Women's Association, and youth groups gave us a grand welcome, which was incredibly moving. We unloaded our rucksacks in the square in front of Yŏngil Station, and two trucks arrived to haul them all away. We walked on foot around 10 PM, unsure of our direction, marching through the unfamiliar streets of Yŏngil, where everything gave a strange impression.

As we passed through the bustling downtown area, there were quite a few entertainment venues, but seeing the language and gestures of fellow Koreans was very welcoming. The sound of music here and there also seemed familiar, and the feeling of being in a foreign country completely disappeared. Soon, we walked up a half-sloping street and saw rows of fine two-story brick buildings, which I guessed were educational institutions or government offices. The guide told us it was the Puksan Kukmin Ugyŭp Hakkyo (北山國民優級學校 - Public Ordinary Elementary School). We immediately went inside and found a set of bedding assigned to each person, so we felt somewhat relieved and shook off the fatigue from the train journey.

The next day (July 1st), wake-up was at 6 AM. We got up, answered roll call, washed our faces, held the morning assembly, ate breakfast, and at around 10 AM, paid respects at Yŏngil Shrine (延吉神社). That afternoon at 3 PM, a welcoming ceremony was held in the schoolyard. With the County Magistrate (縣長閣下) and below, representatives of officials and citizens, students, youth groups, the Patriotic Women's Association, and other dignitaries from various organizations in attendance, we received a grand welcome. The spirit of "Unity of Korea and Manchuria" (鮮滿一如) manifested itself that day, making us think anew about how important our mission was.

Every dawn at 5 AM, with the sounding of the wake-up bell, we rise from our beds, line up in the schoolyard, perform the morning<140> roll call, and immediately, over 160 people quickly wash their faces within 30 minutes, tidy their bedding, get dressed, and hold the morning assembly at 5:30 AM.

The order of the morning assembly is as follows: after everyone lines up, roll call is taken by province. Then, for about 1 minute and 30 seconds, we close our eyes and remain silent and still for 'mitama shizume' (みたましがめ-), a practice meant to calm the spirit. Next, we perform worship towards the Imperial Palace (宮城遙拜) with two bows, two claps, and one bow (2拜2拍1拜). We then engage in the singing of the national anthem (國家合唱), the respectful reading of the Imperial Rescript (勅語奉讀), the chanting of the Oath of Imperial Subjects (皇國臣民 誓詞제창), and three cheers of 'Banzai' for His Majesty the Emperor (天皇陛下 彌榮三唱). Following this, we recite the Service Corps creed: "We, the Labor Service Corps, receiving the divine edict of the Imperial Ancestors, pledge to the gods that we shall unite our hearts and efforts, dedicate our bodies, and advance the celestial task of East Asian prosperity (興亞의 天業), and unfailingly serve in accordance with His Majesty the Emperor's great will." We then sing, "Appare (アツパ), ano omoshiro, ano tanoshi, ano sakae-tsu, oke-tsu" (晴れ あの 面白 あの樂し. あの榮け-ツ おけ-ツ), a song expressing that the responsibility and mission of each of our lives is sacred and fulfilling. Next, we sing 'Umi Yukaba' (海行かば) together, and conclude the morning worship with two bows, two claps, and one bow. After the worship ends, we exchange morning greetings. Once worship is finished, we perform Japanese Calisthenics (日本體操 - ヤマトバタラキ). When the exercises are over, the meal duty team prepares breakfast, and each provincial unit recites the Service Corps creed before eating. After breakfast, lunch preparations are made, and at 7:30 AM, when the assembly bell rings, everyone lines up, receives their work assignments, and marches to the construction site with vigorous spirit, singing colonial songs (植民歌). Marching with shovels and pickaxes instead of rifles and bayonets, we felt capable of moving mountains and confident that any difficult construction task could be easily accomplished. Soon, upon arriving at the construction site and starting work, everyone diligently focused on their assigned tasks. After some time, tiredness set in, and the desire to rest arose; the work was strenuous, and thoughts of slacking off were not entirely absent. However, upon reflection, realizing we were representatives of the 23 million people of the Peninsula (半島), bearing the crucial mission of the Manchukuo Construction Service Corps, having come a thousand *li* (不遠千里), we could not help but exert our full effort.

Thus, at 11:30 AM, the morning's work concluded, and we went to the rest area for lunch. After the meal, we rested until about 1:30 PM to recover from fatigue. Around 2 PM, work began again. The fierce sun beat down mercilessly, reaching extreme heat, making it feel as though our breath was catching in our throats. Sweat poured down our entire bodies even before starting work, making it hard to keep our eyes open. Nevertheless, without slacking off in the slightest, we continued to exert our full strength, finding satisfaction (滋味) in the progress of the work. Under the slogan "Service through Sweat" (汗의 奉仕), we felt contentment, and the sense that we were laying a foundation for the construction of a New East Asia never faded for a moment, so we did not slacken (怠隋) in the least. In truth, if we were doing this for wages, perhaps it wouldn't have felt so arduous. At 3:30 PM, there was a break, and the unit provided a delicious bread roll each as a snack. Receiving the bread, we all laughed while eating, and before we knew it,<141> the bread in our hands was gone.

After a 15-minute break, we started working again. By then, it was cooler and a better time to work. However, at 6 PM, the day's work ended, and we performed the end-of-work worship (終修의 예배) facing the Imperial Palace to the east with two bows, two claps, and one bow, expressing the spirit of the Service Corps with "Appare - ano omoshiro, ano tanoshii - ano sakae-tsu, oke-tsu." Receiving nature's solace from the continental sunset and the pleasantly blowing cool breeze, the day's service concluded enjoyably.

Then, singing colonial songs or the Imperial Youth Song (황국청년가), we returned to our quarters (歸巢). Though fatigue and hardship were considerable, thinking of it as endurance and training (忍苦鍛鍊) brought self-consolation.

Upon entering the barracks, the kitchen duty team would be eagerly waiting (苦待), having prepared dinner. The sanitation duty team would be waiting (기대리고) with boiled bath water. The sanitation team would offer silent greetings (無言敬禮) to console our fatigue, making the day's exhaustion vanish like a dream. After cleaning the tools and washing our individual dishes, it would be 7 PM. The taste of the meal was indescribably delicious. Although the side dishes were, frankly, laughably meager, they tasted incredibly good, as welcome as if we hadn't seen rice for several days.

After dinner, bathing was done briefly by unit, for 10 minutes each. Sometimes, it was as short as 5 minutes. After bathing, for 20-30 minutes, people would write in their diaries, write letters home, or engage in other personal activities. At 8:30 PM, regardless of what anyone was doing, roll call was mandatory. At 9 PM, lights were out, and lying in bed, we pleasantly forgot the day's fatigue.

There were daily duties: kitchen and sanitation duty involved 8 members each, one from each province. There were 2 members on headquarters duty and 3 on sanitation duty (Note: Seems like 'hygiene/sanitation duty' is mentioned twice with different numbers, likely referring to different aspects - perhaps barracks cleaning vs. bath/latrine). Kitchen duty involved preparing meals for everyone. For me, it was the first time in my life stoking a fire (솟 부시고), cooking rice, making soup, and preparing side dishes (건건이). Having done the meal duty, I realized that preparing meals is not such an easy task.

Guard duty (위생당번 - likely mislabeled, should be guard/sentry) involved guarding the barracks area and handling internal and external affairs.
Sanitation duty (위생당번) involved cleaning unclean areas like latrines, the area around the well (井), etc., and boiling water for the bath.
Headquarters duty (본부실 당번) was duty in the room where the unit commander stayed. Absolute obedience to orders was required, and execution had to be excellent.

Regarding morale visits (위문), there were many kinds, including verbal encouragement and gifts of goods. Regardless of the type, all visits were equally welcomed. When visitors occasionally came despite the extreme heat (暴暑), bringing delicious food to share and offering comfort, we were so moved that we felt ashamed, unworthy of such kindness, and resolved ourselves with even greater determination. Or when letters arrived from home, the joy was beyond description (一筆難記), making us look forward to them every day. Moreover, when provincial authorities sent comfort items, the joy among all 24 members [likely referring to his provincial subgroup] as we fairly divided (노나들고) and murmured happily was another pleasure.

Hearing that 80% of the residents in the Yŏngil vicinity, that is, the Kando Province area, were Peninsula people (半島人), I had some doubts whether it was true, but seeing it firsthand, it was indeed factual. Their daily lives seemed no different<142> from fellow Koreans residing within Korea (朝鮮內). Looking at the clothes people wore on the streets or listening to their conversations, it seemed they lived without any worry about food or clothing (衣食). Seeing and hearing this, I felt glad, thankful, fortunate, and at the same time, envious.

The one-month period passed like a single day, and the scheduled service came to an end.
During the final service completion ceremony, we adopted an even more sincere posture.

When the departure date, July 30th, arrived, leaving Yŏngil, where we had grown attached over the month, brought feelings of sadness, and tears even welled up in my eyes.
Especially when the children and teachers of Puksan Elementary School lined both sides of the departure road to send us off, I felt as if I were eternally parting from my own brothers and sisters, and tears unknowingly streamed down my face.

When we arrived at Yŏngil Station, hundreds of people were already there waiting for us. As we boarded the train, the sound of the whistle, accompanied by the cheers of "Banzai!" from the well-wishers, still seems to ring vividly in my ears (于今껏).

Leaving Yŏngil, the contingent went via Tomun to Kiamusze (佳木斯) in Northern Manchuria (北滿). We arrived at Mudanjiang (牡丹江) station around 10 PM. At Mudanjiang station too, a crowd of welcomers came out (쓰리나왔으며), and more than half the passengers getting on and off were Koreans, which was again surprising; the advance of our compatriots felt truly formidable. We changed to a train bound for Harbin (哈爾賓) and continued our journey. We arrived in Harbin around 9 AM on the 31st. After being welcomed, we followed our guide to pay respects at the shrine and the Chūrei-tō (Martyrs' Shrine - 忠靈塔), went to the Police Affairs Department building (警務部廳) for breakfast, and then toured the city on foot. We saw the museum, various government offices, and important streets in the city. It was a metropolis said to be seven times the size of Kyŏngsŏng; the grandeur of the buildings was indescribable, and we couldn't see the end of the city streets on the endless plain, giving an idea of how vast and large the city was.

The buildings—be they companies, shops, government offices, factories, or residences—were indistinguishable in their modern, sophisticated style. Domestic life also seemed to be Western-style or apartment-style. The Songhua River (松花江), upstream of the Heilongjiang (黑龍江), is a famous spot in Harbin, adding to the city's scenery. The population was said to be 50,000 Japanese (內地人 - Mainland people), 30,000 Koreans (朝鮮人), 150,000 Russians (露人), and others, totaling 750,000. Russians formed a relatively large portion.

When we departed Harbin at 11:15 PM, representatives of officials and citizens, various organizations, and, impressively, several dozen Russians leading a band came to send us off, which was truly moving.

We arrived in Hsinching (新京) at 7:54 AM. At Hsinching station too, various representatives came out to welcome us. Guided by our escorts, we went to the Manchukuo Railway (滿鐵) Hsinching Branch cafeteria for breakfast. In the branch square, a grand welcoming ceremony was held with the Manchukuo Construction Service Corps Practice Headquarters Chief (滿洲國建設奉仕隊 實踐本部長閣下) and below, along with dignitaries from various government offices, in attendance (臨席下). After receiving certificates of appreciation and commemorative medals, we paid respects at the shrine and the Chūrei-tō. We then went to the State Council building (國務院) for lunch. Afterwards, we took tour buses (유람뻐스) to pay respects at the Nanling War Memorial Tower (南領戰蹟記念塔).

We toured the main city streets, paid respects at the palace of His Majesty the Emperor of Manchukuo (滿洲國 황제폐하 궁성), sang three cheers of "Banzai" (彌榮三唱) for His Majesty the Emperor, then went to Hsinching Kukmin Ugyŭp Hakkyo (新京國民優級學校) to listen to a lecture (訓話) by His Excellency Yi Pŏmik (李範益), the former governor of Kando Province. Then we proceeded to the station and departed for Kyŏngsŏng. (End)<143>

**Summary**

This travelogue by Yi Wansu recounts his experience as a member of the Korean contingent of the Manchukuo Construction Labor Service Corps in the summer of 1940. He details the journey from Kyŏngsŏng (Seoul) to Yŏngil (Yanji) in Manchuria, the regimented daily life involving strenuous labor, Shinto rituals, Japanese patriotic songs, and ideological indoctrination centered on loyalty to the Japanese Emperor and the mission of building Manchukuo as part of the "New East Asia". He describes the work, living conditions, morale visits, and his observations of the large Korean population in the Kando (Jiandao) region. The trip concludes with visits to Harbin and the Manchukuo capital, Hsinching (Xinjing/Changchun), reinforcing the themes of Korean participation in the Japanese empire-building project. The article is significant for historians as a primary source reflecting the propaganda narrative of willing Korean participation ("Unity of Korea and Manchuria," "Service through Sweat") in Japanese colonial expansion and the mobilization of Korean labor under the guise of patriotic duty. It showcases the pervasive imperial ideology, including Emperor worship and Japanese militaristic culture, imposed on Koreans during this period, alongside glimpses of the Korean diaspora's life in Manchuria.

**Named Entities**

滿洲國	만주국	Manchukuo
그리고 식민가와 또는 황국청년가를 부르며 歸巢하는 것이다. 피곤과 괴롬도 不少하나 忍苦鍛鍊이라 생각하매 스스로 위안을 받는다.
숙사에 들어가면 취사당번은 夕飯을 지어놓고 苦待하고 있으며, 위생당번은 浴湯水를 끓여놓고 기대리고 있고, 위생당번은 無言敬禮로 피곤을 위안하여 주어 1일의 피로는 꿈같이 사라저 버리게 된다. 도구정리를 하고 각기 그릇을 닦으면 오후 7시가 된다. 그 食味란 말할 수 없이 맛있는데, 반찬은 사실에 있어서 웃어야될 형편의 것이지만 어찌도 맛이 있고 수일간 밥을 보지 못하다가 대한 듯 반가운 것이다.
夕飯 후 入湯을 각 부대별로 10분간에 간단히 한다. 심할 때는 5분간에 할 적도 있다. 목욕후 2, 30분간 일기도 쓰고 고향에 편지도 쓰는 등 각각 자기행동을 취하게 된다. 8시 반이 되면 여하한 일이 있던지 필히 점호을 행하고 9시에는 소등을 한 후 침상에 누어 하루의 피로를 기분좋게 잊고 마는 것이다.
매일 당번이 있는대 취사와 위생당번은 各道에서 1명씩 8명씩이고 본부실 당번이 2인, 위생당번이 3인이다. 취사당번은 일동의 식사를 만드는 것인데 나로서는 일생에 처음 솟 부시고 밥 짓고 국 끄리고 건건이를 만드렀다. 당시 식사를 하여 보고 식사란 것도 그리 쉬운 것이 아님을 깨달았다.
위생당번은 숙사일대를 지키는 동시에 內外事를 처리하는 기관이다.
위생당번은 불결한 곳 즉 변소 井 부근 등 불결한 곳을 청결하게 하고 욕탕에 물을 끓이는 임무를 가졌다.
본부실 당번은 부대장이 있는 실내의 당번이다. 절대 명령복종일 뿐, 실행이 우수하여야 된다.
위문에는 언어위문, 물품위문 등 다수히 있는데 어떠한 위문이든지 차별없이 반가웠다. 가끔에서 暴暑에도 불구하고 맛있는 음식을 가저 와서 공급하며 위안해 줄 때는 감격한 남아지 자기가 이와 같은 위문을 받을 자격이 없음을 못내 부끄러워하고, 일층 강한 각오를 갖게 된다. 또는 고향에서 편지가 올 때는 그 기쁨이란 一筆難記이며, 매일매일 고대케 되는 것이다. 더욱이 道당국에서 위문품을 보내 주어서 일동 24명이 공평히 노나들고 수군거리며 기뻐하는 양은 또한 한 즐거움인 것이다.
延吉부근 즉 間島省일대는 半島人이 8할이나 거주한다는 말을 듣고 사실일가 하는 感도 不少하였으나 현지에서 본즉 사실이였다. 그들의 일상생활은 朝鮮內 住在동포와<142> 조곰도 이상없이 보였다. 路上에 왕래하는 사람이 의복입고 나선 것이라든지 이야기를 들어보면 의식은 조곰도 걱정없이 지낸다 한다. 나는 그것을 보고 듣고 반갑고 고맙고 다행이 아는 동시에 부러웠다.
1개월이란 기간을 하루같이 지나 예정의 봉사도 종막을 보게 되였다.
최후 봉사종료의 예배를 할 때는 더욱 성실한 자세를 갖게 되였다.
출발기일 7월 30일이 돌아와 1개월간 정들인 延吉을 떠나게 되매 섭섭한 감회를 갖게 되는 일편, 눈에는 눈물까지 어리웠었다.
더욱 北山小學校 아동과 교원일동이 출발도로 양편에 정렬하여 전송하여 줄 때 나는 친형제자매를 영원히 작별하는 듯싶어 자기도 모를 사이에 눈물이 앞을 적시였다.
延吉역에 나오니 벌써 수백명의 인사가 나와 우리를 기다리고 있었다. 열차에 몸을 실어 기적성과 함께 송별객의 만세성은 于今껏 귀에 쟁쟁이 남아 들리는 듯 싶다.
일동은 延吉을 떠나 圖們를 거처 北滿의 佳木斯로 갔었다. 도중 牡丹江역에 도착하였을 땐 밤 10시경이였다. 牡丹江역에도 환영객이 쓰리나왔으며 승차하차객이 朝鮮人이 태반이 넘어 또한 놀낼 뿐, 동포의 약진이 실로 무섭게 생각되였다. 哈爾賓행 열차를 바꿔 타고 다시 차를 달리였다. 哈爾賓에 도착하였을 땐 31일 오전 9시경이였다. 出迎을 받고 안내자 인솔로 신사참배와 충령탑에 배례하고 警務部廳에 들어가 朝飯을 먹은 후 도보로 시내견학을 하였다. 박물관과 각 관청, 시내 중요한 거리를 보았으며, 京城시의 7배나 된다는 대도시로 건물 웅장은 말할 것 없고 끝이 없는 벌판에 시가 끝을 못보았으니 얼마나 넓고 큰 도시인줄 가히 상상할 것이다.
건물은 말하자면 회사인지 상점인지 관청인지 공장인지 주택인지 분간을 못할만치 문화적이오, 현대식이였다. 가정생활도 洋式과 아파-트식인 모양같었다. 松花江이란 黑龍江 상류인대 哈爾賓시가의 명소로 일층 시가의 경치를 도아주어 보였다. 인구는 內地人이 5만이요 朝鮮人이 3만, 露人이 15만 기타 합하여 75만인구라 한다. 露人이 비교적 많은 편이였다.
오후 11시 15분에 哈爾賓을 떠날 때 관민대표와 각 단체대표와 인상깊게도 露人 수십명이 음악대를 인솔하여 전송해 주는데는 실로 감격하였다.
新京에 도착하였을 땐 오전 7시 54분이였다. 新京역에도 역시 각 대표가 나와 환영을 하여주었다. 안내자의 인솔로 滿鐵新京支社 식당에 들어가 朝飯을 먹고 支社광장에서 滿洲國建設奉仕隊 實踐本部長閣下 이하 각 관청귀빈 臨席下에 성대한 환영식이 있었으며, 感謝狀과 記念章을 받는 후, 神社와 충령탑에 참배하고 國務院에 들어가 점심을 먹었다. 그리고 유람뻐스를 타고 南領戰蹟記念塔에 참배하였다.
중요시가를 두루 구경하고 滿洲國 황제폐하 궁성을 拜禮하고 황제폐하 彌榮 3唱을 불은 후 新京國民優級學校에  들어가 前間島省長이시든 李範益 각하의 훈화를 듣고 역으로 나와 京城을 향해서 출발하였다. (끝)<143>
<140-143>
