**Header Section:**
Magazine Title: 삼천리 제12권 제9호
Publication Date: 1940년 10월 01일
Article Title: 淸秋의 松花江畔, 舊露의 足跡과 北滿의 發展相 (On the Banks of the Songhua River in Clear Autumn, Traces of Old Russia and the Development of North Manchuria)
Author: 洪陽明
Article Type: 문예기타 (Literary/Miscellaneous)

**Body Text Translation:**
On the Banks of the Songhua River

Compared to the monotony of Hsinching (新京), an unfinished modern city where large buildings lacking aesthetic refinement stand here and there on concrete avenues like endlessly connected athletic fields, seemingly hesitant to approach each other closely, the impression of Harbin (哈爾濱) as a metropolis is always colorful and diverse. It was 44 years ago that Imperial Russia (帝政 露西亞), full of ambition for Far Eastern invasion, began managing this city from scratch as a base for the construction of the Chinese Eastern Railway (東支鐵道)! Until it became a frontline strategic point for the practice of National Harmony (民族協和), the center of North Manchuria (北滿) for the Five-Year Industrial Plan, and a defense base against the Soviet Union for our Japan and Manchukuo (我日滿 양국), this city grew amidst too rapid development and political transformations from vastly different angles. From the era of the flag with the double-headed eagle's crown, through the era monopolized by the red flag with the hammer and sickle, passing through the Five-Colored Flag (五色旗) and the Blue Sky with a White Sun Flag (靑天白日旗), and thus settling under the banner of the newly emerging Manchukuo (滿洲國), the complex changes over some 30 years have given this city a subtle charm and overlaid various cultural shadows, establishing a diversity and tradition that feels somewhat heretical, even while being clearly a city within Manchukuo.<112>

Change is a sad thing, yet it can also be beautiful. Behind great joy lie hot tears, and behind great pleasure lies immense sorrow. Compared to the deep stagnation, unchanging immensity, and monotonous desolation of the vast plains of South Manchuria, which resemble a boundless sea, this region of East Manchuria (東滿) and North Manchuria (北滿), with its mountains and rivers, must be called a great attraction of Manchukuo. Moreover, compared to the hard, power-and-steel urban culture of the capital Hsinching, which lacks a river, this city, with the broad flow of the Songhua River (松花江) and a somewhat jumbled feel from embracing various races and peoples with different colors and languages, possesses a kind of pluralistic culture and lifestyle tradition that gives me, an occasional visitor, no small sense of gentle familiarity. The character of this city, the second most populous in all of Manchuria after Fengtien (奉天) with about 500,000 inhabitants, is quite sentimental due to the presence of about 30,000 White Russian émigrés (白露에미그란트). Even here, where the large-scale speculation of Jews quick in the power of capital and commercial trickery, along with other foreign merchants, is said to be a significant cancer to the controlled operation of our Manchukuo's special products, the majority of good-natured and simple-minded White Russians (白系 露人) remain aloof from the world of profit-seeking, content with small salaries, diligently working, and the number relying on poorhouses is gradually decreasing. At lunchtime or dinnertime, they habitually stroll along Kitayskaya (기따이스까야) street, him and her, relieving their pent-up feelings. On Sundays, they return to the authority of the cross of the Greek Orthodox Church (希臘敎) – their old and current faith – in their cathedrals, reminiscing about the glory of their former homeland. Their lives seem instinctive yet have a pious aspect. The underside of their life, where some elements seem to only eye the pockets of nighttime travelers on the streets, is but a minor detail of White Russian life. No matter how fallen a White Russian may be, in their dwelling, you will find a sacred painting (聖畵) of 'Jesus Christ' (예수그리스도), or 'Maria Theresa' (마리아데레사), or 'Hannele's Ascension' (한네레의 昇天), and a photograph of Nicholas II (니콜라이황제),<113> the unfortunate last monarch of the Romanov dynasty, carefully hung on the wall. Manchukuo, which offers sympathy and understanding to the lives of these people who wear crosses around their necks and long for the authority of the old imperial eagle's crown, is perhaps the only 'Canaan, land of blessing' (카난福地) for White Russians in the world. Consequently, Harbin, where the largest concentration of White Russians exists anywhere in the world, is also the spiritual capital for White Russians worldwide. Standing on the bank of the Songhua River, watching the joy of the water sprites jumping and playing on the vast water, I leave behind the sobbing, faint sound of a balalaika (바라라라이까) drifting from amidst the fragrant poplars and white birches thick on the opposite bank's Sun Island (太陽島). Hurriedly walking down the street, I enter the bustle of Kitayskaya street. I sought out Messrs. Hwang Ŭimyŏng (黃義明) and T'ak Ch'unbong (卓春峯), who are sacrificing and serving for the approximately 8,000 Korean residents here, paid my respects, and concluded my few hours' stay in Harbin, heading towards Mudanjiang (牡丹江).

On the Pin-Sui Line Train

The place name Vladivostok (블라듸보스톡; 海蔘威) means 'Rule the East' in Russian, and Harbin (하르빌; 哈爾濱) means 'Great Tomb'; these names alone suggest how immense Imperial Russia's (帝政 露西亞) persistent ambition to establish its base in the Far East was in the past. Riding for the first time on the current National Railway Pin-Sui Line (國鐵濱綏), which was once part of the great Trans-Eurasian connecting line from Manchouli (滿洲里) through Harbin to Vladivostok, brings forth many emotions. Seeing that the very train car I was riding was one transferred from the North Manchuria Railway (北鐵), I was deeply moved, recalling my life as an editor serializing the rambling reports in Seoul's (京城) C Newspaper about the convoluted Japan-Soviet negotiations that dragged on, back and forth without concession, for about a year and a half until the agreement on the North Manchuria Railway transfer was finally reached, I believe at the end of Shōwa 10 [1935]. I remember when Kazlovsky (가즈롭스키), the head of the Far Eastern Department of the Soviet People's Commissariat for Foreign Affairs, who had signed the final agreement for the railway transfer, was passing through Seoul on his return trip. During a train interview as one of the reporters, Kazlovsky mentioned, "It was merely delayed because they asked us to transfer it for too low a price, so we tried to sell it at a reasonable one. Thanks to that, I stayed in Japan for over a year and had the chance to learn Japanese fluently." We all clicked our tongues at the persistence of Slavic diplomacy. It was regrettable that, due to the night journey, I couldn't see the scenery of the Pin-Sui Line, renowned for its beautiful landscapes along the route. However, as Mudanjiang City (牡丹江市) neared, the mountains and rivers of East Manchuria (東滿) visible from the train window in the early morning were truly beautiful. As the endless, ocean-like expanse of dark blue weeds refreshed my scenery-starved eyes, hilly terrain with rolling mounds where nameless flowers bloomed appeared, followed by valleys with clear streams, and then lush grain fields. The varied scenery along the winding route made me want to show it to those who only long for the supposedly splendid mountains and rivers of Korea (三千里 화려한 강산). Between Hengtaohetze (橫道河子) and Hailin (海林), along the railway line here and there, the white clothes of Korean farmers (朝鮮옷 입은 농부들) working in the paddy fields cultivated by fellow Koreans<114> stood out clearly against the uniform dark blue fields. Seeing the gaunt figures of women walking barefoot and listlessly along the ridges of the paddy fields everywhere, carrying baskets and balancing basin-like containers on their heads, I couldn't help but feel my eyes well up. Yet, it seems they too have their lives and struggles to survive here. Korean children in colorful jackets (색동저고리) were pointing at the distant, speeding train, saying something. Amidst this, we arrived at Mudanjiang Station (牡丹江驛).

Mudanjiang Boom

The reasons Mudanjiang City (牡丹江市) absorbed over 30,000 Korean nationals, embracing a total population of 120,000, and suddenly became synonymous with a boomtown city, include its economic development, the opening of the T'ukai Line (圖佳線) connecting it directly to Ch'ŏngjin (淸津), Najin (羅津), and Unggi (雄基) – the great suction hubs turning the Sea of Japan into a lake – and the North Frontier Development Plan (北邊진흥계획), initiated in May of last year with a total budget of 1 billion yen, which placed its focus on Mudanjiang Province as a frontline base against the Soviet Union. As is well known, the entire East Manchuria (東滿) region, despite having fertile black soil belts and vast primeval forests untouched by axe for millennia as its hinterland, was left largely neglected due to security issues and poor transportation. However, with security completely established through the noble pacification efforts (肅正工作) by the Japanese and Manchukuo military and police (日滿군경), and coinciding with the construction of the T'ukai Line started in the first year of K'angtê (康德 元年度), the treasure house of East Manchuria has emerged as a major industrial zone for our Manchukuo (我滿洲國), centered around the transportation hub Mudanjiang. That is, when the Pin-Sui Line (濱綏線) was the sole means of transport, Mudanjiang City was merely a satellite city of Harbin. But with the opening of the T'ukai Line, it became the center of the Chiamussu (佳木斯) - Mudanjiang - North Korea 2 Ports route and a major intersection on the Pin-Sui Line, turning into the exclusive collection and distribution center for the entire Northeast Manchuria hinterland, which used to be Harbin's backyard.

In the industrial sector, backed by the vast forests of the hinterland, it has formed a kingdom of wood-related industries, including the Mudanjiang Lumber Industry Co., Ltd. (牡丹江木材工業株式會社) and eight other large sawmills, as well as the Manchukuo Pulp Industry Co., Ltd. (滿洲펄프工業株式會社). On the other hand, the concentration of special products from the entire hinterland into Mudanjiang is increasing year by year, making it the central trading market for the entire East Manchuria region. Its processing industries, such as the K'angtê Flour Mill (康德製粉工場), oil extraction plants (油房), and breweries (釀造業), are showing considerable results, with a trend towards further prosperity as the hinterland develops. However, more than this production side, the driving force behind the Mudanjiang boom is the super-speed development in civil engineering and construction related to the urban planning and development of Mudanjiang City as the heart of East Manchuria and its hinterland, as well as border construction. The vast amount of capital poured into this series of large construction projects naturally formed a large consumption cycle, interactively creating a bubble economy. Furthermore, Mudanjiang City serves as the supply market for various goods<115> like agricultural tools, medical equipment, and clothing, accompanying the large-scale settlement of colonists from the homeland (內地개척민) in the hinterland, thus creating conditions for the gradual development of light industry as well.

Occupational Distribution of Koreans in Mudanjiang City

So, in which fields are the Korean residents (鮮系주민) here, who have established a considerable foundation for their livelihood riding the wave of this construction boom, mainly focusing their efforts? According to this reporter's rapid investigation, in the construction (土建業) and lumber industries (材木業), which form the mainstream of the Mudanjiang boom, it seems there are almost no Koreans (鮮系) who have made a significant mark, perhaps due to a lack of capital and management skills. Of course, it can be acknowledged that in general commerce and industry, Koreans are considerably active here compared to any other place within Manchukuo. In construction, there is the Chosŏn Architecture Company (朝鮮建築社), and Hwangsan Ironworks (荒山鐵工所). There are rice mills like Samhwa (三和), Tŏgyang (德陽), Songsan (松山), Hapsin (合信), Sinsŏng (信成), and Ch'ŏnil (天一). There is the Yemundang (藝文堂) printing house, and large stores like Taeo Department Store (大五百貨店) and Myŏngdong Store (明東商店). In trading and transportation, companies like Tonghŭng Trading Co. (東興號), Tongman Agricultural Affairs (東滿農事), Hajū Transportation (荷主運輸), Tong'a Colonial Production (東亞殖産), Sinsŏng Soy Sauce (信成醬油), Tongman Warehouse (東滿倉庫), and Hŭng'a Trading Co. (興亞商事) are all operating with capital ranging from 50,000 to 100,000 yen. They are making the utmost effort within their means. Even if they don't get a seat at the main table of the full-fledged construction boom, perhaps being able to get enough scraps falling from the main table (메인테-불) so as not to go hungry is also fortunate? According to a city survey, the occupational breakdown of the approximately 4,500 Korean households (鮮系 약4,500戶) residing in Mudanjiang City is: large and small merchants about 50%, salaried workers (俵給생활자; government/public officials, company employees, clerks, craftsmen, etc.) 20%, day laborers (日傭人夫) about 20%, unemployed & unknown about 10%. However, in reality, looking across commerce, industry, and salaried life, the most numerous occupation is said to be related to transportation (운수관계자). That is, most of those running businesses with several cargo trucks (物荷자동차), which act as heralds of the construction boom, gradually rose from being drivers themselves. Also, drivers as salaried workers occupy an important part of the Korean occupational landscape, similar to the case in Hsinching (新京).
About ten Korean wholesalers (鮮系의 雜貨 綿布 등의 도매상) dealing in sundries, cotton cloth, etc., such as Tonghŭng Trading Co., were showing considerable performance, but they seemed to be in a difficult situation as the Essential Goods Company (生活必需品會社) took over wholesale operations entirely. It is rumored (仄聞) that the Essential Goods Company, to protect existing businesses for a certain period, plans to organize a Wholesale Alliance (卸賣聯盟) in South Manchuria where there are many wholesalers, allowing them to act as agents for some of its business for a time to secure their current operations. In the Northeast, where there are fewer wholesalers, the transitional measure is said to be appointing existing wholesalers as designated agents of the Essential Goods Company. Therefore, their business might be maintained for some period, but under the current situation where the controlled economy (통제경제) is poised to strengthen further, Korean small merchants and industrialists (鮮系중 小商工業者) must seek new, sound strategies with careful attention. The relationship between the 6 or 7 Korean-run rice mills (鮮系정미소) and the Grain Company (糧穀회사) is the same.
(Remainder omitted)<116>

**Summary**

This 1940 article by Hong Yangmyŏng contrasts the diverse, historically layered city of Harbin, shaped by Russian influence and now a center for White Russian émigrés under Manchukuo, with the monotonous new capital Hsinching. It then describes a train journey on the Pin-Sui line through North and East Manchuria, noting the beauty of the landscape and the presence of struggling Korean farmers. The focus shifts to the booming city of Mudanjiang, driven by its strategic location on new railway lines (T'ukai Line connecting to Korean ports), the North Frontier Development Plan, resource exploitation (lumber), and construction projects. The author details the occupational distribution of the 30,000 Koreans in Mudanjiang, observing that while some run businesses (transport, retail, rice mills), they are largely excluded from the main drivers of the boom (large construction, lumber) and face increasing pressure from the state-controlled economy. The article offers a glimpse into the lives of Koreans participating in, yet often marginalized within, the Japanese-led development of Manchukuo, highlighting both opportunity and precariousness under the controlled economy and colonial expansion. Historians might find the detailed description of Korean economic activities in Mudanjiang, the perspective on White Russians in Harbin, and the implicit commentary on Manchukuo's development policies particularly interesting.

**Named Entities**

松花江	송화강	Songhua River
변한다는 것은 슬픈 일이면서도 아름답기도 한 것이다. 큰 기쁨의 뒤에 뜨거운 눈물이 고이고 큰 환락의 뒤에 커다란 비애가 있다. 허허바다와 같은 광막한 南滿의 평야에서 깊이 沈淪된 변화없는 무한감과 단조로운 寥寂感에 비하여 산 있고 江河있는 東滿과 北滿의 이 부근은 滿洲國의 큰 매력이라고 아니할 수 없다. 더욱이 강물없는 國都 新京의  鐵과 力의 경질성 도회문화에 비하여 松花江의 팽배한 흐름이 있고 色 달고 말 다른 인종과 여러 민족을 포섭하여 뒤떠러진 감이 있으나 일종의 다원적인 문화와 생활전통이 있는 이 도회는 뜸뜸이 이 곧을 찾는 나에게 적지 않는 유연한 친밀감을 주는 것이다. 인구 약 50幾萬이라는 奉天에 다음가는 全滿 제2의 인구 밀집도시인 이 도회의 성격은 약 3만여명의 白露에 미그란트의 존재로 다분히 감상적이다. 자본의 힘과 상업의 譎計에 쟤빠른 유태인 등 기타 外商의 大買占행위가 我滿洲國의 특산물통제운영에 적지 않은 癌이 되고 있다는 이곧에 있어서도 사람 좋고 속없는 白系 露人의 대부분은 謀利界에서 超然하여 적은 월급에 만족하여 勤勤孜孜 救貧院에 신세지는 사람의 수도 점차 줄어가면서 있다. 점심때나 저녁때가 되면 『기따이스까야』로 日課와 같이 彼氏와 彼女 산보를 하여 울적한 心懷를 풀고 일요일이면 사원에서 옛신앙이며 또한 현재의 신앙인 希臘敎의 십자가의 권위에 귀의하여 옛조국의 광영을 추억하는 이들의 생활은 본능적인 듯 하면서도 경건한 점이 있다. 이들의 일부 분자들의 밤거리의 旅人들의 보케트만을 노려다 보는 듯한 저층생활의 일면은 白系 露人생활의 枝葉末節이다. 아무리 零落한 白系 露人이라도 그 거처하는 곧에는 일폭의 『예수그리스도』의 또는 『마리아데레사』의 또는 『한네레의 昇天』의 聖畵가 있고 그들의 불행한 최후의 로마노프家의 王者였든 니콜라이황제의<113> 사진이 고히 벽에 걸려 있는 것을 발견하리라. 십자가를 목에 걸고 옛 荒鷲의 왕관의 권위를 추모하는 이들의 생활에 동정과 이해를 주는 滿洲國은 白系露人의 세계에 在한 유일한 『카난福地』일 것이다. 따라서 세계에서 가장 白系 露人이 한곳에 많이 밀집되여 있는 哈爾濱은 전세계 白系 露人의 정신적 首府이기도 하다. 松花江畔에 서서 유유한 물 우에서 뛰고 노는 河童들의 悅樂을 쳐다보다가 對岸의 太陽島의 푸른 포프라, 白樺의 향기로운 나무 무성한 속에서 들려오는 『바라라라이까』의 오열하는 가-는 소리를 뒤로 하고 훌훌히 길을 거러 『기따이스까야』의 雜踏속으로 들어가다 이곧의 鮮系 약 8천의 주민을 위하여 희생 봉사하고 있는 黃義明
卓春峯氏를 찾어 경의를 표하고 哈爾濱 몃시간의 滯在를 마저 牡丹江으로 향하였다.

濱綏線 車中에서

블라듸보스톡(海蔘威)이란 지명은 露語로 東方을 지배한다는 의미, 하르빌(哈爾濱)이란 大墳墓라는 의미로써 보드레도 帝政 露西亞가 往時 極東에 집요하게 그 기반을 확립하려든 침략의 야망이 얼마나 컷든가는 족히 예감할 수가 있었다. 滿洲里로부터 哈爾濱을 거쳐 海蔘威에 달하는 歐亞連絡大幹線의 일부였든 현재의 國鐵濱綏에 처음으로 몸을 실음에 여러가지 감회가 적지 않다. 타고 있는 車體 그것의 北鐵에서 양도받은 것임을 볼 때 새삼스러히 昭和 10년말엔가 北鐵접수교섭 성립까지의 약 1년반 一進一退하여 不讓하던 日蘇교섭의 支離滅裂한 報鐵를 京城의 C報上에 연재하던 편집자로써의 나의 생활이 생각나서 感慨無量한 바 적지 않었다. 나는 그때 北鐵讓渡協定에 최후 조인하고 귀국하는 蘇聯外交人民委員會 極東部長 『가즈롭스키』일행이 京城을 통과할 때 기자단의 一人으로 車中회견을 할 때 『가즈롭스키』가 너머 헐값으로 양도하라니까 적당한 값으로 팔려고 延引된데 불과하다. 나는 덕분에 1년 이상 日本에 체재하여 日本語를 유연히 배울 기회를 얻었섰노라고 하던 슬라브人의 집요외교에 모다 혀를 내두르는 생각이 난다. 야간승차가 되야 沿線의 수려한 풍치로 이름높은 綏濱線의 풍경을 못본 것은 유감이였으나 牡丹江市가 가까움에 따러 早朝의 차창에서 내다보이는 東滿의 山河는 문자그대로 수려하였다. 一望無際 紺碧의 바다와 같은 푸른 雜草原이 풍경에 주린 나의 시야를 淸新하게 하여주는 사이에 이름 모를 꽃들이 핀 구비구비의 언덕진 구릉지대가 나오고 맑은 시냇물이 흐르는 골에 다다르고 무성한 穀野가 나오고 迂回曲折하여 변화 많은 沿線의 풍경은 三千里 화려한 강산이라고 朝鮮안만 동경하는 사람들에게 보혀주고 싶었다. 橫道河子를 지나 海林에 니르는 사이 곳곳의 沿線에 鮮系동포들이 경작하는<114> 水田에서 일하고 있는 朝鮮옷 입은 농부들의 하얀 옷이 紺碧一色의 靑野에 일층 또렷이 들어난다. 곳곳의 水田논두랑으로 바구니를 들고 동이같은 것을 머리에 이고 맨발로 힘없이 거러 가는 부인들의 초췌한 자태를 보매 눈가이 뜨거움을 금치 못하였다. 그래도 이곧에도 그들의 생활과 살려는 노력이 있는 듯하다. 색동저고리를 입은 朝鮮어린애들이 멀리서 다러나는 차를 손가락질하면서 무엇이라고 말하고 있다. 이러는 사이에 牡丹江驛에 다다렀다.

牡丹江 景氣

牡丹江市가 3만여의 鮮系국민을 흡수하고 총계 12만의 인구를 포옹하여 일약 好氣도시의 대명사와 같이 된 원인은 경제개발으로서 圖佳線에 개통되여 日本海湖水化의 大吸盤인 淸津 羅津 雄基에 직접 접속케 된 것과 작년 5월부터 개시된 예산총액 10억원으로 개시된 北邊진흥계획의 중점이 對蘇 제일선기지로써 牡丹江省을 중심으로 놓여진 것을 들 수 있다. 주지하는 바와 같이 東滿일대는 地味肥沃한 흑색지대와 千古斧鉞을 가하지 않는 大밀림지대를 배후로 하고 있으면서도 치안관계와 교통불편으로 무진장의 寶庫가 그대로 방임되다싶이 되었든 것인데 日滿군경에 의한 존귀한 肅正工作으로 치안이 완전히 확보되고 康德 元年度부터 착공한 圖佳線의 布設공사에 伴하여 寶庫東滿은 교통중심지인 牡丹江을 중심으로 하여 我滿洲國의 一大산업권으로써 등장케 된 것이다. 즉 濱綏線을 유일한 교통수단으로 할 때는 牡丹江市는 哈爾濱의 1위성도시에 불과하던 것인데 圖佳線개통으로 佳木斯-牡丹江-北鮮2港 루트의 중심이 되고 濱綏線의 一大교차점으로써 哈爾濱의 배후지였든 東北滿일대 배후지의 독점적 집산지가 된 것이다.

산업의 분야로 보면 배후지의 大밀림을 배경으로 하여 牡丹江木材工業株式會社 외 8개소의 大제재공장과 滿洲펄프工業株式會社 등 목재관계 등의 왕국을 이루었으며 一方 배후지일대로부터 산출되는 특산물의 牡丹江집중주의는 遂年 증대되여 東滿일대의 中心 取引시장을 이루고 있으며 그 가공공업으로서는 康德製粉工場을 위시하여 油房 釀造業 등 상당한 실적을 나타내고 있는데 금후 배후지일대의 개발에 일층 殷盛해질 추세에 있다. 그러나 이러한 生産部面보담도 牡丹江 경기의 추진력이 되고 있는 것은 東滿심장부로서의 牡丹江市 및 배후지일대의 도시계획개발 및 국경건설에 따른 토목건축 등의 超스피트적인 발전이다. 이 일련의 大건설사업에 따러서 투하된 방대한 자금이 자연 大消費經過를 형성하여 交互的으로 거품경기를 니르킨 것이다. 또한 牡丹江市는 배후지일대의 內地개척민의 大量入植에 伴한 각종 물자<115> 즉 농경기구, 의료기구, 衣料品 등의 배급시장이 되고 있는 관계상 경공업도 점차 발전될 조건하에 있다고 볼 수 있다.

牧市 朝鮮人의 職業上의 分布

그러면 이러한 건설경기의 물결에 타서 상당한 생활기초를 세우고 있는 이곧의 鮮系주민들은 어떠한 방면에 많이 주력하고 있는가. 기자의 전격적 조사에 의하면 牡丹江 경기의 주류를 이룬 土建業이나 材木業 등에 있어서는 鮮系는 자본과 관리의 기술의 부족이라고 할가. 이렇다고 제법 손을 내민 사람이 殆無한 듯하다. 물론 일반 商工방면에 있어 滿洲國 내의 어떠한 他處보담도 鮮系로서 상당한 활동을 하고 있는 것을 인정할 수는 있다. 토건업으로도 朝鮮建築社가 있고 荒山鐵工所가 있고 三和, 德陽, 松山, 合信, 信成, 天一 등의 정미소가 있고 인쇄소로 藝文堂이 있고 大五百貨店, 明東商店 등의 大商店이 있고 무역운수상사관계로 東興號, 東滿農事, 荷主運輸, 東亞殖産, 信成醬油, 東滿倉庫, 興亞商事 등이 있어 모다 5만원 내지 10만원을 자금을 운영하고 있다. 힘에 자라는 정도內에서 최대한의 노력을 하고 있는 것이다. 본격적 건설경기의 큰상 待接은 못받들아도 메인테-불에서 떠러지는 殘飯이나마 배곱흐지않게 잘 얻을 수가 있다면 이 또한 행운이라고 할가? 市조사에 나타난 바에 의하면 牡丹江市에 거주하는 鮮系 약4,500戶의 직업별은 大小상업자가 약 5할, 俵給생활자(官公吏 社會員 及 店員 職工 등)가 2할, 日傭人夫 약 2할, 無職 及 未詳 약 1할이라고 되어 있는데 실제상으로 보아 상공업과 봉급생활자를 일관하여 第一數에 있어서 많은 직업은 운수관계자이라고 한다. 즉 건설경기의 전령노릇을 하는 物荷자동차를 몃 臺式 놓고 장사하는 사람들은 대개 운전수로부터 점차 머리를 들고 나온 사람이 대부분이며 봉급생활자로써의 운전수가 新京이 例과 같이 鮮系 직업선상의 중요부분을 점유하고 있다.
東興號 기타 鮮系의 雜貨 綿布 등의 도매상 10여 분은 상당한 업적을 나타내고 있었는데 생활필수품회사가 도매를 一手로 하게 됨에 따러서 곤란한 처지에 있는 듯 하였다. 生必회사에서는 기존업자를 어느 시기까지 보호하기 위하여 卸賣업자가 많은 南蠻에서는 卸賣聯盟을 조직시켜 어느 시기까지 그 업무일부를 대행시킴으로써 現業을 확보시키고 卸賣업자가 적은 東北에 있어는 과도적 辨法으로 기존 卸賣商을 生必회사의 지정대리점으로 한다는 방침이라고 仄聞되므로 어느 시기까지는 그 업무는 유지이겠지마는 통제경제가 일층 강화될 狀勢下에 있는 현재 鮮系중 小商工業者는 세심 주의 견실한 새 方略을 구하여야 할 것이다. 6, 7개소의 鮮系정미소의 糧穀회사의 관계도 동일한 것이다.
(下略)<116>
<112-116>
