Magazine Title: 삼천리 제12권 제9호
Publication Date: 1940년 10월 01일
Article Title: 古典名作鑑賞, 女流의 殉情詩抄, 歷代 朝鮮 女流詩歌를 보며 (Appreciating Classical Masterpieces, A Selection of Poems of Devotion by Women, Looking at Historical Korean Women's Poetry)
Author: 毛允淑
Article Type: 문예평론 (Literary Criticism)

Appreciating Classical Masterpieces, A Selection of Poems of Devotion by Women, Looking at Historical Korean Women's Poetry
						By Mo Yunsuk

Harboring the lonely nostalgia of modern times, longing for the quiet voices of our mothers of old is also one of the 'homesick' phenomena among women nowadays who are treading through a transitional period. The heart-wrenching loneliness hidden within the *hoejang jeogori*<196> (traditional jacket with decorative bands), the sound of the *tanghye* shoes softly disappearing into the shade of the paulownia tree, the world of our elder sisters of the past, full of deep feelings and many sorrows, who, dragging the ends of their long, worn skirts, accompanied by a *sapsari* dog, poured out all their tear-soaked complaints unknown to heaven or earth—in that world, the youth of the women of old Chosŏn beautifully resided, weaving a symphony of joy and sorrow, finely patterned vertically and horizontally. For modern women who have lost the ornamental hairpin (*pongch'ae pinyŏ*), the silk gauze skirt (*rasam*), and the inner trousers (*tansokkot*), the secret customs for beautifully digesting misfortune have become scarce. A desolate liberation has arrived without any order or teaching, encountering an era where neither youth nor the virtues of life have a place to dwell. Modern women are gypsies. No one yet knows how to interpret the incomprehensible melody of these gypsies. Suddenly, one piece of delightful news—

The historic flower patterns of women's art! A poetry collection containing the brilliant sentiments of old has greeted us. As it is the murmuring of Chosŏn women returned from the same blood, the same spirit, how could we not be overjoyed? I was surprised to see this book, enough to say that the claim that Chosŏn had no women poets was false. Although the life of Chosŏn women was one lived treading a thorny path of innumerable contradictions and dissolute morals, the so-called path of dual subservience (二從之道), how could such beautiful emotions alone have been brought to life through rhetoric, overflowing so calmly, brilliantly, and abundantly? I cannot help but admire the world of their refinement all the more. Even amidst the whip of oppression and the fate of an inseparable system, their clear and pure emotions, like a bird's egg, proclaim the symbol of immortality, life itself. While we already know figures like Hwang Chini (黃眞伊) or Hŏ Nansŏrhŏn (許蘭雪軒) through their songs or *sijo*, we can see that besides them, over 58 women poets were hidden throughout the Yi Dynasty (李朝). It is believed that if these women, possessing such passion and soul, had received more liberal human treatment, both domestically and socially, they would have created even more brilliant and wide-ranging human poetry.

Rather, I think beautiful lyric poetry might have been buried within the art of women poets. In the poetry of Kyewŏl, who captivated the era of King Yŏngjong (英宗, 1725-1777):
『Setting a boat afloat on the Taedong River (大同江) to send off my beloved,
The thousand strands of the weeping willow cannot bind my departing love.
Gazing with tears, those eyes are also tears;
Looking on with a burning heart, that too seems heart-burning.』
The beauty that symbolized her sorrow through a rich and leisurely depiction of emotion arguably surpasses modern poetry. Again, the poem by Lady Paekhwadang.

Spring Complaint (春怨)
『Which of the Three Obediences (三從) could make my body comfortable?
I resent the Blue Heaven (蒼天), I do not resent him who died.
Unable to overcome sorrow, I stand at Paekhwa Pavilion (百花亭),
Orioles sing, willows are green, yet spring too is ending.』
This is a verse murmured while serving her husband,<197> losing her husband, living as a widow, and fated to serve her parents-in-law for life. Reading this poem, I thought, the old ways are good. The old ways are beautiful.

績一代詩集 (Anthology of a Generation's Poems)

Besides these, there was a *kisaeng* from Changsŏng (長城) (Ŭiju; 義州) named Ch'wiryon (翠蓮). Her courtesy name was Iltahong (一朶紅). This poet was highly skilled not only in poetry but also in song and dance. When Sŏ Myŏngbin (徐命彬) was appointed as Pukp'yŏngsa (Northern Border Defense Inspector) and arrived in Changsŏng, he first recognized her poetic talent and cherished it greatly.
Even with just the quatrain like the *Kyŏngjŏngsi* (Poem of Respectful Presentation), written after parting with Sŏ Myŏngbin, one can tell how skilled she was in poetry.

Respectful Presentation (敬呈)
Here and there before the window,
*Kŭmsa* bamboo and *ogyŏng* plum trees are planted.
When you are surely drunk with wine,
Please come on horseback, come in the depth of night.

Lastly, Yŏngsuhap Sŏ-ssi (令壽閤徐氏) cannot be forgotten. Yŏngsuhap (分壽閤 - *note: text has 令壽閤 and 分壽閤, likely referring to the same person/title*) was the daughter of Inspector Sŏ Hyŏngsu (徐逈修) and the wife of Royal Secretary Hong Inmo (洪仁謀), a figure who practically dominated the literary stage (燭舞臺 - *likely metaphorical*) of her time with her writing. This person produced a total of 36 major works, and it seems it would not be meaningless for modern poets to thoroughly study her poems.

Responding to Tu Fu's "Early Moon" (和杜初月)
The western* crow (*note: 西*烏 likely 西臺烏 or similar, referring to crows/officials*) cannot settle on a perch,
Cannot rest on a single tree branch.
The newly risen moon between the woods first shines,
Thinly hanging aslant at the cloud's edge.
As the flowing moonlight creeps into my sleeve,
The time is midnight, incomparably chilly.
The traveler's sorrow deepens with the night;
Sitting and gazing, the pine shadow is round.

Expressing Feelings, Following the Rhyme of Vice-Minister Yu (遣懷次右承一韻 - *likely 右丞相 Yu*)
Gazing at the autumn sky, it is boundlessly vast and wide,
Waiting for the moon to rise, I sit until deep night.
The feeling of sending off the Little Orphan (小孤 - *likely refers to Xiaogushan island in the Yangtze, a poetic trope for loneliness*) with unspoken emotion,
The heart yearning endlessly as I look up.
The cold frost makes all the vines wither starkly,
The cool autumn wind (凉飇) flutters through the sparse forest (疎林) rustlingly.
Looking out, wild geese slant across the cold region (寒方),
Stopping my words, I gaze at the Cloud-Top Peak (雲上岑).
The old crane (老鶴), about to sleep, is quiet for the first time,
The dusk crow (昏鴉) finds its old home and returns.
At the end of ten thousand sorrows, many new poems arise,
The clear song harmonizes with the *kŏmun'go*.

Following Li Po (次李白)
The scattered sound of coldness comes from among the trees,
The birds crying in the windy forest return at sunset.
Standing alone in the clear night sky, looking up,
The empty courtyard is chillingly cold, moonlight fills the mountains.

Besides these, there are many poets with powerful rhythms, but due to space limitations, I will conclude with these few this time. In any case,<198> while Yesa (藝社 - Art Publishing Company) has published many volumes in the Chosŏn Mun'go (朝鮮文庫 - Chosŏn Library) series, it is truly a thankful thing that they have paid attention to this one book and published it this autumn. This book shows the sorrowful life and quiet reality of traditional Chosŏn women. It gives a sense of intimacy, as if listening to our own murmurs. The more I read their poems, the more I see the tear-stained faces (얼골) of mothers and hear the stories of the harsh lives of my beautifully formed elder sisters (兄들 - *used metaphorically for female predecessors*) under their in-laws. The single-minded devotion (一片丹心), the sublime view of chastity with high integrity, and the purity of conscience, unwavering in loyalty and morality, also pierce our hearts. Just show them righteous loyalty and righteous morality, and that is enough.<199>

**Summary**

Mo Yunsuk reviews a newly published anthology of historical Korean women's poetry, expressing admiration for their artistry and emotional depth despite societal constraints like the "dual subservience." She contrasts their "calmly, brilliantly overflowing" emotions and refinement with the perceived rootlessness and lack of "secret customs for beautifully digesting misfortune" among modern women, whom she calls "gypsies." Mo highlights several poets like Kyewŏl, Lady Paekhwadang, Ch'wiryon, and Yŏngsuhap Sŏ-ssi, quoting their works as examples of profound lyricism surpassing even modern poetry. She frames the anthology's publication as a welcome event, offering modern women a connection to their past and the "tear-stained faces" and harsh experiences of their female ancestors.

From a historical perspective, the article is interesting for its articulation of Korean cultural identity and pride through the lens of female literary achievement during the late Japanese colonial period. Mo's lament for the perceived loss of traditional virtues and emotional depth in modern women, juxtaposed with her praise for the "sublime view of chastity" and "unwavering loyalty" of past women, reflects contemporary anxieties about modernization, changing gender roles, and cultural continuity under colonial rule. Her somewhat essentialist view of traditional female virtue ("Just show them righteous loyalty and righteous morality, and that is enough") is also revealing of the period's discourse.

**Named Entities**

毛允淑	모윤숙	Mo Yunsuk
여성예술의 역대 꽃문의들! 찬란한 옛 정서를 담은 시집 한권이 우리를 맞이해 주었다. 같은 피, 같은 넉세서 돌아온 조선여성의 읍조림이니 더욱 아니 반가울 수 없다. 조선에 女시인이 없었단 말이 거짓말이라할만치 나는 이 책을 보고 놀랐다. 무수한 모순과 방탕한 도덕 소위 二從之道의 가시길을 밟으며 살어온 것이 조선여성의 生이였건만 어찌 이처럼 아름다운 情만은 수사로 살리여 고요하고 빛나게 찰찰 넘첬든가 싶어 그 교양의 세계를 한층 崇仰하지 않을 수 없었다. 억앞의 채찍과 분리 못할 제도의 운명 속으로도 그들의 새알같이 차고 맑은 정서는 생명 그대로 不死의 상징을 告하고 있다. 黃眞伊나 許蘭雪軒같으신 이는 이미 노래나 시조로 우리가 알고 있거니와 실로 이 외에도 李朝를 通하여 58餘人의 女시인이 숨어있는 것을 알 수가 있다. 이런
정열과 혼을 가진 여성들게 좀더 가정적으로나 사회적으로나 자유로운 인간적 대우가 있었다면 이들은 한층 더 빛나는 광범위의 人間詩를 창조했으리라 믿어진다.
오히려 아름다운 서정시는 된거 女시인의 예술 속에 파무처었지 않은가 생각한다. 英宗(1725-1777) 一代를 風靡한 桂月의 詩에
『大同江上 배를띄여 정든님 보내는데
천갈내 능수버들 가시는님 매지안네
눈물지며 바라보니 그눈 역눈문이오
애태우며 대해보니 그역 애태는 듯』
풍부하고 여유 있는 감정의 묘사로 그 비애를 상징한 아름다움은 오히려 현대시를 누르는 데가 있다. 다시 百花堂부인의 詩.
春怨에
『三從 그어느것 몸을 편케하랴
蒼天을 恨하나니 죽은 그를 怨望하지
슬퍼 마지 못해 百花亭에 섰노라니
鶯啼柳綠인데 봄도 다하랴네.』
이런 詩가 있다. 이는 남편을 섬기다<197> 남편을 잃고 미망인으로 있오며 평생 시부모로 섬겨야할 운명에서 읍조린 글이다. 나는 이 시를 읽으며 로예는 善하다. 로예는 아름답다. 라고 생각하였다.
績一代詩集
그 외에도 翠蓮이라는 長城(義州)기생이 있다. 字는 一朶紅이라 한다. 이 시인은 詩뿐 아니라 노래와 춤에도 대단히 능하여 徐命彬이 北評事들 하여 가지고 長城에 부임했을 때 처음으로 그의 詩材가 出象함을 알고 사랑하여 마지않었다.
徐明彬과 이별한 후에 敬呈詩와 같은 絶句만을 가지고도 그가 詩에 얼마나 能한 갓을 알 수 있다.
敬呈
金絲烏竹 玉英梅를
窓앞에 군데군데 심어놓았나니
그대 반드시 술을 취했질댄
말타고 오실 때 밤드러 오시기를

마즈막으로 令壽閤徐氏를 잊을 수 없다. 分壽閤은 監司 徐逈修이 딸이요 承旨 洪仁謀의 부인으로 문장으로 한때 燭舞臺을 차지하다싶이한 분이다. 이 분은 모도 36편의 巨作을 내여 놓았는데 현대시인으로서는 이분의 시를 톡톡히 연구해 봄도 무의미한 일은 아닐듯하다.
和杜初月
西*烏는 보금자릴 정하지못해
나무가지 한가지 쉬지를 못하네
숲사히 初生달 첨으로 빛이여네
가느다케 구름끝에 비끼여 걸니였네,
흐르는달빛이 소매속에 기여들제
때는 밤중이라 쌀쌀하기 짝이없네
遠客의 시름은 밤으로 더짙어시
앉어서 눈줘보니 솔그림자 둥글고나,
遣懷次右承一韻
秋天을 바라보니 한없이 넓이넓고
달뜨길기다려 밤들도록 앉었노라
脉脉히 小孤를 보내는 심정이여
悠悠히 우러러 그리는 마음이여
찬서리는 가진너출 빼빼시들니고
凉飇는疎林을 속속듸리 나부낀다
바라보니 기러기 寒方에 비끼였고
말을 것어치고 雲上岑을바라보다
老鶴은 잠드려시 첨으로 조용하고
昏鴉는 그옛집을 찾어도라가다
일만가지 시름끝에 새로운 詩많었고
맑은노래는 거문고와 화답하네
次李白
散亂한 찬소리는 樹間에서나는데
風林에서 우든새들 夕陽에 도라오네
淸霄에 홀노서서 우러러보는곳
빈뜰에시리차고 달빛은 山에가득
이외에도 리듬이 우렁찬 시인이 많으나 지면관게로 이번엔 이 몇분으로 끗을 맺으려 하거니와 어째든<198> 藝社에서 朝鮮文庫版을 만히 내여주었으나 그 중에서도 이 책 하나를 관심하여 이 가을에 내여주엇다는 것은 진실로 감사한 일이다. 재래 朝鮮여성의 悲衰로운 생애 안윽한 현실을 보여주는 것이 이 책이다. 우리 자신의 읍조림을 듯는 듯한 친밀감을 준다. 그들의 시를 읽으면 읽을사록 어머니의 눈물진 얼골이 보고 어엿비 생긴 兄들의 가혹한 시집사리 사정을 듯는 듯하다. 一片丹心, 절개 높은 숭고한 정조관과 의리와 도덕엔 반역없는 양심의 순수함이 또한 우리의 가슴學찌른다. 그들에게 선한 의리와 선한 도덕만 보여주면 그만이다.<199>
<196-199>
