Magazine Title: 삼천리 제12권 제9호
Publication Date: 1940년 10월 01일
Article Title: 半島經濟에서 占하는 朝鮮人 企業의 現勢 (The Current Status of Korean Enterprises within the Peninsular Economy)
Author: 印貞植
Article Type: 논설 (Editorial/Discourse)

The Dual Character of the Korean Economy

It has already been over 30 years since capitalism entered Korea (朝鮮). Of course, the phrase "introduction of capitalism" implies various limitations and characteristics in a society like Korea's. However, it is undoubtedly true that the medieval Korean society, with its traditional Asiatic structure, began to break down under the external influence of capitalism just over 30 years ago.

The sturdy ramparts of Asiatic society began to crumble. Consequently, social relations underwent rapid fluctuations and transformations, and Korean industry inevitably shifted from a single, agriculture-centered industry towards modern industrialization.

Such transformations in industrial structure are quite natural when a backward agricultural society comes under the external influence of capitalism. However, in Korean society, this transformation process did not proceed linearly but has reached the present day drawing several distinct curves.

Thirty years ago, we marveled at the "large-scale"(?) manufacturing in places like the traditional paper handicraft industry in Chŏnju (全州). But 30 years later, we see the chemical factories of Hŭngnam (興南) and the Sup'ung (水豊) Dam on the Amnok River (鴨綠江).

The journey from Chŏnju's paper handicraft workshops to modern chemical factories took, in this case, 30 years. If so, wouldn't it be correct to use adjectives like "great leap" or "quantum jump"? Compared to the decadence of Old Korea, what <70> could possibly be wrong with praising the modern grandeur of New Korea? We have become all too familiar with hearing various magnificent praises and rhetoric about the advancing state of modern Korea.

However, looking more fundamentally, what has truly changed in Korea? Can Korean society genuinely be said to have transformed into a modern society?

Firstly, it is clear that Korean society still highly retains the characteristics of an agricultural society. Even looking at recent figures, agricultural production accounts for over 70% of the total production value, and the agricultural population makes up 78% of Korea's total population. Of course, the fact that agriculture is the primary industry does not necessarily mean it isn't a modern society. The problem lies in the fact that this agriculture still strongly bears semi-feudal characteristics in its mode of production and production relations. In other words, the essence of the problem lies not in numbers and quantity, but in quality and form. The *homi* (호미, hand plow), which Korean farmers still use as a primary farming tool, is virtually indistinguishable from the Silla-era *homi* we can see in the Kyŏngju (慶州) museum. This is how long Korea's "Asiatic" society has stagnated. Has this stagnation been resolved or overcome in this era of "Advancing Korea"? No. As far as agriculture is concerned, stagnation persists steadfastly. The opportunity for overcoming stagnation naturally lies in the mechanization of agriculture, but this opportunity for mechanization is entirely unseen.

If agriculture is like this, then what has fundamentally changed in 30 years? Has industry changed? In other words, has industry transformed from the old household handicraft industry to modern large-scale industry?

Looking at current industrial statistics, the production value of household industry accounts for over 30% of the total industrial production value. The fact that household industry participates in the overall structure of industry with such a high proportion is certainly an important characteristic of Korea's industrial structure. What does this important characteristic signify?

Firstly, it means that while the old household handicraft industry has been preserved as it was, modern large-scale industry has been transplanted onto it. In other words, it wasn't that the old handicraft industry was superseded and new modern industry developed, but rather that modern large-scale industry was transplanted onto the broad base of the old handicraft industry. Furthermore, the Korean labor force and its low wages merely extend the old handicraft labor conditions, and herein lies the special advantageous condition for the management of Korea's large-scale industry.

The primary reason why household handicraft industry is preserved so broadly lies, above all, in the fact that labor conditions remain unchanged from the old ways. However, this cause, in turn, stems from the fact that agriculture has not yet completely脱離 (escaped) the semi-feudal stage.<71>

In short, what has changed in Industrial Korea compared to 30 years ago, both in agriculture and industry, is not that the old was superseded while the new was generated and developed, but merely signifies that the new was transplanted and added onto the foundation of the old. Isn't the combination or parallel existence of the new and old forms ultimately the footprint of Korea's path over the past 30 years? Therefore, wherever we go in Korea, we see the old lurking behind the new, and if we peel back one layer of the modern, the old is exposed (曝露). Ultimately, Korea possesses a dual character. Life did not emerge from death; rather, the dead and the living coexist simultaneously—this is the character of Korean society today.

Character and Current Status of Peninsular People's Enterprises

Thus, a primary characteristic of Korea's modern industrial structure is that while emerging industries were transplanted at a rapid tempo (템포), the old-style household handicraft industry has formed and been preserved as a broad foundation. Therefore, modern Korean industry possesses two aspects: transplantation and preservation, that is, the old and new forms.

First, let's examine the full picture of the transplanted industry, in other words, the emerging industry.

The Korean Company Ordinance (朝鮮會社令) was abolished in Taishō 9 (1920). From this time, establishing companies within Korea became possible through free incorporation, excluding special companies like exchanges (取引所). However, realistically, a stage in the advancement process occurred after the Manchurian Incident (滿洲事變). According to statistics, as of the end of Shōwa 13 (1938), the number of companies headquartered in Korea was 5,414, with a paid-in capital (拂辻資本金) of 1,081 million yen. Comparing this to the situation at the end of Meiji 44 (1911)—152 companies with 15.9 million yen in paid-in capital (拂込濟資本金)—this represents a 33-fold increase in the number of companies and a 68-fold increase in paid-in capital. Looking at the last three years, the average annual growth rate has shown a prosperous state, with 271 companies and 184.74 million yen in paid-in capital.

However, it must not be forgotten that the total number of 5,414 head-office companies as of the end of Shōwa 13 includes both the transplanted large-scale industrial, fishery, mining, etc., companies mentioned above, and companies that corporatized the traditional household handicraft industry. In other words, this total number includes not only emerging industrial companies but also traditional small-scale household industries.

Now, among this total number of head-office companies, how many are under Peninsular people's control, meaning managed by Peninsular people? According to the "Directory of Companies in Korea" compiled by the Keijō Chamber of Commerce and Industry (京城商工會議所), as of the end of Shōwa 13, those managed by Peninsular people numbered 2,278 companies, with a nominal capital <72> of 213.82 million yen and paid-in capital of 22.66 million yen. Calculating this as a ratio of the total head-office companies in Korea, we find it corresponds to 42.1% of the number of companies, 12.5% of the nominal capital, and 11.3% of the paid-in capital.

Thus, while the ratio of the number of companies exceeds 40% of the total, the proportion of capital barely exceeds 10% of the total capital. What does this mean? Firstly, it is clear that enterprises managed by Peninsular people are generally small in scale. Small enterprises with capital of 1,000-2,000 yen form the majority, and those with around 1 to 3-4 million yen are the largest, but their number is extremely small.

Secondly, it is an undeniable fact that enterprises managed by Peninsular people have also increased rapidly in recent years. From the end of June, Taishō 12 (1923) to the end of Shōwa 13 (1938), the number of companies increased 10.28 times, nominal capital 1.74 times, and paid-in capital 2.6 times.

However, since most are small-scale corporate enterprises, the majority represent the preservation and reappearance of traditional household industry in the form of extension or corporatization.

Furthermore, in the sectors of modern industry that inherently presuppose large-scale management forms, especially heavy and chemical industries, companies managed by so-called Peninsular people are almost non-existent (殆無).

If we close-up on the proportion of Peninsular-managed companies among the total number of head-office companies within Korea, it is as shown in the following table. [Translator's Note: The table mentioned is not provided in the text excerpt.]

That is, in all industries, the amount of capital relative to the number of companies is generally excessively small; in other words, the average management scale per company is extremely petty, which can be seen as an important characteristic. This ultimately reflects the fact that the majority of enterprises managed by Peninsular people are not transplanted modern large enterprises but exist in the form of the continuation and reappearance of household industry.

Next, if we classify factories managed by mainlanders (Japanese) and Koreans according to each industrial category, it is as follows. [Translator's Note: The table mentioned is not provided in the text excerpt.]

This table was compiled and created by the author based on the "Directory of Korean Factories" (朝鮮工場名簿). Factory A represents small management using 5 to 50 workers (職工), B uses 50 to 100 workers, C uses 100 to 200 workers, and D uses 200 or more workers.<74>

Firstly, across the sectors of textile industry, metal industry, ceramics industry, chemical industry, and food processing industry, the number of factories managed by Peninsular people is certainly large. However, for C factories using over 100 workers or D factories using over 200 workers, it can be seen that the number managed by Peninsular people is extremely scarce.

Secondly, in the electric power industry—which is the source industry (母源事業) supplying power to modern industry—not a single factory managed by Peninsular people can be found.

Conclusion

Thus, although the overall situation of Peninsular enterprises is pre-modern (前代的) and centered on household industry, if we single out the relatively large-scale ones that have adopted modern forms modeled after transplanted capital, the following few companies are noteworthy (括目).

Among banks, there are Tongil Bank (東一銀行), Kyŏngsang Hapdong Bank (慶尙合同銀行), Honam Bank (湖南銀行), etc. Among *mujin* companies (mutual financing associations), there is Kyŏngbuk Mujin Company (慶北無盡會社). Among insurance businesses, Chosŏn Life Insurance Company (朝鮮生命保險會社). Among commerce, Hwasin Department Store (株式會社和信), Hwasin Chain Stores (和信連鎖店), Taech'ang Trading Company (大昌貿易會社), Usong Farm Corporation (株式會社又松農場), Yŏnghwa Development Company (永和興業會社), etc. Among industrial companies, Chosŏn Silk Reeling Company (朝鮮製絲會社), T'aech'ang Textile Company (泰昌織物會社), Kyŏngsŏng Spinning Company (京城紡織會社), Chosŏn Koji Company (朝鮮麯子會社, *koji* starter culture), Ch'ilsŏng Brewery (七星釀造會社), Kaesŏng Ginseng Company (開城蔘業會社), Tonghae Marine Products Industry Company (東海漁業工業會社), etc. Among agriculture, Chejudo Development Company (濟州島興業會社), Sŏnil T'aksan Company (鮮一拓産會社), Tongŭn Farm (東隱農場), Hwasŏngsa (華星社), Hakp'a Farm (鶴坡農場), Hongch'on Partnership (洪村合名會社), Samyangsa (三養社), etc. Among mining companies, Ilsŏn Gold Production Company (日鮮産金會社), Ilsŏn Mining Company (日鮮鑛業會社), Pong Mining Company (鳳鑛業會社), Poin Mining Company (輔仁鑛業會社), Taech'ang Industrial Company (大昌産業會社), Taedong Mining Company (大同鑛業社), Hapsŏng Mining Company (合成鑛業會社), Sŏkp'ung Mining Company (石豊鑛山會社), Sŏnman Mining Company (鮮滿鑛業會社), etc. Among transport and warehousing, Hamhŭng Taxi Company (咸興택시會社), Konghŭng Corporation (共興株式會社), etc. Among other miscellaneous businesses, Maeil Sinbo Newspaper (每日新報社), Chosŏn Land Company (朝鮮土地會社), Taedong Development Company (大同興業會社), Kyesŏng Corporation (桂成株式會社), Ch'ŏndŏk Development Company (天德興業會社), Mokp'o Land Company (木浦土地會社), Yŏngbo Partnership (永保合名會社), Ch'ŏnhyanggak (天香閣), etc.<75>

**Summary**

The article argues that the Korean economy under Japanese rule exhibits a "dual character." While modern industries (factories, infrastructure) have been rapidly "transplanted" from Japan over 30 years, traditional structures, particularly semi-feudal agriculture and household handicraft industries, persist largely unchanged and form the broad base upon which modern industry sits. Korean-managed enterprises, though increasing in number, remain overwhelmingly small-scale (mostly extensions of handicraft) and hold only a minor share (around 11%) of total paid-in capital compared to Japanese firms, especially lacking presence in large-scale heavy/chemical industries and essential sectors like electricity. The author lists notable larger Korean companies but emphasizes their rarity against the backdrop of overall economic marginalization.

From a historical perspective, this article offers valuable insights into the colonial economic structure, quantitatively illustrating the dominance of Japanese capital and the limited scope for indigenous Korean capitalist development. It highlights the persistence of pre-modern economic forms alongside transplanted modernity, a key feature of colonial economies. The list of specific Korean companies provides concrete examples of Korean entrepreneurship operating within these constraints, which could be useful for detailed studies of colonial business history.

**Named Entities**

印貞植	인정식	In Chŏng-sik
爲先, 移植된 산업, 다시 말하면, 신흥산업의 전모를 살펴보기로 하자.
朝鮮會社令이 폐지된 것은 大正 9년이었다. 이때부터 朝鮮내에서도 회사설립은 取引所와 같은 특수회사를 제한다면 자유설립이 될 수 있었다. 그러나 현실적으로 약진과정의 한 계단을 지은 것은 滿洲事變 이후의 일이다. 통계에 의하면, 昭和 13년 말 현재의 朝鮮本店會社는 社數가 5,414, 拂辻資本金 10억8,100만여 원인데, 이것을 明治 44년 말의 상태인 會社數 152社, 拂込濟資本金 1,590만여 원에 비해 본다면 社數로는 실로 33배의 증대이며 拂込濟資本金으로도 68배의 증가에 해당한다. 그리고 최근 3개년간을 본다면 연평균의 증가율은 271社 拂込濟資本金 1억8,474만여 원이라는 성황을 이루고 있다.
그러나 여기에 昭和 13년 말 현재에 있어서의 현재의 본점회사 數가 5,414社라는 데는 이상에 말한 바와 같은 이식된 大공업, 혹은 大수산, 광업 등의 회사와 舊來의 가내공업을 기업화한 회사와의 兩부류가 동시에 포함되어 있음을 잊어서는 안된다. 다시 말하면 이 總社數라는 것은 신흥산업의 회사만이 아니고 그 전래적인 소규모의 가내공업도 포함하고 있는 것이다.
그런데 이만한 본점회사 總數의 중에서 半島人지배하에 놓인 즉 半島人 경영의 회사는 얼마나한 數를 점하는가 京城商工會議所 편찬인 朝鮮의 회사표에 의하여 본다면 昭和 13년 말 현재에 있어서 半島人 경영의 것은 2,278社 公稱資本金<72> 2억1,382만원 拂込資本金 2,266만원에 달하는데 이를 다시 朝鮮의 총본점회사에 대한 비율에서 따져보면 회사수로는 4割2分1厘, 公稱資本金은 1割2分5厘, 拂込資本金은 1割1分3厘에 해당함을 알 수가 있다.
이처럼 회사數의 비율은 총회사數의 4割을 넘지만, 자본의 비례는 총자본의 1割을 조금 초과하는데 불과한다. 이것은 무엇을 의미하느냐 첫째로 명백한 것은 半島人경영의 기업이 일반적으로 규모에 있어서 왜소하다는 것이다. 1,2천원의 자본금을 가진 소기업이 대부분이고 100만원 내지 3,4백만원정도의 것이 최대규모의 것이지만 이것도 그 數가 극히 적다.
둘째로, 半島人경영의 기업도 근년에 있어서 약진적으로 증가한 젔은 명백한 사실이다. 大正 12년 6월말 현재에서 昭和 13년 말 현재에 이르는 동안 社數는 10.28배, 公稱資本金이 1.74배, 拂込資本金이 2.6배를 각각 증가하였다.
그러나 대부분이 소규모의 기업회사인 만큼 舊來의 가내산업이 연장 내지 기업화의 형태로써 보존, 재현된 것이 그 중의 대다수이다.
또 원래로 대규모의 경영형태를 전제로 하는 근대공업, 특히 중,화학공업의 각 부문에 이르러서는 소위 半島人경영의 회사는 殆無에 가깝다.
이제 朝鮮내의 본점회사, 총수의 중에서의 半島人경영의 것의 비중을 『크로-즈·엎』해본다면 다음 표와 같다.
즉, 어느 산업에 있어서나 일반적으로 社數에 비해서 자본액수가 過少하다는 것, 다시 말하면 1社평균의 경영규모가 극히 영세하다는 것이 중요한 특징으로 간과될 수 없다. 이것은 결국, 半島人경영의 기업의 대부분이 가내공업의 존속, 재현의 형태로써 移植된 근대적 대기업이 아니란 것을 반영하는 사실이다.
다음으로 다시 각 공업종류별에 따라 內, 鮮人경영의 공장을 분류해 본다면 다음과 같다.
이 표가 필자가 『朝鮮工場名簿』에 기준하야 집계 작성한 것인데 공장A는 5인 이상 50인 이하의 직공을 사용하던 小경영이며 B는 50인 이상 100인 이하, C는 100인 이상 200인 이하, D는 200인 이상의 직공을 각각 사용하고 있는 공장을 의미한다.<74>
첫째로 방직공업, 금속공업, 요업, 화학공업, 식료품공업 등의 각 부문을 통하여 공장數는 확실히 半島人경영의 것이 다수이다. 그러나 직공 100인 이상을 사용하던 C공장이나 200인 이상의 공장에 있어서는 半島人 경영의 것은 그 數가 극히 희소함을 알 수 있다.
둘째로 전기사업-이것은 근대산업의 동력을 공급하는 母源事業이다.-에 이르러는 半島人 경영의 것은 단 한 공장도 발견할 수가 없다.

結論

이와 같이 前代的이고 가내공업적인 것이 半島人기업의 전반적 상황이지만 그 중에서 移植資本에 본받어 근대적 형태를 띈 비교적 대규모의 것만을 추려본다면 다음의 몇 회사가 괄목된다.
은행 중에는 東一銀行, 慶尙合同銀行, 湖南銀行 등이 있고, 無盡業 중에는 慶北無盡會社, 보험업 중에 朝鮮生命保險會社, 상업 중에는 株式會社和信, 和信連鎖店, 大昌貿易會社, 株式會社又松農場, 永和興業會社 등이 있고, 공업회사 중에는 朝鮮製絲會社, 泰昌織物會社, 京城紡織會社, 朝鮮麯子會社, 七星釀造會社, 開城蔘業會社, 東海水産工業會社등, 농업 중에는 濟州島興業會社, 鮮一拓産會社, 東隱農場, 華星社, 鶴坡農場, 洪村合名會社, 三養社 등이며 광업회사 등에는 日鮮産金會社, 日鮮鑛業會社, 鳳鑛業會社, 輔仁鑛業會社, 大昌産業會社, 大同鑛業社, 合成鑛業會社, 石豊鑛山會社, 鮮滿鑛業會社 등이오 운수창고업 중에는 咸興택시會社, 共興株式會社등, 기타 雜業 중에 每日新報社, 朝鮮土地會社, 大同興業會社, 桂成株式會社, 天德興業會社, 木浦土地會社, 永保合名會社, 天香閣 등등이 있다.<75>
<70-75>
